Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,T10,LTHIA,RWRB,RTIBA,LWRA,
156,0.0406096,0,0,0,0,0.0389162,0,0,0,0,0,0,0,0,0.0148009,0.071845,0,0,0.0204467,0,0,0.0402974,0.0718634,0.023569,0.0085407,0.0167454,0.0299524,0.0266302,0.0529945,0.0352781,0.0118545,0.0159194,0.0232408,0.0256385,0,0.0132857,0.0197059,0.0449972,0,0.0203937,0.076027,0.0423208,0,0,0.0245012,0,0,0.0464718,0.0429506,0.0441389,0.0339773,0.0152117,0.0419209,0.0463423,0.03818,0,0.0575469,0.0193896,0.0591226,0.0338107,0.0994724,0.0221637,0.00938284,0.0239757,0.0233335,0.0127364,0.043861,0,0.0304088,0.0310132,0
157,0.0405777,0,0,0,0,0.0388474,0,0,0,0,0,0,0,0,0.0148115,0.0718262,0,0,0.0204422,0,0,0.0402483,0.071864,0.0235326,0.00855273,0.0169072,0.0299538,0.0268322,0.052973,0.0352399,0.0118597,0.0158387,0.0231978,0.0256285,0,0.013221,0.0197263,0.0452035,0,0.0204399,0.0760302,0.0423605,0,0,0.024417,0,0,0.0463989,0.0429001,0.0441905,0.0339847,0.0151728,0.041961,0.0464661,0.0382229,0,0.05747,0.0194149,0.0592077,0.0340609,0.0994102,0.0222038,0.00954656,0.0239074,0.0231718,0.0128925,0.0437674,0,0.030381,0.0308752,0
158,0.04052,0,0,0,0,0.0387792,0,0,0,0,0,0,0,0,0.0148128,0.071805,0,0,0.0204241,0,0,0.0401991,0.0718715,0.0233787,0.00855297,0.0169262,0.0299698,0.0270889,0.0529938,0.0353118,0.0118652,0.0158505,0.023231,0.0256452,0,0.0131459,0.0197448,0.0453996,0,0.0204804,0.0760439,0.0423386,0,0,0.0243229,0,0,0.0462902,0.0428423,0.0442501,0.0340355,0.0151013,0.0420324,0.0465502,0.0382746,0,0.0573931,0.0194808,0.0593226,0.034111,0.0993822,0.022245,0.00960589,0.0238413,0.0230219,0.0130499,0.0437034,0,0.0303219,0.0307513,0
159,0.0404508,0,0,0,0,0.0387155,0,0,0,0,0,0,0,0,0.0148246,0.0718199,0,0,0.0204185,0,0,0.0401612,0.0718536,0.0232042,0.00851365,0.016754,0.0300156,0.0273634,0.053045,0.0354777,0.0119176,0.0159243,0.0233159,0.0256795,0,0.013037,0.0197231,0.0456589,0,0.0205048,0.0760019,0.0423041,0,0,0.0242364,0,0,0.0461891,0.0427892,0.0443255,0.0341142,0.015025,0.0421214,0.0466491,0.0383201,0,0.0573238,0.0195393,0.059382,0.0341981,0.0993482,0.0222926,0.00942655,0.0237813,0.0229054,0.0132409,0.0437389,0,0.0302473,0.0305796,0
160,0.0403861,0,0,0,0,0.0386703,0,0,0,0,0,0,0,0,0.0149343,0.0718512,0,0,0.0204204,0,0,0.0401229,0.0717915,0.0232776,0.00841759,0.0165955,0.0300795,0.027646,0.053124,0.0356233,0.0119074,0.0158873,0.0233198,0.0256896,0,0.0129848,0.0196516,0.0460118,0,0.0205442,0.0759644,0.0422665,0,0,0.024138,0,0,0.0460795,0.0427218,0.0444264,0.0341948,0.0149576,0.0422374,0.0468191,0.0383586,0,0.057262,0.0195282,0.0593882,0.0345203,0.099302,0.0223495,0.00907637,0.0237202,0.022838,0.0134644,0.0438246,0,0.0301856,0.0303547,0
161,0.040307,0,0,0,0,0.0386952,0,0,0,0,0,0,0,0,0.015031,0.0718424,0,0,0.0203986,0,0,0.0400833,0.071735,0.0233955,0.00830012,0.0168258,0.0301906,0.027986,0.05314,0.0356896,0.0119556,0.0157875,0.0233251,0.0257241,0,0.012944,0.0195479,0.0464246,0,0.0206029,0.0759822,0.0422114,0,0,0.0241591,0,0,0.0459692,0.042635,0.0445513,0.0342677,0.0149277,0.0423985,0.0470069,0.0384734,0,0.0572123,0.0194615,0.05939,0.0350482,0.0992639,0.0224252,0.00945384,0.0236538,0.0227999,0.0136773,0.0438606,0,0.030139,0.030132,0
162,0.0402292,0,0,0,0,0.0387095,0,0,0,0,0,0,0,0,0.0151228,0.0717845,0,0,0.0203649,0,0,0.0400622,0.0716934,0.0233471,0.00822161,0.0170953,0.030334,0.0283445,0.0531086,0.035761,0.0119536,0.0156269,0.0232937,0.0257394,0,0.0128883,0.0194279,0.0465393,0,0.0206341,0.0759848,0.0421707,0,0,0.0242409,0,0,0.0459429,0.0426074,0.0445685,0.0343403,0.0148572,0.0425611,0.0471517,0.038612,0,0.0571322,0.0194436,0.059555,0.0346651,0.0992607,0.0224413,0.00980035,0.0236048,0.0227602,0.0138514,0.043792,0,0.0300051,0.0298675,0
163,0.0402042,0,0,0,0,0.0386454,0,0,0,0,0,0,0,0,0.0152028,0.0717242,0,0,0.020352,0,0,0.0400235,0.0716723,0.0233477,0.00814718,0.0171547,0.0304685,0.0286119,0.0530953,0.0357566,0.0119706,0.0153831,0.0232492,0.025701,0,0.0127555,0.0193252,0.0466756,0,0.0206526,0.0759291,0.0421551,0,0,0.0243282,0,0,0.0459287,0.0425766,0.0445926,0.0344029,0.0147913,0.0427137,0.0472433,0.0386871,0,0.0570645,0.0193909,0.0596969,0.0343854,0.099244,0.0224578,0.00989996,0.0235714,0.0227128,0.014018,0.0437501,0,0.0298625,0.0295182,0
164,0.0401682,0,0,0,0,0.0385952,0,0,0,0,0,0,0,0,0.0152189,0.0716634,0,0,0.0203534,0,0,0.0399406,0.0716479,0.0232136,0.00808112,0.0171762,0.0306159,0.0288759,0.0531114,0.0356699,0.0119253,0.0151383,0.0231786,0.0256419,0,0.0125297,0.0192073,0.0468185,0,0.0206838,0.0759024,0.0421429,0,0,0.0243673,0,0,0.0458655,0.0425367,0.044645,0.0344645,0.0147059,0.0428641,0.0474318,0.0387975,0,0.056998,0.0193369,0.0598057,0.0343565,0.0992304,0.0224938,0.00983796,0.0235421,0.0226966,0.014154,0.0436634,0,0.0297804,0.029091,0
165,0.0391611,0,0,0,0,0.038494,0,0,0,0,0,0,0,0,0.0152231,0.0714658,0,0,0.0204663,0,0,0.0398546,0.0713676,0.0230442,0.00727801,0.0169887,0.0313023,0.0304834,0.0528643,0.0349437,0.0117871,0.0151867,0.0230404,0.0254621,0,0.0118879,0.0191784,0.0384041,0,0.0208108,0.0736449,0.0414637,0,0,0.0244899,0,0,0.04586,0.0472756,0.0405452,0.0310009,0.0174193,0.0420814,0.0478288,0.0357759,0.0627091,0.0544806,0.0199706,0.0615421,0.0380406,0.102815,0.0181333,0.00977294,0.0235238,0.0223289,0.0149136,0.0434847,0,0.0296908,0.0284573,0
166,0.0390864,0,0,0,0,0.0384571,0,0,0,0,0,0,0,0,0.0153394,0.0713793,0,0,0.020442,0,0,0.0397347,0.0713309,0.022758,0.00724886,0.017271,0.0313958,0.0307735,0.0528837,0.0350029,0.0115474,0.0151131,0.0229483,0.0254018,0,0.0116969,0.0190238,0.0385402,0,0.0208294,0.0735436,0.041419,0,0,0.0245849,0,0,0.0458418,0.0472404,0.0406944,0.0310462,0.0174074,0.0422004,0.048018,0.0358549,0.0628145,0.0544051,0.0199878,0.0616649,0.0381066,0.102799,0.0181001,0.00970924,0.0234983,0.0222887,0.0151539,0.0434409,0,0.0296453,0.0280089,0
167,0.0389995,0,0,0,0,0.0384174,0,0,0,0,0,0,0,0,0.0153691,0.0712964,0,0,0.0204075,0,0,0.0396718,0.0712612,0.0226094,0.00717631,0.0174501,0.0314934,0.0309698,0.052921,0.0350106,0.0113786,0.0152226,0.0229584,0.0254162,0,0.0115321,0.0189802,0.0387354,0,0.0208491,0.0734946,0.0413561,0,0,0.0246789,0,0,0.0458112,0.0471927,0.0408548,0.0310667,0.0174282,0.0423228,0.0482118,0.0359393,0.0628351,0.0543487,0.0199828,0.0616807,0.0384062,0.102747,0.0180556,0.00962368,0.0234768,0.0222413,0.0153793,0.0434805,0,0.0295567,0.0275778,0
168,0.038946,0,0,0,0,0.038351,0,0,0,0,0,0,0,0,0.0153277,0.0712495,0,0,0.02035,0,0,0.039642,0.0711999,0.0225695,0.00711155,0.0174262,0.0315893,0.0311271,0.0529853,0.035005,0.0114218,0.0152946,0.0230074,0.0254582,0,0.0114207,0.0189939,0.0390197,0,0.020841,0.0735234,0.0413029,0,0,0.0247073,0,0,0.0457657,0.04714,0.0409406,0.0310082,0.0174171,0.0424509,0.0484038,0.0360053,0.0627119,0.0543119,0.0199137,0.061615,0.0387776,0.102663,0.0179713,0.00951901,0.0234415,0.0222169,0.0156089,0.0435503,0,0.0294242,0.0272415,0
169,0.0387831,0,0,0,0,0.0386824,0,0,0,0,0,0,0,0,0.0152182,0.0711234,0,0,0.0204252,0,0,0.039731,0.0710264,0.0225799,0.00688691,0.0174355,0.0320682,0.0312123,0.0531734,0.0351747,0.0115161,0.0154002,0.0231026,0.0255514,0,0.0109672,0.0190526,0.0391183,0,0.0208427,0.073458,0.0419166,0,0,0.0248842,0,0,0.0472743,0.047086,0.0410128,0.030989,0.0173435,0.0426903,0.0483532,0.0361883,0.0624682,0.0543019,0.0197906,0.0616449,0.0383436,0.102591,0.0179307,0.00697413,0.0279872,0.02265,0.0154605,0.0437215,0.0255214,0.0292097,0.0271231,0
170,0.0394195,0,0,0,0,0.0381268,0,0,0,0,0,0,0.0289954,0,0,0.0722245,0,0,0.0202341,0,0,0.0397736,0.0704313,0.0126701,0.00903674,0.0193772,0.032133,0.031287,0.055272,0.0358868,0.00905543,0.0104907,0.0249844,0.0250755,0.0146016,0.0113869,0.0187568,0.0310192,0,0,0.0731544,0.0414912,0,0,0.024629,0,0,0.0455989,0.0485083,0.0379507,0.0316463,0,0.042496,0.04825,0.037721,0.0611345,0.0512415,0.016829,0.0593447,0.039022,0.105697,0.0216751,0.00950007,0.0233309,0.0223929,0.015836,0,0,0.0284597,0.0271425,0
171,0.0382298,0,0,0,0,0.0384127,0,0,0,0,0,0,0.0248767,0,0.018312,0.0704197,0,0,0.0203876,0,0,0.039668,0.0714872,0.0158665,0.00627488,0.0176979,0.0319444,0.0319169,0.0530611,0.0354376,0.0112527,0.0138883,0.025349,0.0262896,0.0213646,0.0108125,0.0191518,0.0373808,0,0.0215222,0.0739427,0.0415523,0,0,0.0253655,0,0,0.0470983,0.04729,0.0410906,0.031549,0.0181829,0.0427984,0.0486564,0.0361177,0.062652,0.0540584,0.0193305,0.0612936,0.0381023,0.102874,0.0178975,0.006781,0.0269934,0.0223499,0.0161496,0.0448847,0.0251745,0.0287355,0.0267889,0
172,0.0381558,0,0,0,0,0.0383067,0,0,0,0,0,0,0.0245094,0,0.018326,0.070387,0,0,0.0203265,0,0,0.0395139,0.0713885,0.0158862,0.00616736,0.0177633,0.0321775,0.0322196,0.0531895,0.0352666,0.0111841,0.0137451,0.025366,0.0263489,0.0220607,0.0108822,0.0192617,0.0389056,0,0.0209183,0.0738343,0.0414747,0,0,0.0245309,0,0,0.04704,0.0470078,0.0411975,0.0315032,0.017598,0.0428949,0.0487991,0.0360058,0.0628317,0.054237,0.0195152,0.0615735,0.0380983,0.102595,0.0179425,0.00698167,0.0272682,0.0221362,0.0164269,0.0450889,0.0247369,0.0290155,0.0264676,0
173,0.0380812,0,0,0,0,0.0382387,0,0,0,0,0,0,0.0241224,0,0.0183639,0.0702892,0,0,0.0202676,0,0,0.0395256,0.0714133,0.0159215,0.00609322,0.0181068,0.0323254,0.032566,0.0531766,0.0351046,0.0111155,0.0137043,0.0253934,0.026435,0.0227582,0.0108867,0.0193027,0.0392818,0,0.0207888,0.0738648,0.0413925,0,0,0.0244007,0,0,0.0468745,0.0468405,0.041255,0.0316764,0.0174692,0.0430133,0.0489538,0.036009,0.0627897,0.0543059,0.0195269,0.0615884,0.0380922,0.10256,0.0179751,0.0071561,0.0268771,0.0220392,0.0166253,0.0451412,0.024603,0.0290061,0.0263045,0
174,0.0381158,0,0,0,0,0.0381584,0,0,0,0,0,0,0.0237582,0,0.0184909,0.0701191,0,0,0.0202229,0,0,0.0395574,0.0713763,0.015956,0.00596312,0.0180421,0.0324496,0.0329293,0.0531773,0.0349829,0.0109695,0.0136585,0.0253803,0.0264293,0.0233755,0.0108754,0.0193384,0.0393361,0,0.0208083,0.0738501,0.0413326,0,0,0.024356,0,0,0.0466965,0.0467417,0.0412847,0.0318317,0.0174503,0.0431401,0.0490782,0.0360204,0.0626933,0.0543761,0.0194985,0.0615459,0.0380876,0.102582,0.0179971,0.00751692,0.026406,0.0220817,0.0167561,0.0452554,0.0244726,0.0289613,0.0261467,0
175,0.0391921,0,0,0,0,0.0381705,0,0,0,0,0,0,0.0271814,0,0,0.0715017,0,0,0.0200595,0,0,0.039533,0.0700974,0.0125058,0.00841995,0.0195795,0.0330807,0.0327501,0.055653,0.0356403,0.00861017,0.00980515,0.024975,0.0251107,0.0167163,0.0110395,0.0192077,0.031261,0,0,0.0731808,0.0418515,0,0,0.0241849,0,0,0.0463881,0.0480942,0.0382599,0.0323649,0,0.0431586,0.0486081,0.0377312,0.061005,0.0513707,0.0165705,0.0591487,0.0389228,0.10563,0.0216477,0.00786472,0.0259389,0.022326,0.0163691,0,0.0241442,0.0282823,0.0260393,0
176,0.0384025,0,0,0,0,0.0380916,0,0,0,0,0,0,0.023098,0,0.0188364,0.0697175,0,0,0.0200278,0,0,0.0395397,0.0712324,0.0160299,0.00559689,0.0171549,0.0327195,0.0335685,0.0533459,0.0350159,0.0109123,0.0131416,0.025276,0.0262486,0.0243235,0.0108666,0.0192735,0.037627,0,0.0215687,0.0741594,0.0413141,0,0,0.024078,0,0,0.0464235,0.0468074,0.041233,0.0322624,0.0181633,0.0433566,0.0493653,0.0362328,0.062061,0.0543361,0.0191132,0.0611454,0.0380095,0.102882,0.0179085,0.00770437,0.0256136,0.0220735,0.0169183,0.0456008,0.0239996,0.028606,0.0257879,0
177,0.0384867,0,0,0,0,0.0380512,0,0,0,0,0,0,0.0226592,0,0.0188389,0.0698107,0,0,0.0199721,0,0,0.0394863,0.0710879,0.0161833,0.00534754,0.0170187,0.0329872,0.033813,0.0534221,0.0347892,0.0109545,0.0128926,0.0253113,0.0262577,0.0250582,0.0108347,0.0192933,0.0389271,0,0.0210011,0.0740974,0.0412971,0,0,0.0240054,0,0,0.0463146,0.0464958,0.0412658,0.0322048,0.0175432,0.0435247,0.0496204,0.036248,0.0622907,0.0545956,0.0192587,0.0613612,0.0378938,0.10261,0.0180056,0.00732012,0.025293,0.0220884,0.0169956,0.0457678,0.0238768,0.0289248,0.0255563,0
178,0.038561,0,0,0,0,0.0380068,0,0,0,0,0,0,0.022342,0,0.0189787,0.0698193,0,0,0.0199326,0,0,0.0394635,0.0710108,0.0164094,0.00512795,0.0169358,0.0332184,0.033969,0.0534908,0.0346501,0.0108392,0.0128491,0.0253442,0.0262325,0.025625,0.010772,0.0193472,0.0389979,0,0.0208744,0.0740903,0.0412942,0,0,0.0241115,0,0,0.0461962,0.0463769,0.04123,0.0322769,0.0174223,0.0436531,0.0498356,0.0361887,0.0624553,0.0546991,0.0192163,0.0612669,0.0378135,0.102556,0.0180587,0.00695596,0.0248423,0.0222268,0.0170171,0.0458289,0.0238479,0.0290182,0.0253573,0
179,0.0386756,0,0,0,0,0.037937,0,0,0,0,0,0,0.0221005,0,0.0190606,0.0697794,0,0,0.0198698,0,0,0.0394932,0.0709347,0.016338,0.00490724,0.0168508,0.0334202,0.0340542,0.0535918,0.0345921,0.0107107,0.0129152,0.0253867,0.0262358,0.0260879,0.0107645,0.0193507,0.0387946,0,0.0208602,0.0740385,0.0413157,0,0,0.0241902,0,0,0.0461476,0.0463029,0.041116,0.0323643,0.0173739,0.0437266,0.0500065,0.0361054,0.0625493,0.0547704,0.0191328,0.0610954,0.0377537,0.102577,0.018057,0.00740673,0.0245864,0.0225097,0.0169674,0.0459235,0.0237585,0.0290483,0.0252013,0
180,0.0387816,0,0,0,0,0.0378566,0,0,0,0,0,0,0.0219212,0,0.0191212,0.0697831,0,0,0.0198387,0,0,0.0395211,0.0709066,0.0163076,0.00473431,0.0168211,0.0335686,0.0341213,0.0536699,0.0346324,0.0105886,0.0129266,0.0253944,0.02626,0.026452,0.0108059,0.0193356,0.0387247,0,0.0208286,0.0740112,0.0413342,0,0,0.024241,0,0,0.0461182,0.046234,0.0409834,0.0324409,0.017346,0.0437812,0.0501644,0.0360412,0.0626483,0.0548433,0.0190548,0.0610173,0.0377929,0.1026,0.0180391,0.00775028,0.0243363,0.0224921,0.0169046,0.0460448,0.0235831,0.0290614,0.0250758,0
181,0.0388627,0,0,0,0,0.037767,0,0,0,0,0,0,0.0217956,0,0.019063,0.0698206,0,0,0.0198058,0,0,0.0395352,0.0709037,0.0163205,0.00462642,0.0168739,0.0336283,0.0341907,0.0536875,0.0346848,0.0104008,0.0130937,0.0254341,0.0262863,0.026632,0.0108327,0.0193347,0.0388371,0,0.0207745,0.0740568,0.0413799,0,0,0.0242015,0,0,0.0461019,0.0461862,0.0408563,0.0324648,0.017353,0.0438061,0.0502827,0.03603,0.062664,0.0548895,0.0190075,0.0610468,0.0378026,0.102624,0.0180051,0.00768847,0.0241226,0.0222663,0.0168168,0.0461924,0.0233424,0.0290224,0.0249653,0
182,0.0389471,0,0,0,0,0.0376403,0,0,0,0,0,0,0.0218031,0,0.0190772,0.0698331,0,0,0.0197695,0,0,0.0395423,0.0709039,0.0163737,0.0045451,0.0169203,0.0336804,0.0342162,0.0536483,0.0347633,0.0103417,0.0132505,0.0254759,0.0263132,0.026635,0.010842,0.0192968,0.0390946,0,0.020719,0.074096,0.041451,0,0,0.0241481,0,0,0.0461112,0.0461345,0.040767,0.0324671,0.0173594,0.0438198,0.050332,0.0359892,0.0626012,0.0548932,0.0189813,0.0611194,0.0378203,0.102674,0.0179669,0.00746275,0.0240102,0.0221385,0.0167854,0.0463277,0.0234257,0.0289834,0.0248475,0
183,0.0390326,0,0,0,0,0.0375334,0,0,0,0,0,0,0.0218813,0,0.0191245,0.0698213,0,0,0.0197517,0,0,0.039535,0.0709168,0.0163861,0.00448332,0.0169593,0.0337621,0.0342333,0.0536559,0.0348494,0.0103395,0.0132962,0.0254737,0.0263186,0.0265223,0.0108649,0.0192243,0.0394712,0,0.0206994,0.0740894,0.0414963,0,0,0.0242172,0,0,0.046149,0.0460602,0.0407258,0.0324918,0.0173432,0.0438208,0.0503806,0.0359315,0.0625353,0.0548837,0.0190198,0.0612069,0.0378906,0.102741,0.0179508,0.00787846,0.0238753,0.0221274,0.0168019,0.0462733,0.0234848,0.0289262,0.0247518,0
184,0.0390765,0,0,0,0,0.0375013,0,0,0,0,0,0,0.0219445,0,0.0191402,0.0698347,0,0,0.019782,0,0,0.03956,0.070953,0.0163532,0.00446034,0.0170024,0.0338573,0.0342493,0.0536441,0.0349498,0.010286,0.0132903,0.0254446,0.0263204,0.0264318,0.0108492,0.0192149,0.0398203,0,0.0206945,0.0740844,0.0415134,0,0,0.0242237,0,0,0.046194,0.0459929,0.0407037,0.0324881,0.0173408,0.0438353,0.050407,0.0360017,0.0624995,0.054841,0.0191039,0.0612933,0.0379274,0.102769,0.0179127,0.00817317,0.0237369,0.0221166,0.0168521,0.0461952,0.0234478,0.0288289,0.0246832,0
185,0.0390808,0,0,0,0,0.0374772,0,0,0,0,0,0,0.0219441,0,0.0191343,0.0698241,0,0,0.0198306,0,0,0.0395694,0.0709988,0.0163101,0.00443763,0.0171217,0.0339589,0.034293,0.0536342,0.035104,0.0102195,0.0132463,0.0254002,0.026296,0.0263713,0.0108246,0.0192674,0.0401403,0,0.0207107,0.0740755,0.0414965,0,0,0.0241436,0,0,0.0461152,0.0459509,0.0407191,0.032482,0.0173503,0.0438567,0.0504052,0.0361757,0.0624276,0.0547706,0.0191639,0.0614027,0.0379042,0.102751,0.0178822,0.00820452,0.0235971,0.0220615,0.0169125,0.0461292,0.0233313,0.0287324,0.0246323,0
186,0.0390521,0,0,0,0,0.0374076,0,0,0,0,0,0,0.0220603,0,0.0192593,0.0697711,0,0,0.019833,0,0,0.03958,0.0710234,0.0163095,0.00442652,0.0172227,0.0340522,0.0343513,0.0535978,0.0352676,0.0100604,0.0131696,0.0253182,0.0262475,0.0261945,0.0108085,0.0193008,0.0404477,0,0.0207105,0.0740479,0.0414323,0,0,0.0240748,0,0,0.0460151,0.045893,0.0407588,0.0324823,0.0173556,0.0438977,0.0504099,0.0362532,0.0623657,0.054659,0.0192058,0.0615148,0.0378479,0.10271,0.0178394,0.00818972,0.0235024,0.0219754,0.0170041,0.045961,0.0232606,0.0286272,0.024597,0
187,0.039011,0,0,0,0,0.0373409,0,0,0,0,0,0,0.0221786,0,0.0192834,0.0697273,0,0,0.0198311,0,0,0.0396218,0.071051,0.0162718,0.00442944,0.0172976,0.034129,0.0344225,0.0536023,0.0354122,0.0100176,0.0131337,0.0252865,0.0262467,0.0259558,0.0108222,0.0193074,0.0407613,0,0.0207387,0.0740107,0.0413309,0,0,0.0240746,0,0,0.0459862,0.0458436,0.0408451,0.0324592,0.0173432,0.0439427,0.05039,0.0363081,0.0623311,0.054549,0.0192474,0.061663,0.0378134,0.102657,0.0178062,0.00819537,0.0234122,0.0219261,0.0171376,0.0458802,0.0232092,0.0285335,0.0245537,0
188,0.0389609,0,0,0,0,0.0372716,0,0,0,0,0,0,0.0223454,0,0.0192721,0.069682,0,0,0.0198632,0,0,0.0396459,0.0710802,0.0162225,0.00443893,0.0173923,0.0341766,0.0345191,0.0535946,0.0355238,0.0101568,0.0131279,0.0252789,0.0262548,0.0256401,0.010849,0.0193461,0.0410361,0,0.0207815,0.0739841,0.0411829,0,0,0.0240866,0,0,0.0459531,0.0458399,0.0409954,0.0324202,0.0173149,0.0440235,0.0503934,0.0363511,0.0623007,0.0544266,0.0192958,0.0618086,0.0377894,0.102598,0.0177848,0.00820949,0.0233352,0.0218603,0.0172938,0.0458159,0.0231812,0.0284677,0.0244778,0
189,0.0389214,0,0,0,0,0.0371794,0,0,0,0,0,0,0.0225704,0,0.0192558,0.0696691,0,0,0.0198858,0,0,0.0396789,0.0711013,0.0161547,0.00445456,0.0174947,0.0341864,0.0346579,0.0535493,0.0356172,0.0103026,0.0131747,0.0252856,0.0262771,0.0252327,0.010878,0.0194061,0.0412029,0,0.0208174,0.0738937,0.0410302,0,0,0.0240781,0,0,0.0458894,0.0458886,0.0411547,0.0323812,0.0172887,0.0441445,0.0504332,0.0364378,0.0623614,0.0543098,0.0193028,0.061941,0.0378159,0.10254,0.0177307,0.00826811,0.0232482,0.0217775,0.0174339,0.0456707,0.0230841,0.0284147,0.0244067,0
190,0.0388856,0,0,0,0,0.0371166,0,0,0,0,0,0,0.0227128,0,0.0191454,0.0696683,0,0,0.0198825,0,0,0.039687,0.0711114,0.0160997,0.00447441,0.0176463,0.0342123,0.0348107,0.0535077,0.0357214,0.0103526,0.0132059,0.02532,0.0263103,0.0249684,0.010896,0.0194676,0.0413154,0,0.0208548,0.0737764,0.0409206,0,0,0.0239796,0,0,0.0458163,0.0459566,0.0412551,0.0323831,0.0172575,0.0442868,0.0504722,0.0366256,0.0624247,0.0542024,0.0192951,0.0620911,0.0378721,0.102533,0.0176552,0.00837392,0.0231191,0.0217562,0.0175536,0.0455252,0.0227939,0.0283899,0.0243272,0
191,0.0388637,0,0,0,0,0.0370898,0,0,0,0,0,0,0.0228745,0,0.01918,0.0696567,0,0,0.0198785,0,0,0.0396418,0.0711025,0.016117,0.00449393,0.0177327,0.0342482,0.034951,0.0535255,0.0357407,0.010353,0.0130957,0.0253071,0.0262759,0.0247138,0.0109069,0.0194755,0.041441,0,0.0208375,0.0737099,0.040869,0,0,0.0239409,0,0,0.0458304,0.0459766,0.0412952,0.0323732,0.0172276,0.044432,0.0504684,0.0367125,0.0624326,0.0541395,0.0192856,0.0621859,0.0378829,0.102549,0.0175901,0.00838833,0.0231019,0.0217598,0.0176239,0.0454416,0.0228335,0.0283485,0.0242449,0
192,0.038845,0,0,0,0,0.0371182,0,0,0,0,0,0,0.0229751,0,0.0192157,0.0695634,0,0,0.0198566,0,0,0.0396193,0.0710734,0.0161067,0.00456578,0.0177663,0.0342708,0.0351467,0.0535545,0.0357525,0.0103439,0.0130078,0.0252815,0.026291,0.0245377,0.0109046,0.019491,0.0415892,0,0.0207956,0.0736209,0.0408205,0,0,0.0238902,0,0,0.045849,0.045962,0.0413018,0.0323683,0.0171902,0.04457,0.0504764,0.0366535,0.0623951,0.0540964,0.0192903,0.062235,0.0378794,0.102537,0.0175431,0.00832871,0.0231036,0.0217021,0.0177023,0.0454362,0.0229268,0.0282596,0.0241817,0
193,0.0388191,0,0,0,0,0.0371423,0,0,0,0,0,0,0.0229669,0,0.0192435,0.0693836,0,0,0.0198159,0,0,0.0396052,0.0710109,0.0161055,0.00462825,0.0177436,0.0342845,0.0354225,0.0535778,0.0358342,0.0103466,0.0129574,0.0252584,0.0263088,0.0245136,0.0108886,0.0196043,0.041672,0,0.0207793,0.0734641,0.0407415,0,0,0.0238852,0,0,0.045846,0.0459485,0.0413947,0.0323726,0.0171801,0.0446914,0.0505083,0.0366099,0.062367,0.054059,0.0192442,0.0622778,0.0379014,0.102478,0.0175782,0.00826929,0.0230729,0.0216398,0.0177822,0.0455326,0.0229789,0.0281962,0.0241163,0
194,0.0387849,0,0,0,0,0.0371648,0,0,0,0,0,0,0.0228412,0,0.0192126,0.0693769,0,0,0.0198324,0,0,0.0395931,0.0709353,0.0160986,0.00455111,0.0177748,0.0343399,0.0357464,0.0535991,0.0358776,0.0103046,0.0127968,0.0252586,0.0263127,0.0246779,0.0109106,0.0197578,0.0417314,0,0.0207354,0.0733639,0.0406376,0,0,0.0239008,0,0,0.0458144,0.0459244,0.0414728,0.0324023,0.0171705,0.0448401,0.0505431,0.0366387,0.062297,0.0540473,0.0191555,0.0622865,0.0379115,0.102433,0.0175982,0.00829729,0.0230108,0.0215808,0.017871,0.0456878,0.0229255,0.028144,0.0240793,0
195,0.0387408,0,0,0,0,0.0371919,0,0,0,0,0,0,0.0227233,0,0.0191939,0.0695545,0,0,0.0199076,0,0,0.0396045,0.0708452,0.0161012,0.00440751,0.017862,0.0344759,0.0360475,0.0536915,0.0358491,0.0102856,0.0126129,0.0252702,0.0263041,0.0248476,0.0109765,0.0199158,0.041774,0,0.0206733,0.0733225,0.0405426,0,0,0.0238443,0,0,0.0457658,0.0458919,0.0415197,0.0324264,0.0171244,0.0450382,0.0505469,0.0367228,0.0622544,0.0540758,0.0190366,0.0622171,0.0379207,0.102339,0.0175791,0.00832166,0.0229141,0.0216044,0.0179373,0.0456761,0.0226487,0.0280978,0.0240791,0
196,0.0396526,0,0,0,0,0.0372788,0,0,0,0,0,0,0.0229818,0,0.0190947,0.0697007,0,0,0.0199569,0,0,0.0395384,0.0709808,0.0161505,0.00513397,0.0183218,0.0340805,0.0349178,0.0541064,0.0367081,0.0104299,0.0124878,0.0253778,0.0264283,0.0244311,0.0110435,0.0198628,0.0487981,0,0.0213523,0.0755408,0.0411313,0,0,0.0236094,0,0,0.0457627,0.0413051,0.0452151,0.0363101,0.0143715,0.0464257,0.0503532,0.0397639,0,0.056338,0.0182672,0.0605324,0.0344815,0.0991182,0.0225441,0.00844091,0.0229919,0.0220187,0.0172538,0.0457152,0.02226,0.0275416,0.0241564,0
