Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIP,RTIB,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,RTIBA,IMUR_M,RTHII,LTHIA,RTHIA
74,0.0126887,0.012023,0,0,0,0,0,0.0296919,0.0333924,0.0196967,0.00857878,0,0,0.00525572,0,0.010454,0.0041416,0.0359807,0.015526,0.0068042,0.00644007,0.0140444,0.0134056,0.00857767,0.0050023,0.0388482,0.0171218,0.0204289,0.0166482,0.0258666,0.0302796,0.00360485,0.00975379,0.00283276,0.0275576,0.0199777,0.0230987,0.007724,0.0132955,0,0,0.0265874,0,0.0142267,0.00798635,0.0345264,0.0301187,0.0304048,0.0173713,0.00248456,0.00140092,0.00155876,0.00672201,0.0228816,0.019231,0.0265291,0.0267752,0.0072767,0.0081608,0.00975137,0.0137568,0.0131356,0,0,0,0,0,0,0,0,0.0402647,0,0,0.00715381,0.0175701
75,0.0127481,0.0119582,0,0,0,0,0,0.0286574,0.0331873,0.0193234,0.00853884,0,0,0.00483779,0,0.0104502,0.00398665,0.036186,0.0154062,0.00695667,0.00695083,0.0143029,0.0134367,0.00865011,0.00543136,0.0388303,0.0170813,0.0203718,0.0165251,0.0256166,0.0291089,0.0033463,0.00963941,0.00278743,0.0290553,0.0200117,0.0243609,0.00763524,0.0131488,0,0,0.0257533,0,0.0142915,0.00774365,0.0342709,0.0320633,0.0303971,0.0186864,0.00267215,0.00184456,0.00197156,0.00612395,0.0227567,0.0189169,0.0262535,0.0270423,0.00694032,0.00803464,0.00960473,0.0136256,0.0131434,0,0,0,0,0,0,0,0,0.0398568,0,0,0.00750783,0.01721
76,0.0131027,0.0111586,0,0,0,0,0,0.0265133,0.03259,0.0189602,0.00908457,0,0,0.00374034,0,0.0103914,0.00349744,0.0366395,0.0156638,0.00817057,0.00738643,0.0135892,0.0130296,0.00822347,0.00573414,0.0386924,0.0166537,0.0197664,0.0161833,0.0249306,0.0266183,0.00340542,0.00931657,0.0025822,0.0294002,0.0199717,0.0242134,0.00878154,0.0134241,0,0,0.0244156,0,0.0143493,0.00741126,0.03415,0.0312232,0.0327782,0.0208285,0.00223306,0.00251523,0.000878505,0.00576131,0.0207089,0.0165947,0.0241715,0.0268057,0.00646787,0.00767584,0.0094631,0.0127832,0.0136832,0,0,0,0,0,0,0,0,0.0369843,0,0,0.00722893,0
77,0.012321,0.011361,0,0,0,0,0,0.0263234,0.0329142,0.018769,0.00825229,0,0,0.00413091,0,0.0102989,0.00374062,0.0363146,0.015321,0.00726323,0.0079934,0.0150204,0.0128138,0.00876516,0.00663995,0.0383716,0.016936,0.0201012,0.0163611,0.0249024,0.026593,0.00306072,0.00932926,0.00277926,0.0303548,0.0200296,0.0259117,0.00737577,0.0124766,0,0,0.0248166,0,0.0143371,0.00760908,0.0337645,0.0346711,0.0301243,0.0213357,0.00332013,0.00273604,0.00336341,0.00480126,0.0229763,0.0185819,0.0263091,0.0269268,0.00693748,0.00777608,0.00943758,0.0127519,0.0126834,0,0,0,0,0,0,0,0,0.0390923,0,0,0.0083956,0.0169073
78,0.0129524,0.0113184,0,0,0,0,0,0.025322,0.0327507,0.0189475,0.00806776,0,0,0.00440765,0,0.010277,0.00383208,0.0362202,0.0161087,0.00761382,0.00859123,0.0154117,0.0134713,0.00886337,0.00747487,0.0379697,0.0167451,0.0198113,0.0163881,0.0243718,0.0252083,0.00333236,0.00949336,0.00261717,0.0314309,0.0200098,0.0261295,0.00728846,0.0127513,0,0,0.0242281,0,0.0143457,0.00753526,0.0333866,0.0351791,0.0300217,0.0209156,0.00356468,0.00298644,0.0036286,0.00499438,0.0227862,0.0185408,0.0258856,0.028079,0.00680573,0.00764864,0.00940029,0.0127708,0.0131538,0,0,0,0,0,0,0,0,0.0394501,0,0,0.00911314,0.0166208
79,0.0134936,0.011079,0,0,0,0,0,0.0240796,0.0325511,0.0193029,0.00783478,0,0,0.00429414,0,0.010232,0.0037832,0.03616,0.0168641,0.00791955,0.00919464,0.0154541,0.0137942,0.00893298,0.00826472,0.0376587,0.0163929,0.0192509,0.016092,0.0236834,0.0232858,0.00349979,0.00947485,0.00249093,0.0329122,0.0200362,0.0262351,0.00719464,0.013196,0,0,0.0237377,0,0.0143331,0.00741527,0.0330017,0.0345295,0.0301075,0.0199418,0.00343692,0.00307341,0.00406791,0.00582245,0.0222702,0.01867,0.0252295,0.0304085,0.00662897,0.00728665,0.00928333,0.0127087,0.0136787,0,0,0,0,0,0,0,0,0.0397966,0,0,0.00974344,0.0161166
80,0.0138605,0.0110343,0,0,0,0,0,0.0228739,0.0324769,0.0197798,0.00769759,0,0,0.00428886,0,0.010214,0.00374481,0.0361311,0.0176158,0.0082435,0.00966144,0.0156406,0.0140259,0.00899992,0.00896474,0.037429,0.0158268,0.018531,0.0157795,0.0228107,0.0211067,0.00371876,0.00947119,0.00261507,0.0335766,0.0200972,0.025656,0.00709896,0.013485,0,0,0.0237019,0,0.0143439,0.00745737,0.0327087,0.0335762,0.0302269,0.0190627,0.0034383,0.00323298,0.00494837,0.00676887,0.0215168,0.0188766,0.024311,0.0322754,0.00655498,0.00716842,0.00918573,0.0127617,0.014,0,0,0,0,0,0,0,0,0.0392916,0,0,0.010297,0.0153183
81,0.0142729,0.0110457,0,0,0,0,0,0.0217713,0.0324345,0.0204558,0.00759509,0,0,0.0043534,0,0.0102655,0.00374776,0.0362539,0.0184013,0.00856035,0.00993851,0.0157286,0.0143107,0.00905605,0.0096584,0.0371614,0.0150424,0.017734,0.0156181,0.0217811,0.0187818,0.00400314,0.00944637,0.00270696,0.033245,0.0201739,0.0245426,0.00696601,0.0138728,0,0,0.023798,0,0.0143394,0.0074854,0.0324082,0.032803,0.0303888,0.0178764,0.00332059,0.00336352,0.0060686,0.00741714,0.0205341,0.0184006,0.0232094,0.0327548,0.00637993,0.00713826,0.00907227,0.0127492,0.0143939,0,0,0,0,0,0,0,0,0.0384154,0,0,0.011058,0.0144885
82,0.0146805,0.0110787,0,0,0,0,0,0.020803,0.0324394,0.0213673,0.00750838,0,0,0.00453318,0,0.0103373,0.00382829,0.0364528,0.0193561,0.00890506,0.00995778,0.0157882,0.01461,0.00908079,0.0103353,0.0369125,0.0140045,0.0167625,0.0156284,0.0206006,0.0161483,0.00432737,0.0094648,0.00266125,0.0323478,0.0202526,0.0235842,0.00687659,0.0143518,0,0,0.0239934,0,0.0143003,0.00751809,0.0320028,0.0323413,0.0306268,0.0161725,0.00316503,0.00349794,0.00705424,0.00792232,0.0195378,0.0172633,0.0221899,0.0317701,0.00624129,0.00712381,0.00898584,0.0126587,0.0150543,0,0,0,0,0,0,0,0,0.0381011,0,0,0.0116966,0.0138823
83,0.0151104,0.0112655,0,0,0,0,0,0.0202416,0.0324681,0.0225078,0.00732049,0,0,0.00476848,0,0.0104007,0.00393992,0.0366701,0.0205424,0.0091314,0.00972495,0.0158842,0.0150353,0.00910518,0.0108869,0.0366672,0.0127377,0.0154962,0.0155802,0.0193706,0.0130598,0.00457644,0.00950512,0.00265951,0.0318892,0.020356,0.0230946,0.00665832,0.0148484,0,0,0.0243197,0,0.0142763,0.00749753,0.031728,0.0321369,0.0307388,0.0154161,0.00311357,0.00380333,0.00764457,0.00831001,0.0189706,0.0165744,0.0216303,0.0308548,0.00608745,0.00709711,0.00898186,0.0126197,0.0157379,0,0,0,0,0,0,0,0,0.0378802,0,0,0.0120143,0.0133668
84,0.015752,0.0113306,0,0,0,0,0,0.0194639,0.0322584,0.0236579,0.00709298,0,0,0.00451541,0,0.0104648,0.00384194,0.0373507,0.0222351,0.0097876,0.00910931,0.0156013,0.0153946,0.00862186,0.01094,0.0366209,0.0113136,0.0140578,0.0155682,0.0179249,0.00962705,0.00515801,0.00943267,0.00266975,0.0313706,0.0204283,0.0224843,0.00711166,0.0156259,0,0,0.0244817,0,0.0142922,0.00729564,0.031332,0.0310861,0.0328125,0.0160478,0.00240487,0.00441522,0.00645991,0.00793093,0.0171158,0.0144741,0.0198501,0.0293934,0.00584488,0.00700605,0.00901085,0.0125285,0.0165913,0,0,0,0,0,0,0,0,0.0364016,0,0,0.0117454,0
85,0.0160357,0.0118021,0,0,0,0,0,0.0204165,0.0323933,0.0249909,0.00648194,0,0,0.00485039,0,0.0105189,0.00403142,0.0377538,0.0237943,0.00974538,0.00844914,0.0157842,0.0158405,0.00843958,0.0110208,0.0364701,0.0100161,0.0129488,0.0157595,0.0169061,0.00656962,0.0053358,0.0094037,0.00288059,0.0318234,0.0205985,0.0226737,0.00662244,0.015965,0,0,0.024885,0,0.0142501,0.00723951,0.0315985,0.0309835,0.0327605,0.0161916,0.00255768,0.00502078,0.00677794,0.00817954,0.0168812,0.0140588,0.0196298,0.0290852,0.00569447,0.00704814,0.0086661,0.0128251,0.0169227,0,0,0,0,0,0,0,0,0.0363582,0,0,0.0115025,0
86,0.0164733,0.0125657,0,0,0,0,0,0.0215104,0.0325413,0.0264812,0.00587487,0,0,0.00544249,0,0.01064,0.00425808,0.0382625,0.0258416,0.00968749,0.00783758,0.0160745,0.0165456,0.00815554,0.0110817,0.0363265,0.00883904,0.0121957,0.0155442,0.0159592,0.00470425,0.00549749,0.00946993,0.00303381,0.0321157,0.0207554,0.0228537,0.0061481,0.0163802,0,0,0.025517,0,0.0142559,0.00733212,0.0320074,0.0306728,0.0326527,0.016251,0.00303924,0.00576578,0.00715099,0.00842608,0.0167323,0.0138142,0.0193806,0.0284082,0.00570469,0.00709706,0.00837199,0.0134781,0.0174506,0,0,0,0,0,0,0,0,0.0361847,0,0,0.0113502,0
87,0.0170096,0.0134793,0,0,0,0,0,0.0226287,0.0327411,0.0280015,0.00541748,0,0,0.00623263,0,0.0107881,0.00455638,0.0388946,0.0275852,0.00965444,0.00722544,0.0164608,0.0173599,0.00770561,0.0111015,0.0363268,0.00781049,0.0117835,0.0154575,0.0151099,0.00600208,0.00575187,0.00961238,0.00311385,0.0320249,0.0208819,0.0230543,0.00564838,0.0169113,0,0,0.026489,0,0.0142183,0.00763065,0.0323917,0.0305076,0.0326188,0.0162631,0.00381573,0.00661621,0.00743556,0.0087915,0.0167052,0.0137976,0.0192397,0.0274493,0.00593865,0.00719924,0.00834128,0.014353,0.0181073,0,0,0,0,0,0,0,0,0.0363144,0,0,0.0114598,0
88,0.0176245,0.014474,0,0,0,0,0,0.0235677,0.0329355,0.02934,0.00528422,0,0,0.00707333,0,0.0109519,0.00485482,0.03969,0.0289392,0.00970003,0.00668126,0.0169959,0.0181988,0.00721319,0.0111159,0.0366062,0.00703015,0.0117834,0.0155379,0.0144207,0.00961699,0.00611208,0.00977052,0.00315892,0.0313607,0.0210245,0.0232284,0.0051892,0.0175298,0,0,0.0276506,0,0.0142008,0.00813114,0.0326853,0.0304598,0.0326618,0.0163116,0.00482682,0.00751525,0.00762473,0.00912603,0.0168556,0.0139234,0.0192318,0.026197,0.00624927,0.00733351,0.00834921,0.0153695,0.0188567,0,0,0,0,0,0,0,0,0.036525,0,0,0.0114223,0
89,0.0183342,0.0154605,0,0,0,0,0,0.0240763,0.0331293,0.0300966,0.00561382,0,0,0.00794956,0,0.0111386,0.00518714,0.0406634,0.0293706,0.00990778,0.0060833,0.0176563,0.0189768,0.00673931,0.0110358,0.0371543,0.00658065,0.0118848,0.0157839,0.0138044,0.0137829,0.00660053,0.00994931,0.00331782,0.0305652,0.0211664,0.0236049,0.0049454,0.0182184,0,0,0.0289004,0,0.0141953,0.00881796,0.0328515,0.0306159,0.0327726,0.0164252,0.00596003,0.00844662,0.00782634,0.00918413,0.0171287,0.0140449,0.0192675,0.0248569,0.00662152,0.00751284,0.00842073,0.0164294,0.0196953,0,0,0,0,0,0,0,0,0.0368583,0,0,0.0111537,0
90,0.0190377,0.0163774,0,0,0,0,0,0.0244421,0.0333261,0.0299704,0.00632385,0,0,0.00894882,0,0.0113159,0.00560342,0.0417598,0.0286697,0.0103026,0.0053176,0.0184099,0.0197271,0.00614746,0.0108641,0.0379405,0.00645147,0.0117941,0.0162246,0.0131785,0.019005,0.00717555,0.0101165,0.00356587,0.0297451,0.021313,0.0241026,0.00492412,0.0189517,0,0,0.030241,0,0.0141668,0.00956518,0.0329664,0.0309606,0.032837,0.0165931,0.00722023,0.00943641,0.00799636,0.00893535,0.0174542,0.0141677,0.0194406,0.0235728,0.0071281,0.00757029,0.00861702,0.0174406,0.0204964,0,0,0,0,0,0,0,0,0.0369473,0,0,0.0108403,0
91,0.0197825,0.0172606,0,0,0,0,0,0.0251334,0.0335469,0.0291223,0.00726262,0,0,0.0100661,0,0.0115251,0.00604648,0.0428443,0.0277575,0.0109019,0.00450386,0.0193149,0.0205077,0.00542146,0.010516,0.0388536,0.00656411,0.0114432,0.0168806,0.0127064,0.025826,0.00776514,0.0102817,0.00376564,0.0291979,0.0214458,0.0245802,0.00514619,0.0197809,0,0,0.0316417,0,0.0141291,0.0103827,0.0330268,0.0314355,0.0327892,0.0173622,0.00874774,0.01049,0.00791758,0.00854023,0.0177999,0.014276,0.0197896,0.0226656,0.0077059,0.00773368,0.00880836,0.0183813,0.0212651,0,0,0,0,0,0,0,0,0.0368855,0,0,0.0105276,0
92,0.0205708,0.0181497,0,0,0,0,0,0.026224,0.0338162,0.0280873,0.00827549,0,0,0.0112741,0,0.0117893,0.00653673,0.0435928,0.027711,0.0116046,0.00411799,0.0203856,0.0213721,0.00467628,0.0100078,0.0396332,0.00676897,0.0109636,0.0169653,0.0126124,0.0337561,0.00838942,0.0104952,0.00390695,0.0289872,0.021548,0.0249011,0.00564156,0.0206315,0,0,0.0330735,0,0.0141098,0.0112781,0.0329732,0.0319348,0.032583,0.0182454,0.0105701,0.0115039,0.00751458,0.00814957,0.0181756,0.0143489,0.0202064,0.0221636,0.0083988,0.00807489,0.00892576,0.019247,0.0220149,0,0,0,0,0,0,0,0,0.0366157,0,0,0.0100036,0
93,0.0212192,0.0188712,0,0,0,0,0,0.027337,0.0340192,0.0274004,0.00919474,0,0,0.0124799,0,0.0120344,0.00709829,0.043851,0.0288889,0.0122825,0.00398543,0.0215036,0.0221865,0.00400383,0.00927774,0.0400587,0.00705132,0.0104199,0.0164882,0.0128313,0.040546,0.00915623,0.0106351,0.00400902,0.0290283,0.021629,0.0251356,0.00646108,0.0213387,0,0,0.0343378,0,0.0141171,0.0120485,0.0327052,0.0324479,0.0323177,0.0190352,0.0125267,0.0122933,0.00732985,0.00778002,0.0183223,0.0142397,0.0203388,0.0218914,0.00909795,0.00844856,0.00899647,0.0198915,0.0226318,0,0,0,0,0,0,0,0,0.036567,0,0,0.00943548,0
94,0.0216993,0.0193789,0,0,0,0,0,0.0283121,0.0342392,0.0272145,0.00999574,0,0,0.0134594,0,0.0122451,0.0075686,0.0437781,0.030075,0.0128621,0.00417252,0.0225819,0.02283,0.00388932,0.00863963,0.0400889,0.00740569,0.00982626,0.0162317,0.013137,0.0435966,0.00982981,0.0108354,0.00410021,0.0290454,0.0217059,0.0253668,0.00750403,0.0218726,0,0,0.035423,0,0.0141389,0.0127199,0.032296,0.0328769,0.0319834,0.0198015,0.0145011,0.0128551,0.00719141,0.00731407,0.0182765,0.0139492,0.020258,0.0218168,0.00967841,0.00874898,0.00907055,0.0202669,0.0230993,0,0,0,0,0,0,0,0,0.0367326,0,0,0.00868277,0
95,0.0220357,0.0197427,0,0,0,0,0,0.0287797,0.0343471,0.0267614,0.0108909,0,0,0.0144026,0,0.0123917,0.00807083,0.0433028,0.0300745,0.0133397,0.00465038,0.0236893,0.0233216,0.00464102,0.00816208,0.0397423,0.00776399,0.00952612,0.0161974,0.0134067,0.0441291,0.0103615,0.0109046,0.00421204,0.0287614,0.0217495,0.0256002,0.00846296,0.0223098,0,0,0.036353,0,0.0141393,0.0132452,0.0318285,0.0331012,0.0314956,0.0205096,0.0164556,0.013112,0.00701726,0.00670352,0.0181865,0.0135732,0.0201797,0.0217796,0.0100872,0.00895234,0.00918205,0.0205158,0.0234859,0,0,0,0,0,0,0,0,0.0366222,0,0,0.00831421,0
96,0.0222611,0.0199989,0,0,0,0,0,0.0289678,0.0344563,0.0257573,0.0121815,0,0,0.015241,0,0.0125562,0.00849552,0.0425144,0.0296071,0.0137446,0.0053988,0.0247469,0.0236641,0.0045253,0.00812774,0.0391755,0.00805306,0.00973395,0.0161648,0.0136267,0.043896,0.0108059,0.0109808,0.00432471,0.028537,0.0217659,0.0257236,0.0091528,0.0226039,0,0,0.0371308,0,0.0141292,0.0136565,0.0312961,0.0332165,0.0308066,0.021029,0.0182283,0.0131038,0,0.0064382,0.0180771,0.0132605,0.0202158,0.0216758,0.0103192,0.00912039,0.00930524,0.0207378,0.023872,0,0,0,0,0,0,0,0,0.036423,0,0,0.00847214,0
97,0.022424,0.0202486,0,0,0,0,0,0.0293178,0.0346031,0.0252999,0.0133818,0,0,0.01582,0,0.0127334,0.00874377,0.0415172,0.029099,0.0141512,0.00618131,0.0258852,0.0238732,0.00532873,0.00861665,0.0386571,0.00835159,0.0103106,0.0159772,0.0137631,0.043637,0.0112242,0.0111115,0.00444049,0.028038,0.0217605,0.0257997,0.00984345,0.0227656,0,0,0.0378385,0,0.014085,0.0139442,0.0309153,0.0333902,0.0303243,0.0216994,0.0199155,0.0129894,0.00677074,0.00611625,0.0179071,0.012787,0.0199905,0.0217746,0.0104853,0.00941979,0.0094158,0.0209786,0.0239107,0,0,0,0,0,0,0,0,0.035919,0,0,0.00887641,0
98,0.0226087,0.0206104,0,0,0,0,0,0.0299319,0.0348135,0.0259967,0.0142976,0,0,0.0164043,0,0.0129008,0.00903103,0.0405597,0.0289557,0.014676,0.00682077,0.0270304,0.024058,0.00599988,0.0092746,0.0379663,0.00848766,0.0101324,0.0157555,0.0138165,0.0435324,0.0115875,0.011297,0.00453886,0.0277436,0.0217898,0.0259546,0.0102272,0.0227903,0,0,0.0385345,0,0.014062,0.0142772,0.0305673,0.0336762,0.02962,0.0223214,0.0214824,0.0128304,0,0.00620978,0.0179738,0.0125085,0.0200011,0.0220613,0.0106734,0.00969902,0.00949403,0.0213365,0.0237268,0,0,0,0,0,0,0,0,0.0355637,0,0,0.00919435,0
99,0.02267,0.0208068,0,0,0,0,0,0.0305641,0.0349147,0.0265116,0.0146744,0,0,0.0168508,0,0.0129596,0.00931099,0.0397498,0.0291556,0.0152193,0.00744415,0.0281089,0.0240779,0.00607949,0.00988612,0.0373173,0.00855312,0.00986516,0.0156229,0.0139214,0.0435819,0.0118436,0.011377,0.00464824,0.0273734,0.0218597,0.0259007,0.0104937,0.022727,0,0,0.0390641,0,0.0140472,0.0146896,0.0304124,0.0337798,0.0290364,0.0228179,0.022801,0.0125533,0,0.0062082,0.0179568,0.0122576,0.02006,0.0222739,0.0108081,0.00990395,0.00964482,0.0215189,0.0236398,0,0,0,0,0,0,0,0,0.0351331,0,0,0.00921193,0
100,0.0225899,0.0209158,0,0,0,0,0,0.0309796,0.0350785,0.0266065,0.0152828,0,0,0.0171834,0,0.0130062,0.00952009,0.0391306,0.0291873,0.0157014,0.00801658,0.0291289,0.0239827,0.00675113,0.0103607,0.0367516,0.00868727,0.00967421,0.0157156,0.0139695,0.0435922,0.0120518,0.0114692,0.00475956,0.027374,0.0219398,0.0261502,0.0107679,0.0226075,0,0,0.0395351,0,0.0140166,0.0151405,0.0304348,0.0341076,0.0286311,0.0233172,0.0239927,0.0122272,0.00654882,0.00616932,0.0177607,0.0115041,0.0199536,0.0228565,0.0109614,0.0100935,0.00975185,0.0215923,0.0235646,0,0,0,0,0,0,0,0,0.0348164,0,0,0.00938098,0
101,0.0224108,0.0210054,0,0,0,0,0,0.0310677,0.0351892,0.0265513,0.0162215,0,0,0.0176539,0,0.0130344,0.00984487,0.0387889,0.0290789,0.0160567,0.00846777,0.030011,0.0238775,0.00726097,0.0108256,0.0361237,0.00891398,0.00985686,0.0161642,0.0139561,0.0434872,0.0123089,0.0114569,0.00482125,0.0276334,0.0219801,0.0266974,0.0109154,0.0224088,0,0,0.0399186,0,0.0139859,0.0154586,0.0305713,0.0344331,0.0280757,0.0237165,0.0251247,0.011856,0.00600489,0.00615182,0.0176754,0.0109698,0.019813,0.0233922,0.0111266,0.0102603,0.00973236,0.0216463,0.0234256,0,0,0,0,0,0,0,0,0.0345035,0,0,0.00985877,0
102,0.0220824,0.0209642,0,0,0,0,0,0.0307538,0.0353265,0.0264312,0.016969,0,0,0.0179572,0,0.0130903,0.0100854,0.0386336,0.0289526,0.0162336,0.00876215,0.0306888,0.0236458,0.00761572,0.0113277,0.0355193,0.00927309,0.00997785,0.0163232,0.013892,0.0432703,0.0125585,0.0114906,0.00486967,0.0275628,0.0219999,0.0268942,0.0110645,0.0220288,0,0,0.0401651,0,0.0139647,0.0155974,0.0308386,0.0344883,0.0273693,0.0241444,0.026116,0.0114318,0.00576937,0.00608149,0.0177846,0.0106376,0.0197882,0.0237274,0.0111623,0.0102086,0.00964933,0.021601,0.0232247,0,0,0,0,0,0,0,0,0.0338145,0,0,0.010399,0
103,0.0216306,0.0207809,0,0,0,0,0,0.0301964,0.0355467,0.0259434,0.0174683,0,0,0.0180312,0,0.0132045,0.0101164,0.0385945,0.0291375,0.0162321,0.00898644,0.0312453,0.0232323,0.00825954,0.0117549,0.0350001,0.00968997,0.00993118,0.0160801,0.0138179,0.0429341,0.0127855,0.0115643,0.0049453,0.0275541,0.0220461,0.0270012,0.0112435,0.0215516,0,0,0.0402303,0,0.0139715,0.0155237,0.0311541,0.034589,0.0267632,0.0247564,0.0268112,0.0109836,0.00568534,0.00615295,0.0177006,0.0100788,0.019607,0.0243813,0.0111095,0.0100954,0.00971079,0.0214653,0.0230544,0,0,0,0,0,0,0,0,0.0335702,0,0,0.0111173,0
104,0.0212145,0.0205954,0,0,0,0,0,0.0297499,0.035709,0.0253071,0.018031,0,0,0.0180041,0,0.0133121,0.0100196,0.0386197,0.0294459,0.0160873,0.00938884,0.0313672,0.0228794,0.00944861,0.0121867,0.0344655,0.0100122,0.00999603,0.0160431,0.0137827,0.042825,0.0129694,0.0116725,0.0049733,0.027544,0.0220744,0.0269582,0.0113994,0.0210844,0,0,0.0401267,0,0.0139949,0.0153151,0.0315245,0.0348391,0.026173,0.0255063,0.0272991,0.0105747,0.00558549,0.00638519,0.0176205,0.00964618,0.0195261,0.025099,0.0110866,0.0100226,0.00964836,0.0213928,0.0226127,0,0,0,0,0,0,0,0,0.033308,0,0,0.011613,0
105,0.0209461,0.0204836,0,0,0,0,0,0.0297911,0.035738,0.0251139,0.018457,0,0,0.0181356,0,0.0133791,0.0100347,0.0386063,0.0301014,0.0160042,0.0102451,0.0311514,0.0227039,0.0103191,0.0128537,0.0337661,0.010062,0.0100942,0.0160799,0.0139709,0.0428245,0.0131648,0.0116784,0.00502732,0.0273238,0.0220498,0.026705,0.0113916,0.020719,0,0,0.0401133,0,0.0139704,0.015162,0.0319758,0.0351368,0.0255601,0.0262033,0.027656,0.0103324,0.00555228,0.00674038,0.0176119,0.00935546,0.0195025,0.0256201,0.011034,0.00996261,0.00955601,0.0214333,0.0219341,0,0,0,0,0,0,0,0,0.0327169,0,0,0,0
106,0.0209672,0.0204559,0,0,0,0,0,0.0308413,0.0358135,0.0260866,0.0187784,0,0,0.0187977,0,0.0135092,0.0102429,0.0381712,0.031333,0.0156683,0.0108243,0.0302272,0.0230194,0.0111773,0.0134715,0.0324618,0.00990186,0.009847,0.0161177,0.0141289,0.0441363,0.0136152,0.0118027,0.00511247,0.0275711,0.0220368,0.0264045,0.00969264,0.0204784,0,0,0.0401452,0,0.013966,0.0152277,0.0346413,0.0333837,0.0226784,0.0245803,0.0279295,0.0100179,0.00500751,0.00627127,0.0179291,0.0112399,0.0197705,0.0228681,0.0109955,0.0101163,0.00954968,0.021637,0.0217658,0,0,0,0,0,0,0,0,0.0338763,0,0,0.0120847,0.0159382
107,0.0203108,0.0197952,0,0,0,0,0,0.03137,0.0356759,0.0261883,0.018271,0,0,0.0183165,0,0.0133885,0.00985756,0.0387854,0.0314415,0.0155189,0.0110527,0.0299875,0.0222064,0.0110844,0.0131191,0.0325547,0.00976264,0.00974921,0.0159521,0.0143374,0.0447364,0.0133563,0.0116479,0.00506925,0.0269633,0.0220756,0.0261717,0.0113124,0.0201807,0,0,0.0399456,0,0.0139252,0.0150154,0.0326545,0.0349842,0.0246486,0.026826,0.0274786,0.0096745,0.00571235,0.00748911,0.0168674,0.0084559,0.0187097,0.0264014,0.0106148,0.00994723,0.009552,0.0211045,0.0213068,0,0,0,0,0,0,0,0,0.0323333,0,0,0,0
108,0.0200487,0.0196165,0,0,0,0,0,0.0324619,0.0356891,0.0263598,0.0181046,0,0,0.0184842,0,0.0134322,0.00986149,0.038858,0.0328335,0.0150855,0.011304,0.0294286,0.0220504,0.011741,0.0133447,0.0319712,0.00989459,0.00917679,0.0157959,0.0146345,0.0462967,0.0135221,0.011667,0.0050727,0.0273953,0.0220882,0.0261152,0.0113666,0.0199509,0,0,0.0401717,0,0.0139493,0.0150756,0.0328977,0.0347416,0.0241978,0.027255,0.027546,0.00947429,0.00573677,0.00769793,0.016638,0.00811872,0.0185238,0.0271542,0.0107264,0.00996934,0.00966953,0.0210361,0.0210889,0,0,0,0,0,0,0,0,0.0320463,0,0,0,0
109,0.0201555,0.0194552,0,0,0,0,0,0.0340858,0.0357613,0.0271659,0.018234,0,0,0.0188603,0,0.0135104,0.00996833,0.0383615,0.0349495,0.0146814,0.0117776,0.0279675,0.0225386,0.0132466,0.0148851,0.0305953,0.00982853,0.00836659,0.0161391,0.015003,0.0489671,0.0137895,0.0117515,0.00510868,0.0272484,0.0221217,0.0259332,0.00939153,0.0199515,0,0,0.0402882,0,0.0139732,0.0150456,0.0354364,0.0327266,0.0215738,0.0258583,0.027142,0.00918908,0.00437536,0.00644747,0.0172679,0.010273,0.0192219,0.0232878,0.0108375,0.0100673,0.00971747,0.0209896,0.0210734,0,0,0,0,0,0,0,0,0.0330855,0,0,0,0.0156077
110,0.019565,0.0188212,0,0,0,0,0,0.0345603,0.035724,0.0271966,0.0179201,0,0,0.0181566,0,0.013466,0.00955586,0.038802,0.0360289,0.0141924,0.0116936,0.0274409,0.0218995,0.0134482,0.0149761,0.0308401,0.00971328,0.00801268,0.0162241,0.0150755,0.0500836,0.0134557,0.0117219,0.00506764,0.0270093,0.0221489,0.0256329,0.0113311,0.0196901,0,0,0.0400675,0,0.013943,0.0146759,0.0334876,0.0340685,0.0234971,0.0280841,0.026123,0.00889856,0.00486395,0.00801318,0.0163571,0.0076647,0.0181374,0.027618,0.0105965,0.00994447,0.00963025,0.0204128,0.0206462,0,0,0,0,0,0,0,0,0.03149,0,0,0,0
