Timestep,C7,CLAV,L5FT,L5HD,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,x66,x67,LANK
224,0.0163142,0.0292445,0.0209415,0.0102887,0.00305463,0,0,0.0264719,0,0.0246698,0.0153907,0.0386689,0.0300209,0.0202995,0.0110705,0.0184786,0.0186466,0.0108452,0.0128214,0.0114342,0.0491377,0.0103357,0.0147676,0.012864,0.0111653,0.0145572,0.0218821,0.0113198,0.00907927,0.0127087,0.0134132,0.00929387,0.00763686,0.014062,0,0,0.0450905,0,0.0229027,0.0273817,0.0580587,0.00677966,0.0231505,0.0100491,0.0176182,0.0255897,0.0102269,0.0528225,0.015272,0.0160054,0.00908196,0.012647,0.00855162,0.0129151,0.0125261,0.0199102,0.0087817,0.0131551,0.0311636,0.00457688,0,0,0,0,0,0,0,0.0245308
225,0.0152747,0.0285757,0.0204203,0.0101639,0.00357688,0,0,0.0268593,0,0.0247615,0.0153824,0.0379731,0.0311081,0.0209699,0.0123099,0.0184274,0.0185604,0.0115993,0.014192,0.0135296,0.0512122,0.0104721,0.0173861,0.0135959,0.0111963,0.00902008,0.0221093,0.0113469,0.00904441,0.0128639,0.0134955,0.00838874,0.00735437,0.0137136,0,0,0.0442733,0,0.0228567,0.0269248,0.0586721,0.00659719,0.0234047,0.00944163,0.0176356,0.0248103,0.00852977,0.0519913,0.0127425,0.0139328,0.00973202,0.0117904,0.00869913,0.012799,0.0136648,0.019412,0.0092201,0.0129333,0.030217,0.00509106,0,0,0,0,0,0,0,0.0277908
226,0.016309,0.0278968,0.0222816,0.0101676,0.00431183,0,0,0.0268708,0,0.0248798,0.0151733,0.0371849,0.031008,0.0214651,0.0131996,0.0187669,0.0182216,0.0121267,0.0154655,0.0150607,0.0532112,0.0108435,0.020155,0.0142858,0.0111318,0.00905125,0.0220112,0.0113748,0.00889968,0.0135436,0.0136581,0.00787683,0.00698959,0.0135417,0,0,0.0433887,0,0.0227413,0.0263039,0.0592148,0.00775795,0.023583,0.00938977,0.0178294,0.0239629,0.0066741,0.0510944,0.00984833,0.0116266,0.0103653,0.01098,0.00889535,0.0128655,0.0159007,0.0187962,0.0095282,0.012465,0.0293151,0.00669453,0,0,0,0,0,0,0,0.0305161
227,0.0166183,0.0274082,0.0255943,0.010268,0.00507584,0,0,0.0264148,0,0.0249385,0.0147857,0.0364088,0.0298865,0.0217225,0.0138991,0.0194641,0.0176094,0.0124713,0.0166734,0.0162988,0.0551294,0.011296,0.0225413,0.0148693,0.0109192,0.015311,0.0214841,0.0114083,0.00860486,0.0144754,0.0138802,0.00750004,0.00659929,0.0137751,0,0,0.0424595,0,0.0225833,0.0255241,0.0597474,0.0088971,0.0237104,0.00957129,0.0181681,0.0233615,0.00571254,0.0502847,0.00762102,0.010199,0.0109145,0.01024,0.00945044,0.0131668,0.0184256,0.018094,0.00981617,0.0118334,0.0285942,0.00757986,0,0,0,0,0,0,0,0.0324881
228,0.0157685,0.0270147,0.0295918,0.0104708,0.00585297,0,0,0.0254065,0,0.0248483,0.0141126,0.0357932,0.0283743,0.0216303,0.0143827,0.0202513,0.0166444,0.0127352,0.0177445,0.017312,0.0571838,0.0118363,0.0242125,0.015458,0.0105125,0.0230961,0.0205494,0.0114166,0.00819627,0.015254,0.0142128,0.0071059,0.00640514,0.0141506,0,0,0.0414766,0,0.0223623,0.0246713,0.0602046,0.00923965,0.023797,0.00949254,0.0186033,0.0230077,0.00561109,0.0498382,0.00656315,0.00961176,0.0110459,0.00967829,0.0100311,0.0133805,0.0202087,0.0173156,0.010728,0.0111453,0.028012,0.00751335,0,0,0,0,0,0,0,0.033905
229,0.0155988,0.026614,0.0334955,0.0108041,0.00648203,0,0,0.0242368,0,0.024709,0.0133253,0.0351308,0.0269303,0.0213505,0.0147545,0.0205899,0.0155194,0.0130665,0.0187233,0.0180487,0.0590789,0.0124316,0.0254095,0.0159349,0.0100806,0.0309705,0.0195707,0.0114004,0.00786146,0.0156857,0.0145742,0.00655836,0.00645685,0.01442,0,0,0.0406323,0,0.022091,0.0239538,0.0604648,0.00893655,0.0237764,0.00896253,0.0189267,0.0228082,0.00570117,0.0498933,0.00634621,0.00918291,0.0106798,0.00951223,0.0100417,0.0129165,0.0209645,0.0164491,0.0114714,0.010463,0.0275045,0.00694681,0,0,0,0,0,0,0,0.0346581
230,0.0150807,0.0262419,0.036885,0.0111933,0.00687567,0,0,0.0229155,0,0.0245899,0.0125838,0.0344396,0.0257455,0.0211641,0.0151626,0.0206841,0.0144249,0.0135728,0.0198817,0.0186048,0.0607255,0.0132098,0.026237,0.016314,0.00974801,0.0387094,0.0187208,0.0114006,0.00762503,0.0157199,0.0148978,0.00575258,0.00663513,0.014659,0,0,0.0398185,0,0.0218305,0.023455,0.0604198,0.00836155,0.0236748,0.00808345,0.0191115,0.0228476,0.00554234,0.0503328,0.00635828,0.00839707,0.00985921,0.00973371,0.00961196,0.0117067,0.0210107,0.015537,0.0120153,0.0100726,0.0271476,0.00614069,0,0,0,0,0,0,0,0.0345403
231,0.0148727,0.0258578,0.0397461,0.0115839,0.00721103,0,0,0.0219723,0,0.024516,0.0121129,0.0337604,0.0250676,0.0209473,0.0155443,0.0207317,0.0135959,0.0140868,0.0210654,0.0188657,0.0618982,0.0139926,0.0265962,0.0167058,0.00953241,0.0460384,0.0180076,0.011332,0.00727514,0.0154149,0.0151812,0.00457009,0.00679172,0.0148098,0,0,0.0391915,0,0.0215896,0.0230766,0.060246,0.00767599,0.0235492,0.00719369,0.0191973,0.0229686,0.00510973,0.0509717,0.00630163,0.00723821,0.00864172,0.0101163,0.00880782,0.0100346,0.0206738,0.0149013,0.012506,0.0096732,0.0269279,0.00516974,0,0,0,0,0,0,0,0.0338692
232,0.0148004,0.0255373,0.0422992,0.0118817,0.0075614,0,0,0.021536,0,0.0244871,0.0118584,0.032956,0.0251568,0.0205667,0.0160766,0.0207414,0.013125,0.0143623,0.0224069,0.0187263,0.0625619,0.0148005,0.0267985,0.0171263,0.00949475,0.0525343,0.0175564,0.0112246,0.0069417,0.0152036,0.0153369,0.00361006,0.0067184,0.0148466,0,0,0.0387181,0,0.0214097,0.0227332,0.0599721,0.00715593,0.0235645,0.00665951,0.0191031,0.0231348,0.0044731,0.0516097,0.00602877,0.0058308,0.00759018,0.0105144,0.00795399,0.0084863,0.0204698,0.0144708,0.0128331,0.00943272,0.0268706,0.00414426,0,0,0,0,0,0,0,0.0330391
233,0.014714,0.025237,0.0444907,0.0120125,0.00825142,0,0,0.0211918,0,0.0244778,0.011757,0.0309729,0.0267105,0.0197926,0.0172075,0.0208076,0.0128175,0.0144281,0.0247896,0.017759,0.0625354,0.01593,0.0275428,0.0173393,0.00969385,0.0575049,0.0172568,0.0111178,0.00675644,0.0154521,0.0153601,0.00342754,0.00624886,0.0146127,0,0,0.0381156,0,0.0212827,0.022519,0.0594949,0.00735718,0.0239771,0.00663645,0.0187535,0.0232644,0.00358814,0.0521169,0.00552882,0.00408065,0.00688329,0.0108707,0.00723661,0.00731271,0.0209517,0.0141842,0.0128041,0.00948287,0.0269155,0.00294189,0,0,0,0,0,0,0,0.032083
