Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,x66,LGTR
75,0.0192734,0.0303553,0.0927081,0.0163422,0.0384483,0.0187088,0,0,0.0186159,0,0.0225507,0.0105821,0.0463598,0.0205344,0.029248,0.0365763,0.0211596,0.02189,0.0403748,0.0222441,0.0665924,0.0238608,0.0445289,0.0177751,0.0157152,0.121122,0.0129293,0.00937342,0.00799086,0.0234058,0.0166463,0.00590229,0.0129282,0.00614242,0,0,0.0357594,0,0.0184948,0.0225658,0.0530273,0.0064425,0.0216518,0.0152877,0.0296727,0.016288,0.0111301,0.0598872,0.0141357,0.00955653,0.0137099,0.00457017,0.0122983,0.011515,0.0333294,0.0207337,0.00586606,0.0104149,0.0314727,0.00553831,0,0,0,0,0,0,0.0340285
76,0.0194067,0.0305766,0.0919367,0.0162443,0.0377197,0.0184355,0,0,0.0189231,0,0.0226567,0.0106902,0.0448735,0.0204622,0.027765,0.0365063,0.0212221,0.0212149,0.0381371,0.0221186,0.0663626,0.0225613,0.0429274,0.0173785,0.0155245,0.119502,0.012972,0.0094491,0.00824664,0.0221622,0.0168436,0.00622875,0.0124808,0.0063555,0,0,0.0350927,0,0.0183267,0.0222678,0.0528979,0.00665885,0.0216044,0.0152116,0.0294476,0.0163179,0.0108785,0.0596072,0.0140367,0.00924339,0.014076,0.00452125,0.012504,0.0118301,0.0314366,0.0206518,0.00586973,0.0102374,0.0316669,0.00575327,0,0,0,0,0,0,0.0344152
77,0.0194936,0.0307124,0.0906992,0.0160334,0.0369292,0.0181606,0,0,0.0191664,0,0.0228775,0.0107507,0.0432172,0.0204346,0.0262974,0.0363724,0.0213059,0.0204484,0.0357023,0.0220246,0.0660198,0.0211614,0.0410682,0.01691,0.0153075,0.117235,0.0130101,0.00966819,0.00841197,0.0209281,0.0170004,0.00660892,0.0119988,0.00657634,0,0,0.0345858,0,0.0182157,0.0220521,0.052751,0.00725922,0.0216492,0.0151727,0.0291762,0.0163713,0.0105534,0.0593044,0.0138722,0.0089161,0.0143073,0.00449805,0.0126615,0.0121316,0.0296124,0.0207045,0.00587394,0.0101054,0.0317933,0.00605523,0,0,0,0,0,0,0.0345519
78,0.0195631,0.0307981,0.0888503,0.0158243,0.0360052,0.0180457,0,0,0.0195151,0,0.0230138,0.0108067,0.0415013,0.0205298,0.0249475,0.0361548,0.021335,0.0196162,0.0331419,0.0219052,0.0657949,0.0196541,0.038964,0.0163426,0.0150605,0.11436,0.0130857,0.00984532,0.0084152,0.0197031,0.0171407,0.00699727,0.0116203,0.00676999,0,0,0.034169,0,0.018125,0.021978,0.0527625,0.00761356,0.0217881,0.015256,0.0287969,0.0164166,0.0102559,0.058984,0.0137327,0.00866662,0.0145637,0.00444158,0.0127828,0.0124553,0.0277388,0.0207826,0.00565314,0.0099905,0.0318558,0.00644872,0,0,0,0,0,0,0.0346353
79,0.0196159,0.0309937,0.0863291,0.0156707,0.034857,0.0183167,0,0,0.0200456,0,0.0231045,0.0108666,0.0395091,0.0206454,0.02364,0.0361837,0.0213419,0.0187312,0.0304076,0.0217638,0.065719,0.0179831,0.0365716,0.0157135,0.0147226,0.110631,0.0132457,0.00993652,0.00833747,0.0183678,0.017196,0.0073771,0.0116011,0.00685142,0,0,0.0338565,0,0.0180113,0.0219781,0.053078,0.00783235,0.0220146,0.0153214,0.0286262,0.0165233,0.0101045,0.0586837,0.0135955,0.00857798,0.0149032,0.00441249,0.0130555,0.0128937,0.0256606,0.0208911,0.00562824,0.00993689,0.0320442,0.00691789,0,0,0,0,0,0,0.0347226
80,0.0196695,0.0312643,0.0829488,0.0154543,0.0335623,0.0187731,0,0,0.0204917,0,0.0232212,0.0109418,0.0371499,0.0207332,0.0223306,0.0364019,0.0213676,0.017764,0.0273331,0.0216841,0.0656261,0.0162043,0.0338247,0.0150875,0.0142994,0.10578,0.0134773,0.0100339,0.00823834,0.0170489,0.0171871,0.00767193,0.0114808,0.00690022,0,0,0.0336694,0,0.0179414,0.0220644,0.0532522,0.00816713,0.02213,0.015466,0.0286342,0.0167397,0.00995744,0.0584048,0.0135294,0.00851452,0.0152119,0.00446325,0.0132673,0.0132388,0.0236607,0.0209703,0.00586621,0.00989582,0.0323475,0.00732342,0,0,0,0,0,0,0.0346782
81,0.0197568,0.0312943,0.0788142,0.0151696,0.0320746,0.0186847,0,0,0.0207665,0,0.0232874,0.0109596,0.0346717,0.0209648,0.0213378,0.0359863,0.0213797,0.0169664,0.024406,0.0216041,0.0654113,0.0145277,0.0310119,0.0144385,0.0139564,0.0998985,0.0136026,0.0100829,0.00822268,0.0157279,0.0171924,0.007988,0.0105809,0.00706118,0,0,0.0332712,0,0.0178758,0.0220249,0.0532549,0.00858593,0.022149,0.0156165,0.0281136,0.0169677,0.00981951,0.0581436,0.0134486,0.00850119,0.0154802,0.00449232,0.0134148,0.0135606,0.0216577,0.0209043,0.00617323,0.00988179,0.0323396,0.00758013,0,0,0,0,0,0,0.0349128
82,0.0198264,0.0310493,0.0739673,0.0149308,0.0304514,0.0182089,0,0,0.0210578,0,0.0231979,0.0110098,0.0322667,0.0212143,0.0206082,0.0350541,0.0212278,0.0162586,0.0219517,0.0213737,0.0650125,0.013096,0.0282016,0.013827,0.0137767,0.0930962,0.0137409,0.0100178,0.0081654,0.0146813,0.0172556,0.0083178,0.00935527,0.00722371,0,0,0.0326036,0,0.0178204,0.0218061,0.0532308,0.00920147,0.0221349,0.0158181,0.0269455,0.0170844,0.00980733,0.0578532,0.0134594,0.00867744,0.0157992,0.00446698,0.0136009,0.0139573,0.0199211,0.0207067,0.00638017,0.00983456,0.0319615,0.00768164,0,0,0,0,0,0,0.0352025
83,0.0198965,0.030895,0.0684863,0.0147926,0.028681,0.0180192,0,0,0.0213799,0,0.0232185,0.0111062,0.0299947,0.0213833,0.0201028,0.0343999,0.0210478,0.0157179,0.0200901,0.0209815,0.064463,0.0118644,0.0255339,0.0132375,0.0137749,0.0857463,0.013909,0.0100335,0.00822404,0.0136712,0.0173113,0.0085758,0.00866373,0.00730438,0,0,0.0320309,0,0.0177732,0.0216096,0.0532753,0.00982114,0.0221695,0.015979,0.0261058,0.0172089,0.00984124,0.057533,0.013458,0.00898807,0.0161262,0.00447001,0.0138054,0.0143199,0.0181948,0.0204892,0.00653535,0.00981397,0.0317343,0.00766171,0,0,0,0,0,0,0.0354963
84,0.0199837,0.0308465,0.0623463,0.0146328,0.0268046,0.0180625,0,0,0.0215882,0,0.0233164,0.0111325,0.0279786,0.0217602,0.0197304,0.0339744,0.0209356,0.0153405,0.0187555,0.0203984,0.0637627,0.0111131,0.0231481,0.0128474,0.0140005,0.0779811,0.0139904,0.0100539,0.00830941,0.0127332,0.0173248,0.0088056,0.00828191,0.00736943,0,0,0.0315678,0,0.0177113,0.0215178,0.0533234,0.0104165,0.0222288,0.0160791,0.0255821,0.0173889,0.00983962,0.0572178,0.0133692,0.0092491,0.0163748,0.00453314,0.0139728,0.0146872,0.0165959,0.0203418,0.00669088,0.00983171,0.0316415,0.00757351,0,0,0,0,0,0,0.0360099
85,0.02005,0.0308204,0.0558911,0.0144483,0.025047,0.0180977,0,0,0.0217331,0,0.0234542,0.0111786,0.0262669,0.0221383,0.0193832,0.0335927,0.0208826,0.0150643,0.0177317,0.0196489,0.0629057,0.0111533,0.0212566,0.0128085,0.0144458,0.0694906,0.0140648,0.0100807,0.00839892,0.011915,0.0173588,0.00899079,0.00787804,0.00737444,0,0,0.0310323,0,0.017653,0.0213792,0.0534073,0.0109618,0.0223108,0.0161618,0.0251304,0.0175421,0.00990375,0.0569139,0.0133147,0.00952443,0.0165918,0.00461555,0.0141152,0.0150904,0.0151314,0.0201998,0.0068107,0.00983298,0.031619,0.00749608,0,0,0,0,0,0,0.0365102
86,0.0200473,0.0308384,0.0492247,0.0143615,0.0235031,0.0181638,0,0,0.0220006,0,0.0236077,0.0113071,0.0248877,0.0224354,0.0188939,0.0332808,0.0208409,0.0148201,0.0168568,0.0187224,0.0620071,0.0119095,0.019951,0.0131183,0.0150409,0.0606166,0.0142423,0.0100889,0.00843743,0.0112113,0.0174024,0.00916699,0.00758509,0.00744686,0,0,0.0304545,0,0.0176088,0.0211936,0.0535351,0.0115653,0.0223411,0.0162761,0.0247441,0.0176875,0.0100808,0.0566029,0.013312,0.00993009,0.0168417,0.00469528,0.0142691,0.0154972,0.0138154,0.0199757,0.0068864,0.00984979,0.0316908,0.00749546,0,0,0,0,0,0,0.0371354
87,0.0200336,0.0308558,0.0424043,0.0141986,0.0223091,0.0182673,0,0,0.0223675,0,0.023746,0.0114589,0.0238009,0.0226968,0.0182698,0.0329955,0.0207809,0.014414,0.0162111,0.0176083,0.0610907,0.0132023,0.0193574,0.0136973,0.0158351,0.0517299,0.0144962,0.0100749,0.00851484,0.0105717,0.0174281,0.0092697,0.00734675,0.00756615,0,0,0.0298425,0,0.0175533,0.0208987,0.0537345,0.0120886,0.0223393,0.0164121,0.0243594,0.0178277,0.0103796,0.0563668,0.0133497,0.0104066,0.0170756,0.00482358,0.0144149,0.0158151,0.0126611,0.0197268,0.00692342,0.00990414,0.0317847,0.00757703,0,0,0,0,0,0,0.03789
88,0.020056,0.0308495,0.0360169,0.0140482,0.0214168,0.0182431,0,0,0.0227147,0,0.0238816,0.0116283,0.0233952,0.0229419,0.0178302,0.0326216,0.0207554,0.0137346,0.0157029,0.0164586,0.0600913,0.014632,0.0193162,0.0143388,0.0167723,0.0435527,0.0147421,0.0100566,0.00859024,0.0101874,0.0174491,0.00941867,0.00697134,0.00768393,0,0,0.0293159,0,0.0174894,0.0206359,0.0538513,0.0125498,0.0224542,0.016539,0.0239435,0.0179109,0.0106016,0.0560484,0.0133416,0.0108226,0.0172634,0.00496395,0.0145,0.0160376,0.0118096,0.0195915,0.00695672,0.00988629,0.0318148,0.00772229,0,0,0,0,0,0,0.0384488
89,0.020101,0.0308797,0.030068,0.0139788,0.0210388,0.0183325,0,0,0.0230446,0,0.0240193,0.0117821,0.0236873,0.0231533,0.017764,0.0322634,0.0207871,0.013146,0.015474,0.0155723,0.0592433,0.015966,0.0193948,0.0149498,0.017688,0.0356647,0.0149633,0.0100116,0.00861788,0.0100148,0.0174929,0.00956254,0.00668519,0.00778631,0,0,0.0288071,0,0.0174321,0.0204096,0.053914,0.0129437,0.0225698,0.0166014,0.023668,0.0179433,0.0107022,0.0556872,0.0132446,0.0111224,0.0173253,0.00516102,0.0145726,0.0162161,0.011173,0.0194972,0.00696953,0.00980173,0.0318362,0.00796118,0,0,0,0,0,0,0.0388044
90,0.0201731,0.0310256,0.0249612,0.0137613,0.0213238,0.0186424,0,0,0.0233243,0,0.0241617,0.0118217,0.024481,0.0233764,0.0181135,0.0321018,0.0208866,0.0128899,0.0157089,0.015254,0.0585428,0.0172452,0.0194848,0.0154997,0.0185752,0.0284032,0.0151505,0.0100069,0.0085831,0.00986025,0.0175327,0.00970568,0.00671172,0.00790353,0,0,0.0284319,0,0.0174006,0.0203254,0.0539674,0.0133565,0.0225953,0.0166211,0.0237378,0.0180287,0.0107265,0.0553187,0.0130852,0.0113672,0.0173678,0.00551591,0.0145006,0.016358,0.0105787,0.0194979,0.00698318,0.00975786,0.0320582,0.00825229,0,0,0,0,0,0,0.0391923
