Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,x74,RTIBA,x75
38,0.0544533,0.0680454,0,0,0,0,0,0,0.0319418,0,0.0193479,0.0730245,0,0,0.0165444,0,0,0.0387062,0.0737102,0.0223894,0.0114453,0.0104012,0.022494,0.0429298,0.0205624,0.0361072,0.0464505,0.0293991,0.0174626,0.0158582,0.0243692,0.0266577,0.0151946,0.0125837,0.00990404,0.0195113,0.0431437,0,0.0100529,0.0581474,0.035016,0,0,0.0106605,0,0,0.0414045,0.0621286,0.0292271,0.0259408,0.0131933,0.045699,0.0372662,0.0338706,0.12118,0.040159,0.0307524,0.0707313,0.0539127,0.0867918,0.0155465,0.0255904,0.0148616,0.0186712,0.0429002,0.0159569,0,0,0,0,0,0,0,0,0,0
39,0.0545098,0.0680587,0,0,0,0,0,0,0.0319216,0,0.0193426,0.0730174,0,0,0.0167432,0,0,0.0385644,0.0736962,0.0223858,0.0114468,0.0103775,0.0224424,0.042693,0.0205817,0.0361957,0.0463868,0.0294577,0.0173164,0.0159688,0.0243247,0.0266373,0.0152708,0.0124534,0.00985017,0.0194249,0.0432637,0,0.010036,0.0581535,0.0350675,0,0,0.0104879,0,0,0.0413325,0.0621523,0.0292457,0.0258894,0.0132327,0.0456221,0.0373643,0.0338279,0.121179,0.0401199,0.0307623,0.0707443,0.0539058,0.0867881,0.0156181,0.0255661,0.0146147,0.018731,0.0428946,0.0159111,0,0,0,0,0,0,0,0,0,0
40,0.0545424,0.06807,0,0,0,0,0,0,0.0320092,0,0.0193563,0.0730182,0,0,0.0171003,0,0,0.038407,0.0736858,0.0224323,0.0114628,0.0103585,0.0224135,0.0425108,0.0205718,0.0362049,0.0463743,0.0294926,0.0173778,0.0160611,0.0243061,0.0266248,0.0153029,0.0122406,0.0103625,0.0190464,0.0432587,0,0.00999713,0.0581704,0.0351226,0,0,0.0102731,0,0,0.0413891,0.0621867,0.0292324,0.0258349,0.0132682,0.0455265,0.0372854,0.0337872,0.121181,0.0400844,0.0307833,0.0707627,0.0539343,0.0868083,0.0155799,0.0257629,0.0143928,0.0187596,0.0428812,0.0158508,0,0,0,0,0,0,0,0,0,0
41,0.0545963,0.0680259,0,0,0,0,0,0,0.032013,0,0.0193647,0.0730059,0,0,0.0173227,0,0,0.0383839,0.0736861,0.0224836,0.0115241,0.0103415,0.0223905,0.0423525,0.0205731,0.0361157,0.0463412,0.0295065,0.0175244,0.0160107,0.0242736,0.0266113,0.0153312,0.0118374,0.0103496,0.0190388,0.043205,0,0.00997312,0.0582438,0.0351592,0,0,0.00996918,0,0,0.0415334,0.0622425,0.0292501,0.0258057,0.013319,0.0454598,0.0370163,0.0337371,0.121168,0.0401065,0.0307886,0.0707675,0.0539161,0.0868271,0.015555,0.0260427,0.0143869,0.0188304,0.0428589,0.0158031,0,0,0,0,0,0,0,0,0,0
42,0.0546525,0.067948,0,0,0,0,0,0,0.031952,0,0.0193856,0.0730338,0,0,0.0174179,0,0,0.0383751,0.073693,0.0224526,0.0116194,0.0102891,0.0223443,0.0421985,0.0205265,0.0359468,0.046299,0.0295222,0.0175431,0.0159083,0.0242641,0.0266148,0.0153684,0.0114865,0.00982783,0.0193652,0.0431438,0,0.00995336,0.0583521,0.0351746,0,0,0.00970947,0,0,0.0415922,0.0623289,0.029301,0.0258069,0.0133524,0.045447,0.0366279,0.0336926,0.121162,0.0400432,0.0308115,0.0707469,0.0538673,0.0868375,0.0155994,0.0262691,0.0144028,0.0188723,0.0428559,0.0158034,0,0,0,0,0,0,0,0,0,0
43,0.0547006,0.067905,0,0,0,0,0,0,0.0319546,0,0.0193895,0.0730435,0,0,0.0176159,0,0,0.0383362,0.0737205,0.0224597,0.0115948,0.0102794,0.0222507,0.0420816,0.0205067,0.0357892,0.0463423,0.0295299,0.0175984,0.0158622,0.0242735,0.0266203,0.0154032,0.0113657,0.00976093,0.0193343,0.0431354,0,0.00996097,0.058249,0.0351933,0,0,0.00967956,0,0,0.0415645,0.0623738,0.0293792,0.0258492,0.0133916,0.0454001,0.0363425,0.0336595,0.12116,0.0400096,0.0307981,0.0707465,0.0538383,0.0868087,0.0156322,0.0263856,0.0142852,0.0188495,0.0428538,0.0158342,0,0,0,0,0,0,0,0,0,0
44,0.0546969,0.0677571,0,0,0,0,0,0,0.0320666,0,0.0194276,0.0731967,0,0,0.0179953,0,0,0.0383319,0.0737761,0.0224898,0.0115059,0.0102833,0.0218717,0.0419789,0.0204775,0.0358077,0.0463888,0.0295803,0.0175375,0.0158509,0.0243184,0.0266457,0.0153181,0.0112833,0.0101259,0.0191157,0.0428295,0,0.0101061,0.0583719,0.0351454,0,0,0.00976529,0,0,0.0415026,0.0622805,0.0293563,0.0260998,0.0133319,0.0453317,0.0362654,0.0337921,0.121164,0.040201,0.0307922,0.0706465,0.053757,0.0867376,0.0157572,0.0264159,0.0141462,0.018931,0.0427336,0.0159048,0,0,0,0,0,0,0,0,0,0
45,0.0554374,0.0681871,0,0,0,0,0,0,0.0320378,0,0.0193387,0.0738768,0,0,0.0175275,0,0,0.0380833,0.0737391,0.0227916,0.0121655,0.0105706,0.0210066,0.040676,0.0209769,0.0362944,0.0466147,0.0299086,0.0172156,0.0158563,0.0242153,0.026535,0.0154575,0.0113838,0.010042,0.0189041,0.0396609,0,0.00909531,0.0598395,0.035793,0,0,0.00977269,0,0,0.0414312,0.0604177,0.0314411,0.0288448,0.0112826,0.0462985,0.0359325,0.0356323,0.122703,0.0413934,0.0317924,0.0686973,0.0520094,0.0852057,0.0169563,0.0262573,0.0140281,0.0188608,0.0432713,0.014973,0,0,0,0,0,0,0,0,0.0450174,0
46,0.0547534,0.0676306,0,0,0,0,0,0,0.031915,0,0.0194672,0.0732492,0,0,0.0182932,0,0,0.0382674,0.0738398,0.0224155,0.011414,0.010335,0.0216989,0.0417317,0.0204488,0.036262,0.046437,0.0295422,0.0171325,0.0157909,0.0243493,0.0266647,0.0154823,0.0110946,0.010378,0.0190362,0.0424995,0,0.0101466,0.0584472,0.0351525,0,0,0.00994358,0,0,0.041298,0.0624608,0.0293454,0.0261448,0.0133829,0.0453332,0.0358563,0.0337781,0.121173,0.040279,0.0308325,0.0706158,0.0536978,0.0867388,0.0156029,0.0261756,0.0138967,0.0190812,0.0426413,0.0160219,0,0,0,0,0,0,0,0,0,0
47,0.0554693,0.0680544,0,0,0,0,0,0,0.0319716,0,0.0193452,0.0739112,0,0,0.0177306,0,0,0.0377795,0.0737445,0.0225699,0.0122139,0.0106265,0.0208812,0.0404207,0.020983,0.0360589,0.0465982,0.0299147,0.01696,0.015629,0.0242159,0.0265177,0.0155055,0.0111052,0.0103313,0.0190557,0.0394011,0,0.00922493,0.0599141,0.0358345,0,0,0.00987583,0,0,0.0413994,0.0605879,0.0314551,0.0288501,0.0113302,0.0462944,0.0355354,0.0355988,0.122725,0.0413942,0.031791,0.0687389,0.05196,0.0852387,0.0169778,0.0259231,0.0138879,0.0189636,0.0431238,0.0150629,0,0,0,0,0,0,0,0,0.0447947,0
48,0.0554031,0.0678942,0,0,0,0,0,0,0.0317566,0,0.0195501,0.0739817,0,0,0.0179284,0,0,0.0370335,0.073735,0.0222744,0.012101,0.0103787,0.0209348,0.0402862,0.0207451,0.0358972,0.0465292,0.0299417,0.0168907,0.0155455,0.0245155,0.0267731,0.0154802,0.0111627,0.0107441,0.0199659,0.0391216,0,0.00924976,0.0596851,0.0358839,0,0,0.00983955,0,0,0.041364,0.0609206,0.0313555,0.0288222,0.0111994,0.0464868,0.0354116,0.0354614,0.122812,0.0412077,0.0319884,0.0689243,0.0520269,0.0853996,0.017317,0.0262295,0.0138597,0.0193045,0.0429525,0.0151449,0,0,0,0,0,0,0,0,0.0447144,0
49,0.0555084,0.0679677,0,0,0,0,0,0,0.0319267,0,0.019399,0.0739398,0,0,0.0177611,0,0,0.0368562,0.0737772,0.0224749,0.0121786,0.0106996,0.0208043,0.039977,0.020981,0.0361142,0.0464965,0.0298319,0.0167522,0.015634,0.0241982,0.0264865,0.0155396,0.0112865,0.0108294,0.0202862,0.0393396,0,0.00922764,0.0599664,0.0359546,0,0,0.00984269,0,0,0.0414969,0.0611455,0.0315193,0.0289108,0.0114014,0.0463065,0.0350832,0.0355267,0.122744,0.0414832,0.0317794,0.0689025,0.0519177,0.0853205,0.0169757,0.0259321,0.0139431,0.0190071,0.0430083,0.0150899,0,0,0,0,0,0,0,0,0.0448631,0
50,0.0555043,0.0678912,0,0,0,0,0,0,0.0319065,0,0.0194015,0.073907,0,0,0.0177353,0,0,0.0369599,0.0738076,0.0224544,0.0122291,0.010741,0.0207472,0.03986,0.0209874,0.0361833,0.0465394,0.0297729,0.0166824,0.0156326,0.0241772,0.0264654,0.0156049,0.0112546,0.0105809,0.0201587,0.0392561,0,0.00924054,0.0600027,0.0359834,0,0,0.00976604,0,0,0.0414615,0.0612954,0.0315095,0.028904,0.0114412,0.046274,0.0348421,0.0355569,0.122745,0.0415587,0.0317674,0.068864,0.0518736,0.0853401,0.0169002,0.0257668,0.0138561,0.0189872,0.0429001,0.0151303,0,0,0,0,0,0,0,0,0.0449912,0
51,0.0554963,0.067799,0,0,0,0,0,0,0.0319354,0,0.0194021,0.0739101,0,0,0.0177405,0,0,0.0369891,0.0738266,0.0223793,0.012241,0.0107607,0.0206565,0.0397732,0.0209999,0.0362348,0.0465365,0.0297565,0.0165954,0.0156742,0.0242079,0.0264909,0.0156047,0.0111894,0.0104387,0.0200833,0.039125,0,0.0092495,0.059996,0.0360375,0,0,0.00972016,0,0,0.0414184,0.0612958,0.0314951,0.0288674,0.0114728,0.0462244,0.0345173,0.0355418,0.122726,0.0416169,0.0317689,0.0688581,0.0518792,0.0853543,0.0168745,0.0257548,0.0137864,0.0190634,0.0427664,0.0151709,0,0,0,0,0,0,0,0,0.0449414,0
52,0.0554336,0.0675533,0,0,0,0,0,0,0.0319948,0,0.0194422,0.0739646,0,0,0.0177438,0,0,0.0369646,0.0738626,0.0223654,0.0122962,0.0107612,0.0205171,0.0400264,0.0209945,0.0362427,0.0465096,0.029719,0.0164898,0.0156067,0.0242533,0.0265291,0.0155585,0.0112419,0.0104058,0.0200618,0.0391186,0,0.00921269,0.0599911,0.0362619,0,0,0.00973868,0,0,0.0414351,0.0612868,0.0314813,0.0288395,0.011499,0.0461832,0.0341138,0.0355032,0.122706,0.0416661,0.0317937,0.068858,0.051918,0.085368,0.017028,0.0257328,0.0137146,0.019133,0.0425261,0.0151548,0,0,0,0,0,0,0,0,0.0449088,0
53,0.0553551,0.0668222,0,0,0,0,0,0,0.0318726,0,0.0196112,0.0740001,0,0,0.0177412,0,0,0.0368184,0.0738786,0.022166,0.0122293,0.0105231,0.0205916,0.0412306,0.0208467,0.0360997,0.0463719,0.0297844,0.0164059,0.015568,0.0245366,0.0268168,0.0155263,0.0119657,0.0105401,0.0199965,0.0388513,0,0.0092063,0.0597602,0.0367456,0,0,0.00969233,0,0,0.0414536,0.0613957,0.0313127,0.0287421,0.0113913,0.0463396,0.0336371,0.0353444,0.122784,0.0415406,0.0320098,0.0688684,0.0520255,0.0854406,0.0173918,0.0254703,0.0136845,0.0195079,0.0420112,0.015134,0,0,0,0,0,0,0,0,0.044863,0
54,0.0554149,0.0668999,0,0,0,0,0,0,0.0318717,0,0.0195894,0.0740335,0,0,0.0178287,0,0,0.0366856,0.0738736,0.0222041,0.0121822,0.0104952,0.0206286,0.0408151,0.0209081,0.0361026,0.0463419,0.0297849,0.0162516,0.015812,0.0245157,0.0267926,0.0155209,0.0118705,0.0105212,0.0200967,0.0388289,0,0.00918857,0.0596798,0.0368302,0,0,0.00966324,0,0,0.0414966,0.0613187,0.0313204,0.0287683,0.0113393,0.0464028,0.0332165,0.0353563,0.122805,0.0416723,0.0320261,0.0687851,0.052041,0.0854202,0.0174311,0.0252733,0.0136934,0.0196094,0.0421314,0.0151111,0,0,0,0,0,0,0,0,0.0448567,0
55,0.0554297,0.0669813,0,0,0,0,0,0,0.0318315,0,0.019577,0.0740667,0,0,0.0179617,0,0,0.0366426,0.0738836,0.0223333,0.0121548,0.010437,0.0206085,0.0404006,0.02095,0.0360542,0.0463346,0.0297888,0.0162445,0.0159442,0.024512,0.0267469,0.0155073,0.0116644,0.0104838,0.0200106,0.0388721,0,0.009181,0.059629,0.036901,0,0,0.00962283,0,0,0.0415509,0.0612495,0.0313474,0.0287789,0.011199,0.0464221,0.0328,0.0353448,0.122851,0.0418384,0.0320497,0.0687633,0.0520176,0.0854277,0.0175539,0.0252089,0.0136495,0.0197262,0.0421887,0.0150961,0,0,0,0,0,0,0,0,0.0448707,0
56,0.0554213,0.0668918,0,0,0,0,0,0,0.0317942,0,0.0195778,0.0740584,0,0,0.0180984,0,0,0.0364476,0.0739066,0.0224121,0.0122073,0.0103984,0.0205703,0.0400585,0.021008,0.0359982,0.0464201,0.0298183,0.0165231,0.0159004,0.0245084,0.0266582,0.0154716,0.0115848,0.0103961,0.0200979,0.0388749,0,0.00917546,0.0595654,0.03695,0,0,0.00958193,0,0,0.0415422,0.0611993,0.0313768,0.0287606,0.0112033,0.0464068,0.0325502,0.0353385,0.122884,0.042014,0.032102,0.0687695,0.0519945,0.0853812,0.0176838,0.025275,0.013674,0.0196273,0.0420957,0.0151512,0,0,0,0,0,0,0,0,0.04487,0
57,0.0554272,0.0668065,0,0,0,0,0,0,0.0318701,0,0.0195635,0.0739915,0,0,0.0181796,0,0,0.0363527,0.0739278,0.0225131,0.0123762,0.0103631,0.0205767,0.0396989,0.0210629,0.0359775,0.0465042,0.0298707,0.0172757,0.0158756,0.0245015,0.0265267,0.0153851,0.0114595,0.0103815,0.0200966,0.0388267,0,0.00917007,0.0595529,0.0370194,0,0,0.00950144,0,0,0.0415551,0.0611405,0.031371,0.0287194,0.0113429,0.0463935,0.0323548,0.035357,0.12291,0.0420553,0.0321445,0.0687835,0.0520132,0.0853624,0.0175762,0.025292,0.0137105,0.0195481,0.0420366,0.0151992,0,0,0,0,0,0,0,0,0.0448702,0
58,0.0554462,0.0667081,0,0,0,0,0,0,0.0318209,0,0.0195607,0.0738939,0,0,0.0182512,0,0,0.0363564,0.0739557,0.022567,0.0126211,0.0103294,0.0205673,0.0393493,0.021164,0.0359457,0.0464092,0.029932,0.0175298,0.0158949,0.0245046,0.0264018,0.0153122,0.011272,0.0104293,0.0200198,0.038803,0,0.00915928,0.0596472,0.0370966,0,0,0.00941116,0,0,0.0416162,0.0611016,0.031378,0.0287164,0.011432,0.0463989,0.0321274,0.0353353,0.122906,0.0418093,0.0321302,0.0687899,0.0520285,0.085386,0.0174769,0.0252655,0.0137272,0.0195404,0.041967,0.0152296,0,0,0,0,0,0,0,0,0.0449045,0
59,0.0554854,0.0666035,0,0,0,0,0,0,0.0316951,0,0.0195721,0.073994,0,0,0.0183852,0,0,0.0361806,0.0739779,0.0226029,0.0124448,0.0102849,0.0205116,0.0389513,0.0213246,0.0359211,0.0463675,0.0299636,0.0175063,0.0159234,0.0245,0.0263908,0.0153079,0.011213,0.0103868,0.0201435,0.0388035,0,0.00911168,0.0597631,0.0372,0,0,0.00930607,0,0,0.0416771,0.0610889,0.031394,0.0287335,0.0114714,0.0463711,0.031869,0.0352886,0.122915,0.041193,0.0321268,0.0687766,0.0520272,0.0854234,0.0174841,0.0251896,0.0137211,0.0196414,0.0418891,0.0152297,0,0,0,0,0,0,0,0,0.0449504,0
60,0.0555357,0.0665164,0,0,0,0,0,0,0.0317743,0,0.0195771,0.0742083,0,0,0.018543,0,0,0.0360288,0.0739987,0.0226088,0.0122393,0.0102869,0.0205359,0.0385656,0.0213563,0.0359003,0.0463913,0.0300161,0.0172771,0.0160078,0.0244999,0.0265105,0.015263,0.0111168,0.0103451,0.0202799,0.0388941,0,0.00909134,0.0599255,0.0373012,0,0,0.00918448,0,0,0.0417202,0.0610779,0.031359,0.028722,0.0115045,0.0463606,0.0316594,0.0352776,0.122939,0.0405687,0.0321374,0.0687574,0.0520308,0.0854219,0.0175116,0.0250921,0.0137535,0.0197251,0.0418567,0.0152454,0,0,0,0,0,0,0,0,0.044988,0
61,0.0556002,0.0664352,0,0,0,0,0,0,0.0318351,0,0.019559,0.0744279,0,0,0.0187131,0,0,0.0359638,0.0739898,0.0225907,0.0121454,0.0102778,0.0205385,0.0381808,0.0211502,0.0359258,0.0463892,0.0300715,0.0170241,0.0160607,0.0245064,0.026505,0.0151763,0.0109803,0.0103492,0.0203532,0.0390056,0,0.00910602,0.059987,0.0374296,0,0,0.00903521,0,0,0.0416989,0.0610166,0.0313014,0.0287664,0.0115426,0.0463736,0.031416,0.035336,0.122945,0.0397144,0.0321186,0.0687559,0.052009,0.0854813,0.017385,0.0249883,0.0138349,0.0198474,0.041795,0.0152464,0,0,0,0,0,0,0,0,0.044987,0
62,0.0556721,0.0663111,0,0,0,0,0,0,0.0318723,0,0.0195573,0.0742093,0,0,0.0188778,0,0,0.0359374,0.0739504,0.0225712,0.0122454,0.0102627,0.0204429,0.0378165,0.0206798,0.0360402,0.0464003,0.0299935,0.0169577,0.016056,0.0244837,0.0266003,0.0151832,0.0108839,0.0103223,0.0203638,0.0390289,0,0.00912109,0.0599685,0.037584,0,0,0.00898681,0,0,0.0417151,0.0610123,0.0312499,0.0287766,0.01156,0.0462852,0.031143,0.0353855,0.122937,0.0395884,0.0321203,0.0687919,0.0520133,0.0855458,0.017312,0.0249659,0.0138522,0.0199496,0.0416784,0.0152145,0,0,0,0,0,0,0,0,0.0450155,0
63,0.0558223,0.0663127,0,0,0,0,0,0,0.0321639,0,0.0193018,0.0739941,0,0,0.0187823,0,0,0.0360382,0.0738962,0.0229896,0.0123212,0.010571,0.020199,0.0373329,0.0207881,0.0362956,0.0464673,0.0298365,0.0172762,0.0159732,0.0240638,0.0265684,0.0152738,0.0107081,0.0100236,0.0201106,0.0393962,0,0.00911021,0.0601014,0.037742,0,0,0.00904144,0,0,0.0419046,0.0608569,0.0313503,0.0289079,0.0117529,0.0459602,0.0308554,0.0354183,0.122834,0.0403769,0.0318474,0.0687756,0.0519422,0.0853998,0.0169814,0.0245829,0.0138809,0.01976,0.0416749,0.0150899,0,0,0,0,0,0,0,0,0.0451662,0
64,0.0557578,0.0660065,0,0,0,0,0,0,0.0320295,0,0.0195184,0.0740396,0,0,0.0191446,0,0,0.0357721,0.0738731,0.0227906,0.0122632,0.0102032,0.0202927,0.0370906,0.0204803,0.0361418,0.0464772,0.0299319,0.0173496,0.0159261,0.0244751,0.0270517,0.0152202,0.0105452,0.0101378,0.0204126,0.0390967,0,0.00909989,0.0597529,0.0378789,0,0,0.00894615,0,0,0.0418287,0.0610537,0.0311516,0.0288458,0.0115231,0.0461598,0.0308994,0.0350937,0.122976,0.0404298,0.032118,0.0688569,0.0520923,0.0855104,0.0174743,0.0247694,0.0136952,0.0201516,0.0414316,0.0152171,0,0,0,0,0,0,0,0,0.0450824,0
65,0.0557849,0.0659106,0,0,0,0,0,0,0.0319714,0,0.0194836,0.0740441,0,0,0.0192471,0,0,0.0357496,0.0739174,0.0228498,0.0122668,0.0102246,0.0203136,0.0367159,0.0205473,0.036106,0.0465171,0.029983,0.0172584,0.015943,0.0244731,0.0269573,0.0151876,0.0103985,0.0101886,0.0204949,0.0391706,0,0.00908129,0.0598023,0.0380146,0,0,0.00882596,0,0,0.0418381,0.0610148,0.0311452,0.0288244,0.0115319,0.046109,0.0307487,0.0348159,0.12301,0.0405282,0.0321156,0.0688492,0.0521126,0.0855309,0.0173524,0.0248374,0.013659,0.0201609,0.0413383,0.0152359,0,0,0,0,0,0,0,0,0.045066,0
66,0.0558877,0.0659583,0,0,0,0,0,0,0.0320854,0,0.0191807,0.0739933,0,0,0.0190923,0,0,0.0359039,0.0739471,0.0230473,0.0123325,0.0105965,0.02022,0.0362204,0.0208711,0.0362548,0.0466097,0.0299205,0.0171744,0.0159615,0.0240788,0.0265104,0.0152954,0.010159,0.0100701,0.0202725,0.0395779,0,0.0090453,0.0601531,0.0381349,0,0,0.00874667,0,0,0.0419888,0.060837,0.0312793,0.0288035,0.0117651,0.0457923,0.0304697,0.0351088,0.122896,0.0407229,0.0318646,0.068848,0.052053,0.0854409,0.016859,0.024595,0.013728,0.0198503,0.0413524,0.0151416,0,0,0,0,0,0,0,0,0.0451635,0
67,0.0558949,0.0658013,0,0,0,0,0,0,0.0319681,0,0.019113,0.073978,0,0,0.019136,0,0,0.0358744,0.073953,0.022965,0.0123281,0.0106112,0.0202268,0.0358715,0.0208807,0.0362679,0.0465956,0.0299456,0.0171264,0.0159695,0.0241165,0.0265488,0.0153416,0.00974388,0.0100029,0.0203053,0.0396078,0,0.00904955,0.0601114,0.0382464,0,0,0.0086966,0,0,0.042051,0.0608511,0.0312373,0.0287113,0.0117902,0.0457095,0.0304201,0.0352258,0.122898,0.0406917,0.0318667,0.0689101,0.0520534,0.0854806,0.0169281,0.0244836,0.0136275,0.0199642,0.0412354,0.015143,0,0,0,0,0,0,0,0,0.045188,0
68,0.0558922,0.0656286,0,0,0,0,0,0,0.0319482,0,0.0191091,0.0739868,0,0,0.0191398,0,0,0.0356797,0.0739611,0.0229626,0.0123389,0.0106146,0.0201864,0.0355484,0.0209163,0.0362937,0.0465906,0.0299092,0.0171002,0.0159094,0.0241345,0.0266664,0.0153334,0.00945119,0.0101365,0.0203425,0.0395843,0,0.00905474,0.0601037,0.0383878,0,0,0.00863735,0,0,0.0421255,0.0608554,0.0311828,0.0286615,0.0117964,0.0456112,0.0303592,0.0352235,0.12288,0.0407343,0.0318488,0.0689564,0.052034,0.0855284,0.0168676,0.0242739,0.0134845,0.0200873,0.0411449,0.015119,0,0,0,0,0,0,0,0,0.0452139,0
69,0.0558759,0.0648086,0,0,0,0,0,0,0.0318034,0,0.019377,0.0739943,0,0,0.0192409,0,0,0.0353523,0.0739478,0.0226487,0.0122014,0.010246,0.0203244,0.0363196,0.020744,0.0360922,0.0466097,0.0299852,0.0170843,0.0158228,0.0245412,0.0270094,0.0152596,0.00992328,0.0101854,0.0205983,0.0392308,0,0.00909622,0.059834,0.0387359,0,0,0.00847375,0,0,0.0421241,0.0610446,0.0309356,0.0285178,0.0116224,0.0457952,0.0304048,0.0350383,0.122972,0.0404992,0.03212,0.0690642,0.052127,0.0857393,0.0172117,0.0242227,0.0134322,0.0205322,0.0405401,0.0152677,0,0,0,0,0,0,0,0,0.0451667,0
70,0.0557878,0.0652951,0,0,0,0,0,0,0.0318447,0,0.0194256,0.0739674,0,0,0.0195735,0,0,0.0353098,0.0739403,0.0226809,0.0121976,0.0102438,0.0202954,0.0348714,0.0208471,0.0360735,0.0465817,0.0300191,0.0170452,0.0158063,0.0244754,0.026875,0.0151976,0.00948003,0.0102343,0.020626,0.0393134,0,0.00912576,0.0599077,0.0386326,0,0,0.00839646,0,0,0.0420899,0.0610235,0.0309233,0.028524,0.0116357,0.0457589,0.03022,0.0350281,0.122974,0.0405411,0.0321616,0.0690605,0.052134,0.0857478,0.0172323,0.0244239,0.0133271,0.0205767,0.0408425,0.0152125,0,0,0,0,0,0,0,0,0.0451848,0
71,0.0557797,0.065295,0,0,0,0,0,0,0.0318217,0,0.0194274,0.0739487,0,0,0.0196057,0,0,0.0352743,0.0739463,0.0226899,0.0121593,0.01025,0.0203141,0.0343752,0.0208962,0.0360696,0.0465551,0.0300442,0.0169933,0.0157448,0.0244214,0.0268129,0.015206,0.00942124,0.010083,0.0206839,0.0393931,0,0.00913238,0.0598703,0.0387458,0,0,0.0083291,0,0,0.0421456,0.0610102,0.0309293,0.0285023,0.0116238,0.0457085,0.0300575,0.0350161,0.122982,0.0405419,0.0321797,0.0690757,0.0522577,0.0857516,0.0172359,0.0243315,0.0132647,0.0206955,0.0408201,0.0151916,0,0,0,0,0,0,0,0,0.0451735,0
72,0.0557623,0.0653094,0,0,0,0,0,0,0.0318608,0,0.0194121,0.0739303,0,0,0.0196386,0,0,0.035184,0.0739706,0.0226566,0.012109,0.0102417,0.0203156,0.033889,0.020954,0.0360237,0.0466101,0.030036,0.0169094,0.0157505,0.0244136,0.0268131,0.0152876,0.00937914,0.0101075,0.0207893,0.039428,0,0.00915707,0.0598753,0.0388359,0,0,0.00830675,0,0,0.0422277,0.0609978,0.0309302,0.0284721,0.0116108,0.045681,0.0299299,0.0349972,0.122993,0.0405763,0.0321742,0.069077,0.0523696,0.0857748,0.0172035,0.0242108,0.013182,0.0208533,0.0407994,0.0151921,0,0,0,0,0,0,0,0,0.0451638,0
73,0.0557788,0.0652085,0,0,0,0,0,0,0.0318424,0,0.0194022,0.0739379,0,0,0.0197304,0,0,0.0351324,0.0739897,0.0226267,0.0119482,0.0102241,0.020311,0.0335143,0.0211211,0.0359776,0.0465971,0.0300427,0.0167679,0.015738,0.0244275,0.026798,0.0153585,0.00932033,0.0101496,0.0208839,0.0393997,0,0.0091495,0.0598772,0.0389334,0,0,0.00822801,0,0,0.0422407,0.0610076,0.0308845,0.0284256,0.0115999,0.0456446,0.0298716,0.0349774,0.122968,0.0405902,0.032177,0.0690999,0.0522282,0.0857995,0.0171982,0.0241393,0.0130625,0.0209559,0.0406968,0.01526,0,0,0,0,0,0,0,0,0.0451566,0
74,0.0557974,0.0650879,0,0,0,0,0,0,0.0317979,0,0.019396,0.0739562,0,0,0.0197904,0,0,0.0350284,0.0740057,0.0225817,0.0117675,0.0101797,0.0203207,0.0331537,0.0213135,0.0359475,0.0465602,0.0300143,0.0167416,0.0155533,0.0244714,0.0267825,0.0154274,0.00928292,0.0101531,0.0208756,0.0393838,0,0.00914744,0.0598494,0.0390299,0,0,0.00816222,0,0,0.0422501,0.061016,0.0308784,0.0284013,0.0115979,0.0456157,0.0298015,0.0349672,0.122951,0.0405824,0.0321836,0.0691248,0.0522216,0.0858122,0.0172527,0.0241143,0.0128809,0.0210477,0.0405689,0.0153373,0,0,0,0,0,0,0,0,0.045145,0
75,0.0558236,0.0649628,0,0,0,0,0,0,0.0317962,0,0.0193798,0.073973,0,0,0.0198229,0,0,0.0349645,0.0740148,0.0225322,0.0117423,0.0101487,0.0203342,0.0327758,0.0212806,0.0359541,0.0465284,0.0299879,0.0167567,0.0152737,0.0244852,0.0267498,0.0154866,0.00927915,0.0101502,0.0208908,0.0394914,0,0.00917565,0.0598354,0.0391434,0,0,0.00815863,0,0,0.0422924,0.061005,0.0308882,0.0283782,0.0116109,0.045598,0.0297177,0.0349651,0.12296,0.0405901,0.0321689,0.0691411,0.0524948,0.0857811,0.0173325,0.0241223,0.0127665,0.0211572,0.0404668,0.0153949,0,0,0,0,0,0,0,0,0.0451651,0
