Timestep,,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,x74,x75,x76,x77,LFIN
179,0,0.0290038,0.0618457,0,0,0,0.0446322,0,0.0133898,0.039553,0,0,0,0,0.0178193,0,0.0431214,0.0591982,0.0420199,0.0358565,0.0244626,0,0,0.0631512,0.0349139,0.053505,0.0818175,0.0690665,0.0315753,0.0654833,0.0668794,0.0361738,0.0455658,0,0.0264844,0,0.0388647,0.0141211,0.0140234,0.0254669,0,0.0264673,0.0596957,0.0409084,0,0,0.0223028,0,0,0.0211706,0.0729105,0.0129679,0.0282837,0.0314709,0.0519995,0.0358365,0.0308771,0.0380327,0.0619015,0.0568595,0.0328804,0.0275366,0.0150105,0.042539,0.0110936,0.035166,0.0112123,0.00896997,0.0581143,0.0466023,0,0,0,0,0,0,0,0,0
180,0,0.0290089,0.0619227,0,0,0,0.0470781,0,0.013897,0.0405998,0,0,0,0,0.0179953,0,0.0431627,0.0591004,0.0399801,0.0360435,0.0234243,0,0,0.0630557,0.0348135,0.0532222,0.0815022,0.0687802,0.0316794,0.0660037,0.0675759,0.0369277,0.0450431,0,0.0212139,0,0.0390615,0.0145171,0.0135977,0.0257618,0,0.0266982,0.0593941,0.0408561,0,0,0.0221979,0,0,0.0212655,0.0732755,0.0126333,0.0284202,0.0314345,0.0516809,0.0354455,0.0309319,0.0375279,0.0616435,0.0570353,0.0325705,0.0278038,0.0148298,0.0426689,0.0109292,0.0353561,0.0111421,0.00879163,0.0580948,0.0463754,0,0,0,0,0,0,0,0,0
181,0,0.028991,0.0619579,0,0,0,0.0490339,0,0.0148506,0.041971,0,0,0,0,0.0179755,0,0.0431392,0.058748,0.0382782,0.0363952,0.0222773,0,0,0.0629712,0.0345604,0.0528674,0.0808142,0.0685183,0.0321098,0.0664251,0.0683467,0.0379002,0.0445209,0,0.0169592,0,0.039286,0.0146054,0.0136179,0.0265712,0,0.0268966,0.0590293,0.0408138,0,0,0.0218942,0,0,0.0213501,0.0738873,0.0121402,0.029047,0.0316427,0.051349,0.0349469,0.0309362,0.0370192,0.0613576,0.0570624,0.0327232,0.0280125,0.0148752,0.0428208,0.0104127,0.0357022,0.0111141,0.00874366,0.0580807,0.0461893,0,0,0,0,0,0,0,0,0
182,0,0.0290765,0.0620712,0,0,0,0.0452736,0,0.0179714,0.0450736,0,0,0,0,0.0179045,0,0.0429612,0.0569574,0.0386899,0.0381972,0.0208499,0,0,0.0633234,0.034074,0.0529405,0.0777121,0.0684788,0.0345309,0.0658451,0.0695599,0.0396232,0.0423872,0,0.0214211,0,0.0396884,0.0146297,0.0136328,0.0276439,0,0.0272145,0.0584688,0.0408158,0,0,0.0213927,0,0,0.0210527,0.0747146,0.0117063,0.0296995,0.0320665,0.0508089,0.0337398,0.0312285,0.0363042,0.0609728,0.0570081,0.0329865,0.0280879,0.0151579,0.0428532,0.00973327,0.0364113,0.0107918,0.00812118,0.058262,0.0455519,0,0,0,0,0,0,0,0,0
183,0,0.0290911,0.0619847,0,0,0,0.0507286,0,0.0179426,0.0450878,0,0,0,0,0.0179045,0,0.0428575,0.0578035,0.0366203,0.0372341,0.0210513,0,0,0.0627631,0.0337422,0.0520481,0.0783815,0.0677564,0.0334553,0.0660428,0.0694052,0.0395055,0.043132,0,0.0128457,0,0.0397397,0.0146356,0.0136045,0.028326,0,0.0273954,0.0583878,0.0409844,0,0,0.0213093,0,0,0.0209804,0.075022,0.011301,0.0301376,0.0323056,0.0508288,0.0338138,0.0311808,0.0357114,0.0605464,0.0568153,0.0330394,0.0282294,0.0159911,0.0429724,0.00931574,0.0362692,0.0107893,0.00823822,0.0581761,0.0456606,0,0,0,0,0,0,0,0,0
184,0,0.0291871,0.0621316,0,0,0,0.0415905,0,0.0219474,0.0483948,0,0,0,0,0.0179033,0,0.0426962,0.0560237,0.0405239,0.0394184,0.0245452,0,0,0.0628194,0.0331208,0.052138,0.0736668,0.0677441,0.0360692,0.0643589,0.0693375,0.0405348,0.0398484,0,0.02491,0,0.0401629,0.0147878,0.0134522,0.0295714,0,0.0277239,0.0583013,0.0411091,0,0,0.0208722,0,0,0.0209945,0.0758443,0.0111091,0.0297755,0.0326408,0.0502907,0.0327188,0.0316118,0.0348559,0.0601077,0.0569729,0.0330563,0.0282619,0.0164323,0.043069,0.00882517,0.0368817,0.0106184,0.00774192,0.0583827,0.0451203,0,0,0,0,0,0,0,0,0
185,0,0.0293499,0.0622397,0,0,0,0.0394201,0,0.0236983,0.0496097,0,0,0,0,0.0180075,0,0.0425857,0.0559289,0.0423227,0.0396363,0.0272615,0,0,0.0622671,0.0325581,0.0517074,0.0717173,0.0673364,0.0363169,0.063374,0.0686483,0.0404618,0.0384499,0,0.0278266,0,0.0403443,0.0149224,0.0131869,0.03058,0,0.0279961,0.058422,0.0412548,0,0,0.020828,0,0,0.0209765,0.0763776,0.010803,0.0289351,0.032956,0.0500168,0.0325061,0.0317448,0.0340939,0.059636,0.0569318,0.0333059,0.0282516,0.016563,0.0431765,0.00862842,0.0370529,0.0105561,0.00759651,0.0583752,0.0449737,0,0,0,0,0,0,0,0,0
186,0,0.0294563,0.0623509,0,0,0,0.0367355,0,0.0247995,0.0505712,0,0,0,0,0.0180805,0,0.0424413,0.0560838,0.045269,0.0396922,0.0307864,0,0,0.0618211,0.0320491,0.0512127,0.0696939,0.0670423,0.0363607,0.0619337,0.0676008,0.0398992,0.0365127,0,0.0332077,0,0.0404768,0.0149771,0.0129233,0.031751,0,0.0280649,0.0586701,0.0414027,0,0,0.0206923,0,0,0.0209256,0.0769046,0.0105379,0.0287381,0.0332387,0.0496591,0.0324646,0.0319654,0.0333539,0.0592424,0.0569313,0.0335805,0.0282424,0.0166342,0.0432787,0.00868837,0.0372121,0.0104974,0.00764145,0.0582895,0.0448886,0,0,0,0,0,0,0,0,0
187,0,0.0294279,0.0626587,0,0,0,0.038841,0,0.0243243,0.0513281,0,0,0,0,0.0166173,0,0.0432386,0.0560099,0.0474058,0.039505,0.0275902,0,0,0.0611224,0.0314306,0.0495602,0.0691502,0.0665569,0.0352518,0.0630603,0.0686216,0.0403593,0.0376159,0,0.0326544,0,0.0404976,0.0132773,0.0138866,0.0300713,0,0.0271433,0.05878,0.0412215,0,0,0.020864,0,0,0.020814,0.0776305,0.00963501,0.0286884,0.0347337,0.0481734,0.0325323,0.0322914,0.0319322,0.058373,0.056763,0.0346767,0.0268536,0.0169317,0.0441887,0.00864645,0.0371395,0.0104332,0.00772029,0.0585532,0.0447552,0,0,0,0,0,0,0,0,0
188,0,0.029337,0.0629426,0,0,0,0.040411,0,0.0235804,0.0517811,0,0,0,0,0.0161552,0,0.0436168,0.0560672,0.0491461,0.0396998,0.026136,0,0,0.0604163,0.0309549,0.0481138,0.06856,0.0663144,0.0347555,0.0642463,0.0699058,0.0409592,0.0384369,0,0.0335495,0,0.0405449,0.0127621,0.0136566,0.0310704,0,0.0266769,0.0590333,0.0412964,0,0,0.0207901,0,0,0.0209271,0.0780453,0.00927708,0.0292695,0.0354298,0.0471423,0.0324018,0.0323131,0.0313476,0.0579115,0.0565763,0.0347875,0.0267903,0.0175683,0.0441926,0.00871442,0.0372326,0.0102794,0.00770919,0.0586851,0.0446119,0,0,0,0,0,0,0,0,0
189,0,0.0291454,0.063215,0,0,0,0.0416024,0,0.0232299,0.0520726,0,0,0,0,0.0166192,0,0.0437449,0.0562738,0.0501463,0.0398894,0.0257697,0,0,0.0597064,0.0308741,0.0472759,0.0681504,0.0662161,0.0345963,0.06505,0.0707627,0.0414002,0.0390339,0,0.0341587,0,0.0404463,0.0137108,0.0112962,0.0314362,0,0.0263078,0.0593502,0.0412066,0,0,0.0204706,0,0,0.0208953,0.0785094,0.0092432,0.0288958,0.0356498,0.046185,0.0321281,0.0322698,0.0307289,0.0575463,0.0564173,0.034784,0.0268085,0.0177434,0.0440335,0.00901644,0.03734,0.0101307,0.00768932,0.0588735,0.0444695,0,0,0,0,0,0,0,0,0
190,0,0.0291059,0.0632774,0,0,0,0.0420283,0,0.0230956,0.0521829,0,0,0,0,0.0165974,0,0.0439296,0.0565281,0.0502029,0.0399389,0.0260263,0,0,0.0591784,0.0306718,0.0471265,0.0679178,0.0660682,0.0344926,0.0652461,0.07095,0.0415929,0.0392487,0,0.0340054,0,0.0404987,0.0138682,0.011122,0.0322735,0,0.0262658,0.0595524,0.0411521,0,0,0.0202494,0,0,0.0209635,0.0786957,0.00911001,0.0284323,0.0359294,0.045461,0.0318129,0.0322398,0.0304198,0.0572533,0.0562948,0.034718,0.0267283,0.017666,0.0439204,0.00956012,0.0374439,0.0101124,0.00760731,0.0589582,0.0443816,0,0,0,0,0,0,0,0,0
191,0,0.0291566,0.0632521,0,0,0,0.0415723,0,0.0231662,0.0519517,0,0,0,0,0.0166604,0,0.0439229,0.0567807,0.0493198,0.0403199,0.026822,0,0,0.0590517,0.0304988,0.0473896,0.0677147,0.0658052,0.0343746,0.0648989,0.0705578,0.0415417,0.0390768,0,0.0332264,0,0.0405825,0.0141101,0.0112504,0.0330508,0,0.0262892,0.0597035,0.0411765,0,0,0.0201038,0,0,0.0211063,0.0787779,0.00918248,0.0283097,0.0361606,0.045164,0.0314924,0.0322346,0.0302899,0.0570776,0.0562722,0.0345272,0.0263784,0.0175334,0.0437574,0.0102939,0.0375875,0.0101446,0.00747556,0.058881,0.0443651,0,0,0,0,0,0,0,0,0
192,0,0.0291554,0.0631755,0,0,0,0.0405845,0,0.0234595,0.0515151,0,0,0,0,0.016767,0,0.0437963,0.0569975,0.0475672,0.0406206,0.0282287,0,0,0.0592166,0.0304683,0.0483188,0.0678131,0.0656958,0.0344807,0.0640963,0.069687,0.0412415,0.0385857,0,0.0320369,0,0.0406899,0.0144288,0.0115848,0.0338016,0,0.0256926,0.0596752,0.0412064,0,0,0.0199051,0,0,0.0211083,0.0787934,0.00938178,0.0282212,0.0362713,0.0451869,0.031164,0.0321429,0.0302747,0.0568887,0.0562434,0.0341682,0.0258856,0.0173668,0.043558,0.0110766,0.0376874,0.0101426,0.00729355,0.0587121,0.0444184,0,0,0,0,0,0,0,0,0
193,0,0.0293467,0.06298,0,0,0,0.03977,0,0.0240762,0.050943,0,0,0,0,0.0163155,0,0.043725,0.0570995,0.0449529,0.040727,0.0305187,0,0,0.0596936,0.0303412,0.0499443,0.0683597,0.0659804,0.0350805,0.0630361,0.0685046,0.0407926,0.0379581,0,0.0302447,0,0.0409674,0.0138112,0.0141501,0.0347348,0,0.0247255,0.0593003,0.0413185,0,0,0.019638,0,0,0.0210769,0.0787297,0.00970388,0.0281443,0.0363552,0.0454741,0.0307375,0.0319549,0.0304658,0.0565885,0.0561052,0.0337028,0.0260262,0.0168423,0.0434028,0.0120434,0.0378497,0.0102448,0.00712727,0.0583224,0.0445636,0,0,0,0,0,0,0,0,0
194,0,0.0294363,0.0629205,0,0,0,0.0391288,0,0.024636,0.0499962,0,0,0,0,0.016837,0,0.0434451,0.056883,0.0429638,0.0407498,0.0317178,0,0,0.0602717,0.0307683,0.0510626,0.0689024,0.0661903,0.0353233,0.0628583,0.0681254,0.0408229,0.0382388,0,0.0285836,0,0.040997,0.0145753,0.014294,0.0382615,0,0,0.0584301,0.0413597,0,0,0.0192732,0,0,0.0211879,0.0789897,0.0104658,0.028588,0.0346511,0.0459653,0.0302851,0.030769,0.0306926,0.0563748,0.0550215,0.0318415,0.0306026,0.0157185,0.0407134,0.016166,0.0380636,0.0101523,0.00684376,0.0579134,0.0446385,0,0,0,0,0,0,0,0,0
195,0,0.0295059,0.0631002,0,0,0,0.0412913,0,0.0240678,0.0495543,0,0,0,0,0.0170257,0,0.0437047,0.0564155,0.0415028,0.0407767,0.0293807,0,0,0.0603613,0.0311748,0.0513726,0.0698229,0.0662386,0.0349606,0.0636329,0.0684752,0.0410048,0.0395274,0,0.0228757,0,0.0409074,0.0148781,0.0137068,0.038493,0,0,0.0581706,0.0411339,0,0,0.0191302,0,0,0.0212198,0.0786317,0.0103915,0.0286985,0.0348316,0.0457908,0.0299962,0.0305324,0.0310675,0.0564584,0.0548453,0.0313145,0.0311035,0.017385,0.0400331,0.0171376,0.0381498,0.0102023,0.00683736,0.0578524,0.0445375,0,0,0,0,0,0,0,0,0
196,0,0.0295982,0.0631044,0,0,0,0.048649,0,0.022445,0.0481175,0,0,0,0,0.0168561,0,0.0439228,0.0561826,0.0378946,0.040131,0.0242949,0,0,0.0603097,0.0318738,0.0506347,0.0721732,0.0658161,0.0328796,0.0654673,0.0690985,0.0409103,0.0424397,0,0.0101227,0,0.0406238,0.0146774,0.0137883,0.0413558,0,0,0.056752,0.040878,0,0,0.0193181,0,0,0.0213132,0.0787305,0.00884677,0.0274675,0.033919,0.0458049,0.0302223,0.0287934,0.0314343,0.0560689,0.05337,0.0314996,0.0215946,0,0.0395384,0.0163273,0.0378318,0.0102784,0.00699644,0.0576042,0.0449419,0,0,0,0,0,0,0,0,0
197,0,0.0296109,0.0631816,0,0,0,0.0430615,0,0.0228741,0.0478663,0,0,0,0,0.0168644,0,0.0442194,0.0552603,0.0383305,0.04152,0.0255661,0,0,0.061082,0.0326739,0.050964,0.0708242,0.0658184,0.03296,0.0647038,0.0688321,0.0406073,0.0409614,0,0.0129464,0,0.0406434,0.014872,0.0136347,0.0459758,0,0,0.0551726,0.0405646,0,0,0.0192008,0,0,0.021399,0.0789792,0.00882956,0.02698,0.0332224,0.0457158,0.0296638,0.026747,0.0324671,0.0558585,0.0517201,0.0319015,0.0203552,0,0.0390146,0.016975,0.0380246,0.0102417,0.00674432,0.0575053,0.0452395,0,0,0,0,0,0,0,0,0
198,0,0.029512,0.0632733,0,0,0,0.0409594,0,0.0230206,0.0486123,0,0,0,0,0.0169645,0,0.0444043,0.0546537,0.0370005,0.0420978,0.0251899,0,0,0.0612463,0.0330307,0.0499353,0.0699952,0.0654522,0.031973,0.0641502,0.0684107,0.0398938,0.0400495,0,0.0115026,0,0.0407575,0.0149985,0.0135833,0.0469965,0,0.0243043,0.0547695,0.040381,0,0,0.0189536,0,0,0.0214126,0.0781472,0.0108819,0.0271566,0.0326235,0.045663,0.0292732,0.026644,0.0341026,0.0567999,0.0521105,0.031479,0.032937,0,0.0390027,0.017528,0.0382218,0.0101983,0.00657145,0.0575534,0.0453762,0,0,0,0,0,0,0,0,0
199,0,0.0296234,0.0631394,0,0,0,0.0447396,0,0.021149,0.047168,0,0,0,0,0.0170685,0,0.0444584,0.0544126,0.0324289,0.0412853,0.0240504,0,0,0.0592912,0.0327028,0.047831,0.0711179,0.0648563,0.0291427,0.0641388,0.0680893,0.0386524,0.0403988,0,0.00532922,0,0.0405651,0.0149739,0.0136877,0.047203,0,0,0.056584,0.0407113,0,0,0.0192158,0,0,0.0214893,0.0783528,0.0118436,0,0.0338805,0.0469612,0.0306154,0.0243614,0.0343237,0.0561391,0.0493929,0.0315285,0.031916,0,0.0374688,0.0169218,0.0374393,0.0103632,0.00715028,0.0582036,0.0447051,0,0,0,0,0,0,0,0,0
200,0,0.0296302,0.0631432,0,0,0,0.0457833,0,0.0202252,0.0467611,0,0,0,0,0.0169494,0,0.0444249,0.0547815,0.0298304,0.0409111,0.0253864,0,0,0.0598318,0.0330594,0.0463761,0.0714639,0.0645397,0.0273605,0.0635986,0.0678254,0.0377436,0.0395925,0,0.00513828,0,0.0405704,0.014733,0.0140413,0.0463616,0,0,0.0561598,0.0404551,0,0,0.0192302,0,0,0.0215718,0.0779475,0.0142977,0,0.0340406,0.0470611,0.0305289,0.0238451,0.0347351,0.0565886,0.048967,0.0309111,0.0304496,0,0.0362922,0.0172832,0.037527,0.0103527,0.00697093,0.0582803,0.04501,0,0,0,0,0,0,0,0,0
201,0,0.0295551,0.0631773,0,0,0,0.0469168,0,0.0195127,0.0475885,0,0,0,0,0.0166239,0,0.0443925,0.0552866,0.0282822,0.040843,0.0265749,0,0,0.0626974,0.0343405,0.04521,0.0716597,0.0642275,0.0260055,0.0636484,0.0679959,0.0374415,0.0395815,0,0.00591772,0,0.0405942,0.0143066,0.0146502,0.0453457,0,0.0230369,0.0526372,0.0396773,0,0,0.0189774,0,0,0.021655,0.0771487,0.0168038,0.0260735,0.0330308,0.0458777,0.0293313,0.0249936,0.0356003,0.0580608,0.0506758,0.0295026,0.0315669,0,0.0351731,0.019696,0.0382501,0.0102457,0.00643396,0.0576779,0.0466045,0,0,0,0,0,0,0,0,0
202,0,0.029712,0.0630315,0,0,0,0.0473734,0,0.0184992,0.0470473,0,0,0,0,0.0163198,0,0.0443601,0.0552104,0.027605,0.0407503,0.0270144,0,0,0.0637982,0.0352774,0.0442941,0.071538,0.0636971,0.0246314,0.0640417,0.0682806,0.0371849,0.0402245,0,0.00601769,0,0.040317,0.0138984,0.0152711,0.0470045,0,0,0.0509358,0.0393189,0,0,0.018878,0,0,0.0216314,0.0774104,0.0213459,0.0265041,0.0333038,0.0461289,0.0292975,0.0238348,0.0360526,0.0584957,0.049821,0.0294742,0.0308725,0,0.0333464,0.020919,0.0381538,0.0102536,0.00657522,0.0576028,0.0473521,0,0,0,0,0,0,0,0,0
203,0,0.0297923,0.0629145,0,0,0,0.0489498,0,0.0173833,0.0469479,0,0,0,0,0.0161764,0,0.0444076,0.0554839,0.0270504,0.0401001,0.0273021,0,0,0.0640367,0.0359345,0.0434091,0.0709554,0.0628498,0.0237147,0.0641872,0.0681944,0.0364718,0.0408942,0,0.00702945,0,0.0400836,0.0137913,0.0155686,0.0452574,0,0.0219071,0.0507102,0.0391291,0,0,0.018911,0,0,0.0217665,0.0760451,0.0240599,0.0259,0.0328747,0.0468122,0.0293645,0.0244432,0.0379668,0.0603096,0.0509113,0.0283627,0.0325442,0,0.0318673,0.0245919,0.038045,0.0102581,0.00670436,0.0576569,0.0477747,0,0,0,0,0,0,0,0,0
204,0,0.0297105,0.0626871,0,0,0,0.0505682,0,0.0162842,0.0462184,0,0,0,0,0.0165584,0,0.0445169,0.0560932,0.0266301,0.0394991,0.028186,0,0,0.0641733,0.0370336,0.0428551,0.0705415,0.0620392,0.0229955,0.0638762,0.0676038,0.035463,0.0412645,0,0.00827137,0,0.0396057,0.014209,0.0149037,0.044274,0,0.0218752,0.0498112,0.0388386,0,0,0.0190676,0,0,0.021809,0.0754118,0.0278511,0.0243676,0.0324214,0.0478992,0.0296316,0.0250233,0.0395512,0.0619712,0.0518793,0.0270465,0.0328526,0,0.0304774,0.027957,0.0376677,0.0103092,0.00707711,0.0575858,0.0484849,0,0,0,0,0,0,0,0,0
205,0,0.0297185,0.0623626,0,0,0,0.0511635,0,0.0157375,0.0455632,0,0,0,0,0.016905,0,0.044758,0.0566659,0.0263066,0.0393093,0.029151,0,0,0.0642135,0.0382147,0.0424633,0.0699865,0.061467,0.0226774,0.0631912,0.0667322,0.0345732,0.04112,0,0.00901258,0,0.0390409,0.0143155,0.0148095,0.0428635,0,0.0217272,0.048705,0.0385542,0,0,0.0196086,0,0,0.0215691,0.0748396,0.0314091,0.0230078,0.0315516,0.0492292,0.0299968,0.0262362,0.0412007,0.063918,0.0533195,0.0255682,0.0335867,0,0.0288921,0.0307365,0.037106,0.0102547,0.00714258,0.0574078,0.04921,0,0,0,0,0,0,0,0,0
206,0,0.0299169,0.0619355,0,0,0,0.0514405,0,0.0154808,0.044725,0,0,0,0,0.017275,0,0.045066,0.0571228,0.0258212,0.0393829,0.0295686,0,0,0.0644149,0.0394698,0.04216,0.0694726,0.0610709,0.0223549,0.0624649,0.065931,0.0338657,0.0406981,0,0.00938021,0,0.0384385,0.0142354,0.0150806,0.040736,0,0.021908,0.0476169,0.0382531,0,0,0.020036,0,0,0.0214201,0.0741033,0.0343381,0.0222433,0.0303757,0.0506747,0.0304823,0.0279032,0.042962,0.066104,0.0550254,0.0241091,0.0362408,0,0.0277099,0.0331723,0.0365212,0.0102645,0.00749229,0.0570977,0.0498441,0,0,0,0,0,0,0,0,0
207,0,0.0301206,0.0614547,0,0,0,0.0514854,0,0.0154208,0.0436501,0,0,0,0,0.0177781,0,0.0454272,0.0572432,0.0251172,0.0398261,0.0294293,0,0,0.0650066,0.0409004,0.0417841,0.0690345,0.0608303,0.0218258,0.0619925,0.0655011,0.033436,0.040289,0,0.00973309,0,0.0378442,0.0140499,0.0155694,0.0403173,0,0,0.0464214,0.0379634,0,0,0.020556,0,0,0.0212332,0.0738258,0.0391674,0.0220469,0.0291541,0.052059,0.0312528,0.0295231,0.0445033,0.0682916,0.0567388,0.0241842,0.0379619,0,0.0275578,0.0322892,0.0357889,0.0102837,0.00801337,0.0566327,0.0505594,0,0,0,0,0,0,0,0,0
208,0,0.0302612,0.0610668,0,0,0,0.0515536,0,0.0155288,0.0431409,0,0,0,0,0.0182786,0,0.0456805,0.0567949,0.0241487,0.0404733,0.0292332,0,0,0.0654584,0.0417112,0.0413341,0.0687075,0.0608811,0.0215461,0.0617691,0.0653718,0.0333509,0.0399237,0,0.0103913,0,0.0373773,0.014008,0.015862,0.0364665,0,0,0.0459595,0.0378709,0,0,0.0211721,0,0,0.0210377,0.0731176,0.0413257,0.0210825,0.0283322,0.0534542,0.0320585,0.0316863,0.046117,0.0702931,0.0586988,0.0248413,0.0377361,0,0.027293,0.0345874,0.0351359,0.010281,0.00851526,0.0562661,0.0509967,0,0,0,0,0,0,0,0,0
209,0,0.03054,0.060858,0,0,0,0.0513908,0,0.0157478,0.0432829,0,0,0,0,0.0187123,0,0.0458287,0.0562179,0.0232737,0.0412618,0.0292785,0,0,0.0658622,0.0421563,0.0409816,0.0684547,0.0610319,0.0213879,0.0618425,0.0655246,0.0335673,0.0397105,0,0.010749,0,0.0370476,0.0139825,0.0160972,0.0309677,0,0,0.0457278,0.0379786,0,0,0.0217113,0,0,0.0210138,0.0724913,0.0430724,0.0197021,0.0282634,0.0548057,0.0328244,0.033459,0.0475837,0.0717765,0.0600083,0.0251727,0.0363612,0,0.0275572,0.0378825,0.034621,0.0104676,0.00902066,0.0559489,0.0514189,0,0,0,0,0,0,0,0,0
210,0,0.0308915,0.0608445,0,0,0,0.0506407,0,0.0160056,0.0442051,0,0,0,0,0.0189942,0,0.0457755,0.0557087,0.0227384,0.0421414,0.0293839,0,0,0.0659567,0.0421896,0.0406457,0.0681119,0.0610184,0.0212008,0.0620008,0.0657934,0.0338527,0.0396618,0,0.0103377,0,0.0368591,0.0139392,0.0161708,0.0259329,0,0,0.0455016,0.0382463,0,0,0.0220691,0,0,0.0209278,0.0718876,0.0468239,0.0189981,0.0304954,0.0559372,0.0333788,0.034675,0.0479749,0.0720408,0.0604255,0.0210718,0,0,0.0260748,0.0431384,0.0343317,0.0107032,0.00919358,0.0556646,0.0515021,0,0,0,0,0,0,0,0,0
211,0,0.0312507,0.0608844,0,0,0,0.0498855,0,0.0163474,0.0455514,0,0,0,0,0.0191981,0,0.045596,0.0555421,0.022346,0.0428956,0.0296012,0,0,0.0659723,0.042295,0.0399862,0.0673656,0.0606277,0.0209979,0.0621596,0.0661172,0.0341319,0.0396385,0,0.00999318,0,0.0367658,0.0138615,0.0161984,0.0223386,0,0,0.0454972,0.038488,0,0,0.022255,0,0,0.0208884,0.0717968,0.048655,0.0182179,0.030895,0.0565428,0.0336452,0.0350269,0.0484512,0.0722156,0.0602817,0.0218726,0,0.0118837,0.0268316,0.049769,0.0341922,0.0110601,0.00887499,0.0552952,0.0516388,0,0,0,0,0,0,0,0,0
212,0,0.0314407,0.0609593,0,0,0,0.049436,0,0.0165468,0.0468557,0,0,0,0,0.019252,0,0.0453238,0.0555391,0.0219905,0.043195,0.0298397,0,0,0.0659245,0.0422045,0.0393312,0.0666326,0.0601484,0.0208144,0.0622314,0.0663167,0.0342361,0.0395585,0,0.0101031,0,0.0368099,0.0137852,0.0161121,0.0219545,0,0,0.0454383,0.0388208,0,0,0.0221884,0,0,0.0211234,0.0717138,0.0496611,0.0177661,0.0308148,0.0566382,0.0336676,0.0350252,0.049014,0.0725366,0.0601334,0.0223399,0,0.0105441,0.0269232,0.051144,0.0341988,0.0113721,0.00856024,0.054993,0.0518716,0,0,0,0,0,0,0,0,0
213,0,0.0315074,0.0610884,0,0,0,0.0496529,0,0.0166603,0.0473009,0,0,0,0,0.0190751,0,0.044897,0.0559885,0.0216907,0.0427897,0.0300192,0,0,0.0656808,0.0416925,0.0387524,0.0660883,0.0596978,0.0207026,0.0622855,0.0664096,0.0341509,0.0395268,0,0.0109926,0,0.036972,0.0137661,0.0158312,0,0,0,0.0460492,0.0392141,0,0,0.0216569,0,0,0.020978,0.0715844,0.0513093,0.0181924,0.0329131,0.0562511,0.0332513,0.0353271,0.0477045,0.0717187,0.0599788,0.0197451,0,0.0114402,0.0237213,0.0490436,0.034582,0.0112719,0.00825212,0.0550562,0.0517125,0,0,0,0,0,0,0,0,0
214,0,0.0316716,0.0610708,0,0,0,0.0496082,0,0.0169127,0.0485304,0,0,0,0,0.0187288,0,0.0446492,0.0557196,0.0214612,0.04294,0.0297473,0,0,0.0653598,0.0413037,0.0380209,0.0654679,0.0594402,0.0208796,0.062179,0.0664361,0.0343553,0.0392733,0,0.0116458,0,0.0370305,0.0133552,0.0162593,0,0,0,0.0456205,0.0395565,0,0,0.0214709,0,0,0.0212058,0.0720497,0.0503329,0.0176606,0.03373,0.0557151,0.0330732,0.0353725,0.0481494,0.0720366,0.0599902,0.020205,0,0.0111798,0.0239454,0.0475684,0.0348537,0.0105104,0.00882107,0.055202,0.0518048,0,0,0,0,0,0,0,0,0
215,0,0.0318348,0.0611034,0,0,0,0.0500286,0,0.0169996,0.0495797,0,0,0,0,0.0185646,0,0.0443795,0.0554511,0.0213123,0.0428635,0.0296198,0,0,0.0647917,0.0409395,0.0373991,0.0649367,0.0592015,0.0211213,0.0621034,0.0664652,0.0344662,0.0391634,0,0.0128255,0,0.0369614,0.0132814,0.0161356,0,0,0,0.0450121,0.0396654,0,0,0.0213845,0,0,0.0216475,0.0726975,0.0493117,0.0169205,0.0347342,0.0552744,0.0328548,0.0353889,0.0486565,0.0723693,0.0599332,0.0209207,0,0.010586,0.0243516,0.0460168,0.0350949,0.0104163,0.00894331,0.0554663,0.0517682,0,0,0,0,0,0,0,0,0
216,0,0.0319534,0.0611676,0,0,0,0.0507375,0,0.0172627,0.0504764,0,0,0,0,0.0184254,0,0.0442436,0.055275,0.0210089,0.0428281,0.0293924,0,0,0.0641485,0.0407033,0.0367813,0.0642585,0.0589834,0.0214944,0.0620844,0.0665375,0.0345544,0.0390367,0,0.0142371,0,0.0368048,0.0131781,0.0161044,0,0,0,0.044526,0.0397496,0,0,0.0212875,0,0,0.0218958,0.0736187,0.0464625,0.0164255,0.0359165,0.0547915,0.0326855,0.0354054,0.0485989,0.0720986,0.0595763,0.0217562,0.016255,0.0075737,0.0263121,0.04837,0.0352717,0.0106547,0.00893366,0.0556872,0.051769,0,0,0,0,0,0,0,0,0
