Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,x74,x76,x77,x78,LBL,x75
149,0.0290592,0.0636357,0,0,0,0.0399058,0,0.0201211,0.0458103,0,0,0,0.0196571,0,0,0.0419895,0.0592636,0.0410137,0.0410371,0.0218958,0,0,0.0657685,0.0325163,0.0547752,0.0788822,0.0686245,0.0367511,0.0670433,0.0707314,0.0418754,0.0439982,0,0.02225,0,0.0379904,0.0136733,0.0132551,0.0287395,0,0.0309517,0.0581816,0.0427181,0,0,0.0221663,0,0,0.0220839,0.0753771,0.00686689,0.0267605,0.0308606,0.0510301,0.0351528,0.0347446,0.0359945,0.0632215,0.0601785,0.0333708,0.0275038,0.0150224,0.0414268,0.00885973,0.0338576,0.0102015,0.0112595,0.059979,0.0431551,0,0,0,0,0,0,0,0,0,0
150,0.0291872,0.0636919,0,0,0,0.045247,0,0.0199862,0.0458416,0,0,0,0.0193864,0,0,0.0420736,0.0599152,0.0386557,0.0400139,0.0217893,0,0,0.0650975,0.0322408,0.053331,0.078808,0.0675419,0.0352849,0.067264,0.070436,0.0417593,0.0444063,0,0.0131467,0,0.0381408,0.0134397,0.0137655,0.0292057,0,0.0310363,0.0574217,0.0428551,0,0,0.0221092,0,0,0.0221353,0.0758542,0.00652115,0.0268926,0.0311287,0.0510023,0.0353024,0.0344649,0.0356324,0.0627727,0.0598223,0.0337914,0.0274161,0.0146826,0.0416053,0.00859041,0.0338711,0.0102239,0.0114092,0.0600317,0.043215,0,0,0,0,0,0,0,0,0,0
151,0.0294164,0.0639619,0,0,0,0.0344977,0,0.0243905,0.0487023,0,0,0,0.0194577,0,0,0.0419688,0.0578806,0.0427889,0.041761,0.0273397,0,0,0.065061,0.0316656,0.0527994,0.0733399,0.0675978,0.0371109,0.064323,0.069155,0.0417843,0.040232,0,0.0251441,0,0.0385088,0.0136676,0.0133208,0.0302884,0,0.0313237,0.0566205,0.0430554,0,0,0.021609,0,0,0.0219482,0.0768301,0.00631416,0.026743,0.031644,0.0506913,0.0344874,0.03471,0.0351047,0.062319,0.0597794,0.034126,0.0272311,0.0145608,0.0417231,0.00800874,0.0345131,0.010077,0.0109415,0.0603769,0.0427324,0,0,0,0,0,0,0,0,0,0
152,0.0295531,0.0641139,0,0,0,0.0319747,0,0.0258658,0.049339,0,0,0,0.0194148,0,0,0.0419956,0.057799,0.043748,0.0414958,0.0300781,0,0,0.0645857,0.031287,0.0517211,0.0708393,0.0669545,0.0362438,0.0627444,0.067835,0.0411637,0.0384389,0,0.0273821,0,0.0386784,0.0136963,0.0133406,0.0309604,0,0.0315721,0.0562233,0.0431872,0,0,0.0214347,0,0,0.0219031,0.0772417,0.00628269,0.0268236,0.0320551,0.0505795,0.0343271,0.0345812,0.0346697,0.061843,0.0595534,0.0342251,0.0272992,0.0145152,0.0417551,0.00776238,0.0347697,0.010083,0.0108157,0.0605055,0.0426975,0,0,0,0,0,0,0,0,0,0
153,0.0295195,0.0644988,0,0,0,0.0331549,0,0.0253584,0.050082,0,0,0,0.0186965,0,0,0.0428217,0.057489,0.0462185,0.0411044,0.0276775,0,0,0.0637761,0.0311994,0.0495903,0.0692486,0.0662483,0.0342312,0.0628951,0.0680407,0.0408655,0.0383426,0,0.0273055,0,0.0385603,0.0130723,0.0126363,0.0286505,0,0.0309535,0.0560971,0.0429096,0,0,0.0215522,0,0,0.0217994,0.0778009,0.00679829,0.0264238,0.033106,0.0494068,0.0342557,0.0347159,0.0334904,0.0609172,0.0593752,0.0350098,0.0265593,0.0141382,0.0421501,0.00885946,0.0347787,0.0100411,0.0107986,0.0610368,0.0426065,0,0,0,0,0,0,0,0,0,0
154,0.029515,0.0648016,0,0,0,0.0348063,0,0.0243062,0.0504784,0,0,0,0.018323,0,0,0.0432854,0.057217,0.0471872,0.0407788,0.0261549,0,0,0.0631112,0.0311627,0.0475757,0.0680937,0.0659155,0.032885,0.0638429,0.0690727,0.0412325,0.038832,0,0.0275749,0,0.0385158,0.0126512,0.0122314,0.029165,0,0.030737,0.0561585,0.0428167,0,0,0.021437,0,0,0.0218971,0.0778821,0.00701382,0.0265325,0.0333408,0.048574,0.0341245,0.0345295,0.0331273,0.0605109,0.0590986,0.0351122,0.0271147,0.0141452,0.0421598,0.00866014,0.0348473,0.0098541,0.0107708,0.061401,0.0425207,0,0,0,0,0,0,0,0,0,0
155,0.0293767,0.0652841,0,0,0,0.036184,0,0.0233526,0.0485169,0,0,0,0.0196891,0,0,0.0431016,0.056949,0.046461,0.0408331,0.0260299,0,0,0.0646699,0.0320632,0.0479754,0.068578,0.0660228,0.0322456,0.0642122,0.0695893,0.0414999,0.0388344,0,0.0269764,0,0.0379994,0.0172345,0.00622452,0.0323579,0,0.0289036,0.0530636,0.0419979,0,0,0.020169,0,0,0.0225891,0.078397,0.0142723,0.0257349,0.0381906,0.0484898,0.0333792,0.0319694,0.0326511,0.0576722,0.0565745,0.0386581,0.0259948,0.0156801,0,0.0086448,0.0354166,0.010153,0.0118344,0.0613844,0.0431236,0,0,0,0,0,0,0,0,0,0
156,0.0294854,0.0652838,0,0,0,0.0367163,0,0.0236511,0.0502296,0,0,0,0.0202555,0,0,0.0429517,0.0567506,0.0468826,0.0406875,0.0260599,0,0,0.0630644,0.0316581,0.0463095,0.0671745,0.0658068,0.032213,0.0646108,0.0699307,0.0417882,0.0392321,0,0.0267651,0,0.0381651,0.0154071,0.00688501,0.0321446,0,0.029268,0.055551,0.0423846,0,0,0.0200806,0,0,0.0224236,0.077867,0.00847943,0.0261847,0.0341279,0.0478544,0.0335658,0.0338056,0.0328367,0.0597793,0.0583913,0.0352538,0.026763,0.0150917,0.0449707,0.00734229,0.0355047,0.00982443,0.0118286,0.0616879,0.0427441,0,0,0,0,0,0,0,0,0,0
157,0.0295984,0.065222,0,0,0,0.0364322,0,0.023866,0.0500882,0,0,0,0.0198804,0,0,0.0429885,0.0567343,0.0459871,0.040751,0.0268157,0,0,0.0628872,0.0315837,0.0464949,0.0668298,0.0656327,0.0324157,0.064245,0.06955,0.0416976,0.0389805,0,0.0256644,0,0.038316,0.0147462,0.00814484,0.0316674,0,0.0290137,0.0559128,0.0424367,0,0,0.0201542,0,0,0.0222051,0.0778986,0.00883159,0.0261068,0.0335039,0.0477271,0.0335109,0.0338984,0.0325887,0.0598345,0.0584398,0.0351137,0.0264494,0.0155046,0.0446859,0.00809689,0.0355055,0.00978011,0.0114538,0.0616313,0.0428664,0,0,0,0,0,0,0,0,0,0
158,0.0297987,0.0651324,0,0,0,0.0351208,0,0.0244693,0.0495753,0,0,0,0.0196287,0,0,0.0428432,0.0567356,0.0443951,0.0409648,0.0282138,0,0,0.0631436,0.0314854,0.0475613,0.06701,0.0655914,0.0328469,0.063352,0.0685763,0.0412783,0.0384423,0,0.0244387,0,0.0385364,0.0145357,0.00940598,0.0318732,0,0.0283147,0.055896,0.0425472,0,0,0.0200642,0,0,0.02198,0.0777939,0.00993139,0.0257431,0.0336619,0.0479214,0.0333292,0.0338928,0.0325724,0.0598111,0.0584179,0.0344535,0.0260633,0.0153959,0.0433092,0.0088175,0.03559,0.00980022,0.0111006,0.0614528,0.0430184,0,0,0,0,0,0,0,0,0,0
159,0.0301681,0.0647557,0,0,0,0.0357,0,0.023572,0.0485342,0,0,0,0.0188978,0,0,0.042291,0.0567687,0.0459049,0.0413162,0.0320383,0,0,0.0639097,0.0308383,0.0498377,0.0679093,0.0659486,0.0339847,0.0611266,0.0673328,0.0394535,0.0347609,0,0.025685,0,0.0392426,0.0136583,0.0139229,0.0369557,0,0.0279045,0.0554734,0.0431884,0,0,0.0202435,0,0,0.0217537,0.077038,0.0106733,0.0258367,0.0337557,0.0490658,0.0329952,0.0332983,0.0339901,0.0602271,0.0582339,0.0324743,0.0276464,0.0151949,0.0403075,0.0102222,0.0358069,0.00981688,0.0101572,0.0608102,0.0431607,0,0,0,0,0,0,0,0,0,0
160,0.030232,0.0647882,0,0,0,0.031179,0,0.0268292,0.0484662,0,0,0,0.0197311,0,0,0.042017,0.056331,0.0423377,0.0420829,0.0318372,0,0,0.0638978,0.0314307,0.0503846,0.0685178,0.0662929,0.0342854,0.0620653,0.0667111,0.0408048,0.03808,0,0.0234584,0,0.0389705,0.0144908,0.0119628,0.0361335,0,0.0274161,0.0556106,0.0429737,0,0,0.0199387,0,0,0.0219743,0.077127,0.0113072,0.0254846,0.033427,0.048869,0.0328889,0.0334398,0.0339255,0.0603547,0.058359,0.0317705,0.0274006,0.0148715,0.0392552,0.0109099,0.0359454,0.00993307,0.0104599,0.0608861,0.0431033,0,0,0,0,0,0,0,0,0,0
161,0.0302953,0.0647428,0,0,0,0.0335968,0,0.0261768,0.0477646,0,0,0,0.0187242,0,0,0.0423385,0.055638,0.0409704,0.0424039,0.0287277,0,0,0.0642022,0.0314145,0.0508914,0.0701574,0.0664856,0.0341048,0.0632125,0.0673972,0.0409592,0.0395253,0,0.0187656,0,0.0391989,0.0134252,0.0141819,0.0367398,0,0.0263078,0.055171,0.04303,0,0,0.0202055,0,0,0.0217599,0.0769306,0.012823,0.0253391,0.0338416,0.0487294,0.0327044,0.0330047,0.0343655,0.0602647,0.0580386,0.031262,0.0274791,0.014784,0.038795,0.0117395,0.0359638,0.00981175,0.010043,0.0608592,0.0430056,0,0,0,0,0,0,0,0,0,0
162,0.030289,0.0648269,0,0,0,0.0319624,0,0.0264534,0.0477066,0,0,0,0.0189761,0,0,0.0424477,0.0551281,0.0403082,0.0431392,0.0279268,0,0,0.0643302,0.031687,0.0510291,0.0705739,0.0665669,0.0339234,0.0634858,0.0675628,0.0407257,0.0399425,0,0.0187615,0,0.0391634,0.0139044,0.0135223,0.0367675,0,0.0254664,0.0549356,0.0429126,0,0,0.020076,0,0,0.0217865,0.0770251,0.0138417,0.025265,0.0337248,0.0484882,0.0325336,0.0329216,0.0345238,0.0604084,0.0579446,0.0307071,0.0274153,0.0147417,0.0381436,0.0126851,0.0360527,0.00982373,0.0100288,0.0609403,0.0430723,0,0,0,0,0,0,0,0,0,0
163,0.0302104,0.0648439,0,0,0,0.0408845,0,0.0229879,0.0461408,0,0,0,0.0189191,0,0,0.0426053,0.0558046,0.0347419,0.0419135,0.0228926,0,0,0.0642474,0.0318626,0.0498852,0.0733366,0.0658174,0.0313491,0.0652178,0.068422,0.0399525,0.0424278,0,0.00767101,0,0.0391138,0.0138506,0.0137592,0.0367188,0,0.0244088,0.0544011,0.042782,0,0,0.0201779,0,0,0.021808,0.0766954,0.0149163,0.0251044,0.0340705,0.0482747,0.032806,0.032284,0.0347802,0.0602588,0.0573667,0.0302255,0.0276104,0.0146759,0.0373961,0.0136271,0.0359137,0.00988934,0.0101565,0.0608925,0.0434756,0,0,0,0,0,0,0,0,0,0
