Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,RTIBA
279,0,0,0,0,0.0591695,0.055247,0,0,0,0.0255702,0,0.0152042,0.053526,0,0,0.0199323,0,0,0.0390746,0.0667106,0.0359936,0.0326992,0.0241095,0.0700294,0.0419473,0.0534426,0.0728986,0.0510814,0.0178521,0.0579347,0.0592357,0.030308,0.0399236,0.0343603,0.0353015,0.0143485,0.0148594,0.0126728,0,0.0255885,0,0.0351716,0,0,0.024235,0,0,0.022433,0.0729856,0.0197347,0.0257334,0.0231926,0.0610164,0.0330696,0.0706192,0.0852274,0.05152,0.0238185,0.0209023,0,0.0313261,0.0378056,0.0378176,0.00498565,0.00744723,0.0568695,0.076883,0,0,0,0,0
280,0,0,0,0,0.059132,0.0551967,0,0,0,0.0257321,0,0.0151502,0.0534506,0,0,0.0199591,0,0,0.0390852,0.0665852,0.0357773,0.0327431,0.0240402,0.0699879,0.0418601,0.0535434,0.073044,0.0511248,0.0179611,0.0578997,0.0592702,0.0303173,0.0398103,0.0339025,0.0353056,0.0143687,0.0148586,0.0128373,0,0.025502,0,0.0352006,0,0,0.0242608,0,0,0.0223905,0.072872,0.0197305,0.025701,0.022912,0.0609967,0.0331778,0.0707162,0.0853685,0.0515861,0.0239002,0.0207264,0,0.0314517,0.0373148,0.0377806,0.00503323,0.00755576,0.0566285,0.0768181,0,0,0,0,0
281,0,0,0,0,0.0591074,0.0551685,0,0,0,0.0259751,0,0.0150852,0.0534193,0,0,0.020162,0,0,0.0390068,0.0666033,0.0354226,0.0328668,0.0240013,0.0699989,0.0420909,0.0534889,0.0730722,0.0511356,0.0181057,0.0578929,0.0593527,0.0303608,0.0397083,0.0331655,0.0352641,0.0146613,0.0145801,0.0118328,0,0.026361,0,0.0351561,0,0,0.0241912,0,0,0.0223811,0.0734517,0.0171352,0.0253333,0.0219207,0.0608133,0.0332433,0.0710433,0.0842673,0.0499047,0.0254999,0,0,0.0335686,0.0383783,0.0377525,0.00504533,0.00763506,0.0563441,0.0769,0,0,0,0,0
282,0,0,0,0,0.0590376,0.0551576,0,0,0,0.0261879,0,0.0150473,0.0532724,0,0,0.0200889,0,0,0.0390178,0.0663654,0.0352241,0.0327518,0.0237573,0.0697583,0.0420333,0.0538324,0.073257,0.0512528,0.0181421,0.0577615,0.0592899,0.0302964,0.0395338,0.0326954,0.035261,0.0146055,0.0146332,0.0134562,0,0.0254041,0,0.0352405,0,0,0.0240066,0,0,0.0223635,0.0727064,0.0199304,0.0255498,0.0224424,0.0609346,0.0334915,0.0708082,0.0854859,0.0515393,0.024478,0.0207385,0,0.0315601,0.036617,0.0376364,0.0050835,0.00777385,0.0561349,0.0766248,0,0,0,0,0
283,0,0,0,0,0.0589984,0.0551106,0,0,0,0.0264652,0,0.0149776,0.0530698,0,0,0.0200392,0,0,0.0390506,0.0662337,0.0349276,0.0327388,0.0236809,0.0697004,0.0421325,0.053698,0.0733859,0.0513013,0.0182093,0.0576747,0.0592584,0.030266,0.0393853,0.0319958,0.0352695,0.0145501,0.0146922,0.0137206,0,0.0254071,0,0.0352873,0,0,0.0239709,0,0,0.0223644,0.0726631,0.0200504,0.0253735,0.0222102,0.0609116,0.0336008,0.0708392,0.0855152,0.0514224,0.0246863,0.0207183,0,0.0315228,0.0363001,0.0376229,0.0051087,0.00786052,0.0558454,0.076456,0,0,0,0,0
284,0,0,0,0,0.0589429,0.0551008,0,0,0,0.0267755,0,0.0149113,0.0528964,0,0,0.0200098,0,0,0.0391039,0.0661303,0.0346462,0.0327399,0.023646,0.0696658,0.042162,0.0535239,0.0735202,0.0513555,0.0183333,0.0575527,0.0591902,0.0301959,0.0392098,0.0312204,0.0352833,0.0145264,0.0147556,0.0138379,0,0.0253634,0,0.0352997,0,0,0.0239865,0,0,0.022467,0.0726496,0.0201172,0.0252067,0.0219403,0.0608625,0.0336891,0.0708423,0.0855502,0.0512734,0.0248375,0.0206892,0,0.0315367,0.0359709,0.037596,0.00511412,0.00793269,0.0556025,0.076382,0,0,0,0,0
285,0,0,0,0,0.0588968,0.0550633,0,0,0,0.0271044,0,0.0148392,0.0527791,0,0,0.020003,0,0,0.0391484,0.0660274,0.0343684,0.0327191,0.023624,0.069637,0.0422376,0.0535515,0.073629,0.0514028,0.0184411,0.0574301,0.0591269,0.0300876,0.0390595,0.0304154,0.0352846,0.0145183,0.0148134,0.0140521,0,0.0253554,0,0.0352871,0,0,0.0239214,0,0,0.0224086,0.0726379,0.0201383,0.0250729,0.0217045,0.0608528,0.0337326,0.0707975,0.0856041,0.0512199,0.0249619,0.0206944,0,0.0315696,0.0355613,0.0375368,0.00510544,0.00800832,0.0553878,0.0764348,0,0,0,0,0
286,0,0,0,0,0.0589116,0.0550169,0,0,0,0.0274938,0,0.0147332,0.0526866,0,0,0.0199969,0,0,0.0392002,0.0658988,0.0340901,0.0326535,0.0236303,0.0696286,0.0423367,0.0535257,0.0737277,0.0514341,0.0185028,0.0573246,0.0590979,0.0300102,0.0389423,0.0295386,0.0352997,0.0145242,0.0148429,0.0143587,0,0.0253549,0,0.0353081,0,0,0.0238425,0,0,0.0222394,0.0725872,0.020146,0.0249889,0.0214677,0.0608692,0.0337681,0.0707436,0.0856592,0.0514313,0.0250857,0.0207274,0,0.0316678,0.0350904,0.0374455,0.00507603,0.00807229,0.0552243,0.0764021,0,0,0,0,0
287,0,0,0,0,0.058889,0.054989,0,0,0,0.027963,0,0.0146148,0.0525735,0,0,0.0199886,0,0,0.0392443,0.0657404,0.0338149,0.0325977,0.0236678,0.0696324,0.0423876,0.0533228,0.0738846,0.0514952,0.0185622,0.0572079,0.059066,0.029959,0.0387869,0.0285729,0.0353145,0.0145601,0.0148584,0.0146886,0,0.0253858,0,0.0353991,0,0,0.0238945,0,0,0.0221575,0.072545,0.0201709,0.0249593,0.0212817,0.0608823,0.0337912,0.0706759,0.0856994,0.0515779,0.0251728,0.0207874,0,0.031754,0.034626,0.0373963,0.0050708,0.00813737,0.0551009,0.076228,0,0,0,0,0
288,0,0,0,0,0.0588547,0.0549721,0,0,0,0.0285145,0,0.0144975,0.0524435,0,0,0.0200009,0,0,0.0393185,0.0655633,0.0335293,0.0325301,0.0237071,0.0696135,0.042425,0.0532507,0.0740481,0.0515724,0.0186061,0.05706,0.0590219,0.0298591,0.0386553,0.0275285,0.0353242,0.014582,0.0148828,0.0149948,0,0.0253559,0,0.0354553,0,0,0.0238901,0,0,0.0222462,0.0724805,0.0202203,0.0248751,0.0210907,0.060869,0.0339025,0.0706591,0.0857519,0.0516333,0.0252102,0.0208456,0,0.0318533,0.0342162,0.0373241,0.00508662,0.00821065,0.0549137,0.0761036,0,0,0,0,0
289,0,0,0,0,0.0588482,0.0549168,0,0,0,0.0291023,0,0.0143707,0.0523084,0,0,0.0200072,0,0,0.0393787,0.0653922,0.0332638,0.0324911,0.0237522,0.0696085,0.0425426,0.0531409,0.0742553,0.0516476,0.0186477,0.0569253,0.0589539,0.0297201,0.0385419,0.0264148,0.0353428,0.014602,0.0149114,0.0151908,0,0.0250599,0,0.0355142,0,0,0.0238904,0,0,0.0223627,0.0724051,0.0202522,0.0247523,0.0208648,0.0608638,0.0339823,0.0706561,0.0857898,0.0516823,0.0252448,0.020859,0,0.0319548,0.0338577,0.0372838,0.00512311,0.00827936,0.0547856,0.0760389,0,0,0,0,0
290,0,0,0,0,0.0588257,0.0548196,0,0,0,0.0297356,0,0.0142501,0.052159,0,0,0.0200049,0,0,0.0394105,0.0652534,0.033017,0.032484,0.0238105,0.0696201,0.0426982,0.0530523,0.0744872,0.0517081,0.0187141,0.0568083,0.05888,0.029619,0.0384241,0.0252763,0.0353603,0.0146352,0.0149304,0.0151175,0,0.0240615,0,0.0355816,0,0,0.0239199,0,0,0.0223068,0.0723463,0.0202009,0.0246374,0.0206428,0.0608465,0.0340229,0.0706247,0.0858069,0.051728,0.0253365,0.0208652,0,0.0321045,0.0336056,0.0372661,0.0051369,0.00835961,0.0547471,0.0759817,0,0,0,0,0
291,0,0,0,0,0.0588442,0.0546905,0,0,0,0.0305168,0,0.0140822,0.0517923,0,0,0.0200155,0,0,0.0395144,0.0653131,0.032648,0.0327612,0.0241723,0.0699142,0.0432173,0.052844,0.0745603,0.0515563,0.0187334,0.0568776,0.0590011,0.0296546,0.0384224,0.0239991,0.0354292,0.0146339,0.0150904,0.0111336,0,0.0240799,0,0.0355241,0,0,0.0239687,0,0,0.0221736,0.0734905,0.0164902,0.0232556,0.0205516,0.0604906,0.0338813,0.0704704,0.0838828,0.0495355,0.0274757,0.0240409,0,0,0.0363783,0.0373446,0.00511635,0.0082813,0.0543422,0.0762942,0,0,0,0,0
292,0,0,0,0,0.0586817,0.0546999,0,0,0,0.0310019,0,0.014065,0.0519934,0,0,0.020016,0,0,0.0395013,0.0649694,0.0324296,0.0324466,0.0238662,0.0695072,0.0429489,0.0530023,0.0749607,0.0518044,0.018889,0.0565517,0.0587624,0.0294265,0.0381201,0.0229977,0.0353748,0.0147276,0.0149525,0.0156603,0,0.0239377,0,0.0355851,0,0,0.0240464,0,0,0.021954,0.0723027,0.0204736,0.0243307,0.0202263,0.0608039,0.03414,0.0705247,0.0858791,0.0518043,0.0255408,0.0210518,0,0.032125,0.0331078,0.0372261,0.00509555,0.0083503,0.0545596,0.075746,0,0,0,0,0
293,0,0,0,0,0.0586449,0.0546216,0,0,0,0.0316454,0,0.0139752,0.0518311,0,0,0.0199965,0,0,0.0395538,0.0647688,0.0321478,0.0323838,0.023853,0.0694804,0.043041,0.0530137,0.0751078,0.0518042,0.0190003,0.0563957,0.0587076,0.0293394,0.0379608,0.0219965,0.0353929,0.0147109,0.015009,0.016457,0,0.0248611,0,0.0356356,0,0,0.023832,0,0,0.022208,0.0722694,0.0207756,0.0241256,0.0200241,0.060843,0.0341774,0.0704314,0.0859373,0.0518922,0.0256572,0.0213941,0,0.0320328,0.0327821,0.0371829,0.00515528,0.00848021,0.0546411,0.0756406,0,0,0,0,0
294,0,0,0,0,0.0586057,0.0545885,0,0,0,0.0322436,0,0.0139359,0.0517708,0,0,0.0200012,0,0,0.0396115,0.0645514,0.0318401,0.0323661,0.0237597,0.0694673,0.0431759,0.0530725,0.0752228,0.0518475,0.0191612,0.0562503,0.0586741,0.0292771,0.0377756,0.0209759,0.035412,0.014727,0.0150638,0.0166717,0,0.0249713,0,0.035606,0,0,0.023931,0,0,0.0221024,0.0722362,0.0209478,0.0239577,0.0197241,0.0608248,0.0341527,0.0704062,0.0859872,0.0519486,0.0258538,0.021519,0,0.0321049,0.0325016,0.0371557,0.00513763,0.00852812,0.054592,0.0755396,0,0,0,0,0
295,0,0,0,0,0.0586352,0.054577,0,0,0,0.0329704,0,0.0138784,0.0515722,0,0,0.0200484,0,0,0.0396986,0.0644864,0.0314122,0.0326701,0.0239431,0.0697641,0.0437188,0.0529385,0.0752127,0.0517059,0.0192992,0.056332,0.0588643,0.0293586,0.0377336,0.0198669,0.0354901,0.0147363,0.0152182,0.012938,0,0.0261267,0,0.0354602,0,0,0.0240671,0,0,0.0219546,0.0733735,0.017614,0.0225658,0.0196354,0.0604495,0.0339776,0.0703038,0.0840997,0.0497746,0.0281299,0.0244195,0,0,0.0351321,0.0372025,0.00511686,0.00844384,0.054225,0.0758308,0,0,0,0,0
296,0,0,0,0,0.0584464,0.0546892,0,0,0,0.0334599,0,0.0139494,0.0518671,0,0,0.0200703,0,0,0.0396648,0.0641503,0.0312256,0.0323286,0.0235076,0.06935,0.043467,0.0530672,0.0754504,0.0519583,0.0195409,0.0560619,0.0586742,0.0292237,0.0374837,0.01899,0.0354755,0.0148881,0.0150401,0.0169448,0,0.0248383,0,0.0354313,0,0,0.024197,0,0,0.02177,0.0721415,0.0211133,0.0237975,0.019155,0.0607092,0.0341611,0.0704518,0.086102,0.051918,0.0262861,0.0209705,0,0.0321987,0.031954,0.0370997,0.00510023,0.00853481,0.0546247,0.075254,0,0,0,0,0
297,0,0,0,0,0.0583779,0.0547415,0,0,0,0.0340999,0,0.0139509,0.0518303,0,0,0.0200915,0,0,0.0396904,0.0639916,0.0309135,0.0323102,0.0233954,0.0692702,0.0436527,0.0529624,0.0754415,0.0519742,0.0197502,0.056024,0.0587022,0.0292645,0.0373574,0.0180471,0.0355137,0.0149242,0.0150562,0.0171574,0,0.0244524,0,0.0353071,0,0,0.024194,0,0,0.0217064,0.0720902,0.0211807,0.0236906,0.019007,0.0606587,0.0341674,0.0704188,0.0861464,0.0519106,0.0264137,0.0208685,0,0.032287,0.0316632,0.0371089,0.00509937,0.00855719,0.0547248,0.0751201,0,0,0,0,0
298,0,0,0,0,0.0583331,0.0547675,0,0,0,0.0347453,0,0.0139572,0.0517801,0,0,0.0201068,0,0,0.0397559,0.0638293,0.0305519,0.0322878,0.0232542,0.0691944,0.0438426,0.052843,0.0754177,0.0519843,0.0199616,0.0559869,0.0587413,0.0292913,0.037209,0.0171289,0.0354779,0.0148854,0.015162,0.017272,0,0.0235426,0,0.0351889,0,0,0.0241004,0,0,0.0219103,0.0720493,0.0212129,0.0235891,0.0188652,0.0606375,0.0341321,0.070385,0.0861717,0.0519153,0.026546,0.0208947,0,0.0323686,0.0314302,0.0371478,0.00518559,0.00860072,0.0547028,0.0749743,0,0,0,0,0
299,0,0,0,0,0.0582181,0.054862,0,0,0,0.0353564,0,0.014035,0.0518586,0,0,0.0200545,0,0,0.0397349,0.0636341,0.0301759,0.032316,0.0230178,0.0690837,0.0440668,0.0527143,0.0753834,0.0520069,0.0201947,0.0559192,0.0587577,0.0293146,0.0370774,0.0162267,0.0355878,0.0149393,0.0151376,0.0175294,0,0.0231851,0,0.0350422,0,0,0.0243345,0,0,0.0218732,0.0720172,0.0213085,0.0234539,0.0186894,0.060586,0.0342538,0.0703585,0.0861864,0.0519146,0.0267236,0.0209256,0,0.032532,0.0310974,0.0370754,0.0051946,0.00853332,0.0547472,0.0748104,0,0,0,0,0
300,0,0,0,0,0.0580515,0.0549083,0,0,0,0.035871,0,0.0140589,0.051664,0,0,0.0199566,0,0,0.0397239,0.0633721,0.0299074,0.0322066,0.0228709,0.0691713,0.0440837,0.0526817,0.0753311,0.0519597,0.0203298,0.0559403,0.0588331,0.0294029,0.0370506,0.0156191,0.0356963,0.0149306,0.0151299,0.0181616,0,0.0231331,0,0.0349859,0,0,0.024103,0,0,0.0217702,0.0719746,0.0213975,0.0231892,0.0187532,0.0606884,0.0342052,0.0703802,0.0861831,0.0518495,0.0269863,0.0208667,0,0.0326246,0.030463,0.037126,0.00524494,0.00844219,0.0546805,0.0746241,0,0,0,0,0
301,0,0,0,0,0.0579156,0.0547454,0,0,0,0.0334778,0,0.0141877,0.051489,0,0,0.0198216,0,0,0.0395978,0.0605235,0.0300245,0.0309412,0.0239849,0.0703558,0.0430383,0.053518,0.0757322,0.0508799,0.0174515,0.0570871,0.0599285,0.0305524,0.0377117,0.0189412,0.0357755,0.0150517,0.0147513,0.020552,0,0.024142,0.0563427,0.0353613,0,0,0.0237993,0,0,0.0218061,0.0748434,0.0195283,0.018967,0.0221165,0.0622978,0.0339759,0.069331,0.0839341,0.0505401,0.0300213,0.0215247,0,0.0330033,0.0266498,0.037259,0.0053832,0.00843488,0.0537956,0.0747206,0,0,0,0,0
302,0,0,0,0,0.0578471,0.0547891,0,0,0,0.0339523,0,0.0142825,0.0515184,0,0,0.0198495,0,0,0.0396317,0.0602907,0.0296701,0.0311407,0.023782,0.0703993,0.0432562,0.0534341,0.0756979,0.0508299,0.0175708,0.0570622,0.0599939,0.0306345,0.0375757,0.0181618,0.0357901,0.0150918,0.0147737,0.0204093,0,0.0245774,0.0573213,0.0353028,0,0,0.0239375,0,0,0.0216795,0.0748943,0.0195729,0.0186093,0.0223225,0.0622495,0.0340682,0.0690847,0.0837962,0.0507442,0.0302008,0.0214303,0,0.0311936,0.026634,0.037207,0.00535422,0.0085199,0.0537832,0.0745519,0,0,0,0,0
303,0,0,0,0,0.0577726,0.0548534,0,0,0,0.0344172,0,0.0144159,0.0516636,0,0,0.0198706,0,0,0.0397026,0.060122,0.0293122,0.031271,0.0235311,0.0704102,0.0434848,0.0533515,0.0755963,0.0507946,0.0177338,0.0569793,0.0599866,0.0306779,0.037398,0.0173613,0.0358004,0.0151226,0.0148113,0.0204142,0,0.0247052,0.0572975,0.0352649,0,0,0.0239423,0,0,0.0216044,0.0748632,0.0196941,0.0185078,0.0221717,0.0622048,0.0342081,0.0689107,0.0837845,0.0509267,0.0302906,0.0214569,0,0.0308597,0.026556,0.0371352,0.00535108,0.00865854,0.0537438,0.0743531,0,0,0,0,0
304,0,0,0,0,0.0577062,0.054916,0,0,0,0.034923,0,0.0145249,0.0518001,0,0,0.0198842,0,0,0.0397505,0.0599641,0.0289674,0.031305,0.0232962,0.0704115,0.0436432,0.0532441,0.0754895,0.0507815,0.0178928,0.0569159,0.0600009,0.030705,0.0372293,0.0165846,0.0358184,0.0151435,0.0148347,0.0205785,0,0.0245675,0.0572454,0.035197,0,0,0.0239175,0,0,0.0216465,0.0747911,0.0197864,0.0184947,0.0217764,0.0621564,0.0343865,0.068785,0.0838383,0.0510692,0.0304034,0.0215419,0,0.0310918,0.0263542,0.0370657,0.00538236,0.00880117,0.0536634,0.0741425,0,0,0,0,0
305,0,0,0,0,0.0576765,0.055002,0,0,0,0.0354423,0,0.0146643,0.0519686,0,0,0.0198683,0,0,0.0397548,0.0598135,0.0286452,0.0313368,0.0230526,0.0703646,0.0437509,0.0531343,0.0754039,0.0507997,0.0180977,0.0569095,0.0600417,0.0307922,0.0371193,0.0158079,0.0358419,0.0151474,0.0148778,0.0207142,0,0.0242184,0.0573328,0.0351146,0,0,0.0238443,0,0,0.0216776,0.0746976,0.0197656,0.018537,0.0212949,0.0620778,0.0345664,0.0687324,0.0838794,0.0511706,0.0305508,0.0213777,0,0.0312801,0.0261238,0.0370214,0.00545155,0.00894395,0.0535686,0.0739151,0,0,0,0,0
306,0,0,0,0,0.0576385,0.0550953,0,0,0,0.0360171,0,0.0148219,0.05211,0,0,0.0198391,0,0,0.0397325,0.0596828,0.0283235,0.0313726,0.0228415,0.0703064,0.0438439,0.0530516,0.0752586,0.0508167,0.0183131,0.056926,0.0601152,0.0309087,0.0370519,0.015044,0.0358697,0.015145,0.0149272,0.0208294,0,0.0237565,0.0573257,0.0350317,0,0,0.0237342,0,0,0.0216536,0.074599,0.0197403,0.0185704,0.0209359,0.061949,0.0347219,0.0686797,0.0838893,0.0512526,0.0307407,0.0213337,0,0.031337,0.0259047,0.0369781,0.00551308,0.00903241,0.0534626,0.0736856,0,0,0,0,0
307,0,0,0,0,0.0575469,0.0551803,0,0,0,0.0366632,0,0.0149798,0.0523176,0,0,0.0198326,0,0,0.0397482,0.0595277,0.028003,0.0313788,0.0225943,0.0702076,0.0438772,0.0529207,0.0750422,0.0507949,0.0185193,0.0569079,0.0602492,0.0310043,0.0369852,0.0142451,0.0358876,0.0151517,0.0149158,0.0213073,0,0.0234793,0.0574339,0.0349664,0,0,0.0235929,0,0,0.0217153,0.0744369,0.0197776,0.0186715,0.0206046,0.0618296,0.034867,0.0687399,0.0839239,0.0513121,0.0310394,0.021459,0,0.0319702,0.0253275,0.0368908,0.00560868,0.0091262,0.053383,0.0734123,0,0,0,0,0
308,0,0,0,0,0.0574296,0.0552487,0,0,0,0.0374314,0,0.01515,0.0525094,0,0,0.0198415,0,0,0.0397739,0.0594063,0.0276606,0.0313861,0.022329,0.0700735,0.0438637,0.052747,0.0748009,0.0507574,0.0187459,0.0568191,0.0603656,0.0310537,0.0369123,0.013371,0.0359148,0.0152005,0.0148596,0.0221354,0,0.0232327,0.0572902,0.0348805,0,0,0.02348,0,0,0.0217198,0.0742705,0.019831,0.0188938,0.0202826,0.0617744,0.0349563,0.0689596,0.08399,0.0513758,0.0313733,0.0217101,0,0.0337632,0.0242949,0.0368454,0.00564308,0.00923939,0.0533248,0.0731112,0,0,0,0,0
309,0,0,0,0,0.0573476,0.0553533,0,0,0,0.0382644,0,0.0153577,0.0525915,0,0,0.0198214,0,0,0.0397934,0.0592785,0.0272857,0.0314585,0.0221083,0.0699647,0.0439256,0.0525937,0.0745074,0.0506783,0.0190383,0.0568004,0.0604286,0.0311316,0.0368773,0.0125375,0.0359667,0.0152386,0.0148143,0.0226527,0,0.0234542,0.0570836,0.0347776,0,0,0.0235332,0,0,0.0218427,0.0743192,0.0197897,0.018949,0.0204114,0.061763,0.034991,0.0689734,0.0839521,0.0513948,0.0315738,0.0217614,0,0.0337432,0.0234887,0.0368335,0.0056271,0.00933661,0.0532912,0.0728299,0,0,0,0,0
310,0,0,0,0,0.0572983,0.0554822,0,0,0,0.0391137,0,0.0156323,0.0526639,0,0,0.0197888,0,0,0.0398086,0.0591291,0.0269021,0.0316083,0.0219095,0.0699179,0.0440565,0.05247,0.0741998,0.0505552,0.0194481,0.0568574,0.0604922,0.0312795,0.0368325,0.0118036,0.036023,0.0152791,0.0147862,0.0228134,0,0.0239607,0.0568353,0.0346583,0,0,0.0236586,0,0,0.0219284,0.0743005,0.0196298,0.0188295,0.0207172,0.0617901,0.0350273,0.0686311,0.0837678,0.051461,0.0316641,0.0216668,0,0.0321453,0.0230969,0.0368135,0.00563853,0.0094294,0.0533054,0.0725734,0,0,0,0,0
311,0,0,0,0,0.057207,0.0556233,0,0,0,0.0399746,0,0.0159557,0.0529168,0,0,0.0197594,0,0,0.0398118,0.0589585,0.0265643,0.031732,0.0216985,0.0698419,0.0440702,0.0523467,0.0738798,0.0504783,0.0199963,0.0568912,0.0605316,0.0314515,0.0367438,0.0111604,0.0360547,0.0153232,0.0147465,0.0233637,0,0.0241317,0.0566712,0.0345506,0,0,0.0234045,0,0,0.0218826,0.0740783,0.0195835,0.0188442,0.0207047,0.0617467,0.0350806,0.0684381,0.0836414,0.0514615,0.0318422,0.0218491,0,0.0321631,0.0225237,0.0367647,0.00571989,0.00956873,0.0533634,0.0722399,0,0,0,0,0
312,0,0,0,0,0.0570238,0.0557578,0,0,0,0.0408463,0,0.0163023,0.0532369,0,0,0.0197369,0,0,0.0397779,0.0588279,0.0262771,0.0317791,0.0215027,0.0697116,0.0440045,0.0521636,0.0734967,0.0504567,0.0205005,0.0568723,0.0605224,0.0315883,0.0366529,0.0106288,0.0360653,0.0153572,0.0146755,0.0243394,0,0.0239458,0.0566183,0.0344474,0,0,0.0231163,0,0,0.0218911,0.0740061,0.0196928,0.0190605,0.0203894,0.0617042,0.0351603,0.0685908,0.0836478,0.0513285,0.0320467,0.0222687,0,0.0339579,0.0216227,0.036732,0.00583371,0.00970958,0.053458,0.0718175,0,0,0,0,0
313,0,0,0,0,0.0568399,0.0558611,0,0,0,0.041665,0,0.016692,0.0534719,0,0,0.0197383,0,0,0.0397853,0.0587506,0.0260398,0.0318703,0.021353,0.0696255,0.0439893,0.0519378,0.0730421,0.0504437,0.0209185,0.0568373,0.0605069,0.0316559,0.0365585,0.0102452,0.0360858,0.0153898,0.014645,0.0251655,0,0.0238421,0.0564714,0.0343178,0,0,0.0229361,0,0,0.0219649,0.07403,0.0197632,0.0192086,0.0203273,0.0616639,0.0352498,0.0687696,0.0835925,0.0512107,0.0321647,0.0222466,0,0.0349621,0.0208057,0.0367135,0.00595234,0.00984124,0.0535089,0.0713815,0,0,0,0,0
314,0,0,0,0,0.056656,0.0559488,0,0,0,0.0424036,0,0.0171657,0.0536199,0,0,0.0197444,0,0,0.0398381,0.0587196,0.0258354,0.0320501,0.0212774,0.0696164,0.0440843,0.0517439,0.0724999,0.0503584,0.0213255,0.056859,0.0605019,0.0317168,0.0364508,0.00997794,0.0360868,0.0154183,0.0146682,0.0256311,0,0.0239722,0.0561388,0.0341223,0,0,0.0228445,0,0,0.0220346,0.0744027,0.0197559,0.0191846,0.0205297,0.0615849,0.035324,0.068717,0.0834652,0.0513876,0.0324418,0.0220553,0,0.0341586,0.020271,0.0367073,0.00608386,0.00997875,0.0535163,0.0709761,0,0,0,0,0
315,0,0,0,0,0.0564662,0.0560152,0,0,0,0.0428657,0,0.0177341,0.0538421,0,0,0.0197654,0,0,0.0399269,0.0586307,0.0256778,0.0323418,0.0212893,0.0696184,0.0441722,0.0515917,0.0718828,0.0502187,0.0217173,0.0568961,0.0604994,0.0318624,0.0363313,0.00975149,0.0361012,0.0154799,0.0146977,0.0258015,0,0.024278,0.0556533,0.0339207,0,0,0.0227675,0,0,0.0220111,0.0748526,0.0196478,0.0189716,0.0209064,0.0614862,0.0354368,0.068453,0.0832683,0.0518543,0.0325144,0.0219322,0,0.0325341,0.0198927,0.0367132,0.00619145,0.0101223,0.0535069,0.0706014,0,0,0,0,0
316,0,0,0,0,0.0562787,0.0560856,0,0,0,0.0426572,0,0.0185949,0.0544499,0,0,0.0197946,0,0,0.03999,0.0584393,0.0257567,0.0327995,0.021474,0.0694971,0.0442028,0.0513743,0.0710639,0.0501006,0.0220263,0.0568449,0.0604054,0.032048,0.0360776,0.00929264,0.0361337,0.0155274,0.0147077,0.0265043,0,0.0243093,0.0554356,0.0337218,0,0,0.0226894,0,0,0.0220496,0.0755074,0.0195988,0.018834,0.0208653,0.0614114,0.0356222,0.0682728,0.0831625,0.0520844,0.0325487,0.0220759,0,0.0325398,0.0190466,0.0367171,0.00626636,0.0103231,0.0535181,0.0701638,0,0,0,0,0
317,0,0,0,0,0.0559573,0.0562198,0,0,0,0.0308251,0,0.021976,0.0565974,0,0,0.0197799,0,0,0.0399621,0.0590407,0.028674,0.0350105,0.0286483,0.0695155,0.0440753,0.0522309,0.0667167,0.0490663,0.0228797,0.0556757,0.0594484,0.0326967,0.0326728,0.0158395,0.0362419,0.015638,0.0145463,0.0277639,0,0.0241534,0.056081,0.0334121,0,0,0.0225372,0,0,0.0220606,0.076165,0.0198171,0.0184098,0.0201922,0.0613042,0.0355936,0.0679802,0.0831557,0.0522164,0.0330687,0.0223667,0,0.0340351,0.0177432,0.0369007,0.00633544,0.0103204,0.0535686,0.0695282,0,0,0,0,0
318,0,0,0,0,0.055802,0.0563622,0,0,0,0.0309222,0,0.0223819,0.0568147,0,0,0.0198196,0,0,0.0399461,0.0592275,0.0293068,0.0349791,0.0296064,0.0693007,0.044076,0.0521246,0.0660535,0.0489167,0.0230517,0.055491,0.0591578,0.032592,0.0324202,0.0156294,0.0362147,0.0156843,0.0144892,0.0283072,0,0.0242593,0.0560911,0.0333173,0,0,0.0224057,0,0,0.0221267,0.0757935,0.0197981,0.0184994,0.0200347,0.0612366,0.0358541,0.067745,0.0829696,0.0521106,0.0335331,0.0223671,0,0.0351116,0.0173288,0.0368607,0.00637931,0.0105894,0.053565,0.069107,0,0,0,0,0
