Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RASI,RTIBI,
505,0,0,0,0,0.0624499,0.0532499,0,0,0,0.0232029,0,0.0159912,0.0477598,0,0,0.0211002,0,0,0.0378802,0.0667746,0.0379604,0.0308805,0.0251866,0.0623671,0.0379248,0.0530462,0.0729484,0.0523313,0.0140664,0.0584976,0.0590252,0.0304075,0.0412318,0.0427003,0.0349183,0.0136444,0.0139834,0.0119407,0,0.0269497,0.0345054,0,0,0.0219506,0,0,0.023667,0.0751624,0.0213533,0.0203514,0.0273149,0.0514532,0.0330841,0.070965,0.0860883,0.0524606,0.0230407,0.0208309,0.026126,0.0278903,0.0572941,0.041744,0.00786003,0.00811464,0.0450725,0.0852029,0,0,0,0,0,0
506,0,0,0,0,0.0624076,0.0532905,0,0,0,0.0232439,0,0.0159403,0.0477519,0,0,0.0210732,0,0,0.0378359,0.0679025,0.0376598,0.0308375,0.0250669,0.062402,0.0378524,0.0532967,0.0730991,0.0524424,0.0140726,0.0584052,0.0589923,0.0303673,0.0411139,0.0423064,0.0348568,0.0136184,0.0139523,0.0118634,0,0.0268943,0.0345318,0,0,0.0219259,0,0,0.0237289,0.0750651,0.0213588,0.0202514,0.0272084,0.0514066,0.033182,0.0709401,0.086121,0.0524721,0.023214,0.0208211,0.0261581,0.0279289,0.0570581,0.0416673,0.00786152,0.00823927,0.0450243,0.085085,0,0,0,0,0,0
507,0,0,0,0,0.0624081,0.0533363,0,0,0,0.0232662,0,0.0159133,0.0476891,0,0,0.0210557,0,0,0.037813,0.0682972,0.0375022,0.0308386,0.0249638,0.0624174,0.0377903,0.0533715,0.0731932,0.052447,0.0141123,0.0583694,0.0590084,0.0304029,0.0410348,0.0419196,0.0347784,0.0135811,0.0139337,0.011818,0,0.0268037,0.0345394,0,0,0.0219637,0,0,0.0238363,0.0750402,0.0213756,0.0202078,0.0270935,0.0515,0.0332873,0.0709567,0.0861707,0.0525355,0.0233419,0.0208057,0.0262015,0.0280444,0.0568886,0.0415871,0.00785784,0.00835974,0.0448738,0.0849767,0,0,0,0,0,0
508,0,0,0,0,0.0624222,0.053393,0,0,0,0.0232802,0,0.0158784,0.0476742,0,0,0.0210702,0,0,0.0377526,0.068143,0.0373336,0.0308921,0.0248776,0.0624471,0.037723,0.0533226,0.0732578,0.0524008,0.0141564,0.0583408,0.0590466,0.0303795,0.0409299,0.0415536,0.0347238,0.0135659,0.0138967,0.0117471,0,0.0267742,0.0345839,0,0,0.0217967,0,0,0.0238332,0.0749922,0.0213387,0.0201747,0.026967,0.0515037,0.0333468,0.0709541,0.086175,0.0526044,0.0231115,0.0208398,0.0262479,0.0281003,0.0567589,0.0414943,0.00785963,0.00849925,0.044785,0.0848919,0,0,0,0,0,0
509,0,0,0,0,0.0624297,0.0534706,0,0,0,0.0233035,0,0.0158346,0.0476153,0,0,0.0210917,0,0,0.0377008,0.0679349,0.0371062,0.0309699,0.0247899,0.062471,0.0376393,0.0532639,0.0733338,0.0523991,0.0142019,0.0582869,0.0590604,0.0303305,0.0408052,0.0411853,0.034673,0.0135561,0.0138645,0.0116707,0,0.026782,0.0346706,0,0,0.0216683,0,0,0.0238155,0.0750504,0.0212878,0.0200895,0.0268489,0.051409,0.0333802,0.0709114,0.0861969,0.0526675,0.0229642,0.0208726,0.0263142,0.0280808,0.0566564,0.0414018,0.00784882,0.00865197,0.0447271,0.0848291,0,0,0,0,0,0
510,0,0,0,0,0.0624545,0.0535554,0,0,0,0.0233203,0,0.0158135,0.0475534,0,0,0.0210922,0,0,0.0376688,0.0677766,0.036882,0.0310089,0.0246866,0.0624998,0.0375792,0.0532231,0.0733797,0.052432,0.0142703,0.0582496,0.0590641,0.030317,0.0406689,0.0408617,0.0346062,0.0135543,0.0138422,0.0116277,0,0.0267564,0.0347412,0,0,0.0216595,0,0,0.0238475,0.0749874,0.0212485,0.019984,0.0267431,0.0514829,0.0334208,0.0708844,0.0862113,0.052701,0.0229388,0.0208691,0.0263843,0.0280802,0.0566007,0.0413154,0.00781147,0.00878122,0.0446766,0.0847579,0,0,0,0,0,0
511,0,0,0,0,0.0624472,0.0536318,0,0,0,0.0233361,0,0.0158058,0.0474942,0,0,0.0210937,0,0,0.0376191,0.0676555,0.0366817,0.0310534,0.0245965,0.0625515,0.0375126,0.0531358,0.0733883,0.0524595,0.0143216,0.0582246,0.0590838,0.0303853,0.0405298,0.0405808,0.0345486,0.0135416,0.0138135,0.0115728,0,0.0267046,0.034798,0,0,0.0216617,0,0,0.0238703,0.0750241,0.0212245,0.0199549,0.026623,0.051543,0.0334751,0.0708502,0.086227,0.0527328,0.0228643,0.0208609,0.0264393,0.0281255,0.0565381,0.041211,0.00776019,0.00889487,0.044634,0.08466,0,0,0,0,0,0
512,0,0,0,0,0.0624279,0.0536642,0,0,0,0.0233622,0,0.0157865,0.0474555,0,0,0.0211031,0,0,0.0375515,0.0675259,0.0364986,0.0311312,0.0245217,0.0626234,0.0374451,0.0531007,0.0734743,0.0524835,0.0143411,0.0581754,0.0591088,0.0304443,0.0404213,0.0403006,0.03448,0.0135092,0.0137768,0.0115079,0,0.0266678,0.0348648,0,0,0.0216644,0,0,0.0239548,0.0749185,0.0212017,0.0199075,0.0265136,0.0515627,0.033562,0.0707805,0.0862472,0.0527937,0.0227851,0.020872,0.0264531,0.0281832,0.0563751,0.0411154,0.00774657,0.00902194,0.0446131,0.0845426,0,0,0,0,0,0
513,0,0,0,0,0.0624111,0.053673,0,0,0,0.0233881,0,0.015752,0.0474294,0,0,0.02112,0,0,0.037516,0.0674201,0.0363165,0.0312421,0.0244608,0.0626906,0.037367,0.0530769,0.0735943,0.0525144,0.0143589,0.0581418,0.0591474,0.030478,0.0403114,0.0400395,0.0344236,0.0134993,0.0137529,0.0114447,0,0.0266203,0.0349325,0,0,0.0214574,0,0,0.0239871,0.074782,0.021179,0.0198957,0.0264335,0.0515523,0.0336368,0.0707368,0.0862661,0.0528657,0.0228113,0.0209005,0.0264701,0.0282461,0.0561636,0.0410292,0.00770168,0.00916075,0.0446312,0.0843899,0,0,0,0,0,0
514,0,0,0,0,0.0623773,0.0536927,0,0,0,0.0234215,0,0.0157258,0.0474299,0,0,0.0211357,0,0,0.0374944,0.0672739,0.0361272,0.0313582,0.024385,0.0627355,0.0373359,0.0531001,0.0736531,0.0525431,0.0144012,0.0581471,0.059206,0.0305098,0.0402109,0.0397605,0.0343675,0.013516,0.0137368,0.0113549,0,0.0265702,0.0349624,0,0,0.0213251,0,0,0.0240071,0.0746723,0.0211498,0.019893,0.0263307,0.0515123,0.0336708,0.0707321,0.0863208,0.0529386,0.0229237,0.0209219,0.0265088,0.0282931,0.055995,0.0409384,0.00763669,0.00932353,0.0445449,0.0842166,0,0,0,0,0,0
515,0,0,0,0,0.0623542,0.0537171,0,0,0,0.0234706,0,0.0157023,0.0474712,0,0,0.0211545,0,0,0.0374497,0.067153,0.0359384,0.0314742,0.0243067,0.0627765,0.0372647,0.0531029,0.073681,0.0525477,0.0144821,0.0581805,0.0592651,0.0305644,0.0401361,0.0394702,0.0343023,0.0135248,0.0137327,0.0112291,0,0.02654,0.0349768,0,0,0.0213346,0,0,0.024021,0.0744952,0.021097,0.0198759,0.0262026,0.0515262,0.0336998,0.0707029,0.086351,0.0529985,0.022923,0.0209524,0.026559,0.0283533,0.0558017,0.0408488,0.00758325,0.00950271,0.0445525,0.0840563,0,0,0,0,0,0
516,0,0,0,0,0.062313,0.0537381,0,0,0,0.0235267,0,0.0156756,0.0474902,0,0,0.0211748,0,0,0.0374186,0.0670641,0.0357696,0.0315757,0.0242493,0.0628179,0.0371744,0.0528984,0.0738305,0.0525344,0.0145807,0.05818,0.0593114,0.0305974,0.040069,0.0391538,0.0342442,0.0135422,0.0137195,0.0111296,0,0.0265034,0.0350056,0,0,0.0212892,0,0,0.0240727,0.0744014,0.0210752,0.0198727,0.0260351,0.0515678,0.0337864,0.0706643,0.086377,0.0530618,0.0228287,0.0209816,0.0265832,0.0284127,0.0555361,0.0407975,0.00757893,0.00965008,0.0446531,0.0838837,0,0,0,0,0,0
517,0,0,0,0,0.0622327,0.0537433,0,0,0,0.023591,0,0.0156464,0.0474423,0,0,0.0211895,0,0,0.0374287,0.0669671,0.0355912,0.0316995,0.0241806,0.0628775,0.0371085,0.0528731,0.0739852,0.0525208,0.0147264,0.0580674,0.0593471,0.0306001,0.0399555,0.0388152,0.0342056,0.0135662,0.0137222,0.0110455,0,0.0264303,0.0350615,0,0,0.021263,0,0,0.0241023,0.0745628,0.0210731,0.0198319,0.0258464,0.051564,0.0338742,0.0706477,0.086431,0.0531306,0.0227508,0.0209982,0.0266097,0.0284056,0.0553068,0.0407408,0.00754643,0.00980315,0.0446019,0.0836869,0,0,0,0,0,0
518,0,0,0,0,0.0621521,0.0537731,0,0,0,0.0236413,0,0.0156188,0.0474578,0,0,0.0212041,0,0,0.0374628,0.0668464,0.0354134,0.0318373,0.0240885,0.0629086,0.0370688,0.0530461,0.0740952,0.0524833,0.0148997,0.0579367,0.0593904,0.0305974,0.0398317,0.0384785,0.0341755,0.0135942,0.0137245,0.0109561,0,0.0263548,0.0351241,0,0,0.0211202,0,0,0.0241439,0.074648,0.0210552,0.0197893,0.0256735,0.0515134,0.0339988,0.0706089,0.0864682,0.0531617,0.0227502,0.0209959,0.0266669,0.0283781,0.0550356,0.0406231,0.0074874,0.00994716,0.0445678,0.0834545,0,0,0,0,0,0
519,0,0,0,0,0.0621195,0.0537821,0,0,0,0.0236891,0,0.0155967,0.0474981,0,0,0.0212192,0,0,0.0374651,0.0666998,0.0352494,0.0320177,0.0239685,0.0629944,0.0370238,0.0533156,0.0741908,0.0524803,0.015078,0.0580174,0.0594078,0.0305583,0.0396951,0.0381136,0.0341294,0.0136206,0.0137197,0.010814,0,0.0262982,0.0351447,0,0,0.0210466,0,0,0.0241149,0.0748073,0.0210374,0.0198074,0.0255164,0.0514575,0.0340925,0.0705501,0.086475,0.0531548,0.0228391,0.020979,0.0267522,0.0284544,0.0546659,0.0404617,0.0073897,0.0101384,0.0445606,0.0832218,0,0,0,0,0,0
520,0,0,0,0,0.0620842,0.0537713,0,0,0,0.0237421,0,0.0155797,0.0475088,0,0,0.021221,0,0,0.0374491,0.0665486,0.0351045,0.0321424,0.0238526,0.0630852,0.036972,0.0536336,0.074267,0.0524773,0.0152154,0.058087,0.0594189,0.0304822,0.0395398,0.0377617,0.0340813,0.0136506,0.0137119,0.0106643,0,0.0262576,0.0351536,0,0,0.020995,0,0,0.0241238,0.0749914,0.0209936,0.0199015,0.0253758,0.0516264,0.0341875,0.0705748,0.0864897,0.053194,0.0228972,0.0210051,0.0268412,0.0284751,0.0542392,0.0403238,0.00733974,0.0103488,0.0446338,0.0829625,0,0,0,0,0,0
521,0,0,0,0,0.0619854,0.0537542,0,0,0,0.0238247,0,0.0155609,0.0474724,0,0,0.0212241,0,0,0.0374481,0.0664424,0.0349448,0.0322733,0.0237567,0.0631784,0.0369155,0.0538023,0.0743747,0.0524778,0.0153767,0.0579726,0.0594071,0.030485,0.0393976,0.037318,0.0340402,0.0136965,0.0136949,0.0105104,0,0.0262708,0.0351888,0,0,0.0208481,0,0,0.0242044,0.0751649,0.0209964,0.0198266,0.0252383,0.0517606,0.0343227,0.0705877,0.0865243,0.0532559,0.0228909,0.0210103,0.0269188,0.0286178,0.0537674,0.0401584,0.00734402,0.010537,0.0447882,0.0826634,0,0,0,0,0,0
522,0,0,0,0,0.0618404,0.0537695,0,0,0,0.0238868,0,0.0155427,0.0475122,0,0,0.0211818,0,0,0.0374942,0.0663161,0.0346916,0.0324577,0.0236459,0.0632878,0.036907,0.0537765,0.0744842,0.0525126,0.0155686,0.0578462,0.0594131,0.030544,0.0392423,0.036737,0.0340619,0.0136997,0.0137316,0.0103471,0,0.026273,0.0352211,0,0,0.0211807,0,0,0.0239902,0.0747084,0.0210106,0.0196843,0.0250692,0.0517723,0.0344456,0.0704902,0.0865401,0.0533222,0.0228175,0.0210482,0.0269405,0.0287421,0.0533563,0.0400118,0.00734401,0.0104714,0.0448919,0.0823473,0,0,0,0,0,0
523,0,0,0,0,0.0617371,0.0537348,0,0,0,0.0240653,0,0.0154741,0.0475608,0,0,0.0211685,0,0,0.0375245,0.0661772,0.0344643,0.0325577,0.0235846,0.063496,0.0369304,0.0537264,0.0745399,0.0525273,0.0157254,0.0577822,0.059423,0.0305433,0.0391031,0.0361046,0.0340679,0.0136998,0.0137439,0.0102096,0,0.0262647,0.0352716,0,0,0.0210387,0,0,0.0240473,0.0733354,0.0209518,0.0195648,0.0249757,0.0517907,0.034519,0.070237,0.0864472,0.0534055,0.0227474,0.0211343,0.0269172,0.0288381,0.0530037,0.0398785,0.00727138,0.0107751,0.0448245,0.0821161,0,0,0,0,0,0
524,0,0,0,0,0.0616551,0.0537169,0,0,0,0.0242354,0,0.015426,0.0476318,0,0,0.0211628,0,0,0.0375512,0.0659751,0.0342309,0.0327039,0.0235147,0.0637078,0.0369849,0.0538219,0.0746215,0.0525379,0.0159104,0.0577425,0.0594611,0.0305587,0.0389451,0.0354359,0.0340524,0.0137395,0.0137548,0.0100562,0,0.0262517,0.0353101,0,0,0.020994,0,0,0.0240276,0.0728327,0.0208741,0.0195084,0.0248353,0.0518275,0.0345723,0.0700809,0.0864317,0.053502,0.0227205,0.0211893,0.0269485,0.0289219,0.0525445,0.0397499,0.00721889,0.0111138,0.0448532,0.08184,0,0,0,0,0,0
525,0,0,0,0,0.0615577,0.0537297,0,0,0,0.0244262,0,0.0153771,0.0476717,0,0,0.0211771,0,0,0.0375991,0.065985,0.0339751,0.0328708,0.0234334,0.0639045,0.0369188,0.0539709,0.0746811,0.052562,0.0160868,0.0576946,0.0595116,0.0305852,0.0387964,0.0347293,0.0340139,0.0137625,0.0137826,0.00992929,0,0.0262329,0.0353559,0,0,0.0209414,0,0,0.0240534,0.0728295,0.0208191,0.0194522,0.0246573,0.0518809,0.0346751,0.0700269,0.0864626,0.0536018,0.0227062,0.0212142,0.0270118,0.0290315,0.0519603,0.0395766,0.00720799,0.0113901,0.0448306,0.0815157,0,0,0,0,0,0
526,0,0,0,0,0.0614175,0.0537902,0,0,0,0.0246647,0,0.0153145,0.0476669,0,0,0.0211877,0,0,0.0376301,0.065937,0.0337211,0.0330693,0.0233632,0.0640971,0.0368575,0.0540284,0.0748175,0.0525659,0.0162459,0.0576549,0.0595495,0.0305889,0.038655,0.0339854,0.0339976,0.0137735,0.0137883,0.00979833,0,0.0261745,0.0354279,0,0,0.0208328,0,0,0.024141,0.072817,0.0208128,0.0194198,0.0244458,0.0519783,0.0348015,0.0700085,0.0864937,0.053674,0.0226705,0.0212779,0.027102,0.0292027,0.0513384,0.0393514,0.00720496,0.0116151,0.0448995,0.0811974,0,0,0,0,0,0
527,0,0,0,0,0.0612939,0.053898,0,0,0,0.0249571,0,0.0152522,0.0476586,0,0,0.0211838,0,0,0.0376601,0.0658193,0.0335046,0.033275,0.0232956,0.0642387,0.0368409,0.0540862,0.0749998,0.0525758,0.0163929,0.0576082,0.0595691,0.0305895,0.038526,0.0332044,0.0339889,0.0137912,0.0137733,0.00969869,0,0.0260712,0.0355173,0,0,0.0206575,0,0,0.024272,0.0727015,0.0208158,0.019368,0.0242129,0.05209,0.0349763,0.0700026,0.0865387,0.053724,0.0226213,0.0213953,0.0271942,0.0293076,0.0506893,0.0392038,0.00715591,0.0118758,0.0450357,0.0807826,0,0,0,0,0,0
528,0,0,0,0,0.0611575,0.0540086,0,0,0,0.0252948,0,0.0151913,0.0476585,0,0,0.0211855,0,0,0.0377153,0.0656551,0.0333216,0.0334577,0.0232195,0.06431,0.0368155,0.0541969,0.0752136,0.0526005,0.0165856,0.0575422,0.0595597,0.0306015,0.038423,0.0323679,0.0339635,0.0138285,0.0137571,0.00967212,0,0.0259447,0.0355915,0,0,0.0204704,0,0,0.0243905,0.0725295,0.0208211,0.0192851,0.0239576,0.0521843,0.0352156,0.0700138,0.0866103,0.0537697,0.0227035,0.0215464,0.0273079,0.0294534,0.0499629,0.0390589,0.00709131,0.0121836,0.0450313,0.0804031,0,0,0,0,0,0
529,0,0,0,0,0.0610297,0.0540925,0,0,0,0.0256507,0,0.0151394,0.0476439,0,0,0.0211958,0,0,0.0377592,0.0654884,0.0331253,0.0336197,0.023144,0.0644341,0.0367537,0.0541855,0.0753869,0.0526197,0.0167722,0.0574725,0.0595507,0.0306074,0.0382944,0.0314843,0.0339302,0.0138654,0.0137419,0.00966579,0,0.0258593,0.0356378,0,0,0.0204765,0,0,0.0244521,0.0724291,0.020817,0.0192891,0.023768,0.0522586,0.0354051,0.069981,0.0866477,0.0538092,0.0227461,0.0216536,0.0273701,0.0295942,0.0492873,0.0388544,0.0070179,0.0125025,0.0450252,0.0801259,0,0,0,0,0,0
530,0,0,0,0,0.0609231,0.0541885,0,0,0,0.026017,0,0.0150889,0.0476779,0,0,0.0211945,0,0,0.0377831,0.0653332,0.0329022,0.0337173,0.0230869,0.0646194,0.036676,0.0541698,0.0755786,0.0526087,0.0169752,0.057398,0.0595613,0.0306039,0.0381403,0.0305591,0.0339176,0.0139118,0.0137185,0.00965451,0,0.0257904,0.0357066,0,0,0.0204232,0,0,0.0245075,0.0724363,0.0207787,0.0195426,0.0236332,0.0522691,0.0355603,0.0698358,0.0866367,0.0538843,0.0227814,0.0217769,0.0274388,0.0297314,0.0485852,0.0386527,0.00698799,0.0127985,0.0450517,0.0797639,0,0,0,0,0,0
531,0,0,0,0,0.0608112,0.0542793,0,0,0,0.0264169,0,0.0150319,0.0477167,0,0,0.0211597,0,0,0.0378004,0.0651875,0.0326414,0.033873,0.0230174,0.0648109,0.0365856,0.0542166,0.075716,0.0525982,0.0172047,0.0572999,0.0595639,0.0305652,0.0379509,0.0295687,0.0339089,0.0139505,0.0137027,0.00967249,0,0.0256988,0.0357901,0,0,0.0203705,0,0,0.024534,0.0724034,0.0207831,0.0195714,0.0235124,0.0521151,0.0357263,0.0696861,0.0866177,0.0540099,0.0229442,0.0219119,0.0275218,0.0298808,0.0479746,0.038446,0.0069989,0.0130822,0.0451284,0.0792896,0,0,0,0,0,0
532,0,0,0,0,0.060675,0.0543625,0,0,0,0.0268534,0,0.0149884,0.0476981,0,0,0.0211192,0,0,0.0377999,0.0650468,0.0324106,0.0340428,0.0229404,0.0649859,0.0364765,0.0542806,0.0758491,0.0526146,0.0174546,0.0571864,0.0595319,0.0304679,0.0377686,0.02855,0.0338706,0.0139521,0.013704,0.00971522,0,0.0256921,0.0358907,0,0,0.0203982,0,0,0.0246092,0.0723669,0.0208416,0.0194497,0.0233803,0.0520723,0.0359282,0.069556,0.0866193,0.054153,0.0231692,0.0220021,0.0276052,0.0300095,0.047468,0.0382243,0.00698975,0.0133692,0.0452423,0.0788375,0,0,0,0,0,0
533,0,0,0,0,0.0605192,0.0544441,0,0,0,0.0273184,0,0.0149549,0.0476378,0,0,0.0211014,0,0,0.0378112,0.0648714,0.0321934,0.0341797,0.0228399,0.0651478,0.0364799,0.0544018,0.0759679,0.0526192,0.017705,0.0570503,0.059473,0.0303953,0.0375895,0.0275156,0.0338258,0.0139376,0.0137365,0.00976606,0,0.0257615,0.0359915,0,0,0.0204078,0,0,0.0246813,0.0723088,0.0208645,0.0193524,0.023159,0.0521488,0.0361886,0.0695004,0.0866677,0.0542467,0.0230549,0.022044,0.0276486,0.0301485,0.0469995,0.0380409,0.00695436,0.0136626,0.0452379,0.0783967,0,0,0,0,0,0
534,0,0,0,0,0.0602671,0.0545666,0,0,0,0.0252587,0,0.0151851,0.0474856,0,0,0.0209986,0,0,0.0377306,0.061283,0.0330833,0.0327024,0.0239221,0.0663273,0.035126,0.0557295,0.0765033,0.0514653,0.014692,0.0582397,0.0604745,0.0314779,0.0385508,0.0323718,0.0339865,0.0140029,0.0134133,0.0107679,0,0.0261746,0.0365462,0,0,0.0203691,0,0,0.0247339,0.0752921,0.019187,0.0138543,0.0268883,0.0540671,0.0362474,0.0684624,0.0844034,0.0526722,0.026315,0.0229754,0.027643,0.0312784,0.0422193,0.0380558,0.00700748,0.0138259,0.0447017,0.0781732,0,0,0,0.0620031,0,0
535,0,0,0,0,0.0601175,0.0546189,0,0,0,0.0257361,0,0.0151133,0.0474549,0,0,0.021063,0,0,0.0377521,0.0610703,0.0328276,0.0328088,0.0238593,0.0665324,0.0351818,0.0558284,0.0766224,0.0514872,0.0148914,0.0581259,0.0604381,0.0314246,0.0383844,0.0312946,0.0339194,0.0141353,0.0133381,0.0110381,0,0.0261615,0.0364684,0,0,0.0202285,0,0,0.0248774,0.0752148,0.0191431,0.0139048,0.0266775,0.0541974,0.0364961,0.0683705,0.0844307,0.0527885,0.0263126,0.0229744,0.0274974,0.0314297,0.0416687,0.0378268,0.00702771,0.0142082,0.0446588,0.0777273,0,0,0,0.0618839,0,0
536,0,0,0,0,0.0599555,0.0546765,0,0,0,0.0262235,0,0.0150769,0.0475397,0,0,0.0210761,0,0,0.037836,0.0608385,0.0324893,0.0329964,0.0237452,0.0667496,0.0352159,0.0557448,0.076718,0.0515483,0.015131,0.0580203,0.0604741,0.0314032,0.038195,0.0301138,0.0338932,0.0141858,0.0133473,0.011287,0,0.0260091,0.036293,0,0,0.0200068,0,0,0.0249918,0.0751399,0.0191533,0.013919,0.0264194,0.0543223,0.0367596,0.0682516,0.0844486,0.052921,0.0263394,0.0230271,0.0276432,0.031617,0.0410612,0.0375874,0.00709544,0.0146119,0.0446958,0.0772699,0,0,0,0.0614607,0,0
537,0,0,0,0,0.0597591,0.0547641,0,0,0,0.0267385,0,0.0150587,0.0476539,0,0,0.0210636,0,0,0.0378994,0.0606098,0.0321286,0.0331979,0.0236132,0.0669745,0.0352459,0.0557401,0.0767956,0.0515855,0.0153989,0.0579211,0.0605115,0.0314175,0.0379942,0.0288991,0.0338706,0.0142089,0.013361,0.0115667,0,0.025882,0.0362404,0,0,0.0198437,0,0,0.0251093,0.0750139,0.0191548,0.0140069,0.0261472,0.0544506,0.0370319,0.0681408,0.0844856,0.0530885,0.0263567,0.0231822,0.027875,0.0320117,0.0404695,0.0373388,0.00711411,0.0149925,0.04485,0.0767785,0,0,0,0.0610125,0,0
538,0,0,0,0,0.059532,0.0548531,0,0,0,0.0272724,0,0.0150634,0.047825,0,0,0.0210448,0,0,0.0379272,0.0603652,0.0317624,0.0334096,0.0234507,0.0671498,0.0352466,0.0558577,0.0768566,0.0515919,0.015695,0.0578306,0.060528,0.0314133,0.0378143,0.0276847,0.033832,0.0142332,0.0133808,0.0118997,0,0.0258248,0.0362798,0,0,0.0197562,0,0,0.0252354,0.0748535,0.0191925,0.0141491,0.025871,0.0545757,0.0373067,0.0680638,0.0845866,0.0532898,0.0261933,0.0233604,0.0280895,0.0325328,0.039893,0.0371153,0.00713875,0.0153699,0.0449147,0.0762208,0,0,0,0.0606311,0,0
539,0,0,0,0,0.0592924,0.0549341,0,0,0,0.0278616,0,0.0150919,0.0480076,0,0,0.0210281,0,0,0.0379425,0.060128,0.0314143,0.0336149,0.0232851,0.067325,0.035297,0.0558282,0.0769177,0.0515617,0.0159845,0.0577588,0.060529,0.0313972,0.037637,0.0264382,0.0337906,0.0142593,0.0134016,0.0121832,0,0.0259609,0.0362868,0,0,0.019672,0,0,0.0253506,0.0747362,0.0192069,0.0142559,0.0256661,0.0546914,0.0375255,0.0679329,0.0846749,0.0534985,0.0259629,0.0233664,0.0282007,0.0324879,0.0393905,0.0368623,0.00715721,0.0157351,0.0450674,0.0756355,0,0,0,0.0602782,0,0
540,0,0,0,0,0.0590677,0.0549869,0,0,0,0.0284948,0,0.0151364,0.0481857,0,0,0.0209976,0,0,0.0379961,0.0599589,0.0310794,0.0338205,0.0231148,0.0675206,0.0353538,0.0557756,0.0769156,0.0515152,0.0162892,0.0576857,0.0605286,0.0314427,0.0374991,0.0252013,0.0337747,0.0143166,0.013428,0.0125622,0,0.0261192,0.0362501,0,0,0.0195906,0,0,0.0254975,0.0746304,0.0192552,0.0143722,0.0254507,0.0547739,0.0376166,0.0677902,0.0847556,0.0536824,0.0260712,0.0234522,0.0282735,0.0326015,0.038888,0.0366115,0.00723857,0.0161183,0.0453381,0.0750327,0,0,0,0.0599586,0,0
541,0,0,0,0,0.0588912,0.054997,0,0,0,0.0291931,0,0.0152019,0.0480729,0,0,0.0209728,0,0,0.0381435,0.0598768,0.0307295,0.0341923,0.0229445,0.0678568,0.0355953,0.0557648,0.0768676,0.0513971,0.0166378,0.0576809,0.0605944,0.0315185,0.0374484,0.0239551,0.0337565,0.0143989,0.0135187,0.0108956,0,0,0.0361998,0,0,0.0195651,0,0,0.0256698,0.0752738,0.0177771,0.013961,0.0249699,0.0547355,0.0378112,0.0673633,0.0837904,0.0531825,0.0260964,0.0237751,0.0283177,0.0335695,0.0388985,0.0363799,0.00734103,0.0165055,0.0454434,0.0745612,0,0,0,0.0592349,0,0
542,0,0,0,0,0.0586517,0.0550278,0,0,0,0.0297057,0,0.0154132,0.0484309,0,0,0.0210405,0,0,0.0382307,0.0596814,0.0303631,0.034606,0.0225785,0.0679816,0.0357034,0.0557866,0.0767718,0.0513866,0.0170535,0.057538,0.0605665,0.031548,0.0372407,0.0226301,0.0337067,0.0143413,0.0135924,0.0111678,0,0,0.0361415,0,0,0.0196613,0,0,0.025692,0.0752532,0.0179527,0.0140249,0.0245708,0.0548018,0.0382786,0.0672489,0.0838304,0.0533544,0.026057,0.0238739,0.0284022,0.0341144,0.0384374,0.0360933,0.00729212,0.0168322,0.0457696,0.0739022,0,0,0,0.0586255,0,0
543,0,0,0,0,0.0584005,0.0550222,0,0,0,0.0305987,0,0.015465,0.0487436,0,0,0.021008,0,0,0.0382744,0.0594717,0.0301151,0.0346006,0.0222307,0.0680259,0.0355873,0.0557243,0.0767535,0.0514402,0.0174333,0.0573395,0.060422,0.0314645,0.0370313,0.0212531,0.0336649,0.0144269,0.0135256,0.0136619,0,0.026085,0.0361411,0,0,0.0195954,0,0,0.0258369,0.0743636,0.0195429,0.0146778,0.0244454,0.055062,0.0388292,0.0675384,0.0849403,0.0541538,0.0260636,0.0236747,0.028387,0.0339133,0.0372217,0.0359457,0.00737575,0.0172375,0.0460587,0.0731172,0,0,0,0.0584301,0,0
544,0,0,0,0,0.0582399,0.0550329,0,0,0,0.0315003,0,0.0155533,0.048811,0,0,0.020974,0,0,0.0383593,0.059324,0.0298764,0.0347349,0.0219721,0.0681909,0.035712,0.0556158,0.0766661,0.0513857,0.0177137,0.0572195,0.0603697,0.03145,0.0368868,0.0199473,0.0336024,0.014482,0.013564,0.0141843,0,0.0258895,0.0361234,0,0,0.0193927,0,0,0.0260687,0.0743385,0.0195396,0.0147723,0.0242559,0.0551808,0.0392191,0.0674523,0.0849494,0.0542749,0.0262814,0.0237444,0.0284059,0.0340656,0.0364727,0.0357915,0.00747822,0.0176708,0.0462566,0.0725062,0,0,0,0.0581098,0,0
