Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,LBL,LBR
110,0.0116424,0.0140846,0,0,0,0.037156,0.0157257,0.0110213,0.0115736,0,0,0.0224316,0,0.0212302,0.0144913,0.0341792,0.0204376,0.0199599,0.00929507,0,0,0.00554911,0.0134416,0.00543499,0.00696592,0.00263985,0.0301308,0.00755733,0.0114095,0.00622704,0.0153879,0,0.0558391,0,0.0200244,0.00200007,0.00812127,0.0076955,0.0145789,0.0158487,0.00593174,0.00719405,0,0,0.0113118,0,0.0149987,0.00849348,0.0375448,0.0290753,0.0368267,0.00243951,0.016751,0.0106857,0.0122223,0.0250253,0.00911297,0.0134013,0.0181005,0.0403935,0.0160208,0.0206201,0.00875619,0.00579412,0.00298788,0.00832305,0.01185,0.00962361,0,0,0,0,0,0
111,0.0111798,0.0135052,0,0,0,0.0355315,0.0158016,0.0106678,0.0112021,0,0,0.0213386,0,0.0212209,0.0138188,0.0340523,0.0219079,0.0195245,0.0103072,0,0,0.00545278,0.013029,0.00539929,0.00796495,0.00338274,0.0298362,0.0075868,0.0116508,0.00652527,0.0152449,0,0.0556662,0,0.0190138,0.00196018,0.0078333,0.00810496,0.0145105,0.0145252,0.00605727,0.00701874,0,0,0.0114509,0,0.014998,0.00853006,0.036464,0.0265794,0.0368621,0.00327788,0.016431,0.0104583,0.0117255,0.0244429,0.00928654,0.0136442,0.0166447,0.0397833,0.0149697,0.0183965,0.0094305,0.005621,0.0029169,0.00825921,0.0114202,0.00923232,0,0,0,0,0,0
112,0.010525,0.0127729,0,0,0,0.0332443,0.015879,0.0106343,0.0107756,0,0,0.0200551,0,0.0211757,0.0129997,0.0338165,0.023078,0.0190895,0.0112588,0,0,0.00557606,0.0124606,0.00578744,0.00904125,0.00502116,0.0295168,0.00759159,0.0114379,0.00672518,0.0151792,0,0.0546842,0,0.0179539,0.00189013,0.00759322,0.00828171,0.0143491,0.0125018,0.00626658,0.00682439,0,0,0.0114165,0,0.0149405,0.0084885,0.0354672,0.0235595,0.0368525,0.00373999,0.0161472,0.0102189,0.0115971,0.0246455,0.00989216,0.0140349,0.0147857,0.0392548,0.0135591,0.015385,0.0110063,0.00546565,0.00286348,0.00812479,0.0108542,0.00898113,0,0,0,0,0,0
113,0.00985123,0.0119989,0,0,0,0.0301768,0.0159484,0.0107085,0.0102477,0,0,0.0185207,0,0.0211538,0.0120087,0.0335427,0.0234928,0.0186444,0.0117501,0,0,0.00579975,0.0118302,0.00642521,0.00989596,0.00684927,0.0292514,0.00737901,0.0105791,0.00674656,0.0152771,0,0.0527523,0,0.0166122,0.00184106,0.00730643,0.00859898,0.0140023,0.0102858,0.00667793,0.00652382,0,0,0.0110882,0,0.0147663,0.00831447,0.0346124,0.0206003,0.0367675,0.00348898,0.0158991,0.0101007,0.0117757,0.0255568,0.0104521,0.0142667,0.0127095,0.0383536,0.0117283,0.0121153,0.0127965,0.00522989,0.00280331,0.00777472,0.0101987,0.00883192,0,0,0,0,0,0
114,0.00906211,0.0110666,0,0,0,0.0259973,0.0160121,0.010829,0.00976608,0,0,0.0163652,0,0.0211163,0.0106811,0.0332931,0.0234176,0.0182236,0.0116815,0,0,0.00582127,0.0110473,0.00704653,0.010335,0.00845086,0.0292016,0.00681862,0.00915234,0.00658401,0.0156524,0,0.0501318,0,0.0148672,0.00170607,0.00701051,0.00871749,0.0144874,0.00797211,0.00728496,0.00611733,0,0,0.00772778,0,0.0147131,0.00650929,0.0339021,0.017666,0.0366195,0.00364015,0.0157137,0.00973029,0.0121997,0.0267546,0.0110682,0.014542,0.0106948,0.0370785,0.0095087,0.00905712,0.0146114,0.00504484,0.00280903,0.00728915,0.00936275,0.00852182,0,0,0,0,0,0
115,0.00854816,0.00975871,0,0,0,0.0211664,0.0161459,0.0109286,0.00916703,0,0,0.0136996,0,0.0209985,0.00889983,0.0330816,0.022665,0.0177787,0.0111935,0,0,0.00552998,0.00981594,0.00739178,0.0100793,0.0096056,0.0294125,0.00595468,0.00745863,0.00619475,0.0162957,0,0.0468079,0,0.0128707,0.0016335,0.00666061,0.00939543,0.0144566,0.00612571,0.0077322,0.00648486,0,0,0.00950577,0,0.0148234,0.00738899,0.0333824,0.014898,0.0365708,0.00522487,0.0154348,0.0107221,0.0127872,0.0277066,0.0116818,0.014953,0.00936118,0.0356737,0.00742363,0.00730025,0.0161765,0.00535799,0.00269257,0.00771253,0.00801643,0.00839212,0,0,0,0,0,0
116,0.00839094,0.00985027,0,0,0,0.0171898,0.0161894,0.0109895,0.00846933,0,0,0.0133258,0,0.0209239,0.00869364,0.0328899,0.0200248,0.0173698,0.0101416,0,0,0.00490486,0.00985973,0.00719886,0.00872644,0.00990257,0.0297266,0.00486175,0.00586947,0.00573348,0.016953,0,0.0415857,0,0.0122715,0.00166059,0.0060518,0.0109106,0.0145912,0.00478934,0.00778988,0.00535604,0,0,0.0090511,0,0.0148832,0.00712757,0.0330037,0.0123148,0.0365877,0.00682577,0.014719,0.00959603,0.013478,0.0281126,0.0122816,0.0156617,0.00861199,0.0345189,0.00597961,0.00670273,0.017145,0.00504672,0.00281051,0.00768593,0.00804622,0.00734929,0,0,0,0,0,0
117,0.00803821,0.00911561,0,0,0,0.0128726,0.0163366,0.0105976,0.00761759,0,0,0.0116624,0,0.0208984,0.00755334,0.0327698,0.0174731,0.0169947,0.00915474,0,0,0.00407617,0.00920974,0.00647442,0.0070145,0.00978033,0.0301414,0.00394027,0.00519209,0.00498612,0.017721,0,0.0359317,0,0.010899,0.00172975,0.00539089,0.0117143,0.0146621,0.00390107,0.00751524,0.00489736,0,0,0.00934908,0,0.0149832,0.0073226,0.032742,0.0100307,0.0366328,0.00787389,0.0140073,0.00957976,0.0140421,0.0278912,0.0128459,0.0165772,0.00828848,0.0337066,0.00500073,0.00666241,0.0177053,0.00501463,0.00276625,0.00794731,0.00723204,0.00678826,0,0,0,0,0,0
118,0.00761853,0.00826299,0,0,0,0.00946188,0.0164864,0.00980453,0.00671492,0,0,0.010012,0,0.0209124,0.00631812,0.0327598,0.0145299,0.0166493,0.00847256,0,0,0.00325596,0.00853176,0.0052748,0.00556979,0.00939788,0.0306891,0.00332176,0.00519499,0.00412591,0.018496,0,0.0300741,0,0.00951845,0.00186107,0.00465466,0.0117319,0.0146194,0.0036379,0.00699604,0.00451035,0,0,0.00948513,0,0.0149631,0.00743975,0.0327195,0.00831222,0.0367297,0.00789888,0.0133011,0.0095384,0.0143602,0.0272448,0.0132046,0.0173157,0.00814849,0.0332699,0.00483095,0.00679433,0.0171598,0.00495689,0.00274585,0.00792376,0.00631861,0.00621749,0,0,0,0,0,0
119,0.00717335,0.00736929,0,0,0,0.00774463,0.0166471,0.00885676,0.00583968,0,0,0.0084535,0,0.0209271,0.00504393,0.0328975,0.0114082,0.016349,0.0081819,0,0,0.00263661,0.00793006,0.00387733,0.00526467,0.00893691,0.0313705,0.0030703,0.00553966,0.00349756,0.0194506,0,0.0247992,0,0.00805484,0.00209322,0.00388514,0.0110462,0.0145946,0.0037551,0.00632799,0.00424396,0,0,0.00969525,0,0.0149151,0.00750855,0.0329964,0.00718298,0.0368787,0.00759278,0.0127154,0.00945507,0.0144967,0.0265914,0.0134244,0.0177764,0.00815638,0.0331581,0.00489633,0.00678656,0.015633,0.00491257,0.00276106,0.00805259,0.00537328,0.00573785,0,0,0,0,0,0
120,0.00674146,0.00647833,0,0,0,0.0082945,0.0168272,0.00813561,0.00507042,0,0,0.00704213,0,0.0209831,0.00387863,0.0331346,0.00865826,0.0161128,0.00823044,0,0,0.00230606,0.00739898,0.0028999,0.00612699,0.0084942,0.0321473,0.00317148,0.00622412,0.00337689,0.020633,0,0.0197375,0,0.00674229,0.0023952,0.00313315,0.0100683,0.0146127,0.00424586,0.00561033,0.00399274,0,0,0.010012,0,0.0149157,0.00761397,0.0332509,0.0069281,0.0370929,0.00749912,0.0123265,0.00938028,0.0146135,0.0263136,0.0135366,0.0180435,0.00831586,0.033267,0.00498364,0.00674628,0.0136836,0.00487125,0.00271491,0.00815266,0.00445034,0.00533716,0,0,0,0,0,0
121,0.00642712,0.00568158,0,0,0,0.0101533,0.0169719,0.00764633,0.00442581,0,0,0.00591816,0,0.0210679,0.00297134,0.0332307,0.00645653,0.016024,0.0084485,0,0,0.00237267,0.00697389,0.00311837,0.00749352,0.00807722,0.0329847,0.00363951,0.00726591,0.00358723,0.022034,0,0.0144982,0,0.00577368,0.00270519,0.00243523,0.0093287,0.0145282,0.00506772,0.0049764,0.00387402,0,0,0.0102227,0,0.0148523,0.00772628,0.0331335,0.00752658,0.0373861,0.00717602,0.0121156,0.00932527,0.0147701,0.0265422,0.0133774,0.0180787,0.0084109,0.0334658,0.00513606,0.00649189,0.0119056,0.00482131,0.00271231,0.00810351,0.00363043,0.005052,0,0,0,0,0,0
122,0.00629515,0.00499407,0,0,0,0.0123559,0.0170292,0.00752721,0.00390933,0,0,0.0050689,0,0.0212665,0.00230906,0.0334137,0.00520803,0.0162832,0.00881891,0,0,0.00289149,0.00657763,0.00413807,0.00871318,0.00763512,0.0337171,0.00446308,0.00842014,0.00407557,0.0236191,0,0.0114358,0,0.00499457,0.00277674,0.00143987,0.00870845,0.0145808,0.00581429,0.00459729,0.00396064,0,0,0.0103329,0,0.0148807,0.00773144,0.0326153,0.00842555,0.0376729,0.00680321,0.0121366,0.00934892,0.0150006,0.0270379,0.013263,0.0181133,0.00855306,0.0336699,0.00528492,0.00631909,0.0106416,0.00492459,0.00273796,0.00819337,0.00290505,0.00500639,0,0,0,0,0,0
123,0.00619337,0.0044661,0,0,0,0.015593,0.0171318,0.00766277,0.0036076,0,0,0.00431652,0,0.021356,0.0019024,0.0335256,0.00458236,0.0165765,0.00929035,0,0,0.00375234,0.006202,0.0050973,0.00977177,0.00701473,0.0341756,0.00556324,0.00958128,0.00483101,0.0253087,0,0.0156243,0,0.00429337,0.00284028,0.000659099,0.00819522,0.0145388,0.00609625,0.00430283,0.00404769,0,0,0.0102674,0,0.0148871,0.00766723,0.0319542,0.00907632,0.0378554,0.00668326,0.0119896,0.00920268,0.015166,0.0275071,0.0132822,0.0181758,0.00861901,0.0336344,0.00537035,0.00659852,0.00945516,0.00489967,0.00261191,0.00824943,0.00230305,0.00503082,0,0,0,0,0,0
124,0.00530365,0.00501557,0,0,0,0.0197599,0.0171274,0.00777085,0.00351812,0,0,0.0031654,0,0.0213904,0.00147942,0.0335593,0.005812,0.0168116,0.00996741,0,0,0.00467985,0.00617385,0.00585306,0.0107877,0.00619229,0.034357,0.00671479,0.0106657,0.00567517,0.0268013,0,0.0231668,0,0.00372302,0.00295397,0.000457009,0.00761542,0.0149604,0.00609555,0.00398048,0.00267626,0,0,0.00536689,0,0.0148206,0.0054835,0.0315458,0.00930055,0.0378948,0.00661303,0.0116857,0.0067509,0.0152292,0.0277389,0.0133731,0.0182416,0.00837792,0.0334196,0.00520118,0.00685846,0.00869045,0.00456114,0.00284838,0.0076131,0.00292094,0.00447122,0,0,0,0,0,0
125,0.00595584,0.0036796,0,0,0,0.0240326,0.0170872,0.00776205,0.00356094,0,0,0.00290584,0,0.0217285,0.00167687,0.0334628,0.00894535,0.016854,0.0107952,0,0,0.00503196,0.00545617,0.00656042,0.0120672,0.0053177,0.0343653,0.00761452,0.0117012,0.00597319,0.0277542,0,0.0299361,0,0.00310881,0.00270898,0.000884803,0.00745327,0.0142902,0.00580624,0.00323374,0.00436026,0,0,0.00788452,0,0.0147261,0.00666299,0.0315149,0.00927352,0.0378282,0.00560098,0.0107301,0.00850316,0.0151203,0.0277636,0.0132621,0.0180203,0.00769055,0.0331245,0.00495243,0.00691864,0.00744369,0.00501786,0.00266776,0.0077588,0.0014289,0.00520127,0,0,0,0,0,0
126,0.00574463,0.0033096,0,0,0,0.0272686,0.0170789,0.00744781,0.00381328,0,0,0.00236438,0,0.0218381,0.00167092,0.033359,0.0110127,0.0169313,0.0116522,0,0,0.00512249,0.00500735,0.00724484,0.0135163,0.00458398,0.0342336,0.00829665,0.0126571,0.00599887,0.0284099,0,0.0354336,0,0.0025238,0.00270004,0.00120369,0.00728834,0.0135334,0.00560171,0.00255586,0.00465834,0,0,0.00729525,0,0.0144387,0.00633607,0.0316936,0.00920817,0.0376083,0.00474557,0.00963599,0.00837738,0.0149902,0.0277394,0.0132287,0.0178196,0.00742582,0.0327236,0.00463198,0.00745573,0.00666771,0.0051097,0.00290507,0.00693514,0.00160812,0.00525316,0,0,0,0,0,0
127,0.00516848,0.00351571,0,0,0,0.0296875,0.017119,0.00697284,0.00414248,0,0,0.00166726,0,0.0217813,0.00145643,0.0333732,0.0119079,0.0171619,0.0125136,0,0,0.00501145,0.00458199,0.00779978,0.0148436,0.00417989,0.0340759,0.00889833,0.0135983,0.00610469,0.0290706,0,0.0399736,0,0.00214632,0.002805,0.00120202,0.00707132,0.0135544,0.0054182,0.00212455,0.00450495,0,0,0.00697291,0,0.0145594,0.00596001,0.0319329,0.00912739,0.0373485,0.00402725,0.00859991,0.00724581,0.0148077,0.0277794,0.0131853,0.0175364,0.00748982,0.0323468,0.00440377,0.00817646,0.00598343,0.00522019,0.0026995,0.00674803,0.0016475,0.00515264,0,0,0,0,0,0
128,0.00527168,0.00348196,0,0,0,0.0321317,0.0171299,0.00692454,0.00454499,0,0,0.00165595,0,0.0218483,0.00167565,0.0333895,0.0136963,0.0174158,0.0135314,0,0,0.00479942,0.00455178,0.00825918,0.0162315,0.00401867,0.033816,0.00945211,0.0146685,0.00616353,0.0295402,0,0.0443316,0,0.00202475,0.00279204,0.00137812,0.00685878,0.0142296,0.00523079,0.00192237,0.00490611,0,0,0.0084919,0,0.0150554,0.0066343,0.0320466,0.00918896,0.0370992,0.00336884,0.00776083,0.00723152,0.0145935,0.027877,0.0129156,0.0170972,0.00756397,0.0321219,0.00442236,0.00854347,0.0050239,0.00587663,0.00228355,0.00801288,0.0019068,0.0053769,0,0,0,0,0,0
129,0.00533909,0.00335103,0,0,0,0.0344994,0.0171467,0.00721102,0.00485493,0,0,0.00183579,0,0.0218883,0.00187956,0.0330855,0.0158648,0.0175364,0.0146525,0,0,0.00428995,0.00451266,0.00871774,0.0175928,0.00406879,0.0335337,0.0101763,0.0157117,0.00646031,0.0301304,0,0.0485879,0,0.00204296,0.00280199,0.00153999,0.00660221,0.0144498,0.00515846,0.00191102,0.00512135,0,0,0.00941192,0,0.0152804,0.00703116,0.0319639,0.00944478,0.0368341,0.00293228,0.00681483,0.00728938,0.0144024,0.0280808,0.0125859,0.0165967,0.0076407,0.0320663,0.00452932,0.00862473,0.00406449,0.00635914,0.002252,0.00892595,0.00227181,0.00547261,0,0,0,0,0,0
130,0.00535056,0.00314274,0,0,0,0.0367405,0.017171,0.00777508,0.00514163,0,0,0.00213392,0,0.0219114,0.0020811,0.0327914,0.0178437,0.017608,0.0156867,0,0,0.0037762,0.00444373,0.00896575,0.0184812,0.00413119,0.0332758,0.0108583,0.0164799,0.00684184,0.0306861,0,0.0524444,0,0.00218294,0.00285009,0.00165354,0.00638942,0.0143242,0.00519962,0.00206,0.00519726,0,0,0.00968038,0,0.015305,0.00721488,0.0318297,0.00987826,0.0365789,0.00248007,0.00588095,0.0073263,0.014179,0.0283233,0.0121245,0.0159911,0.00760471,0.0320114,0.00478416,0.00850378,0.00309201,0.00667106,0.00220971,0.00874369,0.00265934,0.00549125,0,0,0,0,0,0
131,0.00532767,0.00288546,0,0,0,0.0384918,0.0172058,0.00832455,0.00522384,0,0,0.00263186,0,0.0219679,0.0023682,0.0325548,0.0193684,0.0176586,0.0162383,0,0,0.00333789,0.00443261,0.00897019,0.018845,0.00413012,0.0329487,0.0112618,0.0167811,0.00711286,0.0310687,0,0.0556313,0,0.00252337,0.00293519,0.00174687,0.00626663,0.0142485,0.00536123,0.00239039,0.0052047,0,0,0.00984787,0,0.0153373,0.0072895,0.0317156,0.0103967,0.0363113,0.00230647,0.00499555,0.00746464,0.0139538,0.0285726,0.0118079,0.0154147,0.00751556,0.0319438,0.00506226,0.00844206,0.00271289,0.00687741,0.00211633,0.00855244,0.00297502,0.00549271,0,0,0,0,0,0
132,0.0052405,0.00254636,0,0,0,0.0397151,0.0172566,0.00865308,0.00511385,0,0,0.00325898,0,0.0220031,0.00271339,0.0323588,0.0201902,0.0176404,0.016359,0,0,0.00301678,0.00446619,0.00877662,0.0187276,0.00402137,0.0325257,0.011353,0.0166904,0.00722296,0.0312716,0,0.0578943,0,0.00300873,0.00303296,0.00181106,0.0061447,0.0141633,0.00546524,0.00296447,0.0051454,0,0,0.00995285,0,0.0153572,0.0072921,0.031696,0.0108733,0.0360138,0.00256084,0.00420422,0.00755666,0.0136621,0.0287538,0.0115658,0.0149923,0.00756084,0.0319134,0.00528686,0.00862845,0.00288264,0.00698193,0.00200383,0.00844567,0.00329843,0.00546515,0,0,0,0,0,0
133,0.00509057,0.00217247,0,0,0,0.0405736,0.0172655,0.00879604,0.00495932,0,0,0.00395472,0,0.0220623,0.00314172,0.0322167,0.0200039,0.0175606,0.0160763,0,0,0.00290682,0.00446037,0.00825868,0.0180638,0.00368586,0.0320223,0.0112291,0.0162448,0.0072585,0.0312918,0,0.0592281,0,0.00354313,0.0031349,0.00202692,0.00604958,0.0138396,0.00535989,0.0038129,0.00504044,0,0,0.0098943,0,0.015292,0.00728213,0.0318255,0.0114312,0.0357043,0.00304749,0.00355478,0.0076584,0.013302,0.028724,0.0111945,0.0145906,0.00764429,0.0318265,0.00555446,0.0088682,0.00313512,0.0070084,0.00199142,0.00805067,0.00371719,0.00539598,0,0,0,0,0,0
134,0.00411945,0.00197353,0,0,0,0.0411803,0.0171607,0.00913219,0.00459048,0,0,0.00436666,0,0.0221146,0.00343228,0.0322365,0.0187959,0.0173179,0.0155352,0,0,0.00297275,0.00453126,0.00731451,0.0166997,0.00301371,0.0314533,0.0109568,0.015399,0.00718571,0.0310979,0,0.0597366,0,0.00421481,0.00334746,0.00225157,0.00640624,0.0137286,0.00543032,0.0049244,0.00486899,0,0,0.00762064,0,0.0150337,0.00525073,0.0321302,0.0120991,0.0353521,0.00420646,0.00307536,0.00651728,0.0128228,0.0285637,0.0107821,0.01392,0.00781802,0.0316368,0.00581482,0.00924782,0.00363701,0.0063885,0.00198325,0.00669939,0.00341114,0.00563836,0,0,0,0,0,0
135,0.00550351,0.00112476,0,0,0,0.0417017,0.0171387,0.00988117,0.00411189,0,0,0.00606309,0,0.0224124,0.00468604,0.0323982,0.0166199,0.0171327,0.0150196,0,0,0.00328209,0.00504959,0.00596953,0.0145278,0.00227762,0.0307985,0.0107064,0.0143241,0.00705026,0.0307954,0,0.059677,0,0.0048465,0.00328943,0.00304343,0.00727058,0.0133608,0.00558851,0.00611458,0.0051044,0,0,0.00917239,0,0.0150535,0.00697443,0.0325012,0.0126075,0.0349109,0.00530731,0.00338596,0.00832646,0.0122986,0.0283827,0.0104699,0.0132436,0.0083119,0.0313733,0.00598086,0.0100416,0.00474961,0.00687237,0.00226137,0.00719179,0.00546307,0.00498058,0,0,0,0,0,0
136,0.00548885,0.00101238,0,0,0,0.0422675,0.0171544,0.011252,0.00391406,0,0,0.0067865,0,0.0225016,0.00509275,0.0324996,0.0139181,0.0170068,0.0148908,0,0,0.0034427,0.00517659,0.00420363,0.0116275,0.00216716,0.0300268,0.0106487,0.0131206,0.00681991,0.030382,0,0.059273,0,0.00537885,0.00342406,0.00324339,0.00800073,0.0128712,0.00568639,0.00715975,0.00503648,0,0,0.00883971,0,0.0147998,0.00686578,0.0328371,0.0131256,0.0345006,0.00621713,0.00396393,0.00841958,0.0118218,0.0280991,0.0101452,0.0126702,0.00891096,0.0310694,0.00607118,0.010946,0.00657651,0.0066786,0.00283495,0.00652209,0.00604478,0.00476959,0,0,0,0,0,0
137,0.00561706,0.00108817,0,0,0,0.0429135,0.0172235,0.0133442,0.00392176,0,0,0.0074713,0,0.0225742,0.00549232,0.0325279,0.0118754,0.0169616,0.015485,0,0,0.00354253,0.00538417,0.00207629,0.0080416,0.0035434,0.0292308,0.0108388,0.0117485,0.00653274,0.0298368,0,0.0585139,0,0.00586678,0.00353812,0.0034574,0.00887793,0.0129259,0.00607724,0.00817995,0.00497192,0,0,0.00860524,0,0.0148211,0.00678546,0.0331105,0.014075,0.0340963,0.00764352,0.00443799,0.00840536,0.011409,0.0277593,0.00986686,0.0121915,0.00961635,0.0306986,0.00626361,0.0118105,0.00849098,0.00651136,0.00275077,0.00639325,0.00649258,0.00459302,0,0,0,0,0,0
138,0.00581687,0.0012541,0,0,0,0.0433656,0.0172929,0.0158249,0.00439177,0,0,0.00826272,0,0.022568,0.00601244,0.0326021,0.0122666,0.016843,0.0169799,0,0,0.00380112,0.0057272,0.00155362,0.00474935,0.00574058,0.028493,0.0113188,0.0103011,0.00639864,0.0292104,0,0.057358,0,0.0064733,0.00360389,0.00385461,0.0098471,0.0137978,0.0065073,0.00927649,0.0047804,0,0,0.00847819,0,0.0152306,0.00672722,0.0333048,0.0151135,0.0336492,0.00892055,0.00514172,0.00802984,0.0109784,0.0274051,0.00958562,0.0117558,0.0102653,0.0302934,0.00646726,0.0126223,0.0104723,0.00635469,0.00182047,0.00720381,0.0067765,0.00443703,0,0,0,0,0,0
139,0.00590049,0.0015421,0,0,0,0.0433633,0.0173443,0.0186497,0.00531957,0,0,0.00904139,0,0.0224378,0.00656066,0.0328273,0.0158698,0.0165123,0.0200645,0,0,0.00436285,0.00609574,0.00464896,0.00550651,0.00914836,0.0277646,0.0123973,0.00828587,0.00672703,0.0285097,0,0.055436,0,0.00706558,0.00365555,0.0042919,0.0110326,0.0143543,0.00697795,0.0104687,0.00439022,0,0,0.00816762,0,0.0154014,0.00661156,0.033423,0.0161584,0.0332039,0.00972953,0.00616959,0.00758877,0.0104617,0.0270422,0.00928995,0.0112784,0.0106672,0.0298927,0.00658376,0.0132114,0.0126949,0.00597749,0.00169831,0.007846,0.00717268,0.00414293,0,0,0,0,0,0
140,0.00536805,0.00144056,0,0,0,0.0423043,0.0174251,0.0222019,0.00679561,0,0,0.00946785,0,0.0222914,0.00680148,0.0333573,0.0235441,0.0157197,0.0272371,0,0,0.00532756,0.00605575,0.0106055,0.0144846,0.015688,0.0271662,0.01548,0.00627697,0.00788302,0.0276912,0,0.0520202,0,0.00762048,0.00384014,0.00440515,0.0114177,0.0144489,0.00670862,0.0115861,0.00347347,0,0,0.00716341,0,0.0152322,0.00607251,0.0334425,0.017066,0.0326647,0.0104153,0.00735092,0.00685295,0.010036,0.0268856,0.00903667,0.0109557,0.0113245,0.0295591,0.00664318,0.0140426,0.0144889,0.00520382,0.00165051,0.00761748,0.00706702,0.00366895,0,0,0,0,0,0
141,0.00568788,0.00210988,0,0,0,0.0407892,0.0174551,0.0244515,0.0077972,0,0,0.0102491,0,0.0223626,0.00728422,0.0340521,0.0294329,0.0153936,0.0326553,0,0,0.00658848,0.00658101,0.0151181,0.0219166,0.0203445,0.0266449,0.0181247,0.00804659,0.0087911,0.0269869,0,0.0486551,0,0.0080372,0.00385569,0.00463448,0.0121828,0.014055,0.00679384,0.0127023,0.00316909,0,0,0.00629672,0,0.0149183,0.00566578,0.0336958,0.0178945,0.0320627,0.0118284,0.00893235,0.006955,0.00948819,0.0267385,0.0086503,0.010403,0.0120351,0.0291153,0.00686829,0.0147819,0.0160506,0.00453012,0.00152586,0.00682358,0.00780211,0.0030065,0,0,0,0,0,0
142,0.00582633,0.00256049,0,0,0,0.0391229,0.0174863,0.0253903,0.00862629,0,0,0.0107171,0,0.0224036,0.0075245,0.0347745,0.0325533,0.0154146,0.0355682,0,0,0.00739246,0.00685975,0.0181042,0.0268277,0.0229081,0.0259991,0.0197019,0.0102082,0.00962006,0.0264154,0,0.0457375,0,0.00819882,0.00386255,0.00471211,0.0131364,0.0132891,0.00691775,0.0135387,0.00314533,0,0,0.00521874,0,0.0143917,0.00512023,0.0341975,0.018672,0.031501,0.0128112,0.0101394,0.00725293,0.0089648,0.0266156,0.00826255,0.0100031,0.0126038,0.0287273,0.00708638,0.0154376,0.0177591,0.00403363,0.00206302,0.00577672,0.00830687,0.00248326,0,0,0,0,0,0
143,0.00538099,0.00279421,0,0,0,0.0370587,0.017545,0.0255349,0.00950648,0,0,0.0109944,0,0.0223523,0.0076547,0.0355429,0.0341249,0.0156131,0.0373776,0,0,0.00816783,0.00658049,0.0205612,0.0307322,0.0246056,0.0254061,0.020728,0.0122419,0.010479,0.0259218,0,0.0426548,0,0.00857508,0.00391652,0.00467241,0.0138678,0.0137678,0.00711903,0.0143985,0.00220626,0,0,0.00339429,0,0.0144325,0.00392344,0.0347416,0.0193128,0.0310001,0.0136994,0.011352,0.00604287,0.00843439,0.0264788,0.00802088,0.00955335,0.0130778,0.0282907,0.00722577,0.0159343,0.0190853,0.00369262,0.00164198,0.00566197,0.00798899,0.00256721,0,0,0,0,0,0
144,0.00719746,0.00367145,0,0,0,0.0344721,0.0175032,0.0249734,0.0101416,0,0,0.0119229,0,0.0225486,0.00832429,0.036357,0.0344089,0.0158384,0.0385592,0,0,0.00901361,0.00809037,0.0227019,0.0340721,0.0257491,0.0248826,0.0213899,0.0142717,0.0113967,0.0255043,0,0.0391296,0,0.00863641,0.00372793,0.00508659,0.0144248,0.0138577,0.00726779,0.0151754,0.00368048,0,0,0.00692204,0,0.0147158,0.00597574,0.0352299,0.0197378,0.0304711,0.0145311,0.0127036,0.00799751,0.00808558,0.0263896,0.00786174,0.00925198,0.0134325,0.0278452,0.00729378,0.0163131,0.0201543,0.00399969,0.00156417,0.00695367,0.00910511,0.00211811,0,0,0,0,0,0
145,0.00736161,0.00370928,0,0,0,0.0314075,0.0175006,0.0236287,0.0106806,0,0,0.0121687,0,0.0225316,0.00844487,0.037276,0.0337395,0.0160961,0.0391418,0,0,0.00954522,0.00811937,0.0244515,0.0367748,0.0262981,0.0244055,0.0217577,0.0161818,0.0123366,0.0251583,0,0.0354316,0,0.00876011,0.00371282,0.00509493,0.0146231,0.0140512,0.00699997,0.0156348,0.00367763,0,0,0.00680585,0,0.0147858,0.00583188,0.0356661,0.0198875,0.029997,0.0151651,0.0136514,0.00802118,0.00793797,0.0264253,0.00778757,0.00924119,0.0137994,0.0274967,0.00736196,0.0166738,0.020837,0.00392584,0.00158183,0.00708806,0.00901634,0.00197331,0,0,0,0,0,0
146,0.00746371,0.0036857,0,0,0,0.0280225,0.0174449,0.0218553,0.011201,0,0,0.0122761,0,0.022582,0.00843719,0.0382922,0.0323297,0.0163484,0.0390917,0,0,0.0100214,0.00814615,0.0257375,0.0387924,0.0262306,0.0240204,0.0220499,0.0177008,0.0131107,0.024949,0,0.031448,0,0.00878929,0.00377698,0.00501782,0.0147599,0.0139898,0.00675888,0.0159316,0.00375112,0,0,0.00623966,0,0.0147242,0.00550698,0.0360325,0.0200063,0.0295298,0.0153548,0.0145417,0.00817044,0.00772863,0.0264185,0.00768507,0.00936341,0.0141598,0.0272226,0.00742785,0.0170465,0.02132,0.00383507,0.00178855,0.00679713,0.00895081,0.00187706,0,0,0,0,0,0
