Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,LFIN
390,0,0,0,0,0.00797908,0.00955076,0,0,0,0.01677,0.0105577,0.00915331,0.0135641,0,0,0.0194551,0,0.00670693,0.0333746,0.0173008,0.00737181,0.0180022,0.0142976,0.0116801,0.00758538,0.00656271,0.00412304,0.0142168,0.0105058,0.0104013,0.0105076,0.0262447,0.0183897,0.0149494,0.0184585,0.00160716,0.00885572,0.0045142,0.0182839,0.021021,0.00756098,0,0,0.00828858,0,0.0123006,0.00661559,0.0405488,0.0166336,0.0139577,0.0283351,0.0123173,0.00354817,0.00751934,0.0116384,0.00971367,0.00890171,0.0201311,0.0229231,0.0205197,0.0218034,0.00890788,0.00614717,0.010319,0.00542001,0.00747381,0.00819519,0,0,0,0.03329
391,0,0,0,0,0.00762332,0.00961716,0,0,0,0.0171727,0.0106861,0.00918703,0.0136126,0,0,0.0153693,0,0.00447801,0.033679,0.0176274,0.00737967,0.018029,0.0150286,0.00987937,0.0076192,0.00702361,0.00438508,0.0141126,0.0106619,0.0108066,0.0106701,0.0260283,0.0187624,0.0116154,0.0185854,0.002082,0.00935793,0.00450364,0.0186004,0.0208705,0.00731914,0,0,0.0082574,0,0.0122954,0.00668804,0.0406273,0.016878,0.0140309,0.0287044,0.0129234,0.00354602,0.00779579,0.0118986,0.00984399,0.00904093,0.0202727,0.0223274,0.021046,0.0220993,0.00916483,0.00612982,0.0103126,0.00562164,0.00769089,0.00801815,0,0,0,0.0335224
392,0,0,0,0,0.00717646,0.00967551,0,0,0,0.0176435,0.0107969,0.00922413,0.0137754,0,0,0.0120725,0,0.00297596,0.0339462,0.0178906,0.00736963,0.0180465,0.0158553,0.00849331,0.00765456,0.00760722,0.00469856,0.0139811,0.0108337,0.0112242,0.0108385,0.0258138,0.0191318,0.00872152,0.0187125,0.0024321,0.00960898,0.00448559,0.0188666,0.020474,0.00698567,0,0,0.00820462,0,0.0122433,0.00682056,0.0407093,0.0171978,0.0141016,0.0289823,0.0136166,0.00352981,0.00792403,0.0120468,0.00999509,0.00925168,0.0204888,0.021778,0.0215085,0.0223262,0.00955251,0.0060853,0.0103346,0.00570287,0.00785825,0.00766505,0,0,0,0.0337315
393,0,0,0,0,0.00670507,0.00972077,0,0,0,0.0179118,0.0108626,0.00921845,0.0139913,0,0,0.00965901,0,0.00257458,0.0341975,0.0180744,0.00735071,0.0180777,0.0166954,0.0075102,0.00770269,0.00818369,0.00499376,0.0138905,0.011053,0.0116268,0.0110015,0.0255934,0.0193297,0.0062293,0.0187938,0.00272703,0.00989832,0.00447929,0.0190732,0.0203138,0.0065748,0,0,0.00816543,0,0.012194,0.00691916,0.0408663,0.0175246,0.014222,0.0292165,0.0142856,0.00344981,0.00809553,0.0122328,0.0101723,0.00945365,0.0208217,0.0212605,0.0219749,0.0225317,0.00997186,0.00603238,0.0104075,0.00577822,0.00798554,0.00724726,0,0,0,0.0339538
394,0,0,0,0,0.00626834,0.00979627,0,0,0,0.0180732,0.0109077,0.00915619,0.0142332,0,0,0.00833825,0,0.00319516,0.0344428,0.0182254,0.00731991,0.0181493,0.0175509,0.00688286,0.00778503,0.00870029,0.0052558,0.0138444,0.0112841,0.0119842,0.0111751,0.0253446,0.0193735,0.0041951,0.0188663,0.00299803,0.0104238,0.00452392,0.0192832,0.0203304,0.00614958,0,0,0.00810108,0,0.0121694,0.0070063,0.0411136,0.0176954,0.014323,0.0294528,0.0149503,0.00332149,0.00842131,0.0122549,0.0104057,0.00956962,0.0211956,0.0208122,0.0223408,0.0226579,0.0103616,0.0060172,0.0104326,0.00576663,0.00814462,0.00679072,0,0,0,0.0341884
395,0,0,0,0,0.00586557,0.00992748,0,0,0,0.0182139,0.0109866,0.00904853,0.014473,0,0,0.00808871,0,0.00424085,0.0346673,0.0183402,0.00731462,0.018263,0.0184409,0.00648196,0.00795973,0.00916473,0.00545555,0.0138123,0.0114811,0.012271,0.0113433,0.0250724,0.0193313,0.00261172,0.0190028,0.00329136,0.0114011,0.0045727,0.0195924,0.0204306,0.00577399,0,0,0.00805452,0,0.0121181,0.00700587,0.0412893,0.0180513,0.0143958,0.029787,0.0156791,0.00321719,0.0086734,0.0123023,0.0106373,0.00972956,0.0216123,0.0203854,0.0226028,0.0228409,0.0109066,0.00594725,0.0104098,0.0059137,0.00841375,0.00628361,0,0,0,0.0344002
396,0,0,0,0,0.005516,0.0101154,0,0,0,0.0183628,0.0110162,0.00890432,0.0146681,0,0,0.00860503,0,0.00526364,0.0348851,0.0184261,0.00736759,0.0183708,0.0193876,0.00629647,0.00813438,0.00944394,0.00563028,0.0138058,0.0116488,0.0125267,0.0115178,0.0247596,0.0192555,0.0016844,0.018833,0.0037648,0.0121917,0.00462826,0.0199294,0.0205591,0.0054496,0,0,0.00804217,0,0.0120421,0.00689071,0.0414262,0.0184587,0.0144919,0.0300461,0.0165431,0.00318943,0.00887573,0.0124097,0.01088,0.00988296,0.0219426,0.0199507,0.0228478,0.0234192,0.0114792,0.00587669,0.0103679,0.00618535,0.00879977,0.00581937,0,0,0,0.0347788
397,0,0,0,0,0.00523221,0.0103369,0,0,0,0.0184563,0.0110284,0.00874347,0.0147155,0,0,0.0094524,0,0.00609154,0.0351033,0.018498,0.00746939,0.0184674,0.0202666,0.0062555,0.0082674,0.00956188,0.0058111,0.0138248,0.0118339,0.012749,0.0117016,0.0244213,0.0191638,0.00161071,0.0187422,0.00417866,0.0118969,0.00469353,0.0199435,0.0206048,0.00521408,0,0,0.00803729,0,0.011948,0.00678129,0.0415656,0.0184236,0.0146491,0.0301523,0.0173313,0.00330266,0.00918776,0.0126231,0.0110133,0.0101279,0.0218919,0.0194679,0.0233786,0.0235932,0.0113778,0.00580602,0.010295,0.00632416,0.00926647,0.00544738,0,0,0,0.0349782
398,0,0,0,0,0.00490225,0.0105589,0,0,0,0.0184995,0.0111054,0.00860644,0.0147441,0,0,0.0104287,0,0.00693056,0.035389,0.018614,0.00757142,0.0185819,0.0211104,0.00645603,0.0084496,0.00974971,0.00601851,0.0138534,0.0121185,0.0130287,0.0119403,0.0240246,0.0190618,0.00190342,0.0187133,0.00464074,0.0115994,0.00473875,0.0200988,0.0207447,0.00490509,0,0,0.00806306,0,0.011874,0.00667095,0.0416704,0.0185822,0.0147461,0.030391,0.0180633,0.00344562,0.00950079,0.0129429,0.0111749,0.01039,0.022079,0.0189506,0.0239123,0.0233747,0.011277,0.0057624,0.0102139,0.00636795,0.00980541,0.00506288,0,0,0,0.0351114
399,0,0,0,0,0.00473078,0.010772,0,0,0,0.018552,0.0112239,0.00850109,0.0146477,0,0,0.0112032,0,0.00750391,0.035668,0.0187074,0.00771916,0.0186577,0.0219227,0.00637604,0.00865918,0.0100677,0.00621526,0.0138743,0.0124548,0.0133008,0.0121755,0.0236289,0.0189913,0.00230228,0.0186895,0.00496017,0.0119067,0.00478014,0.0203326,0.0207983,0.00474874,0,0,0.00802068,0,0.0117494,0.00669968,0.0417348,0.0187892,0.0148067,0.0306069,0.0187901,0.00356399,0.00978076,0.013273,0.0112614,0.0106055,0.0225067,0.0184841,0.024308,0.0233748,0.0115898,0.00576803,0.0102558,0.00629082,0.0103036,0.0048392,0,0,0,0.035121
400,0,0,0,0,0.0045836,0.0108611,0,0,0,0.0187032,0.0112299,0.00850086,0.0147096,0,0,0.011995,0,0.00793525,0.0359676,0.0188778,0.00784457,0.0188064,0.022874,0.00627811,0.00893321,0.0104866,0.00645729,0.0138671,0.0127815,0.0137067,0.012452,0.0232524,0.0190624,0.00283537,0.0186109,0.00509225,0.0125904,0.00479442,0.0206226,0.0210263,0.00460999,0,0,0.00795635,0,0.0116098,0.00682375,0.0418192,0.0190458,0.0148043,0.0307243,0.0196915,0.00372385,0.0101403,0.0134669,0.0113426,0.0108343,0.0231066,0.0180755,0.02457,0.0234443,0.0121874,0.00582302,0.0104284,0.0059365,0.0106615,0.00461841,0,0,0,0.0351021
401,0,0,0,0,0.00454752,0.0109497,0,0,0,0.0189509,0.011309,0.00859365,0.0146954,0,0,0.0126199,0,0.00830077,0.0361916,0.0191067,0.00798147,0.0189404,0.023662,0.00600696,0.00918756,0.0107235,0.00672163,0.0138566,0.0130486,0.0141624,0.0126876,0.0229768,0.0191963,0.00344133,0.0185735,0.00515174,0.0133919,0.00484268,0.0209567,0.0211202,0.00460882,0,0,0.00786458,0,0.0115078,0.00702551,0.0418789,0.0194376,0.0148018,0.030828,0.0204462,0.00408893,0.0105723,0.0135337,0.0115572,0.0111576,0.0237665,0.0177706,0.024719,0.0235257,0.012857,0.0059042,0.010607,0.00573212,0.0109074,0.00455757,0,0,0,0.0349719
402,0,0,0,0,0.00447694,0.0109905,0,0,0,0.0192569,0.0114335,0.008785,0.0146774,0,0,0.0133067,0,0.00873678,0.0363783,0.0194182,0.00805053,0.0190803,0.0243195,0.0058965,0.00943668,0.0109073,0.00698121,0.0138467,0.0133705,0.0145212,0.0129499,0.0227509,0.0193081,0.00406901,0.0186194,0.0052576,0.0140148,0.00488096,0.0211824,0.0211737,0.00454513,0,0,0.00778253,0,0.0114764,0.00724924,0.041867,0.0197829,0.0147939,0.030828,0.0210836,0.00443738,0.0111348,0.0137606,0.0117513,0.0114769,0.024109,0.0173216,0.025049,0.0238346,0.0133529,0.00595648,0.0107067,0.0058284,0.0110356,0.00446922,0,0,0,0.0348449
403,0,0,0,0,0.00441482,0.0110506,0,0,0,0.0194499,0.011488,0.00901686,0.0146614,0,0,0.014117,0,0.0091895,0.0365191,0.019737,0.00813583,0.0192114,0.0248836,0.00587935,0.00968791,0.0111303,0.00724692,0.0138552,0.0137447,0.0148934,0.0132108,0.0225399,0.0193591,0.00478065,0.0186263,0.00532884,0.0143427,0.00493769,0.0212495,0.0212496,0.00442545,0,0,0.00763888,0,0.011461,0.00740214,0.0419151,0.0199186,0.0148293,0.0309707,0.021621,0.00460392,0.0116552,0.0138669,0.0119151,0.0117688,0.0240497,0.0168723,0.0253777,0.0240251,0.0138075,0.00595521,0.0107507,0.00591931,0.0110709,0.00439652,0,0,0,0.0347502
404,0,0,0,0,0.00435173,0.0111036,0,0,0,0.0195284,0.0114777,0.00921519,0.0146911,0,0,0.0150294,0,0.00964942,0.0366407,0.020046,0.00821691,0.0192667,0.0254473,0.00592476,0.00994464,0.0113358,0.00753044,0.0138917,0.0140697,0.0153098,0.0134773,0.0223061,0.0193244,0.00558099,0.0185929,0.00537773,0.0144582,0.0049661,0.0213383,0.0214285,0.00431527,0,0,0.00747265,0,0.0114364,0.00749512,0.041918,0.0200634,0.0148661,0.0312062,0.0221606,0.00471455,0.0115993,0.0141127,0.0119827,0.0119948,0.0241037,0.0164738,0.0256772,0.0242812,0.0141643,0.00592891,0.0107133,0.00611634,0.0110908,0.00433546,0,0,0,0.0347147
405,0,0,0,0,0.00432876,0.0111786,0,0,0,0.019648,0.0115116,0.00936979,0.0148507,0,0,0.0159171,0,0.0101557,0.0367852,0.0203146,0.00828834,0.0193031,0.02611,0.00602101,0.0102123,0.0115323,0.00790357,0.0139627,0.0143864,0.0157636,0.0137602,0.0220217,0.0192337,0.00631319,0.0186142,0.00551601,0.0145515,0.00496685,0.0215549,0.0216827,0.00422668,0,0,0.00733502,0,0.0114033,0.00740547,0.0419653,0.0203046,0.0148556,0.0314582,0.0227631,0.00483878,0.0112006,0.0142389,0.0120643,0.012178,0.0242555,0.0162216,0.0258216,0.0245334,0.0144475,0.0059093,0.0106187,0.00612573,0.0111523,0.00431685,0,0,0,0.0347161
406,0,0,0,0,0.00435426,0.0112735,0,0,0,0.0197262,0.0115951,0.00952174,0.015171,0,0,0.016696,0,0.0106507,0.0369744,0.0205408,0.00834055,0.0193087,0.0269015,0.00609106,0.0104786,0.0118313,0.00829505,0.0140252,0.0147695,0.016203,0.0140279,0.0217089,0.0191395,0.00690722,0.0186647,0.00569366,0.0150186,0.00496555,0.0217897,0.0219883,0.00418817,0,0,0.00724312,0,0.0113567,0.00722933,0.042066,0.0206237,0.014797,0.031712,0.0234566,0.00496287,0.0113472,0.0142272,0.0121512,0.0123577,0.0243826,0.0159882,0.0259257,0.0246996,0.014742,0.00590908,0.0104816,0.0058465,0.0112739,0.00436082,0,0,0,0.0347237
407,0,0,0,0,0.00440715,0.0113617,0,0,0,0.0197551,0.0116445,0.00969109,0.0154272,0,0,0.0174978,0,0.0110744,0.0371497,0.0207592,0.00840869,0.0193165,0.0276204,0.00611109,0.0106687,0.0120925,0.0085571,0.0140799,0.0151029,0.0164921,0.014263,0.0214344,0.0190082,0.00752586,0.0186588,0.00581411,0.0156512,0.00498984,0.0220051,0.0222736,0.00417769,0,0,0.00719538,0,0.0112901,0.00713524,0.0422027,0.020768,0.0148478,0.0318047,0.0241433,0.00493349,0.0115229,0.0143319,0.012227,0.012529,0.02471,0.0156359,0.0261673,0.0247484,0.0150561,0.00593008,0.0103845,0.00558,0.0114097,0.00446201,0,0,0,0.0347571
408,0,0,0,0,0.00451314,0.00973629,0,0,0,0.0187413,0.0140925,0.0094932,0.0162604,0,0,0.0205731,0,0.0157509,0.0366295,0.0207117,0.00880667,0.0200185,0.0286609,0.00456843,0.0104928,0.0116231,0.00778012,0.0130154,0.0154065,0.0166565,0.0149614,0.0216585,0.0175523,0.00961178,0.024059,0.0126283,0.0169009,0.00594803,0.0216355,0.0234056,0.00378503,0,0,0.00434554,0,0.00990787,0.00737243,0.0434347,0.0206649,0.0147189,0.0323868,0.0249253,0.00802324,0.0127817,0.0156453,0.0138634,0.0139103,0.0246529,0.0150394,0.0265646,0.0243807,0.0167714,0.00617153,0.0109608,0.00373253,0.00964697,0.00490349,0,0,0,0.0273275
409,0,0,0,0,0.00421819,0.0114762,0,0,0,0.0199076,0.0117472,0.0100867,0.0162271,0,0,0.0192257,0,0.01199,0.0376445,0.0212642,0.00841684,0.0195496,0.0290676,0.00727763,0.0110033,0.0125902,0.00888755,0.014117,0.0157631,0.0172076,0.0148232,0.0207793,0.0188609,0.00813038,0.0187515,0.00618031,0.0158669,0.00502419,0.0223507,0.0232192,0.00345858,0,0,0.00698713,0,0.0111815,0.00691203,0.042513,0.0212928,0.0150247,0.0320857,0.0256271,0.0048529,0.0122439,0.014711,0.0124336,0.0129361,0.0253384,0.0146688,0.0269244,0.0250667,0.0153896,0.00587437,0.010099,0.0054427,0.0117671,0.00397668,0,0,0,0.0348911
410,0,0,0,0,0.00426516,0.0116718,0,0,0,0.0199659,0.0118175,0.0101523,0.016247,0,0,0.0195399,0,0.0120947,0.0377891,0.0213384,0.00852984,0.0196205,0.0295887,0.00737016,0.0110432,0.0127954,0.00903135,0.0140626,0.0159228,0.0174037,0.0149112,0.020588,0.0187822,0.00824086,0.0187898,0.0061899,0.0159735,0.00511819,0.0224697,0.0231932,0.00356376,0,0,0.00704994,0,0.0110929,0.00675897,0.0426111,0.0217272,0.0151901,0.0321901,0.0261583,0.00525519,0.0122938,0.0148152,0.01254,0.0130678,0.0258976,0.0143696,0.0270642,0.0252751,0.0155806,0.00595263,0.00994414,0.00538563,0.0120088,0.00401481,0,0,0,0.0348077
411,0,0,0,0,0.00436409,0.0118841,0,0,0,0.0200564,0.0118282,0.0102056,0.0161703,0,0,0.0196925,0,0.0119482,0.0379547,0.0214049,0.00862958,0.0196145,0.0301406,0.00753761,0.0110703,0.0130732,0.0092092,0.0139549,0.0160823,0.0176023,0.0149843,0.0204387,0.0187656,0.00819245,0.0188057,0.00629243,0.0163341,0.00518959,0.022526,0.0231493,0.00362435,0,0,0.00709092,0,0.0109728,0.00662639,0.0426988,0.0218911,0.015368,0.0321358,0.0267318,0.00562276,0.0122893,0.0149653,0.0126385,0.0131886,0.0260922,0.0140508,0.0271116,0.0254072,0.0159815,0.00605788,0.00976145,0.00527091,0.0123008,0.00403441,0,0,0,0.0346323
412,0,0,0,0,0.00446815,0.0120387,0,0,0,0.0200953,0.0119268,0.0102804,0.0161369,0,0,0.0197726,0,0.0117488,0.0381958,0.0214951,0.00876911,0.0195815,0.0306203,0.00772552,0.0111108,0.0133689,0.00935687,0.0138491,0.0162376,0.0177904,0.0150794,0.0203162,0.0187194,0.00821785,0.018633,0.00663204,0.0166016,0.00523252,0.0225106,0.0230674,0.00363618,0,0,0.0070709,0,0.0108507,0.00646849,0.0427331,0.0216971,0.015488,0.031953,0.0273444,0.0058484,0.0123237,0.0151826,0.0127199,0.0133457,0.0261768,0.0136812,0.0269375,0.0252765,0.0165078,0.00614157,0.00948783,0.0053815,0.0125945,0.00407009,0,0,0,0.034687
413,0,0,0,0,0.00461443,0.0121111,0,0,0,0.0200553,0.0120541,0.0103411,0.0161817,0,0,0.019743,0,0.0114591,0.0384296,0.0215736,0.00872592,0.0196687,0.0311158,0.00803629,0.0111697,0.0136501,0.0094453,0.0137666,0.0163822,0.0179235,0.0151458,0.0202423,0.0186388,0.00832025,0.018505,0.00704017,0.0167758,0.00526485,0.0224741,0.0229635,0.00362664,0,0,0.00702331,0,0.0108245,0.00624535,0.0427261,0.0216694,0.0154868,0.0319097,0.027921,0.00603913,0.0126272,0.0154059,0.0127868,0.0135137,0.0263815,0.0132678,0.0265345,0.0249395,0.016889,0.00622434,0.00920777,0.00550648,0.0128813,0.00412313,0,0,0,0.0347612
414,0,0,0,0,0.00478037,0.0121805,0,0,0,0.0200425,0.0121937,0.0104129,0.0162496,0,0,0.0198303,0,0.0110768,0.0385967,0.0216359,0.00875011,0.0197109,0.0316777,0.00839667,0.0111919,0.0139688,0.00947757,0.0136793,0.0165455,0.018061,0.0152247,0.0201596,0.0185724,0.00873494,0.0182477,0.00737817,0.0169599,0.0053005,0.0224362,0.022945,0.00366813,0,0,0.00698826,0,0.0107841,0.00606931,0.0427914,0.0218295,0.0155689,0.0318887,0.0284469,0.00614266,0.0128261,0.0154751,0.0129139,0.013715,0.0264009,0.0128715,0.0264715,0.0247026,0.0171625,0.00633628,0.00902478,0.0055829,0.013197,0.00421226,0,0,0,0.0348407
415,0,0,0,0,0.00493407,0.012213,0,0,0,0.0200646,0.0124184,0.0105191,0.0163089,0,0,0.0199902,0,0.0107633,0.0386958,0.0217348,0.00886912,0.0197077,0.0322111,0.00870204,0.0111752,0.0142293,0.00951254,0.0136208,0.0166393,0.0182163,0.0153082,0.0200595,0.018512,0.00944924,0.0179856,0.0077652,0.0171233,0.0052922,0.0223573,0.0230518,0.00372144,0,0,0.00697806,0,0.0107306,0.00585415,0.0429268,0.0217761,0.0157435,0.0317611,0.0289023,0.0062234,0.0128528,0.0155841,0.0130087,0.013942,0.0257584,0.0124502,0.0266104,0.024537,0.0174051,0.00640837,0.00887537,0.0058199,0.013448,0.00430038,0,0,0,0.0347926
416,0,0,0,0,0.00502211,0.012127,0,0,0,0.0200429,0.0126476,0.010636,0.0164085,0,0,0.020302,0,0.0107444,0.0387638,0.0218649,0.00884281,0.019764,0.0327288,0.00890179,0.011183,0.0143195,0.00971025,0.0136235,0.0167528,0.0183782,0.0154136,0.0199488,0.0184085,0.0103819,0.0178335,0.00825144,0.0170913,0.00526251,0.0222393,0.0231572,0.00376324,0,0,0.00689512,0,0.0107383,0.00579312,0.0431104,0.0218335,0.0158957,0.0317888,0.0292849,0.00605168,0.0131022,0.0156608,0.0130867,0.0142156,0.025025,0.0120889,0.026531,0.0245277,0.0174913,0.00635917,0.00870839,0.00595748,0.0134998,0.00443129,0,0,0,0.0345846
417,0,0,0,0,0.00504962,0.0120392,0,0,0,0.0200435,0.0128032,0.0107584,0.0166134,0,0,0.0206933,0,0.0109244,0.0388748,0.0219844,0.00883638,0.0197349,0.0331856,0.00910931,0.0114234,0.0143823,0.00991699,0.0136879,0.0169823,0.0186432,0.015571,0.0197703,0.0183257,0.0112171,0.0178349,0.00860182,0.0174016,0.00526085,0.0224903,0.0232552,0.00387635,0,0,0.00679783,0,0.0107692,0.0058636,0.043274,0.0221879,0.0159515,0.0320572,0.0297107,0.00583259,0.0134393,0.0156811,0.01323,0.0144061,0.0253289,0.0120587,0.0268312,0.0247869,0.017745,0.00627641,0.00853973,0.0059751,0.0134951,0.00459325,0,0,0,0.0344587
418,0,0,0,0,0.00504507,0.0120262,0,0,0,0.0200115,0.0129086,0.0108483,0.0168138,0,0,0.0210502,0,0.0111845,0.0389964,0.0220569,0.00889525,0.01958,0.033559,0.00939708,0.0118615,0.0144974,0.01007,0.0138407,0.0172648,0.0189403,0.0157454,0.0195355,0.0181841,0.0118017,0.0179975,0.00877842,0.0179714,0.00522947,0.0230334,0.0233342,0.00405066,0,0,0.00674444,0,0.0107464,0.00589311,0.0432548,0.0229187,0.0159019,0.0324464,0.0301026,0.00562868,0.0134395,0.0156827,0.0133635,0.0144811,0.0265044,0.0122146,0.027317,0.0251734,0.0182527,0.0062136,0.00836911,0.00613201,0.0135467,0.00475835,0,0,0,0.0344704
419,0,0,0,0,0.00501024,0.0120587,0,0,0,0.0199857,0.0129813,0.010912,0.0168191,0,0,0.0213124,0,0.0113425,0.0390602,0.0221111,0.0090363,0.0194987,0.0338491,0.00973159,0.0121041,0.0145461,0.0101696,0.0139887,0.017506,0.0191823,0.0158807,0.0193164,0.0180593,0.0121493,0.0182305,0.0088532,0.0183303,0.00519643,0.0232612,0.0233187,0.00424935,0,0,0.00668585,0,0.0106767,0.00572769,0.0432995,0.023201,0.0159693,0.032618,0.0303927,0.0053636,0.0133509,0.0157056,0.0134118,0.0145436,0.0272601,0.0121889,0.0271805,0.0252972,0.0186219,0.00615638,0.00817848,0.00619504,0.0135571,0.00496359,0,0,0,0.0344697
420,0,0,0,0,0.00495573,0.0121734,0,0,0,0.019992,0.0130468,0.0109585,0.0167107,0,0,0.021371,0,0.0111142,0.0390916,0.0221301,0.0092074,0.0195077,0.0340419,0.0100363,0.0121832,0.0145391,0.0102652,0.0140701,0.0176523,0.0193522,0.0159715,0.0191745,0.0179876,0.0123436,0.0184412,0.00878763,0.0185374,0.00522434,0.0232922,0.0233206,0.00446342,0,0,0.00670118,0,0.010648,0.00555526,0.0434331,0.0230863,0.0161171,0.0326457,0.0305546,0.00537636,0.0135573,0.0158016,0.0133772,0.0145668,0.0273143,0.0120984,0.0270937,0.0252613,0.0188589,0.00615922,0.00795476,0.00617053,0.0135614,0.0051954,0,0,0,0.0342967
421,0,0,0,0,0.00496371,0.0122681,0,0,0,0.0199334,0.0130674,0.0109966,0.0165984,0,0,0.0211719,0,0.0106133,0.0391396,0.0221927,0.0091849,0.0196516,0.0342016,0.0101973,0.0122411,0.0144483,0.0103139,0.0140884,0.017752,0.0194366,0.0160409,0.019086,0.0179062,0.0125044,0.0184701,0.00868099,0.0186598,0.00522114,0.0233037,0.0233337,0.00472144,0,0,0.00680507,0,0.0106197,0.00539017,0.0435376,0.0230404,0.0161403,0.0326923,0.0306869,0.00536082,0.0136486,0.0159116,0.0132844,0.0145238,0.0272233,0.0119975,0.0271996,0.0252646,0.0190003,0.0061965,0.00775211,0.00627735,0.0135196,0.00549393,0,0,0,0.0339688
422,0,0,0,0,0.00500229,0.0124032,0,0,0,0.0198765,0.013072,0.0110251,0.0165138,0,0,0.021094,0,0.0102049,0.0392294,0.022255,0.00913798,0.0196925,0.0343959,0.0104621,0.012339,0.0144601,0.0103768,0.01409,0.0178638,0.0195191,0.0161118,0.0190192,0.0178303,0.0127752,0.0183321,0.00858263,0.0189816,0.00518426,0.0233372,0.0233275,0.00488255,0,0,0.00689603,0,0.0105705,0.00515821,0.0436023,0.0228042,0.0161002,0.0326698,0.0309558,0.00541037,0.0135908,0.0159101,0.0132527,0.0144969,0.0268389,0.011885,0.0272828,0.025251,0.0193199,0.00626486,0.00760455,0.00630096,0.0137045,0.0056605,0,0,0,0.0336108
423,0,0,0,0,0.00503792,0.01255,0,0,0,0.0198417,0.0131049,0.0110131,0.0164097,0,0,0.0210032,0,0.00993739,0.0392892,0.0222454,0.00917368,0.0196325,0.0345998,0.0106793,0.0124605,0.0146244,0.0104869,0.0140493,0.0179256,0.0196127,0.0161161,0.0189933,0.0178216,0.0130767,0.0180685,0.00846122,0.0193047,0.00516905,0.0233121,0.0233055,0.00501952,0,0,0.00700477,0,0.0104781,0.00502436,0.0436202,0.0227164,0.0161267,0.0326054,0.0311742,0.00554065,0.0135154,0.0159764,0.0132508,0.0144889,0.0263914,0.0117509,0.0274141,0.0252459,0.0196131,0.00633767,0.00747145,0.00627164,0.0140702,0.00577081,0,0,0,0.0331901
424,0,0,0,0,0.00503855,0.0126869,0,0,0,0.0198248,0.013166,0.0110048,0.0164048,0,0,0.0210218,0,0.00995674,0.039392,0.0222258,0.0092464,0.0195819,0.0348046,0.0108426,0.0125744,0.0149571,0.0106227,0.0139756,0.0180025,0.0197766,0.0161383,0.0189452,0.0177933,0.0134105,0.0177804,0.00823231,0.0193398,0.00519198,0.0232096,0.0234977,0.00508594,0,0,0.00710963,0,0.0104221,0.00499139,0.0437238,0.0227983,0.0162045,0.032628,0.0314241,0.00581712,0.0137576,0.0159789,0.0132899,0.0145668,0.026006,0.0115959,0.0276153,0.0252968,0.0197989,0.0064252,0.00729127,0.0063433,0.0144852,0.0057569,0,0,0,0.0327965
425,0,0,0,0,0.00500013,0.0127237,0,0,0,0.0197905,0.0132648,0.0110021,0.0164611,0,0,0.0210825,0,0.0101331,0.039482,0.022225,0.00917534,0.0195586,0.0350458,0.0109415,0.012665,0.0151946,0.0107783,0.0138897,0.0180686,0.019845,0.0161802,0.0188943,0.0177134,0.0136713,0.0174931,0.0079994,0.0193318,0.00517292,0.0232353,0.023557,0.00507396,0,0,0.00716467,0,0.0103519,0.00494995,0.0436833,0.023031,0.0161618,0.0327429,0.0316801,0.00615655,0.0138081,0.0161032,0.0132962,0.0146893,0.0260467,0.0114583,0.0278888,0.025394,0.019937,0.0064981,0.00715761,0.00634093,0.0147878,0.00565352,0,0,0,0.0323799
426,0,0,0,0,0.00494746,0.0127032,0,0,0,0.0197754,0.0134088,0.0110216,0.0165829,0,0,0.0212861,0,0.0104214,0.0395533,0.0222483,0.00913931,0.0195536,0.0353062,0.0110026,0.0127346,0.015208,0.0109646,0.0138249,0.0181494,0.0199215,0.0162353,0.0188154,0.0176424,0.0139213,0.017263,0.00777649,0.0196817,0.00517656,0.0233532,0.0236018,0.00504506,0,0,0.00716,0,0.0102761,0.00485139,0.0436655,0.0229438,0.0161401,0.0327524,0.0319553,0.00645421,0.0136503,0.0161838,0.0133125,0.0147433,0.0260216,0.0113628,0.0279829,0.0254114,0.0201962,0.00651485,0.00702352,0.00646711,0.0149589,0.00554143,0,0,0,0.0320065
