Timestep,C7,CLAV,IMUL_L,IMUR_B,IMUR_T,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x75,LTIBA,RKNE,IMUL_M,RASI,IMUL_R,LTHII,L5FT,IMUR_M
116,0.0395922,0.0470262,0,0,0,0,0.0287188,0.051057,0,0,0.0124561,0,0,0.0326241,0.0329032,0.0348292,0.0169292,0.0445625,0.0247809,0.0291463,0.0249629,0.0223951,0.024059,0.0449794,0.0382192,0.0362732,0.0153985,0.0482895,0.00840138,0.0163115,0.073016,0,0.0202475,0.0204601,0,0,0.0128938,0,0,0.0326201,0.0486981,0.0440472,0.039488,0.0361669,0.0170762,0.0354475,0.0278738,0.0591373,0.0653798,0.0651902,0.0657987,0.0668683,0.0240283,0.0380197,0.0176841,0.0185129,0.0434164,0.0212637,0,0,0,0,0,0,0,0,0,0.0475502,0.0229424,0,0.0646104,0,0.0294488,0.0543415,0
117,0.039555,0.0470478,0,0,0,0,0.0287455,0.050761,0,0,0.0124484,0,0,0.0326205,0.0335277,0.0347136,0.016804,0.0441983,0.0247802,0.02939,0.025233,0.0222493,0.0243357,0.045096,0.0382688,0.0365594,0.0155678,0.0482164,0.00845016,0.0162288,0.0731044,0,0.0206379,0.0203516,0,0,0.0130671,0,0,0.0326794,0.0482481,0.0434649,0.0399193,0.0361287,0.0170781,0.0358145,0.027172,0.0590949,0.0655188,0.0651172,0.0656172,0.0668046,0.024254,0.0381861,0.0175811,0.0183298,0.0434525,0.021223,0,0,0,0,0,0,0,0,0,0.047329,0.0234045,0,0.0650316,0,0.0290031,0.0541412,0
118,0.0395296,0.0470761,0,0,0,0,0.0286339,0.0505603,0,0,0.0124478,0,0,0.0325484,0.0339624,0.0346856,0.0166755,0.0436717,0.0248439,0.0296159,0.0253404,0.021908,0.0239583,0.0449647,0.0383198,0.0365909,0.0157849,0.0482473,0.00847453,0.0161396,0.0734078,0,0.0207868,0.0202656,0,0,0.013197,0,0,0.0324933,0.0482455,0.0430876,0.0402317,0.0361609,0.0171079,0.0359178,0.0267031,0.0588503,0.0655393,0.0650106,0.0653929,0.0666305,0.0248129,0.0384537,0.0174524,0.0181105,0.0435383,0.0212257,0,0,0,0,0,0,0,0,0,0.047055,0.0234202,0,0.0653523,0,0.0287346,0.0540523,0
119,0.0399483,0.046823,0,0,0,0,0.0284223,0.0503839,0,0,0.011431,0,0,0.0337627,0.0343532,0.0348025,0.0164672,0.0431703,0.0250432,0.02676,0.025328,0.0217502,0.023897,0.044579,0.0381595,0.0364732,0.0160333,0.0486079,0.0086219,0.0181262,0.0735346,0,0.0208061,0.0202901,0,0,0.0116956,0,0,0.0329954,0.0486373,0.0430535,0.0404886,0.0364344,0.0157207,0.0357452,0.0263792,0.0585356,0.0654252,0.0648345,0.0651126,0.0663549,0.0252485,0.0385727,0.0180279,0.0185822,0.0435174,0.0215906,0,0,0,0,0,0,0,0,0,0.0469389,0.0234925,0,0.0655024,0,0.0285756,0.0542483,0
120,0.0395907,0.0470112,0,0,0,0,0.0283669,0.0505112,0,0,0.0116909,0,0,0.0332055,0.0345419,0.0349594,0.0162462,0.0427183,0.0248107,0.0282712,0.0251908,0.0222709,0.0242963,0.0438572,0.0378119,0.0364687,0.0161063,0.0484901,0.00855152,0.0171367,0.0733212,0,0.0208822,0.0201842,0,0,0.0123074,0,0,0.0327951,0.0488967,0.0431786,0.0404868,0.0364214,0.0164534,0.0352057,0.0260163,0.0580222,0.0653098,0.0647619,0.0649706,0.0662017,0.0253782,0.038728,0.0176857,0.0182221,0.0436712,0.0214178,0,0,0,0,0,0,0,0,0,0.0469168,0.0231882,0,0.0655451,0,0.0284472,0.0541983,0
121,0.0394125,0.0471074,0,0,0,0,0.0280703,0.0508482,0,0,0.0116702,0,0,0.0332344,0.034589,0.0350892,0.0160449,0.0424022,0.0246953,0.0282406,0.0249624,0.0224526,0.0243284,0.0426986,0.0371153,0.036193,0.0163686,0.0484945,0.00861947,0.0172043,0.073095,0,0.020923,0.0201334,0,0,0.0122116,0,0,0.0328325,0.0486302,0.0430503,0.0400809,0.03635,0.0167032,0.0343812,0.0257658,0.0571795,0.0649841,0.0646253,0.0647308,0.0659196,0.0257497,0.0387361,0.0177636,0.018255,0.0437118,0.0213906,0,0,0,0,0,0,0,0,0,0.04666,0.0224743,0,0.0652996,0,0.028312,0.0540969,0
122,0.0392354,0.0472212,0,0,0,0,0.0280081,0.0512475,0,0,0.0116347,0,0,0.0332476,0.0345793,0.0351524,0.0159118,0.0421246,0.0245305,0.0282085,0.0246677,0.0225865,0.0240115,0.0420638,0.0363766,0.0357488,0.016673,0.048486,0.00856159,0.0172408,0.072202,0,0.0204517,0.0200892,0,0,0.0121096,0,0,0.0329279,0.0480711,0.0424916,0.0396685,0.0362951,0.0170805,0.0336673,0.0258569,0.0562354,0.0644933,0.0643194,0.0643737,0.0655068,0.0261519,0.038665,0.0178808,0.0183789,0.0437339,0.0213171,0,0,0,0,0,0,0,0,0,0.0463438,0.0217414,0,0.0649179,0,0.0281741,0.0539765,0
123,0.0390593,0.0473702,0,0,0,0,0.0281495,0.0515322,0,0,0.0116206,0,0,0.0332381,0.03446,0.0355828,0.0158955,0.0420238,0.0243369,0.0282175,0.0242013,0.0230448,0.0236042,0.0428006,0.0366387,0.0351187,0.0171041,0.0485198,0.00843958,0.0172606,0.0718045,0,0.0198203,0.0200451,0,0,0.012059,0,0,0.033027,0.048401,0.0417166,0.039458,0.0363121,0.0173729,0.032823,0.0266237,0.0554585,0.0638867,0.0638744,0.063934,0.0650003,0.0260573,0.0386024,0.0179598,0.0185079,0.0438178,0.0212323,0,0,0,0,0,0,0,0,0,0.0459587,0.0209258,0,0.064546,0,0.0281617,0.0542048,0
124,0.038878,0.0474723,0,0,0,0,0.0279437,0.0518599,0,0,0.0115803,0,0,0.0332797,0.034289,0.0361065,0.0159386,0.0421062,0.0240726,0.0282939,0.0237053,0.0232525,0.0232836,0.0430129,0.0365036,0.0346139,0.0175921,0.0485466,0.00841429,0.017199,0.0711616,0,0.0192118,0.0199943,0,0,0.0121227,0,0,0.0329995,0.0484401,0.0405346,0.0392798,0.0362466,0.0176583,0.0320792,0.0275092,0.0549121,0.063359,0.0634498,0.0637415,0.0647357,0.0252827,0.0385427,0.01804,0.0184843,0.0438982,0.0211597,0,0,0,0,0,0,0,0,0,0.0455374,0.0201281,0,0.0641703,0,0.0281474,0.0545129,0
125,0.0387867,0.0475166,0,0,0,0,0.0276376,0.0521548,0,0,0.0114985,0,0,0.0333442,0.0341768,0.0365947,0.0161509,0.0425381,0.0237163,0.0284123,0.0232232,0.0234688,0.0228836,0.0425138,0.0360061,0.034056,0.018409,0.0485778,0.00860578,0.0170688,0.0697893,0,0.0184902,0.0200133,0,0,0.0120541,0,0,0.0330511,0.0480036,0.0388637,0.0392164,0.0362984,0.0179604,0.0316644,0.0283857,0.0545855,0.0629626,0.0630879,0.0637888,0.0647539,0.0240392,0.0384874,0.0181583,0.0185024,0.0439759,0.0210861,0,0,0,0,0,0,0,0,0,0.0450865,0.0192621,0,0.0639468,0,0.0281871,0.0544587,0
126,0.0388695,0.0475604,0,0,0,0,0.0275911,0.052371,0,0,0.0112539,0,0,0.0331253,0.0347463,0.036968,0.0166518,0.0431275,0.023196,0.0281501,0.0230474,0.0235209,0.0224453,0.0417369,0.035329,0.0332474,0.0194583,0.0489442,0.00861634,0.0166437,0.0686184,0,0.0183267,0.0202588,0,0,0.0119185,0,0,0.033156,0.0462796,0.0379019,0.0405994,0.0368744,0.0183177,0.0317832,0.0300482,0.055169,0.0619806,0.0620378,0.0628002,0.0639432,0.0234672,0.0385059,0.0183236,0.0185134,0.0440919,0.0208674,0,0,0,0,0,0,0,0,0,0.0445192,0,0,0.0647378,0,0.0285091,0.0542534,0
127,0.0384539,0.047525,0,0,0,0,0.024973,0.0526967,0,0,0.0108339,0,0,0.0336789,0.0354775,0.0377662,0.0179134,0.0421118,0.0225146,0.0280468,0.0237819,0.0218105,0.0232805,0.0427276,0.0365657,0.0344291,0.0170996,0.0487148,0.00820643,0.0167765,0.0590466,0,0.0130197,0.0201874,0,0,0.0113732,0,0,0.0337015,0.0462194,0.039876,0.0404478,0.0366164,0.0184494,0.0328839,0.0268397,0.0549005,0.0629317,0.0634723,0.0638801,0.0646387,0.0124647,0.0381537,0.0187994,0.01872,0.0438201,0.020654,0,0,0,0,0,0,0,0,0,0.045347,0,0,0.0646286,0,0.0280375,0.0480454,0
128,0.0386299,0.0471665,0,0,0,0,0.0265688,0.0519242,0,0,0.0110186,0,0,0.0329996,0.0351186,0.0378148,0.0174297,0.0435841,0.0233665,0.0279948,0.0218144,0.0237992,0.0214845,0.0406858,0.0342756,0.0315659,0.0206315,0.0493587,0.00855193,0.016447,0.0661563,0,0.0165678,0.0205036,0,0,0.0113866,0,0,0.033352,0.0457655,0.0380445,0.0401333,0.0373541,0.0183747,0.0315167,0.0294318,0.0542926,0.0622171,0.0631856,0.0617061,0.0629342,0.0212796,0.0384967,0.0188478,0.0188007,0.043528,0.021056,0,0,0,0,0,0,0,0,0,0.04362,0,0,0.0647645,0,0.0291795,0.0523446,0
129,0.0383059,0.0468419,0,0,0,0,0.0260775,0.051554,0,0,0.0110689,0,0,0.0330562,0.0350375,0.0387202,0.0178387,0.0437805,0.023517,0.0279931,0.0205773,0.0242533,0.0209693,0.0404753,0.0338283,0.0308373,0.0211708,0.0494443,0.00852288,0.0163554,0.0653832,0,0.0164885,0.0205787,0,0,0.0110871,0,0,0.0333009,0.0463409,0.0397273,0.0391801,0.0370919,0.018483,0.0312082,0.0294721,0.0536508,0.061935,0.0634388,0.060753,0.061871,0.0210589,0.0383156,0.0189971,0.0190491,0.0430633,0.0210976,0,0,0,0,0,0,0,0,0,0.0434436,0,0,0.0639604,0,0.029613,0.0504007,0
130,0.0380119,0.0466342,0,0,0,0,0.0258596,0.051294,0,0,0.011119,0,0,0.0330759,0.0347868,0.03979,0.0181224,0.0445495,0.02356,0.0278937,0.0190645,0.0244876,0.0204201,0.0402082,0.0336749,0.030132,0.0218007,0.0494346,0.00844703,0.0162681,0.0644822,0,0.0166299,0.0205942,0,0,0.011064,0,0,0.0332248,0.0470649,0.0417693,0.0380994,0.0363139,0.0186211,0.030724,0.0299017,0.0527387,0.0614675,0.0632386,0.0601429,0.0611847,0.0203573,0.038024,0.0190994,0.0191806,0.0427106,0.0211118,0,0,0,0,0,0,0,0,0,0.0435727,0,0,0.0626697,0,0.030011,0.0478134,0
131,0.0378114,0.0465915,0,0,0,0,0.0255174,0.0510373,0,0,0.0112017,0,0,0.0331332,0.0346331,0.0408297,0.0182855,0.0455394,0.0233231,0.0278054,0.0178151,0.0245083,0.0201219,0.0397701,0.0335998,0.0294231,0.0222153,0.0493589,0.0084244,0.0161332,0.063761,0,0.0166733,0.020563,0,0,0.0110272,0,0,0.033226,0.047503,0.0433986,0.0372793,0.0354136,0.0188929,0.0301754,0.0303078,0.051875,0.0611632,0.0627029,0.0601187,0.0611211,0.0197178,0.0377663,0.019167,0.0192822,0.0426002,0.0211376,0,0,0,0,0,0,0,0,0,0.0437758,0,0,0.061435,0,0.0305748,0.045159,0
132,0.0376194,0.0467328,0,0,0,0,0.0251587,0.0506951,0,0,0.0111691,0,0,0.0331156,0.0348176,0.0410357,0.0185345,0.046413,0.0231774,0.0280046,0.0167906,0.0243354,0.0199472,0.0397417,0.0333371,0.0287881,0.0218575,0.0493372,0.00843783,0.0158618,0.0634256,0,0.0166571,0.0205556,0,0,0.0115236,0,0,0.0330504,0.0477665,0.0443573,0.036887,0.0346915,0.0195402,0.0295441,0.0306034,0.0511237,0.0609621,0.0621995,0.0603634,0.0613056,0.0196317,0.0377334,0.018922,0.0190963,0.0427588,0.0211625,0,0,0,0,0,0,0,0,0,0.043955,0,0,0.060293,0,0.0311258,0.0422981,0
133,0.0375632,0.0468254,0,0,0,0,0.0250006,0.0504338,0,0,0.0111654,0,0,0.0330699,0.0352551,0.0406313,0.0188378,0.0477066,0.0229365,0.0282171,0.0157814,0.0242326,0.0200146,0.0396689,0.0331204,0.0281418,0.0216703,0.0492712,0.00841992,0.0158624,0.0632282,0,0.0164015,0.0205677,0,0,0.0117162,0,0,0.0330668,0.0477465,0.0447319,0.0370734,0.0344136,0.0198737,0.0292625,0.0303274,0.0508271,0.0607988,0.0618493,0.0605135,0.061419,0.0199562,0.0376927,0.0189404,0.0191785,0.0429175,0.021186,0,0,0,0,0,0,0,0,0,0.0439022,0,0,0.0597077,0,0.0320807,0.0391744,0
134,0.0377764,0.0467319,0,0,0,0,0.0249634,0.0502087,0,0,0.0106801,0,0,0.0333371,0.0356868,0.040254,0.0190983,0.0492311,0.023003,0.0276645,0.0148964,0.0240758,0.0202218,0.0395336,0.0330031,0.0276452,0.0225656,0.0491958,0.00832478,0.0168548,0.0630003,0,0.0159801,0.0206575,0,0,0.0111183,0,0,0.0334048,0.0478371,0.0450072,0.0374372,0.0347195,0.0194536,0.0291289,0.0300499,0.0506855,0.0607578,0.0616253,0.0605133,0.0613691,0.020152,0.0377037,0.0193379,0.0195424,0.0429936,0.0214323,0,0,0,0,0,0,0,0,0,0.043785,0,0,0.0591825,0,0.0331956,0.0356768,0
135,0.0368306,0.0473641,0,0,0,0,0.0249136,0.04998,0,0,0.0143765,0,0,0.0312508,0.0360257,0.0398491,0.0194549,0.0502948,0.0228992,0.0319895,0.014262,0.0233302,0.0204908,0.0396488,0.033079,0.0274222,0.0246544,0.0487025,0.00937547,0.0131057,0.0623699,0,0.0155505,0.020682,0,0,0.0147942,0,0,0.0321799,0.0483085,0.0450577,0.0378871,0.0353051,0.0227237,0.0288266,0.0298544,0.0504564,0.0610154,0.0616802,0.0605413,0.0613765,0.0199549,0.0375136,0.017604,0.0187319,0.0435066,0.0211352,0,0,0,0,0,0,0,0,0,0.043924,0,0,0.0587118,0,0.0341686,0.0323644,0
136,0.0375485,0.0468004,0,0,0,0,0.0253315,0.0501302,0,0,0.0115102,0,0,0.0332233,0.0360056,0.0392577,0.0196789,0.0517086,0.0235905,0.0298902,0.0136324,0.0230081,0.0213433,0.04001,0.0330044,0.0271756,0.0277283,0.0483999,0.00843771,0.0166912,0.0571414,0,0.0137158,0.0208005,0,0,0.0118673,0,0,0.0332368,0.0486342,0.0418728,0.0377082,0.0363313,0.0202769,0.0293535,0.0263531,0.0501918,0.0626581,0.0628067,0.061772,0.0626931,0.0154227,0.0372144,0.019378,0.0196872,0.0431406,0.0219057,0,0,0,0,0,0,0,0,0,0.0440277,0.0260937,0,0.0578149,0,0.0357909,0.0294962,0
137,0.0375864,0.0467173,0,0,0,0,0.0257416,0.049751,0,0,0.0115386,0,0,0.033468,0.0363251,0.0387696,0.019996,0.0534683,0.0240177,0.0300877,0.0136423,0.0230181,0.0225167,0.0404362,0.0331304,0.027096,0.0305658,0.0481268,0.00842835,0.0172692,0.0606746,0,0.0154411,0.020864,0,0,0.0118233,0,0,0.0332678,0.0478101,0.0443191,0.0389507,0.0374937,0.0203404,0.0288417,0.0290723,0.050547,0.0611643,0.0616811,0.0599337,0.0609283,0.0190473,0.0370311,0.0195893,0.0199447,0.0430269,0.0220017,0,0,0,0,0,0,0,0,0,0.0441271,0,0,0.0581587,0,0.0372559,0.0277131,0
138,0.0376035,0.0465736,0,0,0,0,0.0259257,0.0499399,0,0,0.0119594,0,0,0.0335404,0.0356697,0.0386729,0.0204498,0.0545821,0.0247156,0.0308123,0.013428,0.0230656,0.023327,0.0410735,0.0336919,0.0275429,0.0335787,0.0476547,0.00835692,0.0175679,0.0561884,0,0.0141604,0.0207816,0,0,0.0111705,0,0,0.0336459,0.0484334,0.0421989,0.038284,0.0380448,0.0198003,0.0289337,0.0258743,0.0499112,0.0623733,0.0626158,0.061244,0.0622446,0.0151012,0.0369584,0.0200108,0.0203581,0.0428041,0.0223588,0,0,0,0,0,0,0,0,0,0.0442775,0.025262,0,0.0571453,0,0.0380349,0.0261413,0
139,0.0376193,0.0464745,0,0,0,0,0.0258955,0.0497846,0,0,0.012052,0,0,0.0336192,0.0351268,0.0390895,0.020871,0.0551033,0.0250185,0.0309904,0.0135325,0.023052,0.0239886,0.0415231,0.0344215,0.0282036,0.0358686,0.0474277,0.00839105,0.0178346,0.0562385,0,0.0145644,0.0207292,0,0,0.011267,0,0,0.0336346,0.0481243,0.0424721,0.0383439,0.0382327,0.019611,0.0287066,0.0262763,0.0499414,0.0620641,0.0622873,0.0611981,0.0621702,0.0151398,0.036935,0.0199861,0.020309,0.042729,0.0225021,0,0,0,0,0,0,0,0,0,0.0445696,0.0245303,0,0.0570636,0,0.0386315,0.024923,0
140,0.0376123,0.0463786,0,0,0,0,0.0257608,0.0498431,0,0,0.0120632,0,0,0.0336664,0.0345393,0.0395935,0.0211535,0.0550555,0.0251644,0.0310696,0.0135941,0.0229002,0.0247225,0.0420011,0.0352289,0.0289584,0.0373923,0.0473384,0.00845336,0.0180612,0.056786,0,0.0149251,0.0206891,0,0,0.0114337,0,0,0.0335138,0.0476976,0.0427468,0.0384422,0.0379479,0.0193668,0.0287588,0.0270363,0.0500593,0.0617911,0.0620042,0.06125,0.0621804,0.0154237,0.0370693,0.0198241,0.0200818,0.0426527,0.0226219,0,0,0,0,0,0,0,0,0,0.0451105,0.0237965,0,0.0571558,0,0.03913,0.0239672,0
141,0.0375943,0.0462469,0,0,0,0,0.0256822,0.0498946,0,0,0.0120686,0,0,0.0336965,0.0341338,0.039868,0.021458,0.0546833,0.0251173,0.0310385,0.0135808,0.0226375,0.0253524,0.0425626,0.0361173,0.0299884,0.0383579,0.0473804,0.0084644,0.0180698,0.0576714,0,0.0152687,0.0206687,0,0,0.0116145,0,0,0.0334319,0.0472075,0.0429961,0.03855,0.0372892,0.0191037,0.0286616,0.0276818,0.0502111,0.0616517,0.0617996,0.0613682,0.062216,0.0157972,0.0372957,0.0196413,0.0198247,0.0425024,0.0226045,0,0,0,0,0,0,0,0,0,0.0455802,0.0236839,0,0.0572605,0,0.0397853,0.0233059,0
142,0.0375989,0.0461295,0,0,0,0,0.0254915,0.04988,0,0,0.0120655,0,0,0.0335084,0.0339934,0.0399598,0.021771,0.0540827,0.0248329,0.0308751,0.0135756,0.0224168,0.0259637,0.0431912,0.0369102,0.0309413,0.0396611,0.0475128,0.00841593,0.017856,0.0588695,0,0.0156395,0.0206357,0,0,0.0117599,0,0,0.0334122,0.0467431,0.0431676,0.0385552,0.0364164,0.0188942,0.0284649,0.0279658,0.0503151,0.0615699,0.0616634,0.0614779,0.0622478,0.0163341,0.0375238,0.0194855,0.0196042,0.0423301,0.0225723,0,0,0,0,0,0,0,0,0,0.0460494,0.0238622,0,0.0573725,0,0.0404923,0.0228307,0
143,0.0376399,0.0460642,0,0,0,0,0.025422,0.0497927,0,0,0.0120531,0,0,0.0331897,0.0342148,0.0397656,0.0220539,0.0534189,0.0243642,0.0306484,0.0136187,0.0225432,0.0266657,0.0438176,0.0375769,0.0317056,0.0415395,0.0477542,0.00836014,0.0175574,0.0603808,0,0.0158128,0.0206082,0,0,0.0118449,0,0,0.0333176,0.0464536,0.0432739,0.0384714,0.0357302,0.0187553,0.0283113,0.0278588,0.0503414,0.0615385,0.061583,0.0615587,0.0622834,0.0172887,0.0377055,0.0192843,0.019443,0.0422276,0.022589,0,0,0,0,0,0,0,0,0,0.0464517,0.02385,0,0.0575913,0,0.0408931,0.0229402,0
144,0.0376983,0.0460608,0,0,0,0,0.0255606,0.0497285,0,0,0.0120486,0,0,0.0328558,0.0348135,0.0397246,0.0221751,0.0531727,0.0239036,0.0304463,0.0137661,0.0226779,0.0273285,0.0443904,0.0381489,0.0324164,0.0432354,0.0480649,0.00827958,0.0171861,0.0618562,0,0.0156713,0.0206305,0,0,0.0118852,0,0,0.0333333,0.0463597,0.0432818,0.0383174,0.0351253,0.0186956,0.0282597,0.0274371,0.050311,0.0615623,0.0616201,0.0616081,0.0623228,0.0187685,0.0378194,0.0191769,0.0193762,0.0421,0.0225658,0,0,0,0,0,0,0,0,0,0.0467478,0.0235689,0,0.057903,0,0.0412619,0.0236684,0
145,0.0375427,0.0462001,0,0,0,0,0.0267813,0.0493901,0,0,0.0114693,0,0,0.0336802,0.0362166,0.0398175,0.0235522,0.0543761,0.0233408,0.0304533,0.0134576,0.0239393,0.0277348,0.0445342,0.0382698,0.0327794,0.0402702,0.0479803,0.00795901,0.0171088,0.0556133,0,0.0124145,0.0200386,0,0,0.0128859,0,0,0.0330824,0.0468388,0.0447056,0.0375579,0.0332994,0.0188365,0.0296313,0.0235868,0.0503998,0.0626029,0.0628083,0.0633462,0.06347,0.012706,0.0377469,0.0189792,0.0194287,0.0419918,0.022506,0,0,0,0,0,0,0,0,0,0.0464705,0.0204651,0,0.0585429,0,0.0423695,0.0229925,0
146,0.0375325,0.046216,0,0,0,0,0.0266374,0.0492792,0,0,0.0114274,0,0,0.0335843,0.0376359,0.0398041,0.0236195,0.0548971,0.0230255,0.0303292,0.0137684,0.0241194,0.028363,0.0445539,0.0381454,0.0326454,0.0411543,0.0480197,0.00791287,0.0169454,0.0567193,0,0.0122613,0.0200711,0,0,0.0128994,0,0,0.0331049,0.0466346,0.0442905,0.037752,0.0326635,0.0189692,0.0300217,0.0226349,0.0505466,0.0628537,0.0630259,0.0635655,0.0636213,0.0132192,0.0376255,0.0189708,0.0195506,0.0418982,0.0224799,0,0,0,0,0,0,0,0,0,0.0465408,0.0201731,0,0.0591229,0,0.0427909,0.0214832,0
147,0.0375672,0.0462658,0,0,0,0,0.0267591,0.0489441,0,0,0.0112984,0,0,0.0335109,0.0396522,0.0397478,0.023764,0.0558737,0.0227426,0.0298897,0.0144729,0.0243656,0.029003,0.0443272,0.0377873,0.0321515,0.0418366,0.0482419,0.00792964,0.0165968,0.0588379,0,0.0129485,0.0201227,0,0,0.0129268,0,0,0.0330392,0.0451437,0.0447425,0.0390771,0.0326512,0.0191751,0.0304944,0.0229511,0.0514622,0.0622462,0.0621489,0.0627455,0.0627981,0.0151355,0.0375824,0.0189543,0.0197354,0.0420123,0.022284,0,0,0,0,0,0,0,0,0,0.046444,0,0,0.0605531,0,0.0433754,0.0208474,0
148,0.037491,0.0461602,0,0,0,0,0.027175,0.0487858,0,0,0.0114621,0,0,0.033849,0.0400083,0.0398227,0.0232185,0.0564471,0.0230145,0.0301908,0.0142297,0.0243559,0.0290941,0.044423,0.0377946,0.0320097,0.0428735,0.0478784,0.00790752,0.0169467,0.0589942,0,0.0123563,0.0200491,0,0,0.0130694,0,0,0.0331983,0.0457611,0.0438956,0.0378287,0.0324339,0.0190647,0.0310144,0.0204505,0.0508826,0.0633281,0.0634207,0.0639937,0.0638962,0.0145764,0.0373355,0.0189859,0.0199763,0.0419481,0.0225074,0,0,0,0,0,0,0,0,0,0.0465591,0.0193318,0,0.0603336,0,0.0432179,0.0203456,0
149,0.0375642,0.0461418,0,0,0,0,0.0273035,0.0485365,0,0,0.0114173,0,0,0.0337781,0.0413745,0.039886,0.0234715,0.0570273,0.0231905,0.029852,0.0145651,0.0246473,0.0294325,0.0443452,0.0375628,0.0317321,0.0427933,0.0479876,0.00793276,0.0168117,0.0601396,0,0.0131517,0.0201262,0,0,0.0132434,0,0,0.0331074,0.0436658,0.0439535,0.0393132,0.0328114,0.019189,0.0315827,0.0208161,0.0522489,0.0625874,0.0624404,0.063173,0.0632262,0.0162445,0.0372352,0.0189359,0.0201115,0.0421046,0.0223747,0,0,0,0,0,0,0,0,0,0.0465547,0,0,0.0615937,0,0.0431624,0.0199316,0
150,0.0377692,0.046021,0,0,0,0,0.0274826,0.0484252,0,0,0.0110563,0,0,0.0339269,0.0414339,0.0404764,0.0233397,0.0570288,0.0237305,0.0293483,0.0142878,0.0249429,0.0290412,0.0442379,0.0372692,0.0316989,0.0428131,0.0479487,0.00782041,0.0172794,0.0611523,0,0.0131903,0.0201405,0,0,0.0124372,0,0,0.0333186,0.0431585,0.043921,0.0393786,0.0328676,0.0185268,0.0318047,0.0203082,0.0526642,0.0624001,0.0626058,0.0634187,0.0634135,0.0172665,0.0371934,0.0193402,0.0205913,0.0421311,0.0225294,0,0,0,0,0,0,0,0,0,0.046533,0,0,0.0617479,0,0.0429532,0.0192291,0
151,0.0377475,0.0459874,0,0,0,0,0.0277526,0.0482598,0,0,0.0111002,0,0,0.0340002,0.0405093,0.0412215,0.0228148,0.0565054,0.0243499,0.0295508,0.0138444,0.024957,0.0279198,0.044099,0.0371103,0.0318053,0.0435982,0.0476665,0.00778997,0.0175806,0.0618003,0,0.0126989,0.0201228,0,0,0.0124965,0,0,0.0334856,0.0439637,0.0436449,0.0382005,0.032606,0.0183668,0.0318344,0.0187305,0.0520746,0.0633696,0.0638404,0.064612,0.0643644,0.017155,0.037056,0.0193875,0.0207051,0.0420858,0.0227877,0,0,0,0,0,0,0,0,0,0.0464549,0.019159,0,0.0611355,0,0.0424094,0.0192458,0
152,0.0373984,0.0462208,0,0,0,0,0.0277598,0.0481548,0,0,0.0122288,0,0,0.0332819,0.0399065,0.0417533,0.0225497,0.0560928,0.024554,0.0308449,0.0138672,0.025087,0.0274975,0.04398,0.0373011,0.0319285,0.0440623,0.0474367,0.00796873,0.0162492,0.0628758,0,0.0127947,0.0201329,0,0,0.0146917,0,0,0.0327216,0.0437801,0.0438683,0.0381563,0.0321898,0.019879,0.0318184,0.0184026,0.0518781,0.0635858,0.0639597,0.064693,0.0643985,0.0182864,0.0369961,0.0185147,0.0199564,0.0422765,0.0226309,0,0,0,0,0,0,0,0,0,0.0464612,0.0190952,0,0.061447,0,0.0418988,0.0191478,0
153,0.0377554,0.045925,0,0,0,0,0.0276198,0.0475741,0,0,0.011469,0,0,0.0337924,0.0398832,0.0418703,0.0222687,0.0558265,0.0249029,0.0299588,0.0143349,0.0255186,0.0275981,0.0439638,0.0375028,0.0320502,0.0442515,0.0474548,0.00787166,0.0170944,0.0621704,0,0.0132373,0.0201471,0,0,0.0133206,0,0,0.0330918,0.0431001,0.0433868,0.0386124,0.0317247,0.0187018,0.0322746,0.0181425,0.0519946,0.0634387,0.0634497,0.0643588,0.0642025,0.0175502,0.0369067,0.018989,0.0205317,0.0421265,0.0227912,0,0,0,0,0,0,0,0,0,0.0465613,0.0204013,0,0.0626786,0,0.041493,0.0192391,0
154,0.037923,0.0458954,0,0,0,0,0.0277007,0.0474564,0,0,0.0112746,0,0,0.0333622,0.0403263,0.0419648,0.0224637,0.0556978,0.0250405,0.0294625,0.0150513,0.0261187,0.027486,0.0440026,0.0375498,0.032186,0.044369,0.0478212,0.00782448,0.0166714,0.0618143,0,0.0141555,0.0202551,0,0,0.0132822,0,0,0.03289,0.0419223,0.0430853,0.0399392,0.0316443,0.0187168,0.0326504,0.0192655,0.053083,0.0627708,0.0619339,0.0629496,0.0631403,0.0179411,0.0370624,0.0188898,0.0205355,0.0421179,0.0226381,0,0,0,0,0,0,0,0,0,0.0465607,0,0,0.0641327,0,0.0415251,0.0195138,0
