Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LPSI,LSHO,LTHI,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x70,x71,x72,x73,LTHIP,LKNE,RKNE,IMUR_M
All Timesteps RMSE,0.034393,0.0472288,0,0,0,0,0,0.0405411,0,0.0261035,0.05604,0,0,0.0165684,0,0,0.0368456,0.0309329,0.0373836,0.0266014,0.0242813,0.0295267,0.0198489,0.0397126,0.0423682,0.0460697,0.0360358,0.0334395,0.0293121,0.0466161,0.0172725,0.0198898,0.048342,0,0.018822,0.0621366,0.0166477,0,0,0.013078,0,0,0.0340211,0.0487036,0.0491005,0.0345858,0.0294913,0.0218673,0.0432578,0.0379778,0.0642488,0.0612376,0.0599673,0.061111,0.063767,0.0346003,0.0324508,0.0201826,0.0214041,0.0419271,0.0132931,0,0,0,0,0,0,0,0,0,0.021795,0.0523059,0.0307711,0
0,0.036665,0.0467872,0,0,0,0,0,0.0284291,0,0.0219816,0.0530349,0,0,0.0149168,0,0,0.0356358,0.0396432,0.043059,0.0262294,0.0216623,0.0275321,0.0717403,0.0464837,0.0485461,0.050724,0.0398109,0.0349025,0.0306325,0.0481383,0.0140742,0.0204045,0.0562812,0,0.0188719,0.0672822,0.0172805,0,0,0.0108555,0,0,0.0332549,0.0431102,0.0424518,0.0386997,0.0278853,0.0189389,0.0380225,0.0378502,0.0625465,0.0607919,0.0589278,0.0593776,0.0603563,0.0195046,0.034026,0.0222954,0.0209168,0.0417488,0.0137657,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0371472,0.0471115,0,0,0,0,0,0.0320737,0,0.0251636,0.0530788,0,0,0.014306,0,0,0.0354383,0.0382759,0.0462455,0.0247083,0.0220393,0.0272577,0.0146822,0.0459484,0.0452327,0.0475208,0.0373656,0.0338618,0.0295109,0.0485771,0.0137689,0.0198986,0.0653206,0,0.0209088,0.0729429,0.0176457,0,0,0.0109995,0,0,0.0329633,0.0396519,0.0473068,0.0406256,0.0272861,0.0174325,0.0398151,0,0.0652007,0.057635,0.0563019,0.055549,0.0567101,0.0295128,0.0348812,0.02125,0.0200157,0.0425539,0.0132994,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.0367618,0.047395,0,0,0,0,0,0.0344892,0,0.0251142,0.0547678,0,0,0.0143222,0,0,0.0366195,0.0382839,0.0466302,0.0261773,0.0221686,0.0279856,0.0207795,0.0461619,0.0446665,0.0472541,0.037121,0.0336848,0.0267575,0.048376,0.0134475,0.0197172,0.0565617,0,0.0187208,0.0739904,0.0165361,0,0,0.0117686,0,0,0.0326991,0.0411705,0.0502564,0.0387538,0.0254781,0.017046,0.0413739,0,0.0653398,0.0576268,0.0563162,0.0573479,0.0578714,0.0202169,0.0346242,0.0213693,0.020204,0.0428633,0.013409,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.0366612,0.0470959,0,0,0,0,0,0.0369565,0,0.0242979,0.0560684,0,0,0.014366,0,0,0.035865,0.0356442,0.0452372,0.0243784,0.0221382,0.0277353,0.0179446,0.0452302,0.0458494,0.0488025,0.0384132,0.0347866,0.0223308,0.0480273,0.0138047,0.020577,0.0591271,0,0.0203639,0.0702708,0.0173274,0,0,0.0112749,0,0,0.0329929,0.0442584,0.0425504,0.0370034,0.027007,0.0180699,0.0407442,0.036782,0.0643005,0.0600052,0.0582907,0.0581088,0.0592324,0.0220322,0.0342298,0.0214392,0.0206366,0.0425255,0.0133769,0,0,0,0,0,0,0,0,0,0.0250983,0,0,0
4,0.0369259,0.0471514,0,0,0,0,0,0.040619,0,0.0245282,0.0554874,0,0,0.0137677,0,0,0.0355939,0.0374515,0.0446965,0.0243521,0.0218068,0.0270396,0.0187434,0.0450546,0.0451542,0.0486534,0.0381474,0.0345956,0.0179647,0.0484692,0.0133745,0.0202942,0.0666232,0,0.0215338,0.0721163,0.017864,0,0,0.0112285,0,0,0.0330129,0.0408382,0.0462175,0.0397683,0.0276296,0.0183631,0.040509,0,0.0651449,0.0580618,0.0568596,0.0556055,0.0567278,0.0308987,0.0342739,0.0214797,0.0207168,0.0428623,0.0129498,0,0,0,0,0,0,0,0,0,0.0266045,0,0,0
5,0.0362526,0.0472064,0,0,0,0,0,0.0385185,0,0.0227639,0.0547028,0,0,0.0141768,0,0,0.0360904,0.0365137,0.0411863,0.0228601,0.0223438,0.0280778,0.017915,0.0408111,0.0468569,0.0502768,0.0407317,0.0373616,0.0207227,0.0476716,0.0133979,0.0215515,0.0591899,0,0.0210319,0.0711225,0.0171968,0,0,0.0116337,0,0,0.0330631,0.0438337,0.0426809,0.0369936,0.0272239,0.018926,0.0406531,0.0363991,0.0647574,0.0599708,0.0579707,0.0576536,0.0586608,0.0221095,0.0337604,0.0217,0.0211357,0.0426051,0.0133719,0,0,0,0,0,0,0,0,0,0,0.0541738,0,0
6,0.0365298,0.0472854,0,0,0,0,0,0.0479981,0,0.0246126,0.0581842,0,0,0.0139206,0,0,0.0359013,0.035701,0.0428882,0.0251313,0.022457,0.0276157,0.020026,0.0439619,0.0446061,0.0487731,0.0377755,0.0347695,0.0141426,0.0480227,0.0130692,0.0212866,0.0605684,0,0.0212805,0.0689921,0.017615,0,0,0.0116372,0,0,0.0330677,0.0449611,0.0423212,0.0366905,0.0275835,0.0187928,0.0404179,0.0357716,0.0641883,0.0603228,0.058389,0.0580177,0.0587604,0.0226171,0.0339487,0.0214087,0.0209376,0.0429705,0.0130517,0,0,0,0,0,0,0,0,0,0.028012,0,0,0
7,0.0361097,0.0472059,0,0,0,0,0,0.0472802,0,0.0231904,0.0569146,0,0,0.0136815,0,0,0.0360471,0.0355337,0.0400983,0.0228713,0.0222644,0.0278108,0.0197661,0.0405833,0.0466419,0.0504862,0.0398778,0.0373413,0.0140312,0.0477437,0.012183,0.0219892,0.0614444,0,0.0212068,0.0680433,0.0176054,0,0,0.0117241,0,0,0.0332654,0.0452048,0.042211,0.0365444,0.0284819,0.0199204,0.0402258,0.0355467,0.0640024,0.0607899,0.0587351,0.0581739,0.0589327,0.0232962,0.0331154,0.0214809,0.0217719,0.0426538,0.0132191,0,0,0,0,0,0,0,0,0,0.0289116,0.0514874,0,0
8,0.0362282,0.0472789,0,0,0,0,0,0.0502972,0,0.0236353,0.0564714,0,0,0.0135196,0,0,0.0361541,0.0364202,0.0400439,0.0232107,0.0225933,0.0283793,0.0205297,0.0406854,0.0462584,0.0502125,0.0397101,0.0378626,0.0129696,0.047643,0.0116215,0.0224669,0.0603768,0,0.0216939,0.0696785,0.0174443,0,0,0.0119472,0,0,0.0329844,0.0443349,0.042564,0.0367757,0.027889,0.0195711,0.0404944,0.0361685,0.0646033,0.0603615,0.0582497,0.0577321,0.0587153,0.0224831,0.0332924,0.0207258,0.021482,0.0428096,0.0132525,0,0,0,0,0,0,0,0,0,0,0.0504819,0,0
9,0.0365626,0.0471477,0,0,0,0,0,0.0562719,0,0.0249311,0.0515296,0,0,0.0143522,0,0,0.036784,0.0420089,0.0404949,0.0224273,0.0205034,0.0296259,0.0246036,0.0424393,0.0450414,0.0488405,0.0385959,0.0376733,0.0149947,0.0466739,0.0120734,0.0235052,0.0524882,0,0.0238778,0,0.0174581,0,0,0.0123157,0,0,0.0330382,0.0377721,0.0458889,0.0472425,0.0263974,0.0200608,0.0412946,0.0403601,0.0669174,0.0576966,0.0550025,0.0554713,0.0565377,0.0174509,0.0324998,0.0214175,0.0220086,0.0429545,0.0118386,0,0,0,0,0,0,0,0,0,0,0.0503058,0,0
10,0.0362675,0.0473979,0,0,0,0,0,0.0532876,0,0.0242354,0.0588719,0,0,0.0134526,0,0,0.0360725,0.034373,0.0410328,0.0246753,0.0225705,0.0282127,0.0223088,0.0406242,0.0464757,0.0499996,0.0399186,0.0378494,0.0128032,0.0476891,0.0114778,0.0221175,0.0602894,0,0.0218957,0.0673873,0.0177534,0,0,0.0121026,0,0,0.0330283,0.0453999,0.0418916,0.036383,0.028728,0.0202135,0.0405492,0.035546,0.0642542,0.0609359,0.0589468,0.0584456,0.059366,0.0219703,0.0330704,0.021328,0.0214282,0.0428429,0.0130906,0,0,0,0,0,0,0,0,0,0.0294097,0.049139,0,0
11,0.0362421,0.0474491,0,0,0,0,0,0.0560068,0,0.0242362,0.0593093,0,0,0.0135043,0,0,0.0360256,0.0339612,0.0417545,0.0249569,0.0229182,0.0283339,0.0226048,0.0404618,0.0465936,0.0499711,0.0399456,0.0380444,0.0131057,0.0477634,0.0114912,0.0221283,0.0613166,0,0.0216519,0.0668242,0.017732,0,0,0.0121414,0,0,0.0330498,0.0454248,0.0423864,0.0361144,0.0289813,0.0200208,0.040565,0.0358188,0.0641342,0.0611193,0.0591838,0.0586014,0.0593193,0.0229604,0.0331076,0.0213103,0.0211766,0.0428948,0.013232,0,0,0,0,0,0,0,0,0,0.0293795,0.0481559,0,0
12,0.0361762,0.0475022,0,0,0,0,0,0.0579809,0,0.0245281,0.0600123,0,0,0.013568,0,0,0.0360939,0.0334828,0.0407999,0.0249654,0.0232835,0.0284816,0.0226678,0.040156,0.046596,0.0500492,0.0399593,0.0381691,0.0134044,0.0476033,0.0115451,0.0222239,0.0623166,0,0.0215339,0.0666245,0.0176088,0,0,0.012207,0,0,0.0329582,0.0455679,0.0424719,0.0358776,0.0291463,0.0198833,0.040807,0.0359807,0.0642142,0.06108,0.0592337,0.0584847,0.0592831,0.0233127,0.0331408,0.0213431,0.021025,0.0429641,0.0133938,0,0,0,0,0,0,0,0,0,0.0291075,0.0474085,0,0
13,0.0360817,0.0476482,0,0,0,0,0,0.0595951,0,0.0243153,0.0590844,0,0,0.0138096,0,0,0.0364761,0.0345002,0.040224,0.0244044,0.0237033,0.0290767,0.0224154,0.0396066,0.046775,0.0502181,0.0402375,0.0389596,0.0147331,0.0472607,0.0119322,0.022622,0.0615605,0,0.0216349,0.0681969,0.017221,0,0,0.012356,0,0,0.0328661,0.044265,0.043407,0.0354693,0.0286674,0.0194305,0.0411951,0.0367973,0.0647819,0.0605153,0.0586547,0.0579342,0.0588558,0.0225796,0.0332774,0.0212,0.0206835,0.0430713,0.0135882,0,0,0,0,0,0,0,0,0,0,0.0463927,0,0
14,0.0359238,0.047698,0,0,0,0,0,0.0596643,0,0.0249052,0.0605134,0,0,0.0137294,0,0,0.036754,0.0328559,0.0402609,0.0248149,0.0235568,0.0288807,0.0227164,0.0389629,0.0467197,0.0501843,0.0401918,0.0384775,0.0146493,0.0470886,0.0120432,0.0226379,0.0617707,0,0.0213822,0.0658133,0.0172894,0,0,0.0123766,0,0,0.0330045,0.0450995,0.0433998,0.0350714,0.029539,0.019988,0.0412143,0.0362744,0.0642954,0.0608338,0.0592365,0.058395,0.0592565,0.0226303,0.032829,0.0215861,0.0210176,0.043016,0.0135509,0,0,0,0,0,0,0,0,0,0.0300867,0.0462932,0,0
15,0.0357918,0.0477697,0,0,0,0,0,0.0586516,0,0.025221,0.0605804,0,0,0.0139911,0,0,0.0370204,0.0323916,0.0403484,0.0249273,0.0237225,0.0291383,0.0234895,0.0383635,0.0466441,0.0501241,0.0401894,0.0383543,0.0144332,0.04688,0.0122537,0.0227324,0.0618019,0,0.0212374,0.0655286,0.0170741,0,0,0.0124687,0,0,0.0330005,0.0449831,0.0439671,0.0348467,0.0297082,0.0200412,0.0411876,0.0364055,0.0642318,0.0606769,0.0592307,0.0582926,0.0590184,0.0227751,0.0327484,0.0213308,0.021062,0.0430682,0.0136668,0,0,0,0,0,0,0,0,0,0.0297473,0.0461728,0,0
16,0.0356665,0.0478379,0,0,0,0,0,0.0564734,0,0.0252038,0.0607945,0,0,0.0143092,0,0,0.0371875,0.0317156,0.0399983,0.0250418,0.0239133,0.0294277,0.0235504,0.0378192,0.0463097,0.049966,0.0400173,0.037962,0.0138986,0.0466763,0.0125854,0.0227342,0.0616612,0,0.0209661,0.0652572,0.016848,0,0,0.0125333,0,0,0.0330018,0.045144,0.0451033,0.0345915,0.0298698,0.0200463,0.0413547,0.0365354,0.0640901,0.0602971,0.0591283,0.0581871,0.0587134,0.0226275,0.0327311,0.0213267,0.0210447,0.043147,0.0137816,0,0,0,0,0,0,0,0,0,0.0286023,0.0465049,0,0
17,0.0352722,0.0479141,0,0,0,0,0,0.0534148,0,0.0246276,0.059067,0,0,0.0150176,0,0,0.0376303,0.0316158,0.0390168,0.0250142,0.0246268,0.0305593,0.0236108,0.0370877,0.0461993,0.0499198,0.0399834,0.037943,0.0128533,0.0460235,0.0135645,0.0233281,0.0592222,0,0.0177277,0.0638732,0.0161382,0,0,0.0127042,0,0,0.0330314,0.0472542,0.0395504,0.0333227,0.0293763,0.0196158,0.0378586,0.0340768,0.0606354,0,0.0628918,0.0612191,0.0622343,0.0203207,0.0327358,0.0213465,0.0208911,0.0431007,0.0144427,0,0,0,0,0,0,0,0,0,0.0267817,0.0467422,0,0
18,0.0354962,0.0480438,0,0,0,0,0,0.0517404,0,0.0246093,0.0605871,0,0,0.0143599,0,0,0.0370225,0.0313463,0.0365068,0.0251433,0.0239265,0.0297361,0.0232523,0.0372626,0.0452206,0.0489983,0.0390037,0.0373175,0.0123457,0.0465547,0.0130402,0.0224367,0.0598918,0,0.0205404,0.0656392,0.0166476,0,0,0.0125497,0,0,0.0331043,0.0446677,0.0459664,0.035224,0.0299802,0.019619,0.0407978,0.0367669,0.0633607,0.0600784,0.0591811,0.0579247,0.0584318,0.0216762,0.0329843,0.0212072,0.0205486,0.0435141,0.0139151,0,0,0,0,0,0,0,0,0,0.026306,0.0477745,0,0
19,0.035307,0.0480231,0,0,0,0,0,0.0506771,0,0.0236157,0.0610382,0,0,0.014726,0,0,0.0371638,0.0305554,0.0341546,0.0253872,0.0241196,0.030285,0.0218945,0.0373362,0.0448578,0.0487147,0.0387344,0.0369146,0.0120424,0.0462925,0.0134747,0.0226045,0.0595454,0,0.0202817,0.0650399,0.016189,0,0,0.0126292,0,0,0.0331299,0.0449375,0.047043,0.034172,0.0295091,0.0194096,0.040779,0.0366402,0.0632999,0.0596347,0.0589403,0.0576132,0.0580899,0.0219349,0.0330429,0.0209868,0.0203429,0.0434889,0.0141651,0,0,0,0,0,0,0,0,0,0.0250923,0.0481086,0,0
20,0.0352222,0.0480369,0,0,0,0,0,0.0505428,0,0.0218575,0.0611496,0,0,0.0150016,0,0,0.037315,0.0298508,0.0328951,0.0256323,0.0241691,0.0306492,0.0214657,0.0376632,0.044484,0.0482092,0.0387218,0.0368177,0.0118834,0.0461349,0.013918,0.0226503,0.0584344,0,0.0200359,0.0646783,0.015827,0,0,0.0126308,0,0,0.0330704,0.0452118,0.0480211,0.0338919,0.0292554,0.0193852,0.0405798,0.0365651,0.0630957,0.0595374,0.0587411,0.0573955,0.0578405,0.0216524,0.0331948,0.020757,0.0201316,0.0435682,0.0142886,0,0,0,0,0,0,0,0,0,0.0239931,0.0483857,0,0
21,0.0353613,0.0482424,0,0,0,0,0,0.0525984,0,0.0215273,0.0598332,0,0,0.0154213,0,0,0.03752,0.0299361,0,0.0272536,0.0251194,0.0312775,0.0213208,0.0393283,0.0420656,0.045853,0.0357554,0.034706,0.00450043,0.0461366,0.0146434,0.0227529,0.0539192,0,0.0161843,0.0645787,0.0153047,0,0,0.0126801,0,0,0.0328344,0.0464577,0.042995,0.035054,0.0285217,0.0184682,0.036331,0.0347065,0.0591959,0,0.062473,0.0605982,0.0616248,0.0188308,0.0339312,0.0200989,0.0193439,0.0439717,0.0144502,0,0,0,0,0,0,0,0,0,0.0229518,0.0500179,0,0
22,0.034995,0.048211,0,0,0,0,0,0.0493991,0,0.0179544,0.0594693,0,0,0.0158717,0,0,0.0376489,0.0287097,0.0317246,0.0252298,0.0250335,0.0315819,0.023451,0.0375191,0.0445345,0.0473798,0.0396683,0.0376103,0.0111745,0.0459322,0.0153966,0.0227051,0.0526925,0,0.0156654,0.0634806,0.0148758,0,0,0.012611,0,0,0.0329627,0.0473921,0.0440005,0.0352623,0.0291335,0.01881,0.0364684,0.0345305,0.059046,0,0.0623075,0.0603301,0.0615297,0.0191373,0.0337847,0.0202991,0.0194623,0.0438375,0.0147602,0,0,0,0,0,0,0,0,0,0.0218425,0.0496937,0,0
23,0.0350309,0.0481835,0,0,0,0,0,0.0490067,0,0.0184411,0.0617417,0,0,0.0158498,0,0,0.037483,0.0265111,0.0300099,0.025428,0.0246196,0.0313828,0.022268,0.0371363,0.0446578,0.0476776,0.0393864,0.0371409,0.010841,0.0462861,0.0157661,0.0221276,0.0513616,0,0.0196397,0.0631668,0.0147792,0,0,0.0124875,0,0,0.0330114,0.0466173,0.0513872,0.0360329,0.0296405,0.018777,0.040256,0.0363958,0.062162,0.0582332,0.0576529,0.0566917,0.0574197,0.0201462,0.03415,0.0198237,0.0190277,0.0440461,0.0145931,0,0,0,0,0,0,0,0,0,0.0210839,0.0509959,0,0
24,0.0349802,0.0482086,0,0,0,0,0,0.0506146,0,0.0218451,0.0619779,0,0,0.0164567,0,0,0.037725,0.0252574,0,0.0269237,0.0249989,0.0321067,0.0184829,0.0380965,0.0427025,0.0467627,0.0355955,0.0344012,0.00619603,0.0462787,0.0168952,0.0221267,0.0470305,0,0.0199115,0.0636165,0.0141509,0,0,0.0125006,0,0,0.0328423,0.0466419,0.0520114,0.0359805,0.0292217,0.0175575,0.0407574,0.0366722,0.0629286,0.0567682,0.0566854,0.0561659,0.0572753,0.0212012,0.0351678,0.0189798,0.0180123,0.04442,0.0151203,0,0,0,0,0,0,0,0,0,0,0.0525831,0,0
25,0.0344218,0.0479368,0,0,0,0,0,0.0471841,0,0.0219537,0.0613569,0,0,0.01748,0,0,0.037927,0.0243868,0.0307867,0.0250269,0.0243184,0.0320019,0.0199887,0.036276,0.0452393,0.0494204,0.0381601,0.0362453,0.0115139,0.0459559,0.0184486,0.0215933,0.0441598,0,0.0198197,0.0608927,0.0138129,0,0,0.0121144,0,0,0.0331315,0.0484849,0.0530576,0.0355125,0.0309208,0.0178242,0.0408405,0.036281,0.0630513,0.0564639,0.0561117,0.0560879,0.0575617,0.0232484,0.034903,0.0193422,0.0184753,0.04409,0.0158374,0,0,0,0,0,0,0,0,0,0.0194857,0.0499102,0,0
26,0.0340657,0.0478821,0,0,0,0,0,0.0456553,0,0.0233612,0.0595973,0,0,0.0190684,0,0,0.0384101,0.0248986,0.0321465,0.0246026,0.0244218,0.0329141,0.0205668,0.0354124,0.0448853,0.0494589,0.037293,0.0359066,0.0120464,0.0453513,0.020522,0.0215559,0.0405266,0,0.0148963,0.0593845,0.0131468,0,0,0.0120836,0,0,0.0333779,0.0506579,0.0475477,0.0341721,0.0309785,0.0173532,0.0380602,0.0348952,0.0611006,0,0.0597633,0.0594262,0.0617351,0.0254234,0.0349665,0.0193205,0.0182546,0.0439791,0.0169471,0,0,0,0,0,0,0,0,0,0.0192155,0.0488124,0,0
27,0.034403,0.0479905,0,0,0,0,0,0.0454645,0,0.0246259,0.0600122,0,0,0.0188576,0,0,0.0378528,0.0268214,0.0337489,0.0244882,0.0236566,0.0317536,0.0207437,0.0353981,0.0435838,0.0481538,0.0359447,0.0351231,0.0121028,0.0459069,0.0207523,0.0201163,0.0397066,0,0.0219504,0.0603719,0.0139153,0,0,0.0118332,0,0,0.0335787,0.0480368,0.0587217,0.0353663,0.031942,0.0174159,0.0420508,0,0.0653092,0.055311,0.0529536,0.0541424,0.0562665,0.0288187,0.0351746,0.0192841,0.0180951,0.0442292,0.0162946,0,0,0,0,0,0,0,0,0,0.0198561,0.0481301,0,0
28,0.034151,0.0479804,0,0,0,0,0,0.0450093,0,0.0247685,0.0590272,0,0,0.0202488,0,0,0.0379605,0.028398,0.0343697,0.0246941,0.0243933,0.0321162,0.0201058,0.0351511,0.0428964,0.0472763,0.0355082,0.0349115,0.012721,0.0454278,0.0226737,0.0195246,0.0342972,0,0.021003,0.0580034,0.0136129,0,0,0.0117314,0,0,0.0338054,0.0532152,0.0568177,0.0347839,0.0318726,0.0176847,0.0424885,0.0342517,0.0641905,0.0554913,0.0534962,0.0560499,0.0583635,0.0355644,0.0349098,0.0195539,0.0183997,0.0438208,0.0167982,0,0,0,0,0,0,0,0,0,0.0186373,0.0484272,0,0
29,0.0341516,0.0479295,0,0,0,0,0,0.0460859,0,0.0245153,0.0585159,0,0,0.0208623,0,0,0.0376307,0.0286694,0.0341731,0.0247022,0.024416,0.0321261,0.020257,0.0351004,0.0424781,0.0466686,0.0354348,0.0349804,0.0122139,0.045288,0.0239742,0.019348,0.0318348,0,0.0211793,0.0573413,0.0136404,0,0,0.0116271,0,0,0.0338788,0.0545849,0.0577442,0.0348995,0.0315547,0.0179515,0.0434521,0.033528,0.064999,0.0550604,0.053025,0.0558406,0.0589007,0.0407134,0.034647,0.0196835,0.0186712,0.0435977,0.0167892,0,0,0,0,0,0,0,0,0,0.0180687,0.0497979,0,0
30,0.0342072,0.0479258,0,0,0,0,0,0.0471815,0,0.0242266,0.0575064,0,0,0.0210461,0,0,0.0375035,0.0293129,0.0337082,0.0246242,0.0245115,0.0323567,0.0213892,0.0352188,0.0424671,0.0464361,0.0357195,0.0351937,0.0116512,0.0451105,0.0250529,0.0199002,0.0287547,0,0.0187728,0.0573745,0.0136699,0,0,0.0115019,0,0,0.0338653,0.0565172,0.0550331,0.0355216,0.031125,0.0183147,0.0442205,0.03034,0.0648359,0.0566349,0.0547034,0.0574839,0.0610977,0.0490095,0.0343317,0.0197952,0.0190379,0.0434902,0.0167012,0,0,0,0,0,0,0,0,0,0.01743,0.05102,0.0295723,0
31,0.0341689,0.0479861,0,0,0,0,0,0.0480821,0,0.023635,0.0565364,0,0,0.0213611,0,0,0.0375128,0.0294991,0.0332627,0.024561,0.0248838,0.0327478,0.0223046,0.0352874,0.0426979,0.0464455,0.0362106,0.0354759,0.0112528,0.0448516,0.0259126,0.0206335,0.028196,0,0.0187041,0.0571848,0.0136146,0,0,0.0114091,0,0,0.0338172,0.0567905,0.0551501,0.0357285,0.0307816,0.0187695,0.0457295,0.0310259,0.0660049,0.0566826,0.0545104,0.0574744,0.0614012,0.0534431,0.0338947,0.0199202,0.0195525,0.0434267,0.0167706,0,0,0,0,0,0,0,0,0,0.0168164,0.0515032,0.0307333,0
32,0.0340831,0.0480441,0,0,0,0,0,0.0483472,0,0.0230306,0.05554,0,0,0.0217579,0,0,0.0375769,0.0294149,0.0331266,0.0248355,0.0256736,0.0332378,0.0226969,0.0355133,0.0429901,0.0465508,0.036763,0.0356547,0.0109931,0.0445467,0.0266207,0.0213965,0.0278856,0,0.01867,0.0572696,0.0134764,0,0,0.0114734,0,0,0.033796,0.0564652,0.0546949,0.0360386,0.0306686,0.0191917,0.0474629,0.0321493,0.0675282,0.056711,0.0544723,0.0575313,0.0615623,0.0576177,0.0334392,0.0199924,0.0200549,0.0433114,0.0169618,0,0,0,0,0,0,0,0,0,0.016157,0.0510195,0.0322072,0
33,0.033886,0.04803,0,0,0,0,0,0.0480521,0,0.022882,0.0546434,0,0,0.0222037,0,0,0.0377709,0.0290745,0.0332715,0.0252566,0.0268337,0.0337408,0.0227123,0.0358295,0.043206,0.0467921,0.0371447,0.0357962,0.0110893,0.0441649,0.0271697,0.0219968,0.0280843,0,0.0185817,0.0574651,0.013284,0,0,0.0117179,0,0,0.0339227,0.0557255,0.0540264,0.0362974,0.0307626,0.0194962,0.0492366,0.0331704,0.0691247,0.0567219,0.054407,0.0571355,0.0617401,0.0620126,0.0329761,0.0203188,0.020364,0.0430197,0.0172429,0,0,0,0,0,0,0,0,0,0.0155362,0.0497267,0.0339095,0
34,0.0342086,0.047535,0,0,0,0,0,0.0451302,0,0.0233167,0.0564321,0,0,0.0212354,0,0,0.0388294,0.0273071,0.0354516,0.0275251,0.0282195,0.0336794,0.0225169,0,0.0422276,0.0457403,0.0367364,0.0358191,0.0123926,0.0435295,0.0263729,0.0215681,0.0255514,0,0.0223343,0.056416,0.0139542,0,0,0.0112187,0,0,0.0341485,0.0548416,0.053018,0.037733,0.0316934,0.0202183,0.0515237,0.0360327,0.0714231,0.0565661,0.0528433,0.0571462,0.0636089,0.0578436,0.0329704,0.020406,0.0203099,0.042527,0.0169639,0,0,0,0,0,0,0,0,0,0.0147962,0.0493805,0.0379745,0
35,0.0342987,0.0477083,0,0,0,0,0,0.0458134,0,0.0236341,0.0588778,0,0,0.0204564,0,0,0.0380324,0.0255165,0.0358694,0.0280296,0.0276416,0.0321512,0.0219759,0,0.0420617,0.0454301,0.0363576,0.0356452,0.0121391,0.0442959,0.0250345,0.0199985,0.0263402,0,0.0256745,0.0553579,0.0146754,0,0,0.0111097,0,0,0.0342213,0.0525376,0.0550208,0.0355112,0.032256,0.0201455,0.0571877,0.0402553,0,0.0550619,0.0500412,0.0556386,0.0634402,0.061602,0.0331785,0.0201398,0.0201319,0.0429614,0.0158782,0,0,0,0,0,0,0,0,0,0.0163257,0.0486936,0.0427082,0
36,0.0341648,0.047529,0,0,0,0,0,0.0457593,0,0.0237794,0.058863,0,0,0.0205276,0,0,0.0378494,0.0247371,0.0360554,0.0280995,0.0274471,0.0320826,0.0221761,0,0.0421405,0.0453514,0.0363325,0.0356301,0.0121842,0.0440441,0.0247899,0.0197308,0.027213,0,0.0265563,0.0551535,0.0147064,0,0,0.0111817,0,0,0.0343831,0.0523957,0.0549137,0.0351093,0.032117,0.0206397,0.0584794,0.0411182,0,0.0558855,0.0502364,0.0564979,0.0648247,0.0657286,0.0329621,0.0202404,0.0202797,0.0427125,0.0156795,0,0,0,0,0,0,0,0,0,0.0163752,0.0483539,0.0438769,0
37,0.0340144,0.0473976,0,0,0,0,0,0.0456673,0,0.0237899,0.0585603,0,0,0.0206328,0,0,0.037628,0.0241947,0.0360134,0.0280833,0.027187,0.0318095,0.0222983,0,0.0420383,0.0451676,0.0363061,0.0354579,0.0121915,0.0442291,0.0244008,0.0193137,0.0280814,0,0.0268797,0.0552118,0.0147435,0,0,0.0112002,0,0,0.0345624,0.0526481,0.0550076,0.0347953,0.0319082,0.0207219,0.0592939,0.0414602,0,0.056265,0.0507145,0.0570352,0.0659025,0.0673026,0.032967,0.0202081,0.0200599,0.0424578,0.015611,0,0,0,0,0,0,0,0,0,0.01629,0.0486416,0.0448895,0
38,0.0339043,0.047323,0,0,0,0,0,0.045563,0,0.0237465,0.0582639,0,0,0.0206126,0,0,0.0373959,0.0238542,0.0357914,0.0280918,0.0266617,0.0314271,0.0219876,0,0.0419603,0.0449468,0.0362082,0.0354271,0.0122071,0.0445001,0.02398,0.0188054,0.0275947,0,0.027069,0.055351,0.0148162,0,0,0.0111988,0,0,0.0345978,0.0531676,0.0552028,0.0345621,0.0316539,0.02047,0.0598785,0.0417707,0,0.056326,0.0509783,0.0573559,0.0667664,0.0672717,0.0330672,0.0201244,0.0198739,0.0422511,0.015578,0,0,0,0,0,0,0,0,0,0.0161918,0.0490144,0.0459872,0
