Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,LASI,LFHD,LWRA,RTHI,LELB,,x76,x77
36,0.0363031,0.0309836,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0564733,0.0156744,0.0402298,0,0,0.0211593,0.0138108,0.0448735,0.0356411,0.0149206,0.0194113,0.0241829,0.0550646,0.0128271,0.0263981,0,0.037206,0.0242198,0.0217937,0.0258898,0.0131471,0.0611966,0.0380953,0.0164264,0.0066029,0.0148677,0.0206393,0.0412584,0.0373353,0,0,0.0727755,0,0.0211606,0.0449308,0.0500265,0.0285983,0.0301281,0.038949,0.0202345,0.0270902,0.025624,0.0185596,0.026785,0.0240843,0.0281474,0.0182664,0.0258995,0.0155661,0.0350285,0.0525998,0.0162792,0.0377708,0.0423101,0,0,0.0769514,0,0,0,0.0276407,0,0,0
37,0.0360031,0.0315035,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0559176,0.0155951,0.0400931,0,0,0.0211272,0.0150702,0.0455561,0.0358241,0.0157493,0.0199111,0.0243827,0.0556332,0.0127721,0.0259467,0,0.0369033,0.0239827,0.0212886,0.0257014,0.0133846,0.0603843,0.039656,0.017158,0.00545314,0.0148059,0.0207425,0.0409053,0.037009,0,0,0.0726943,0,0.021431,0.0442609,0.0491815,0.0286334,0.0298709,0.0388007,0.0199138,0.0268928,0.0252637,0.0180924,0.0253791,0.0235595,0.0283725,0.0180138,0.0253478,0.0146174,0.0347071,0.0520909,0.0160101,0.0382628,0.0418974,0,0,0.0769958,0,0,0,0,0,0,0
38,0.0363645,0.0323259,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525244,0.0158273,0.0400405,0,0,0.0208771,0.0125649,0.0494353,0.0379739,0.0219166,0.0194418,0.028456,0.0525597,0.0127923,0.0244528,0,0.0367856,0.0238494,0.019677,0.0257901,0.0146346,0.0561046,0.0360297,0.016357,0.00182848,0.0144794,0.0214931,0.0404683,0.0350024,0,0,0.0722357,0,0.0217259,0.0428011,0.0445325,0.0286775,0.0284293,0.0377102,0.0210418,0.0244138,0.0258247,0.0153247,0.0199188,0.0205646,0.0293877,0.0172011,0.0221465,0.00912759,0.033947,0.0514178,0.015588,0.039777,0.038635,0,0,0,0,0,0,0.0254478,0,0,0
39,0.0368582,0.0327625,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051242,0.0158005,0.0397378,0,0,0.0208353,0.0121801,0.0505036,0.0383012,0.0229126,0.0189439,0.0290476,0.052034,0.0124531,0.0234833,0.035347,0.0363889,0.0233378,0.0189046,0.0254417,0.0150401,0.0544112,0.035619,0.0163527,0.00351279,0.014372,0.0215863,0.0403199,0.0344695,0,0,0.0721949,0,0.0220781,0.0416097,0.0435793,0.0284806,0.0286245,0.037448,0.0209325,0.0231033,0.0257873,0.0145261,0.0183602,0.0196707,0.0297913,0.0168209,0.0211332,0.00855786,0.0339634,0.0503652,0.014991,0.0399586,0.0382663,0,0,0,0,0,0,0.024935,0,0,0
40,0.0370744,0.0329344,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504841,0.0158877,0.0395578,0,0,0.0209527,0.011994,0.0505767,0.0383646,0.0223255,0.0186806,0.0293941,0.0514526,0.0124206,0.0233618,0.035139,0.0361705,0.0232467,0.0186222,0.0253386,0.0152189,0.0536354,0.0353567,0.0164374,0.00410018,0.014344,0.0215899,0.0402365,0.0339193,0,0,0.0721083,0,0.0224254,0.0405828,0.0434215,0.0283084,0.0285242,0.0375095,0.0211443,0.0217689,0.0254287,0.0143164,0.0178202,0.0194405,0.0298943,0.0166416,0.0207958,0.00862919,0.0341184,0.0490506,0.0143512,0.0398298,0.0379755,0,0,0,0,0,0,0.0247408,0,0,0
41,0.0371244,0.0329521,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501673,0.0162294,0.039418,0,0,0.0213545,0.0119893,0.0505663,0.0383772,0.0219632,0.0188406,0.0294815,0.0509401,0.0122902,0.0232478,0.0350493,0.0360488,0.023153,0.0184304,0.0252807,0.0153226,0.0531889,0.0352014,0.0166935,0.0043544,0.0143982,0.021585,0.0400891,0.0334421,0,0,0.0720197,0,0.0227398,0.0395515,0.0433408,0.0282425,0.0284148,0.0376065,0.0212237,0.0205523,0.025186,0.0146634,0.0175608,0.0193698,0.0299574,0.0164967,0.0206712,0.00883341,0.0342801,0.0477589,0.0136364,0.0396055,0.037745,0,0,0,0,0,0,0.0246944,0,0,0
42,0.0371957,0.0329658,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500161,0.0166953,0.0393211,0,0,0.0220064,0.0121745,0.0505434,0.0384214,0.0218995,0.0182555,0.029439,0.0506118,0.0122096,0.0232264,0.0349193,0.0360104,0.023098,0.0183628,0.0252463,0.0154156,0.0530855,0.0351361,0.0171701,0.00443221,0.0144533,0.0215915,0.0399151,0.0331657,0,0,0.0720612,0,0.0229683,0.0384448,0.0432357,0.0282609,0.0283253,0.0377329,0.0212426,0.0194428,0.025088,0.0148966,0.0175117,0.0194205,0.0300114,0.0164031,0.0206991,0.0090438,0.0344239,0.0470513,0.0128612,0.0393598,0.0376175,0,0,0,0,0,0,0.0247076,0,0,0
43,0.0373243,0.0329938,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0502747,0.0166499,0.0392891,0,0,0.0221723,0.0122476,0.0504901,0.0385118,0.0219049,0.0179787,0.029505,0.0504826,0.0120969,0.0232237,0.0347399,0.0360372,0.0230956,0.0183904,0.0252514,0.0154833,0.053068,0.0351053,0.0174181,0.00460429,0.0144568,0.0214915,0.0399506,0.0330292,0,0,0.0721511,0,0.0230813,0.0374153,0.0430275,0.0278764,0.0283552,0.0380159,0.0213508,0.0184889,0.0249316,0.014922,0.0173465,0.0191845,0.0299377,0.0161797,0.0203076,0.00917361,0.034496,0.0464678,0.0121098,0.0391676,0.0375711,0,0,0,0,0,0.0188264,0.0247399,0,0,0
44,0.0374322,0.0330485,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050311,0.0161457,0.0393031,0,0,0.0217834,0.0121809,0.05043,0.0385774,0.0217715,0.0179299,0.0295669,0.0502578,0.0120333,0.0232127,0.0346487,0.0360415,0.0230757,0.0183641,0.0252528,0.0155576,0.0529384,0.035232,0.0176073,0.00484447,0.0144638,0.0214819,0.0399119,0.0330219,0,0,0.0721172,0,0.0230041,0.036587,0.0426947,0.0277604,0.0283603,0.0381083,0.0214878,0.0179398,0.0249699,0.0149324,0.0173164,0.019137,0.0299611,0.0161079,0.0202311,0.00938746,0.0344829,0.0448117,0.0114175,0.0391613,0.037527,0,0,0,0,0,0.0191379,0.0248924,0,0,0
45,0.0374362,0.0329344,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500714,0.016006,0.0393537,0,0,0.0217046,0.0122472,0.0503884,0.0386173,0.0216607,0.0179104,0.0295914,0.0499656,0.0120027,0.0232027,0.0346292,0.0360198,0.0230723,0.0182466,0.0252358,0.0156101,0.0528113,0.0354483,0.0180878,0.00495985,0.0145252,0.021453,0.039896,0.0330909,0,0,0.0721233,0,0.022855,0.0359033,0.0424001,0.0276683,0.028387,0.0381656,0.0215444,0.017701,0.0250356,0.0149495,0.0173134,0.0191507,0.0299715,0.0160563,0.0202422,0.00948391,0.0343894,0.0432664,0.0108297,0.0391828,0.0374818,0,0,0,0,0,0.0193871,0.0251852,0,0,0
46,0.0374438,0.0329002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497901,0.0159564,0.0394505,0,0,0.0217995,0.0124544,0.0504247,0.0387168,0.0217623,0.0179069,0.0294854,0.0500318,0.0119615,0.0231625,0.0346017,0.0360813,0.0230327,0.018196,0.0252289,0.0156548,0.0529,0.0357233,0.0180382,0.00502502,0.0146026,0.0214532,0.0398237,0.0333519,0,0,0.0723219,0,0.0226605,0.0354311,0.0422786,0.0276171,0.0284312,0.038235,0.0214685,0.0177046,0.0251611,0.015024,0.0172719,0.019206,0.0299892,0.0160076,0.020279,0.00960491,0.0343684,0.0420405,0.0104485,0.0392179,0.0376073,0,0,0,0,0,0.0194581,0.025487,0,0,0
47,0.0371953,0.0332424,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500286,0.0157697,0.0395547,0,0,0.0218467,0.0126149,0.0504843,0.0388434,0.0219836,0.0178833,0.0293429,0.0502799,0.0119191,0.0231373,0.0346188,0.0362493,0.0230028,0.0182268,0.0252485,0.0156904,0.0531322,0.0358796,0.0182317,0.00504523,0.0147453,0.0214666,0.0397121,0.0338385,0,0,0.0726467,0,0.0223874,0.0352756,0.0421582,0.0275951,0.0284563,0.0383271,0.0214233,0.0180757,0.0252786,0.0151033,0.0172444,0.0192799,0.0299853,0.0159777,0.0203392,0.00970163,0.0344144,0.0408855,0.0102577,0.0392272,0.0378219,0,0,0,0,0,0.0194453,0.0256658,0,0,0
48,0.0369853,0.0328884,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504404,0.0156536,0.0395166,0,0,0.0219424,0.0127948,0.0504605,0.0388683,0.0215785,0.017895,0.0292921,0.0506756,0.0118949,0.023191,0.0346601,0.0362982,0.0229798,0.0182632,0.0252373,0.0157191,0.0531569,0.0362005,0.0178417,0.00507908,0.0149113,0.0214748,0.0396457,0.0345742,0,0,0.0730218,0,0.0219945,0.035308,0.0421341,0.0276306,0.0284536,0.0384864,0.021509,0.0187518,0.0253273,0.0152277,0.0173398,0.0193283,0.0299433,0.0159286,0.0203506,0.00977607,0.0344625,0.0397297,0.0103176,0.0393974,0.0381994,0,0,0,0,0,0.0194193,0.0259218,0,0,0
49,0.0371169,0.0326877,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505555,0.0156261,0.0395342,0,0,0.0221709,0.0130802,0.0506338,0.038975,0.022026,0.0177516,0.0290184,0.0513634,0.0118778,0.0231998,0.0346465,0.0363724,0.022901,0.0181349,0.0251868,0.0157918,0.0531061,0.0367813,0.0177402,0.00531019,0.0149956,0.021502,0.0395158,0.0355139,0,0,0.0732925,0,0.0214522,0.0354768,0.041987,0.0276356,0.0285163,0.0385499,0.0210973,0.0195565,0.0254538,0.0152425,0.0171617,0.0192347,0.0299805,0.0158271,0.0202341,0.00990812,0.034632,0.0385973,0.0107156,0.0397197,0.038827,0,0,0,0,0,0.0193798,0.0263069,0,0,0
50,0.0372413,0.0326688,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505185,0.0160106,0.0396062,0,0,0.0228212,0.0134667,0.0507854,0.0390842,0.0222712,0.0176269,0.0286921,0.0520755,0.0118819,0.0233027,0.0345155,0.0364257,0.0228242,0.0180443,0.0251855,0.0158689,0.0530595,0.037369,0.018018,0.00554748,0.015105,0.0215317,0.0394223,0.0366326,0,0,0.0734871,0,0.0208661,0.0356841,0.0419252,0.0275758,0.0285781,0.0385695,0.0207178,0.0205712,0.0255296,0.0152336,0.0169156,0.0191063,0.0300297,0.0157359,0.0200839,0.00999643,0.034889,0.0373609,0.0114363,0.0400786,0.0395848,0,0,0,0,0,0.0193551,0.026745,0,0,0
51,0.0373874,0.0329107,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507411,0.0160208,0.0398116,0,0,0.0230999,0.0137551,0.0507144,0.0392563,0.0221279,0.0180304,0.0284481,0.0530203,0.0121633,0.0235851,0,0.0366603,0.0231331,0.018301,0.0254478,0.015909,0.053305,0.0379113,0.0181728,0.00569013,0.0152133,0.0215984,0.0394311,0.0379423,0,0,0.0735878,0,0.0202599,0.0361537,0.0419344,0.0275755,0.0285539,0.0386676,0.0205982,0.0218198,0.0255092,0.0152514,0.0168365,0.0190804,0.0300019,0.0157023,0.0200267,0.0100585,0.0350924,0.0363046,0.0123673,0.0405186,0.0404303,0,0,0,0,0,0.0193046,0.0271866,0,0,0
52,0.0376313,0.0331767,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0509593,0.0154796,0.0398635,0,0,0.022735,0.0138814,0.0507669,0.0392425,0.0219217,0.0181116,0.0283324,0.0541832,0.0122974,0.0236103,0,0.036689,0.0231921,0.0184595,0.0254996,0.015875,0.0535199,0.0384026,0.0183728,0.00590841,0.0153532,0.0215916,0.0393472,0.0394846,0,0,0.0734306,0,0.0196199,0.0365275,0.0419634,0.0274536,0.0285698,0.0387025,0.0204958,0.0234354,0.0255669,0.0152583,0.0167544,0.0189611,0.0300304,0.0155557,0.0198537,0.010237,0.0349671,0.0355434,0.0132409,0.0410199,0.0414221,0,0,0,0,0,0.0192959,0.0275594,0,0,0
53,0.0380517,0.0325994,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0509588,0.0148535,0.0398273,0,0,0.0223887,0.0141414,0.0507905,0.0391663,0.0215735,0.0181093,0.0281826,0.0555786,0.0124398,0.0236252,0,0.0365692,0.0231951,0.0183789,0.0254917,0.0158801,0.0535193,0.0390834,0.0191773,0.00597702,0.0153274,0.0216252,0.0392354,0.0409683,0,0,0.0733039,0,0.0189978,0.036861,0.0420369,0.0275194,0.028555,0.0388188,0.0202778,0.0250404,0.025567,0.0153563,0.0167636,0.0189938,0.0299776,0.0155077,0.0198516,0.0104414,0.0347617,0.0343301,0.0141235,0.0414776,0.042432,0,0,0,0,0,0.0192481,0.0281334,0,0,0
54,0.03862,0.0320359,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505518,0.0147038,0.0396848,0,0,0.0224055,0.0147394,0.0509191,0.0390264,0.0212559,0.0176497,0.0279658,0.0571752,0.0122542,0.0233135,0.032953,0.036161,0.0229002,0.0181399,0.0252801,0.0159498,0.0532424,0.0401647,0.0192326,0.00599625,0.0150783,0.021615,0.0390714,0.0425217,0,0,0.0731511,0,0.0182706,0.0371878,0.0421692,0.0274929,0.0285242,0.0388685,0.0198568,0.0267575,0.0256075,0.0155014,0.0168008,0.0190189,0.02998,0.0154549,0.0198889,0.0105961,0.0345972,0.0328586,0.0148689,0.0417752,0.0435448,0,0,0,0,0,0.0193052,0.0291397,0,0,0
55,0.0395586,0.0316036,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505036,0.014589,0.0397565,0,0,0.022505,0.0156775,0.0509954,0.0390553,0.0216111,0.0175016,0.0274507,0.0591424,0.012215,0.0232144,0.0328378,0.0362357,0.022833,0.0181802,0.025245,0.0159665,0.0533808,0.0416201,0.0190888,0.006044,0.0149031,0.021661,0.0390001,0.0442621,0,0,0.0729876,0,0.0176381,0.0375345,0.0421879,0.0275151,0.0284925,0.038977,0.0193373,0.0282604,0.0256618,0.0153479,0.0168204,0.0190827,0.0299458,0.0154443,0.019941,0.0107862,0.0346,0.0316197,0.0155486,0.0418103,0.0449013,0,0,0,0,0,0.0192855,0.0306073,0,0,0
56,0.0409708,0.031073,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507345,0.0143589,0.0397574,0,0,0.0224774,0.0168968,0.0509208,0.0389612,0.0214811,0.0175207,0.027169,0.0614306,0.0121665,0.0231943,0.032876,0.0362548,0.0228177,0.0183804,0.0252348,0.0159423,0.0534421,0.0433461,0.0195466,0.00597961,0.0149083,0.0217292,0.0389715,0.0461972,0,0,0.0726389,0,0.0171369,0.0378406,0.0423192,0.027735,0.0283848,0.0391526,0.0190999,0.0295336,0.025704,0.0149518,0.0170337,0.0192841,0.0298394,0.0154956,0.0201116,0.0109863,0.0347083,0.0308488,0.0159918,0.0415972,0.0464065,0,0,0,0,0,0.0193324,0.032558,0,0,0
57,0.0429373,0.0304613,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506262,0.0143087,0.0396917,0,0,0.0224797,0.018613,0.0508061,0.0388807,0.020961,0.0176729,0.0271699,0.0642712,0.0120975,0.023267,0.0329166,0.036218,0.0228633,0.0184838,0.0252403,0.0159149,0.0533386,0.0455937,0.0201552,0.00589002,0.0150852,0.0218091,0.0389285,0.0482527,0,0,0.0722868,0,0.0168413,0.0381954,0.042575,0.0279494,0.028243,0.0392979,0.0192015,0.0304218,0.0257626,0.0148318,0.0172649,0.0195018,0.0297351,0.0155673,0.0203286,0.0111261,0.0351879,0.0306002,0.0162712,0.04134,0.0480457,0,0,0,0,0,0.0194158,0.0354423,0,0,0
58,0.046025,0.0297918,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503644,0.0144163,0.0396311,0,0,0.0224727,0.0211666,0.0509074,0.0389118,0.021189,0.0177032,0.0271009,0.0680236,0.0120533,0.0232325,0.0329285,0.0361949,0.0228741,0.0184982,0.0252456,0.0159348,0.0532646,0.0488326,0.0208445,0.00610551,0.0151763,0.0218261,0.0387177,0.0504324,0,0,0.0719178,0,0.0166319,0.0384993,0.0425699,0.0278842,0.0281628,0.039301,0.0189466,0.030614,0.0258896,0.0147991,0.0171219,0.0194203,0.0297822,0.0154904,0.02021,0.0111353,0.0361832,0.0303156,0.0164472,0.0408082,0.0499695,0,0,0,0,0,0.0194484,0.039819,0,0,0
59,0.0499507,0.0294459,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501288,0.0147342,0.0393772,0,0,0.0224462,0.024315,0.0508921,0.0388327,0.0210056,0.0176487,0.0274756,0.0722727,0.0120366,0.0231789,0.0332488,0.0360853,0.0228888,0.0183947,0.0252139,0.0159802,0.0527618,0.0526952,0.021507,0.00620428,0.0151952,0.0218183,0.0387324,0.0528239,0,0,0.071589,0,0.0164417,0.0388697,0.0427578,0.0277565,0.0279957,0.0393249,0.0193177,0.0304223,0.0259503,0.0148527,0.0171048,0.019396,0.0297855,0.0154627,0.0201594,0.0112073,0.0376394,0.0302032,0.0166154,0.0402084,0.0520449,0,0,0,0,0,0.0196432,0.0453496,0,0,0
60,0.052847,0.0292062,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497829,0.0153013,0.0391225,0,0,0.0227231,0.0269044,0.0508728,0.0386827,0.0208842,0.0174339,0.0277247,0.0754688,0.0120349,0.0230608,0.0343193,0.0359598,0.0228373,0.0182747,0.0251235,0.016003,0.0521865,0.0559835,0.0217787,0.00626007,0.0153234,0.0218169,0.0388262,0.054968,0,0,0.071102,0,0.0162482,0.039154,0.0429348,0.0278042,0.0278426,0.0393505,0.0196274,0.0307058,0.0260181,0.0149009,0.0171097,0.0194044,0.0297627,0.0154674,0.0201499,0.0113007,0.0387984,0.0303026,0.016697,0.0397337,0.053739,0,0,0,0,0,0.0197785,0.0501618,0,0,0
61,0.0546318,0.0288534,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495159,0.0159906,0.0390115,0,0,0.0231276,0.0286549,0.0508733,0.038593,0.0208625,0.017391,0.0277094,0.0774938,0.0120448,0.0230208,0.0348607,0.0358881,0.0228189,0.0182336,0.0250817,0.0160008,0.0519217,0.0583272,0.0214217,0.00637578,0.0155182,0.0218568,0.0388113,0.056727,0,0,0.0705977,0,0.0160357,0.0393124,0.0430486,0.0278843,0.0277399,0.0393632,0.0196345,0.0313384,0.0261237,0.0148883,0.0170775,0.0194054,0.0297432,0.0154477,0.020165,0.011357,0.0396583,0.0306301,0.0166694,0.0393989,0.0550031,0,0,0,0,0,0.0198419,0.0536034,0,0,0
62,0.056812,0.0285441,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049391,0.0153814,0.0390243,0,0,0.0227682,0.0306283,0.0508304,0.0385361,0.0209587,0.0174799,0.0279167,0.0796119,0.0120531,0.0230608,0.0348965,0.0358789,0.0228428,0.0182863,0.0250983,0.0159718,0.0520199,0.0607919,0.0218935,0.00648078,0.0156572,0.0219101,0.0387904,0.0584793,0,0,0.0700553,0,0.0158175,0.0394359,0.0428818,0.0279129,0.0275573,0.0393974,0.0197491,0.0317609,0.0262069,0.0148607,0.0170799,0.0194542,0.0297149,0.0154418,0.0202202,0.0113967,0.040704,0.0308964,0.0165599,0.0389,0.0562858,0,0,0,0,0,0.0198654,0.056897,0,0,0
63,0.0583813,0.028161,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0492079,0.0149096,0.0390042,0,0,0.0225439,0.0319486,0.0507916,0.0384968,0.0210239,0.0176242,0.0279287,0.0810651,0.0120517,0.0231138,0.0348566,0.0359224,0.0228923,0.0183069,0.0251376,0.0159494,0.052057,0.0625058,0.0225495,0.00658873,0.0158063,0.021952,0.0388491,0.0598759,0,0,0.0693577,0,0.0155941,0.0394512,0.042732,0.0278567,0.0274219,0.039434,0.0198072,0.0321639,0.0262833,0.0150392,0.017098,0.0194871,0.0297062,0.0154389,0.0202509,0.0114239,0.0414782,0.0309171,0.0163619,0.0384599,0.0573478,0,0,0,0,0,0.0198869,0.05915,0,0,0
64,0.059258,0.0275873,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493059,0.0149107,0.0389259,0,0,0.0226399,0.0326585,0.0507747,0.0384511,0.0210003,0.0177165,0.0277256,0.0819335,0.0120438,0.0231212,0.0346841,0.0359025,0.0229328,0.0182481,0.0251388,0.0159685,0.0519304,0.0635067,0.0227111,0.00666898,0.0160119,0.0219336,0.039017,0.0609908,0,0,0.0686558,0,0.0154324,0.0394027,0.0426621,0.0278555,0.0273553,0.0394328,0.0197471,0.0326073,0.0263502,0.0154334,0.0171117,0.0194802,0.0297273,0.0154259,0.0202405,0.0114844,0.0419969,0.0311041,0.0161627,0.0381618,0.0582614,0,0,0,0,0,0.0198488,0.0604735,0,0,0
65,0.0598978,0.0273055,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494456,0.0149626,0.038931,0,0,0.0227461,0.0331616,0.0508181,0.0384273,0.0209012,0.0178078,0.0275129,0.0826277,0.0120558,0.0231694,0.0341671,0.0358517,0.0229677,0.0182919,0.0251595,0.0159637,0.0519249,0.0641918,0.0224675,0.00677227,0.0162192,0.0219408,0.0388614,0.0619563,0,0,0.067907,0,0.0152756,0.0392735,0.0426091,0.0279014,0.0272884,0.0394374,0.019622,0.0329748,0.0264303,0.0156095,0.0171136,0.0194905,0.0297408,0.015436,0.0202413,0.0115063,0.0423331,0.0313713,0.0159517,0.037875,0.0589372,0,0,0,0,0,0.019842,0.0614266,0,0,0
66,0.0603919,0.0270101,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495201,0.0152333,0.0389421,0,0,0.0229642,0.0334757,0.0508696,0.0384311,0.0207555,0.0178178,0.0272435,0.083186,0.0120824,0.023237,0.033545,0.0358576,0.0229949,0.0183805,0.025188,0.0159519,0.0519731,0.0646922,0.0218086,0.00690731,0.0163935,0.0219836,0.0386597,0.0628281,0,0,0.0671998,0,0.0151223,0.0391545,0.0425593,0.0279202,0.0272493,0.0394316,0.0193717,0.0332738,0.0265099,0.0156568,0.0170939,0.0194863,0.0297469,0.0154326,0.0202435,0.0114573,0.0425369,0.0314268,0.0157448,0.0376931,0.0591441,0,0,0,0,0,0.0198744,0.0620978,0,0,0
67,0.0606645,0.0270459,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493011,0.0157363,0.0388784,0,0,0.0233397,0.033558,0.0509239,0.0384161,0.0206569,0.0177247,0.0270016,0.083372,0.0120767,0.0231832,0.0340866,0.0359083,0.0229555,0.0182626,0.0251552,0.015953,0.051739,0.0649986,0.0215259,0.00708681,0.0165442,0.0220198,0.038375,0.0635858,0,0,0.0666614,0,0.0150035,0.0390032,0.0424906,0.0278542,0.0272671,0.0394227,0.0190649,0.0336189,0.0265866,0.0156376,0.0169759,0.0194374,0.0297566,0.0154198,0.0201934,0.0114884,0.0427742,0.0314483,0.0155364,0.0376521,0.0590776,0,0,0,0,0,0.0198943,0.0624822,0,0,0
68,0.0613976,0.0270997,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491652,0.0155571,0.0389293,0,0,0.0233163,0.0339163,0.0513153,0.0385911,0.0206017,0.0176165,0.0268369,0.0838312,0.0120395,0.0230314,0.0339898,0.0359719,0.022852,0.018055,0.025136,0.0160784,0.0516014,0.0655552,0.0218263,0.00754243,0.016653,0.0220435,0.0380932,0.0643461,0,0,0.0662341,0,0.0149127,0.0388253,0.042142,0.0276643,0.0273426,0.0392814,0.0187017,0.0337562,0.0267492,0.0154449,0.0165168,0.0191835,0.029889,0.0153195,0.0199173,0.0115401,0.0430948,0.0315615,0.0153856,0.037567,0.0600845,0,0,0.0276867,0,0,0.019809,0.0630401,0,0,0
69,0.0616351,0.0270529,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049185,0.0160855,0.0389209,0,0,0.0236503,0.0339065,0.0514365,0.0386373,0.0205621,0.0176702,0.0267004,0.084031,0.0121096,0.0230971,0.0334973,0.0360158,0.0228965,0.0180667,0.0252011,0.0160928,0.0516294,0.0656984,0.0213226,0.00776005,0.0167884,0.0220495,0.0380097,0.0648625,0,0,0.0656135,0,0.0148032,0.0385113,0.0420381,0.0275678,0.0274066,0.0392231,0.018475,0.0338429,0.0267873,0.0153989,0.0163308,0.0190855,0.0299309,0.0152808,0.0197918,0.0115365,0.0431936,0.031589,0.0152258,0.0375485,0.0604885,0,0,0.027619,0,0,0.0197614,0.0632944,0,0,0
70,0.0609711,0.0250657,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495764,0.0133794,0.0390134,0,0,0.0273248,0.0316583,0.0515899,0.038687,0.0209857,0.0176786,0.0278165,0.0830471,0.0121477,0.0230563,0.0339721,0.036185,0.0228684,0.0181094,0.0252134,0.0160542,0.051996,0.0662797,0.0183597,0.00777898,0.0168501,0.0220509,0.0379998,0.0648961,0,0,0.0652914,0,0.0147264,0.0383408,0.0419755,0.0276541,0.0270199,0.0391653,0.0196642,0.0341551,0.0269178,0.0153,0.0162737,0.0191358,0.0299866,0.0152284,0.0198709,0.0116179,0.0438836,0.031512,0.0151764,0.0357258,0.0596981,0,0,0.0276874,0,0.0107293,0.0197559,0.0651981,0,0,0
71,0.063734,0.0274637,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494868,0.0152111,0.0389728,0,0,0.0230495,0.0341013,0.0516398,0.0386337,0.0207988,0.0175696,0.026581,0.0853241,0.0121452,0.0230312,0.0338987,0.0360646,0.0228601,0.0181189,0.0251606,0.016097,0.0519206,0.0659488,0.0222759,0.00808758,0.0169194,0.0220602,0.0378162,0.0663593,0,0,0.064619,0,0.0146582,0.0379051,0.0418727,0.0274806,0.0274743,0.0391014,0.0183306,0.03383,0.0268903,0.0153147,0.0160459,0.0189155,0.0299839,0.0151906,0.0195853,0.0116142,0.0437387,0.0311385,0.0149376,0.0372468,0.0614695,0,0,0.0270856,0,0,0.0197255,0.0632103,0,0,0
72,0.0622932,0.0253636,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500075,0.0121313,0.0392736,0,0,0.0268861,0.0320478,0.0517719,0.0386882,0.0216074,0.0175912,0.0275539,0.0843618,0.0121281,0.0230693,0.0331759,0.0361989,0.0228493,0.0182443,0.0251686,0.0160496,0.0526668,0.0671662,0.0183903,0.00804295,0.0169707,0.0220757,0.0376654,0.0663031,0,0,0.0647593,0,0.014622,0.038066,0.0418564,0.0276137,0.0270574,0.0390959,0.0195538,0.0346197,0.0270535,0.0152936,0.0160404,0.0190261,0.0300368,0.0151928,0.0197468,0.0117746,0.0442541,0.0311026,0.0150436,0.0358133,0.0606815,0,0,0.0270525,0,0.0113602,0.019691,0.0656216,0,0,0
