Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,T10,x74,x75,x76,x81,LBHD,LEAR,RTHI,RWRB,,x77
1826,0.00416847,0.0026278,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178144,0.0136364,0.014234,0.00175337,0.0152865,0,0.0306097,0.00717877,0.0599707,0,0.00899753,0.0164929,0.00189412,0.00984209,0.0114777,0.0125694,0.0228477,0,0.012479,0.0107698,0.00937377,0.033403,0.00870305,0,0.0139434,0.0106268,0.00966064,0.0171148,0.0149052,0.00349413,0.00517447,0,0,0.0200734,0,0.0158617,0.0076962,0.0539264,0.0247015,0.0167804,0.00710714,0,0.00981241,0.0180403,0.0130198,0.0160588,0.016017,0.0563474,0.0153523,0.0181932,0.0117226,0.0129032,0.0235,0.00184506,0,0,0,0,0,0,0,0.00753605,0.0110374,0,0
1827,0.00342539,0.00343109,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0400587,0.0142718,0.038456,0.00787894,0.0138444,0,0.0302386,0.00630946,0.0638827,0,0.0125381,0.0209519,0.00136883,0.00965043,0.0170789,0.0170165,0.026392,0,0.0225325,0.0245314,0.0306505,0,0.0343805,0,0.0141811,0.0101938,0.00960558,0.0180304,0.0162002,0.00716136,0.00453226,0,0,0.0165098,0,0.0152152,0.00748766,0.0548909,0.0260885,0.0178649,0.00656462,0.00247167,0.0114501,0.0191584,0.0113905,0.0145404,0.0170054,0.0572972,0.0163161,0.019259,0.0116042,0.0109625,0.0243227,0.00392402,0,0,0,0,0,0,0,0.00720054,0.0105136,0,0
1828,0.00333416,0.00310853,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040578,0.0142805,0.0384334,0.00869226,0.0139015,0,0.030275,0.00624216,0.0639159,0,0.0124447,0.0207422,0.00115892,0.00949171,0.016783,0.0168673,0.0259952,0,0.0219804,0.024298,0.0301884,0,0.0346606,0,0.014053,0.0102455,0.00978171,0.0180662,0.0162716,0.00806844,0.00404061,0,0,0.0166318,0,0.0152581,0.00771999,0.0550474,0.0261563,0.0177005,0.00734881,0.00272871,0.0117359,0.0194809,0.0112332,0.0146179,0.0168481,0.0568821,0.0160447,0.0191297,0.011708,0.0109976,0.0242274,0.00463171,0,0,0,0,0,0,0,0.00705088,0.0104257,0,0
1829,0.00447601,0.00205197,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173752,0.0139262,0.0126975,0.00276048,0.0147119,0,0.0307911,0.00682673,0.0599048,0,0.00861834,0.0150012,0.0025051,0.00942594,0.0110896,0.0127554,0.0242127,0,0.0116384,0.0110176,0.00976586,0.0339529,0.0077849,0,0.0139039,0.010537,0.0100738,0.0171638,0.0160731,0.00599294,0.00446349,0,0,0.0202267,0,0.0159646,0.00826945,0.0543043,0.0257123,0.0161033,0.0106533,0.00164431,0.010223,0.0194741,0.0127738,0.0162099,0.0163225,0.0550747,0.0148938,0.0187743,0.0122302,0.0132747,0.0240268,0.00361662,0,0,0,0,0,0,0,0.00753583,0.0110929,0,0
1830,0.00385863,0.00318524,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413504,0.0148778,0.0382565,0.0084708,0.0123968,0,0.0301079,0.00566215,0.0636595,0,0.011848,0.0200407,0.00177266,0.00952856,0.0160405,0.0165232,0.0252307,0,0.0204344,0.0231051,0.0285049,0,0.0353947,0,0.0142038,0.00972899,0.00841932,0.0183176,0.0165477,0.00694338,0.0039445,0,0,0.0165429,0,0.0152798,0.00827601,0.0554982,0.0260592,0.017624,0.00797084,0.00181522,0.0116836,0.0200675,0.0114964,0.013983,0.0168295,0.0568854,0.0160585,0.019179,0.00975216,0.0110902,0.0253637,0.00492636,0,0,0,0,0,0,0,0.00799435,0.0106056,0,0
1831,0.0054638,0.00247925,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168916,0.0144211,0.0123595,0.00193223,0.0133556,0,0.0305015,0.00635913,0.0595933,0,0.00827656,0.0138324,0.00313498,0.0104972,0.0110107,0.0127823,0.0249589,0,0.0108036,0.010362,0.00950245,0.0332747,0.00812483,0,0.0139086,0.0101237,0.00781313,0.0175162,0.0156281,0.00383048,0,0,0,0.0195905,0,0.0158789,0.00864531,0.054652,0.0249482,0.0158969,0.00950993,0.00309118,0.0101647,0.0197384,0.0130253,0.0152487,0.0158477,0.0555549,0.014883,0.0181857,0.00898678,0.012919,0.025215,0.00320766,0,0,0,0,0,0,0,0.00846828,0.0109562,0,0
1832,0.00600712,0.0017475,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238178,0.01463,0.0175871,0.00485501,0.0132914,0,0.0305225,0.00615678,0.0589534,0,0.00758885,0.025274,0.00129906,0.00977346,0.0112024,0.013202,0.0206099,0.022844,0.0156606,0.013548,0.00551434,0.0351264,0.0147292,0,0.013924,0.0101072,0.00727932,0.0176006,0.015536,0.00540426,0.00458103,0,0,0.0195356,0,0.0159316,0.00898137,0.0561243,0.0248793,0.0170726,0.00789279,0,0.00992054,0.0191809,0.0128365,0.0144078,0.0155364,0.0560935,0.014915,0.0176958,0.00804925,0.012743,0.0257673,0.00220356,0.0022417,0,0,0,0,0,0,0.00988526,0.0107246,0,0
1833,0.00583358,0.00280167,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163294,0.0155396,0.00992938,0.00410023,0.0105756,0,0.0298017,0.00524921,0.0611187,0,0,0.0117617,0.00564533,0.0100983,0,0.0125344,0.0249928,0,0.0098854,0.00981143,0.00937736,0.0337786,0.00746515,0,0.0141963,0.00945476,0.00567163,0.0180926,0.0151441,0.00524628,0.00505464,0,0,0.0189622,0,0.0158588,0.00871038,0.0536075,0.0240243,0.0151546,0.00996263,0.00337054,0.00989496,0.020001,0.0140549,0.0153342,0.0153762,0.0551716,0.0144229,0.0176423,0.00536717,0.0122011,0.0247359,0.00313999,0.00107016,0,0,0,0,0,0,0.00900227,0.00973345,0,0
1834,0.00600658,0.00175121,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247046,0.015263,0.0177602,0.00528097,0.0110704,0,0.030282,0.00562444,0.0592564,0,0.00772385,0.0242587,0.00194077,0.010299,0,0.0130011,0.0213878,0.0228093,0.0149568,0.0126412,0.00661049,0.0362146,0.0165105,0,0.0141796,0.00966476,0.00561105,0.017954,0.0152565,0.00576636,0.00448879,0,0,0.0192188,0,0.0158673,0.00945791,0.0562911,0.0243667,0.0165396,0.00738014,0.000555322,0.00912847,0.0191813,0.0130672,0.0137751,0.0151332,0.0561126,0.0146762,0.0171538,0.00552206,0.0123535,0.0263241,0.00189384,0.00121899,0,0,0,0,0,0,0.0101281,0.0103592,0,0
1835,0.0059447,0.00210235,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248076,0.0153494,0.0181744,0.00494511,0.0102908,0,0.0302351,0.00550125,0.0592388,0,0.00776755,0.0234481,0.00200673,0.0109375,0,0.0129493,0.0220229,0.0232134,0.0141122,0.0118753,0.00660453,0.036258,0.0170987,0,0.0142367,0.00946364,0.00524529,0.0180697,0.0154001,0.00543193,0,0,0,0.0186048,0,0.0156295,0.00978178,0.056857,0.0243406,0.0163842,0.00761584,0,0.00880689,0.019281,0.0130519,0.0135773,0.0150748,0.0559579,0.0145949,0.0171152,0.00461368,0.0117997,0.0267301,0.00226894,0.000888532,0,0,0,0,0,0,0.00990744,0.0102958,0,0
1836,0.00632595,0.00189678,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244352,0.0155267,0.0176759,0.00523252,0.00944216,0,0.0300437,0.00547862,0.0592776,0,0.00787841,0.0215958,0.00223388,0.0110624,0,0.0129212,0.02246,0.0233688,0.0126377,0.0109225,0.00698826,0.0361013,0.0172632,0,0.0142846,0.00925812,0.00510651,0.0180238,0.0157455,0.00572429,0.0040208,0,0,0.0185923,0,0.015564,0.0101239,0.057255,0.0243251,0.0161757,0.00802937,0.00103929,0.00866965,0.0193666,0.0129852,0.0134912,0.0150913,0.0557614,0.0145122,0.0171606,0.00366499,0.0117765,0.0269194,0.00201525,0.00117778,0,0,0,0,0,0,0.00967038,0.0104252,0,0
1837,0.00501729,0.00298594,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0517352,0.0161318,0.0403859,0.010895,0.00737736,0,0.0290993,0.0055088,0.0625328,0,0.0111288,0.0281494,0.00104632,0.0117501,0,0.0163876,0.0198851,0.0205087,0.0144191,0.0137249,0.0181291,0,0.042498,0,0.0143148,0.00865126,0.00477509,0.0191493,0.0164074,0.0079155,0,0,0,0.0146577,0,0.0148386,0.0107754,0.058058,0.0249653,0.0180909,0.00631503,0.00307754,0.0103672,0.019695,0.0115492,0.0118924,0.0158921,0.0569487,0.0154638,0.0177609,0.00294838,0.00940401,0.0279513,0.00356972,0.00230228,0,0,0,0,0,0,0.00971454,0.0101644,0,0
1838,0.00563457,0.00294895,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0537569,0.016195,0.0418442,0.0108203,0.00699552,0,0.0288132,0.00565665,0.0625762,0,0.0111108,0.0282348,0.000982779,0.0116713,0,0.0167599,0.0202408,0.0204511,0.0139053,0.0135798,0.0188331,0,0.0442773,0,0.0142819,0.0083091,0.00468391,0.0191401,0.0159713,0.00808151,0.00182258,0,0,0.0144903,0,0.0147292,0.0110776,0.0577741,0.0238165,0.0180873,0.00773927,0.00355429,0.0105267,0.0199532,0.0115898,0.0118817,0.0172824,0.0566069,0.016305,0.0188308,0.00274714,0.00938796,0.0281265,0.00373638,0.00206414,0,0,0,0,0,0,0.0109349,0.010125,0,0
1839,0.00623019,0.0049005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0553508,0.016834,0.0435652,0.01456,0.00601135,0,0.0282105,0.00645446,0.0649537,0,0,0.0271211,0.00644721,0.0120045,0,0.017597,0.0192305,0.0198581,0.0130282,0.0141758,0.0214751,0,0.045682,0,0.0143583,0.0079538,0.00594621,0.019694,0.0165864,0.0098085,0.00218286,0,0,0.0122782,0,0.0143433,0.0115554,0.0564982,0.0240958,0.0185644,0.00946728,0.00198732,0.0120116,0.0202458,0.0121577,0.0125007,0.0180338,0.055834,0.0166435,0.0198047,0.00373199,0.00858085,0.0283277,0.00598848,0.00297989,0,0,0,0,0,0,0.0106737,0.00982978,0,0
1840,0.00636764,0.00333895,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0550237,0.0164547,0.0430609,0.0104004,0.00687413,0,0.0285218,0.00639576,0.0623785,0,0.011182,0.0265801,0.00141741,0.0116464,0,0.0164929,0.0205331,0.0205998,0.0123517,0.0136623,0.0210373,0,0.0461721,0,0.0142485,0.00792333,0.00630178,0.0192161,0.0172404,0.00829201,0.00168949,0,0,0.013444,0,0.0145859,0.0113262,0.0574748,0.0247866,0.0180877,0.0098066,0.00312017,0.0108734,0.0204295,0.0117382,0.0121485,0.0192148,0.0561562,0.0174905,0.0209539,0.00432753,0.00885078,0.0279804,0.00418759,0.00215653,0,0,0,0,0,0,0.0115285,0.00981113,0,0
1841,0.00654047,0.00343651,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554634,0.0164658,0.0439714,0.0100748,0.00713295,0,0.0284803,0.00651922,0.0623575,0,0.0111437,0.0264024,0.00163536,0.011498,0,0.0169218,0.0207412,0.0204569,0.011826,0.0142763,0.0223128,0,0.0465903,0,0.0142736,0.00782166,0.00693663,0.0191867,0.0178745,0.00833845,0.00182547,0,0,0.0132323,0,0.0144814,0.0115286,0.057288,0.0254073,0.0180358,0.0106083,0.00297697,0.0109473,0.0206383,0.011822,0.0122032,0.0200284,0.055997,0.0181008,0.0218563,0.00485586,0.00873313,0.0281047,0.00436616,0.00226094,0,0,0,0,0,0,0.0117164,0.00986427,0,0
1842,0.00664976,0.00337504,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0560957,0.0163137,0.045081,0.00980204,0.00745414,0,0.028505,0.00635917,0.0623975,0,0.0109823,0.0269749,0.00150205,0.0113538,0,0.017828,0.0209669,0.0200809,0.0118577,0.014802,0.0237362,0,0.0464793,0,0.0142616,0.00797792,0.00694442,0.0191718,0.0181004,0.00830589,0.00186981,0,0,0.0132711,0,0.0144072,0.0118364,0.0569957,0.0256268,0.0180406,0.0110458,0.00324654,0.01086,0.020635,0.0118299,0.0122021,0.0205299,0.0558888,0.0185941,0.0223971,0.00470215,0.0086622,0.0284133,0.00432066,0.00226518,0,0,0,0,0,0,0.0118045,0.00991604,0,0
1843,0.00696018,0.00512597,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055195,0.0167555,0.0456976,0.0127602,0.00751785,0,0.0279026,0.00689869,0.0649541,0,0,0.0260519,0.00634664,0.0112067,0,0.0186947,0.0199158,0.0194907,0.0126261,0.0163912,0.0262102,0,0.0454883,0,0.014162,0.00786873,0.00905019,0.0196324,0.019436,0.00992465,0.00234963,0,0,0.0117642,0,0.0140769,0.0124822,0.0554026,0.026783,0.0183807,0.0128512,0.00230023,0.0122568,0.0211195,0.0125178,0.0126916,0.0213167,0.0552482,0.0192079,0.0234373,0.00620657,0.00840602,0.0288598,0.00627311,0.00358536,0,0,0,0,0,0,0.0117028,0.00975099,0,0
1844,0.00709175,0.00356826,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543556,0.0163224,0.0450227,0.00664762,0.00809871,0,0.0280129,0.00647384,0.0632121,0,0.0107395,0.0201576,0.00396425,0.010664,0,0.0156782,0.0223893,0,0.0157502,0.0209757,0.0288285,0,0.046277,0,0.0138802,0.00808595,0.00960976,0.0190679,0.0202091,0.00748257,0.00198909,0,0,0.0137478,0,0.0144043,0.0122506,0.0543216,0.0276974,0.0167387,0.0140044,0.00214431,0.0104226,0.0211747,0.0128773,0.0131856,0.0221452,0.0548746,0.0198097,0.0244786,0.00684264,0.00884653,0.028311,0.00398054,0.00307266,0,0,0,0,0,0,0.012329,0.00962762,0,0
1845,0.00838885,0.0032973,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170535,0.0160851,0.0113071,0.00123547,0.00859442,0,0.0280272,0.00620195,0.0615125,0,0,0.00724558,0.00625799,0.0103822,0,0.0149241,0.0258474,0,0.00770174,0.00863009,0.0113858,0.0327078,0.0159812,0,0.0137354,0.0081463,0.0121289,0.0184358,0.0214082,0.00747094,0.00412481,0,0,0.0162782,0,0.0148537,0.0121307,0.0518778,0.0286333,0.014026,0.0162755,0.00417147,0.00857553,0.0214291,0.0143903,0.014529,0.0222124,0.0534985,0.0195279,0.024826,0.00923571,0.00985437,0.0277085,0.00319493,0.0049736,0,0,0,0,0,0,0.0119724,0.0096875,0,0
1846,0.00865357,0.00251865,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166976,0.0155912,0.0127486,0.00323293,0.00906476,0,0.0283591,0.00529878,0.0602961,0,0.00810289,0.0109809,0.00336327,0.0102778,0,0.0146751,0.0236686,0.0226268,0.00521728,0.00613084,0.00966498,0.0349337,0.0135104,0,0.0135656,0.00830247,0.0101431,0.0184974,0.0201357,0.0071335,0.00337439,0,0,0.0165086,0,0.0147789,0.012742,0.0539054,0.0274543,0.0157805,0.0147057,0.00215401,0.00904222,0.0206111,0.0136112,0.013961,0.0220018,0.0542719,0.0193905,0.0244128,0.00735866,0.0102229,0.0289682,0.00321098,0.00447195,0,0,0,0,0,0,0.013258,0.00986525,0,0
1847,0.00892027,0.00245525,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155655,0.0155448,0.0124364,0.00271669,0.00941441,0,0.0284095,0.00524456,0.0605353,0,0.00815335,0.0114787,0.00359207,0.0101162,0,0.0146129,0,0.022493,0.00518138,0.00486427,0.00900876,0.0345498,0.0111759,0,0.0135487,0.00814977,0.010426,0.0185483,0.0201574,0.00700825,0.00347309,0,0,0.0169509,0,0.0148595,0.0130097,0.053447,0.0273691,0.0154476,0.014779,0.00228642,0.00883495,0.0206082,0.0137342,0.0140515,0.0219473,0.0540891,0.0193128,0.0243685,0.00753041,0.0105066,0.0291003,0.00306733,0.00468175,0,0,0,0,0,0,0.0131739,0.00967122,0,0
1848,0.00902669,0.00243243,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145255,0.0155135,0.0121755,0.00252067,0.00961271,0,0.0284151,0.00521087,0.060832,0,0.00814456,0.011769,0.00372111,0.00986691,0,0.0142646,0,0.0223168,0.00515969,0.00402473,0.00863328,0.0342376,0.0091402,0,0.0135332,0.00822308,0.0106428,0.0186372,0.0201188,0.00702274,0.00336473,0,0,0.017235,0,0.014851,0.0133977,0.0532266,0.0272376,0.0153604,0.0148538,0.00322806,0.00873937,0.0206104,0.0138571,0.0141673,0.0218668,0.0539422,0.0192585,0.0243272,0.0076621,0.0107213,0.0293674,0.00297984,0.00468449,0,0,0,0,0,0,0.0132846,0.00938835,0,0
1849,0.00905646,0.00236984,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137448,0.0154669,0.0119317,0.00236067,0.00981928,0,0.0284065,0.00518693,0.0611858,0,0.00816423,0.0121287,0.00383768,0.00963201,0,0.0139307,0,0.0221321,0.00519431,0.00376805,0.00852959,0.0340206,0.00793497,0,0.0134848,0.00830134,0.0108255,0.0186708,0.020003,0.00704616,0.00351542,0,0,0.0176498,0,0.014836,0.0135936,0.0530807,0.0270155,0.0153628,0.0148196,0.00566604,0.0085996,0.0206187,0.013962,0.0142313,0.0216967,0.053847,0.019177,0.0241999,0.00776616,0.0109424,0.0295748,0.00286575,0.0046679,0,0,0,0,0,0,0.0133921,0.00919144,0,0
1850,0.00921867,0.0023186,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132299,0.0153988,0.0116881,0.00212697,0.0100828,0,0.0284808,0.00516143,0.0615748,0,0.0083453,0.0122455,0.00397279,0.00942292,0,0.0137522,0,0.0218832,0.00517124,0.00381453,0.00863004,0.034003,0.00772748,0,0.0134415,0.00834278,0.0112523,0.0187159,0.0197936,0.00683523,0.00377778,0,0,0.0181795,0,0.0148845,0.0137783,0.0528705,0.0266042,0.0151861,0.0146347,0.00371864,0.00836535,0.020696,0.0141134,0.014175,0.0213147,0.0538434,0.0190182,0.0238038,0.00801063,0.0111561,0.0295941,0.00281787,0.00474111,0,0,0,0,0,0,0.0135302,0.00905065,0,0
1851,0.00942048,0.00235513,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124252,0.0154067,0.0111617,0.00197026,0.0102316,0,0.0286178,0.00513063,0.0619126,0,0.00860558,0.0120014,0.00424688,0.00912906,0,0.0135561,0,0.0217055,0.00492045,0.00369141,0.00845685,0.033924,0.00780576,0,0.0134162,0.00839036,0.011706,0.0187879,0.0196672,0.0067705,0.00401097,0,0,0.0186403,0,0.0149243,0.0140275,0.0526458,0.0263411,0.0149332,0.0146346,0.0029076,0.00807619,0.0208175,0.0143393,0.0142597,0.0210221,0.0537931,0.0188441,0.0234881,0.00843629,0.0112837,0.0295009,0.0027947,0.00481387,0,0,0,0,0,0,0.0136887,0.00889541,0,0
1852,0.00944878,0.00299651,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114154,0.015624,0.00994038,0.0024905,0.0101889,0,0.0284785,0.00550443,0.0631626,0,0,0.0109155,0.00711508,0.00918815,0,0.0138405,0,0.0217404,0.00444369,0.00292311,0.00796973,0.0334204,0.00771847,0,0.0134306,0.00831395,0.0130318,0.0188506,0.0198344,0.00662459,0,0,0,0.0186262,0,0.0149706,0.0137472,0.0517804,0.02606,0.0133672,0.0144494,0.00490196,0.00748626,0.0211757,0.014292,0.0139144,0.0207256,0.053883,0.0188342,0.0231271,0.00961225,0.0109457,0.0288641,0.00334627,0.00572919,0,0,0,0,0,0,0.0132681,0.0085405,0,0
1853,0.00960515,0.00223617,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117028,0.0152761,0.009881,0.00148084,0.0105897,0,0.0287865,0.00541505,0.0625225,0,0.00845724,0.0115088,0.00371202,0.00917288,0,0.0130697,0,0.0214512,0.00457716,0.00190572,0.00714914,0.0335213,0.0095617,0,0.0134098,0.0085916,0.0129671,0.0189328,0.0193914,0.00616131,0.00362791,0,0,0.0189426,0,0.0150322,0.0138879,0.0524225,0.0252986,0.014373,0.0143338,0.00219594,0.00778383,0.0209213,0.0145379,0.0142326,0.0204362,0.0538044,0.0185448,0.0226785,0.00952341,0.0112299,0.0290898,0.00244449,0.00462783,0,0,0,0,0,0,0.0138281,0.00841104,0,0
1854,0.00938367,0.00238124,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122448,0.0151848,0.00979456,0.00161983,0.0107256,0,0.0287641,0.00532864,0.0627312,0,0.00831185,0.0118073,0.00362198,0.00920712,0,0.0126621,0,0.0212324,0.00492339,0.00195965,0.00680038,0.0334417,0.0107868,0,0.0133477,0.00863217,0.0134186,0.0190033,0.0193063,0.00583338,0,0,0,0.0191815,0,0.0150922,0.0140528,0.052378,0.0249806,0.0141323,0.0141618,0.00199248,0.00718029,0.0210727,0.0145162,0.0141629,0.020305,0.0538704,0.018533,0.0224285,0.0100491,0.0110156,0.0292634,0.00214071,0.00442969,0,0,0,0,0,0,0.0137809,0.00822176,0,0
1855,0.00971627,0.00220235,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129584,0.0151056,0.0111332,0.00218251,0.0107875,0,0.0287564,0.0051951,0.0627618,0,0.0081809,0.0136149,0.00381399,0.0091921,0,0.0121652,0,0.0210734,0.00641452,0.00338792,0.00670577,0.0335739,0.0115925,0,0.0133058,0.008651,0.0139795,0.0189228,0.0192705,0.00544923,0.00371132,0,0,0.0197692,0,0.0151887,0.0142845,0.0523182,0.0247388,0.0140252,0.0141181,0.00225879,0.00717398,0.0212575,0.0145252,0.0141336,0.0201017,0.0539057,0.018477,0.0221863,0.0108023,0.0113018,0.0296125,0.00198,0.00439526,0,0,0,0,0,0,0.0137768,0.00825948,0,0
1856,0.00962461,0.00224464,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145386,0.0150848,0.0104541,0.00301235,0.0109561,0,0.0287794,0.00538913,0.0627926,0,0.00806225,0.0133728,0.00415484,0.00914199,0,0.0114969,0,0.0212864,0.00675099,0.00375372,0.00632156,0.0330638,0.0136079,0,0.0133225,0.00864457,0.0146598,0.0188679,0.0193004,0.00499587,0.00367415,0,0,0.0199618,0,0.0151277,0.0142587,0.0522389,0.0245065,0.0142153,0.0139737,0,0.00695858,0.0215128,0.0144212,0.0139164,0.0199322,0.0540472,0.0184582,0.0219392,0.0115964,0.0112964,0.0295091,0.00185877,0.00415011,0,0,0,0,0,0,0.0137354,0.00824948,0,0
1857,0.009664,0.00237096,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157947,0.0150822,0.0109365,0.00352604,0.0110674,0,0.0287438,0.0053514,0.0626028,0,0.00831412,0.0144292,0.00458358,0.00928537,0,0.0107427,0,0.0214001,0.0078828,0.00439285,0.00593383,0.0328449,0.014725,0,0.0133121,0.00864304,0.0152376,0.0188049,0.0193187,0.00470942,0.00383669,0,0,0.0202831,0,0.0151794,0.0142342,0.0521131,0.0243809,0.0141905,0.0139616,0.00319813,0.00671283,0.0217486,0.0143353,0.0137883,0.0197987,0.0540987,0.0184576,0.0217697,0.0123202,0.011317,0.0295824,0.00189721,0.00433006,0,0,0,0,0,0,0.0136508,0.00826926,0,0
1858,0.00974413,0.00254525,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162627,0.0151177,0.0122302,0.00403548,0.0111303,0,0.0285962,0.00529021,0.0623086,0,0.0083126,0.0164964,0.00490823,0.00938077,0,0.00999449,0,0.0214851,0.00966133,0.00568497,0.00509289,0.0328745,0.0158033,0,0.0133036,0.00867471,0.0158914,0.0188278,0.0193031,0.00453882,0.00391719,0,0,0.020428,0,0.0152734,0.0141873,0.052107,0.0241636,0.0142599,0.0142616,0,0.00648302,0.0220567,0.0144357,0.0138769,0.0195016,0.053929,0.0181425,0.021473,0.0130025,0.0112779,0.0295543,0.00195544,0.00446264,0,0,0,0,0,0,0.0134737,0.00821981,0,0
1859,0.0105224,0.00305607,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160808,0.0156369,0.0116513,0.00290579,0.0108977,0,0.0279781,0.00568579,0.0630139,0,0,0.0157048,0.007431,0.00933053,0,0.00993577,0,0.0211599,0.00943154,0.00582721,0.00492784,0.0326913,0.0147487,0,0.0133367,0.00854318,0.0161593,0.0188394,0.019314,0.00625847,0.00559391,0,0,0.0203173,0,0.0151785,0.0141438,0.0513384,0.0240874,0.0130185,0.0150427,0.00505436,0.00641908,0.0223419,0.0148743,0.0145025,0.0191181,0.0532906,0.0175856,0.0212396,0.0133369,0.0110751,0.0296546,0.00299799,0.00629408,0,0,0,0,0,0,0.0127037,0.00820524,0,0
1860,0.0106289,0.00324318,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170749,0.0157054,0.0132033,0.00351431,0.0110796,0,0.028036,0.00603128,0.063019,0,0,0.0167761,0.007775,0.00933403,0,0.00941202,0.0200052,0.0212814,0.0106464,0.00688171,0.00441332,0.0326718,0.0137147,0,0.0134175,0.00861041,0.0163049,0.0188142,0.019071,0.00645144,0.00593618,0,0,0.020419,0,0.0151185,0.0141915,0.0514324,0.023471,0.0132895,0.0149982,0.00514124,0.00621887,0.0224696,0.0149484,0.014582,0.0185897,0.0532591,0.0170014,0.0207613,0.0133941,0.0110647,0.0298575,0.00316207,0.00633367,0,0,0,0,0,0,0.0123646,0.00825454,0,0
1861,0.00888884,0.00405144,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416859,0.0162872,0.0365205,0.0075693,0.0110482,0,0.0275992,0.00675376,0.0682419,0,0,0.0186491,0.00805321,0.00911709,0,0.00953027,0.0164693,0.0215552,0.0107815,0.00917734,0.0180325,0,0.0348368,0,0.0134529,0.00862502,0.0173221,0.019991,0.0192333,0.00784829,0,0,0,0.0170969,0,0.0143546,0.0148573,0.0513985,0.0233938,0.0155923,0.0139589,0,0.00887911,0.0231029,0.0142432,0.01342,0.0187958,0.0542388,0.0172953,0.0207609,0.0146587,0.00965918,0.0309846,0.00413942,0.00417425,0,0,0,0,0,0,0.0121472,0.00827985,0,0
1862,0.0108788,0.00345905,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019898,0.0156385,0.0172984,0.00410078,0.0113893,0,0.0281676,0.00647727,0.0627792,0,0,0.0182508,0.00778367,0.00990883,0,0.00872249,0,0.021731,0.0122486,0.00821319,0.00304126,0.0321655,0.0150947,0,0.0134564,0.00877995,0.0170495,0.0187492,0.0193647,0.00672322,0.00585945,0,0,0.0205581,0,0.0152671,0.0139537,0.0513698,0.0237069,0.0134986,0.0153505,0,0.00617894,0.0227871,0.0151657,0.0148081,0.0194302,0.0532873,0.0170268,0.0210512,0.0141652,0.0111372,0.0295509,0.00338247,0.00680649,0,0,0,0,0,0,0.0125508,0.0084178,0,0
