Timestep,,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,LHEE,x77,LBHD,RFRM
36,0,0.00472789,0.00866631,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011706,0.0128216,0.0069679,0.00856331,0,0.00832651,0,0.0288326,0.00699467,0.0596206,0.00872256,0.0186801,0,0.0143641,0,0.017682,0.0145631,0.0259517,0.0159652,0.0148688,0.00512112,0.0246643,0.0215759,0.0100193,0.0125526,0.00986536,0.0156142,0,0.0138884,0.00591799,0,0,0,0.0913003,0,0.0207423,0.0520938,0.0193564,0.0172156,0.0201849,0,0.0397093,0.0207661,0.0253719,0.00807298,0.0138176,0.02153,0.042931,0.0144242,0.0189597,0.0126316,0.0554713,0.03331,0.105882,0.0102015,0,0,0,0,0.0195624,0,0,0
37,0,0.00460932,0.00759662,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126365,0.0133461,0.00678695,0.00953695,0,0.00774281,0,0.0284776,0.00664256,0.0592329,0.00882046,0.0192051,0.00323494,0.0126511,0,0.0178506,0,0.0257482,0.0164776,0.0154909,0.00558641,0.0241475,0.0231649,0.00957187,0.0127339,0.00961415,0.0153379,0,0.0125813,0.00566691,0,0,0,0.097249,0,0.0203432,0.0517607,0.0171309,0.0172952,0.0199127,0,0.0384662,0.0205252,0.0251935,0.00803093,0.0136323,0.0206184,0.0436203,0.0133545,0.0178568,0.0128256,0.05867,0.0311711,0.109888,0.00817676,0.00832619,0,0,0,0.020484,0,0,0
38,0,0.00384522,0.00713487,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128757,0.0132484,0.00659464,0.00923057,0,0.00852626,0,0.0286026,0.00735291,0.0593216,0.00856959,0.0191834,0.00300691,0.0134073,0,0.018197,0.0146841,0.0258505,0.0162969,0.0154733,0.00524964,0.0244698,0.0232985,0.0105664,0.0126473,0.00971021,0.0156937,0,0.011696,0.00529407,0,0,0,0.101587,0,0.0191533,0.0516483,0.0156225,0.0172855,0.0200417,0,0.039485,0.0207839,0.0254927,0.00849624,0.0141724,0.0200777,0.0447607,0.0122116,0.0171278,0.0133496,0.0623113,0.0295497,0.111966,0.00757933,0,0,0,0,0.0206683,0,0,0
39,0,0.00351714,0.00656234,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115791,0.0134906,0.00671864,0.00938727,0,0.00884289,0,0.028427,0.00766833,0.0592997,0.00822849,0.0192173,0,0.0132923,0,0.0181637,0,0.0257324,0.0163252,0.0153418,0.00517274,0.0245363,0.0218527,0.0108684,0.0126543,0.00972345,0.0159712,0,0.01105,0.00529843,0,0,0,0.103747,0,0.018202,0.0513763,0.0144247,0.0179133,0.0197653,0,0.0391293,0.0206855,0.0255673,0.00865276,0.0143037,0.0192684,0.0455513,0.0111646,0.0164103,0.0135217,0.0639227,0.0285802,0.113386,0.00667225,0,0,0,0,0.0201664,0,0,0
40,0,0.00319188,0.00604082,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116574,0.0136981,0.00645878,0.0095129,0,0.00863634,0,0.028254,0.00750468,0.0592688,0.00814782,0.0192773,0.0032198,0.012383,0,0.0183532,0.0133087,0.0256491,0.0163156,0.0154504,0.00499851,0.0247006,0.0217857,0.0105457,0.012722,0.00962914,0.016443,0,0.0107326,0.00548679,0,0,0,0.103604,0,0.0171051,0.0510366,0.0134968,0.0187662,0.0196744,0,0.0371615,0.0204724,0.0253707,0.00872446,0.0142622,0.0187982,0.0460772,0.0105018,0.0160933,0.0138856,0.063073,0.0273187,0.11423,0.00577032,0.00782462,0,0,0,0.0197176,0,0,0
41,0,0.00306965,0.00579119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110384,0.0137679,0.00646746,0.00949106,0,0.00913163,0,0.0282162,0.00791891,0.059292,0.00798284,0.0192595,0.00327111,0.0123838,0,0.0184063,0.0130333,0.0257004,0.0162989,0.0153639,0.00493417,0.0248127,0.0210621,0.010965,0.0127445,0.00961667,0.0165799,0,0.0103778,0.00542684,0,0,0,0.104461,0,0.016122,0.0509473,0.0130506,0.019131,0.0195612,0,0.0367716,0.0203759,0.0254779,0.00903137,0.0143798,0.0183254,0.0467185,0.00987446,0.0153574,0.0140571,0.0630101,0.0263967,0.114792,0.00545,0.00780018,0,0,0,0.0193759,0,0,0
42,0,0.00334525,0.00564995,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00949227,0.0134053,0.00675476,0.00909395,0,0.0101337,0,0.0284479,0.00847758,0.0595257,0.00770708,0.0191858,0.00310013,0.0136438,0,0.018504,0,0.0257815,0.0161627,0.0150281,0.00477549,0.0250757,0.0194415,0.0121812,0.0126282,0.00969595,0.0166635,0.0298099,0.0101456,0.00507158,0,0,0,0.131284,0,0.014976,0.0510556,0.0128909,0.0191027,0.0196713,0,0.0292035,0.0206908,0.0259221,0.00962243,0.0149102,0.0180349,0.0475485,0.00933063,0.0148276,0.0142278,0.0820404,0.0319952,0.130555,0.00532203,0,0,0,0,0.0192115,0,0,0
43,0,0.00370304,0.00549353,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00935968,0.0134113,0.00662904,0.00896002,0,0.0105416,0,0.0284681,0.00869928,0.0595897,0.00741754,0.0192258,0.00320028,0.0138705,0,0.0186379,0.0129277,0.0258348,0.0161476,0.0149884,0.00468509,0.0252184,0.019233,0.0125256,0.0126913,0.00962761,0.0170522,0.0293028,0.0104445,0.00506807,0,0,0,0.128988,0,0.0158769,0.0510696,0.0129476,0.0191505,0.0198259,0,0.0294233,0.0206182,0.0260317,0.00990243,0.0151501,0.0180831,0.0479906,0.00907416,0.0146972,0.0147032,0.0806022,0.0312631,0.130628,0.00518609,0,0,0,0,0.0188192,0,0,0
44,0,0.00437188,0.0056205,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00893034,0.0134042,0.00657086,0.00919358,0,0.0107453,0,0.0283115,0.00861348,0.059566,0.0076794,0.0191455,0.00326119,0.0138192,0,0.0185474,0.013105,0.0257928,0.0161646,0.0148473,0.00466521,0.0251714,0.0184278,0.0126418,0.0129199,0.00968072,0.0174125,0,0.0112227,0.0051269,0,0,0,0.102798,0,0.0130371,0.0510746,0.0133445,0.0191134,0.0194649,0,0.0371878,0.0205887,0.0262528,0.00952288,0.0149173,0.0176831,0.0481614,0.0084047,0.0141342,0.0154676,0.0619255,0.0244952,0.116051,0.0051809,0,0,0,0,0.0185088,0,0,0
45,0,0.00343442,0.00483596,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106316,0.0146445,0.00508048,0.00999815,0,0.0106823,0,0.0274602,0.00894869,0.0594801,0.00745379,0.0189658,0,0.0125402,0,0.0186235,0.014047,0.0267807,0.0162966,0.0151066,0.00460748,0.0257142,0.0181349,0.0120321,0.013203,0.00985621,0.0181726,0,0.012167,0.00609824,0,0,0,0.0987105,0,0.0117543,0.0512288,0.0138989,0.0203515,0.0182726,0,0.0339746,0.0203939,0.0262936,0.00843254,0.0137952,0.016458,0.0475808,0.00715149,0.0129073,0.0163892,0.0576771,0.0282589,0.117966,0.00400584,0.00746861,0,0,0,0.0161104,0,0,0
46,0,0.00247919,0.00431286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00708599,0.0143874,0.00683508,0.00949296,0,0.0108455,0,0.0277655,0.00919417,0.0596229,0.00717722,0.0191551,0.0050872,0.0124212,0,0.0188339,0.0127935,0.0258116,0.0162228,0.0147506,0.00485475,0.02522,0.0170703,0.0118169,0.0130254,0.00928467,0.0166896,0.0282854,0.0105585,0.0054925,0,0,0,0.123966,0,0.0193005,0.0514642,0.0132367,0.0203717,0.0196761,0,0.0332468,0.0201287,0.0261723,0.00945211,0.0145312,0.0179068,0.0486962,0.00862257,0.0140273,0.0154335,0.0779979,0.0278207,0.13093,0.00368023,0.00719177,0,0,0,0.0177754,0,0,0
47,0,0.00256684,0.00423886,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00648501,0.0144428,0.00697253,0.00936984,0,0.0112053,0,0.0277444,0.00933331,0.0596954,0.00707637,0.0190344,0.0055722,0.0125946,0,0.0189068,0.0124987,0.0258957,0.0161419,0.0145896,0.00479418,0.0253598,0.016424,0.0120792,0.0130591,0.00941828,0.0169168,0.0281936,0.0107567,0.00528938,0,0,0,0.122536,0,0.0203051,0.0516701,0.0133626,0.0206395,0.0199415,0,0.0332006,0.0202223,0.0264921,0.00943275,0.0145793,0.0181774,0.0488936,0.00873118,0.0142115,0.0159237,0.076835,0.0268624,0.130534,0.00360534,0.00687053,0,0,0,0.0173308,0,0,0
48,0,0.00387652,0.00391105,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00411459,0.0144784,0.00755659,0.0100758,0,0.0123997,0,0.0277073,0.0101309,0.0595778,0.00713845,0.0186607,0,0.0136744,0,0.0183652,0.0126296,0.0265503,0.0161422,0.0141916,0.00498725,0.0251186,0.014085,0.0130414,0.0130031,0.00945746,0.0161071,0.028057,0.0105655,0.00536461,0,0,0,0.121524,0,0.0209556,0.0515988,0.0127248,0.0210167,0.0191312,0,0.0319376,0.0203135,0.0272234,0.00915077,0.014412,0.0174507,0.0492569,0.00828201,0.0135322,0.0154177,0.075726,0.0261342,0.130314,0.00356434,0,0,0,0,0.0171475,0,0,0
49,0,0.00307688,0.00368147,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111278,0.0150271,0.0126977,0.00889195,0,0.0122019,0,0.0272226,0.0101805,0.0613801,0.00666517,0.0163059,0,0.0135069,0,0.0179601,0.0300821,0,0.0150735,0.0123115,0.00942161,0.0302612,0.00508591,0.0126448,0.0132191,0.00906159,0.0167479,0.028094,0.0111978,0.00594492,0.0153231,0,0,0.120524,0,0.0215316,0.0495582,0.012792,0.0212489,0.0191866,0,0.0330457,0.0201756,0.028351,0.00952844,0.0143923,0.0174158,0.0494419,0.00808049,0.0135052,0.0162295,0.0750685,0.0253716,0.130563,0.00353509,0,0,0,0,0.0204536,0,0,0
50,0,0.00292613,0.00399851,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00902,0.0150214,0.011353,0.0090099,0,0.0121458,0,0.0272452,0.0101169,0.0614574,0.00670796,0.0166298,0.00993887,0.0130994,0,0.0180215,0.077172,0,0.0154178,0.0121597,0.00840306,0.0291262,0.00304982,0.0124144,0.0132327,0.00901815,0.0173449,0.0277276,0.0112884,0.00616523,0.0151179,0,0,0.119516,0,0.0221212,0.0493513,0.0133002,0.0215275,0.0195511,0,0.0334416,0.0201415,0.0285263,0.00953048,0.0143179,0.0177382,0.0494113,0.00810764,0.013823,0.0168667,0.0742797,0.0245738,0.130349,0.0036525,0,0,0,0,0.0189964,0,0,0
51,0,0.00308654,0.00430025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00838928,0.0153141,0.0112151,0.0088685,0,0.0124579,0,0.0270425,0.0103497,0.0625163,0,0.0167546,0.0101946,0.0135505,0,0.018517,0.0968636,0,0.0155402,0.0121562,0.0081079,0.0290407,0.00206319,0.0126531,0.0133682,0.00892455,0.0176778,0.0274808,0.0114386,0.00648319,0.0148828,0,0,0.118835,0,0.0225517,0.0484668,0.0138254,0.0208402,0.0194372,0,0.0330933,0.0203545,0.0291523,0.0097523,0.0144544,0.0174888,0.0497506,0.00797217,0.0137107,0.0172315,0.0735136,0.0241728,0.130255,0.0038907,0,0,0,0,0.0189453,0,0,0
52,0,0.00283126,0.00437687,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00967933,0.0149454,0.0122698,0.00727351,0,0.0121659,0,0.0273887,0.00993016,0.0617986,0.00700453,0.0153114,0.00825751,0.0130409,0,0.0182872,0,0,0.0147256,0.0117609,0.00937267,0.0306299,0.00350628,0.0124108,0.0132957,0.00907774,0.0184935,0.0274058,0.012142,0.00496923,0.0143464,0,0,0.118336,0,0.0229298,0.0501659,0.0142993,0.0215615,0.0203838,0,0.0333498,0.0205415,0.0285067,0.00996724,0.0148313,0.0181919,0.0495358,0.00836317,0.0144294,0.0175072,0.0731889,0.0241061,0.13041,0.00399494,0,0,0,0,0.0193394,0,0,0
53,0,0.00322844,0.00477735,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00642329,0.0146282,0.00898877,0.00943469,0,0.0124666,0,0.0277046,0.0099488,0.0596275,0.00921386,0.017392,0,0.0128257,0,0.0176183,0,0.0273398,0.0167503,0.0141931,0.00609569,0.0245787,0.014103,0.0125992,0.0132232,0.00927368,0.0181191,0.0268921,0.0113137,0.00438194,0.0132645,0,0,0.117761,0,0.0237568,0.0521227,0.0134813,0.0219808,0.0197838,0,0.0332761,0.0205941,0.0276632,0.00938936,0.0146204,0.0175278,0.0492466,0.00827749,0.0141173,0.0169023,0.0725646,0.0235308,0.130049,0.00385925,0,0,0,0,0.0158766,0,0,0
54,0,0.00327444,0.0048631,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00739938,0.0145951,0.0090977,0.00957938,0,0.0125243,0,0.0277676,0.00997684,0.0595549,0.0100163,0.0176289,0,0.0130731,0,0.017691,0,0.0271454,0.017049,0.0146827,0.00650371,0.0245272,0.0155392,0.0127317,0.013237,0.00925503,0.0184627,0.0266371,0.0115009,0.00402355,0.0125863,0,0,0.117153,0,0.0243285,0.0524319,0.0127693,0.0219244,0.0202023,0,0.0331594,0.0205997,0.0277004,0.0098976,0.0148662,0.0173545,0.049217,0.00809535,0.0145262,0.0170753,0.0719549,0.0231779,0.130016,0.00390186,0,0,0,0,0.015733,0,0,0
55,0,0.00344331,0.00484254,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00789899,0.0145447,0.00902625,0.00940447,0,0.0125108,0,0.027804,0.00996419,0.0597162,0.00979578,0.0176253,0,0.0132527,0,0.0179368,0,0.0270909,0.0170023,0.0147399,0.00643377,0.0247588,0.0161469,0.0127842,0.0132101,0.00915797,0.0186604,0.0264544,0.0114371,0.00424547,0.0121338,0,0,0.116415,0,0.0249217,0.052593,0.0120453,0.0220518,0.020313,0,0.0329334,0.0204216,0.0275174,0.0100257,0.0149208,0.0176523,0.0491141,0.00789449,0.0145606,0.017269,0.0713745,0.0226786,0.130231,0.00382585,0,0,0,0,0.0156157,0,0,0
56,0,0.0037105,0.00491683,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00800337,0.0142711,0.00884534,0.0083429,0,0.0120644,0,0.0279233,0.00952792,0.0601833,0.00877302,0.0176807,0.0054731,0.0134203,0,0.0184659,0,0.027079,0.016846,0.014689,0.00611847,0.0252589,0.0165306,0.0126858,0.0131174,0.0090982,0.0187911,0.0262534,0.0114902,0.0052453,0.0119334,0,0,0.114888,0,0.0252968,0.0527824,0.01159,0.0226232,0.0205996,0,0.0323439,0.0202106,0.0269904,0.0100245,0.0149949,0.0181241,0.0490201,0.00783519,0.0147579,0.0176012,0.0702695,0.0222389,0.129958,0.0039089,0,0,0,0,0.0155186,0,0,0
57,0,0.00420174,0.00482992,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0080025,0.0141726,0.00882335,0.00814709,0,0.0120085,0,0.0279583,0.00945803,0.0603182,0.00847408,0.0176632,0.00576979,0.0135411,0,0.0186618,0,0.0271207,0.0167975,0.0145805,0.00598463,0.0255464,0.0163119,0.0127132,0.013081,0.00920685,0.0186064,0.0261713,0.011245,0.00540334,0.0118177,0,0,0.114282,0,0.0259695,0.0530645,0.0105829,0.0228601,0.0202089,0,0.0319227,0.0199003,0.0267991,0.0100947,0.0149437,0.0177666,0.04898,0.00750977,0.0143584,0.0175797,0.069686,0.0216201,0.129818,0.00384624,0,0,0,0,0.0151906,0,0,0
58,0,0.00520107,0.00475708,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00852934,0.0139895,0.00894101,0.007796,0,0.012549,0,0.0281227,0.00981662,0.0604424,0.0082196,0.0175491,0.00997044,0.0141204,0,0.0188572,0,0.0272735,0.0167264,0.0144142,0.00591549,0.0259075,0.0164446,0.0132399,0.0130302,0.00932709,0.018683,0.0261106,0.0110632,0.00490714,0,0,0,0.113827,0,0.0265041,0.0533296,0.00981993,0.022473,0.020073,0,0.0308714,0.0197835,0.0270095,0.0108583,0.0152544,0.0175149,0.049152,0.00710966,0.0141308,0.017849,0.0691995,0.0211115,0.129956,0.0039035,0,0,0,0,0.0147842,0,0,0
59,0,0.00523123,0.00453527,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00823486,0.0142221,0.00861557,0.00928889,0,0.011799,0,0.0278916,0.00941305,0.0599479,0.00917409,0.0174706,0,0.0136888,0,0.0185149,0,0.0269946,0.0167986,0.0143152,0.00590312,0.0258892,0.0158077,0.0126001,0.0130898,0.00912332,0.0187221,0.0260673,0.0103601,0.00436376,0.011575,0,0,0.113303,0,0.0270308,0.0534593,0.00913942,0.0223325,0.0195049,0,0.0314075,0.0191714,0.0268818,0.0112394,0.0151234,0.0169211,0.0489703,0.00677644,0.0137224,0.0182157,0.0690195,0.0204704,0.130134,0.00345789,0,0,0,0,0.0142479,0,0,0
60,0,0.00547452,0.00446322,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00865458,0.0143112,0.00860193,0.00994069,0,0.0116188,0,0.027819,0.00937873,0.0597356,0.00931895,0.0175609,0,0.0135878,0,0.0184499,0,0.0269244,0.0169941,0.0144181,0.00614983,0.02595,0.0159103,0.0124336,0.0130891,0.00911477,0.0185014,0.0260822,0.00954101,0.00393279,0.0112905,0,0,0.113016,0,0.0272424,0.0534111,0.00832207,0.0221272,0.0187021,0,0.0316443,0.0186395,0.0269499,0.0111861,0.0149656,0.0160836,0.0489592,0.00608913,0.0131228,0.0184311,0.0687783,0.0202467,0.130322,0.00332622,0,0,0,0,0.0138078,0,0,0
61,0,0.00463846,0.00464279,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00893182,0.0142915,0.00858736,0.0100629,0,0.0116673,0,0.0278358,0.00944256,0.0599727,0.00964314,0.0177065,0.119579,0.013787,0,0.0186368,0,0.0270161,0.0171214,0.0144152,0.00617183,0.0261115,0.0158916,0.0125109,0.0130822,0.00906783,0.0179756,0.0259061,0.0087994,0.00320174,0.0111419,0,0,0.112707,0,0.0273928,0.0530075,0.0079938,0.0206854,0.0178467,0,0.0313506,0.0184153,0.0275475,0.0113476,0.0151091,0.0149924,0.0492408,0.00539656,0.0123198,0.0183881,0.0684218,0.0201367,0.130331,0.00357962,0,0,0,0,0.013495,0,0,0
62,0,0.00435265,0.00417858,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00924139,0.0141053,0.00841965,0.00993531,0,0.0113873,0,0.0279721,0.00919377,0.0598177,0.00858927,0.017779,0,0.0139535,0,0.0186945,0,0.0268485,0.0173121,0.0145135,0.00631228,0.0263112,0.0156289,0.0124175,0.0130941,0.00916851,0.0172936,0.0258929,0.0083255,0.00371101,0.0109294,0,0,0.112577,0,0.0272814,0.0533526,0.00768553,0.0223529,0.0175275,0,0.0310441,0.0177733,0.0266588,0.011192,0.0147532,0.0146716,0.0488858,0.00547553,0.0119756,0.0176985,0.068527,0.0204381,0.130556,0.00303461,0,0,0,0,0.0129647,0,0,0
63,0,0.0042862,0.00418461,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00976021,0.013933,0.00840014,0.00886993,0,0.0112075,0,0.0281278,0.00908759,0.0602152,0.00775905,0.0179939,0,0.013783,0,0.018973,0,0.0270119,0.0174789,0.0145878,0.00641205,0.0266439,0.0159353,0.0122924,0.0130509,0.00930291,0.0170515,0.0257355,0.0082331,0.00383691,0.0107449,0,0,0.112471,0,0.0275519,0.0533493,0.00751105,0.0226535,0.0173739,0.00925304,0.0310035,0.0171652,0.0263127,0.0115801,0.0147534,0.0144331,0.04876,0.00561676,0.0117328,0.0171752,0.0685128,0.0198359,0.130341,0.00311432,0,0,0,0,0.0130949,0,0,0
64,0,0.00429163,0.00417714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00972773,0.0138459,0.00804171,0.00858649,0,0.0109811,0,0.0281905,0.00895842,0.0603482,0.00775791,0.0181522,0,0.0136174,0,0.0191149,0,0.0268491,0.017491,0.0145126,0.00627552,0.0270518,0.0157772,0.012172,0.0130253,0.00933485,0.0174721,0.0255172,0.00786731,0.00399303,0.0107119,0,0,0.112384,0,0.02784,0.053441,0.00704704,0.0226588,0.0172057,0.00929384,0.0309074,0.0166031,0.0260301,0.0119197,0.0148217,0.0142898,0.0486289,0.00560667,0.0115992,0.0171742,0.0684419,0.0192734,0.130165,0.00322435,0,0,0,0,0.0126716,0,0,0
65,0,0.00445899,0.00415578,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00929827,0.0139154,0.00743601,0.00902308,0,0.0110787,0,0.0282126,0.0091486,0.0602112,0.00838809,0.0182671,0,0.0135119,0,0.0191523,0,0.0263601,0.0174002,0.0143371,0.00586776,0.0275371,0.0154175,0.0121099,0.0130967,0.00928494,0.0178454,0.0253366,0.0070223,0.00419137,0.0107935,0,0,0.112196,0,0.0281731,0.0534647,0.00592352,0.0225654,0.0168272,0,0.0306072,0.0161436,0.0258954,0.0120362,0.0148408,0.0141293,0.0485368,0.00565287,0.0117895,0.0174384,0.0683752,0.0188023,0.130022,0.00341346,0,0,0,0,0.0121787,0,0,0
66,0,0.00505536,0.00389757,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00980704,0.0134462,0.00733897,0.00745001,0,0.0109788,0,0.0285951,0.00888766,0.0606542,0.00759182,0.0184746,0,0.0140352,0,0.0196206,0,0.0263465,0.017386,0.014278,0.00570821,0.0282209,0.0156103,0.0122342,0.0130301,0.00942612,0.0186974,0.0252112,0.00707739,0.00468352,0,0,0,0.11188,0,0.0284544,0.0535219,0.0048363,0.0225967,0.0168509,0.00951592,0.0297281,0.0158586,0.025857,0.0121896,0.0150142,0.0144539,0.0484711,0.00574564,0.0120938,0.0175952,0.0681591,0.0185087,0.129881,0.0032731,0,0,0,0,0.0122802,0,0,0
67,0,0.00435199,0.0038995,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00988007,0.0135577,0.00715028,0.00755127,0,0.010143,0,0.0285141,0.00854712,0.0605713,0.00762047,0.0187003,0,0.013346,0,0.0195423,0,0.0261779,0.0174969,0.0142277,0.00556159,0.0283628,0.0155318,0.0115544,0.0130544,0.00941163,0.0190092,0.025058,0.00684865,0.00486094,0.0108028,0,0,0.111631,0,0.0287086,0.0535643,0.00396548,0.022625,0.0164021,0.00978507,0.0303513,0.0153024,0.0256318,0.0119903,0.0145683,0.0144657,0.0483078,0.00565342,0.012113,0.0172572,0.0680579,0.0186144,0.130029,0.00335015,0,0,0,0,0.0116881,0,0,0
68,0,0.00423094,0.00385762,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010157,0.0135469,0.00702058,0.00748587,0,0.00941331,0,0.0285728,0.00849565,0.060555,0.00766759,0.0189225,0,0.0131468,0,0.019616,0,0.0260999,0.0175804,0.0142491,0.00550939,0.0286074,0.0155436,0.0112961,0.0130731,0.00941189,0.0195243,0.0249152,0.00683991,0.00497435,0.0103938,0,0,0.111312,0,0.0287764,0.0537159,0.00411269,0.0225234,0.01631,0.00984403,0.0305507,0.0150229,0.0255198,0.0119037,0.0143039,0.0146753,0.048297,0.00575216,0.0124736,0.0173059,0.0678955,0.0189806,0.130181,0.00339163,0,0,0,0,0.00999863,0,0,0
69,0,0.00423212,0.00373142,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103826,0.013487,0.006841,0.00736749,0,0.00909916,0,0.0287012,0.00840979,0.0605697,0.00775957,0.0190929,0,0.0129694,0,0.0197257,0,0.025942,0.0176425,0.0142368,0.00534743,0.0289355,0.0154444,0.011036,0.0131003,0.00947737,0.0199455,0.0247966,0.00713337,0.00506934,0.0102644,0,0,0.110991,0,0.0289748,0.0538213,0.00476114,0.0223778,0.0166004,0.00972861,0.0306281,0.0148561,0.0254246,0.0118631,0.0141502,0.0151129,0.0483675,0.00602934,0.013104,0.0177313,0.0676966,0.018813,0.13011,0.00341698,0,0,0,0,0.00935602,0,0,0
70,0,0.00472207,0.0035611,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107867,0.0132679,0.00668144,0.0069306,0,0.00926503,0,0.0289534,0.00843812,0.0606767,0.0077196,0.0191771,0,0.0132194,0,0.0199336,0,0.025817,0.0176528,0.014172,0.00519597,0.0294596,0.0156697,0.0109819,0.0130636,0.00966444,0.0201664,0.0247315,0.00744469,0.005296,0,0,0,0.110634,0,0.0292738,0.0539828,0.00522831,0.0222794,0.0173431,0.00955767,0.0299442,0.0149036,0.0254645,0.0119312,0.0141569,0.0156166,0.0485918,0.00646495,0.0137563,0.0182455,0.0675832,0.0183597,0.129882,0.00337105,0,0,0,0,0.0091622,0,0,0
71,0,0.00390595,0.00352618,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109356,0.0134284,0.00653137,0.00745794,0,0.00866209,0,0.0288864,0.0078471,0.0604792,0.00799727,0.0194045,0,0.012121,0,0.0197914,0,0.0254812,0.0177624,0.0141536,0.00502689,0.0296353,0.0154047,0.00999936,0.0131394,0.00966534,0.0200483,0.0246264,0.00791106,0.00548688,0.0100305,0,0,0.110364,0,0.0296537,0.0538475,0.00583996,0.022418,0.0184084,0.0100337,0.0307681,0.0145956,0.0250636,0.0120696,0.0142357,0.0162345,0.0484613,0.0068612,0.0143013,0.0181739,0.067762,0.0179668,0.12967,0.00336489,0.00774004,0,0,0,0.00924161,0,0,0
72,0,0.00365017,0.00355862,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113109,0.0134479,0.00646351,0.00746566,0,0.00852286,0,0.02899,0.00766316,0.0603542,0.00806372,0.0197345,0,0.0114845,0,0.0197916,0,0.0252149,0.0178955,0.0142646,0.00506253,0.0299946,0.015556,0.00947925,0.0131698,0.00973097,0.0194651,0.0244987,0.00779605,0.00549895,0.0100186,0,0,0.110096,0,0.0297033,0.0539189,0.00611217,0.0223414,0.0187418,0.0100502,0.0310498,0.0148724,0.0250648,0.0119181,0.0142651,0.0160879,0.0487271,0.00678463,0.0139331,0.0178939,0.0677847,0.0180702,0.129634,0.00352055,0.00765591,0,0,0,0.00929577,0,0,0
73,0,0.00356198,0.00338642,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128769,0.0133511,0.00654642,0.00766833,0,0.00876476,0,0.0292158,0.00755866,0.0602145,0.00835835,0.020099,0,0.0112246,0,0.019748,0,0.0249984,0.017962,0.0143423,0.00498477,0.0303507,0.014397,0.00931049,0.0132572,0.0098366,0.0200987,0.024345,0.00739324,0.00503937,0.0102022,0,0,0.109805,0,0.0296244,0.0539866,0,0.0220515,0.0178042,0.0101396,0.0309627,0.015213,0.0252517,0.0114173,0.0139086,0.0154055,0.049305,0.00688538,0.0127471,0.0165836,0.0677309,0.018356,0.129626,0.00351104,0.00733431,0,0,0,0.00990729,0,0,0
