Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,LFHD,LTHII,LASI,,x76,x83
1607,0.00996607,0.00420145,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00818244,0.0108342,0.00643679,0,0,0.0119506,0.0269669,0.00620389,0.0612447,0.0149232,0.00763274,0.0170636,0.0130003,0.0124656,0.0206148,0.0169604,0.0230238,0.0135528,0.0118346,0.00193344,0.0289837,0.00716537,0.0118296,0.0133304,0.0101666,0.0146737,0.00633707,0.00839705,0.00225506,0.00766875,0,0,0.0483807,0,0.0243281,0.0501681,0.00827076,0.0157679,0.00861253,0.0114629,0.00735586,0.0649861,0.0329214,0.00948491,0,0.011118,0.0543594,0.00992262,0.011347,0.0162965,0.0272153,0.0250811,0.0174104,0.00713997,0.00739074,0,0,0,0.00862723,0.00686658,0,0,0
1608,0.00988263,0.00420055,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00826554,0.0106442,0.00636602,0,0,0.0118685,0.0272142,0.0060126,0.0612807,0.0147847,0.00754809,0.0170143,0.0134631,0.0125763,0.0206967,0.017033,0.0230043,0.0135435,0.0118541,0.00192577,0.0289429,0.00722806,0.0118035,0.0137619,0.0097213,0.0145638,0.00629447,0.00837935,0.0021427,0.00756116,0,0,0.0480212,0,0.0240911,0.0501396,0.00815698,0.0159241,0.00859959,0.0118604,0.00719622,0.0649933,0.0328185,0.00937243,0,0.0111508,0.0544195,0.00994075,0.0113639,0.0161702,0.0269405,0.0262522,0.0176678,0.00720495,0.00725144,0,0,0,0.00852386,0,0,0,0
1609,0.0100951,0.00404121,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00865578,0.0107531,0.00651212,0,0,0.0117063,0.0276907,0.00596306,0.0612848,0.0148174,0.00767473,0.0168996,0.0130572,0.0123879,0.0207511,0.0171684,0.0228749,0.0135155,0.011793,0.00180404,0.0288319,0.00713522,0.0116656,0.0139241,0.00973358,0.0145885,0.00617569,0.00834357,0.00221849,0.00778706,0,0,0.0479935,0,0.0240879,0.0500713,0.00822489,0.0157786,0.00854673,0.0113993,0.00708727,0.0650976,0.0327466,0.00927957,0,0.0111479,0.054405,0.00990364,0.0113528,0.0161462,0.0268717,0.0261151,0.0177001,0.00707695,0.00750406,0,0,0,0.00846503,0.00703686,0,0,0
1610,0.0105999,0.00420158,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00875559,0.0164603,0.00664782,0,0,0.0183675,0.0218625,0.0109881,0.0612731,0.0148913,0.00779677,0.0168427,0.0128351,0.00898537,0.0207368,0.0169188,0.0228986,0.0135177,0.011676,0.00176874,0.0287832,0.00692642,0.0140943,0,0.0151998,0.0145761,0.00612433,0.00845502,0.00232999,0.00807104,0,0,0.0480938,0,0.0241371,0.050056,0.00862777,0.0156476,0.0082685,0.0111186,0.00709723,0.0651168,0.0327734,0.00926309,0,0.0110758,0.0544133,0.00997891,0.0114316,0.0162568,0.0270101,0.0258444,0.0177132,0.00676891,0.00819751,0,0,0,0.00830822,0.00727732,0,0,0
1611,0.0104088,0.00403445,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00902543,0.0109219,0.00702185,0,0,0.0114326,0.0278103,0.0061571,0.0612286,0.015227,0.00788797,0.0167733,0.0129342,0.0120642,0.0206089,0.0164078,0.0229601,0.0134391,0.0114891,0.00173902,0.0288055,0.0066096,0.0112505,0.0146553,0.00952558,0.0145338,0.00615525,0.00849476,0.00238008,0.00796279,0,0,0.0480639,0,0.0241045,0.0500564,0.00867287,0.0156772,0.00820603,0.0112545,0.00707775,0.0652279,0.0326637,0.00911467,0,0.0109712,0.0543409,0.0099881,0.0113943,0.016195,0.0270738,0.0258557,0.0177199,0.0070542,0.00822028,0,0,0,0.00799106,0.00724062,0,0,0
1612,0.0105906,0.00387284,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00916657,0.0161271,0.007315,0,0,0.0186342,0.0206448,0.0109899,0.0612171,0.0155718,0.00802353,0.0167296,0.0127635,0.0097792,0.020638,0.0165517,0.0229459,0.0134009,0.0113624,0.00176157,0.028884,0.00642958,0.0145468,0,0.0149572,0.0144695,0.00616696,0.00856936,0.00237054,0.00806633,0,0,0.048058,0,0.0242717,0.0501347,0.00879502,0.0156394,0.00809176,0.0111159,0.0069953,0.0652384,0.032683,0.0087897,0,0.0109429,0.0543626,0.0100795,0.011397,0.0160855,0.0270812,0.0251531,0.0176364,0.00694197,0.00758636,0,0,0,0.00794403,0.00711942,0,0,0
1613,0.0104056,0.00388957,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00930574,0.0114462,0.00762542,0,0,0.0116628,0.0271792,0.00721552,0.0611625,0.0158832,0.00809516,0.0166692,0.0126266,0.0114217,0.0206835,0.0168601,0.0226107,0.0133358,0.011217,0.00179242,0.0290128,0.00610986,0.0115505,0.013907,0.0100051,0.0146329,0.00618849,0.00849786,0.00234137,0.00795521,0,0,0.0480956,0,0.0243799,0.0499902,0.00868099,0.0156385,0.00811861,0.0110206,0.00695279,0.0652884,0.0325703,0.00870158,0,0.0109286,0.0543316,0.0100699,0.0113452,0.0162018,0.0270543,0.0246707,0.0175501,0.00718872,0.00741866,0,0,0,0.00803447,0.00707194,0,0,0
1614,0.0105949,0.0038496,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009612,0.0177173,0.0081591,0,0,0.0199582,0.0226389,0.0118102,0.0612143,0.0164023,0.00822048,0.0164596,0.0125192,0.00972865,0.0209076,0.0167368,0.0222228,0.0131002,0.010889,0.0016816,0.0292284,0.00549866,0.0148144,0,0.0163528,0.0148221,0.00615455,0.00850879,0.00233257,0.00808338,0,0,0.0481001,0,0.0244716,0.0499197,0.0086682,0.0154402,0.00797482,0.0108144,0.00702046,0.0652317,0.032615,0.00882092,0,0.0109885,0.054444,0.010138,0.0113545,0.0163972,0.0271507,0.0243493,0.0174623,0.006928,0.00748206,0,0,0,0.00794379,0.00718856,0,0,0
1615,0.0106647,0.00398019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00987474,0.0187279,0.00851605,0,0,0.0204411,0.0235258,0.012332,0.0611298,0.0167805,0.00835212,0.0163734,0.0125973,0.0093157,0.0209401,0.0163416,0.0224236,0.0130113,0.0107123,0.00173824,0.0292793,0.00525169,0.0149409,0,0.0167707,0.0150187,0.00618325,0.00835958,0.00220627,0.00813112,0,0,0.0480779,0,0.0244681,0.0498902,0.00836505,0.0154031,0.00815173,0.0108346,0.0069826,0.0652886,0.0324721,0.00876659,0,0.0110016,0.054432,0.0100644,0.0112744,0.0165765,0.0271387,0.0241435,0.0173917,0.00690314,0.00780936,0,0,0,0.00756416,0.00734952,0,0,0
1616,0.0106064,0.00397807,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100883,0.0194271,0.00872958,0,0,0.0206942,0.0238274,0.0125056,0.0610645,0.0169867,0.00854093,0.016389,0.0126059,0.00962217,0.0208968,0.0165303,0.0225927,0.0130223,0.0106668,0.00177922,0.0292928,0.00509652,0.0150891,0,0.0166859,0.0148974,0.00627384,0.00817524,0.00205357,0.00811215,0,0,0.0481397,0,0.0245149,0.0498671,0.00807059,0.0154738,0.00835052,0.0107892,0.00690475,0.0653379,0.0323832,0.00867725,0,0.0109725,0.0543812,0.0100257,0.0111734,0.0164085,0.0271498,0.0239478,0.0173716,0.00698003,0.00754465,0,0,0,0.00743852,0.00744917,0,0,0
1617,0.0104571,0.00390594,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102729,0.018958,0.00895197,0,0,0.0212161,0.0236471,0.0126994,0.061046,0.0172116,0.00871064,0.0163997,0.0129309,0.0102628,0.020983,0.016864,0.0225793,0.0129365,0.0106198,0.00167499,0.0293613,0.00485588,0.0152888,0,0.016798,0.0156145,0.00616274,0.00776689,0.00206621,0.00804492,0,0,0.0479459,0,0.0242376,0.0499712,0.00683402,0.015537,0.00921891,0.0109226,0.00701477,0.0654028,0.0322261,0.00903616,0,0.0113466,0.0544421,0.00983264,0.0110228,0.0169815,0.0271272,0.0276739,0.0179911,0.00694579,0.00727489,0,0,0,0.0074805,0.00743714,0,0,0
1618,0.0103128,0.00386215,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100479,0.0190861,0.00915911,0,0,0.0212351,0.0236579,0.012774,0.0610712,0.0173735,0.00876037,0.0164075,0.013018,0.0102344,0.0210332,0.0168762,0.0225094,0.0129398,0.0105802,0.0016893,0.029303,0.00417059,0.0152855,0,0.0168799,0.0157914,0.00629663,0.00762891,0.00220158,0.00795999,0,0,0.0479928,0,0.0244154,0.05004,0.00645715,0.015548,0.00944829,0.0109079,0.00704553,0.0654615,0.032166,0.00909108,0,0.0114124,0.0543941,0.00979037,0.0109423,0.0170254,0.0271662,0.0275013,0.017969,0.00691796,0.00711765,0,0,0,0,0.00736802,0,0,0
1619,0.0103001,0.00382037,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010071,0.0196894,0.00896478,0,0,0.0212193,0.0239568,0.0128224,0.0610413,0.0171223,0.00895965,0.0162775,0.0127543,0.0100312,0.0212143,0.0170937,0.0226708,0.0130219,0.010537,0.00166508,0.0291231,0.00453765,0.0153141,0,0.0168732,0.015737,0.00641478,0.0074634,0.00202113,0.0079968,0,0,0.0481264,0,0.0250493,0.049936,0.00643503,0.0154781,0.00945043,0.0105248,0.00685966,0.0656048,0.0321495,0.00893455,0,0.0112828,0.0542265,0.00978601,0.0109254,0.016957,0.0271458,0.0230538,0.0172616,0.00695072,0.00712728,0,0,0,0.00773351,0.00757007,0,0,0
1620,0.0101286,0.00384709,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100256,0.0196077,0.00911408,0,0,0.0213712,0.0239487,0.0128787,0.0610479,0.017314,0.00917246,0.016182,0.0134921,0.0102379,0.0213796,0.0171907,0.0225307,0.0129595,0.0104082,0.00161404,0.0292299,0.00412228,0.0153767,0,0.0170205,0.0172221,0.0062624,0.0069423,0.00191293,0.0079134,0,0,0.0479441,0,0.0245651,0.0501044,0.00408958,0.0155266,0.0113671,0.0109638,0.00688107,0.0658032,0.0316803,0.0097254,0,0.0120812,0.0540917,0.00925128,0.010918,0.0181864,0.0269546,0.027538,0.0178943,0.00693772,0.00693574,0,0,0,0.00808218,0.00782415,0,0,0
1621,0.00999268,0.00393404,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00994333,0.0198329,0.0093144,0,0,0.0213856,0.0240483,0.0129195,0.0610739,0.0175002,0.00941827,0.0161396,0.0140861,0.0108485,0.0213643,0.0171456,0.0224977,0.0128919,0.0103127,0.0016863,0.029371,0.003592,0.0153873,0,0.0169948,0.0182177,0.00625562,0.00681838,0.00205177,0.00780181,0,0,0.0478251,0,0.0245117,0.0502142,0.00220515,0.0157002,0.0129527,0.0113067,0.00680839,0.0660365,0.0313115,0.0103983,0,0.0128609,0.053912,0.00895798,0.0112109,0.0188821,0.0268294,0.027542,0.0179144,0.00694835,0.0067916,0,0,0,0.00809586,0.00819276,0,0,0
1622,0.00977566,0.00396066,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00952242,0.0193422,0.00922065,0,0,0.0213153,0.0237782,0.0129311,0.0611077,0.0173744,0.00962168,0.0162781,0.0148509,0.012517,0.0211388,0.0172762,0.0226455,0.0129654,0.0103967,0.00173049,0.0293897,0.0032118,0.0152439,0,0.0170634,0.0186544,0.0062762,0.00677828,0.00257523,0.00752993,0,0,0.0477833,0,0.0244867,0.0504235,0.00115986,0.0159973,0.0140854,0.0118562,0.00686906,0.0660721,0.031148,0.0108055,0,0.013446,0.0537714,0.00888224,0.0114676,0.0191276,0.0267861,0.0272337,0.0179175,0.00696378,0.0065055,0,0,0,0.00782965,0,0,0,0
1623,0.0096328,0.00383032,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00922449,0.018969,0.0092382,0,0,0.0212223,0.0235482,0.0129578,0.0611085,0.0173644,0.00982321,0.0163167,0.0149497,0.0133325,0.0208426,0.017343,0.0227964,0.012999,0.0104711,0.00177099,0.0293532,0.00286861,0.015117,0,0.0170953,0.0198031,0.00627735,0.00690095,0.00303934,0.00740385,0,0,0.0476185,0,0.0245334,0.0505984,0.00196359,0.0160666,0.0158958,0.0116996,0.00686371,0.0661921,0.0309513,0.0115396,0,0.0145071,0.0534906,0.00880479,0.012205,0.0200995,0.0267186,0.0270382,0.0179356,0.00684117,0.00632075,0,0,0,0.00730637,0,0,0,0
1624,0.00943963,0.00365495,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00896609,0.0187254,0.00919216,0,0,0.0211691,0.0233647,0.0130255,0.0610365,0.0173333,0.0100453,0.0161399,0.0148062,0.0133153,0.0209671,0.0174111,0.0229036,0.0131373,0.0106037,0.00186584,0.0292792,0.00263021,0.01504,0,0.0170158,0.0206895,0.00629026,0.00713541,0.00343342,0.00732367,0,0,0.0474317,0,0.0246308,0.0507913,0.00395773,0.0160603,0.0174627,0.0113626,0.00688359,0.0663428,0.0308099,0.0122572,0,0.0154896,0.0530628,0.00884476,0.013002,0.0208322,0.02668,0.0271497,0.0179931,0.00665984,0.006153,0,0,0,0.00674712,0,0,0,0
1625,0.0091876,0.00357132,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00881647,0.0187433,0.00922193,0,0,0,0.0229194,0.0141583,0.0608826,0.0172907,0.0103385,0.0159429,0.0146067,0.0123248,0.0208384,0.0174511,0.0228253,0.0132883,0.0105533,0.0019568,0.029187,0.00243364,0.0160443,0,0.0176078,0.0214481,0.00635363,0.00762891,0.0036885,0.00713818,0,0,0.0473736,0,0.0247438,0.0510386,0.00635513,0.0160838,0.0190116,0.0110249,0.00685538,0.0665251,0.0306454,0.0128081,0,0.0165664,0.0524198,0.00900823,0.0139772,0.0213847,0.0265392,0.0274626,0.018082,0.00664593,0.00600744,0,0,0,0.00663505,0,0,0,0
1626,0.00922596,0.00335511,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00861523,0.0190673,0.00947937,0,0,0.0212086,0.0235062,0.0129675,0.0607726,0.0173979,0.0106908,0.0159561,0.0141124,0.0128121,0.0209604,0.017229,0.0228626,0.0132793,0.0104008,0.00197285,0.0291627,0.0021155,0.0151384,0,0.0171414,0.0220467,0.00629535,0.00836942,0.00409455,0.00723473,0,0,0.0474517,0,0.0248989,0.05138,0.00895199,0.0161063,0.0205369,0.0103835,0.00698063,0.0665921,0.0305661,0.0132653,0,0.017701,0.0516913,0.00937191,0.0150864,0.0216864,0.026594,0.0277686,0.0182245,0.00621877,0.0059196,0,0,0,0.00685408,0,0,0,0
1627,0.00912948,0.00305335,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00830729,0.0189694,0.0098469,0,0,0.0211507,0.02338,0.012983,0.0606282,0.0176272,0.0110071,0.0159308,0.0136042,0.0120709,0.0212696,0.0168469,0.0226849,0.0131708,0.0101888,0.00188247,0.0291968,0.00152911,0.0151341,0,0.0172085,0.0224509,0.0062964,0.0093225,0.00454731,0.00722853,0,0,0.0473762,0,0.0249421,0.0514898,0.0116103,0.0160239,0.0218799,0.00974585,0.00701512,0.0666097,0.0305191,0.0136651,0,0.0188104,0.0508239,0.0100367,0.0162203,0.0217927,0.0264857,0.0279277,0.018303,0.00595805,0.0058198,0,0,0,0.00692982,0,0,0,0
1628,0.00892393,0.0028645,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0079736,0.018982,0.0102987,0,0,0,0.0228733,0.0138612,0.0606263,0.0181103,0.0109509,0.0157699,0.0134519,0.0121045,0.0212392,0.0171418,0.0223577,0.0131248,0.0101433,0.00187106,0.0293069,0.00176911,0.0158392,0,0.0176049,0.0225034,0.00641677,0.0104995,0.00515824,0.00688222,0,0,0.0471725,0,0.0249632,0.0515844,0.0143709,0.0159714,0.0229555,0.00961824,0.00704681,0.0665055,0.0305137,0.0137265,0,0.0199906,0.0498618,0.0109835,0.0174177,0.0215472,0.0262774,0.0280408,0.0183265,0.00584911,0.00556626,0,0,0,0,0,0,0,0
1629,0.00921431,0.00265179,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00913171,0.019199,0.011434,0,0,0.0211613,0.0233768,0.0129653,0.0605227,0.0196756,0.0112749,0.0150646,0.0126427,0.0130727,0.0211967,0.017179,0.0229159,0.0125722,0.00944114,0.00180303,0.0295299,0.00613718,0.0152399,0,0.0171041,0.0223598,0.00640697,0.0117049,0.00544411,0.00705384,0,0,0.0470639,0,0.0250651,0.051664,0.0169817,0.015982,0.0235101,0.0087696,0.00713955,0.0663598,0.030704,0.0134897,0,0.0210462,0.0488245,0.0120626,0.0185475,0.0211423,0.0262669,0.028014,0.0184213,0.00544181,0.00564717,0,0,0,0.00740782,0,0,0,0
1630,0.00868998,0.00175628,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00654019,0.0195565,0.010116,0,0,0.0208033,0.02296,0.0127419,0.0621842,0.0150904,0.0116198,0.0065467,0.00930902,0.0130132,0.0226974,0.017141,0,0.00875859,0.00344882,0.00835421,0.0322301,0.0040635,0.0152116,0,0.0169191,0.0209062,0.00710082,0.0121767,0.00519658,0.00611123,0,0,0.0467315,0,0.0260003,0.0498427,0.0190028,0.015705,0.0232013,0.00663573,0.007058,0.066508,0.0316749,0.013375,0,0.0214248,0.0477628,0.012766,0.0189933,0.0192781,0.0261083,0.0224457,0.0174427,0.00469293,0.0048548,0,0,0,0.0162194,0,0,0,0
1631,0.0093876,0.00220853,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00931102,0.0193482,0.0117639,0,0,0.0210521,0.023191,0.0128808,0.0602542,0.020021,0.0112506,0.0153497,0.0106991,0.0134702,0.021418,0.0177029,0.0232837,0.0128116,0.00935864,0.00192272,0.0294683,0.00656524,0.0152823,0,0.0170349,0.0217285,0.00662577,0.0140415,0.00552012,0.00695468,0,0,0.0469974,0,0.0258855,0.0511426,0.0219266,0.0153242,0.023782,0.00604637,0.0070928,0.0656558,0.0314541,0.0129104,0,0.0231278,0.0463658,0.0145487,0.0209199,0.0198668,0.0262242,0.0225307,0.017634,0.00524575,0.00564338,0,0,0,0.00704609,0.00883457,0,0,0
1632,0.00924218,0.00187574,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085056,0.0192181,0.0109136,0,0,0,0.0225942,0.0136466,0.059973,0.0187757,0.0112615,0.0160261,0.0100859,0.0126492,0.0214931,0.0179193,0.0233104,0.0135506,0.0103354,0.00228393,0.0290943,0.00378725,0.0158013,0,0.0174234,0.0219217,0.00674022,0.0159635,0.00596779,0.00671848,0,0,0.0468419,0,0.0258873,0.0508732,0.0249238,0.0152047,0.0242809,0.00538086,0.00724731,0.0650037,0.0319948,0.0125928,0,0.0248773,0.0449391,0.0163579,0.0228649,0.0194463,0.0261387,0.0225091,0.0175901,0.0053175,0.00551094,0,0,0,0,0.00871219,0,0,0
1633,0.00921639,0.00141163,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00913749,0.0186172,0.0111703,0,0,0.0214388,0.0226545,0.0136685,0.0598347,0.0189439,0.0114915,0.0158788,0.00973488,0.0123634,0.0215974,0.017953,0.0237347,0.0135035,0.0102095,0.00206652,0.029107,0.00367563,0.0158924,0,0.017069,0.0219814,0.00655711,0.0181243,0.00681758,0.00700614,0,0,0.0466224,0,0.0250372,0.0505341,0.0278265,0.0153738,0.0249277,0.00532617,0.0075641,0.0641012,0.0326595,0.0123347,0,0.0268397,0.0435263,0.0183627,0.0250034,0.0187359,0.0261528,0.0317068,0.0189016,0.00503374,0.00563503,0,0,0,0.00735297,0.00892432,0,0,0
1634,0.00948937,0.00152922,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00940309,0.0192727,0.0113446,0,0,0.0211836,0.0231299,0.0129928,0.0597967,0.0189969,0.0114711,0.0160613,0.00994356,0.0136591,0.0217054,0.0180254,0.0236399,0.0136363,0.0103822,0.00211942,0.0292521,0.00409137,0.0153835,0,0.0171139,0.0216568,0.00663963,0.0203844,0.00784175,0.0067487,0,0,0.0470319,0,0.0262492,0.0502704,0.0307088,0.0156308,0.0254197,0.00559255,0.00765123,0.063077,0.0333938,0.0119242,0,0.0287866,0.0421225,0.0203743,0.0271675,0.0176159,0.0263537,0.0229493,0.0177875,0.00507938,0.00532804,0,0,0,0.00753758,0.00939517,0,0,0
1635,0.00951935,0.0012537,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00988433,0.0192357,0.0118663,0,0,0.0212785,0.0231798,0.0130633,0.0598833,0.0195028,0.0114168,0.0160239,0.0098595,0.0139784,0.021821,0.0181553,0.02329,0.0134661,0.0102677,0.00200395,0.0295263,0.00440658,0.0153903,0,0.0171226,0.0212435,0.00662252,0.0226376,0.00870118,0.00672335,0,0,0.0469717,0,0.0263345,0.0500107,0.03337,0.0159198,0.0255656,0.00638286,0.00786786,0.0620771,0.0342409,0.0116303,0,0.0304833,0.0407517,0.0221742,0.0291253,0.0162981,0.0263143,0.022812,0.0178043,0.00497855,0.00520259,0,0,0,0.00742286,0.00970866,0,0,0
1636,0.00954896,0.0012729,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102237,0.0191661,0.0121435,0,0,0.02132,0.0232399,0.0130808,0.0598485,0.0197568,0.0117598,0.0159043,0.00958255,0.0139093,0.021913,0.0182269,0.0229118,0.0133252,0.0100208,0.00191937,0.0296568,0.00465821,0.0153669,0,0.0173269,0.0212273,0.00659312,0.0248675,0.0093522,0.00673975,0,0,0.0469919,0,0.0264249,0.0501717,0.0360738,0.0162525,0.0254193,0.00696024,0.00808246,0.0611142,0.0350882,0.0115108,0,0.0320839,0.0393516,0.0239278,0.0309837,0.0150603,0.026323,0.0226191,0.0178027,0.00486038,0.00513613,0,0,0,0.00697753,0,0,0,0
1637,0.00965622,0.00176437,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103127,0.0191252,0.0123531,0,0,0.0213408,0.0232895,0.0130527,0.0597268,0.0199854,0.0116249,0.0158504,0.00810393,0.0138993,0.0219028,0.0181757,0.0232217,0.0133442,0.00993451,0.00195853,0.0296569,0.00451804,0.0153042,0,0.0174208,0.0215124,0.00656222,0.0269643,0.00923959,0.00692827,0,0,0.0469825,0,0.0265313,0.0502423,0.038803,0.0160438,0.0249387,0.00596886,0.00829409,0.0604286,0.0359366,0.0118537,0,0.0335546,0.0378609,0.0256672,0.0327521,0.0143345,0.0264055,0.0224566,0.0178236,0.00484277,0.00528246,0,0,0,0.00717373,0.0093718,0,0,0
1638,0.00954558,0.0016875,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102075,0.0191311,0.0122401,0,0,0.0213592,0.023416,0.0130154,0.0596478,0.0198125,0.0116397,0.0157535,0.00789584,0.0137376,0.0219334,0.0178518,0.0233938,0.0134044,0.00987604,0.00196411,0.0295569,0.00477428,0.0151888,0,0.0174288,0.0216315,0.00653079,0.028761,0.00970317,0.00675999,0,0,0.0468619,0,0.0266005,0.0504726,0.0414056,0.0162995,0.02411,0.0061585,0.00847842,0.0594752,0.0368729,0.0121131,0,0.0347615,0.0364218,0.027219,0.0342289,0.0138279,0.026403,0.0224227,0.0178715,0.00460371,0.00513317,0,0,0,0.00717015,0,0,0,0
1639,0.00965974,0.00164103,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105204,0.0191424,0.0124733,0,0,0.0212597,0.023426,0.0128892,0.0597916,0.0199716,0.0112708,0.0155941,0.00644478,0.0136241,0.0220367,0.0175225,0.0231659,0.0131671,0.00949014,0.00170816,0.0295427,0.0046704,0.01502,0,0.0173271,0.0215278,0.00650129,0.0299443,0.00936935,0.0067768,0,0,0.046451,0,0.0260161,0.0504943,0.0434801,0.0159928,0.0232332,0.00517676,0.00871839,0.0586549,0.0379262,0.0125228,0,0.0355098,0.0350344,0.0283924,0.0352281,0.0138067,0.0262098,0.0271579,0.0185903,0.00458922,0.00525925,0,0,0,0.0068591,0.00928888,0,0,0
1640,0.00978629,0.00165387,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100956,0.0189715,0.0121698,0,0,0.0212529,0.0233461,0.0128087,0.0598446,0.0196197,0.0109891,0.0156837,0.00545077,0.0134268,0.0220078,0.0178793,0.0234941,0.0133605,0.00973889,0.00194324,0.0292786,0.00550324,0.014887,0,0.017174,0.0204603,0.0065418,0.0311498,0.00915616,0.00663471,0,0,0.0471049,0,0.0268357,0.0510568,0.045755,0.0160123,0.0230337,0.00486911,0.0088768,0.0577664,0.0387809,0.0130337,0,0.0364399,0.0338255,0.0297361,0.0363294,0.0144319,0.0265299,0.022372,0.0180351,0.0045534,0.0053107,0,0,0,0,0.0095472,0,0,0
1641,0.00976187,0.00164087,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00928658,0.0185814,0.0111792,0,0,0.0211145,0.0232796,0.0127075,0.0596277,0.0184464,0.0105308,0.0156017,0.00499526,0.0132367,0.0218475,0.0176592,0.0241652,0.0136931,0.0102001,0.0023599,0.0288086,0.00611431,0.0146075,0,0.0172903,0.0198887,0.00651778,0.0313075,0.00868684,0.00642346,0,0,0.0469516,0,0.0263665,0.051897,0.0456308,0.0155052,0.0222668,0.00533555,0.00935379,0.0569657,0.0395421,0.0136428,0,0.0364862,0.033085,0.0304178,0.0363964,0.0144965,0.0264914,0.0264575,0.01861,0.00424576,0.00534716,0,0,0,0.00733465,0.012797,0,0,0
1642,0.00976943,0.00170243,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00907815,0.0185106,0.0103465,0,0,0.021133,0.0233599,0.0126612,0.0594663,0.0172754,0.0101112,0.0155177,0.00520244,0.01304,0.0216431,0.0170053,0.0248097,0.0142126,0.0110672,0.00323535,0.028131,0.00836251,0.0144775,0,0.0173927,0.019145,0.00665126,0.0318544,0.00844197,0.0061357,0,0,0.0470638,0,0.026608,0.0527696,0.0460108,0.0156925,0.0222089,0.00630989,0.00973648,0.0563202,0.0399805,0.0140151,0,0.0370403,0.0324528,0.0313489,0.0369826,0.0148395,0.0266918,0.0265413,0.0185666,0.0040947,0.00537106,0,0,0,0.00805783,0,0,0,0
1643,0.00951252,0.0023119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102444,0.0180336,0.00824194,0,0,0.0215405,0.0240846,0.013074,0.0576021,0.0135576,0.00770201,0.0151944,0.00733595,0.0122335,0,0.0163018,0.0249219,0.0155961,0.0128195,0.00541712,0.0269692,0.0125132,0.0143222,0,0.0178194,0.0183287,0.00715193,0.0306767,0.0076275,0.0053482,0,0,0.047444,0,0.0276264,0.0546996,0.0438735,0.0153846,0.0212746,0.00959253,0.010825,0.0568766,0.0402047,0.0139146,0,0.0360303,0.0321178,0.0310225,0.0358025,0.0142288,0.0274932,0.0226786,0.0179079,0.00370106,0.00608548,0,0,0,0.00710925,0.0633121,0,0,0
