Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,,x79
36,0.0289911,0,0,0,0,0.0336776,0,0,0,0,0,0,0.0105657,0.0187929,0.0142192,0.0125299,0,0,0.0355607,0,0.034423,0.0220527,0.0424712,0.0148972,0.0054668,0.00731423,0.0241363,0.0509025,0.0114546,0.0116727,0.0108958,0.0138597,0.0149661,0.0131658,0.033787,0.0189729,0.0413079,0.00960911,0.00885674,0.00911593,0.0282088,0.0136149,0.0421085,0.0287731,0,0,0.0219976,0,0.0354507,0.014909,0.0436669,0.0152951,0.0475616,0.0173153,0.0290599,0.0423499,0.00403371,0.01215,0.00646357,0.0122672,0.0149405,0.0414323,0.0108028,0.0135813,0.017232,0.0223416,0.0276536,0.00407753,0.0285556,0.0196813,0,0,0,0,0,0
37,0.0290448,0,0,0,0,0.0336939,0,0,0,0,0,0,0.0105295,0.0187724,0.0142651,0.0125205,0,0,0.0357327,0,0.0343767,0.022196,0.0424774,0.014908,0.00540273,0.00732337,0.0240532,0.051103,0.011468,0.0116191,0.0108882,0.0138961,0.0149878,0.0132045,0.033822,0.0189436,0.0414457,0.00962939,0.00886615,0.00932312,0.0281774,0.0134538,0.0420887,0.0287228,0,0,0.0218699,0,0.0354524,0.0149027,0.0437134,0.0151876,0.0475083,0.0173708,0.0289736,0.0424571,0.00411853,0.0120716,0.00644196,0.0122862,0.0149252,0.0415612,0.0106859,0.0135101,0.0174405,0.0223947,0.0276439,0.00420175,0.0285445,0.0196953,0,0,0,0,0,0
38,0.0291066,0,0,0,0,0.0337231,0,0,0,0,0,0,0.0105484,0.0188006,0.0143067,0.0124984,0,0,0.0358751,0,0.0343672,0.0222998,0.0424884,0.0149155,0.00535618,0.00733167,0.0240104,0.0513188,0.0114584,0.0115756,0.0108707,0.0139102,0.0150205,0.0132326,0.0338357,0.0189732,0.0414958,0.00964411,0.00880754,0.00940995,0.0281568,0.0134484,0.0420827,0.028713,0,0,0.0217572,0,0.0354594,0.0148912,0.0437681,0.0152503,0.0474313,0.017443,0.0289246,0.0425573,0.00427214,0.0120399,0.00644964,0.0123446,0.0149804,0.0416913,0.0106759,0.0135735,0.0175591,0.0224358,0.0276252,0.004265,0.0284971,0.0197103,0,0,0,0,0,0
39,0.0292395,0,0,0,0,0.0338115,0,0,0,0,0,0,0.0106561,0.0188053,0.0142998,0.0124691,0,0,0.0360032,0,0.0343644,0.0223719,0.0425458,0.0148933,0.00530478,0.00731473,0.0239677,0.0515245,0.0114393,0.0116195,0.0108605,0.0139252,0.0150472,0.0132423,0.0338343,0.0191057,0.0416252,0.00967981,0.0088162,0.00933671,0.0281049,0.0135779,0.0420658,0.0287228,0,0,0.021745,0,0.0353963,0.0148785,0.0438294,0.0154081,0.047339,0.0174672,0.0288686,0.0426586,0.00416512,0.0120322,0.00645948,0.0123512,0.0150626,0.0416786,0.010745,0.0136768,0.0175691,0.0226319,0.0275591,0.00425628,0.0284709,0.0197692,0,0,0,0,0,0
40,0.0292982,0,0,0,0,0.0338387,0,0,0,0,0,0,0.0108581,0.0188075,0.014335,0.0123613,0,0,0.0360641,0,0.0343023,0.0223723,0.0426904,0.0148695,0.00525925,0.00728496,0.0239301,0.0516893,0.0114127,0.0116122,0.0108791,0.0139862,0.015081,0.0132442,0.0338396,0.019338,0.0417707,0.00972576,0.00880691,0.00922738,0.0280728,0.0137658,0.0420174,0.0286912,0,0,0.0216862,0,0.0353335,0.0148752,0.0438881,0.015603,0.0472347,0.0174486,0.0288264,0.0426804,0.00406218,0.0120681,0.00642128,0.01231,0.015107,0.04151,0.0108293,0.0137999,0.0175289,0.0227345,0.027498,0.00426643,0.0284114,0.0197905,0,0,0,0,0,0
41,0.0293352,0,0,0,0,0.0338321,0,0,0,0,0,0,0.0110119,0.0188338,0.0143511,0.0122258,0,0,0.0361523,0,0.0342618,0.0223462,0.0427984,0.014847,0.00520715,0.00726232,0.0238885,0.0518221,0.0113761,0.0115809,0.010893,0.014016,0.0151166,0.0132409,0.0338231,0.0195496,0.041896,0.00978344,0.00881852,0.00922603,0.0280762,0.0137841,0.042009,0.0286758,0,0,0.0216552,0,0.0353153,0.0148837,0.0438821,0.0156566,0.0471818,0.0174561,0.0287848,0.0427196,0.00403217,0.0121079,0.00639414,0.0123144,0.0151106,0.0415093,0.0108702,0.013864,0.0175744,0.0227317,0.0274373,0.00427419,0.0283516,0.01981,0,0,0,0,0,0
42,0.0293758,0,0,0,0,0.033832,0,0,0,0,0,0,0.0111407,0.0189162,0.0143434,0.0121383,0,0,0.0362559,0,0.0342721,0.0223338,0.0428236,0.0147977,0.00514115,0.00725273,0.0238346,0.0519093,0.0113353,0.0115428,0.0108843,0.0139839,0.0151294,0.0132254,0.0337905,0.0196707,0.0419421,0.00979036,0.00881677,0.00937737,0.0281372,0.0136706,0.0420602,0.0286889,0,0,0.0216429,0,0.0353671,0.0149206,0.0438407,0.0155931,0.0471744,0.0174787,0.0287481,0.0427766,0.00401854,0.0121241,0.00639876,0.0122953,0.0151091,0.0416526,0.0108036,0.0138377,0.0177323,0.0227802,0.0274949,0.0043002,0.0283129,0.0198373,0,0,0,0,0,0
43,0.0294132,0,0,0,0,0.033844,0,0,0,0,0,0,0.0112364,0.0189227,0.0143476,0.0121211,0,0,0.0363137,0,0.034236,0.0222645,0.0428082,0.0147683,0.00508026,0.00723567,0.0238111,0.0520178,0.0113306,0.0115541,0.0108868,0.0139432,0.0151084,0.0132186,0.0337578,0.0197475,0.041945,0.00981026,0.00882325,0.00948377,0.0282357,0.0136103,0.0422115,0.0286921,0,0,0.021666,0,0.0354509,0.0150189,0.0438058,0.0155794,0.0471364,0.0175032,0.028698,0.0428395,0.0040046,0.0121417,0.00640485,0.0122153,0.0150827,0.0416785,0.0107584,0.0138028,0.0178667,0.0228832,0.0276281,0.00433382,0.0282887,0.0198405,0,0,0,0,0,0
44,0.0293804,0,0,0,0,0.0338187,0,0,0,0,0,0,0.0112711,0.0189297,0.014344,0.0120684,0,0,0.0362874,0,0.0342165,0.0222101,0.0428024,0.0147462,0.00500937,0.00721631,0.023776,0.0520707,0.0113399,0.0115624,0.0108751,0.0139417,0.0150958,0.0132093,0.0337255,0.019806,0.0419499,0.00986819,0.00881885,0.00944516,0.0282163,0.0136638,0.0425627,0.0286569,0,0,0.0217113,0,0.0353943,0.0150992,0.0437837,0.0156873,0.0470338,0.0175164,0.0286234,0.04291,0.00400126,0.0121929,0.006407,0.0121722,0.0150895,0.0415932,0.0107976,0.0138697,0.0178846,0.0230334,0.027723,0.00426254,0.028242,0.0197879,0,0,0,0,0,0
45,0.0293446,0,0,0,0,0.0338232,0,0,0,0,0,0,0.0112669,0.0189636,0.0143403,0.0119752,0,0,0.0362603,0,0.0342021,0.0222158,0.0427886,0.0146994,0.00493199,0.00720359,0.0237152,0.0521194,0.011336,0.0114936,0.0108564,0.0139341,0.0150937,0.0132045,0.0337063,0.019822,0.0419679,0.00995827,0.008826,0.00934318,0.0280574,0.0137797,0.0426994,0.0285865,0,0,0.0218197,0,0.0351856,0.0151409,0.0437487,0.0158587,0.0469424,0.0175364,0.0285561,0.0429888,0.00396005,0.0122357,0.00639271,0.012134,0.0151574,0.0415191,0.0108578,0.0139906,0.0178485,0.0232476,0.0277822,0.00405656,0.0282281,0.0197393,0,0,0,0,0,0
46,0.0292814,0,0,0,0,0.0337851,0,0,0,0,0,0,0.0112978,0.018971,0.0143559,0.0118597,0,0,0.0362295,0,0.0342006,0.0222445,0.0428011,0.0146451,0.00489129,0.00718739,0.0236576,0.0521568,0.0112972,0.0114045,0.0108474,0.0139281,0.0151103,0.0131905,0.0337117,0.0198502,0.0419658,0.010011,0.00878685,0.00937148,0.0279787,0.0137695,0.0426669,0.0284114,0,0,0.0218966,0,0.0350766,0.0151946,0.0437392,0.0158995,0.0468877,0.0176332,0.0284864,0.043037,0.00391295,0.0122115,0.00639916,0.0121331,0.0152317,0.0416508,0.0108646,0.0140412,0.0179009,0.0233715,0.0279349,0.0039466,0.0281926,0.0196784,0,0,0,0,0,0
47,0.0292479,0,0,0,0,0.0338004,0,0,0,0,0,0,0.0113786,0.018945,0.0143808,0.0118365,0,0,0.0362173,0,0.0342688,0.0223261,0.0428284,0.0146178,0.00485789,0.00717809,0.0236062,0.0522631,0.0112376,0.0114029,0.0108437,0.0139231,0.0151385,0.0131773,0.0337265,0.0199134,0.0419656,0.0101336,0.00872601,0.00946504,0.0279488,0.0137356,0.0425168,0.0283552,0,0,0.0219627,0,0.0350077,0.0153005,0.0437553,0.0159241,0.0468198,0.017741,0.0284344,0.0431404,0.0039839,0.0121685,0.00641125,0.012126,0.0152724,0.0416681,0.0108399,0.0140683,0.0180074,0.0235257,0.0281353,0.00390792,0.0281983,0.0196386,0,0,0,0,0,0
48,0.0291884,0,0,0,0,0.0337855,0,0,0,0,0,0,0.0114022,0.0189552,0.0144069,0.0118664,0,0,0.0361725,0,0.0342827,0.0223144,0.0428477,0.014626,0.0048117,0.00718735,0.0235605,0.0523672,0.011218,0.0113367,0.0108589,0.0139251,0.0151393,0.0132026,0.0337365,0.0199736,0.0419286,0.0101686,0.00865038,0.00955491,0.0279516,0.0137071,0.0422252,0.0284102,0,0,0.0219794,0,0.0349577,0.0153876,0.0437917,0.0159492,0.0467543,0.01777,0.0283948,0.0431866,0.00417302,0.0121461,0.00638252,0.0121538,0.0152912,0.041475,0.0108167,0.0140956,0.018183,0.0236182,0.028315,0.00388153,0.0281871,0.0195562,0,0,0,0,0,0
49,0.0291689,0,0,0,0,0.0337445,0,0,0,0,0,0,0.0113949,0.0189691,0.0144172,0.0118333,0,0,0.0361712,0,0.0342968,0.0222269,0.0428491,0.0146351,0.00476304,0.0071864,0.0235397,0.0524756,0.0112418,0.0113145,0.0108764,0.013948,0.015145,0.0132142,0.03372,0.0200263,0.0419471,0.0101994,0.00860938,0.00954331,0.0280118,0.0137611,0.0421073,0.0286363,0,0,0.0219681,0,0.0349695,0.015478,0.0438152,0.0160395,0.0466999,0.0177806,0.0283651,0.0432415,0.00415912,0.012182,0.00634078,0.0121643,0.0153359,0.0414795,0.0108463,0.0141673,0.0182206,0.0236702,0.0284708,0.00385103,0.0281525,0.01949,0,0,0,0,0,0
50,0.0291452,0,0,0,0,0.033672,0,0,0,0,0,0,0.0114844,0.0190288,0.0144149,0.0117991,0,0,0.036251,0,0.0342711,0.0221825,0.0428476,0.0145794,0.00474209,0.00716669,0.0235207,0.052595,0.0112537,0.0113883,0.0108901,0.0139514,0.0151578,0.0131851,0.0336858,0.0201107,0.0420169,0.0101247,0.00863247,0.0094684,0.0280637,0.0138304,0.0420945,0.0287108,0,0,0.0218907,0,0.0349999,0.0155376,0.043825,0.016125,0.0466767,0.0178468,0.0283322,0.0432831,0.00414666,0.0122187,0.00630874,0.0121904,0.0153751,0.04171,0.0108896,0.0142515,0.0181258,0.0236714,0.0285632,0.00382535,0.028094,0.0194453,0,0,0,0,0,0
51,0.0291321,0,0,0,0,0.0336378,0,0,0,0,0,0,0.0116124,0.01905,0.0144419,0.0117807,0,0,0.0363256,0,0.0342545,0.0222006,0.0428278,0.0145417,0.00472861,0.00716621,0.0234852,0.0527356,0.0112699,0.0113812,0.010907,0.013945,0.0151906,0.0131866,0.0336843,0.0202504,0.0421107,0.0100795,0.00862868,0.00947476,0.0280714,0.0138408,0.0421154,0.0286991,0,0,0.0218707,0,0.0349872,0.0155478,0.0438075,0.0161489,0.0466433,0.0178442,0.0282909,0.043306,0.00400399,0.0121972,0.00631018,0.0121979,0.0153508,0.041725,0.0108721,0.0142458,0.0181248,0.0236315,0.0286655,0.00380973,0.0280708,0.0194081,0,0,0,0,0,0
52,0.0290544,0,0,0,0,0.033588,0,0,0,0,0,0,0.0117074,0.0190338,0.0144842,0.0118096,0,0,0.0363119,0,0.0342507,0.0222085,0.0428309,0.014562,0.00471461,0.00717237,0.0234559,0.0528553,0.0112748,0.0113084,0.0109279,0.0139349,0.0152193,0.0131968,0.0336885,0.0203717,0.0421434,0.0100808,0.00859765,0.00952031,0.0280408,0.013799,0.042125,0.0286343,0,0,0.0218408,0,0.0349611,0.0155758,0.043825,0.016119,0.046602,0.0178138,0.0282604,0.0432867,0.00395333,0.01216,0.00630776,0.0121881,0.0153601,0.0415329,0.0108613,0.0142037,0.0182662,0.0235993,0.02881,0.00384784,0.0280293,0.0193251,0,0,0,0,0,0
53,0.02898,0,0,0,0,0.0335576,0,0,0,0,0,0,0.0118261,0.0190343,0.0144858,0.0118856,0,0,0.0363283,0,0.0342558,0.0222082,0.0428717,0.0145623,0.00472907,0.00715381,0.0234432,0.0529243,0.0112737,0.011283,0.0109416,0.0139103,0.01522,0.0131899,0.0336693,0.0204837,0.0421431,0.0100852,0.00855284,0.00955651,0.0280092,0.0137925,0.0421443,0.0285694,0,0,0.0218561,0,0.0349417,0.0156572,0.0438323,0.0161656,0.0465896,0.0178214,0.0282675,0.0432933,0.00397147,0.0121438,0.00631657,0.0121965,0.0153903,0.0414844,0.0108485,0.0142205,0.0183566,0.0236331,0.0290114,0.00385276,0.0280038,0.0192443,0,0,0,0,0,0
54,0.0289523,0,0,0,0,0.0335137,0,0,0,0,0,0,0.011954,0.019035,0.0144728,0.0119378,0,0,0.036336,0,0.0342578,0.0222121,0.0428886,0.0145449,0.00475763,0.00714207,0.0234107,0.0529658,0.0112429,0.0112997,0.0109589,0.0138967,0.0152192,0.0131852,0.0336446,0.0206248,0.0421094,0.0100933,0.00851668,0.00958234,0.0279806,0.0137993,0.0421301,0.028532,0,0,0.021831,0,0.0349483,0.0157637,0.0438202,0.0161997,0.0466236,0.0178525,0.0282424,0.0433187,0.00395795,0.0121244,0.00632601,0.0121964,0.0154103,0.0415067,0.0108611,0.0142605,0.0184021,0.0237561,0.0292111,0.00380074,0.0279584,0.019208,0,0,0,0,0,0
55,0.0289852,0,0,0,0,0.0335922,0,0,0,0,0,0,0.0120916,0.0190337,0.0144576,0.0119211,0,0,0.0364221,0,0.0342637,0.022234,0.0429054,0.0145324,0.00475896,0.00712695,0.0233587,0.0532272,0.0112269,0.0113605,0.0109636,0.0138912,0.0152517,0.0131615,0.0336238,0.0207812,0.04222,0.0101001,0.00849977,0.00962805,0.0279885,0.0138171,0.0420798,0.0285232,0,0,0.0218522,0,0.0349419,0.015867,0.0437986,0.0162213,0.0466623,0.0178488,0.0281905,0.0434146,0.00393587,0.0121221,0.00633201,0.0121924,0.0154112,0.041544,0.0108822,0.014266,0.0184868,0.0239999,0.0294146,0.00376206,0.0280155,0.0191945,0,0,0,0,0,0
56,0.028951,0,0,0,0,0.0336092,0,0,0,0,0,0,0.0122278,0.019025,0.0144595,0.0119257,0,0,0.0365,0,0.0342794,0.0222396,0.0428951,0.0145259,0.00476829,0.00711356,0.023347,0.0534245,0.0112257,0.0113935,0.010966,0.0138989,0.015295,0.0131433,0.0336136,0.020889,0.0422855,0.0101045,0.00847684,0.00962876,0.0279826,0.01384,0.0420341,0.0284628,0,0,0.0218251,0,0.0349176,0.0159387,0.043774,0.0162578,0.0466588,0.0178781,0.0281637,0.0434619,0.00403419,0.0121625,0.00636078,0.0121754,0.01544,0.0416675,0.0108934,0.0142932,0.0185752,0.0240805,0.0295878,0.0037758,0.0280282,0.0191257,0,0,0,0,0,0
57,0.0289333,0,0,0,0,0.0335999,0,0,0,0,0,0,0.012292,0.0189907,0.0144831,0.0119311,0,0,0.0365685,0,0.0343504,0.0222559,0.0428683,0.0145249,0.00480835,0.00709443,0.0233491,0.0535572,0.011257,0.0113932,0.0109663,0.0139162,0.0153271,0.0131515,0.0336,0.0209562,0.0423404,0.0101495,0.00845674,0.00958943,0.0279746,0.0139109,0.0420476,0.0284281,0,0,0.0218408,0,0.0349081,0.0160141,0.0437501,0.0163528,0.0466577,0.017966,0.0281684,0.0435186,0.00425602,0.0122298,0.00639862,0.0121727,0.0155315,0.0417703,0.0109267,0.0144184,0.0185692,0.0240494,0.0297843,0.0038113,0.0280324,0.0190877,0,0,0,0,0,0
58,0.028907,0,0,0,0,0.033537,0,0,0,0,0,0,0.0123508,0.0189012,0.0145127,0.0118991,0,0,0.0365361,0,0.0344567,0.0222069,0.0428756,0.0145359,0.00483435,0.00708304,0.023356,0.0537549,0.0112422,0.0113533,0.0109891,0.0139521,0.0153416,0.0131599,0.0335913,0.0210819,0.042318,0.010245,0.00841451,0.00961781,0.0279931,0.0140704,0.0420665,0.0283974,0,0,0.0218965,0,0.034915,0.0160767,0.0437557,0.01654,0.0466272,0.0179387,0.0281452,0.0435663,0.00435083,0.012298,0.00637779,0.0121154,0.0155346,0.0416296,0.010955,0.0144849,0.0185131,0.0240673,0.0299398,0.0038485,0.0280092,0.0190578,0,0,0,0,0,0
59,0.0288558,0,0,0,0,0.0334926,0,0,0,0,0,0,0.0123944,0.0188471,0.0145476,0.011913,0,0,0.0365298,0,0.0344924,0.0221667,0.0429029,0.0145448,0.00486542,0.0070922,0.023365,0.053962,0.0112348,0.0112716,0.0110056,0.013931,0.0153344,0.013155,0.0335885,0.0211911,0.0423358,0.0102417,0.00837358,0.00963615,0.0280035,0.0141378,0.0420622,0.0283266,0,0,0.0219351,0,0.0349172,0.0160953,0.0437507,0.0166322,0.0466356,0.0179049,0.0281371,0.0435703,0.00436468,0.0123244,0.00636449,0.0121073,0.0155439,0.0415654,0.0109827,0.0145158,0.0185343,0.0241246,0.0300274,0.00383112,0.0280062,0.0190017,0,0,0,0,0,0
60,0.0287509,0,0,0,0,0.0334262,0,0,0,0,0,0,0.0124811,0.0188728,0.0145809,0.011975,0,0,0.0365278,0,0.0344932,0.0221166,0.0429383,0.0145766,0.00487681,0.0071012,0.0233841,0.0539862,0.0112357,0.0111834,0.0110043,0.013908,0.015331,0.0131507,0.0335735,0.021248,0.0423239,0.0102192,0.00836802,0.0096252,0.0280313,0.0140918,0.0420485,0.0282016,0,0,0.021847,0,0.0349284,0.0160882,0.0437572,0.01662,0.0466327,0.0179388,0.0282427,0.0435122,0.00431413,0.0123063,0.00639247,0.0121155,0.0155946,0.0416569,0.0109917,0.014544,0.0185568,0.0240164,0.0300496,0.00380379,0.0279906,0.0188848,0,0,0,0,0,0
61,0.028662,0,0,0,0,0.0333613,0,0,0,0,0,0,0.0125323,0.0189367,0.0145642,0.0120318,0,0,0.0365675,0,0.034459,0.0220909,0.0429725,0.0145651,0.00488027,0.00709977,0.0233804,0.0540166,0.0112185,0.0112212,0.0109985,0.0139027,0.0153279,0.0131418,0.0335512,0.021295,0.0423457,0.0101227,0.00837738,0.00958358,0.028049,0.013965,0.0420322,0.0280927,0,0,0.0217476,0,0.03494,0.0160537,0.0437503,0.0165207,0.0466797,0.0180311,0.0284539,0.0434449,0.00427937,0.0122623,0.00645417,0.012173,0.015647,0.0419315,0.0110071,0.0145759,0.0185099,0.0239458,0.0300573,0.00377961,0.0279486,0.0187869,0,0,0,0,0,0
62,0.0285738,0,0,0,0,0.033306,0,0,0,0,0,0,0.012523,0.0189584,0.014539,0.0120636,0,0,0.0365639,0,0.034446,0.0220466,0.0429691,0.0145189,0.00489706,0.00709354,0.0233714,0.0540763,0.0112167,0.0111484,0.0109944,0.013893,0.0153062,0.0131494,0.0335485,0.021331,0.0423554,0.0100464,0.00835321,0.00961077,0.0280365,0.0138969,0.0420374,0.0280026,0,0,0.0217172,0,0.0349394,0.0160338,0.0437471,0.0164353,0.0467108,0.0180386,0.0285123,0.0433898,0.00429447,0.0122262,0.00646606,0.0122234,0.0156446,0.0419986,0.0109955,0.0145386,0.0185334,0.0239414,0.0300967,0.00376791,0.0279094,0.0186967,0,0,0,0,0,0
63,0.0284863,0,0,0,0,0.0332846,0,0,0,0,0,0,0.0124814,0.0189481,0.0145338,0.0120209,0,0,0.0365683,0,0.034465,0.0220289,0.0429352,0.0144808,0.00491577,0.0070806,0.0233886,0.0541583,0.0112569,0.0110911,0.010972,0.0138579,0.0152991,0.0131524,0.0335531,0.0213546,0.0423359,0.00996945,0.00831345,0.00963527,0.0280158,0.0138754,0.0420334,0.0279254,0,0,0.0217075,0,0.0349367,0.0160592,0.0437355,0.0163925,0.0467197,0.0179852,0.0285075,0.0433662,0.00431977,0.012207,0.00643265,0.0122228,0.0156313,0.0419745,0.0110031,0.0145131,0.0185398,0.0238612,0.0302059,0.00377289,0.0279092,0.0186131,0,0,0,0,0,0
64,0.0284132,0,0,0,0,0.0332746,0,0,0,0,0,0,0.012533,0.0189336,0.0145433,0.0119509,0,0,0.0365588,0,0.0344766,0.0219929,0.0429081,0.0145989,0.00493871,0.00705282,0.0234313,0.0542277,0.0112711,0.011108,0.0109663,0.0138358,0.0153065,0.013139,0.0335593,0.0214035,0.0423021,0.0099313,0.00828278,0.00958735,0.0280059,0.0138701,0.0419872,0.0278712,0,0,0.0216668,0,0.034948,0.0160852,0.0437278,0.0163802,0.0467302,0.0179317,0.0285389,0.0433658,0.0043048,0.0122057,0.0064588,0.0122071,0.0156115,0.0419717,0.0109964,0.0145069,0.0184633,0.0237891,0.0303642,0.00378252,0.0279009,0.0185362,0,0,0,0,0,0
65,0.0284276,0,0,0,0,0.033284,0,0,0,0,0,0,0.0126182,0.0188692,0.014549,0.0119495,0,0,0.0365561,0,0.0345019,0.0219741,0.0429207,0.0146646,0.00496226,0.00704495,0.0234566,0.0543628,0.0112535,0.0112,0.0109672,0.0138563,0.0153204,0.013118,0.0335501,0.0214856,0.0423443,0.00997255,0.00827725,0.00954695,0.0279997,0.0138734,0.0419845,0.0278732,0,0,0.0217291,0,0.0349631,0.016084,0.0437065,0.0163641,0.0467454,0.0179007,0.0285728,0.0434513,0.00434568,0.0122193,0.00645323,0.0121799,0.0155906,0.0419644,0.0109802,0.0144887,0.0184146,0.0238083,0.0305342,0.00376996,0.0279321,0.0185197,0,0,0,0,0,0
66,0.0284214,0,0,0,0,0.0332613,0,0,0,0,0,0,0.012696,0.0188019,0.0145672,0.0119695,0,0,0.0365343,0,0.0345684,0.0219526,0.0429585,0.0146645,0.0049937,0.00704815,0.0234575,0.0544697,0.0112326,0.0111359,0.0109505,0.0138642,0.0153443,0.0131216,0.0335356,0.0215551,0.0423828,0.0100867,0.0082416,0.00954213,0.0279839,0.0138546,0.0419809,0.027858,0,0,0.0217052,0,0.0349635,0.0160518,0.0437135,0.0163021,0.0467662,0.0178925,0.0285796,0.0435033,0.00437907,0.0122114,0.00646897,0.012154,0.0155719,0.0419359,0.0109703,0.0144706,0.0184381,0.0238328,0.0306619,0.0037931,0.0279252,0.0185058,0,0,0,0,0,0
67,0.0284271,0,0,0,0,0.0332565,0,0,0,0,0,0,0.0126991,0.0188633,0.0145722,0.011993,0,0,0.0365867,0,0.0345942,0.0219815,0.0429902,0.0146514,0.00502256,0.00705822,0.0234601,0.0545969,0.0112219,0.0110475,0.0109437,0.0138447,0.015347,0.0131294,0.0335284,0.0215627,0.042395,0.0100547,0.00823457,0.00953201,0.0279505,0.0138428,0.0418604,0.0278364,0,0,0.0216878,0,0.0349383,0.0159931,0.0437462,0.0162381,0.0467976,0.0179134,0.0285864,0.0435379,0.00435994,0.0121615,0.00650662,0.0121236,0.0155774,0.0419272,0.0109711,0.0144656,0.0183716,0.0238772,0.0307047,0.00379025,0.02792,0.0184931,0,0,0,0,0,0
68,0.0284318,0,0,0,0,0.0332451,0,0,0,0,0,0,0.0126955,0.0189674,0.0145716,0.0119958,0,0,0.036652,0,0.0345593,0.0220382,0.0430303,0.0146639,0.00504305,0.00704341,0.0234922,0.0546775,0.011207,0.0109913,0.0109359,0.0138244,0.0153287,0.0130859,0.0335332,0.0215577,0.0423328,0.0099275,0.00827524,0.0095214,0.0279201,0.0138249,0.0416923,0.0277903,0,0,0.0216543,0,0.0349198,0.0159428,0.0437903,0.0161529,0.0468169,0.0179987,0.0285378,0.0435834,0.00433209,0.0120498,0.00654024,0.0121084,0.015578,0.0419122,0.0109322,0.0144381,0.0182729,0.0239881,0.0306616,0.00376533,0.0279023,0.0184679,0,0,0,0,0,0
69,0.028428,0,0,0,0,0.0332207,0,0,0,0,0,0,0.01266,0.0189584,0.014558,0.0120482,0,0,0.0366746,0,0.0345585,0.0220578,0.0430228,0.0147025,0.00505371,0.00702965,0.0235121,0.0547044,0.0112133,0.0110207,0.0109484,0.0138175,0.0153198,0.0130732,0.0335309,0.0214937,0.0424227,0.00995648,0.00825805,0.00956468,0.0279273,0.0138112,0.041815,0.0277392,0,0,0.0216324,0,0.0349344,0.0159062,0.0437973,0.0160996,0.0468046,0.0180527,0.0283689,0.043622,0.00432793,0.0120058,0.00656345,0.0121226,0.0155739,0.0418951,0.0108675,0.0143846,0.0182621,0.0240944,0.0306057,0.00373209,0.0278714,0.0184494,0,0,0,0,0,0
70,0.0283768,0,0,0,0,0.0331356,0,0,0,0,0,0,0.0125989,0.0188419,0.0145443,0.0121345,0,0,0.0366474,0,0.0345709,0.0220538,0.0429939,0.0147315,0.00505798,0.00703363,0.0234984,0.0546703,0.0112278,0.0110932,0.0109312,0.0138084,0.0153015,0.0130785,0.0335314,0.0213982,0.0424465,0.0100473,0.00817806,0.00958112,0.0279465,0.0137832,0.0419303,0.0276712,0,0,0.0215514,0,0.0349693,0.0158658,0.0437783,0.0161074,0.0468149,0.0180747,0.0282943,0.0435903,0.00432565,0.0120178,0.00662519,0.0121587,0.0155807,0.0419084,0.0108577,0.0143569,0.0182766,0.0240727,0.030532,0.00375667,0.0277845,0.0184114,0,0,0,0,0,0
71,0.0283533,0,0,0,0,0.0330779,0,0,0,0,0,0,0.0125157,0.0188396,0.0145866,0.0122252,0,0,0.0366604,0,0.0345673,0.0220292,0.0429446,0.0148103,0.00505348,0.00704505,0.0234835,0.0546876,0.0112536,0.0111021,0.0109068,0.0138195,0.015306,0.0130893,0.0335453,0.0213195,0.0424716,0.0100384,0.00812019,0.00963078,0.0279547,0.0137544,0.0419921,0.0276628,0,0,0.0215245,0,0.0349881,0.0158059,0.0437625,0.0160358,0.0468081,0.0180403,0.0282857,0.0435597,0.00435265,0.0120184,0.00663337,0.0121938,0.0155556,0.0418194,0.0108675,0.0143459,0.0183158,0.0239698,0.0304966,0.00380665,0.0277397,0.0183917,0,0,0,0,0,0
72,0.0283466,0,0,0,0,0.0330413,0,0,0,0,0,0,0.0124853,0.0188448,0.0146246,0.0122798,0,0,0.0366668,0,0.0345587,0.0220087,0.0429127,0.0149139,0.00504088,0.00705892,0.0234736,0.0546901,0.0113185,0.0112014,0.0109148,0.0138375,0.015296,0.0131039,0.0335506,0.0213122,0.0424651,0.00997357,0.00809645,0.00971117,0.027939,0.01373,0.0420146,0.0276591,0,0,0.0215227,0,0.0349945,0.0157578,0.0437729,0.015993,0.0467721,0.0179779,0.0282817,0.0435585,0.00437235,0.012012,0.00657229,0.012192,0.0154908,0.0415986,0.0108395,0.0142714,0.0183897,0.0239098,0.0304774,0.00382285,0.0277289,0.018394,0,0,0,0,0,0
