Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,LWRA
201,0.0233334,0,0,0,0,0.0171682,0,0,0,0,0,0,0.026207,0.0289057,0.0277441,0.0118945,0,0,0.024972,0,0.0260555,0.0287141,0.042393,0.0271027,0.0131923,0.00548465,0.0196347,0.0337591,0.00842092,0.00545653,0.00641464,0.0114354,0.0157601,0.0153888,0.0202353,0.0312175,0.0231151,0.0349307,0.00657258,0.0394845,0.0113522,0.0158197,0.0194135,0,0,0.0459087,0,0.0386188,0.0308216,0.0348977,0.0133713,0.016777,0.0158262,0.0187113,0.0290598,0.0091649,0.0130608,0.00698074,0.00991095,0.0134837,0.0335394,0.0115834,0.0123123,0.00918688,0.0250477,0.00687731,0.0186034,0.0110043,0.0187086,0,0,0
202,0.0232665,0,0,0,0,0.0170671,0,0,0,0,0,0,0.0261692,0.0289216,0.027812,0.0117993,0,0,0.0246854,0,0.0260427,0.0286347,0.0424135,0.0273213,0.0132038,0.00548211,0.0195854,0.0341995,0.00839507,0.00552883,0.00644106,0.0114052,0.0157884,0.0153558,0.0202768,0.0312491,0.0229517,0.0349055,0.00651618,0.0394118,0.0113832,0.0157329,0.019232,0,0,0.0457029,0,0.0386488,0.0306831,0.0348567,0.0136016,0.0168087,0.0158647,0.0186431,0.0291051,0.0091239,0.0130977,0.00700036,0.00986626,0.0135525,0.0336402,0.0116474,0.0124012,0.00917204,0.0251613,0.00618338,0.0187412,0.0109435,0.0186256,0,0,0
203,0.0232027,0,0,0,0,0.0169887,0,0,0,0,0,0,0.0261523,0.0289575,0.0278739,0.0117468,0,0,0.0244359,0,0.0260614,0.02857,0.0424098,0.0274284,0.0132525,0.00544257,0.0195684,0.0344845,0.00840054,0.00556908,0.00640446,0.0114329,0.0158149,0.0153553,0.0203126,0.0312557,0.0227163,0.034839,0.0063508,0.0393536,0.0114452,0.0156909,0.0190791,0,0,0.0454681,0,0.0386838,0.0305996,0.0348013,0.0138715,0.0168849,0.0158979,0.0185982,0.0291111,0.00910519,0.0131194,0.00699595,0.00985098,0.0135901,0.0336855,0.0117779,0.0124745,0.00899962,0.0252426,0.00590297,0.0189088,0.0108957,0.0185346,0,0,0
204,0.0230914,0,0,0,0,0.0169441,0,0,0,0,0,0,0.0261243,0.0290175,0.0278922,0.011742,0,0,0.0242154,0,0.0261052,0.0285751,0.042384,0.0274721,0.0132786,0.00534939,0.0195546,0.0346762,0.0084107,0.00562816,0.00637024,0.011464,0.0158349,0.0153269,0.0203409,0.0311993,0.0225711,0.0347755,0.00633232,0.0392676,0.0115635,0.015737,0.0188854,0,0,0.0451303,0,0.0386729,0.0304904,0.0347561,0.0141409,0.016945,0.0158947,0.0185498,0.0290668,0.00908906,0.0131441,0.00691423,0.00980398,0.0136485,0.0337513,0.0119003,0.0125496,0.00890234,0.0251441,0.00583148,0.0191317,0.0108669,0.0184177,0,0,0
205,0.0229515,0,0,0,0,0.0168432,0,0,0,0,0,0,0.0260547,0.0290626,0.0279666,0.0117265,0,0,0.0238785,0,0.0261413,0.0286081,0.0423386,0.0274514,0.0132526,0.00532109,0.0195036,0.0350032,0.0084365,0.00569511,0.00638489,0.0114529,0.0158499,0.0153511,0.0203809,0.0311606,0.0224824,0.0347235,0.00638545,0.0392067,0.0116852,0.0157587,0.0186928,0,0,0.0446455,0,0.0386487,0.0302592,0.0347407,0.0143408,0.0169739,0.015863,0.018448,0.0289853,0.00904276,0.0131606,0.00692184,0.00979427,0.0137091,0.0338397,0.0119611,0.0126199,0.008875,0.0249542,0.0055779,0.0193504,0.0108601,0.0183254,0,0,0
206,0.0228358,0,0,0,0,0.0167133,0,0,0,0,0,0,0.0259044,0.0290884,0.0280896,0.0116636,0,0,0.0235814,0,0.0261737,0.0286003,0.042293,0.027363,0.0132622,0.00534694,0.0194292,0.0350847,0.00846887,0.00575284,0.00641587,0.0114877,0.0159033,0.015418,0.0203826,0.0311273,0.0224011,0.0346154,0.0063703,0.039187,0.0117515,0.0157225,0.0185175,0,0,0.0440954,0,0.0386395,0.0299512,0.0347312,0.0144744,0.0170264,0.015874,0.0183166,0.0288698,0.00907196,0.0131762,0.00699257,0.00981789,0.0137802,0.0339538,0.0119496,0.0126804,0.00880939,0.024743,0.00539285,0.0195338,0.0108555,0.0182335,0,0,0
207,0.0226991,0,0,0,0,0.0165829,0,0,0,0,0,0,0.0255551,0.0291089,0.0281628,0.0116293,0,0,0.0233504,0,0.0262147,0.0285379,0.0422416,0.027623,0.0132866,0.0053567,0.0193387,0.0351111,0.00844612,0.00578297,0.00644239,0.0115402,0.0159051,0.0154208,0.0203795,0.0310028,0.0222667,0.0343798,0.00632531,0.0392045,0.0117705,0.0156995,0.0183326,0,0,0.0435149,0,0.0386743,0.0296512,0.0347292,0.0145799,0.0170723,0.0159114,0.0181716,0.02871,0.0091709,0.0132091,0.00701865,0.0098463,0.013848,0.0340324,0.0119487,0.0127547,0.00870806,0.0245437,0.00531868,0.0196749,0.0108408,0.0181261,0,0,0
208,0.0225081,0,0,0,0,0.0164797,0,0,0,0,0,0,0.0253838,0.0291202,0.02809,0.011588,0,0,0.0231084,0,0.0262635,0.0284037,0.0422279,0.027813,0.0132749,0.00535405,0.0192454,0.0350963,0.00838603,0.00576167,0.00646161,0.0115048,0.0159084,0.0154629,0.0203706,0.0308382,0.0220297,0.0340703,0.00627172,0.0391925,0.0118001,0.0156905,0.0181212,0,0,0.0429012,0,0.0386987,0.0293231,0.0347185,0.0146535,0.0171174,0.0159449,0.0180422,0.0284441,0.00924311,0.0132044,0.00699335,0.00990625,0.0139068,0.0340673,0.0119745,0.0128447,0.00859907,0.0242229,0.00485349,0.0198184,0.010828,0.0179745,0,0,0
209,0.0222802,0,0,0,0,0.0164328,0,0,0,0,0,0,0.0253927,0.0290748,0.028017,0.0115815,0,0,0.02273,0,0.0262759,0.0281734,0.0422499,0.0277621,0.0132195,0.00534089,0.0191208,0.0350372,0.00827956,0.00571342,0.00647625,0.0114429,0.015903,0.0154555,0.0203495,0.0306682,0.0215951,0.0336769,0.00622282,0.0391872,0.0118025,0.0156884,0.0178532,0,0,0.0423173,0,0.0387298,0.0290085,0.034729,0.0146912,0.0171788,0.0159464,0.0178701,0.0280336,0.00922753,0.013176,0.00693956,0.00994048,0.0139704,0.0340925,0.0120337,0.0129017,0.0084803,0.0238033,0.00467621,0.0199668,0.0108682,0.0178105,0,0,0
210,0.021906,0,0,0,0,0.0164307,0,0,0,0,0,0,0.0252675,0.0289579,0.0280102,0.011635,0,0,0.0222056,0,0.0262337,0.0278123,0.0422956,0.0275683,0.0131671,0.00530055,0.0189473,0.0350323,0.00819647,0.0056853,0.00646562,0.0114328,0.01589,0.0154476,0.0203006,0.0305013,0.0211693,0.0331941,0.00621114,0.0392065,0.0117773,0.0156476,0.0174452,0,0,0.0416814,0,0.0387522,0.0286367,0.034723,0.014718,0.017261,0.0159282,0.0176773,0.0273864,0.00918363,0.0131832,0.00674606,0.00995208,0.0140185,0.0342036,0.0120941,0.0129342,0.00836917,0.0232113,0.0048153,0.0201158,0.0110352,0.0175525,0,0,0
211,0.0213202,0,0,0,0,0.0165404,0,0,0,0,0,0,0.0250425,0.0288888,0.0279702,0.01165,0,0,0.0216975,0,0.0262617,0.0274806,0.0423633,0.0276879,0.0131521,0.00525191,0.0187369,0.0351189,0.00814862,0.00566106,0.00643772,0.0114314,0.0158336,0.0154438,0.020261,0.0303213,0.0208261,0.0327737,0.00621067,0.0392293,0.011772,0.0156261,0.0168476,0,0,0.0408623,0,0.0387601,0.0281419,0.0347062,0.0147368,0.0173583,0.0160091,0.0174027,0.0263948,0.00925291,0.013248,0.00652156,0.0100386,0.0140788,0.0344851,0.0121324,0.0129809,0.00828588,0.0225006,0.00490856,0.0202633,0.0114018,0.0170977,0,0,0
212,0.0203834,0,0,0,0,0.0168752,0,0,0,0,0,0,0.024829,0.0288779,0.0279559,0.0115866,0,0,0.0211611,0,0.0263766,0.0271066,0.0424497,0.0280648,0.01311,0.00518686,0.0184334,0.0351782,0.00807724,0.00558827,0.00640642,0.0113438,0.01575,0.0154154,0.0202479,0.0301424,0.0204947,0.0323944,0.00625568,0.039242,0.0118014,0.0156031,0.0159732,0,0,0.0396297,0,0.0387886,0.027379,0.0346784,0.0147626,0.0174042,0.0161079,0.0170292,0.0247296,0.00932898,0.0132861,0.00669317,0.010171,0.0141579,0.0345538,0.0121538,0.0130275,0.00820239,0.0214469,0.00488707,0.0203525,0.0120981,0.0163466,0,0,0
213,0.0189198,0,0,0,0,0.0177541,0,0,0,0,0,0,0.0246339,0.0288968,0.028043,0.0114116,0,0,0.0206128,0,0.026532,0.0267484,0.0425652,0.028155,0.0130177,0.00513602,0.0179041,0.035266,0.00798652,0.00544955,0.00637982,0.0112371,0.0156392,0.0153815,0.0202167,0.0300164,0.0202275,0.0320423,0.00632552,0.0392609,0.0118116,0.0155496,0.0148567,0,0,0.0377759,0,0.0389275,0.0261669,0.0346842,0.0148066,0.0173989,0.0160622,0.016474,0.0219907,0.00931335,0.0132472,0.0067758,0.0101922,0.0142105,0.0343825,0.0121848,0.0130753,0.00810942,0.0198963,0.00486667,0.0203308,0.0134809,0.0152,0,0,0
214,0.0168725,0,0,0,0,0.0200103,0,0,0,0,0,0,0.0244864,0.0288454,0.0281201,0.0110985,0,0,0.0200532,0,0.0265973,0.0264106,0.0427241,0.0281154,0.0128943,0.00513243,0.0170524,0.0359026,0.00790837,0.0053064,0.00635852,0.0111751,0.0155276,0.0153466,0.0201359,0.0299399,0.0200934,0.0316142,0.00644251,0.0392311,0.0118505,0.0153865,0.0141675,0,0,0.0346787,0,0.0392467,0.0241133,0.0346863,0.0148456,0.017469,0.0159327,0.0156357,0.0179861,0.00929552,0.0131997,0.00671581,0.0101825,0.0142448,0.0344195,0.0122236,0.0131186,0.00812274,0.0177671,0.00478547,0.0201546,0.0163776,0.0135803,0,0,0
215,0.0146994,0,0,0,0,0.024188,0,0,0,0,0,0,0.0242575,0.0286562,0.02807,0.0106444,0,0,0.0193555,0,0.0264761,0.026013,0.0429197,0.0283917,0.0127378,0.00513657,0.0159091,0.0373434,0.007827,0.00513587,0.00631583,0.0110753,0.0154053,0.0152635,0.0200398,0.0297328,0.0201025,0.0311003,0.00660097,0.0390722,0.0119157,0.015131,0.0161315,0,0,0.0305835,0,0.0396533,0.0213934,0.0346165,0.0148979,0.0175882,0.0158689,0.0145055,0.0147943,0.0092454,0.0131983,0.00665019,0.0101633,0.0143054,0.0346584,0.0122814,0.0130889,0.00828893,0.0159607,0.00440387,0.0199041,0.0212004,0.0120908,0,0,0
216,0.0138636,0,0,0,0,0.0288456,0,0,0,0,0,0,0.024001,0.0283783,0.027939,0.0102562,0,0,0.0182212,0,0.0262611,0.0253652,0.0431518,0.0286149,0.0126185,0.00513331,0.0147931,0.0389884,0.0078079,0.00497817,0.00628972,0.0109468,0.0152614,0.0151803,0.0199553,0.0295195,0.0199894,0.030616,0.00664768,0.0388185,0.0119479,0.0149031,0.0207432,0,0,0.0271216,0,0.0398535,0.0191276,0.0344791,0.0149771,0.0176878,0.0158434,0.0134261,0.0165954,0.00920068,0.0131814,0.00660114,0.0101513,0.0143825,0.0348027,0.0123542,0.0128935,0.00837054,0.0165134,0.00424862,0.0199806,0.0262324,0.0120586,0,0,0
217,0.0174046,0,0,0,0,0.0328634,0,0,0,0,0,0,0.0242862,0.0323746,0.0279444,0.0107899,0,0,0.015981,0,0.0348127,0.0169388,0.0434511,0.0286989,0.0134924,0.00506385,0.0161863,0.0368175,0.00790287,0.00509362,0.00632061,0.0108886,0.0152917,0.0152229,0.0198824,0.0298087,0.0186302,0.0157623,0.00685318,0.0384706,0.0121815,0.0154106,0.026763,0,0,0.0240311,0,0.0398203,0.0169751,0.0340845,0.0152679,0.0167617,0.0155997,0.0152837,0.0207793,0.00907591,0.0128364,0.00618343,0.00998194,0.0146769,0.0351863,0.0126514,0.0130092,0.00837407,0.0177552,0.00411363,0.0202402,0.0295249,0.015251,0,0,0.038425
218,0.0184981,0,0,0,0,0.0362789,0,0,0,0,0,0,0.023972,0.0313087,0.0277427,0.0107983,0,0,0.0150311,0,0.0350159,0.016557,0.0436207,0.0286181,0.0134915,0.00503588,0.0158,0.038133,0.00789967,0.00500529,0.00631198,0.0108613,0.0152067,0.0152207,0.0198262,0.0295276,0.018481,0.0156596,0.00658988,0.0380711,0.0121165,0.015368,0.0307032,0,0,0.0221005,0,0.0394935,0.0156582,0.0340429,0.0153142,0.0167148,0.0157346,0.0149208,0.025106,0.00912888,0.0128843,0.00626906,0.0100373,0.0147789,0.0351432,0.012658,0.0130627,0.00810525,0.0197708,0.00429987,0.0208192,0.0330502,0.0162974,0,0,0.0378768
219,0.0193923,0,0,0,0,0.0391995,0,0,0,0,0,0,0.0236798,0.030194,0.0276861,0.0106754,0,0,0.0133171,0,0.0352111,0.0155878,0.0437716,0.0286401,0.0133856,0.00502631,0.0151691,0.0394129,0.00787075,0.00494042,0.0063364,0.0108345,0.0151307,0.015181,0.0197839,0.0292659,0.0179046,0.0152759,0.00654874,0.0374533,0.0121238,0.0153062,0.0343381,0,0,0.0199978,0,0.0390209,0.014306,0.034029,0.015331,0.0167942,0.0158085,0.0142259,0.0291452,0.00921266,0.0129256,0.00639767,0.0101182,0.0148231,0.0353859,0.0126746,0.013095,0.00805861,0.0216582,0.00464068,0.021423,0.0361605,0.0172281,0,0,0.0372514
220,0.0200873,0,0,0,0,0.0415412,0,0,0,0,0,0,0.0234006,0.0291477,0.0276925,0.0105145,0,0,0.0114925,0,0.0353142,0.0144669,0.043895,0.028679,0.0132712,0.00502142,0.0145044,0.0405246,0.00783506,0.00490049,0.0063617,0.0107989,0.0150769,0.0151664,0.0197473,0.0290412,0.0172419,0.0148833,0.00648483,0.036624,0.0121464,0.0151974,0.0373879,0,0,0.0179829,0,0.0382804,0.0130226,0.0340303,0.0153586,0.0169423,0.0158589,0.0134864,0.0324927,0.00927284,0.0129691,0.0064862,0.0102115,0.0148474,0.0356947,0.0126827,0.0131208,0.00801224,0.0234047,0.00503952,0.0220656,0.0387138,0.0179886,0,0,0.0365341
221,0.0204965,0,0,0,0,0.0432173,0,0,0,0,0,0,0.023185,0.0281766,0.0276003,0.0103739,0,0,0.00994497,0,0.0352625,0.0133925,0.043944,0.0287726,0.0131834,0.00497305,0.0139861,0.0415815,0.00780026,0.00484861,0.00634422,0.0107588,0.0150087,0.0151617,0.0197188,0.0289023,0.0167727,0.0144623,0.00656251,0.0358177,0.0121617,0.0150469,0.0395036,0,0,0.0164841,0,0.0373917,0.0119415,0.0340318,0.0153948,0.0169837,0.0157944,0.0128902,0.0349208,0.00924281,0.0129288,0.0063033,0.0101789,0.0148758,0.0354895,0.0127221,0.013172,0.00809348,0.0248099,0.00578766,0.022779,0.0405464,0.0185898,0,0,0.0357385
222,0.0208036,0,0,0,0,0.0447733,0,0,0,0,0,0,0.0229806,0.0273301,0.0275618,0.0101598,0,0,0.00836387,0,0.0353319,0.0122409,0.0439594,0.0289428,0.013064,0.00491244,0.0134313,0.0426849,0.00774234,0.00478227,0.00630477,0.0106776,0.0149275,0.0151548,0.0197217,0.0287651,0.0164883,0.0140322,0.00660291,0.035048,0.0122286,0.0148875,0.0416985,0,0,0.0148784,0,0.0366853,0.0105131,0.0340214,0.0155082,0.0170549,0.0157021,0.0122283,0.0373197,0.00922897,0.012891,0.00604458,0.0101998,0.0148804,0.0353454,0.0127618,0.0132131,0.00817503,0.0263762,0.00642134,0.0233334,0.0423203,0.0193838,0,0,0.0351525
223,0.0207321,0,0,0,0,0.0457563,0,0,0,0,0,0,0.0228172,0.0267011,0.0275638,0.0100872,0,0,0.00730243,0,0.0355458,0.0114846,0.0440036,0.0290821,0.013001,0.00486176,0.0130709,0.0436089,0.00771931,0.00472487,0.00628251,0.0105806,0.0148577,0.0151299,0.01969,0.0286241,0.0163173,0.0137539,0.00662947,0.0343902,0.0122615,0.0147938,0.0429705,0,0,0.013955,0,0.0359098,0.00943993,0.034006,0.0155183,0.0171468,0.0157303,0.0118488,0.0387976,0.00926513,0.0129282,0.00625114,0.0102955,0.0148876,0.0355544,0.0128089,0.0132437,0.00825473,0.0272607,0.00809974,0.023993,0.0435096,0.0197143,0,0,0.0348402
224,0.0205214,0,0,0,0,0.0465272,0,0,0,0,0,0,0.0226195,0.0261802,0.0275782,0.0100622,0,0,0.00652421,0,0.0358259,0.0109717,0.0440393,0.0291666,0.0129159,0.004811,0.012743,0.0441691,0.0077042,0.0046682,0.00624968,0.0104794,0.0147648,0.0150622,0.0196619,0.0284671,0.0163533,0.0136575,0.00655002,0.0336023,0.0122755,0.0147163,0.0441173,0,0,0.0131202,0,0.0351464,0.00844395,0.0339947,0.0155432,0.0172536,0.0157868,0.0115278,0.0399901,0.00931488,0.0129828,0.00643318,0.0104129,0.0149128,0.0358673,0.0128425,0.0132893,0.00819887,0.0278926,0.00881597,0.0246814,0.0445355,0.0200314,0,0,0.0348714
225,0.0203246,0,0,0,0,0.0471902,0,0,0,0,0,0,0.02247,0.0256773,0.0276175,0.00991759,0,0,0.00630083,0,0.0360994,0.0105323,0.0440205,0.0292622,0.0128025,0.00476524,0.0124105,0.0444247,0.00767315,0.00462138,0.00620815,0.0103959,0.0146777,0.0150077,0.0196843,0.0283492,0.016591,0.013611,0.00657794,0.0327613,0.0123191,0.0146315,0.045394,0,0,0.0121941,0,0.0344748,0.00750836,0.0340083,0.0156571,0.0172542,0.0157299,0.0112371,0.0411147,0.00932195,0.0129716,0.0063703,0.0104092,0.0149698,0.0356987,0.0129088,0.0133643,0.00818142,0.0284892,0.00893549,0.0253086,0.0454906,0.0205203,0,0,0.0352222
226,0.0199269,0,0,0,0,0.0475352,0,0,0,0,0,0,0.0223667,0.025325,0.0275894,0.00975189,0,0,0.00701537,0,0.0364556,0.0104803,0.0439409,0.0293521,0.0127392,0.00473368,0.0121773,0.0446876,0.00762593,0.00457115,0.00617022,0.0103507,0.0145888,0.0150145,0.0196925,0.0283025,0.0169241,0.0136791,0.00651492,0.0320864,0.0123182,0.0146045,0.0461716,0,0,0.0114029,0,0.0338694,0.00708657,0.0340046,0.0157368,0.0172543,0.0157066,0.0109508,0.0416946,0.0093476,0.012963,0.00630713,0.0104359,0.0149889,0.0355662,0.0129238,0.0133971,0.00808345,0.0287217,0.00945392,0.0260177,0.0460937,0.0207093,0,0,0.0357797
227,0.0195009,0,0,0,0,0.047724,0,0,0,0,0,0,0.0222529,0.0250745,0.0275987,0.00963132,0,0,0.00846871,0,0.0369301,0.0106857,0.0438698,0.0293878,0.0126721,0.00467989,0.0119821,0.0448436,0.00759085,0.00449738,0.00612476,0.010302,0.0144823,0.015005,0.0196812,0.0282176,0.0175358,0.0137868,0.00640228,0.0316073,0.0122838,0.0146223,0.0469301,0,0,0.0104171,0,0.0333353,0.00715178,0.0339984,0.0157604,0.0173078,0.0157029,0.0106554,0.0422119,0.00936638,0.0129668,0.0063271,0.0105171,0.0149837,0.0356598,0.0129127,0.0133934,0.00793141,0.0287241,0.00990836,0.0268663,0.0466402,0.021001,0,0,0.0364622
228,0.0188687,0,0,0,0,0.0476272,0,0,0,0,0,0,0.0221801,0.0248794,0.0275564,0.00967668,0,0,0.010284,0,0.0376249,0.0112905,0.0438457,0.029365,0.0126251,0.00467284,0.0118725,0.0450181,0.00753462,0.00443843,0.00610668,0.0102694,0.0144091,0.0149873,0.0196423,0.0281564,0.0184803,0.0141411,0.0063358,0.0313149,0.0122078,0.0146674,0.047329,0,0,0.00934223,0,0.0327924,0.007769,0.0340079,0.0156658,0.0174143,0.0157023,0.01048,0.0424473,0.00940811,0.0129732,0.00641181,0.0105832,0.0149752,0.0359651,0.0129155,0.0133557,0.00788648,0.0285611,0.0098044,0.0280275,0.0469783,0.0212144,0,0,0.0371572
229,0.0180837,0,0,0,0,0.0473545,0,0,0,0,0,0,0.0221607,0.0247334,0.0275885,0.00974622,0,0,0.0120642,0,0.0382312,0.0121025,0.0438261,0.0293542,0.0125999,0.00466041,0.011841,0.0449705,0.00747392,0.00439665,0.00609544,0.0102341,0.0143658,0.0149726,0.0196316,0.0281283,0.0194839,0.0147377,0.00630896,0.0310128,0.0121796,0.0146758,0.047564,0,0,0.00841287,0,0.0322149,0.00873644,0.0340208,0.015608,0.0174119,0.0156195,0.0104057,0.0425408,0.00939873,0.0129219,0.00640649,0.0105658,0.0149756,0.0359062,0.0129277,0.0133445,0.00787437,0.0283081,0.00983136,0.0292938,0.0470922,0.0214768,0,0,0.0379206
230,0.0171448,0,0,0,0,0.046948,0,0,0,0,0,0,0.0222029,0.024719,0.0275547,0.00974402,0,0,0.0136774,0,0.0386806,0.0128105,0.0438247,0.0293329,0.0126168,0.00464609,0.0118877,0.0447302,0.00745552,0.00441191,0.00607768,0.0102226,0.0143563,0.0150204,0.0196421,0.0281574,0.0199823,0.0153925,0.00629788,0.0306769,0.0121701,0.0146755,0.0476705,0,0,0.00769615,0,0.0316439,0.0100463,0.034047,0.0156061,0.0173603,0.0155426,0.0104081,0.0425041,0.0093933,0.0128885,0.00642556,0.0105393,0.0149411,0.0357802,0.0129233,0.0133181,0.00787578,0.0278556,0.0113717,0.0307892,0.0470456,0.0216766,0,0,0.0387135
231,0.0161328,0,0,0,0,0.0464295,0,0,0,0,0,0,0.022243,0.0248953,0.0275048,0.00971833,0,0,0.0151707,0,0.0389437,0.0135579,0.0438153,0.0292961,0.0126064,0.0046368,0.0119591,0.0444576,0.00743196,0.0044432,0.00606821,0.0102077,0.0143275,0.0150474,0.0196419,0.0281881,0.0206154,0.0161141,0.00624213,0.0304242,0.0121485,0.0146687,0.0476622,0,0,0.00712337,0,0.0310912,0.0115811,0.0340599,0.0156034,0.017315,0.0155494,0.010451,0.0423426,0.00939162,0.0128869,0.00647048,0.0105299,0.0148857,0.0357302,0.0128906,0.0132878,0.00787502,0.0273194,0.0128512,0.0324056,0.0468619,0.0217594,0,0,0.0393474
232,0.0149713,0,0,0,0,0.0456568,0,0,0,0,0,0,0.022283,0.0251892,0.0274624,0.00968703,0,0,0.0164957,0,0.0391128,0.0143108,0.0437868,0.0292029,0.01259,0.00463773,0.0120505,0.0441868,0.00742465,0.00446966,0.00606183,0.0101869,0.0143061,0.0150836,0.0196363,0.0282224,0.0212991,0.0168697,0.00619084,0.0302543,0.0121477,0.0146646,0.0472765,0,0,0.00646634,0,0.0305514,0.0131482,0.0340524,0.0156048,0.0172782,0.0155587,0.0105649,0.0418704,0.00939426,0.0128992,0.00648703,0.0105368,0.0148313,0.0357034,0.0128599,0.0132629,0.0078899,0.0266027,0.0141039,0.0340092,0.0464365,0.021747,0,0,0.0397722
233,0.0139106,0,0,0,0,0.0447218,0,0,0,0,0,0,0.0223826,0.0253772,0.0275377,0.00967663,0,0,0.0176765,0,0.0392487,0.014926,0.0437755,0.029111,0.0125638,0.00464638,0.0121919,0.0439152,0.00741998,0.00447539,0.00606578,0.0101683,0.0143069,0.0149967,0.0196322,0.0282933,0.0218108,0.0175618,0.0062307,0.0301395,0.0121705,0.0146591,0.0468038,0,0,0.00574667,0,0.0300669,0.0145913,0.0340437,0.0156025,0.0172281,0.0155088,0.0107399,0.0413895,0.00937691,0.0129045,0.00650364,0.0105305,0.0147823,0.0356562,0.0128413,0.0132448,0.00799805,0.0258695,0.0153276,0.0355473,0.0458503,0.0218141,0,0,0.0400525
234,0.0131096,0,0,0,0,0.0436422,0,0,0,0,0,0,0.0225423,0.0255025,0.0277307,0.00969065,0,0,0.0186485,0,0.0394207,0.0152142,0.0437641,0.0290845,0.0125308,0.0046712,0.0124015,0.043235,0.00743339,0.00447583,0.00605586,0.0101778,0.0143318,0.0149692,0.0196438,0.0284082,0.022104,0.0178636,0.00628011,0.0300926,0.0121847,0.0146784,0.0463432,0,0,0.00524871,0,0.0296721,0.015987,0.0340481,0.0155954,0.0171719,0.0154567,0.0109356,0.0409971,0.00935051,0.0129112,0.00649855,0.0105132,0.0147284,0.0356041,0.0128063,0.0131987,0.00811596,0.0252444,0.0165654,0.0370537,0.0450907,0.0220295,0,0,0.0405704
235,0.0120944,0,0,0,0,0.0428655,0,0,0,0,0,0,0.0223105,0.0245787,0.027698,0.00906255,0,0,0.016838,0,0.0239246,0.0236055,0.0436297,0.0291067,0.0117543,0.00472292,0.0111446,0.0430552,0.00741842,0.00436182,0.0060477,0.0101198,0.0141952,0.0148969,0.019673,0.0282408,0.0219753,0.0340451,0.00614135,0.0300727,0.0119652,0.0141817,0.046343,0,0,0.00371321,0,0.0293304,0.0176438,0.0343848,0.0153789,0.018192,0.0156058,0.0093172,0.0416286,0.00947001,0.0132747,0.00687398,0.0106688,0.014394,0.0351274,0.0124825,0.0129353,0.00831497,0.0246657,0.0179946,0.0388234,0.0449713,0.0223422,0,0,0
236,0.0120635,0,0,0,0,0.0404894,0,0,0,0,0,0,0.0230395,0.025737,0.0280633,0.00923965,0,0,0.0200986,0,0.038685,0.0149451,0.0437014,0.0293122,0.0123561,0.00456125,0.0122073,0.0395806,0.00761094,0.00448805,0.00599835,0.0101427,0.0143599,0.0149305,0.0197653,0.0289066,0.0215546,0.0176189,0.00669011,0.030109,0.0124145,0.0147056,0.0449419,0,0,0.00422521,0,0.029,0.0186941,0.0340767,0.0157698,0.0172581,0.015067,0.0106512,0.0398684,0.00930845,0.0128311,0.00634934,0.0104831,0.0145827,0.0356366,0.0128224,0.0131477,0.00863896,0.0233686,0.0186324,0.0398632,0.0422925,0.0222526,0,0,0.0405127
237,0.0116285,0,0,0,0,0.0386969,0,0,0,0,0,0,0.0233256,0.0256637,0.0280707,0.00957405,0,0,0.0193678,0,0.038287,0.0141891,0.0436676,0.0291406,0.012509,0.00459319,0.0128669,0.0377204,0.00770166,0.00455834,0.00603983,0.0101955,0.0144443,0.0149489,0.0197417,0.0292016,0.0205402,0.0172695,0.00645016,0.0301335,0.0122594,0.0146753,0.044157,0,0,0.00432456,0,0.0287081,0.0196924,0.0340912,0.0156645,0.0172477,0.0152475,0.0113336,0.0391938,0.00935975,0.0128945,0.00643113,0.0104467,0.0146541,0.035488,0.0127983,0.0131572,0.00855284,0.0226026,0.0192024,0.0407809,0.0407741,0.0224412,0,0,0.0396721
238,0.012415,0,0,0,0,0.03651,0,0,0,0,0,0,0.0236145,0.0256973,0.0281254,0.00961954,0,0,0.0183721,0,0.0374671,0.0130781,0.0436175,0.0290173,0.0124652,0.00461363,0.0131208,0.0329626,0.00767038,0.004555,0.00607977,0.0102613,0.0144961,0.0149363,0.0197866,0.0293464,0.0185138,0.0164681,0.00614612,0.0301548,0.0121214,0.0146546,0.0436441,0,0,0.00449316,0,0.0284346,0.0205423,0.0341621,0.0156655,0.0173758,0.0154587,0.0114841,0.0387078,0.00939811,0.0129494,0.00653905,0.0104371,0.014737,0.0353963,0.0127518,0.0132162,0.00833064,0.0220875,0.0196845,0.0416337,0.0383802,0.022663,0,0,0.0386127
