Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,x74,,x79
150,0.0209356,0,0,0,0,0.0340433,0,0,0,0,0,0.0111619,0.0418185,0.00849809,0.0287472,0,0,0.0160771,0,0.0424218,0.0239968,0.0414519,0.003522,0.0149792,0.00772474,0.0395572,0.030647,0.0114595,0.011066,0.0127209,0.0100878,0.0125821,0.00875158,0.0294838,0.0215706,0.0173069,0,0.0171248,0.0161275,0.0384912,0.0146214,0.0528057,0.042984,0,0,0.0121589,0,0.0470917,0.0119775,0.0542041,0.0300303,0.0200329,0.0234191,0.038617,0.0369815,0.0142868,0.0164222,0.00789202,0.0168368,0.0212324,0.0330404,0.0138136,0.0232848,0.0256252,0.015,0.0203621,0.018896,0.0401323,0.0274985,0,0,0,0,0,0,0
151,0.0209553,0,0,0,0,0.0341447,0,0,0,0,0,0.0113407,0.0418318,0.00849238,0.028713,0,0,0.0160072,0,0.0424338,0.0239397,0.0413371,0.0039026,0.0150875,0.00778893,0.0400557,0.0305906,0.011535,0.0111542,0.0127316,0.0100522,0.0126203,0.00882126,0.02951,0.0218055,0.0172487,0,0.0170859,0.0164203,0.0385036,0.0142348,0.053093,0.0430342,0,0,0.0118199,0,0.0470805,0.0117997,0.0542132,0.0298294,0.0201227,0.0237494,0.0392161,0.0368823,0.013879,0.0162992,0.00771532,0.0166457,0.021744,0.0344925,0.0136843,0.0236969,0.0262454,0.0150278,0.0200948,0.0187423,0.0401601,0.0271548,0,0,0,0,0,0,0
152,0.0208949,0,0,0,0,0.0341659,0,0,0,0,0,0.0116836,0.0417917,0.00851614,0.0286838,0,0,0.0159708,0,0.042402,0.0238557,0.0412592,0.00359145,0.0151884,0.00781726,0.0405176,0.0306431,0.0116521,0.0112232,0.0127989,0.010154,0.0126698,0.00888294,0.029507,0.0220993,0.017199,0,0.017085,0.0165539,0.0385636,0.0139903,0.0533553,0.0429737,0,0,0.011453,0,0.047105,0.0116708,0.0542276,0.029853,0.0202051,0.0240469,0.0398122,0.0367368,0.0136124,0.0162291,0.00762734,0.0165252,0.0222905,0.035765,0.0137134,0.0242084,0.0268749,0.0150864,0.0199722,0.0185918,0.0401412,0.027154,0,0,0,0,0,0,0
153,0.0207572,0,0,0,0,0.0341288,0,0,0,0,0,0.0119715,0.0417364,0.00847388,0.0286951,0,0,0.0160201,0,0.0423486,0.0237924,0.0411895,0.00333434,0.0152887,0.00783054,0.0409658,0.0307433,0.0117337,0.0112891,0.0128852,0.0101128,0.0126762,0.00888903,0.0295126,0.0223979,0.0172566,0,0.0171056,0.0169213,0.0385841,0.0136774,0.053576,0.0428206,0,0,0.0111767,0,0.04708,0.0116424,0.05425,0.0298806,0.0202726,0.0241195,0.040424,0.0365523,0.0134808,0.0162151,0.00765045,0.0164683,0.0225694,0.0368188,0.0135701,0.0244919,0.0278835,0.0149835,0.0200903,0.0186659,0.0400869,0.0273364,0,0,0,0,0,0,0
154,0.0206671,0,0,0,0,0.0341341,0,0,0,0,0,0.0120765,0.0417081,0.0084247,0.0288724,0,0,0.0161292,0,0.0423258,0.0237523,0.0411377,0.00325438,0.0154055,0.00782328,0.0414461,0.0307328,0.011777,0.0113161,0.0129198,0.0100317,0.0126464,0.00890207,0.0295482,0.0226374,0.0174099,0,0.0171311,0.017288,0.0385885,0.0137875,0.0537886,0.0427973,0,0,0.0110591,0,0.0470662,0.0116013,0.0542614,0.0302228,0.020363,0.0243871,0.0410902,0.0363463,0.0132259,0.0162145,0.00770844,0.0163323,0.0231458,0.0380269,0.0137557,0.0251179,0.028507,0.0147982,0.0202623,0.0187535,0.0400478,0.0271345,0,0,0,0,0,0,0
155,0.0206099,0,0,0,0,0.0341663,0,0,0,0,0,0.012155,0.0416649,0.00841106,0.0292601,0,0,0.016327,0,0.0422873,0.0237509,0.0411373,0.00330664,0.0155471,0.00783061,0.0419198,0.0306655,0.0118074,0.0113577,0.012929,0.0101361,0.0126158,0.00893435,0.0295819,0.0228921,0.0176325,0,0.017043,0.0177436,0.0386046,0.014053,0.0540324,0.0427431,0,0,0.0108821,0,0.0470689,0.0115654,0.0542084,0.0306713,0.0204673,0.0247877,0.0417155,0.0361139,0.0129668,0.0162518,0.00777577,0.0161839,0.0238402,0.0391216,0.0140749,0.0259009,0.0291867,0.0147429,0.0201412,0.0186748,0.0400086,0.0268071,0,0,0,0,0,0,0
156,0.0205471,0,0,0,0,0.0341156,0,0,0,0,0,0.0124446,0.041615,0.00847298,0.0295133,0,0,0.0165599,0,0.0422266,0.0237544,0.0411653,0.00341862,0.0156952,0.00783442,0.0423568,0.0308201,0.0118299,0.0114376,0.0129904,0.0101819,0.0126313,0.00898207,0.0296058,0.0231866,0.0178899,0,0.0169716,0.0180439,0.0386194,0.0142787,0.0542809,0.042618,0,0,0.0107616,0,0.0470752,0.0115971,0.0541494,0.0310662,0.0205184,0.0251263,0.0421973,0.0358638,0.0127979,0.0162852,0.00780087,0.0160611,0.0243303,0.0399038,0.0143111,0.0264698,0.0299332,0.0146539,0.0200954,0.0185396,0.0399772,0.0267353,0,0,0,0,0,0,0
157,0.0204207,0,0,0,0,0.0340291,0,0,0,0,0,0.0127673,0.0415496,0.0085012,0.0296885,0,0,0.0167314,0,0.0421426,0.0237282,0.0412133,0.0035524,0.0158534,0.00781559,0.0426926,0.0310003,0.0118729,0.0114797,0.0130523,0.0101575,0.0126015,0.00901334,0.0296708,0.0233652,0.0181125,0,0.016911,0.0181072,0.0386451,0.0143831,0.0544321,0.0425224,0,0,0.0108504,0,0.0471058,0.0116524,0.0541325,0.03117,0.0205302,0.0252115,0.0425563,0.035548,0.0127253,0.0160892,0.0077437,0.0158645,0.0245511,0.040366,0.014417,0.0267343,0.0303545,0.0146959,0.0203341,0.0185672,0.0398994,0.0265503,0,0,0,0,0,0,0
158,0.020243,0,0,0,0,0.0340982,0,0,0,0,0,0.0129432,0.0415757,0.00855638,0.0298375,0,0,0.0163115,0,0.0421744,0.023436,0.0411968,0.00354094,0.0159545,0.00780434,0.0429059,0.0306808,0.0120208,0.0115658,0.0131199,0.0101545,0.0125278,0.00908335,0.0297157,0.0234822,0.0177333,0,0.016741,0.0182818,0.038687,0.0144911,0.0544883,0.0422823,0,0,0.0109081,0,0.0471442,0.0116872,0.0541242,0.0313762,0.0205624,0.0252504,0.0427663,0.0351014,0.0127487,0.0159982,0.00768408,0.0157102,0.0247955,0.0406455,0.0145196,0.0270157,0.0305831,0.014493,0.0205367,0.018532,0.0398647,0.0263404,0,0,0,0,0,0,0
159,0.0200843,0,0,0,0,0.0341539,0,0,0,0,0,0.0131893,0.0416237,0.0085843,0.0298154,0,0,0.0158575,0,0.0422593,0.023165,0.0411677,0.00361494,0.0159935,0.00777707,0.042897,0.03033,0.0121946,0.011723,0.0131836,0.0101723,0.0124615,0.00913178,0.0297589,0.0237209,0.0173026,0,0.0165575,0.0184385,0.0387039,0.0146488,0.0544795,0.042025,0,0,0.0109055,0,0.0471464,0.0117237,0.0540902,0.0316873,0.0205904,0.0252553,0.0427249,0.0346585,0.0128746,0.0160871,0.00757741,0.0156001,0.0249574,0.0407415,0.0144774,0.0272371,0.0308549,0.0141935,0.0204826,0.0184202,0.0398192,0.0261573,0,0,0,0,0,0,0
160,0.0199556,0,0,0,0,0.0341474,0,0,0,0,0,0.0135046,0.0416242,0.0085514,0.0296539,0,0,0.0153946,0,0.0422984,0.0228733,0.0411324,0.00345719,0.0160073,0.00776442,0.0427474,0.030054,0.0124038,0.0119035,0.0132585,0.0101113,0.0123681,0.00914754,0.0297875,0.0241213,0.0168423,0,0.0162753,0.0182943,0.0387097,0.0149268,0.0544197,0.0417407,0,0,0.0107937,0,0.047137,0.0117036,0.0540254,0.0320248,0.0206178,0.0254418,0.0425493,0.0341819,0.0128301,0.0162193,0.0074698,0.0154619,0.0252936,0.0409272,0.0145146,0.027641,0.0309045,0.0140197,0.0201329,0.0184052,0.0396744,0.026024,0,0,0,0,0,0,0
161,0.0198313,0,0,0,0,0.0341261,0,0,0,0,0,0.0137636,0.0416916,0.0084889,0.0293524,0,0,0.0148437,0,0.0424097,0.0225462,0.0410899,0.00345754,0.016017,0.00776489,0.0425034,0.029872,0.0125899,0.0121237,0.0133631,0.0100587,0.0122926,0.00913022,0.0297883,0.0248091,0.0163105,0,0.0160359,0.0181986,0.0387368,0.0151394,0.0543531,0.0414289,0,0,0.0107872,0,0.0471597,0.011754,0.0539532,0.0321793,0.0206186,0.0255115,0.0423044,0.033704,0.0128191,0.0163282,0.00738977,0.0153869,0.0254245,0.0408795,0.0145351,0.0278434,0.0307384,0.0138693,0.019994,0.0182607,0.0394778,0.0258207,0,0,0,0,0,0,0
162,0.0196682,0,0,0,0,0.0341251,0,0,0,0,0,0.0140604,0.0417255,0.00839686,0.0292842,0,0,0.0142271,0,0.0424775,0.0221996,0.0409813,0.0036192,0.0160118,0.00780432,0.0421871,0.0296543,0.0127882,0.012352,0.0134966,0.0100427,0.0122835,0.00911464,0.0297569,0.0255509,0.0157644,0,0.0158766,0.0179791,0.0387411,0.015244,0.0542674,0.0410633,0,0,0.0109402,0,0.0471575,0.0118327,0.0539208,0.0321934,0.0206024,0.0252918,0.0420501,0.0332678,0.0128473,0.0163221,0.0072214,0.0152887,0.0251656,0.0405068,0.0144213,0.0276939,0.0303873,0.0135691,0.0202508,0.0181984,0.0392503,0.0255642,0,0,0,0,0,0,0
163,0.0194696,0,0,0,0,0.0340468,0,0,0,0,0,0.0143914,0.0416935,0.00829797,0.0291771,0,0,0.0135338,0,0.0424741,0.0218012,0.0408773,0.00352255,0.0159573,0.0078431,0.0418318,0.0294006,0.0129688,0.0125307,0.0136305,0.0100239,0.0122698,0.00909312,0.0296843,0.0261676,0.0152258,0,0.0156364,0.0175013,0.0387375,0.015321,0.0541891,0.0408326,0,0,0.0110353,0,0.0471545,0.0118687,0.0538923,0.0318082,0.0205865,0.025178,0.0417595,0.0328478,0.0127661,0.0162901,0.00712537,0.0152036,0.0248327,0.0399849,0.0144547,0.0274366,0.0298014,0.0133356,0.020315,0.018182,0.0389214,0.0252399,0,0,0,0,0,0,0
164,0.0192558,0,0,0,0,0.0339274,0,0,0,0,0,0.0146004,0.0416552,0.00812724,0.0289638,0,0,0.0127849,0,0.0424622,0.0213823,0.0408389,0.00351935,0.0158617,0.00790902,0.0414476,0.0293605,0.0131314,0.0126805,0.0137663,0.00998867,0.0121929,0.00905241,0.0296128,0.0268741,0.0146559,0,0.01535,0.0166566,0.0387415,0.0152777,0.0541336,0.0405393,0,0,0.0111097,0,0.0471538,0.0119052,0.0538494,0.0308607,0.0206053,0.0250844,0.041465,0.0324783,0.0126678,0.0162215,0.00713164,0.0151552,0.0246353,0.0394829,0.0148059,0.0272247,0.0287571,0.0133743,0.0204232,0.0180646,0.0385438,0.0245969,0,0,0,0,0,0,0
165,0.0191346,0,0,0,0,0.0337917,0,0,0,0,0,0.0148847,0.0417093,0.00796208,0.0288495,0,0,0.0122347,0,0.0425206,0.0210844,0.0408121,0.00359168,0.0158041,0.00795895,0.0411885,0.0293965,0.0132797,0.0127756,0.0138311,0.00995889,0.0121474,0.00902882,0.0295827,0.0274952,0.0142546,0,0.0151285,0.0156737,0.0387809,0.0152358,0.0540878,0.0402997,0,0,0.0109343,0,0.0471673,0.0118279,0.0538374,0.0297599,0.020632,0.0248893,0.0413295,0.0322826,0.0124622,0.0161116,0.00711663,0.0149904,0.0247001,0.039226,0.0150722,0.0272656,0.0271802,0.0133615,0.0204447,0.0180065,0.0381993,0.0240303,0,0,0,0,0,0,0
166,0.0189435,0,0,0,0,0.0334979,0,0,0,0,0,0.0156424,0.0416957,0.00794248,0.0287925,0,0,0.0117716,0,0.0425253,0.0208086,0.0408458,0.00366426,0.0157165,0.00808232,0.0408758,0.0294211,0.0133873,0.0128485,0.0139097,0.00989168,0.0121449,0.00899865,0.0295377,0.028097,0.0139207,0,0.0149301,0.0154093,0.0388791,0.014859,0.0540573,0.0400573,0,0,0.010359,0,0.0472208,0.0114893,0.0538454,0.0286092,0.0206672,0.0246717,0.0411594,0.0319629,0.0122918,0.0160094,0.00715971,0.0149082,0.0244602,0.0388277,0.0145346,0.0268482,0.0263599,0.0131218,0.0206008,0.0177747,0.0377197,0.0239946,0,0,0,0,0,0,0
167,0.0187749,0,0,0,0,0.0331902,0,0,0,0,0,0.016671,0.0416132,0.00800499,0.0288022,0,0,0.0113677,0,0.042464,0.0205207,0.0409526,0.00392794,0.0156218,0.00819398,0.0405928,0.0294252,0.0134378,0.012912,0.0140138,0.00988026,0.012158,0.00898405,0.0294802,0.0285046,0.0136944,0,0.0147422,0.0159367,0.0389487,0.014009,0.0540733,0.0398032,0,0,0.00973475,0,0.0472818,0.011165,0.0538901,0.0272119,0.0207331,0.0243027,0.0410489,0.0317137,0.0120751,0.0157233,0.00722447,0.0148863,0.0236073,0.0383126,0.0134749,0.0257704,0.0267365,0.0128864,0.020515,0.0175855,0.0372519,0.023892,0,0,0,0,0,0,0
168,0.0185623,0,0,0,0,0.0327844,0,0,0,0,0,0.0170006,0.0415216,0.00817055,0.028826,0,0,0.0108412,0,0.0424717,0.0202063,0.0411298,0.00417661,0.0154877,0.00841478,0.0403534,0.029155,0.0134733,0.012936,0.0141787,0.00993956,0.0122519,0.00896441,0.0293929,0.0289536,0.0132167,0,0.0145289,0.0157688,0.0389833,0.0137497,0.0541378,0.0393087,0,0,0.00937386,0,0.0473459,0.0110619,0.0539826,0.0265754,0.0208796,0.0246389,0.0409355,0.0313374,0.0114668,0.0153419,0.00778121,0.0147755,0.0231316,0.0381576,0.0129988,0.0249841,0.0267844,0.0126778,0.0207795,0.0175795,0.0366945,0.0236414,0,0,0,0,0,0,0
169,0.0183446,0,0,0,0,0.0323497,0,0,0,0,0,0.0167634,0.0414909,0.00841208,0.0287043,0,0,0.0103984,0,0.0425337,0.0199577,0.0413096,0.00458573,0.015419,0.0086758,0.0402894,0.0288588,0.0135152,0.0130421,0.0144039,0.0100404,0.0123201,0.00895524,0.0293168,0.0291632,0.012787,0,0.0144493,0.0150621,0.0389781,0.0141352,0.0543172,0.0389396,0,0,0.00904063,0,0.0473253,0.0109348,0.0541766,0.0267272,0.0210693,0.0251881,0.0409264,0.0309504,0.0104809,0.0148801,0.00879895,0.0144845,0.0229311,0.0384198,0.0127838,0.0245385,0.0261455,0.012708,0.0208331,0.0175776,0.0362197,0.0230932,0,0,0,0,0,0,0
170,0.0180124,0,0,0,0,0.0320366,0,0,0,0,0,0.0166772,0.0415195,0.0086949,0.0287289,0,0,0.00959815,0,0.0426613,0.019592,0.0414641,0.0052228,0.015379,0.0090407,0.0402768,0.0284578,0.013745,0.0132295,0.014697,0.010063,0.0124088,0.00899508,0.0292267,0.0291787,0.0120779,0,0.0142875,0.0145738,0.0389405,0.0145441,0.0546073,0.0383928,0,0,0.0088919,0,0.0472594,0.0109167,0.0544678,0.0271083,0.0212134,0.025497,0.0408559,0.0304007,0.00950697,0.0142443,0.0097231,0.0142848,0.0223798,0.0384297,0.0122538,0.0237781,0.0252728,0.012553,0.0211084,0.0174654,0.0357657,0.0226907,0,0,0,0,0,0,0
171,0.0177065,0,0,0,0,0.0317168,0,0,0,0,0,0.0165128,0.0415108,0.00896714,0.0288745,0,0,0.0088428,0,0.0427386,0.0192323,0.0416017,0.00581756,0.0152925,0.00938693,0.0401225,0.0281163,0.0140281,0.0134441,0.0149591,0.0100497,0.0124307,0.00897427,0.0291009,0.0291536,0.0114553,0,0.0140452,0.0147094,0.0390605,0.0145216,0.0548266,0.037884,0,0,0.00839323,0,0.047355,0.0107456,0.0546852,0.027198,0.0212599,0.0252414,0.0405576,0.0299553,0.00886728,0.0136163,0.0101281,0.0142135,0.0212192,0.0377883,0.0112327,0.0224055,0.0249783,0.0124659,0.0209712,0.017318,0.0352912,0.0223366,0,0,0,0,0,0,0
172,0.0172859,0,0,0,0,0.0312268,0,0,0,0,0,0.0164018,0.04149,0.00925286,0.0290324,0,0,0.00810033,0,0.0427975,0.0188731,0.0416602,0.00640815,0.0151007,0.00967242,0.0397982,0.0278897,0.0142457,0.0136548,0.0151766,0.00996532,0.0123668,0.00891545,0.028933,0.0292131,0.0109545,0,0.0137644,0.0146618,0.0393129,0.0144206,0.0550077,0.0372164,0,0,0.00796724,0,0.0476034,0.0106355,0.0548028,0.0272041,0.021323,0.0249335,0.0400163,0.0293833,0.00859454,0.0130019,0.010352,0.0142061,0.0201416,0.0368596,0.0102637,0.0211505,0.0246979,0.0122862,0.0209103,0.0171404,0.034727,0.0225424,0,0,0,0,0,0,0
173,0.016955,0,0,0,0,0.030799,0,0,0,0,0,0.0163689,0.0414905,0.00958248,0.029115,0,0,0.00735711,0,0.0428131,0.0185455,0.0416593,0.00696399,0.014878,0.00979228,0.0393775,0.0278706,0.0144018,0.0138453,0.0152904,0.00986749,0.0121555,0.00879832,0.0287701,0.0291657,0.0105876,0,0.0134495,0.0147047,0.0394391,0.0144907,0.0552255,0.0367107,0,0,0.0075221,0,0.047729,0.010521,0.0548262,0.0271003,0.0213538,0.0246472,0.0393902,0.0289986,0.00851446,0.0125416,0.0105551,0.0140743,0.0194749,0.0359842,0.00964103,0.0203552,0.024597,0.0120839,0.0208168,0.0169142,0.0342204,0.0224557,0,0,0,0,0,0,0
174,0.0167304,0,0,0,0,0.0302391,0,0,0,0,0,0.0162396,0.0414493,0.0100239,0.0292726,0,0,0.00648673,0,0.0428497,0.018091,0.0416004,0.00782819,0.0146282,0.00998037,0.0389249,0.027682,0.0144987,0.0140675,0.0155009,0.00972893,0.0119526,0.00864021,0.0285404,0.0292428,0.0100673,0,0.013118,0.0142368,0.0394933,0.0149891,0.0555152,0.03613,0,0,0.00704826,0,0.0477765,0.0102644,0.0548623,0.0275987,0.0213957,0.0247939,0.0388309,0.0284913,0.00847067,0.0123274,0.0106901,0.0139854,0.0195222,0.0353687,0.00966905,0.0203683,0.0242878,0.0117398,0.0206927,0.0165988,0.0335265,0.0221824,0,0,0,0,0,0,0
175,0.0167809,0,0,0,0,0.0294504,0,0,0,0,0,0.0161793,0.0414094,0.0104635,0.029446,0,0,0.00610675,0,0.0428139,0.0177923,0.0414669,0.00871711,0.0144032,0.0101218,0.0384272,0.0274612,0.0146069,0.0142029,0.0156651,0.00950089,0.0116457,0.00847568,0.0282731,0.029048,0.00986511,0,0.0129521,0.0140343,0.0396164,0.0156208,0.0557982,0.0357997,0,0,0.00488246,0,0.0481237,0.00906195,0.0549248,0.0281843,0.0213692,0.02513,0.0383426,0.0282392,0.0085265,0.0122641,0.0106581,0.0139716,0.0197915,0.034951,0.00980263,0.0206624,0.0244298,0.0110518,0,0.0164005,0.0327013,0.0222201,0,0,0,0,0,0,0
176,0.0166613,0,0,0,0,0.0287767,0,0,0,0,0,0.015976,0.0413964,0.0112002,0.0296203,0,0,0.00530727,0,0.0429008,0.017313,0.0413874,0.00979685,0.0141616,0.0104176,0.0379647,0.0271479,0.0147681,0.014316,0.0158927,0.00928483,0.0113843,0.00831301,0.0279097,0.0289304,0.00931705,0,0.0126472,0.0141085,0.0397425,0.0161982,0.056109,0.03516,0,0,0.00459037,0,0.048284,0.00884646,0.0550481,0.0288989,0.0213423,0.0255883,0.038043,0.0278051,0.00886073,0.0121341,0.0107089,0.0141247,0.020001,0.0344999,0.00975257,0.0209392,0.0249914,0.0108334,0,0.0161617,0.0319478,0.0217732,0,0,0,0,0,0,0
177,0.0160525,0,0,0,0,0.0283045,0,0,0,0,0,0.0155067,0.0413731,0.0120058,0.0296846,0,0,0.00441339,0,0.0429637,0.0167732,0.0414185,0.0108336,0.0138954,0.0106916,0.0375783,0.0271096,0.0149054,0.0144463,0.01611,0.00903582,0.0110974,0.0081642,0.027581,0.0285622,0.00880697,0,0.0122443,0.0144035,0.0398902,0.0167478,0.0563737,0.0340563,0,0,0.00561149,0,0.0481053,0.00941872,0.0551821,0.0296824,0.021338,0.0262646,0.0379001,0.0270064,0.00919225,0.0119704,0.0109128,0.0146105,0.0202955,0.0340495,0.00985405,0.0214008,0.0253799,0.0108724,0.0207643,0.015817,0.031287,0.0212891,0,0,0,0,0,0,0
178,0.0159306,0,0,0,0,0.0274867,0,0,0,0,0,0.0151661,0.0413256,0.0126076,0.0297498,0,0,0.00429319,0,0.0428895,0.0165325,0.0415318,0.0114343,0.0136516,0.0107062,0.0373309,0.0267988,0.0149919,0.0144643,0.0161973,0.00878188,0.0105942,0.00799453,0.0273416,0.0275805,0.00870791,0,0.0119955,0.0139185,0.040004,0.0176882,0.0565325,0.0334713,0,0,0.00437747,0,0.0484773,0.00860449,0.0552741,0.0305329,0.021357,0.0270899,0.0378744,0.0268249,0.00928493,0.0117474,0.0114106,0.0151758,0.021058,0.033808,0.010682,0.0224037,0.0248767,0.0105935,0,0.0155704,0.0305921,0.0212364,0,0,0,0,0,0,0
179,0.0155259,0,0,0,0,0.0267315,0,0,0,0,0,0.0145707,0.0412542,0.0134202,0.0298954,0,0,0.00393727,0,0.042903,0.0161465,0.0417504,0.0124078,0.0133522,0.010821,0.0370114,0.0263502,0.0151088,0.0145361,0.0164025,0.00840989,0.0100592,0.00773063,0.0269995,0.0267719,0.00833931,0,0.0116873,0.0138436,0.0401446,0.0187124,0.056502,0.032469,0,0,0.00427438,0,0.0486044,0.00850886,0.0552874,0.0311698,0.0213128,0.0279804,0.0377751,0.0263235,0.00950506,0.0114549,0.0118155,0.0159981,0.0215543,0.0330453,0.0112054,0.0230516,0.0246161,0.0102654,0,0.0153335,0.0298785,0.0213621,0,0,0,0,0,0,0
180,0.0148546,0,0,0,0,0.0262831,0,0,0,0,0,0.0140793,0.0411622,0.0143219,0.0300972,0,0,0.00348755,0,0.0428843,0.0157364,0.0419278,0.0132903,0.0131149,0.0108703,0.0368472,0.0260728,0.0151904,0.0145851,0.016617,0.00792986,0.00941906,0.0075151,0.026543,0.0259122,0.00789701,0,0.0113603,0.0141743,0.0403014,0.0195661,0.0564603,0.0313179,0,0,0.00491765,0,0.048373,0.00908264,0.0551676,0.0320539,0.0213712,0.0281776,0.0377727,0.0256348,0.0102379,0.011343,0.0115343,0.016725,0.0214134,0.032076,0.0112143,0.0232061,0.0249321,0.0100804,0.0213499,0.0150019,0.02938,0.0208213,0,0,0,0,0,0,0
181,0.0145341,0,0,0,0,0.0255698,0,0,0,0,0,0.0137187,0.0410648,0.0151869,0.0303708,0,0,0.00343878,0,0.0428262,0.0155354,0.0420689,0.0139749,0.0128855,0.0107315,0.0368849,0.025567,0.0152516,0.0145626,0.0167182,0.00735378,0.00854754,0.00730709,0.0259552,0.0246536,0.0076603,0,0.0111694,0.0143715,0.04044,0.0206455,0.0566729,0.0304981,0,0,0.00471554,0,0.0484241,0.0090435,0.0548822,0.0331412,0.0214887,0.0283915,0.0378147,0.0253139,0.0109834,0.0113611,0.0112702,0.017235,0.0216451,0.0313182,0.0116361,0.0237535,0.0250545,0.00984181,0.0216451,0.0146588,0.0287895,0.0205645,0,0,0,0,0,0,0
182,0.0142606,0,0,0,0,0.0248996,0,0,0,0,0,0.0133789,0.0410106,0.016007,0.0307615,0,0,0.00342692,0,0.042806,0.0154249,0.0422042,0.0145879,0.0126837,0.010455,0.0369405,0.0249133,0.0152654,0.014505,0.016713,0.00666971,0.00760784,0.00707537,0.0252855,0.0231684,0.00749457,0,0.0110876,0.014465,0.0405294,0.0216986,0.0568153,0.0296915,0,0,0.00458265,0,0.0484038,0.00911823,0.0545765,0.0340091,0.0216283,0.0287037,0.0378133,0.0250271,0.0116602,0.0114619,0.011098,0.017744,0.0219885,0.0304204,0.0121182,0.0242771,0.0250527,0.00963722,0.0222239,0.014392,0.0282894,0.0201337,0,0,0,0,0,0,0
183,0.0139809,0,0,0,0,0.024252,0,0,0,0,0,0.0131191,0.0409913,0.016612,0.0312339,0,0,0.00348516,0,0.0428227,0.0153514,0.0423747,0.0147284,0.0125069,0.00998816,0.0369736,0.024231,0.0151926,0.0144758,0.0165628,0.00586153,0.00667674,0.00692423,0.0245475,0.0215809,0.00736223,0,0.0110763,0.01389,0.0406042,0.0226521,0.0570809,0.0288398,0,0,0.00454049,0,0.0483849,0.00911763,0.0543742,0.0346823,0.0218289,0.0290487,0.0377872,0.0246377,0.0121516,0.0115275,0.0111043,0.0182256,0.0223564,0.0296423,0.0128303,0.0247933,0.0246334,0.00937524,0.0228777,0.0141871,0.0278447,0.0197278,0,0,0,0,0,0,0
184,0.0138926,0,0,0,0,0.023554,0,0,0,0,0,0.0130648,0.040857,0.0167875,0.0317448,0,0,0.00350459,0,0.0427083,0.0151463,0.0425829,0.014312,0.0123505,0.00933712,0.0369043,0.0234883,0.0150089,0.0143845,0.0163181,0.0050446,0.00586054,0.00677556,0.0237498,0.0200627,0.00713343,0,0.0108973,0.0131347,0.0407824,0.0229324,0.0574538,0.0280949,0,0,0.0044208,0,0.0484799,0.00900019,0.0543052,0.0345505,0.0220042,0.0289617,0.0376701,0.0243863,0.0126108,0.0114934,0.011267,0.018723,0.0222714,0.0286663,0.0133065,0.0246632,0.0241825,0.00910685,0.0228682,0.013992,0.0273898,0.0193084,0,0,0,0,0,0,0
185,0.013831,0,0,0,0,0.0226893,0,0,0,0,0,0.0129033,0.0405991,0.0166315,0.032401,0,0,0.00349293,0,0.0424697,0.014833,0.0428531,0.0137792,0.0122596,0.00858485,0.036726,0.0227627,0.0147043,0.0142975,0.0159995,0.00427646,0.00535594,0.00659081,0.0229702,0.0189781,0.00694271,0,0.0106647,0.0127327,0.0409961,0.0225535,0.0577936,0.0273049,0,0,0.00428417,0,0.0485567,0.00896081,0.0543073,0.0337055,0.0222048,0.0285386,0.0374831,0.0241342,0.0130349,0.0113899,0.0115601,0.0192578,0.0216432,0.027592,0.0131369,0.02377,0.0243252,0.00894955,0.0230598,0.0138012,0.026754,0.0192523,0,0,0,0,0,0,0
186,0.0138101,0,0,0,0,0.0218236,0,0,0,0,0,0.013069,0.0404621,0.0162904,0.0330494,0,0,0.00350292,0,0.0423463,0.0146783,0.0431526,0.0131106,0.012269,0.00791722,0.0365379,0.0220891,0.0144149,0.0143544,0.015678,0.0037249,0.00524104,0.00648226,0.0221759,0.0178836,0.00682792,0,0.0106235,0.0122984,0.0411687,0.0222824,0.0580152,0.0264956,0,0,0.00430314,0,0.0485965,0.00896928,0.0544231,0.0329343,0.0224416,0.0282305,0.037306,0.0239447,0.0131271,0.0111423,0.0120363,0.0196949,0.0212684,0.027121,0.0130747,0.0232275,0.0243768,0.00866027,0.0234556,0.0135803,0.0260911,0.0191048,0,0,0,0,0,0,0
