Timestep,,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x69,x70,x71,x72,x73,x77,x76,x78,x68
36,0,0.0262953,0,0,0,0,0.0342089,0,0,0,0.0214235,0.0203411,0.014031,0.0185104,0,0,0.0308131,0,0.0329967,0.0195925,0.0399758,0.0120939,0.0110448,0.00567369,0.036233,0.0596037,0.00596944,0.00691257,0.00614143,0.0101247,0.0132424,0.00991383,0.0265966,0.0301203,0.0380284,0.0106012,0.00768433,0.0105545,0.0319354,0.0131978,0.0207139,0.0232333,0,0,0.0364139,0,0.0317627,0.0185915,0.037207,0.0163365,0.0182324,0.0189993,0.0342788,0.0377587,0.00995087,0.0162149,0.0104949,0.0132596,0.0127249,0.0333152,0.0093684,0.0114321,0.00603856,0.0256732,0.0348372,0.00492276,0.0291189,0.0154064,0,0,0,0,0,0,0,0,0
37,0,0.0262897,0,0,0,0,0.0342536,0,0,0,0.0214672,0.0203376,0.0140202,0.0186424,0,0,0.0307992,0,0.0329841,0.0196186,0.0399301,0.0120485,0.0110614,0.00569499,0.0362929,0.0595918,0.00598517,0.00687208,0.00613147,0.0101492,0.0132378,0.0099218,0.0266275,0.0300474,0.0379714,0.0105784,0.00768402,0.0105821,0.0319381,0.0131979,0.0207746,0.0232214,0,0,0.0364432,0,0.0317549,0.0186256,0.0372396,0.0163564,0.018148,0.0189771,0.0343485,0.0377443,0.0102723,0.016214,0.0104722,0.0132802,0.0127094,0.0332496,0.00935892,0.0114125,0.00606659,0.0256822,0.0349895,0.00491541,0.0291827,0.0153904,0,0,0,0,0,0,0,0,0
38,0,0.0262833,0,0,0,0,0.034265,0,0,0,0.0214925,0.0203031,0.0140096,0.0187489,0,0,0.0307372,0,0.0330123,0.0195914,0.0399258,0.0119938,0.0110908,0.0057438,0.0363568,0.0595868,0.00599787,0.00697848,0.00612929,0.0101465,0.0132243,0.00990169,0.0266652,0.0299582,0.0379128,0.0106422,0.00762861,0.0105572,0.0319516,0.0131746,0.0208646,0.0232206,0,0,0.0364501,0,0.0317373,0.0186231,0.03725,0.0163341,0.0181378,0.0190263,0.0344184,0.037729,0.010472,0.0162378,0.0105093,0.0133212,0.0127092,0.0333205,0.00935443,0.011399,0.00603748,0.0256978,0.0348897,0.00492319,0.0292315,0.0153885,0,0,0,0,0,0,0,0,0
39,0,0.0262666,0,0,0,0,0.0342713,0,0,0,0.021427,0.0203085,0.014027,0.0187366,0,0,0.0306632,0,0.0329908,0.0195801,0.0399742,0.0120071,0.0111249,0.00582993,0.0364152,0.0595965,0.00598875,0.00727468,0.00613709,0.0101825,0.0132575,0.00990613,0.0266644,0.0299756,0.0378833,0.010633,0.00757591,0.0105745,0.0319606,0.013165,0.0209379,0.0232264,0,0,0.0364378,0,0.0317324,0.0186051,0.0372652,0.0163409,0.0181878,0.0190595,0.034508,0.0377176,0.0105466,0.0162626,0.0104875,0.0133274,0.0127287,0.0332964,0.00932688,0.0113997,0.00605149,0.0257613,0.0348054,0.00492271,0.0292609,0.0153898,0,0,0,0,0,0,0,0,0
40,0,0.0262684,0,0,0,0,0.0342864,0,0,0,0.0212851,0.0203656,0.0139935,0.0186642,0,0,0.0306695,0,0.0329326,0.0196136,0.0399926,0.0119932,0.0111512,0.00582382,0.0364778,0.0596223,0.00597622,0.00724948,0.0061228,0.0102,0.0132399,0.00990493,0.0266889,0.0299427,0.0378843,0.0105004,0.00758969,0.0105953,0.0319749,0.013196,0.0209556,0.0232555,0,0,0.0364323,0,0.0317469,0.0186037,0.0372843,0.0163438,0.0182174,0.0190291,0.0345617,0.0377381,0.0104717,0.0162466,0.0104631,0.0133039,0.0127408,0.0331545,0.00934493,0.0114156,0.00609879,0.0257806,0.0347932,0.00493962,0.0292867,0.0154039,0,0,0,0,0,0,0,0,0
41,0,0.0262641,0,0,0,0,0.0343388,0,0,0,0.0213122,0.0204117,0.013982,0.0187071,0,0,0.0306562,0,0.0329291,0.0196106,0.0399985,0.0119591,0.0112198,0.00581904,0.0365692,0.0595305,0.00602939,0.00703488,0.00613357,0.0102057,0.0132095,0.00989205,0.0266811,0.0299236,0.0378722,0.0104532,0.00761796,0.0106323,0.0319859,0.0132598,0.0209918,0.0232871,0,0,0.0364256,0,0.0317551,0.018625,0.0372924,0.016417,0.0182238,0.0190557,0.0346498,0.0377437,0.0101588,0.0162879,0.0105031,0.0133115,0.0127465,0.0331386,0.00938666,0.0114423,0.0061453,0.0258458,0.0348212,0.00493835,0.0293254,0.0154149,0,0,0,0,0,0,0,0,0
42,0,0.0262622,0,0,0,0,0.0343794,0,0,0,0.0212533,0.0204228,0.0139374,0.0187821,0,0,0.0306092,0,0.0329388,0.0195772,0.0400118,0.0119389,0.011319,0.00584265,0.0366627,0.0594746,0.00604883,0.00690563,0.00616927,0.0101367,0.0131503,0.00985108,0.0266801,0.0298619,0.0378544,0.0104569,0.0076205,0.0106463,0.0319972,0.013298,0.0211088,0.0233009,0,0,0.0364581,0,0.0317505,0.0186558,0.0372927,0.0164299,0.0182474,0.019142,0.0347675,0.0377404,0.0101552,0.0163791,0.010569,0.0133925,0.0127512,0.0332779,0.00941186,0.0114665,0.00616236,0.0258517,0.0348021,0.0049125,0.0293892,0.0154222,0,0,0,0,0,0,0,0,0
43,0,0.0262466,0,0,0,0,0.0343762,0,0,0,0.0212034,0.0204039,0.01391,0.0188428,0,0,0.0305612,0,0.0329161,0.0195591,0.0400341,0.0119156,0.0114086,0.00589719,0.0367192,0.0594121,0.00605202,0.00694402,0.00622616,0.0100852,0.0131288,0.00982906,0.0266738,0.029844,0.0378148,0.0104754,0.00759045,0.0106477,0.0319877,0.0132886,0.0212351,0.0232756,0,0,0.036459,0,0.0317706,0.0186538,0.0372762,0.0164145,0.0182825,0.0191871,0.034839,0.0376959,0.0103923,0.016415,0.0106383,0.013457,0.0127384,0.0333358,0.0094234,0.0114492,0.00616414,0.0257794,0.0347392,0.00486403,0.0294239,0.0154208,0,0,0,0,0,0,0,0,0
44,0,0.0262342,0,0,0,0,0.0344019,0,0,0,0.0211542,0.020316,0.0138402,0.0189143,0,0,0.030491,0,0.0328789,0.019532,0.0400703,0.0118581,0.0115009,0.00593885,0.0367998,0.0593325,0.00606361,0.00707779,0.00628131,0.0100861,0.0130959,0.00981374,0.0266692,0.0297348,0.0377663,0.0105497,0.0075431,0.0106053,0.0319805,0.0132254,0.0213613,0.0232654,0,0,0.0364428,0,0.0317858,0.0186668,0.037251,0.0163002,0.018324,0.0191984,0.0349383,0.0376608,0.010236,0.0164043,0.0106422,0.0134665,0.0126994,0.0333184,0.00937114,0.011417,0.00611694,0.0258172,0.034744,0.00484135,0.0294719,0.0154284,0,0,0,0,0,0,0,0,0
45,0,0.0262209,0,0,0,0,0.0344692,0,0,0,0.0210561,0.0201782,0.0137862,0.0190547,0,0,0.0303462,0,0.0328678,0.0194615,0.0401363,0.0117834,0.0116312,0.00598424,0.0369443,0.0592896,0.00609424,0.00687403,0.00633629,0.0100784,0.013064,0.00977721,0.0266475,0.0296229,0.0377081,0.0107234,0.00748008,0.0105905,0.0320043,0.0131668,0.0215262,0.0232856,0,0,0.0364374,0,0.0318118,0.0186865,0.0372523,0.0162286,0.0183661,0.0192351,0.0351218,0.0376528,0.0101371,0.0164263,0.0106668,0.0134811,0.0126649,0.0332642,0.00932307,0.011381,0.00610538,0.0258901,0.0348434,0.00482469,0.0295458,0.0154524,0,0,0,0,0,0,0,0,0
46,0,0.0262501,0,0,0,0,0.0344829,0,0,0,0.0209098,0.0202385,0.0137609,0.0190474,0,0,0.0303701,0,0.0329419,0.0194872,0.0401505,0.0117237,0.0115756,0.00600175,0.0369473,0.0593115,0.00606841,0.00662866,0.00634221,0.0100766,0.0130356,0.00977839,0.0266609,0.0294979,0.0377708,0.0107526,0.00748246,0.0105602,0.0320069,0.0131315,0.0215357,0.0233057,0,0,0.0364284,0,0.0318288,0.0186887,0.0372634,0.0162076,0.0183164,0.0192481,0.0350858,0.0376652,0.0102131,0.0164081,0.0106689,0.0134595,0.0126764,0.0332284,0.00929326,0.0113559,0.00609958,0.0259238,0.0348632,0.00481688,0.0295463,0.015478,0,0,0,0,0,0,0,0,0
47,0,0.0262629,0,0,0,0,0.0344614,0,0,0,0.0209439,0.0202072,0.0137865,0.0190277,0,0,0.0304217,0,0.032947,0.019535,0.0401445,0.0117595,0.0115328,0.00604809,0.0369071,0.0593203,0.00603354,0.00681189,0.00635971,0.0100903,0.013034,0.00982053,0.0266622,0.0294719,0.0377993,0.0107457,0.00748785,0.0105997,0.0320033,0.0132136,0.0215266,0.0232993,0,0,0.0363686,0,0.0318465,0.0186771,0.0372668,0.0162896,0.0182632,0.0192483,0.0350256,0.037646,0.0104853,0.0163959,0.0106827,0.0134563,0.0126875,0.0331583,0.00932142,0.0113757,0.00615511,0.0259129,0.0348309,0.004814,0.0295363,0.0154954,0,0,0,0,0,0,0,0,0
48,0,0.0262608,0,0,0,0,0.0344189,0,0,0,0.0208911,0.0200367,0.0137675,0.0189835,0,0,0.0304614,0,0.0328933,0.0195454,0.0401337,0.0117862,0.0115329,0.00602872,0.0368748,0.0593335,0.00599816,0.00684615,0.00636527,0.0100766,0.0129944,0.0098054,0.0266742,0.0293843,0.0377752,0.0107749,0.0074977,0.01065,0.0319879,0.0132349,0.021486,0.0232822,0,0,0.0362939,0,0.0318538,0.0186629,0.0372605,0.0163026,0.0182277,0.0192156,0.0349958,0.0376651,0.010568,0.0163904,0.010689,0.0134443,0.0126786,0.0330704,0.00934815,0.0113666,0.00619155,0.0258811,0.0348022,0.00480919,0.0295298,0.0154919,0,0,0,0,0,0,0,0,0
49,0,0.026284,0,0,0,0,0.0344046,0,0,0,0.0208424,0.0200394,0.0137908,0.0189748,0,0,0.0305096,0,0.032881,0.0195327,0.0401467,0.0118301,0.0115709,0.0060709,0.0368553,0.0593614,0.00599714,0.00696913,0.00640769,0.0100721,0.01298,0.00979636,0.0266303,0.0293599,0.0377975,0.0107248,0.00751661,0.0106786,0.031977,0.0131958,0.0214935,0.0232826,0,0,0.0362431,0,0.031848,0.018663,0.0372503,0.0162876,0.0182322,0.0192418,0.0349804,0.0377019,0.0105531,0.0163964,0.0106911,0.0134732,0.0126603,0.0332073,0.00934364,0.0113518,0.00619276,0.0258936,0.0347982,0.00478346,0.0295248,0.0154977,0,0,0,0,0,0,0,0,0
50,0,0.0263458,0,0,0,0,0.0344118,0,0,0,0.0207593,0.0202491,0.0137753,0.0189516,0,0,0.0305885,0,0.0329118,0.0195891,0.040172,0.0119185,0.0115483,0.00607584,0.0367891,0.0593883,0.00600601,0.00707719,0.00642275,0.0100725,0.0129983,0.00981471,0.0266152,0.0292812,0.0379695,0.0105539,0.00757601,0.0106167,0.031983,0.0130709,0.0215041,0.0233061,0,0,0.0362091,0,0.0318505,0.0186668,0.0372628,0.0161779,0.0182102,0.0192045,0.0349387,0.0377474,0.0105489,0.0163689,0.0106377,0.0134653,0.0126369,0.0332301,0.00928658,0.0113333,0.00614969,0.025946,0.034801,0.00472873,0.0294861,0.0155321,0,0,0,0,0,0,0,0,0
51,0,0.0264008,0,0,0,0,0.0343937,0,0,0,0.0207167,0.0203343,0.0137265,0.0189028,0,0,0.0306744,0,0.0329341,0.019639,0.0401787,0.0118469,0.0115088,0.00611051,0.0366998,0.0593826,0.00599959,0.00706534,0.00641967,0.0101007,0.0129969,0.00980048,0.0266338,0.0291979,0.0380783,0.0104863,0.00761977,0.0106056,0.0319874,0.0130606,0.0214789,0.0233307,0,0,0.0361516,0,0.0318594,0.0186518,0.0372623,0.0161287,0.0181712,0.0191058,0.0348623,0.0377608,0.0105484,0.0163433,0.0106068,0.0134312,0.012623,0.0330695,0.00928282,0.0113215,0.00615291,0.0259439,0.034778,0.00470433,0.0294368,0.0155854,0,0,0,0,0,0,0,0,0
52,0,0.0264515,0,0,0,0,0.0343682,0,0,0,0.0206972,0.0203323,0.0136599,0.0189,0,0,0.0307247,0,0.0329584,0.019634,0.0401683,0.0117748,0.0114989,0.00614299,0.0366808,0.0594066,0.00598561,0.00702611,0.00642856,0.0101106,0.0129507,0.00977085,0.0266411,0.0291643,0.0379959,0.0104865,0.00763703,0.0106312,0.0319878,0.013114,0.0214682,0.0233661,0,0,0.0361121,0,0.0318556,0.0186389,0.0372416,0.0161257,0.0181609,0.0190724,0.0348163,0.0377735,0.0104218,0.0163343,0.0106275,0.0133976,0.0126361,0.0330023,0.00930886,0.0113288,0.00615812,0.0259284,0.0347322,0.0047304,0.0293994,0.0156371,0,0,0,0,0,0,0,0,0
53,0,0.0265091,0,0,0,0,0.0343295,0,0,0,0.0206608,0.020338,0.0136305,0.0190145,0,0,0.0307651,0,0.0329961,0.0196288,0.0401788,0.011753,0.0115497,0.00617451,0.0366785,0.0594387,0.00598231,0.0069643,0.00644982,0.0100833,0.0129105,0.00978956,0.0266355,0.0291952,0.0379162,0.0104702,0.00765099,0.0106233,0.0319887,0.0131245,0.0215065,0.0233994,0,0,0.0360872,0,0.0318447,0.0186306,0.0372288,0.0161533,0.0181393,0.0190867,0.0348144,0.037808,0.0101521,0.0163353,0.0106441,0.0133784,0.0126249,0.0330089,0.00929584,0.0113127,0.00613664,0.0259632,0.0346572,0.00473821,0.0293601,0.0156873,0,0,0,0,0,0,0,0,0
54,0,0.0265554,0,0,0,0,0.0342779,0,0,0,0.0204982,0.0203423,0.013618,0.0191974,0,0,0.0307713,0,0.0330135,0.0196283,0.040208,0.011765,0.0115826,0.00618271,0.0366923,0.0594298,0.00596546,0.00708887,0.00643595,0.0100786,0.0128922,0.00979811,0.0266701,0.029106,0.0379888,0.010432,0.00766407,0.0106149,0.0319915,0.0131289,0.0215227,0.0234265,0,0,0.036067,0,0.0318176,0.0186336,0.0372236,0.0162057,0.0181304,0.0190852,0.0348157,0.03786,0.0100295,0.0163619,0.0106517,0.0133833,0.0126191,0.0330157,0.00929932,0.0113094,0.00613441,0.026007,0.034588,0.00473032,0.0293052,0.0157386,0,0,0,0,0,0,0,0,0
55,0,0.0265969,0,0,0,0,0.0342429,0,0,0,0.0203861,0.0202862,0.013644,0.0190699,0,0,0.0307535,0,0.032985,0.0196516,0.0402714,0.011782,0.0115936,0.00622706,0.0367147,0.0593729,0.00592982,0.00755918,0.00646099,0.0101018,0.0129184,0.0097976,0.0266769,0.0290241,0.0380264,0.0104126,0.00767383,0.0105736,0.0320085,0.0130959,0.0215496,0.023453,0,0,0.0359783,0,0.0317934,0.018634,0.0372127,0.016138,0.0181188,0.0190557,0.0348275,0.0379222,0.0099865,0.0163792,0.0106177,0.0133783,0.0126028,0.0330009,0.00927236,0.0112999,0.00611994,0.0260359,0.0345321,0.00472533,0.0292445,0.0157833,0,0,0,0,0,0,0,0,0
56,0,0.0266574,0,0,0,0,0.0342193,0,0,0,0.0204618,0.0201622,0.0136064,0.0190928,0,0,0.0307052,0,0.0329702,0.019626,0.0403037,0.0117463,0.0116624,0.00628978,0.0367461,0.0593206,0.00590749,0.00766299,0.00650582,0.0101501,0.0128887,0.00978046,0.0266742,0.0287982,0.037986,0.0104525,0.0076692,0.0105595,0.0320312,0.0130947,0.0216101,0.0234923,0,0,0.0359031,0,0.0317744,0.0186609,0.0371978,0.0161113,0.0181169,0.0190337,0.034887,0.0380449,0.00998851,0.0163924,0.0106005,0.0133954,0.0126014,0.0329925,0.00928177,0.0113285,0.00612096,0.0260845,0.0345021,0.00471792,0.0292231,0.0158381,0,0,0,0,0,0,0,0,0
57,0,0.0267631,0,0,0,0,0.0341979,0,0,0,0.020443,0.0201692,0.0135378,0.0193028,0,0,0.0306332,0,0.0330544,0.0195313,0.0403386,0.0117321,0.0117799,0.0063641,0.0367768,0.0593064,0.00590813,0.00754759,0.00657468,0.0101488,0.0128007,0.00975323,0.0266332,0.0286319,0.0378901,0.0105311,0.00763237,0.0106124,0.0320641,0.0131184,0.0216879,0.0235588,0,0,0.0358579,0,0.0317476,0.0187193,0.0371954,0.0161547,0.018183,0.019028,0.034942,0.0381432,0.0100625,0.0164098,0.0106377,0.0134339,0.0125695,0.0330935,0.00927607,0.0112974,0.00619814,0.0261472,0.0344958,0.00469079,0.0292395,0.0159414,0,0,0,0,0,0,0,0,0
58,0,0.0268903,0,0,0,0,0.0341483,0,0,0,0.0203655,0.0201714,0.013498,0.0192066,0,0,0.0306307,0,0.0331087,0.0194895,0.0403376,0.0117227,0.0117598,0.00644113,0.0367701,0.0593584,0.00591702,0.00757228,0.00661753,0.0101257,0.0127358,0.00973589,0.0266164,0.0286583,0.0376928,0.010524,0.00764598,0.0107436,0.0320619,0.0131236,0.0217396,0.02361,0,0,0.0358084,0,0.0316831,0.0187509,0.0371884,0.0161835,0.0181847,0.0190284,0.0348861,0.038317,0.0101306,0.0164101,0.0106349,0.0134623,0.0125159,0.0333759,0.0091938,0.0112169,0.00633886,0.0262159,0.0344691,0.00467963,0.0291432,0.0160578,0,0,0,0,0,0,0,0,0
59,0,0.0270108,0,0,0,0,0.0340769,0,0,0,0.0202817,0.0202453,0.0135197,0.0191,0,0,0.0306462,0,0.0331498,0.0194889,0.0403726,0.0117083,0.0117349,0.00652815,0.0367171,0.0594071,0.0059212,0.0075206,0.00665864,0.0101265,0.0127265,0.00974924,0.0266123,0.0287798,0.0374458,0.0104854,0.00767509,0.0107734,0.0320769,0.0131001,0.0217786,0.0236929,0,0,0.0357163,0,0.03164,0.0187596,0.0371869,0.0161701,0.0181535,0.0190551,0.0348028,0.0384917,0.0101256,0.0164105,0.0106304,0.0134908,0.0125084,0.0333832,0.00915201,0.0111845,0.00634131,0.0263278,0.0344201,0.00467677,0.0290132,0.0162016,0,0,0,0,0,0,0,0,0
60,0,0.0271721,0,0,0,0,0.0339446,0,0,0,0.0201457,0.0202758,0.0135012,0.0190531,0,0,0.0306403,0,0.0331694,0.0195058,0.0404029,0.0116541,0.0117499,0.00655969,0.0366465,0.0593604,0.00587355,0.00735796,0.00668323,0.0101438,0.0126861,0.00977155,0.0266476,0.0286782,0.0375762,0.0104618,0.0077036,0.0106889,0.0321234,0.0130972,0.021733,0.0238535,0,0,0.0356348,0,0.0316418,0.0187905,0.037188,0.0161601,0.0181342,0.0190729,0.0347503,0.0387218,0.0100969,0.0164211,0.0106268,0.0134786,0.0125559,0.0331512,0.00923507,0.0112052,0.00625691,0.0264608,0.0343562,0.00465999,0.0288178,0.0164065,0,0,0,0,0,0,0,0,0
61,0,0.0273541,0,0,0,0,0.0338085,0,0,0,0.0199961,0.0202515,0.0134714,0.0190982,0,0,0.030631,0,0.0331793,0.019534,0.0404203,0.011658,0.0118184,0.00660755,0.0365989,0.0592684,0.00588562,0.00742532,0.00673361,0.010158,0.0126428,0.00976611,0.0266522,0.0285568,0.0376189,0.0104519,0.00768409,0.0106806,0.0321821,0.0130815,0.0216715,0.0239911,0,0,0.0355628,0,0.0316503,0.0188188,0.0371789,0.0161621,0.0181712,0.0190696,0.0347345,0.0389787,0.0100948,0.0164248,0.0106286,0.013462,0.0125571,0.0331334,0.00924717,0.0112142,0.00626212,0.0265472,0.0342754,0.00464738,0.0286606,0.0166027,0,0,0,0,0,0,0,0,0
62,0,0.0275908,0,0,0,0,0.0337036,0,0,0,0.0198703,0.0202824,0.0134254,0.0191082,0,0,0.0307129,0,0.0331974,0.0195612,0.0404223,0.0116596,0.0117859,0.00666093,0.036498,0.0594295,0.00589246,0.00743357,0.00677459,0.0101656,0.0125838,0.0097357,0.0266673,0.028352,0.0377252,0.0103884,0.00766161,0.0107373,0.0322308,0.0130681,0.0216323,0.0240955,0,0,0.0355144,0,0.0316196,0.0188596,0.0371516,0.0161475,0.0181595,0.0190507,0.0346232,0.0393332,0.0101536,0.0164076,0.0106083,0.0134652,0.0125398,0.0332707,0.00923246,0.0112324,0.0063213,0.0266922,0.0341654,0.00460917,0.0285378,0.0167962,0,0,0,0,0,0,0,0,0
63,0,0.027826,0,0,0,0,0.0335879,0,0,0,0.0198917,0.0203109,0.0134145,0.0191211,0,0,0.0308178,0,0.0331455,0.0195812,0.0404745,0.0117019,0.0117412,0.00675705,0.0363481,0.0595576,0.00587066,0.0073849,0.00679997,0.0101802,0.0125811,0.00975003,0.0266652,0.0283439,0.0378288,0.0102748,0.007663,0.0106781,0.0322806,0.0130778,0.0216321,0.024199,0,0,0.0354246,0,0.0315991,0.0188782,0.0371481,0.0160945,0.0181091,0.0190337,0.0344866,0.0396991,0.0101811,0.0163688,0.0106452,0.0134597,0.0125524,0.033113,0.00926115,0.011257,0.00624369,0.026807,0.0339842,0.00450241,0.0284189,0.0170206,0,0,0,0,0,0,0,0,0
64,0,0.0280897,0,0,0,0,0.0334757,0,0,0,0.0198017,0.0203368,0.0133593,0.019122,0,0,0.0308954,0,0.0331414,0.0196016,0.0405464,0.0116817,0.0117289,0.00684683,0.0362196,0.0596779,0.00582896,0.0072549,0.0068444,0.010169,0.0125394,0.00972708,0.0266684,0.0282652,0.0379568,0.0102091,0.00766623,0.0105684,0.0323287,0.0130313,0.0216636,0.0243288,0,0,0.0353306,0,0.0315826,0.0188956,0.0371418,0.0160406,0.0180926,0.0189721,0.0343475,0.0401351,0.0101886,0.0162421,0.0107603,0.0134511,0.0124857,0.0329507,0.00924822,0.0111875,0.00614253,0.0269517,0.0338153,0.00443212,0.0283097,0.0172734,0,0,0,0,0,0,0,0,0
65,0,0.0283917,0,0,0,0,0.0333892,0,0,0,0.0196913,0.0203954,0.0132959,0.0191186,0,0,0.0309114,0,0.0331912,0.0195612,0.0405987,0.0116365,0.0117752,0.00693398,0.0361195,0.0598234,0.0057961,0.00714631,0.00691088,0.0101637,0.0124795,0.00968579,0.0266353,0.0280607,0.0380166,0.0101763,0.00765129,0.0105169,0.032372,0.0129811,0.0216848,0.0244965,0,0,0.0352517,0,0.0315602,0.0189349,0.0371173,0.0160341,0.0180968,0.0189258,0.0342857,0.0405888,0.0101557,0.016242,0.0107612,0.0134496,0.0124209,0.0329362,0.00921757,0.0111357,0.00610018,0.0271266,0.0336772,0.00440174,0.0282018,0.0175507,0,0,0,0,0,0,0,0,0
66,0,0.0287805,0,0,0,0,0.0333028,0,0,0,0.0196513,0.0204509,0.0132482,0.0190562,0,0,0.0309433,0,0.0332671,0.0195163,0.0405941,0.0116223,0.0116971,0.00699936,0.0359779,0.060072,0.00575538,0.00716622,0.00694761,0.0101803,0.012443,0.00969947,0.0266417,0.0279515,0.0381924,0.0101733,0.00762186,0.0105355,0.0324232,0.0130215,0.0215854,0.0247025,0,0,0.0351814,0,0.0315391,0.0189719,0.0370902,0.016089,0.0180239,0.0189178,0.0341363,0.0411927,0.0100819,0.0163079,0.0106805,0.0134448,0.0124573,0.0329836,0.00924263,0.0111645,0.00609806,0.0273703,0.0335154,0.0044129,0.0280135,0.0178843,0,0,0,0,0,0,0,0,0
67,0,0.0292208,0,0,0,0,0.0332001,0,0,0,0.01957,0.0204816,0.0132296,0.0190225,0,0,0.0309977,0,0.0333347,0.0194954,0.0405831,0.0116549,0.0116186,0.00709154,0.0358024,0.0602694,0.00572839,0.00710727,0.00700269,0.0102187,0.0124138,0.00973365,0.0266402,0.0278525,0.0383491,0.0101961,0.00759355,0.010533,0.0324742,0.013037,0.0215044,0.0249685,0,0,0.0350715,0,0.0315081,0.018958,0.0370629,0.0160537,0.0179756,0.0189157,0.033946,0.0418448,0.0100365,0.0162804,0.0106781,0.0134452,0.0124751,0.0329832,0.00926515,0.0111363,0.00610379,0.0276115,0.033287,0.00444603,0.0277889,0.0182835,0,0,0,0,0,0,0,0,0
68,0,0.0297018,0,0,0,0,0.0330909,0,0,0,0.0194372,0.0204366,0.0131998,0.0189806,0,0,0.0310369,0,0.0333801,0.0194538,0.0405737,0.0116694,0.011571,0.0071355,0.0356356,0.0604763,0.00571095,0.00697913,0.00703834,0.0102421,0.0123837,0.00973915,0.0266747,0.0277052,0.0384508,0.010236,0.00755474,0.0105502,0.0325138,0.0130713,0.0214021,0.0252952,0,0,0.0349752,0,0.0314673,0.0189132,0.0370755,0.0160165,0.0179465,0.0189233,0.0337731,0.0425812,0.00997867,0.0163688,0.0106457,0.0134068,0.0125207,0.0329899,0.00927745,0.0111826,0.00610985,0.0278766,0.0330242,0.00448829,0.0275716,0.0187388,0,0,0,0,0,0,0,0,0
69,0,0.0302083,0,0,0,0,0.032964,0,0,0,0.019353,0.0203996,0.0132081,0.0189405,0,0,0.0311382,0,0.0333469,0.0194806,0.0405739,0.0117164,0.0115606,0.00723242,0.0355067,0.0606846,0.00573167,0.00709091,0.00708337,0.0102955,0.0124054,0.00977139,0.0266997,0.0275771,0.0385561,0.0101733,0.00750322,0.0106305,0.032549,0.0131475,0.0212903,0.0256914,0,0,0.0348508,0,0.031413,0.0188484,0.0370931,0.0161369,0.0180086,0.0189376,0.0336599,0.0433921,0.00991997,0.0164297,0.0106377,0.0133876,0.012563,0.033,0.00936272,0.0112531,0.00612845,0.0281724,0.032705,0.00452995,0.0273833,0.0192401,0,0,0,0,0,0,0,0,0
70,0,0.0308749,0,0,0,0,0.032773,0,0,0,0.01913,0.0203942,0.0131623,0.0188604,0,0,0.0312944,0,0.0333392,0.0195436,0.0406007,0.0116997,0.0115896,0.00732906,0.0353644,0.0608849,0.00569402,0.00705813,0.00710941,0.0103416,0.0123712,0.00979442,0.0267413,0.0273552,0.0387468,0.0101692,0.00736413,0.0106514,0.0326029,0.0132407,0.0210998,0.0263065,0,0,0.0346614,0,0.0313878,0.0187796,0.0370981,0.0162739,0.0182376,0.0189488,0.0335811,0.0444705,0.0099234,0.0164351,0.010597,0.0133563,0.0126282,0.0330419,0.00945148,0.01133,0.00616732,0.0285509,0.0322333,0.00457683,0.0270986,0.0199372,0,0,0,0,0,0,0,0,0
71,0,0.0315845,0,0,0,0,0.0325924,0,0,0,0.0189827,0.0203693,0.0131294,0.0188099,0,0,0.031486,0,0.0333722,0.0196186,0.0406807,0.011713,0.0116526,0.00745172,0.0352099,0.0610842,0.00566549,0.00694772,0.00715521,0.0103912,0.0123216,0.00977862,0.0267635,0.027258,0.0389272,0.0102536,0.00717198,0.0106742,0.0326416,0.0133011,0.0210021,0.027009,0,0,0.0344385,0,0.0313488,0.0186616,0.0370599,0.0163427,0.0184457,0.0189685,0.0334773,0.0455574,0.0100518,0.0164329,0.010562,0.0133744,0.0126908,0.0330625,0.00950619,0.0113811,0.00618353,0.028958,0.0317069,0.00463497,0.0268098,0.0206803,0,0,0,0,0,0,0,0,0
72,0,0.0323051,0,0,0,0,0.0324154,0,0,0,0.0188654,0.0203955,0.0130411,0.0187995,0,0,0.0317492,0,0.0333593,0.0197628,0.0407554,0.0116987,0.0117167,0.00754159,0.0351216,0.061213,0.00562361,0.00695569,0.00722116,0.0103864,0.0122697,0.00975144,0.0267779,0.0270585,0.0390256,0.0102365,0.00699401,0.0107148,0.032706,0.0133646,0.0210538,0.0277791,0,0,0.0342337,0,0.0313269,0.0185302,0.0370387,0.0163767,0.0184383,0.018971,0.0334178,0.046672,0.0102677,0.0164695,0.0105779,0.0135003,0.0126959,0.0330632,0.00953594,0.0114118,0.00620548,0.0293804,0.0311204,0.00469911,0.026511,0.0213976,0,0,0,0,0,0,0,0,0
