Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,,x79,x81
672,0.0276027,0,0,0,0,0.0400387,0,0,0,0,0,0,0.0449427,0.0197452,0.0310365,0.0184821,0,0,0.0336002,0,0.0343979,0.0197922,0.0364136,0.0237258,0.0104056,0.0118865,0.034868,0.0683513,0.0176035,0.0177552,0.0130959,0.0157256,0.0230933,0.0177174,0.0200445,0.0497886,0.042829,0.00978382,0.00940509,0.0133209,0.0281602,0.0157027,0.0188506,0.0333926,0,0,0.0334358,0,0.0346513,0.0190466,0.0406454,0.0254075,0.0208398,0.0203815,0.0318098,0.037697,0.00736853,0.0152101,0.00913586,0.0101812,0.0161707,0.0315855,0.00848772,0.0174375,0.0143795,0.0278529,0.0347747,0.0023691,0.0342104,0.0180835,0,0,0,0,0,0,0
673,0.0275993,0,0,0,0,0.0400406,0,0,0,0,0,0,0.044527,0.0197667,0.0310174,0.0185223,0,0,0.0335725,0,0.0343873,0.0197424,0.0363102,0.0237274,0.0101779,0.0119334,0.035068,0.0683568,0.017638,0.0177995,0.0131386,0.0157343,0.0230824,0.0177163,0.0200422,0.0496914,0.0429188,0.00978696,0.00938756,0.0133058,0.0282056,0.0156771,0.0188338,0.0334039,0,0,0.0336843,0,0.034637,0.0190642,0.0407818,0.0253927,0.0208269,0.0203795,0.0318373,0.0377344,0.00742171,0.0152049,0.00913314,0.0102286,0.0162108,0.031581,0.00843543,0.0174528,0.0144299,0.027893,0.0347355,0.00221303,0.0341978,0.0181148,0,0,0,0,0,0,0
674,0.0276315,0,0,0,0,0.0400341,0,0,0,0,0,0,0.0440727,0.0197495,0.0310437,0.0185415,0,0,0.0335276,0,0.034398,0.0196845,0.0363184,0.0237276,0.0103326,0.0119469,0.0352258,0.0683663,0.0176609,0.0178141,0.0131432,0.0157646,0.0231307,0.0177795,0.0200387,0.0497951,0.0428367,0.00977293,0.0093953,0.0133186,0.0282472,0.0156898,0.0188743,0.0334191,0,0,0.0336388,0,0.0346105,0.0191006,0.0407552,0.0254211,0.0207796,0.0203613,0.0319097,0.0377669,0.00741424,0.01522,0.00912841,0.010209,0.0163188,0.0316097,0.00843079,0.0174543,0.0144517,0.0279318,0.0347737,0.00200738,0.0341901,0.0181845,0,0,0,0,0,0,0
675,0.0276298,0,0,0,0,0.0400397,0,0,0,0,0,0,0.0441192,0.0197701,0.0310066,0.0185852,0,0,0.0335131,0,0.0343786,0.0196805,0.0362884,0.0236832,0.0102619,0.0119517,0.0352078,0.0683751,0.0176605,0.0177909,0.0131433,0.0157571,0.0231216,0.0177581,0.0200264,0.0497614,0.0427624,0.00976574,0.00937172,0.0133049,0.0282363,0.0156924,0.0189155,0.0334279,0,0,0.0335787,0,0.0345883,0.0191954,0.0408023,0.0254088,0.020767,0.0203595,0.031972,0.0378153,0.0074073,0.0152155,0.00913758,0.0102215,0.0163353,0.0315972,0.00840745,0.0174439,0.0144083,0.0280129,0.0348875,0.00185067,0.0341946,0.0181643,0,0,0,0,0,0,0
676,0.0276185,0,0,0,0,0.0400475,0,0,0,0,0,0,0.0432783,0.0198398,0.0309964,0.0186091,0,0,0.0334953,0,0.0343388,0.0197204,0.0362832,0.0236661,0.0102307,0.0119724,0.0351677,0.0684167,0.017647,0.0177865,0.013136,0.0157765,0.0231709,0.0177851,0.0200129,0.0498527,0.0427731,0.00976385,0.00937259,0.0132814,0.0282149,0.0156788,0.0189722,0.0334304,0,0,0.0336179,0,0.034584,0.0192515,0.0408638,0.0254036,0.0207809,0.0203496,0.0320626,0.0378339,0.00741879,0.0152301,0.00914548,0.0102394,0.0162843,0.0315848,0.00835424,0.0174161,0.0143799,0.0280544,0.0349204,0.0017515,0.0342149,0.0181541,0,0,0,0,0,0,0
677,0.0276151,0,0,0,0,0.0400414,0,0,0,0,0,0,0.0430936,0.0198886,0.0309962,0.0186226,0,0,0.0334882,0,0.0343236,0.0197407,0.0363357,0.0236369,0.0104184,0.0119601,0.0352844,0.0684423,0.0176168,0.0177619,0.0130963,0.0157676,0.0231745,0.0177959,0.0199986,0.0499465,0.0427727,0.00975404,0.00937595,0.0133068,0.028185,0.0157063,0.0190126,0.0333908,0,0,0.0336698,0,0.0345859,0.0192264,0.0407833,0.0254318,0.020737,0.0203353,0.0320901,0.0377873,0.00740584,0.0152586,0.00913893,0.0102164,0.0162614,0.0316005,0.00836216,0.0174171,0.014366,0.0280416,0.0349083,0.00187609,0.0342388,0.0181446,0,0,0,0,0,0,0
678,0.0276307,0,0,0,0,0.0400191,0,0,0,0,0,0,0.0435281,0.0199005,0.0309621,0.0186441,0,0,0.0334956,0,0.0343364,0.0197207,0.0364578,0.0235518,0.0107923,0.0118857,0.0353081,0.068485,0.0175621,0.0177181,0.0129919,0.0157294,0.0231413,0.0177585,0.0199683,0.0500122,0.0427536,0.0097353,0.00938512,0.0133469,0.028132,0.0157367,0.01905,0.033316,0,0,0.0335844,0,0.0345945,0.0191194,0.040646,0.0254327,0.0206604,0.0203271,0.0320914,0.0376918,0.00734232,0.0152792,0.00913473,0.0101602,0.0162811,0.0316395,0.00839254,0.0174502,0.0143475,0.027937,0.0348621,0.00213098,0.0342515,0.018105,0,0,0,0,0,0,0
679,0.0276248,0,0,0,0,0.0400166,0,0,0,0,0,0,0.0434081,0.0199032,0.0309421,0.0186212,0,0,0.0335144,0,0.0343492,0.0197115,0.0364988,0.0235005,0.0109147,0.0118813,0.0352743,0.0685077,0.0175575,0.0177307,0.0129608,0.0157405,0.0231667,0.0177586,0.0199641,0.0500468,0.0427371,0.00973405,0.00938428,0.0133513,0.0281213,0.0157646,0.0190544,0.0333281,0,0,0.033458,0,0.0346495,0.0190302,0.0406131,0.0254502,0.0206398,0.020331,0.0321038,0.0376328,0.00731078,0.0152849,0.00914081,0.0101553,0.0163156,0.031638,0.00842066,0.0174649,0.0143396,0.0278889,0.0348278,0.00226763,0.0342753,0.0181116,0,0,0,0,0,0,0
680,0.0275851,0,0,0,0,0.0400126,0,0,0,0,0,0,0.0430921,0.0199112,0.0309306,0.018642,0,0,0.0335163,0,0.0343588,0.0197022,0.0364784,0.023473,0.0108847,0.0119037,0.0352995,0.0685026,0.0175684,0.0177679,0.0129768,0.0157663,0.0231856,0.0177678,0.0199679,0.0500578,0.0427252,0.00974415,0.00936336,0.013321,0.0281805,0.0157664,0.0190688,0.0333412,0,0,0.0334618,0,0.0347371,0.0190049,0.0406293,0.0254328,0.020648,0.0203218,0.0321404,0.0375996,0.00729822,0.0152815,0.00913592,0.0101671,0.0163158,0.0316249,0.00842289,0.0174252,0.0143374,0.0278908,0.0348391,0.00222304,0.0342628,0.0180863,0,0,0,0,0,0,0
681,0.0275259,0,0,0,0,0.0400201,0,0,0,0,0,0,0.043218,0.0199442,0.0309382,0.0186852,0,0,0.0334878,0,0.0343738,0.0196597,0.0364684,0.0234835,0.0108288,0.011913,0.0353339,0.0685217,0.0175669,0.0177683,0.0129881,0.0157499,0.0231709,0.0177735,0.0199881,0.0500478,0.0427059,0.00975138,0.00934652,0.0133188,0.028186,0.0157496,0.0191018,0.0333332,0,0,0.0335029,0,0.0347498,0.0190313,0.0406487,0.0253988,0.020659,0.0203041,0.0321497,0.0375849,0.00729817,0.0152822,0.00912534,0.0101717,0.0163251,0.0316149,0.00842676,0.0174001,0.0143429,0.027907,0.0349157,0.00214334,0.0342616,0.0181362,0,0,0,0,0,0,0
682,0.0274955,0,0,0,0,0.040013,0,0,0,0,0,0,0.0434703,0.0199403,0.030966,0.0187127,0,0,0.0334538,0,0.0343757,0.0196263,0.0364647,0.023515,0.0108018,0.0119226,0.0353287,0.068559,0.0175733,0.017736,0.0129791,0.0157449,0.0231781,0.017797,0.0199841,0.050014,0.0426811,0.00974133,0.00932608,0.0132855,0.028144,0.0157032,0.0191319,0.0333086,0,0,0.0334105,0,0.0347318,0.0190243,0.0406502,0.0253114,0.0206849,0.0202929,0.0321381,0.0375372,0.00734421,0.0152745,0.00910371,0.0101637,0.016342,0.0316024,0.00847528,0.0173923,0.01429,0.0278815,0.0349127,0.00220868,0.0342672,0.0182445,0,0,0,0,0,0,0
683,0.0275764,0,0,0,0,0.040026,0,0,0,0,0,0,0.043481,0.0199599,0.0309647,0.0187327,0,0,0.0334389,0,0.0343687,0.0196155,0.0364695,0.0235103,0.0107993,0.0119218,0.0353748,0.0685792,0.0175768,0.0177221,0.0129933,0.0157383,0.0231865,0.0177878,0.0199671,0.049996,0.042671,0.00973851,0.00932293,0.013318,0.0280563,0.0157166,0.0191533,0.0333518,0,0,0.0333499,0,0.0346802,0.0190556,0.040652,0.0252986,0.0206611,0.0202576,0.0322028,0.0375385,0.00735775,0.0152745,0.00910087,0.0101563,0.0163061,0.0316289,0.00846014,0.0174257,0.0142552,0.0278877,0.0348686,0.0022209,0.0342952,0.018253,0,0,0,0,0,0,0
684,0.0276495,0,0,0,0,0.0400497,0,0,0,0,0,0,0.0434334,0.0199529,0.0309419,0.0187395,0,0,0.0334202,0,0.0343557,0.0196194,0.0364786,0.0234831,0.0107814,0.0119029,0.0354258,0.0685102,0.0175616,0.0177217,0.0129837,0.0157451,0.0231852,0.0177502,0.0199602,0.0499992,0.0426336,0.00972848,0.00931333,0.0133641,0.0280444,0.0157378,0.0191823,0.033474,0,0,0.0334552,0,0.0346549,0.0191148,0.0406448,0.0253062,0.0206413,0.0201997,0.032261,0.0375839,0.00735193,0.0152804,0.00911121,0.0101691,0.0162802,0.0316764,0.00842889,0.0173806,0.0142763,0.0279574,0.0347887,0.00224052,0.0343225,0.0180472,0,0,0,0,0,0,0
685,0.0276989,0,0,0,0,0.0400824,0,0,0,0,0,0,0.0432981,0.0199606,0.0309233,0.0187217,0,0,0.0334228,0,0.0343482,0.0196446,0.036474,0.0234636,0.0107519,0.0119027,0.0355019,0.0684273,0.0175434,0.0177304,0.0129754,0.0157509,0.0231906,0.0177374,0.0199578,0.050024,0.0425721,0.00971401,0.00929491,0.013348,0.0280559,0.0157241,0.0192202,0.0336324,0,0,0.0335879,0,0.0346439,0.019191,0.0406584,0.0253016,0.0206389,0.0201591,0.0323106,0.0376274,0.00732489,0.0152795,0.00910837,0.0101811,0.0163033,0.031681,0.0084395,0.017341,0.0142637,0.02804,0.0347708,0.00224749,0.0343479,0.0178335,0,0,0,0,0,0,0
686,0.0276881,0,0,0,0,0.040078,0,0,0,0,0,0,0.0430457,0.0199306,0.0308987,0.0186783,0,0,0.0334364,0,0.0343478,0.0196474,0.0364583,0.0234452,0.0107178,0.0119156,0.0355161,0.0684309,0.017541,0.0177315,0.0129745,0.0157439,0.0231835,0.0177396,0.0199622,0.0500177,0.0425453,0.00971081,0.00927711,0.0133214,0.0280337,0.0157211,0.0192459,0.0336106,0,0,0.0335804,0,0.0346292,0.0191917,0.0406569,0.0253206,0.0206656,0.02016,0.0323465,0.0376103,0.00730871,0.0152962,0.00911478,0.0101827,0.0163578,0.0316834,0.00843125,0.0172816,0.014241,0.0280114,0.0347821,0.0022523,0.0343342,0.0179288,0,0,0,0,0,0,0
687,0.0277076,0,0,0,0,0.0400411,0,0,0,0,0,0,0.0429133,0.0199011,0.0308634,0.0186859,0,0,0.0334412,0,0.0343737,0.0196081,0.0364652,0.023406,0.0107185,0.0119234,0.0355014,0.0684857,0.0175281,0.0177129,0.0129759,0.0157158,0.0231388,0.0177294,0.0199602,0.0499937,0.0425453,0.00972274,0.00925337,0.0133301,0.0280469,0.0157336,0.0192526,0.0334497,0,0,0.0334337,0,0.0346726,0.0190993,0.0406431,0.0253446,0.020684,0.0201366,0.0323219,0.0375139,0.00732751,0.015316,0.00912334,0.0101698,0.0163335,0.0317089,0.00841344,0.0172757,0.0142451,0.0279281,0.0347392,0.00226896,0.0343209,0.0181517,0,0,0,0,0,0,0
688,0.0279739,0,0,0,0,0.0400516,0,0,0,0,0,0,0.0429166,0.0199061,0.0308235,0.0187314,0,0,0.0334298,0,0.0343491,0.0196122,0.03646,0.0233643,0.0107109,0.0119118,0.0355378,0.068501,0.017523,0.0177281,0.0129631,0.0156925,0.0231049,0.0177142,0.0199582,0.0499411,0.0425448,0.00973799,0.00923973,0.0133245,0.0280133,0.0157494,0.0192517,0.0334571,0,0,0.033333,0,0.0346753,0.0190567,0.0406512,0.025356,0.0206941,0.0201216,0.0323714,0.0374558,0.00734636,0.015307,0.00910897,0.0101582,0.0163438,0.0317137,0.00842359,0.0172878,0.0142299,0.027916,0.0347432,0.00224071,0.0343474,0.0181822,0,0,0,0,0,0,0
689,0.0280926,0,0,0,0,0.0400761,0,0,0,0,0,0,0.043055,0.0199278,0.0308222,0.0186955,0,0,0.0334062,0,0.0343354,0.0196262,0.0364051,0.0233871,0.010594,0.0119249,0.035633,0.0684571,0.0175537,0.0177647,0.0129761,0.0156919,0.0231212,0.0177501,0.019976,0.0498742,0.0425272,0.00972726,0.00924459,0.0132985,0.0279869,0.0157522,0.0192431,0.0336087,0,0,0.0334053,0,0.0346438,0.0191079,0.0406959,0.0253787,0.0207161,0.0201532,0.0324264,0.0374918,0.00736647,0.0152729,0.00908948,0.0101706,0.0163948,0.0316923,0.00845331,0.0173115,0.0142239,0.0280083,0.0348307,0.00217545,0.0343606,0.0179439,0,0,0,0,0,0,0
690,0.0280416,0,0,0,0,0.0400502,0,0,0,0,0,0,0.043058,0.0199017,0.0308499,0.0186841,0,0,0.0334015,0,0.0343545,0.019606,0.0362831,0.0234364,0.0103037,0.0119594,0.0357368,0.0684533,0.0176116,0.0178072,0.0130283,0.0157168,0.0231218,0.0177614,0.0200117,0.0497888,0.0424949,0.009718,0.00922153,0.0132884,0.028011,0.0157594,0.0192227,0.0336976,0,0,0.0337314,0,0.0346055,0.0192032,0.0407999,0.0254212,0.0207782,0.020191,0.0325579,0.0375869,0.00742836,0.0152432,0.00907685,0.010224,0.0163898,0.0316607,0.00846483,0.0173397,0.0142674,0.02808,0.0349712,0.00209626,0.0343048,0.0178048,0,0,0,0,0,0,0
691,0.0281214,0,0,0,0,0.0399887,0,0,0,0,0,0,0.0429735,0.0198481,0.0308993,0.0187156,0,0,0.0333685,0,0.0344053,0.0195268,0.0362243,0.023499,0.0101365,0.0119991,0.0357717,0.0685165,0.0176449,0.0178364,0.0130923,0.0157529,0.0231382,0.0177545,0.020041,0.0497859,0.0424578,0.00970535,0.00918219,0.0132983,0.0281032,0.0157848,0.0192278,0.0336568,0,0,0.034145,0,0.0346206,0.019215,0.0408734,0.0254912,0.0208151,0.0202216,0.0326626,0.0375691,0.00748566,0.0152283,0.00908188,0.0102648,0.0163894,0.031641,0.00847418,0.0173842,0.014331,0.0280541,0.035038,0.00209327,0.0342485,0.0177059,0,0,0,0,0,0,0
692,0.0280713,0,0,0,0,0.0400301,0,0,0,0,0,0,0.0428708,0.0198504,0.0309053,0.0187291,0,0,0.0334028,0,0.0344399,0.0195205,0.0362225,0.0235031,0.010118,0.0119939,0.0357999,0.068592,0.0176137,0.0178198,0.0130937,0.0157634,0.0231561,0.0177436,0.0200391,0.0498056,0.0424934,0.00971177,0.00918175,0.0132857,0.0281028,0.0158113,0.0192403,0.0336535,0,0,0.0338459,0,0.0346447,0.0192323,0.0408759,0.0255162,0.0208288,0.0202367,0.0326953,0.0375713,0.00747624,0.0152193,0.00909474,0.0102646,0.0164308,0.0316257,0.00846696,0.0174512,0.0143392,0.0281008,0.0350431,0.00211497,0.0343175,0.017758,0,0,0,0,0,0,0
693,0.027848,0,0,0,0,0.0400464,0,0,0,0,0,0,0.0430297,0.0198275,0.0309201,0.0187057,0,0,0.0334642,0,0.0344614,0.0195711,0.0363482,0.0234822,0.0104407,0.011956,0.0358698,0.0686257,0.0175423,0.0177856,0.0130528,0.0157718,0.0232033,0.0177539,0.0200232,0.0499683,0.042572,0.00973291,0.00917668,0.0133054,0.0280692,0.0158472,0.0192942,0.0336465,0,0,0.0336896,0,0.0346435,0.0192019,0.0407058,0.0255252,0.0208262,0.0202261,0.0326163,0.0375238,0.00740438,0.0152301,0.00909848,0.0101944,0.0164695,0.0316513,0.00848998,0.0174849,0.0142861,0.0280523,0.0350399,0.00212864,0.0343373,0.0178777,0,0,0,0,0,0,0
694,0.0277734,0,0,0,0,0.0400102,0,0,0,0,0,0,0.0433572,0.0197796,0.030942,0.0186614,0,0,0.0335556,0,0.0344786,0.0196406,0.0366277,0.0233697,0.0113082,0.0118745,0.0359752,0.0686878,0.0174681,0.0177701,0.012944,0.0157714,0.0233018,0.0177897,0.0199926,0.0503925,0.0426922,0.00974069,0.00916257,0.0133611,0.0279964,0.0159351,0.0193779,0.0336376,0,0,0.0334969,0,0.0346363,0.0190685,0.0403893,0.0255865,0.0208268,0.0201967,0.0324921,0.037386,0.00724815,0.0152696,0.00908795,0.0100319,0.0165194,0.0317294,0.00855274,0.017526,0.0141875,0.0278807,0.035004,0.0021853,0.034297,0.0179416,0,0,0,0,0,0,0
695,0.0279312,0,0,0,0,0.0400325,0,0,0,0,0,0,0.0435921,0.0197794,0.0309175,0.0186584,0,0,0.0336145,0,0.0344859,0.019693,0.0367705,0.0232755,0.0117359,0.0118143,0.0360222,0.0685754,0.0174385,0.0177801,0.0128998,0.0157146,0.0233093,0.0177853,0.0199549,0.0505767,0.0428068,0.0097347,0.00916209,0.0133968,0.0280212,0.0159658,0.0194455,0.0337481,0,0,0.033475,0,0.0346689,0.0189641,0.0402442,0.0256245,0.0208198,0.0201405,0.032494,0.0373327,0.00716544,0.0152972,0.00907984,0.00992776,0.0164937,0.0317974,0.00859617,0.0175122,0.0141833,0.0278397,0.0349077,0.00228593,0.0343098,0.017648,0,0,0,0,0,0,0
696,0.0281586,0,0,0,0,0.0400589,0,0,0,0,0,0,0.0436568,0.0197869,0.030943,0.0186899,0,0,0.0336588,0,0.0344723,0.0197367,0.0367712,0.0232637,0.0117569,0.0118176,0.0359881,0.0685336,0.0174513,0.0178141,0.0129166,0.0157137,0.0233179,0.0177968,0.0199419,0.050563,0.0428331,0.00974079,0.00914822,0.0133927,0.0280454,0.0159735,0.0194472,0.0337965,0,0,0.0335003,0,0.0346752,0.0189336,0.0402404,0.0256324,0.0208039,0.0201225,0.0325035,0.037324,0.00715136,0.015297,0.00908183,0.00990664,0.0164871,0.0318138,0.00859073,0.0174641,0.0141682,0.0278274,0.0348301,0.002337,0.0343393,0.0175039,0,0,0,0,0,0,0
697,0.0281063,0,0,0,0,0.0400078,0,0,0,0,0,0,0.0435218,0.0197907,0.0309669,0.0187054,0,0,0.0336652,0,0.034472,0.0197368,0.0366381,0.0233356,0.0113387,0.0118697,0.0359423,0.0686429,0.0174739,0.0178499,0.0129662,0.0157447,0.0233124,0.0178164,0.0199674,0.0504317,0.0428665,0.00974759,0.00912077,0.0133895,0.0280407,0.0159752,0.0193849,0.0335728,0,0,0.0334765,0,0.0346342,0.0189252,0.0403863,0.0256501,0.0208134,0.0201406,0.0324568,0.0372684,0.00720001,0.01528,0.00909516,0.00996538,0.0164561,0.0317963,0.00856361,0.017429,0.0142019,0.027737,0.0347426,0.00230073,0.0342857,0.0178804,0,0,0,0,0,0,0
698,0.028032,0,0,0,0,0.0399959,0,0,0,0,0,0,0.0431253,0.0198044,0.0309131,0.0187321,0,0,0.0336569,0,0.034471,0.0197159,0.0363718,0.0234277,0.0104896,0.0119436,0.0359606,0.068673,0.0175071,0.0178642,0.0130361,0.0157161,0.0232059,0.0177945,0.020004,0.0500132,0.0428327,0.00976143,0.00908479,0.0133512,0.0280527,0.0159271,0.0193163,0.0334348,0,0,0.0335351,0,0.0345826,0.0189902,0.0406726,0.025654,0.0208548,0.020172,0.0325001,0.0373109,0.0073447,0.0152385,0.00909381,0.010102,0.0163539,0.031739,0.00851022,0.0174215,0.0142953,0.0277574,0.0347002,0.00216404,0.0342661,0.0181227,0,0,0,0,0,0,0
699,0.028024,0,0,0,0,0.0400317,0,0,0,0,0,0,0.042857,0.0198421,0.0308473,0.0187715,0,0,0.0336698,0,0.0344388,0.0197033,0.0362703,0.0234684,0.0101648,0.0119466,0.0359037,0.0685942,0.0175249,0.0178303,0.0130271,0.0156598,0.0230964,0.017779,0.0200028,0.0496373,0.0427589,0.0097812,0.0090747,0.0133083,0.0281118,0.0159082,0.0193042,0.0334872,0,0,0.0336133,0,0.0346375,0.0190737,0.0408227,0.0256874,0.0208556,0.0201747,0.0325822,0.0373546,0.00740347,0.0152312,0.00908422,0.0101946,0.0162114,0.0317074,0.00854865,0.0174449,0.0143659,0.0278454,0.0347315,0.00199184,0.0343064,0.0180211,0,0,0,0,0,0,0
700,0.0280475,0,0,0,0,0.040077,0,0,0,0,0,0,0.0428794,0.0198316,0.0308273,0.0187764,0,0,0.0336276,0,0.0344335,0.0197003,0.0363458,0.0234718,0.010221,0.0119489,0.0358885,0.0685243,0.0175049,0.0178124,0.0129994,0.015684,0.023117,0.0178103,0.0200031,0.0496173,0.0427166,0.00978018,0.00911731,0.0133004,0.0281803,0.0159167,0.0193212,0.0335892,0,0,0.0337512,0,0.0346923,0.0191155,0.0408331,0.0256897,0.020829,0.0201453,0.0326143,0.0373643,0.00738619,0.0152388,0.00908054,0.010191,0.0162255,0.0317077,0.00857012,0.0175388,0.0143551,0.0279253,0.0347582,0.0020138,0.0343552,0.0178031,0,0,0,0,0,0,0
701,0.0279524,0,0,0,0,0.0400423,0,0,0,0,0,0,0.0430942,0.019798,0.0308528,0.0187452,0,0,0.0336251,0,0.03447,0.019675,0.0365662,0.0233987,0.0106649,0.0119185,0.0358934,0.0685578,0.0174332,0.0178151,0.0129412,0.0157009,0.0232019,0.0178328,0.019973,0.0498886,0.0427505,0.00975878,0.00910576,0.0133407,0.0281753,0.0159556,0.019349,0.0335209,0,0,0.03386,0,0.0347424,0.0190199,0.0406825,0.0256971,0.0208065,0.020123,0.0325932,0.037281,0.00730192,0.0152517,0.0090864,0.0100828,0.0163326,0.0317388,0.00860403,0.0175624,0.0143243,0.0278427,0.0347572,0.00219826,0.0343347,0.017908,0,0,0,0,0,0,0
702,0.0279057,0,0,0,0,0.0400189,0,0,0,0,0,0,0.0434612,0.0197659,0.0309175,0.0187223,0,0,0.0337225,0,0.0344886,0.0197189,0.0368422,0.0233088,0.0114763,0.0118622,0.035899,0.0685963,0.0173738,0.0178306,0.0128735,0.0157028,0.0233253,0.0178723,0.0199439,0.0503459,0.042845,0.00976244,0.00904922,0.013377,0.0281644,0.0160134,0.0193937,0.0334693,0,0,0.033755,0,0.0348255,0.018874,0.0404097,0.0257233,0.0207858,0.020112,0.0325521,0.0371441,0.00713998,0.0152644,0.00907594,0.00992927,0.0163544,0.0317809,0.00867107,0.0175924,0.0142492,0.0277141,0.0347994,0.00230955,0.0343148,0.0180004,0,0,0,0,0,0,0
703,0.0279056,0,0,0,0,0.0400193,0,0,0,0,0,0,0.0433453,0.0197315,0.0308715,0.0187196,0,0,0.0337579,0,0.0344583,0.0197423,0.0368216,0.0232865,0.0113486,0.011877,0.0358761,0.0685969,0.0173746,0.0178408,0.0129009,0.0156709,0.0232967,0.0178071,0.0199228,0.0502888,0.042866,0.00978964,0.00898847,0.0133436,0.0281542,0.015954,0.0193794,0.0334442,0,0,0.0336991,0,0.0348518,0.018859,0.0404391,0.0256475,0.0207946,0.0200997,0.0325286,0.0371319,0.00713992,0.0152328,0.00905174,0.00993715,0.0163605,0.0317858,0.00867468,0.0175464,0.0142989,0.0277039,0.0348356,0.00223049,0.0343213,0.017976,0,0,0,0,0,0,0
704,0.0278994,0,0,0,0,0.0400209,0,0,0,0,0,0,0.0430183,0.0197405,0.0307912,0.0187238,0,0,0.0337563,0,0.0344377,0.0197472,0.036685,0.0232927,0.0107053,0.0119441,0.0358433,0.0685812,0.0174044,0.0178591,0.0129633,0.0156667,0.0232195,0.0177377,0.0199294,0.0500205,0.0428758,0.0098297,0.00895741,0.0133235,0.0281355,0.0159089,0.0193346,0.0334081,0,0,0.0337492,0,0.0348219,0.0188946,0.0406615,0.0256221,0.0208179,0.0201028,0.0325301,0.0371794,0.00724085,0.0151992,0.00904401,0.0100333,0.0163105,0.0317569,0.00864593,0.0174632,0.0143413,0.0277515,0.0348497,0.00221095,0.0343255,0.0179761,0,0,0,0,0,0,0
705,0.0278667,0,0,0,0,0.0400143,0,0,0,0,0,0,0.0433439,0.0197597,0.0308348,0.0186957,0,0,0.0338053,0,0.0344668,0.0197491,0.0368843,0.0232827,0.0112831,0.0118933,0.0358765,0.0685991,0.0174002,0.0178469,0.0129164,0.0156816,0.0232699,0.017796,0.0199324,0.0502878,0.0428875,0.0098378,0.00898059,0.0133832,0.0281329,0.0159773,0.0193679,0.0334041,0,0,0.03377,0,0.0348355,0.0188581,0.0404627,0.0257124,0.0208091,0.0200808,0.0325154,0.0371297,0.00715184,0.0152633,0.00904587,0.00994484,0.016272,0.0318085,0.00865306,0.0174874,0.0143285,0.0277122,0.0348133,0.00221478,0.0343236,0.0180413,0,0,0,0,0,0,0
706,0.0278529,0,0,0,0,0.0400197,0,0,0,0,0,0,0.0437043,0.019775,0.0309076,0.0187008,0,0,0.0338653,0,0.0345046,0.0197584,0.0370602,0.0232847,0.0117319,0.0118667,0.0358854,0.068607,0.0173765,0.0178644,0.0128945,0.0157153,0.0233663,0.017852,0.019931,0.0506197,0.0428964,0.00981405,0.00899986,0.0134178,0.0281189,0.0160227,0.0194054,0.0334106,0,0,0.0338069,0,0.0348543,0.0187992,0.0402887,0.0257282,0.0208228,0.0200716,0.032533,0.0370643,0.00706456,0.015288,0.00905651,0.00984659,0.0163551,0.031831,0.00865435,0.0174734,0.014255,0.0276696,0.0347698,0.00213071,0.0343081,0.0180412,0,0,0,0,0,0,0
707,0.0278157,0,0,0,0,0.0400235,0,0,0,0,0,0,0.0438567,0.0198009,0.0309803,0.01876,0,0,0.0339202,0,0.0345176,0.0197842,0.0371284,0.0233306,0.0118217,0.0118758,0.0358532,0.0685928,0.0173581,0.0178819,0.0129095,0.0157385,0.0234089,0.0178664,0.0199258,0.0507291,0.0429034,0.00981465,0.00900156,0.0134214,0.0281422,0.0160181,0.0193836,0.0333768,0,0,0.0337837,0,0.0348865,0.0187444,0.0402168,0.0257169,0.0208553,0.0200558,0.0324704,0.0370044,0.00699933,0.0152825,0.00906046,0.00979183,0.0163891,0.03182,0.00865302,0.0174433,0.0142039,0.0276334,0.0346911,0.00219465,0.034309,0.0180497,0,0,0,0,0,0,0
708,0.0277821,0,0,0,0,0.0400075,0,0,0,0,0,0,0.043872,0.0197648,0.0310018,0.0187428,0,0,0.0339591,0,0.0345041,0.0198457,0.0371416,0.0233362,0.0117797,0.0118905,0.0358128,0.0685745,0.01735,0.0178959,0.0129248,0.0157362,0.0234119,0.01785,0.0199225,0.050745,0.0429306,0.00983387,0.00898819,0.0134251,0.0281294,0.0160134,0.0193631,0.0333406,0,0,0.0337942,0,0.0348816,0.0187204,0.0402246,0.0256823,0.0208781,0.0200313,0.0324087,0.0369661,0.00699679,0.0152746,0.00904044,0.0097882,0.0163809,0.0318092,0.00865486,0.0174456,0.0141943,0.0275903,0.0346163,0.00221719,0.0343106,0.0180749,0,0,0,0,0,0,0
