Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,,x72,x73,x79,x80,x78,x74,x75
35,0.0156569,0,0,0,0,0.0283375,0,0,0,0,0,0,0.0208821,0.0222942,0.00967759,0.0183518,0,0,0.0255138,0,0.0324553,0.0145477,0.0423879,0.00817251,0.0112453,0.00725799,0.0334861,0.0600742,0.00761498,0.00733419,0.00765786,0.00979348,0.0122604,0.00819115,0.0264941,0.032848,0.0355353,0.0118101,0.00088297,0.0107468,0.0340751,0.0126688,0.020775,0.00767022,0,0,0.011205,0,0.0259429,0.0238739,0.0382931,0.0163778,0.0180005,0.0209827,0.031507,0.0201068,0,0.0171361,0.0117233,0.0143967,0.0120666,0.0314788,0.00913558,0.0106711,0.00679076,0.0110124,0.0359116,0.0110631,0.0263893,0.00564307,0,0,0,0,0,0,0,0,0,0
36,0.0159659,0,0,0,0,0.0282836,0,0,0,0,0,0,0.0209524,0.0222811,0.00973127,0.0181291,0,0,0.0254871,0,0.0324644,0.0145027,0.0422485,0.00824102,0.0111112,0.00718445,0.03331,0.0599304,0.00761378,0.00728958,0.00762173,0.00981355,0.0122791,0.00821353,0.0265564,0.0328306,0.0353203,0.0118618,0.000847229,0.0108629,0.0340964,0.0127647,0.0206665,0.00755806,0,0,0.0110901,0,0.0260224,0.0238777,0.0382831,0.0166188,0.0179615,0.0209749,0.0312891,0.0203011,0.0104369,0.0171478,0.0117117,0.0142806,0.0121569,0.0314126,0.00915116,0.010767,0.00702842,0.0110019,0.0358714,0.0111718,0.0262354,0.0059623,0,0,0,0,0,0,0,0,0,0
37,0.0162265,0,0,0,0,0.028223,0,0,0,0,0,0,0.0208942,0.0222664,0.00976254,0.0181752,0,0,0.0254824,0,0.0324508,0.014424,0.0422408,0.00830749,0.0110427,0.00720237,0.0331087,0.0597327,0.00762282,0.00724852,0.0076186,0.00979552,0.0122674,0.00819529,0.02656,0.032767,0.0351627,0.0118417,0.000885243,0.0108029,0.0340778,0.0127617,0.0206676,0.00743744,0,0,0.0109498,0,0.0260376,0.0238316,0.038258,0.0166236,0.0179267,0.0209569,0.031054,0.0204509,0.0105243,0.0171656,0.0117254,0.0142691,0.0121577,0.0313832,0.00912887,0.0107698,0.00698802,0.0110036,0.0358242,0.0112567,0.0261026,0.00625814,0,0,0,0,0,0,0,0,0,0
38,0.0124618,0,0,0,0,0.027018,0,0,0,0,0,0,0.0200841,0.022439,0.00956074,0.0175514,0,0,0.0249448,0,0.032404,0.0137551,0.0427157,0.00817652,0.010348,0.00746945,0.0297972,0.0597975,0.00763165,0.00715011,0.00793191,0.00954187,0.0118505,0.00791439,0.0263226,0.0318162,0.0345807,0.0122052,0.000631034,0.0107911,0.0171929,0.0127257,0.0197637,0.00589565,0,0,0.00553917,0,0,0.013008,0.038028,0.0164404,0.017488,0.0207197,0.027707,0.0155004,0.0104049,0.0171856,0.0117168,0.0142532,0.0121354,0.0315416,0.00918136,0.0108631,0.00674516,0.00771673,0.0201293,0.0121122,0.0261856,0.00594569,0,0,0,0,0,0,0,0,0,0
39,0.0125822,0,0,0,0,0.027009,0,0,0,0,0,0,0.0200593,0.0226292,0.00959443,0.0175666,0,0,0.0250423,0,0.0322,0.0138947,0.0427717,0.0081822,0.010309,0.00751466,0.0295729,0.0596602,0.00768159,0.00700414,0.00799081,0.00954948,0.0118334,0.00789213,0.0263079,0.0318064,0.0346817,0.0122624,0.00092493,0.0107498,0.0172101,0.0127253,0.0196357,0.00586023,0,0,0.00557459,0,0,0.0129943,0.0380263,0.0163723,0.0175449,0.0206565,0.0274738,0.0155551,0,0.0172266,0.0118045,0.0143717,0.0120329,0.0315592,0.0091941,0.0108116,0.0066385,0.00781556,0.0198503,0.0121644,0.0261157,0.00610565,0,0,0,0,0,0,0,0,0,0
40,0.0168453,0,0,0,0,0.0280481,0,0,0,0,0,0,0.0207844,0.0225728,0.00985401,0.0180703,0,0,0.0254689,0,0.032132,0.014457,0.0422933,0.0082427,0.0108123,0.00729626,0.0321886,0.059299,0.00769401,0.00695861,0.00768324,0.00979769,0.0122503,0.008148,0.0265508,0.0327057,0.03513,0.0122912,0.0014535,0.0108319,0.0339119,0.0127113,0.020202,0.00698494,0,0,0.00982074,0,0.0257657,0.0229318,0.0382589,0.0164869,0.0179163,0.0207869,0.0301352,0.0206504,0.0100872,0.0172053,0.0118344,0.0143684,0.0120918,0.0315257,0.00910406,0.0107947,0.00686474,0.0105436,0.0348709,0.0114811,0.0257474,0.00704976,0,0,0,0,0,0,0,0,0,0
41,0.0168842,0,0,0,0,0.0279684,0,0,0,0,0,0,0.0207838,0.022554,0.00983229,0.0180367,0,0,0.0254866,0,0.0320753,0.0144933,0.0422408,0.00797599,0.010745,0.00735182,0.032047,0.0589743,0.00768814,0.00694996,0.00772139,0.00980005,0.0122215,0.00810637,0.026535,0.0326794,0.0350626,0.0124738,0.00160187,0.0108414,0.0339209,0.0127533,0.0202345,0.00698719,0,0,0.00974219,0,0.0257376,0.0230814,0.0382368,0.0165912,0.017881,0.0208452,0.0299735,0.0206013,0.0101598,0.0172427,0.0118501,0.0144694,0.0121496,0.0315078,0.00915999,0.0108487,0.00695294,0.0103902,0.0348735,0.0115508,0.0256542,0.00711386,0,0,0,0,0,0,0,0,0,0
42,0.0169814,0,0,0,0,0.0279108,0,0,0,0,0,0,0.0207987,0.0225032,0.00982413,0.0180045,0,0,0.0254599,0,0.0320057,0.0145081,0.0422248,0.00801631,0.0106651,0.00739514,0.0318611,0.0587538,0.00769082,0.00697953,0.00772621,0.00981225,0.0121799,0.00807817,0.0265288,0.032641,0.0349343,0.0124783,0.00172191,0.0108584,0.0338947,0.0127868,0.0202902,0.0069233,0,0,0.00967564,0,0.0256827,0.0231556,0.0382253,0.016644,0.017842,0.0208635,0.0298011,0.0206181,0.0102285,0.0172786,0.0118517,0.0145366,0.0122071,0.0315056,0.00922164,0.0109285,0.00690345,0.0102779,0.0347742,0.0115821,0.0255869,0.00728185,0,0,0,0,0,0,0,0,0,0
43,0.0170637,0,0,0,0,0.0278866,0,0,0,0,0,0,0.0207534,0.0224416,0.00986059,0.0180032,0,0,0.0253602,0,0.0319388,0.0145016,0.0422692,0.00832044,0.010597,0.00744165,0.0316628,0.0585506,0.00768476,0.00705001,0.00773734,0.00983313,0.0121533,0.00808494,0.0265299,0.0326223,0.034804,0.0125577,0.0018623,0.0108323,0.0338981,0.012812,0.0202455,0.00684311,0,0,0.00955063,0,0.0256516,0.0230917,0.0382488,0.0166388,0.0178463,0.0208746,0.0295861,0.0205933,0.0103051,0.0172978,0.0119014,0.0145564,0.0122635,0.0315119,0.00923908,0.0109928,0.00691081,0.0102195,0.0346804,0.0115876,0.0255296,0.00742551,0,0,0,0,0,0,0,0,0,0
44,0.0171537,0,0,0,0,0.027884,0,0,0,0,0,0,0.02066,0.0224433,0.00989351,0.0180053,0,0,0.0252475,0,0.0319636,0.0144481,0.0422913,0.00848486,0.0105449,0.00748662,0.0314828,0.0583722,0.00766841,0.00698643,0.00773046,0.00982422,0.012144,0.00809661,0.0265421,0.0325892,0.0346903,0.0126202,0.00196438,0.0107563,0.033927,0.0128031,0.0201652,0.00676744,0,0,0.0094643,0,0.0256514,0.0230642,0.0383318,0.0166252,0.0178802,0.0208862,0.0293662,0.0205631,0.0105139,0.0173152,0.0119904,0.0145877,0.0123086,0.0315046,0.0092456,0.011038,0.00697607,0.0101885,0.0346553,0.0115966,0.0254848,0.00756628,0,0,0,0,0,0,0,0,0,0
45,0.01719,0,0,0,0,0.0278874,0,0,0,0,0,0,0.0205801,0.0224366,0.00989572,0.0179894,0,0,0.025242,0,0.0319551,0.01442,0.0422774,0.00851006,0.0105055,0.00752932,0.0313017,0.0582863,0.00763869,0.00672114,0.00775085,0.00979087,0.0121205,0.00809416,0.0265351,0.0325279,0.0346041,0.0127407,0.00204539,0.0108161,0.0339182,0.0127608,0.0200897,0.00669012,0,0,0.00930218,0,0.0257026,0.0230546,0.0384364,0.0166106,0.0179125,0.0208803,0.0291541,0.0204797,0.0105878,0.0173536,0.0119869,0.0146578,0.0123326,0.0315026,0.00923025,0.0110477,0.00691278,0.0100789,0.0345887,0.0115577,0.0254624,0.00765577,0,0,0,0,0,0,0,0,0,0
46,0.0172265,0,0,0,0,0.0278387,0,0,0,0,0,0,0.0205207,0.0224057,0.00986891,0.0179623,0,0,0.0252303,0,0.0319205,0.0143205,0.0422522,0.00838393,0.0104884,0.00757166,0.0311153,0.0582102,0.00762538,0.00680522,0.00776768,0.00981316,0.0120852,0.00808052,0.0265401,0.0323794,0.0345137,0.0128934,0.00205632,0.0108589,0.0338933,0.0127456,0.0200356,0.00662812,0,0,0.0091769,0,0.0257192,0.0230519,0.0384868,0.016583,0.0179344,0.0208712,0.0289611,0.0204209,0.0106081,0.0173754,0.011973,0.0146814,0.0123526,0.0315109,0.00924528,0.0110664,0.00688468,0.00996177,0.0344831,0.0115449,0.0254353,0.00773742,0,0,0,0,0,0,0,0,0,0
47,0.0173021,0,0,0,0,0.0277937,0,0,0,0,0,0,0.0204729,0.0224037,0.00984545,0.0179325,0,0,0.0252331,0,0.0318541,0.0141929,0.0422701,0.00816936,0.0104658,0.00759705,0.0309843,0.0580949,0.0076326,0.00694148,0.00779147,0.00985568,0.0120638,0.00807262,0.0265581,0.0322474,0.0343999,0.0128945,0.00212829,0.0107823,0.0339416,0.0128253,0.0201454,0.00661285,0,0,0.00917009,0,0.0258405,0.0231322,0.038531,0.0165439,0.0178936,0.0208181,0.0288146,0.0204742,0,0.0175107,0.0119986,0.0147785,0.0122918,0.0315104,0.00932053,0.0110465,0.00687594,0.0099648,0.0346335,0.011527,0.0253959,0.00783783,0,0,0,0,0,0,0,0,0,0
48,0.017406,0,0,0,0,0.0277661,0,0,0,0,0,0,0.0203864,0.0224395,0.00986593,0.0178534,0,0,0.0252079,0,0.0317873,0.0141668,0.0422435,0.00818087,0.0104176,0.00760557,0.0308693,0.0580142,0.00760785,0.00699237,0.00778195,0.00988167,0.012078,0.00809146,0.0265855,0.0321574,0.0342677,0.0128059,0.00224797,0.0106432,0.0340635,0.0127735,0.0201776,0.00663043,0,0,0.00931845,0,0.0260521,0.0233355,0.0386243,0.0165254,0.0177823,0.0207635,0.0287309,0.0206406,0.0107023,0.0177036,0.0119647,0.014661,0.0123608,0.0315823,0.00927968,0.01113,0.00700405,0.010108,0.0350418,0.0114917,0.0253466,0.00795351,0,0,0,0,0,0,0,0,0,0
49,0.0174176,0,0,0,0,0.027796,0,0,0,0,0,0,0.0202251,0.0224456,0.0098645,0.0178203,0,0,0.0252443,0,0.031771,0.0142334,0.0422262,0.00830832,0.010374,0.00764713,0.0307115,0.0580862,0.00756887,0.00707045,0.00777882,0.00988803,0.0120657,0.00809888,0.0265467,0.032074,0.0342327,0.0127726,0.00233247,0.0106585,0.0340206,0.012776,0.0200988,0.00656146,0,0,0.00925659,0,0.0260055,0.0232715,0.0385106,0.0165557,0.0178418,0.0207433,0.0285903,0.0205735,0.0107156,0.0177107,0.0118679,0.0146463,0.0123806,0.0316283,0.00930579,0.011184,0.00701013,0.0100181,0.0350134,0.0114451,0.0253752,0.00802902,0,0,0,0,0,0,0,0,0,0
50,0.0174432,0,0,0,0,0.0278229,0,0,0,0,0,0,0.0201608,0.0224152,0.00986537,0.0178412,0,0,0.0252429,0,0.0317627,0.0143066,0.0422155,0.00828935,0.0103537,0.00766186,0.0305752,0.0581664,0.00755459,0.00696179,0.00777979,0.00992751,0.0120666,0.00810533,0.0265293,0.0320396,0.0343298,0.0127682,0.00232586,0.0108262,0.0339725,0.0128198,0.0199272,0.00647818,0,0,0.00920291,0,0.025959,0.0231997,0.0380712,0.016603,0.0179038,0.0207598,0.0284528,0.0205063,0.0106855,0.0174586,0.0116457,0.0146674,0.012419,0.0316474,0.00935899,0.0112444,0.00693556,0.00991597,0.0349223,0.0114066,0.0254119,0.00811298,0,0,0,0,0,0,0,0,0,0
51,0.0175198,0,0,0,0,0.0278479,0,0,0,0,0,0,0.0201658,0.0223681,0.00988571,0.0178448,0,0,0.0252353,0,0.0317578,0.0143365,0.0422948,0.00843833,0.0103426,0.00760657,0.0304239,0.058195,0.00755612,0.00691675,0.0078122,0.00994564,0.0120768,0.00810485,0.0265267,0.0320097,0.0343155,0.0128499,0.00230399,0.0109191,0.0339698,0.0128729,0.0198393,0.0064493,0,0,0.00920929,0,0.0259777,0.0231684,0.0378515,0.0166539,0.0180642,0.0208308,0.0282635,0.0204654,0.0107592,0.0172092,0.0113664,0.0146882,0.0124858,0.0316257,0.00942448,0.0112983,0.00699251,0.00982742,0.0348705,0.0113719,0.0254531,0.00824394,0,0,0,0,0,0,0,0,0,0
52,0.0175611,0,0,0,0,0.0278489,0,0,0,0,0,0,0.0201198,0.0223693,0.00987561,0.0178198,0,0,0.0251883,0,0.031758,0.0143214,0.0423334,0.00848287,0.0103182,0.00758473,0.0303015,0.0582308,0.00754559,0.00711028,0.00781357,0.00994195,0.0120809,0.00811064,0.0265296,0.0319483,0.0343659,0.0129955,0.00229293,0.010944,0.0339786,0.0129361,0.0197929,0.00644771,0,0,0.00923504,0,0.0259632,0.0231167,0.0378331,0.0166399,0.0181074,0.0208388,0.0281547,0.0204433,0.010814,0.0171642,0.0115797,0.0146667,0.01253,0.0316427,0.00946889,0.0113404,0.00701458,0.00977281,0.0348773,0.0113385,0.025437,0.00832688,0,0,0,0,0,0,0,0,0,0
53,0.0175849,0,0,0,0,0.0278288,0,0,0,0,0,0,0.02006,0.022448,0.00985453,0.0177851,0,0,0.0251939,0,0.03173,0.014371,0.042362,0.00839453,0.010274,0.00761793,0.0302122,0.0582693,0.00752931,0.0072742,0.00781868,0.00992474,0.0120785,0.0081157,0.026526,0.0318578,0.0344495,0.0130114,0.00227194,0.0109121,0.0340089,0.0129853,0.0197844,0.00641251,0,0,0.00918976,0,0.0259458,0.0231261,0.0378825,0.0166427,0.018038,0.0208215,0.0280921,0.0204212,0.0108466,0.0171952,0.0117617,0.0146857,0.0125456,0.0316475,0.00949918,0.0113662,0.00707989,0.00977171,0.0349491,0.0113023,0.0253942,0.00837663,0,0,0,0,0,0,0,0,0,0
54,0.0176321,0,0,0,0,0.0278,0,0,0,0,0,0,0.0200208,0.0224937,0.009835,0.0177832,0,0,0.0252084,0,0.0317155,0.0143797,0.0423979,0.00824752,0.0102358,0.00763599,0.0301989,0.0583113,0.00754925,0.00722464,0.00783525,0.00989743,0.0120964,0.00812732,0.0265245,0.0318241,0.0344803,0.012929,0.00223915,0.0108324,0.0340728,0.0129306,0.0198271,0.00634762,0,0,0.00915675,0,0.025956,0.0231915,0.037902,0.0165817,0.0178616,0.0207984,0.0280796,0.0204071,0.0108718,0.0171981,0.0118108,0.0147278,0.012526,0.0316382,0.00948492,0.0113362,0.00704323,0.00984109,0.035024,0.0112934,0.0253357,0.00842544,0,0,0,0,0,0,0,0,0,0
55,0.0176974,0,0,0,0,0.0277695,0,0,0,0,0,0,0.0201018,0.0224883,0.00982687,0.0177949,0,0,0.0251902,0,0.0317595,0.0143466,0.0424601,0.00836328,0.0102287,0.00762082,0.0301904,0.0583814,0.00759961,0.00706396,0.0078402,0.00989156,0.0121572,0.00814214,0.0265172,0.0319008,0.0343886,0.0129075,0.00215202,0.0107295,0.0341343,0.0128111,0.0198212,0.00630507,0,0,0.00923126,0,0.0259757,0.0231949,0.037922,0.0164709,0.017754,0.0208014,0.028083,0.0204564,0.0109812,0.0171954,0.0117672,0.0147328,0.0125088,0.0316526,0.00943345,0.0112965,0.00693937,0.00988014,0.0350853,0.0113097,0.0252769,0.00851264,0,0,0,0,0,0,0,0,0,0
56,0.0177753,0,0,0,0,0.0277424,0,0,0,0,0,0,0.020252,0.022528,0.0098279,0.0177778,0,0,0.0251884,0,0.0317983,0.014359,0.0425573,0.00845196,0.0102441,0.00760007,0.030164,0.0584503,0.00763857,0.00710842,0.00782296,0.0099127,0.0122186,0.00814493,0.0265097,0.0320223,0.034292,0.0128507,0.00209202,0.010578,0.0341867,0.0126547,0.0197121,0.00629417,0,0,0.00933037,0,0.0259873,0.0230628,0.0379839,0.0163432,0.0177961,0.0207794,0.0280693,0.0205432,0.0110106,0.0171759,0.0117295,0.0146835,0.0124981,0.0316984,0.00933674,0.0112683,0.00686851,0.00994025,0.0351421,0.0113005,0.025241,0.00860663,0,0,0,0,0,0,0,0,0,0
57,0.0177668,0,0,0,0,0.0277315,0,0,0,0,0,0,0.0203108,0.022544,0.00985817,0.0177798,0,0,0.0252439,0,0.0318451,0.0144342,0.0426752,0.0084449,0.0102352,0.00757359,0.0301134,0.0585467,0.00765998,0.00718551,0.0078159,0.00995252,0.0123003,0.00813057,0.0264901,0.0321322,0.0344062,0.0128688,0.00206468,0.0105575,0.0341573,0.0127095,0.0196201,0.00624778,0,0,0.00924835,0,0.0259625,0.0228357,0.0380086,0.016438,0.0178395,0.0207977,0.0280129,0.020523,0.0110076,0.0171693,0.0118935,0.0146943,0.0125409,0.0317182,0.00936314,0.0113229,0.00700703,0.00995822,0.0351405,0.0112079,0.0252183,0.00865726,0,0,0,0,0,0,0,0,0,0
58,0.0177568,0,0,0,0,0.0277096,0,0,0,0,0,0,0.0204538,0.0225517,0.0099139,0.0177859,0,0,0.02526,0,0.0318596,0.0144454,0.0428135,0.00836934,0.0102417,0.00755411,0.0300854,0.0586348,0.00772286,0.00711485,0.0078143,0.00998014,0.0123801,0.00812887,0.026459,0.0322945,0.0345635,0.0128812,0.00205539,0.0106478,0.0341594,0.012773,0.0195049,0.00619873,0,0,0.00919289,0,0.0259662,0.0230542,0.0380311,0.0164599,0.017814,0.0208045,0.0279638,0.0205471,0.010931,0.0171493,0.0121566,0.014726,0.0125449,0.0317394,0.00940312,0.0113338,0.00711111,0.00998664,0.0351523,0.0111544,0.0251713,0.00869928,0,0,0,0,0,0,0,0,0,0
59,0.0177912,0,0,0,0,0.0276526,0,0,0,0,0,0,0.0206621,0.022466,0.00995466,0.017817,0,0,0.0251952,0,0.0318894,0.0143439,0.0428984,0.00828528,0.0102483,0.00752982,0.0300749,0.0587405,0.00776093,0.00721043,0.0078145,0.00998859,0.0124408,0.00813603,0.0264231,0.0324538,0.0346064,0.0128882,0.00195826,0.0107367,0.0341991,0.0127923,0.0194865,0.00614796,0,0,0.00925179,0,0.0259956,0.0232372,0.0380458,0.0164498,0.0177693,0.0208246,0.0279788,0.0206148,0.0107886,0.0171492,0.0120184,0.0147316,0.0125342,0.0317304,0.00938067,0.0113302,0.0070788,0.00999435,0.0351699,0.0111232,0.0251252,0.00877791,0,0,0,0,0,0,0,0,0,0
60,0.0178623,0,0,0,0,0.0275953,0,0,0,0,0,0,0.0206791,0.0222739,0.00994803,0.0178242,0,0,0.0250735,0,0.032101,0.0141582,0.0428424,0.00828064,0.0102714,0.00750909,0.0301082,0.0588734,0.00773999,0.0074336,0.00779934,0.00997565,0.0124446,0.00811927,0.0264039,0.0324654,0.034779,0.0129204,0.00175716,0.010763,0.0342356,0.0127747,0.0194916,0.00608462,0,0,0.00934556,0,0.0260237,0.0232803,0.0380433,0.0164406,0.0177991,0.0208352,0.028045,0.0207145,0.0106779,0.0171518,0.0119025,0.014746,0.012534,0.0317111,0.00935845,0.0113349,0.00711279,0.00998511,0.0351706,0.0111171,0.0250944,0.00887703,0,0,0,0,0,0,0,0,0,0
61,0.0178537,0,0,0,0,0.0276529,0,0,0,0,0,0,0.0204699,0.0222503,0.00989979,0.0178235,0,0,0.0251748,0,0.0321676,0.0142106,0.0425456,0.00835596,0.0102462,0.00756152,0.0301514,0.0590285,0.00767396,0.00730652,0.0078211,0.00997257,0.0123502,0.00810516,0.0264331,0.0321377,0.0349108,0.0128717,0.00171913,0.0108009,0.0342466,0.0127604,0.0195327,0.00609233,0,0,0.00935304,0,0.0260903,0.023299,0.0379823,0.0164384,0.0178392,0.0208644,0.0280452,0.0206769,0.0107569,0.0171757,0.0119033,0.0147831,0.012557,0.0316919,0.00935644,0.0113656,0.00713101,0.0101283,0.0351041,0.0110995,0.0251631,0.00886566,0,0,0,0,0,0,0,0,0,0
62,0.0178262,0,0,0,0,0.0277378,0,0,0,0,0,0,0.0196803,0.0223557,0.00981112,0.017811,0,0,0.0253064,0,0.0321145,0.0143473,0.0417893,0.00844427,0.0101574,0.00767595,0.0301976,0.0591714,0.00754939,0.0066258,0.00787047,0.00995403,0.0120669,0.00811366,0.0265467,0.031242,0.0349999,0.012708,0.00174321,0.0107972,0.034186,0.0127044,0.0196689,0.00612768,0,0,0.00935574,0,0.0260727,0.0232877,0.0377938,0.0163679,0.0178791,0.0209297,0.0280111,0.0206233,0.010912,0.017207,0.0119807,0.0148498,0.0125844,0.0316633,0.00933957,0.0113901,0.00708917,0.0102336,0.0350184,0.0110265,0.0252582,0.00883716,0,0,0,0,0,0,0,0,0,0
63,0.0177942,0,0,0,0,0.0277756,0,0,0,0,0,0,0.0192694,0.0223657,0.0097837,0.0178183,0,0,0.0253529,0,0.032086,0.0143821,0.0414742,0.00833566,0.0101345,0.00779166,0.0302464,0.0592937,0.00748778,0.00637554,0.00792442,0.00995727,0.011927,0.00812367,0.0266288,0.0307775,0.0350894,0.0126086,0.00165269,0.0107535,0.0341667,0.0126621,0.0197285,0.0061155,0,0,0.00938269,0,0.026031,0.0233237,0.0377143,0.0163045,0.0178571,0.0209587,0.028018,0.0206205,0.0109684,0.0172253,0.012062,0.0148656,0.0126027,0.031635,0.00934177,0.0114035,0.00699507,0.0100757,0.0349946,0.0109848,0.025311,0.00880616,0,0,0,0,0,0,0,0,0,0
64,0.0177104,0,0,0,0,0.0277609,0,0,0,0,0,0,0.0192782,0.0223284,0.00981192,0.0178691,0,0,0.0253122,0,0.0321497,0.014338,0.0414826,0.00839915,0.0101501,0.00786502,0.0303058,0.0594479,0.00749255,0.00659873,0.00794021,0.00998147,0.0119238,0.00815234,0.0266428,0.030695,0.0351807,0.0127508,0.00153069,0.0107235,0.0341892,0.0126689,0.0197331,0.00610477,0,0,0.00939905,0,0.0260297,0.0233572,0.0377063,0.0163008,0.0177809,0.0209544,0.0280807,0.0206254,0.0110274,0.0172382,0.0120832,0.014846,0.0125966,0.0316076,0.00935659,0.0114032,0.00690683,0.00999,0.0350146,0.0109623,0.0253296,0.00874326,0,0,0,0,0,0,0,0,0,0
65,0.0176634,0,0,0,0,0.0277731,0,0,0,0,0,0,0.0192335,0.0223644,0.00984442,0.0179049,0,0,0.0253029,0,0.0321835,0.0143692,0.0415164,0.00852328,0.0101633,0.00786053,0.0303487,0.0596369,0.00751461,0.00676181,0.00794217,0.00998984,0.011959,0.00816178,0.0266169,0.0307303,0.0351514,0.0128501,0.00150995,0.0107384,0.0342335,0.0126965,0.0197312,0.00610968,0,0,0.00940994,0,0.0260977,0.0233465,0.0376904,0.016337,0.0177301,0.0209568,0.0281267,0.0206401,0.0110188,0.0172261,0.0120863,0.0148267,0.0125841,0.0315966,0.00937524,0.0114191,0.00696084,0.010047,0.0350301,0.0109627,0.0253664,0.00873774,0,0,0,0,0,0,0,0,0,0
66,0.0176577,0,0,0,0,0.027802,0,0,0,0,0,0,0.0192868,0.0224582,0.00987869,0.0179078,0,0,0.0253108,0,0.032153,0.0144578,0.0414775,0.00836715,0.0101644,0.00782142,0.0303732,0.0598207,0.00756427,0.00657536,0.00792392,0.00998362,0.0120214,0.00817369,0.0266045,0.0308343,0.0351882,0.0126915,0.00154057,0.0107253,0.0343085,0.0127341,0.0197272,0.00610608,0,0,0.00947012,0,0.026217,0.0233932,0.0376887,0.0163807,0.017738,0.0209582,0.0281639,0.0206933,0.0110367,0.0171986,0.0120784,0.0148417,0.012579,0.031582,0.00937549,0.0114165,0.00702421,0.0101562,0.035024,0.0110052,0.0254029,0.00876619,0,0,0,0,0,0,0,0,0,0
67,0.0176443,0,0,0,0,0.0278035,0,0,0,0,0,0,0.0193893,0.0224877,0.0099041,0.0178036,0,0,0.0253705,0,0.0321553,0.0145224,0.0414405,0.00833382,0.0101506,0.007802,0.0303936,0.0599368,0.00755971,0.00653858,0.00791755,0.009959,0.0120588,0.00817746,0.0265884,0.0308949,0.0353221,0.0125493,0.00148986,0.0106334,0.0343108,0.0127475,0.0196929,0.00609961,0,0,0.00947529,0,0.0262199,0.0234269,0.0377085,0.0163785,0.017745,0.0209584,0.0281702,0.0206968,0.01101,0.0171887,0.0120866,0.0148671,0.0125771,0.0315795,0.0093688,0.0113904,0.00704346,0.0102168,0.035015,0.0109942,0.0254102,0.00877725,0,0,0,0,0,0,0,0,0,0
68,0.0175719,0,0,0,0,0.0277687,0,0,0,0,0,0,0.0194987,0.0224695,0.009905,0.017628,0,0,0.0254057,0,0.0321848,0.0145142,0.0414557,0.00855444,0.0101242,0.0077969,0.0304111,0.0600063,0.00755845,0.00657966,0.0079244,0.00994443,0.0120563,0.00815743,0.0265464,0.0309214,0.0354263,0.0125652,0.00140876,0.0105859,0.0342554,0.0126786,0.0196974,0.00606233,0,0,0.00943529,0,0.0261183,0.0234141,0.0377288,0.0162675,0.0177312,0.0209315,0.0281642,0.0206845,0.0109719,0.0171577,0.0120233,0.0148537,0.0125273,0.0315792,0.00932648,0.0113385,0.00700375,0.0102327,0.0349462,0.0109199,0.0254016,0.00871959,0,0,0,0,0,0,0,0,0,0
69,0.0175027,0,0,0,0,0.0277461,0,0,0,0,0,0,0.0195612,0.0224145,0.00991257,0.0177597,0,0,0.0254556,0,0.0322062,0.0145126,0.0415084,0.00865641,0.0101042,0.00778008,0.0303918,0.0600719,0.00757201,0.00679932,0.00793705,0.00993967,0.0120674,0.00812468,0.026513,0.0309857,0.0354891,0.0126432,0.00134012,0.0104987,0.0342342,0.0125202,0.0197343,0.00608867,0,0,0.00943956,0,0.0260495,0.0234733,0.0377193,0.0160559,0.0177648,0.0208544,0.0281324,0.0207469,0.0108778,0.0170341,0.0119198,0.0148165,0.0124334,0.0315977,0.00923137,0.0112228,0.0069377,0.0102309,0.034896,0.0108999,0.0253848,0.00867758,0,0,0,0,0,0,0,0,0,0
70,0.0174849,0,0,0,0,0.0277231,0,0,0,0,0,0,0.0195342,0.0224239,0.00992638,0.0177981,0,0,0.0255324,0,0.0322193,0.0145664,0.0415075,0.00863476,0.0100857,0.00776299,0.0304128,0.060178,0.00757009,0.00697251,0.00793807,0.00992541,0.0120926,0.00811642,0.0264895,0.0310704,0.0355233,0.0125958,0.00130862,0.0104967,0.0342398,0.0124668,0.0197612,0.0061295,0,0,0.00946533,0,0.0260084,0.0236033,0.0376957,0.0159824,0.0177773,0.0208066,0.0281172,0.0208414,0.0110324,0.0169135,0.0118946,0.0148066,0.012378,0.0315748,0.00921184,0.0111483,0.00686877,0.010301,0.0348792,0.0109282,0.0253488,0.0086872,0,0,0,0,0,0,0,0,0,0
