Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x76,,x75,LTHIP
1141,0.043701,0,0,0,0,0.0320784,0,0,0,0,0,0,0.0291071,0.036209,0.00356141,0.0140163,0,0,0.0568287,0,0.0302956,0.0384753,0.0365648,0.0195632,0.00871208,0.0187051,0.0294138,0.0568955,0.0150036,0.0231315,0.0140258,0.0190718,0.0245558,0.0110703,0.0163169,0.0479867,0.0488411,0,0.0245009,0.0233502,0.03606,0.0172943,0.0140252,0.042518,0,0,0.0485184,0,0.0356292,0.0307818,0.0338493,0.0329877,0.0110055,0.0117822,0.027455,0.0482772,0.0076559,0.0138507,0.00696815,0.00813076,0.0181037,0.0388848,0.0137641,0.0222212,0.0297235,0.0278419,0.00995607,0.0187843,0.0312473,0.0407681,0,0,0,0,0,0,0,0
1142,0.0435633,0,0,0,0,0.0321125,0,0,0,0,0,0,0.02831,0.0360855,0.00334734,0.0139094,0,0,0.0566552,0,0.0302528,0.0383846,0.0363664,0.019338,0.00861455,0.018587,0.0295904,0.0568085,0.0148732,0.0234123,0.0132526,0.01902,0.0244177,0.0111698,0.0162452,0.0468438,0.0486055,0,0.0243018,0.024402,0.0359771,0.0176033,0.013989,0.0423824,0,0,0.048429,0,0.0355554,0.0308882,0.0339413,0.034385,0.0110279,0.0114266,0.0276304,0.048381,0.00726811,0.0142915,0.00681703,0.00797417,0.0178512,0.0388239,0.0135472,0.0224463,0.0319049,0.027538,0.00976817,0.0190332,0.0312525,0.0409731,0,0,0,0,0,0,0,0
1143,0.0432835,0,0,0,0,0.0320836,0,0,0,0,0,0,0.027386,0.0359705,0.00317749,0.0137869,0,0,0.056568,0,0.0302134,0.0382563,0.0363937,0.0193222,0.0084443,0.0184662,0.0293168,0.0568604,0.0147296,0.0235247,0.012734,0.0189048,0.0242712,0.0112219,0.0162949,0.0454701,0.048463,0,0.0240976,0.0248775,0.0359356,0.0178579,0.01397,0.0424247,0,0,0.0486905,0,0.0355107,0.030978,0.0335813,0.0354955,0.0107933,0.0108039,0.0277565,0.0485305,0.00689762,0.014582,0.00624921,0.00799887,0.0175072,0.0385425,0.0130894,0.0228823,0.0334607,0.0274106,0.0097749,0.0191387,0.0311645,0.041019,0,0,0,0,0,0,0,0
1144,0.042873,0,0,0,0,0.0320949,0,0,0,0,0,0,0.0262937,0.0358506,0.00314325,0.0138906,0,0,0.0565849,0,0.0301339,0.0381286,0.0365188,0.0186297,0.00821994,0.0184116,0.0292685,0.0568992,0.0146703,0.0236587,0.0126856,0.0187725,0.0240136,0.0111485,0.016447,0.0438303,0.0484063,0,0.0238657,0.024789,0.0359203,0.0179834,0.0139718,0.0425001,0,0,0.048819,0,0.0354912,0.0307818,0.0331846,0.0357633,0.0105581,0.00991178,0.0279003,0.0486939,0.0065304,0.014688,0.00549461,0.00826654,0.0171979,0.0380437,0.0126206,0.0233353,0.0341375,0.0273416,0.01003,0.019134,0.0311464,0.0410249,0,0,0,0,0,0,0,0
1145,0.0428876,0,0,0,0,0.0320617,0,0,0,0,0,0,0.0254039,0.0357351,0.00315624,0.0140323,0,0,0.0566935,0,0.0300305,0.0380045,0.0365906,0.0178075,0.00793406,0.0184931,0.0293114,0.0569837,0.0147498,0.0238795,0.0127667,0.0186376,0.0237875,0.0110475,0.0166152,0.0422799,0.0484382,0,0.0236276,0.0240281,0.0358903,0.017798,0.0139213,0.0414033,0,0,0.0488401,0,0.0354244,0.0305163,0.0329372,0.035502,0.0103642,0.00861766,0.02803,0.0490204,0.00624705,0.0146017,0.00491459,0.0086645,0.0166193,0.0373207,0.0118826,0.0232724,0.0336696,0.0274207,0.0104811,0.0191142,0.0310583,0.0410542,0,0,0,0,0,0,0,0
1146,0.0428914,0,0,0,0,0.0319858,0,0,0,0,0,0,0.0247507,0.0356226,0.00321384,0.0140745,0,0,0.0568476,0,0.0299199,0.0379469,0.0365177,0.0174959,0.00763581,0.0185782,0.0289903,0.0571278,0.0149851,0.0242015,0.0129178,0.0185179,0.0236195,0.0110278,0.0168155,0.0411071,0.0485212,0,0.0233195,0.0229281,0.0358273,0.0174611,0.0138794,0.0387593,0,0,0.0487257,0,0.0353589,0.0303652,0.0328666,0.0349865,0.0101995,0.00715193,0.0281477,0.049474,0.00604309,0.014348,0.00454887,0.00913192,0.0156028,0.0362985,0.0108051,0.0226554,0.0325862,0.027459,0.0109638,0.0190306,0.0308861,0.0411303,0,0,0,0,0,0,0,0
1147,0.0427534,0,0,0,0,0.0319145,0,0,0,0,0,0,0.0243812,0.0355156,0.00327001,0.0139588,0,0,0.0569423,0,0.0298335,0.0379053,0.0363358,0.0177674,0.00735078,0.0186424,0.0285513,0.0572234,0.0153487,0.0245093,0.0131507,0.0184436,0.0235198,0.0110135,0.0170071,0.0403376,0.0486387,0,0.0230308,0.021523,0.0357835,0.0173174,0.0138842,0.0378392,0,0,0.0486169,0,0.0353024,0.0304074,0.0329613,0.0346625,0.0100733,0.00556841,0.0281159,0.0497659,0.00591032,0.0139011,0.00419713,0.00950725,0.0141915,0.0349955,0.0097456,0.0216133,0.0310583,0.027315,0.0112821,0.0189939,0.0307344,0.0409346,0,0,0,0,0,0,0,0
1148,0.0426072,0,0,0,0,0.0318339,0,0,0,0,0,0,0.0243866,0.0354001,0.00335403,0.0142201,0,0,0.0570817,0,0.0297576,0.0378801,0.0363312,0.0179999,0.00712904,0.0186534,0.028076,0.0572827,0.0156727,0.024598,0.0136142,0.018397,0.0234719,0.0109134,0.0171468,0.0399092,0.0487713,0,0.0228551,0.0198813,0.0357217,0.0173834,0.0139777,0.0379174,0,0,0.0485742,0,0.0352344,0.0305991,0.0330785,0.0345672,0.00984643,0.00421807,0.0277996,0.04978,0.00575342,0.0132719,0.00394981,0.00967855,0.0125305,0.0333837,0.00893179,0.020223,0.02923,0.0271315,0.0114249,0.0191055,0.0306173,0.0404974,0,0,0,0,0,0,0,0
1149,0.0423241,0,0,0,0,0.0317673,0,0,0,0,0,0,0.0244576,0.0352559,0.0035166,0.0137808,0,0,0.0572099,0,0.0296567,0.0378652,0.0364651,0.017703,0.00694506,0.0186168,0.0276434,0.0572529,0.0159397,0.0245254,0.014303,0.0183645,0.0235212,0.0108544,0.0172979,0.0397406,0.0489203,0,0.022705,0.0178962,0.035667,0.0176833,0.014051,0.0379083,0,0,0.0485975,0,0.0351764,0.0307196,0.0332701,0.0347476,0.00957177,0.00336658,0.0274496,0.049651,0.00563685,0.0125031,0.00401171,0.00975444,0.01089,0.0315678,0.00829401,0.0187233,0.0268858,0.0270103,0.0115402,0.0192145,0.0305415,0.0403754,0,0,0,0,0,0,0,0
1150,0.0420254,0,0,0,0,0.0317091,0,0,0,0,0,0,0.0247173,0.035099,0.00379666,0.0135284,0,0,0.0572688,0,0.0295816,0.0378711,0.0366106,0.0170372,0.00684632,0.0185476,0.027361,0.0570932,0.0161271,0.0244144,0.0141833,0.01836,0.0236648,0.0109167,0.0174312,0.0399177,0.0490067,0,0.0225926,0.015603,0.0355867,0.0182699,0.0141444,0.0375917,0,0,0.0486028,0,0.0350922,0.0306596,0.0335439,0.035129,0.00932195,0.00307617,0.0270959,0.0495318,0.00573896,0.0116957,0.00463113,0.00990852,0.0096733,0.0296437,0.00809489,0.01759,0.0239133,0.0269569,0.0116968,0.019307,0.0305221,0.0401229,0,0,0,0,0,0,0,0
1151,0.04179,0,0,0,0,0.0316815,0,0,0,0,0,0,0.0251435,0.0349914,0.00412622,0.0136535,0,0,0.0572599,0,0.0295826,0.0378458,0.0368633,0.0161415,0.00685582,0.018497,0.0272908,0.0568654,0.0162107,0.0242931,0.0140724,0.0183798,0.0237571,0.0109081,0.0175461,0.040308,0.049073,0,0.0225181,0.0131568,0.0354973,0.019264,0.0142373,0.0371831,0,0,0.0485138,0,0.0350131,0.0305291,0.0338155,0.0357598,0.00907715,0.00320976,0.0268366,0.0494507,0.00593104,0.0110228,0.00578105,0.010019,0.00933641,0.0277033,0.00873904,0.0171929,0.0203812,0.0269993,0.0118705,0.0195164,0.0305821,0.0397539,0,0,0,0,0,0,0,0
1152,0.0415329,0,0,0,0,0.0316235,0,0,0,0,0,0,0.0258834,0.0349401,0.00452722,0.0138332,0,0,0.0571931,0,0.0296304,0.0377804,0.0372101,0.0151917,0.00692007,0.0184291,0.0273975,0.0566537,0.0161239,0.0240909,0.0141808,0.0183044,0.0237137,0.0108281,0.0176348,0.0408078,0.0491166,0,0.0225562,0.0110807,0.0353929,0.0205956,0.0143016,0.0368472,0,0,0.0483812,0,0.034948,0.0304272,0.0339,0.0367405,0.00880983,0.00365003,0.02678,0.0493715,0.00607116,0.0107445,0.00719382,0.0101024,0.00988691,0.0258355,0.0101394,0.0174273,0.0167812,0.0269898,0.0118662,0.0196328,0.0306676,0.0392443,0,0,0,0,0,0,0,0
1153,0.0411181,0,0,0,0,0.0316146,0,0,0,0,0,0,0.0266863,0.0348906,0.00495875,0.0140828,0,0,0.0572331,0,0.0296484,0.0377334,0.0374797,0.015026,0.0070262,0.0182361,0.0276951,0.0564877,0.0159266,0.0237933,0.0141453,0.0181438,0.0236979,0.0109403,0.0177371,0.0413632,0.0491609,0,0.022586,0.00992543,0.0353732,0.0223588,0.0144077,0.0364477,0,0,0.0483905,0,0.034988,0.0305283,0.0337955,0.0382373,0.00856006,0.00415501,0.0269714,0.0493016,0.00617409,0.0109413,0.00876369,0.0102427,0.0110418,0.0240541,0.0119351,0.0183105,0.0135809,0.0269533,0.011761,0.0197732,0.030761,0.0387328,0,0,0,0,0,0,0,0
1154,0.0407961,0,0,0,0,0.0316254,0,0,0,0,0,0,0.0274352,0.0348239,0.00535936,0.0142525,0,0,0.0573587,0,0.0296172,0.037674,0.0376391,0.0142742,0.00715948,0.018064,0.0280752,0.0563882,0.0156786,0.0235921,0.0138744,0.0180542,0.0237326,0.0110261,0.0178365,0.0421444,0.0492274,0,0.0224562,0.00998576,0.0353616,0.0245285,0.0145828,0.0359773,0,0,0.0485867,0,0.0350226,0.0307196,0.0337566,0.0401846,0.00830488,0.00459699,0.0271338,0.0492297,0.00633097,0.0114626,0.0103102,0.0104171,0.0124873,0.0223199,0.0137011,0.0196253,0.0109051,0.0269439,0.0116457,0.0198446,0.0308023,0.038286,0,0,0,0,0,0,0,0
1155,0.0405699,0,0,0,0,0.0316199,0,0,0,0,0,0,0.0281094,0.0347305,0.00570856,0.0143151,0,0,0.0573701,0,0.0295639,0.0375991,0.0377445,0.0135413,0.00732996,0.017974,0.0284704,0.0562678,0.0154514,0.023479,0.0137221,0.0180541,0.0238497,0.0110678,0.0178432,0.0428197,0.049259,0,0.0223046,0.0110074,0.0353334,0.0267548,0.0148095,0.0355608,0,0,0.0488621,0,0.0350352,0.0308626,0.0338393,0.04247,0.00806491,0.00507493,0.0273209,0.0491642,0.00661507,0.0121439,0.0117577,0.0104285,0.0139527,0.0206745,0.0155666,0.0209536,0.00878798,0.027002,0.0115666,0.0197527,0.0307962,0.0379095,0,0,0,0,0,0,0,0
1156,0.0404303,0,0,0,0,0.0315883,0,0,0,0,0,0,0.0286068,0.0346456,0.00608565,0.0140738,0,0,0.0573422,0,0.0295299,0.0374981,0.0378955,0.0130472,0.00744793,0.017999,0.0288553,0.0561598,0.0152729,0.0234184,0.013715,0.0180525,0.0240174,0.0111237,0.0178874,0.0432428,0.049247,0,0.0221771,0.0127132,0.0353056,0.0287114,0.0150249,0.0352922,0,0,0.0491071,0,0.0350236,0.0308447,0.0338973,0.0447124,0.00784845,0.00565699,0.0275974,0.0490637,0.00691154,0.0128621,0.0131288,0.0107336,0.0152794,0.0191504,0.0173991,0.02215,0.00710667,0.0271166,0.0115315,0.0196665,0.0307271,0.037571,0,0,0,0,0,0,0,0
1157,0.04037,0,0,0,0,0.0315518,0,0,0,0,0,0,0.028711,0.0345686,0.00650174,0.0136946,0,0,0.0572821,0,0.0295007,0.0374024,0.0381477,0.0127438,0.00753141,0.0180572,0.0291643,0.0561044,0.015141,0.0233708,0.0136644,0.0180609,0.0242343,0.0111148,0.0179962,0.0434647,0.0492012,0,0.022019,0.0146964,0.0352873,0.0305186,0.015271,0.0350063,0,0,0.0492236,0,0.0350202,0.0307528,0.0339327,0.0465967,0.00761276,0.00614852,0.0279453,0.0489463,0.00727627,0.0135304,0.0143926,0.0113233,0.0162386,0.0177734,0.0188472,0.0229693,0.00575683,0.0272882,0.0115456,0.0196516,0.030625,0.0373252,0,0,0,0,0,0,0,0
1158,0.0402941,0,0,0,0,0.0315243,0,0,0,0,0,0,0.0286597,0.0345242,0.0069495,0.0138123,0,0,0.0571348,0,0.029498,0.0372875,0.0383631,0.012964,0.00761536,0.0180151,0.0293623,0.0560819,0.0150482,0.02331,0.013546,0.0180767,0.0242767,0.011108,0.0181438,0.0435,0.0490791,0,0.021891,0.0167816,0.0353144,0.0320839,0.0155468,0.0346967,0,0,0.0493291,0,0.0350833,0.0307154,0.0340084,0.0479405,0.00746505,0.00657126,0.0283048,0.0488957,0.00793244,0.0141213,0.0155214,0.0119314,0.0169518,0.0166408,0.0199992,0.0232681,0.00525927,0.027424,0.0115741,0.0196552,0.0305393,0.0371193,0,0,0,0,0,0,0,0
1159,0.0402136,0,0,0,0,0.0315841,0,0,0,0,0,0,0.0286462,0.0344873,0.00705465,0.0132445,0,0,0.0569676,0,0.0295044,0.0371816,0.0385189,0.0126525,0.00764077,0.0179546,0.0295474,0.0561081,0.015045,0.023382,0.0137246,0.0180825,0.024124,0.0111276,0.018262,0.0434402,0.0489494,0,0.0217537,0.019029,0.0353374,0.0333718,0.015771,0.0345741,0,0,0.0493555,0,0.0351385,0.0307271,0.0343561,0.0488093,0.00743463,0.00698013,0.0286894,0.0489222,0.00847913,0.0146568,0.0165113,0.0125258,0.0174906,0.0157186,0.0209303,0.0231752,0.0062268,0.0275522,0.0115679,0.0196712,0.0305338,0.0369939,0,0,0,0,0,0,0,0
1160,0.0402243,0,0,0,0,0.0316481,0,0,0,0,0,0,0.0286907,0.0344316,0.00710464,0.0125033,0,0,0.056744,0,0.0294714,0.0370541,0.0387003,0.0110907,0.00764776,0.0178439,0.0296752,0.0562273,0.0150299,0.0235201,0.0137798,0.0180564,0.0240216,0.011145,0.0183809,0.0433183,0.0487709,0,0.0215923,0.0214947,0.0353291,0.0343204,0.0159151,0.0345466,0,0,0.0493893,0,0.0351282,0.0306643,0.034821,0.0492249,0.00746432,0.00746226,0.0290486,0.048919,0.00884046,0.0151033,0.0173606,0.012784,0.0177055,0.0149999,0.021627,0.0232084,0.00856915,0.0276821,0.0114892,0.0196143,0.0305499,0.0369797,0,0,0,0,0,0,0,0
1161,0.0403382,0,0,0,0,0.0317251,0,0,0,0,0,0,0.028579,0.0343704,0.00722997,0.0128051,0,0,0.0564745,0,0.0294067,0.0369209,0.038943,0.00921769,0.00769473,0.0178778,0.0296259,0.056401,0.0149121,0.0236065,0.0137064,0.0179764,0.0239884,0.0111527,0.0184528,0.0429756,0.0485708,0,0.0214548,0.0240347,0.0353109,0.0348742,0.0161235,0.0345679,0,0,0.0495308,0,0.0350988,0.0305501,0.0350396,0.0493228,0.00746698,0.00810403,0.0292714,0.0488735,0.00880571,0.0153384,0.0180982,0.0132875,0.0177062,0.0144536,0.0220751,0.0231046,0.0116773,0.0278402,0.0114473,0.0194375,0.0305555,0.0369215,0,0,0,0,0,0,0,0
1162,0.0404035,0,0,0,0,0.0318147,0,0,0,0,0,0,0.028553,0.0343257,0.00755208,0.0133703,0,0,0.0560993,0,0.029373,0.0367347,0.0391247,0.0102808,0.007735,0.0178738,0.0294132,0.0565517,0.0147837,0.0236139,0.0134644,0.0179225,0.0239825,0.0112112,0.0184476,0.0426307,0.0483536,0,0.0212815,0.0267748,0.0353185,0.0352875,0.016279,0.0347348,0,0,0.0494735,0,0.0350973,0.0304247,0.0351952,0.0491319,0.00750377,0.00869112,0.0292978,0.0487923,0.00861697,0.0155115,0.0187757,0.01379,0.0176429,0.0140225,0.0223973,0.0228308,0.015249,0.0279906,0.0115188,0.0191642,0.0305556,0.0368544,0,0,0,0,0,0,0,0
1163,0.0404727,0,0,0,0,0.0318544,0,0,0,0,0,0,0.0284936,0.034301,0.00790205,0.0136895,0,0,0.0557195,0,0.0293497,0.0364664,0.0391874,0.0112637,0.00770559,0.0178741,0.0291438,0.0566296,0.0147048,0.0236767,0.0135229,0.0178954,0.0240099,0.0112026,0.0184381,0.0423332,0.0481106,0,0.0210222,0.0297401,0.0352868,0.0356121,0.0163765,0.0347621,0,0,0.0494546,0,0.0351394,0.0303972,0.0351261,0.0487086,0.00753416,0.00921472,0.0292452,0.0488618,0.00859719,0.0156889,0.0193887,0.0139144,0.0175324,0.0136976,0.0225759,0.0224033,0.0190829,0.0282905,0.0115729,0.0189326,0.030501,0.0369222,0,0,0,0,0,0,0,0
1164,0.0406393,0,0,0,0,0.0318885,0,0,0,0,0,0,0.0281305,0.0342981,0.00813478,0.0137901,0,0,0.05535,0,0.0293322,0.0361683,0.0391898,0.0110949,0.00762935,0.0178707,0.0288806,0.0567275,0.0146878,0.0237696,0.0136971,0.0178099,0.0240185,0.0111628,0.0184489,0.041863,0.0478273,0,0.020732,0.0326463,0.0352605,0.0357501,0.0163997,0.0346116,0,0,0.0495313,0,0.035155,0.0304666,0.0350605,0.0481166,0.00756518,0.00968764,0.0291709,0.0489665,0.00840997,0.0158599,0.019928,0.0137853,0.0172607,0.0134387,0.0226025,0.0218356,0.0229518,0.0285907,0.0116134,0.0188803,0.0304062,0.0371119,0,0,0,0,0,0,0,0
1165,0.040745,0,0,0,0,0.0318746,0,0,0,0,0,0,0.02765,0.0342246,0.00804016,0.0137865,0,0,0.055026,0,0.0292536,0.0359173,0.0391881,0.0107461,0.00750466,0.0179333,0.0287114,0.0568083,0.0147101,0.0238588,0.0137733,0.0176949,0.0239973,0.0110746,0.0184566,0.0411631,0.0475802,0,0.0204811,0.0353813,0.0352498,0.0357667,0.0163876,0.0347301,0,0,0.0496346,0,0.0351448,0.030539,0.0351119,0.0473697,0.00761294,0.010124,0.02912,0.0490585,0.0079811,0.016049,0.0203356,0.0135196,0.0169206,0.0132164,0.0225648,0.0211183,0.0267811,0.028801,0.0116584,0.0189479,0.0302832,0.037254,0,0,0,0,0,0,0,0
1166,0.0409188,0,0,0,0,0.0318352,0,0,0,0,0,0,0.0273112,0.0341434,0.00838234,0.0137544,0,0,0.0547017,0,0.0291495,0.0356944,0.0391752,0.0103819,0.00735082,0.0180867,0.028512,0.0568809,0.0147808,0.0240428,0.0138997,0.0176838,0.0240598,0.0110278,0.0184993,0.0404977,0.0473687,0,0.0202123,0.0379763,0.0352695,0.0357304,0.0163516,0.0349458,0,0,0.0497697,0,0.0351417,0.0305981,0.0351173,0.046322,0.00765521,0.0104011,0.0290298,0.0492042,0.00754189,0.0162464,0.0205848,0.0129718,0.0165668,0.0130412,0.0225401,0.0202058,0.0305332,0.0289632,0.0115249,0.0189611,0.0301967,0.0374086,0,0,0,0,0,0,0,0
1167,0.0411083,0,0,0,0,0.0318512,0,0,0,0,0,0,0.0272581,0.0340582,0.00883561,0.0137096,0,0,0.0544333,0,0.0290174,0.0355003,0.0391834,0.00993766,0.00725308,0.018287,0.0284132,0.0569649,0.0148993,0.0241993,0.0140548,0.0177692,0.024109,0.0111147,0.0185839,0.0398848,0.0472235,0,0.0200356,0.0403424,0.0353203,0.035629,0.0162851,0.0352024,0,0,0.0499263,0,0.0351529,0.0306317,0.0350821,0.045038,0.00768564,0.0105523,0.0290731,0.0493785,0.00706535,0.0164107,0.0206326,0.0123644,0.0162612,0.012906,0.0223331,0.0191815,0.0340501,0.0290987,0.0114839,0.0189288,0.0301959,0.0375591,0,0,0,0,0,0,0,0
1168,0.0411333,0,0,0,0,0.0318843,0,0,0,0,0,0,0.0270443,0.0340116,0.00895731,0.0136692,0,0,0.0541928,0,0.0289209,0.03534,0.0391453,0.0096197,0.00712677,0.018426,0.0284458,0.0570908,0.0150431,0.024229,0.0141501,0.0178211,0.0239954,0.011065,0.0186299,0.0391684,0.0471425,0,0.0199042,0.0422178,0.0353911,0.0351966,0.0162142,0.0354672,0,0,0.050092,0,0.0351784,0.0306487,0.0350368,0.0439884,0.00771743,0.0106386,0.0291424,0.0495591,0.00656118,0.0165684,0.0204443,0.0116776,0.0160236,0.0127763,0.0221763,0.018471,0.0370374,0.0292379,0.0115493,0.0188348,0.0302313,0.0377134,0,0,0,0,0,0,0,0
1169,0.0411744,0,0,0,0,0.0319015,0,0,0,0,0,0,0.0264484,0.0339765,0.00890867,0.0136968,0,0,0.0539851,0,0.0288449,0.0352323,0.039054,0.00958409,0.00701823,0.0185102,0.0284316,0.0572285,0.0152172,0.0243482,0.0143325,0.0179136,0.0239146,0.0110035,0.018669,0.0385254,0.0470143,0,0.0198309,0.0436156,0.0354575,0.0348708,0.0161331,0.0356638,0,0,0.0502286,0,0.0352011,0.0306033,0.0349272,0.0432435,0.00770866,0.0106363,0.0293028,0.0497314,0.0060737,0.016712,0.020245,0.0108765,0.0158552,0.0126259,0.0220798,0.0180541,0.0393194,0.0293671,0.0117057,0.0186729,0.0302333,0.0378454,0,0,0,0,0,0,0,0
1170,0.0413194,0,0,0,0,0.031852,0,0,0,0,0,0,0.025915,0.0339524,0.00884499,0.013832,0,0,0.0537871,0,0.0287872,0.035152,0.0389169,0.00953659,0.00704435,0.0185765,0.0283356,0.0573673,0.0154508,0.0245687,0.0146625,0.0180566,0.0239502,0.0110066,0.018696,0.037991,0.0468488,0,0.0196411,0.0445664,0.0354718,0.0347308,0.0160843,0.0357647,0,0,0.0503602,0,0.0351744,0.0305771,0.0347186,0.0426872,0.00762234,0.0105982,0.0294638,0.0498714,0.00566248,0.0167917,0.0200657,0.0101687,0.0159215,0.0124831,0.0220124,0.0175463,0.0408445,0.0295908,0.0118775,0.0184968,0.030134,0.0380175,0,0,0,0,0,0,0,0
1171,0.0414964,0,0,0,0,0.0317296,0,0,0,0,0,0,0.0257029,0.0339213,0.00883716,0.0139335,0,0,0.053459,0,0.0287439,0.0350271,0.0387896,0.00944336,0.00723208,0.0187363,0.0281243,0.0574824,0.0157092,0.0248509,0.0149648,0.0182007,0.0240825,0.0108779,0.0187178,0.0375506,0.0467064,0,0.019434,0.0449628,0.0354783,0.0344563,0.0161052,0.035802,0,0,0.0506028,0,0.0351599,0.0306835,0.0345906,0.0421767,0.00754525,0.0106163,0.0295328,0.0499225,0.00531879,0.0168179,0.0198452,0.0094244,0.016059,0.012449,0.022025,0.0172157,0.041491,0.0298783,0.0119051,0.0185104,0.029949,0.0381509,0,0,0,0,0,0,0,0
1172,0.0416541,0,0,0,0,0.0316278,0,0,0,0,0,0,0.0252625,0.0338635,0.00887527,0.0140375,0,0,0.0531598,0,0.0286721,0.0348994,0.0387365,0.00918774,0.0072106,0.0189053,0.0280389,0.0576301,0.0158617,0.0249988,0.0151878,0.018245,0.0239972,0.0107484,0.018728,0.0369137,0.046597,0,0.0193279,0.0448204,0.0355039,0.0341678,0.0161673,0.0359072,0,0,0.0508166,0,0.0351655,0.030785,0.034862,0.0417392,0.00756831,0.0105486,0.0295012,0.049941,0.00489342,0.0167855,0.0195757,0.00876811,0.0161244,0.0124774,0.0221545,0.0171924,0.0414101,0.0301303,0.011937,0.0185065,0.0298166,0.0382205,0,0,0,0,0,0,0,0
1173,0.0417581,0,0,0,0,0.0315885,0,0,0,0,0,0,0.0247929,0.033785,0.0089781,0.0140612,0,0,0.0529747,0,0.0285735,0.0347955,0.0388022,0.00908039,0.0069436,0.0191187,0.0280785,0.057834,0.0159596,0.0250984,0.015336,0.0182297,0.0237871,0.010637,0.0187298,0.0361798,0.0464905,0,0.0192949,0.0441825,0.0355847,0.0338942,0.0161579,0.0359906,0,0,0.0509781,0,0.0352263,0.03081,0.0352281,0.0414419,0.00764794,0.0104893,0.0295176,0.0499667,0.00448109,0.0166418,0.0192414,0.00833397,0.0162664,0.0125369,0.0222243,0.0174789,0.0409251,0.0303646,0.0120596,0.0183828,0.0297567,0.0382088,0,0,0,0,0,0,0,0
1174,0.0417505,0,0,0,0,0.0315685,0,0,0,0,0,0,0.0241885,0.0337109,0.009022,0.0139876,0,0,0.052743,0,0.0284931,0.0346642,0.0388673,0.00900619,0.00652822,0.0192076,0.0279263,0.0580326,0.0160263,0.0251837,0.0154319,0.0181637,0.0238302,0.0105313,0.0187398,0.0353616,0.0463846,0,0.0192379,0.0431357,0.03564,0.033591,0.0160493,0.0361483,0,0,0.050989,0,0.0352749,0.0307701,0.0352043,0.041185,0.00768347,0.0102981,0.0296181,0.0500016,0.00435065,0.0163613,0.0187662,0.00794105,0.0165389,0.0126045,0.0223592,0.0179652,0.0401706,0.0305207,0.012196,0.018176,0.0297551,0.0381905,0,0,0,0,0,0,0,0
1175,0.0418966,0,0,0,0,0.0316187,0,0,0,0,0,0,0.0238203,0.0336728,0.00909087,0.0139717,0,0,0.0524654,0,0.0284446,0.0345883,0.0389177,0.009025,0.0064275,0.0192587,0.0278358,0.0581945,0.0161098,0.0253618,0.0155575,0.0181801,0.0238787,0.0104822,0.0187661,0.0346902,0.0463418,0,0.0190951,0.0416569,0.0357029,0.033073,0.016062,0.0362953,0,0,0.0508795,0,0.0353215,0.0307029,0.0352359,0.0409816,0.00772551,0.0102149,0.0299685,0.0500921,0.00439182,0.016038,0.0182972,0.00773991,0.0167912,0.0127883,0.0223491,0.0185527,0.039098,0.0306277,0.0122506,0.01802,0.0298374,0.0380236,0,0,0,0,0,0,0,0
1176,0.0419851,0,0,0,0,0.0316502,0,0,0,0,0,0,0.0233616,0.0336493,0.00922891,0.013951,0,0,0.0521095,0,0.0284197,0.0344837,0.0389182,0.00893017,0.00636589,0.0193332,0.0277231,0.0583412,0.0162078,0.0254857,0.0156145,0.0181615,0.0238567,0.0105882,0.0188624,0.0340771,0.046235,0,0.0189966,0.0399502,0.0357679,0.0324833,0.0160822,0.0364368,0,0,0.0508492,0,0.0353687,0.0306562,0.0351775,0.0407301,0.00775808,0.0100387,0.0302543,0.0502395,0.0045737,0.015567,0.0176302,0.007667,0.0171048,0.0130003,0.0224453,0.0197002,0.0379643,0.030732,0.0123327,0.0178673,0.0298844,0.0377604,0,0,0,0,0,0,0,0
1177,0.0421177,0,0,0,0,0.0316784,0,0,0,0,0,0,0.022993,0.0335745,0.00940113,0.0139109,0,0,0.0518643,0,0.0283555,0.0343457,0.0389431,0.00866766,0.00627422,0.0194753,0.0276797,0.0584433,0.0163181,0.0256956,0.0157325,0.0181704,0.0238507,0.0106971,0.0189846,0.0334804,0.0460358,0,0.0189495,0.0381832,0.0358254,0.0320482,0.0161032,0.0366162,0,0,0.0508008,0,0.0353961,0.0306012,0.0351371,0.0404016,0.00784066,0.00984394,0.0304839,0.0503549,0.00497941,0.0149988,0.0168388,0.00753106,0.0175829,0.0132926,0.0223349,0.0209213,0.0370536,0.0308905,0.0124204,0.0176844,0.0299252,0.0380263,0,0,0,0,0,0,0,0
