Timestep,C7,CBL,CBR,CFL,CFR,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,RFHD,RFIN,RGTR,RHEE,RILC,RPSI,RSHO,RTHIP,RTIB,RTIBA,RTIBP,RTOE,RWRA,RWRB,STRN,T10,x71,x72,x73,RKNE,RTHI,RUPA,,RTIBI,RFRM,REAR,CLAV,LTHIA,RTHIA,RTHII,LASI,RASI
160,0.033898,0,0,0,0,0,0,0,0,0,0,0.0241216,0.032762,0.0247405,0,0,0.0380196,0,0.0344946,0.0174804,0.0441743,0.0329666,0.00268859,0.00412351,0.016362,0.0095124,0.00816899,0.00840414,0.00713589,0.00857461,0.0141802,0.0130924,0.0254964,0.029402,0.0362273,0.00702214,0.0128562,0.0366883,0.0202797,0.0430336,0,0,0.0331352,0.035856,0.0209644,0.0194254,0.0156611,0,0.0097176,0.0126181,0.0310717,0.0157537,0.0169676,0.0198275,0,0.0165556,0.0319895,0,0,0,0.0137272,0.00727022,0.0231408,0,0.0121458,0.0258344,0,0.0177208,0.00961718,0.0108533,0.00243863,0.0110381,0.0163896
161,0.0338838,0,0,0,0,0,0,0,0,0,0,0.0242223,0.0330555,0.0246749,0,0,0.0380971,0,0.0346677,0.017417,0.0439385,0.0326496,0.00284311,0.00458687,0.0160936,0.0094159,0.00857874,0.00866159,0.00716359,0.00847309,0.0141665,0.0130842,0.0256564,0.0291943,0.0368369,0.00757725,0.0130334,0.0366454,0.0200609,0.0429905,0,0,0.0331943,0.0358907,0.0204635,0.019316,0.015364,0,0.00975016,0.0124384,0.0310962,0.015462,0.0169764,0.0201462,0,0.0166686,0.0319379,0,0,0,0.0136236,0.00724346,0.0229777,0,0.0120177,0.026197,0,0.0176214,0.0105402,0.0109374,0.00250397,0.0111826,0.0164731
162,0.0338066,0,0,0,0,0,0,0,0,0,0,0.0246428,0.0330805,0.024587,0,0,0.0382558,0,0.0349445,0.0174279,0.0438685,0.0327461,0.00299666,0.00499523,0.01592,0.00926159,0.00890556,0.00889553,0.00722921,0.00839343,0.0141774,0.0131367,0.0258286,0.0291296,0.0373481,0.00802554,0.0132591,0.0366009,0.0198338,0.0428997,0,0,0.0333828,0.0359382,0.019925,0.0191989,0.0151114,0,0.00980023,0.0122375,0.0311348,0.0151308,0.0169647,0.0203557,0,0.0167919,0.0318199,0,0,0,0.0135015,0.00724539,0.023149,0,0.0118841,0.026301,0,0.0174794,0.011228,0.0109854,0.00269994,0.0112982,0.0165949
163,0.0336711,0,0,0,0,0,0,0,0,0,0,0.0249146,0.0329262,0.0246729,0,0,0.038445,0,0.0352908,0.0175717,0.0439443,0.0330147,0.00312876,0.00534127,0.0157687,0.00902183,0.00910716,0.00901978,0.00729645,0.00834126,0.0141749,0.0132137,0.0260446,0.0289799,0.03776,0.00842054,0.013433,0.0366485,0.019653,0.0428029,0,0,0.0336436,0.0359855,0.0194989,0.0191728,0.0148607,0,0.00990313,0.0120828,0.0312209,0.0148423,0.0169407,0.0206616,0,0.0168403,0.0316601,0,0,0,0.0133757,0.00723023,0.0233445,0,0.0117545,0.0264034,0,0.0173002,0.0115613,0.0110275,0.00265871,0.0113895,0
164,0.0335075,0,0,0,0,0,0,0,0,0,0,0.0251352,0.0329067,0.0248131,0,0,0.0386223,0,0.0357027,0.017886,0.0438846,0.0331323,0.00310723,0.00584833,0.0156632,0.00874162,0.00929517,0.0091764,0.0073147,0.00825474,0.0141135,0.0132762,0.02622,0.0289814,0.038195,0.00928478,0.0135842,0.0366202,0.0193264,0.0427717,0,0,0.0338576,0.0360275,0.0188178,0.0190005,0.0147027,0,0.00993538,0.0117913,0.0312755,0.0143511,0.0169137,0.0207604,0,0.0169431,0.0315178,0,0,0,0.0131919,0.00732214,0.0234714,0,0.0116164,0.0263652,0,0.0171315,0.0120054,0.0110115,0.00247587,0.0115224,0.0168585
165,0.0333666,0,0,0,0,0,0,0,0,0,0,0.02543,0.0330099,0.0250383,0,0,0.0387505,0,0.0360472,0.0183203,0.0438588,0.0326338,0.00314007,0.00626614,0.015482,0.00857672,0.00935011,0.00930858,0.00723516,0.0082117,0.0140701,0.013304,0.0263197,0.0289773,0.0386287,0.0101474,0.0136133,0.0365302,0.0189963,0.0428022,0,0,0.0340057,0.0360562,0.0181987,0.018852,0.0144645,0,0.00993531,0.0115721,0.0313787,0.0139179,0.0167729,0.0206451,0,0.0169545,0.0313635,0,0,0,0.0130146,0.00737364,0.0236113,0,0.0115412,0.0263721,0,0.0170185,0.0122404,0.0111533,0.00237092,0.0114634,0.0168886
166,0.0332299,0,0,0,0,0,0,0,0,0,0,0.0256651,0.0330407,0.0252882,0,0,0.0390423,0,0.0363607,0.0188101,0.0437607,0.0321247,0.00323319,0.00661945,0.0153256,0.00840211,0.00938421,0.00944191,0.00735667,0.00818262,0.0140607,0.0133381,0.0262341,0.029174,0.039055,0.0108889,0.0136928,0.0364685,0.0187818,0.0428436,0,0,0.0341319,0.0360485,0.0177499,0.0187138,0.0142753,0,0.00998264,0.0114023,0.0315039,0.0135649,0.0166751,0.0205705,0,0.0169837,0.0311829,0,0,0,0.0128651,0.00744103,0.0237502,0,0.0115408,0.0265229,0,0.0169292,0.0123489,0.0113145,0,0.0113598,0.0170113
167,0.0330958,0,0,0,0,0,0,0,0,0,0,0.0257817,0.0329465,0.0253561,0,0,0.0394227,0,0.0367176,0.019365,0.0436241,0.0316576,0.00336998,0.00690797,0.0152601,0.00823753,0.00940595,0.00953294,0.00751911,0.00822308,0.014142,0.0133944,0.0262192,0.0293797,0.039492,0.0115906,0.013697,0.036483,0.0185465,0.0428527,0,0,0.0342717,0.0360328,0.01729,0.0187036,0.0142083,0,0.00996944,0.0112454,0.0315592,0.0132211,0.0165045,0.0206651,0,0.01702,0.0310084,0,0,0,0.0127314,0.00743468,0.0237786,0,0.0115214,0.0267989,0,0.0169031,0.0123181,0.0110973,0.00251435,0.0114151,0.0173052
168,0.0329917,0,0,0,0,0,0,0,0,0,0,0.0259982,0.0330897,0.0252885,0,0,0.039751,0,0.0370008,0.0198508,0.0434681,0.0312542,0.00355697,0.007216,0.0152041,0.00816879,0.00940949,0.00962129,0.00769563,0.00841344,0.0141528,0.0134103,0.0266696,0.0295653,0.040006,0.0121836,0.0138198,0.0365468,0.0183864,0.0429048,0,0,0.0344138,0.0360446,0.0169138,0.0187487,0.0141982,0,0.00989599,0.0110827,0.0315841,0.0129123,0.0164521,0.020805,0,0.0170217,0.0308784,0,0,0,0.0125594,0.00734415,0.0237532,0,0.0115472,0.0271387,0,0.0168302,0.0122442,0.0109278,0.00253422,0.0113964,0.0176176
169,0.0328863,0,0,0,0,0,0,0,0,0,0,0.0263743,0.0333258,0.0254058,0,0,0.0400954,0,0.0373234,0.0203896,0.0433193,0.0310032,0.00371023,0.0074603,0.0150695,0.0080641,0.00934133,0.00969047,0.00788168,0.00864288,0.0140783,0.0134605,0.0270943,0.0297174,0.0405805,0.0129981,0.0138317,0.0365949,0.0182569,0.0430298,0,0,0.0345236,0.036108,0.0166265,0.0186626,0.0141221,0,0.009765,0.0108837,0.0315281,0.0126444,0.0165704,0.0208084,0,0.0169733,0.0307465,0,0,0,0.0123969,0.00729026,0.0237583,0,0.011527,0.027395,0,0.0168094,0.0120719,0.0109105,0.00250565,0.0112602,0.0177585
170,0.0327794,0,0,0,0,0,0,0,0,0,0,0.0263891,0.033191,0.0255584,0,0,0.0402628,0,0.037739,0.0208606,0.0432487,0.0308268,0.00385501,0.00758965,0.0149594,0.00794887,0.00915346,0.00969933,0.00798168,0.00887268,0.0140321,0.0135161,0.0273002,0.0298186,0.0410079,0.0137501,0.013884,0.0366065,0.018126,0.0430053,0,0,0.0346011,0.0361445,0.0163573,0.0185369,0.0140618,0,0.00971295,0.0106868,0.0313562,0.0123731,0.0167461,0.0206511,0,0.0169172,0.0306325,0,0,0,0.0122554,0.00724912,0.0237498,0,0.0114437,0.0275078,0,0.0168068,0.0118178,0.010828,0.00245115,0.011169,0.0178932
171,0.0327318,0,0,0,0,0,0,0,0,0,0,0.0263361,0.0331689,0.0256984,0,0,0.0403889,0,0.0380639,0.0211278,0.0431936,0.0309023,0.00398319,0.00761249,0.0149131,0.00786537,0.00891958,0.0096379,0.00802564,0.00905127,0.0140023,0.0136116,0.0274742,0.0299151,0.0413466,0.0141986,0.013904,0.0366321,0.0180753,0.0428393,0,0,0.034688,0.0361218,0.0162039,0.0184786,0.014013,0,0.00971811,0.0106285,0.031319,0.0122412,0.0168327,0.0205192,0,0.0168224,0.0305813,0,0,0,0.0122354,0.00723456,0.0237748,0,0.0114341,0.027579,0,0.016832,0.0114851,0.0107075,0.00243837,0.0111035,0.0180421
172,0.0327077,0,0,0,0,0,0,0,0,0,0,0.0265598,0.0334227,0.0258615,0,0,0.0406802,0,0.0382025,0.0213015,0.0432124,0.0312821,0.00414716,0.00747988,0.0149192,0.00783354,0.00861698,0.00954364,0.00799023,0.00919775,0.0139541,0.0137639,0.0276634,0.0300731,0.0416844,0.0144369,0.0139117,0.0366356,0.0181965,0.0429931,0,0,0.0347399,0.0360516,0.0163621,0.0185781,0.0139198,0,0.00994814,0.0107181,0.0314944,0.0123065,0.0168623,0.0205758,0,0.016626,0.0305741,0,0,0,0.0122536,0.00727778,0.0237774,0,0.0114567,0.0278182,0,0.0168432,0.011037,0.0107648,0.00244389,0.0110369,0
173,0.0327252,0,0,0,0,0,0,0,0,0,0,0.0269228,0.0338378,0.0261546,0,0,0.0410294,0,0.0381844,0.0214286,0.0431893,0.0306132,0.0042961,0.00737008,0.0149287,0.00783001,0.00833412,0.00947517,0.00791663,0.00938289,0.0139121,0.0139395,0.0281402,0.0303179,0.0420298,0.0145659,0.0137931,0.0367022,0.0181841,0.0431035,0,0,0.0348583,0.0360543,0.0163195,0.0186222,0.013857,0,0.0100984,0.0107884,0.03164,0.0123235,0.0167302,0.0206664,0,0.0164328,0.0305967,0,0,0,0.0123246,0.00743596,0.0236605,0,0.0114657,0.0280586,0,0.0169193,0.0105352,0.0107763,0.00250532,0.0109909,0
174,0.0327447,0,0,0,0,0,0,0,0,0,0,0.0274018,0.0338238,0.0265311,0,0,0.0412741,0,0.0381933,0.0215111,0.0431193,0.030325,0.00438623,0.00722711,0.0147727,0.00791211,0.00801925,0.00943242,0.00776462,0.00942311,0.0138258,0.014184,0.0285979,0.0304978,0.0422144,0.0147457,0.0137601,0.0367506,0.018148,0.0431017,0,0,0.0349534,0.0361288,0.0162155,0.0187152,0.0136854,0,0.0101025,0.0107523,0.0315837,0.0122432,0.0166402,0.0207064,0,0.0162116,0.0306048,0,0,0,0.0123486,0.00756771,0.0236088,0,0.0114749,0.0282248,0,0.0169688,0.0100247,0.0107043,0,0.0107583,0
175,0.0327614,0,0,0,0,0,0,0,0,0,0,0.0279097,0.0337493,0.0270085,0,0,0.0414365,0,0.0383041,0.0216384,0.0431067,0.0302601,0.00453464,0.00708655,0.0146864,0.0079655,0.00775464,0.00942703,0.0075324,0.0093511,0.0136605,0.0144864,0.029164,0.0305966,0.0423886,0.014957,0.0135958,0.0366946,0.0179362,0.0430756,0,0,0.0349655,0.0361072,0.0159119,0.0187335,0.0135766,0,0.0100185,0.0106488,0.0315231,0.0120823,0.0164265,0.0206575,0,0.0160877,0.0306213,0,0,0,0.0122808,0.00751107,0.0236122,0,0.011396,0.0282202,0,0.0169875,0.00958477,0.0106167,0.00287215,0.0106822,0
176,0.0327496,0,0,0,0,0,0,0,0,0,0,0.0281714,0.0337804,0.0274234,0,0,0.0415163,0,0.0384864,0.0218487,0.0431454,0.0311165,0.00471448,0.00697062,0.0147069,0.00798325,0.00750926,0.00945262,0.00730646,0.00921491,0.0133766,0.0148421,0.0296119,0.0306134,0.0426009,0.0153424,0.0134659,0.0366399,0.0177451,0.0430536,0,0,0.0349691,0.0359684,0.015601,0.0187175,0.0135136,0,0.0099743,0.0105706,0.0314067,0.0119833,0.0162477,0.0205471,0,0.0160491,0.0306491,0,0,0,0.0122377,0.00749195,0.0235673,0,0.011296,0.0281887,0,0.0170545,0.00909455,0.0105943,0.00276216,0.0107078,0
177,0.0327289,0,0,0,0,0,0,0,0,0,0,0.0284855,0.0337943,0.0276442,0,0,0.0416482,0,0.0386961,0.0221397,0.0433113,0.0316714,0.00475627,0.0068523,0.0146059,0.00790947,0.00728683,0.00945418,0.00702556,0.00904121,0.0131501,0.0151283,0.0298783,0.0304664,0.0427993,0.0157817,0.0133619,0.0366536,0.0176484,0.0429917,0,0,0.0350329,0.0359818,0.015392,0.0185974,0.0133479,0,0.00995913,0.0105995,0.0315506,0.0119979,0.0161056,0.0203862,0,0.0159764,0.0306216,0,0,0,0.0123756,0.00755663,0.0235123,0,0.0112749,0.028148,0,0.0170863,0.00858284,0.0107297,0.00259879,0.0105604,0
178,0.0327025,0,0,0,0,0,0,0,0,0,0,0.0286199,0.0336974,0.0279555,0,0,0.041893,0,0.0388671,0.0223852,0.0436739,0.0318489,0.0047649,0.00684535,0.014523,0.00782498,0.00715152,0.00950631,0.00669158,0.00893169,0.0130862,0.0153941,0.0301573,0.0303284,0.0430004,0.0158468,0.0133868,0.0366359,0.0174842,0.0429251,0,0,0.0351045,0.036075,0.0151053,0.0185134,0.0131765,0,0.00986806,0.0105639,0.0316872,0.0118883,0.0160735,0.0201804,0,0.0159795,0.0305756,0,0,0,0.0124418,0.00758077,0.0234013,0,0.0112498,0.0280938,0,0.0171012,0.00818268,0.0109093,0.00250738,0.010188,0
179,0.0326691,0,0,0,0,0,0,0,0,0,0,0.028591,0.0336912,0.0282091,0,0,0.0420467,0,0.039068,0.0226242,0.0439952,0.0321957,0.00481162,0.00685797,0.014459,0.00778355,0.00699681,0.00953007,0.00640674,0.00886655,0.0130312,0.0156331,0.0303641,0.0304367,0.0432907,0.0158766,0.0134372,0.0365395,0.017316,0.0428524,0,0,0.0351197,0.0361191,0.014814,0.0185199,0.0130474,0,0.00984457,0.0105024,0.0316878,0.0117391,0.0160806,0.0198037,0,0.0159974,0.0305466,0,0,0,0.0125279,0.00765166,0.0232158,0,0.0112258,0.0279317,0,0.0170232,0.00780762,0.0108265,0,0.0102098,0
180,0.0326387,0,0,0,0,0,0,0,0,0,0,0.0285514,0.0338571,0.0284417,0,0,0.0422061,0,0.0391542,0.0228237,0.0443327,0.0328908,0.00484835,0.00688325,0.0144341,0.00781494,0.00690316,0.0095453,0.00619925,0.00881559,0.0130951,0.0158516,0.0305842,0.0305565,0.0435876,0.0162626,0.0134484,0.0364819,0.0171488,0.0428024,0,0,0.0351665,0.0361588,0.0145028,0.01858,0.0129544,0,0.0098116,0.010485,0.0317343,0.011616,0.0160018,0.0193912,0,0.0160422,0.0305089,0,0,0,0.0126292,0.00772489,0.0230908,0,0.0111866,0.0277179,0,0.016933,0.00760561,0.0107577,0,0.00985894,0
181,0.0326074,0,0,0,0,0,0,0,0,0,0,0.0287003,0.0340689,0.0286421,0,0,0.0423517,0,0.0391708,0.02301,0.0445686,0.0337174,0.00489742,0.00689762,0.0143261,0.00784027,0.00688566,0.00960104,0.00596072,0.00871899,0.0131037,0.01607,0.0308476,0.0306188,0.043849,0.016444,0.0134993,0.0365359,0.0169358,0.0427649,0,0,0.035302,0.0362385,0.0140898,0.0185037,0.0128676,0,0.00972184,0.0104604,0.0317224,0.0114585,0.0158352,0.0190526,0,0.0160598,0.0304342,0,0,0,0.0126984,0.00768061,0.023083,0,0.0111214,0.0274994,0,0.0168704,0.00748378,0.0107169,0,0.00912319,0.0158155
182,0.0325905,0,0,0,0,0,0,0,0,0,0,0.0288054,0.0342543,0.0288768,0,0,0.0424383,0,0.0391823,0.023162,0.0448404,0.0344576,0.00497598,0.00686385,0.0142604,0.00784148,0.00684039,0.00961956,0.00570512,0.008674,0.0129954,0.0162257,0.0312181,0.0307322,0.0440733,0.0163951,0.0135331,0.0365317,0.0167648,0.042763,0,0,0.0353679,0.0362402,0.0137804,0.0185905,0.0128048,0,0.00967246,0.0104369,0.0317189,0.0114168,0.0157081,0.0187205,0,0.0160379,0.0303877,0,0,0,0.0127065,0.0076205,0.0231084,0,0.0110525,0.0272865,0,0.0169226,0.0073699,0.0106748,0,0.00864626,0.0144428
183,0.0326419,0,0,0,0,0,0,0,0,0,0,0.0282566,0.0343534,0.0287951,0,0,0.0423792,0,0.0393043,0.0232337,0.0455603,0.0346863,0.00525468,0.00639581,0.0139704,0.0076933,0.00631448,0.0089811,0.00548091,0.00853101,0.012972,0.0161081,0.0310451,0.0307272,0.0442663,0.0167532,0.0118185,0.0364072,0.0124431,0.0425959,0,0,0.0353159,0.0359226,0.00919064,0.020374,0.0127816,0,0.00737978,0.0141005,0.0307533,0.0125821,0.0136782,0.018328,0,0.0157442,0.0302079,0,0,0,0.019027,0.00462235,0.0230369,0,0.0117088,0.0269979,0,0.0168242,0.00678872,0,0,0.007932,0.0146881
184,0.0325305,0,0,0,0,0,0,0,0,0,0,0.0286762,0.0344589,0.0294116,0,0,0.0424256,0,0.0392769,0.0231699,0.0453718,0.0356711,0.00517521,0.00670898,0.0141434,0.00802516,0.00678689,0.00939923,0.00531264,0.0086945,0.0129236,0.0164531,0.0318511,0.0308238,0.0442207,0.016777,0.0132766,0.0363144,0.0161962,0.0427064,0,0,0.0352767,0.0362186,0.013209,0.0186703,0.0125179,0,0.00973438,0.0103932,0.0316515,0.0114866,0.014768,0.0179494,0,0.0159109,0.0302735,0,0,0,0.0130119,0.00768086,0.0232248,0,0.0108132,0.0268761,0,0.0170049,0.00711478,0.0109019,0,0.00849122,0.0143164
185,0.0325528,0,0,0,0,0,0,0,0,0,0,0.0284052,0.0346017,0.0295544,0,0,0.042386,0,0.0393309,0.0231359,0.0459816,0.0362659,0.00550762,0.00629912,0.0138986,0.00793546,0.00642872,0.0088121,0.00498322,0.00853257,0.0129393,0.0163573,0.0320189,0.0307524,0.0443486,0.01679,0.0120074,0.036269,0.0120362,0.0425486,0,0,0.0352428,0.0358351,0.00867362,0.0202733,0.0125582,0,0.00743974,0.0139734,0.0308459,0.0124138,0.0141886,0.0176106,0,0.0156107,0.0301261,0,0,0,0.0190587,0.00464819,0.0229551,0,0.011599,0.026676,0,0.0168938,0.00661344,0,0,0,0.0149985
186,0.0324867,0,0,0,0,0,0,0,0,0,0,0.0285862,0.034729,0.0302101,0,0,0.0424818,0,0.039186,0.0230008,0.0457337,0.0371327,0.005552,0.00669112,0.0141975,0.00805634,0.00684694,0.00930887,0.00492908,0.00874775,0.0129485,0.0166637,0.0327302,0.0309072,0.0442894,0.0164837,0.013298,0.0362116,0.0158334,0.0427195,0,0,0.0352143,0.0360933,0.01261,0.0186031,0.0124362,0,0.00989104,0.0102673,0.0317729,0.0112334,0.0147018,0.0172588,0,0.0157752,0.0302592,0,0,0,0.0130597,0.00780481,0.0231689,0,0.0109024,0.0265975,0,0.0170893,0.00704553,0.0109295,0,0,0.0147272
187,0.0324956,0,0,0,0,0,0,0,0,0,0,0.0280207,0.0347895,0.0305033,0,0,0.0425056,0,0.0390953,0.0229531,0.0459028,0.036557,0.0056121,0.00694356,0.0143569,0.00811933,0.00670905,0.00949669,0.00483974,0.00889578,0.0131193,0.0165355,0.032515,0.0309752,0.0443032,0.0163291,0.0135674,0.0361799,0.0158858,0.0427358,0,0,0.0351882,0.0361432,0.0124467,0.0184729,0.0125274,0,0.0099914,0.0101141,0.031783,0.0111393,0.0152156,0.0170065,0,0.0157137,0.0302757,0,0,0,0.0129348,0.00782067,0.0232336,0,0.0109478,0.026502,0,0.0171501,0.00709085,0.0110199,0,0,0.0147995
188,0.0326376,0,0,0,0,0,0,0,0,0,0,0.0271848,0.0348391,0.0300596,0,0,0.0425292,0,0.038921,0.023023,0.0460963,0.035757,0.00565002,0.0071907,0.0143748,0.00839776,0.00680645,0.00971309,0.00487793,0.00904651,0.0133424,0.0163855,0.031846,0.0309839,0.0442876,0.0163128,0.0137163,0.036196,0.0157523,0.0428297,0,0,0.0351366,0.0362788,0.0121175,0.0185762,0.0125523,0,0.0100054,0.0100528,0.0317082,0.0109608,0.0154617,0.0163071,0.0284042,0.015633,0.0303721,0,0,0,0.0128486,0.00781838,0.0235514,0,0.0108644,0.0265727,0,0.0172197,0.00729366,0.010909,0,0,0.0147974
189,0.0326864,0,0,0,0,0,0,0,0,0,0,0.0269571,0.0349334,0.0292319,0,0,0.042509,0,0.0387442,0.0230431,0.0462927,0.0355335,0.00570237,0.00722168,0.0143253,0.0085134,0.00702073,0.00982791,0.00501992,0.00901123,0.0133916,0.0163778,0.0315717,0.0310113,0.0442562,0.0162624,0.0138631,0.0361432,0.0155755,0.0428276,0,0,0.035077,0.0363714,0.0117889,0.0186752,0.0126555,0,0.00998115,0.0100517,0.0316968,0.0107823,0.0156806,0.0160416,0.0285722,0.0155934,0.0304357,0,0,0,0.0127957,0.00784601,0.0236349,0,0.0107433,0.0265559,0,0.0172523,0.00757654,0.0109682,0,0,0.0147712
190,0.0328004,0,0,0,0,0,0,0,0,0,0,0.0271493,0.0350683,0.0286712,0,0,0.0424641,0,0.0387219,0.0230714,0.0469062,0.0355239,0.0059937,0.00656025,0.0138155,0.00835441,0.00665381,0.00920555,0.00503389,0.00863862,0.0133486,0.0162452,0.0315097,0.0308675,0.044459,0.0162968,0.0121889,0.0360791,0.0110489,0.0426462,0,0,0.0349517,0.0359855,0.00784214,0.0203171,0.0126051,0,0.00778023,0.0142813,0.0306468,0.0125302,0.0146191,0.015774,0.028667,0.0152837,0.0303499,0,0,0,0.0197878,0.00446843,0.0235649,0,0.0114982,0.02646,0,0.0170963,0.00725669,0,0,0,0.015433
191,0.0334264,0,0,0,0,0,0,0,0,0,0,0.0272868,0.0315646,0.0286276,0,0,0.0376432,0,0.0290083,0.0254216,0.046844,0.0358952,0.00546948,0.00592796,0.0155499,0.00842262,0.00638894,0.00869258,0.00502678,0.00843365,0.0131808,0.0164195,0.031912,0.0282713,0,0.0300283,0.0116121,0.0359673,0.0106506,0.0431206,0,0,0.034862,0.0364182,0.00749658,0.0211947,0.0146338,0,0.00827998,0.014253,0.0299722,0.0125438,0.0140516,0.0156244,0.0287437,0.0154855,0.0309557,0,0,0,0.0206346,0.00492745,0.0231264,0,0.0112197,0.0260936,0,0.0170928,0.00691533,0,0,0,0.0151814
192,0.0326906,0,0,0,0,0,0,0,0,0,0,0.0279176,0.0351653,0.029301,0,0,0.0424645,0,0.0386519,0.0229749,0.046415,0.0364809,0.00600246,0.00653333,0.0139029,0.00850177,0.00693111,0.00932562,0.00525353,0.0086319,0.0131224,0.0166146,0.0326745,0.0308622,0.04471,0.0161339,0.0124736,0.0359473,0.0137839,0.0426283,0,0,0.0347753,0.0364928,0.0102525,0.0187319,0.0122904,0,0.00955727,0.0104169,0.0313229,0.0111543,0.0128846,0.0149099,0.0285345,0.0156239,0.0304652,0,0,0,0.0140505,0.00756251,0.0239566,0,0.0102434,0.0261028,0,0.0173367,0.00753331,0.0113108,0,0,0.0147739
193,0.0326828,0,0,0,0,0,0,0,0,0,0,0.0275226,0.0353414,0.0292153,0,0,0.0420619,0,0.0385356,0.0228453,0.0460941,0.0362546,0.0058395,0.0066547,0.0141512,0.00858689,0.00686385,0.00936763,0.00519833,0.00869589,0.0130764,0.0164521,0.0325844,0.0306005,0.0447469,0.0161539,0.0135033,0.0358598,0.0144195,0.0426272,0,0,0.0347369,0.0367095,0.0107439,0.0185889,0.0123279,0,0.00966586,0.00984065,0.0311663,0.0108264,0.0145286,0.0143737,0.0283218,0.0157743,0.0305055,0,0,0,0.0134966,0.00779976,0.0240363,0,0.0102466,0.0258334,0,0.0173023,0.00749348,0.0109601,0,0.00856665,0.0144667
194,0.0326534,0,0,0,0,0,0,0,0,0,0,0.0269701,0.035449,0.0290887,0,0,0.0418965,0,0.0384616,0.0227315,0.0458327,0.03608,0.0058091,0.00684171,0.0141646,0.00871286,0.00688388,0.00959265,0.00513498,0.00876327,0.0132284,0.0162664,0.0323155,0.0304391,0.0447662,0.0160002,0.0135255,0.0357751,0.0143232,0.04254,0,0,0.0346838,0.0368464,0.0106161,0.0184682,0.012311,0,0.00970969,0.00972287,0.0310249,0.0108935,0.014738,0.013688,0.0281242,0.0159216,0.0305225,0,0,0,0.0135126,0.00787906,0.0240346,0,0.0103387,0.0254358,0,0.017308,0.00752426,0.0110183,0,0.00870689,0.0140254
195,0.0326475,0,0,0,0,0,0,0,0,0,0,0.0264807,0.0356874,0.0288993,0,0,0.041848,0,0.038372,0.0225443,0.045609,0.036091,0.00589692,0.00701239,0.014172,0.00885232,0.00709291,0.00985516,0.00522389,0.0088654,0.0133527,0.016151,0.0320412,0.0302985,0.0448673,0.0158035,0.0133633,0.0356664,0.0140398,0.0424568,0,0,0.0346291,0.0369769,0.0104003,0.0184394,0.0123368,0,0.00975583,0.00967636,0.0309234,0.0109576,0.0146275,0.0129177,0.0278562,0.016047,0.0305521,0,0,0,0.0135433,0.00794716,0.0239401,0,0.0102963,0.0249547,0,0.017341,0.00766232,0.0111124,0,0.0089673,0.0137587
196,0.0326507,0,0,0,0,0,0,0,0,0,0,0.0261881,0.0358714,0.0287586,0,0,0.0417374,0,0.0382832,0.0223404,0.0454131,0.0362409,0.00596907,0.00722956,0.0140774,0.00896982,0.00740547,0.0101071,0.00545787,0.00897082,0.0134221,0.0161398,0.0319137,0.0304845,0.0449588,0.0155608,0.0131767,0.0355351,0.0137517,0.0423768,0,0,0.0345735,0.0370925,0.0101913,0.0184427,0.0123462,0,0.00977503,0.00965574,0.0308067,0.0110321,0.014409,0.0121107,0.0276601,0.0161048,0.0305506,0,0,0,0.0136391,0.00798565,0.0239549,0,0.0102171,0.024419,0,0.0174044,0.0078909,0.011152,0,0.00913356,0.0139501
197,0.0326556,0,0,0,0,0,0,0,0,0,0,0.0260268,0.0360138,0.028652,0,0,0.0415806,0,0.0382178,0.0222978,0.0452352,0.0361258,0.00608649,0.00750386,0.0139636,0.00901082,0.00774211,0.0103921,0.0057438,0.00911891,0.0134796,0.0161861,0.0318792,0.0304403,0.0450169,0.0155614,0.0129308,0.0354077,0.0134778,0.0423159,0,0,0.0345179,0.0370379,0.0100687,0.0184285,0.0123509,0,0.00984648,0.00958902,0.0307396,0.0110864,0.014135,0.011357,0.0271894,0.0161154,0.0305378,0,0,0,0.0137726,0.00803089,0.0238901,0,0.0101465,0.0238761,0,0.0174147,0.00821444,0.0111828,0,0.00884283,0.0140776
198,0.0332413,0,0,0,0,0,0,0,0,0,0,0.0257522,0.0318496,0.0283787,0,0,0.0366546,0,0.0290875,0.0247718,0.0449335,0.035613,0.00560635,0.00757472,0.0156072,0.0086349,0.00793408,0.0104923,0.00591197,0.00922174,0.0135161,0.0161959,0.0318295,0.0276585,0,0.02932,0.0122473,0.0352717,0.0131861,0.0427929,0,0,0.0344725,0.0371637,0.0101304,0.0190685,0.0142958,0,0.00991812,0.00964158,0.030199,0.0113934,0.0135674,0.0109191,0.0269047,0.0162947,0.0310658,0,0,0,0.0143286,0.00797769,0.0233273,0,0.0100427,0.0231401,0,0.0174725,0.00833131,0.0117333,0,0.0092283,0.0137596
