Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x75,x76,,x81,x79
35,0.00925395,0,0,0,0,0.024284,0,0,0,0,0,0,0.00200783,0.0194668,0.00736703,0.0112266,0,0,0.0129722,0,0.0364746,0.00825601,0.0413394,0.0105018,0.0214639,0.00398901,0.0236281,0.0487907,0.00796965,0.00557187,0.00242243,0.00883401,0.00834774,0.00860772,0.0311351,0.00347009,0.0222954,0.0069044,0.00382872,0.00714815,0.0232723,0.0126681,0.0154471,0.00977993,0,0,0.0216119,0,0.0386858,0.00500333,0.0379175,0.0189734,0.0117406,0.00628861,0.022459,0.0215566,0,0.0139359,0.00341161,0.00411513,0.0131044,0.0388269,0.0102376,0.0143083,0.00251885,0.00336891,0.0326159,0.0112798,0.0241221,0.00662072,0,0,0,0,0,0,0,0,0
36,0.00919753,0,0,0,0,0.0241858,0,0,0,0,0,0,0.00201629,0.0193761,0.00736128,0.0112648,0,0,0.0129342,0,0.0364924,0.00823533,0.0413506,0.0105181,0.0214869,0.00399231,0.0236545,0.0486899,0.00797167,0.00557907,0.00242877,0.00882172,0.00837945,0.00860991,0.0311298,0.00339291,0.0221984,0.00690901,0.00379376,0.00709925,0.0232999,0.0126614,0.0154521,0.00971032,0,0,0.0216553,0,0.0387688,0.00505947,0.0379189,0.0190136,0.0116963,0.00619614,0.0225104,0.021626,0,0.0138413,0.00335485,0.00413288,0.01311,0.0387427,0.0102824,0.0142974,0.00248389,0.00342906,0.0327203,0.0112315,0.0240659,0.00658111,0,0,0,0,0,0,0,0,0
37,0.00919781,0,0,0,0,0.0241229,0,0,0,0,0,0,0.00208723,0.0194413,0.00737981,0.0112985,0,0,0.0129406,0,0.0365198,0.00824134,0.0413466,0.0105191,0.0214923,0.00398686,0.0236314,0.048644,0.00794796,0.00556835,0.00243366,0.00879429,0.00838533,0.00862618,0.0311196,0.00329772,0.0221784,0.00685487,0.00378046,0.00708022,0.0232999,0.0127093,0.0155053,0.00965569,0,0,0.0217444,0,0.0387977,0.00508174,0.0379343,0.0191632,0.0117165,0.00613756,0.0225106,0.0216388,0,0.01384,0.00336047,0.00409477,0.0131563,0.0385689,0.0103077,0.0143538,0.00252914,0.0035568,0.0328523,0.0111836,0.0240226,0.00657332,0,0,0,0,0,0,0,0,0
38,0.00919816,0,0,0,0,0.0240679,0,0,0,0,0,0,0.00222221,0.0195622,0.00738269,0.0113229,0,0,0.0129811,0,0.0364844,0.00826417,0.0413791,0.0105422,0.0215144,0.00397188,0.0236298,0.0485663,0.00795838,0.00555201,0.0024336,0.00877328,0.00838414,0.00860902,0.0311012,0.00322799,0.0221966,0.00673097,0.0037378,0.0071323,0.0232713,0.0127532,0.0155711,0.00962026,0,0,0.0218488,0,0.0387788,0.0051106,0.0379407,0.0192653,0.0117931,0.00621986,0.0224971,0.0216569,0.00254181,0.0138642,0.00337322,0.0040517,0.0131705,0.0385614,0.0102631,0.0143689,0.00260514,0.00370013,0.0330084,0.0111324,0.0239649,0.00657077,0,0,0,0,0,0,0,0,0
39,0.0091924,0,0,0,0,0.0240476,0,0,0,0,0,0,0.00241394,0.0196368,0.00740206,0.0112977,0,0,0.0129438,0,0.0364361,0.00827813,0.0413874,0.0105736,0.0215324,0.00396525,0.0236044,0.048485,0.00796535,0.00560094,0.00244584,0.0087892,0.0084054,0.00860544,0.0311095,0.00318765,0.0221526,0.00669609,0.00370224,0.00712622,0.0232302,0.0127558,0.015562,0.00960178,0,0,0.0219953,0,0.038682,0.00514805,0.0379593,0.0192458,0.0117965,0.00605199,0.0225234,0.0217398,0,0.0138371,0.00339497,0.00405011,0.0131126,0.0384072,0.0102341,0.0143438,0.00255081,0.00345207,0.0331802,0.0110939,0.0239376,0.00655356,0,0,0,0,0,0,0,0,0
40,0.009178,0,0,0,0,0.0240176,0,0,0,0,0,0,0.00242552,0.0196476,0.00738381,0.0112755,0,0,0.0128864,0,0.0364458,0.0082795,0.0414012,0.0105593,0.0215686,0.00395642,0.0235972,0.0483945,0.00797743,0.00564139,0.00246216,0.00882827,0.00841731,0.00861671,0.0311132,0.00310755,0.0220124,0.00673249,0.00372604,0.00716204,0.0232253,0.0127735,0.0154681,0.00957708,0,0,0.0220602,0,0.0386476,0.00519508,0.0379448,0.0192444,0.0118264,0.00595267,0.0225222,0.0217796,0,0.0138017,0.00338015,0.00405948,0.0130841,0.0383295,0.0102346,0.0143499,0.00251322,0.00324475,0.0332712,0.0110759,0.0238998,0.00655165,0,0,0,0,0,0,0,0,0
41,0.00917517,0,0,0,0,0.0240007,0,0,0,0,0,0,0.00251089,0.0196329,0.00736265,0.0113043,0,0,0.0128435,0,0.0365177,0.00825741,0.041399,0.0105291,0.021601,0.00391924,0.0236325,0.0483197,0.0079885,0.0056731,0.0024563,0.00885351,0.00841682,0.00860856,0.0310977,0.0030746,0.0218906,0.00684741,0.00376984,0.00718689,0.0232155,0.0127817,0.0154633,0.00957046,0,0,0.0221048,0,0.0386581,0.00521892,0.0379075,0.0192188,0.0118658,0.00592508,0.0225121,0.0218101,0.0025281,0.01379,0.00336312,0.00408016,0.0130751,0.0382976,0.0102202,0.0143361,0.00249748,0.00338276,0.0333081,0.0110562,0.0238757,0.00657445,0,0,0,0,0,0,0,0,0
42,0.00918165,0,0,0,0,0.0239963,0,0,0,0,0,0,0.00257612,0.0196447,0.00739443,0.0113061,0,0,0.0128148,0,0.0365559,0.00825565,0.041354,0.010646,0.0216208,0.00389164,0.0236914,0.0482199,0.00800958,0.00566203,0.00245722,0.00885204,0.00843058,0.00860812,0.0310819,0.00308629,0.0217917,0.0068988,0.00378269,0.00715929,0.0232143,0.0127547,0.0154379,0.00961534,0,0,0.0221601,0,0.0386499,0.00521108,0.0378684,0.0191013,0.0117983,0.00576095,0.0225761,0.021823,0,0.0137859,0.00337309,0.00410766,0.0130157,0.0383306,0.0102114,0.0142534,0.00241212,0.00352545,0.0333082,0.0110395,0.0238472,0.00661897,0,0,0,0,0,0,0,0,0
43,0.00919561,0,0,0,0,0.023959,0,0,0,0,0,0,0.00252085,0.019643,0.00740969,0.0113434,0,0,0.0127968,0,0.0365537,0.00826925,0.04134,0.0108894,0.0216504,0.00384164,0.0237507,0.0481318,0.00803496,0.00567183,0.00250319,0.00882589,0.00844742,0.00860681,0.0310698,0.00312847,0.0217549,0.00689524,0.00378207,0.00722667,0.0232139,0.0127298,0.015417,0.00964584,0,0,0.0222247,0,0.0386479,0.00520195,0.0378245,0.0190377,0.0117383,0.00567908,0.0226696,0.0218428,0,0.013712,0.00335123,0.00412758,0.0129766,0.038353,0.0102493,0.0141773,0.00238222,0.00355918,0.0332594,0.0110127,0.0237887,0.00666692,0,0,0,0,0,0,0,0,0
44,0.00919229,0,0,0,0,0.0239057,0,0,0,0,0,0,0.00243332,0.0196513,0.00742897,0.011379,0,0,0.0127549,0,0.0365227,0.00828638,0.0413719,0.0107821,0.0216803,0.00384209,0.023807,0.0480574,0.0080608,0.00564555,0.00248808,0.00883848,0.00844204,0.00861949,0.0310891,0.00308188,0.0217375,0.00686513,0.00374176,0.00724784,0.0232463,0.0127539,0.0154063,0.0096408,0,0,0.0222613,0,0.0386899,0.00524982,0.0377875,0.019056,0.0117412,0.00565311,0.0227614,0.0218708,0,0.0136775,0.00335937,0.00412628,0.0129644,0.0383632,0.0102652,0.014152,0.00240413,0.00358716,0.0331766,0.0109586,0.0237262,0.00670883,0,0,0,0,0,0,0,0,0
45,0.00917993,0,0,0,0,0.023852,0,0,0,0,0,0,0.00251319,0.019714,0.0074485,0.0114059,0,0,0.0127243,0,0.0364591,0.00831643,0.0413905,0.0107131,0.0217001,0.00384233,0.0238972,0.0479468,0.00808809,0.00566654,0.00250439,0.00883613,0.00844108,0.00861473,0.0311202,0.00304298,0.0217016,0.00677636,0.00367285,0.00725882,0.0233187,0.0128019,0.015477,0.00958558,0,0,0.0222726,0,0.0387806,0.00531002,0.0377564,0.0190999,0.0117553,0.00565794,0.0228722,0.0219461,0,0.0136933,0.00339113,0.00410794,0.0129452,0.038373,0.0102499,0.0141474,0.00244505,0.00364216,0.0330743,0.0109001,0.0236756,0.00669698,0,0,0,0,0,0,0,0,0
46,0.00915756,0,0,0,0,0.0237931,0,0,0,0,0,0,0.00244566,0.0197607,0.00744523,0.0114352,0,0,0.0126728,0,0.0364172,0.00830718,0.0413927,0.010701,0.021733,0.0038283,0.0239938,0.0477667,0.00806796,0.00575092,0.00252107,0.00882041,0.00846327,0.00860106,0.0311275,0.00309405,0.0216219,0.00674755,0.00365694,0.0072237,0.023348,0.0127694,0.0155448,0.00954888,0,0,0.0223269,0,0.0387819,0.00528928,0.0377451,0.0191036,0.0117481,0.00565918,0.022972,0.0220036,0,0.0137142,0.00342147,0.00409948,0.0129382,0.0383791,0.0102431,0.0141329,0.0024716,0.00368558,0.0330468,0.0108987,0.0236292,0.00669639,0,0,0,0,0,0,0,0,0
47,0.00920341,0,0,0,0,0.0237538,0,0,0,0,0,0,0.00205345,0.0197381,0.00735907,0.0115441,0,0,0.0127149,0,0.0364002,0.00832097,0.0415207,0.0106347,0.0218634,0.00378701,0.0240033,0.0476349,0.00791258,0.00564757,0.00242629,0.00876009,0.00842032,0.00855889,0.0310418,0.00344003,0.0216238,0.00678597,0.00366347,0.00718667,0.0233265,0.0127679,0.0155321,0.00958176,0,0,0.0224109,0,0.0387181,0.00521183,0.0377792,0.0191478,0.0118169,0.00567771,0.0230113,0.0220181,0,0.0137457,0.0033946,0.00410273,0.0129727,0.03837,0.0102167,0.0141826,0.00247623,0.00366862,0.0330663,0.0109415,0.0235946,0.00674462,0,0,0,0,0,0,0,0,0
48,0.0093136,0,0,0,0,0.0237884,0,0,0,0,0,0,0.00109649,0.0196472,0.0072129,0.0117203,0,0,0.0129226,0,0.0364377,0.00829196,0.0419004,0.0105034,0.0220685,0.00375427,0.0238577,0.0478497,0.00755776,0.00526931,0.00215151,0.00863776,0.00826939,0.00844191,0.0308603,0.00430194,0.0218105,0.006794,0.00374156,0.00711637,0.0233555,0.0127943,0.0154513,0.00961402,0,0,0.0223377,0,0.0387628,0.00522105,0.037885,0.0192511,0.0119449,0.0057387,0.0229362,0.0218968,0,0.0137765,0.00333975,0.00411131,0.0130272,0.0383092,0.0102122,0.0142841,0.00249804,0.00364126,0.0330212,0.0109397,0.0236477,0.00677502,0,0,0,0,0,0,0,0,0
49,0.00938335,0,0,0,0,0.0238388,0,0,0,0,0,0,0.000744941,0.0196481,0.00719137,0.011796,0,0,0.0130781,0,0.0364357,0.00828585,0.0420746,0.0104598,0.0221417,0.00374684,0.0238159,0.0479785,0.00741545,0.00511503,0.0020391,0.00859822,0.00819962,0.00839201,0.0307809,0.00472098,0.0219681,0.00671091,0.00373686,0.00707833,0.0233959,0.0128045,0.0154544,0.0096164,0,0,0.0222686,0,0.0387802,0.00530042,0.0379278,0.019306,0.0119637,0.00574965,0.0229272,0.021812,0,0.0137526,0.00327936,0.0041261,0.0130435,0.0382892,0.0102253,0.0143196,0.00250984,0.00361872,0.0330022,0.0109204,0.0237084,0.00676112,0,0,0,0,0,0,0,0,0
50,0.0094026,0,0,0,0,0.0239235,0,0,0,0,0,0,0.000825001,0.0196099,0.00721263,0.0118076,0,0,0.0131722,0,0.0364693,0.00825655,0.0420214,0.0104202,0.0221103,0.00370186,0.0238453,0.0481085,0.00741929,0.00510193,0.00206348,0.00859306,0.00817544,0.00838594,0.0307988,0.00477524,0.0220529,0.00669323,0.00374282,0.0070534,0.0234329,0.0127497,0.0155102,0.00964168,0,0,0.0221956,0,0.0387483,0.00541357,0.0379634,0.0192398,0.0118951,0.00575521,0.0229505,0.0217105,0,0.0137549,0.00329014,0.00414279,0.0130112,0.0384353,0.0102331,0.0142648,0.00249046,0.00359931,0.0330193,0.010893,0.023793,0.00672948,0,0,0,0,0,0,0,0,0
51,0.00946502,0,0,0,0,0.0240275,0,0,0,0,0,0,0.000816023,0.0194872,0.00721983,0.0118142,0,0,0.0133348,0,0.0365172,0.00825973,0.0419935,0.0104154,0.0220777,0.00365169,0.0238685,0.0482911,0.0074356,0.00508206,0.00208768,0.00858759,0.00815986,0.00837789,0.0308091,0.0047711,0.0221877,0.00677356,0.00380749,0.00700423,0.0234584,0.012686,0.015582,0.00971074,0,0,0.0221734,0,0.038672,0.00541353,0.0379764,0.0191215,0.0118894,0.00582292,0.0229597,0.0216051,0,0.0137996,0.00332511,0.00417599,0.012962,0.0387385,0.0102015,0.0141928,0.00246265,0.00355774,0.0330407,0.0108694,0.0239092,0.00674972,0,0,0,0,0,0,0,0,0
52,0.00948468,0,0,0,0,0.0240499,0,0,0,0,0,0,0.000888503,0.0194675,0.0072186,0.0118023,0,0,0.0134724,0,0.036483,0.00828842,0.0420067,0.0104162,0.022067,0.00365572,0.0238616,0.0483494,0.00742078,0.00501774,0.00207509,0.00859616,0.00816681,0.00835221,0.0307942,0.00480282,0.0222641,0.00676315,0.00382465,0.00698436,0.0234277,0.0126944,0.0156388,0.00972385,0,0,0.0222197,0,0.0386766,0.00528733,0.037967,0.0190823,0.0119516,0.00588183,0.022918,0.0215158,0,0.0138413,0.00321108,0.00417907,0.0129527,0.038852,0.0101794,0.0141864,0.00244591,0.00348014,0.0330225,0.0109007,0.0239373,0.00676704,0,0,0,0,0,0,0,0,0
53,0.00950145,0,0,0,0,0.0240848,0,0,0,0,0,0,0.000875734,0.0195537,0.00721768,0.011805,0,0,0.0136066,0,0.0364163,0.00832837,0.0420374,0.0104082,0.0220662,0.00365391,0.0238355,0.0484081,0.00738807,0.00498601,0.00207536,0.00858536,0.0081923,0.00832975,0.0307907,0.00485376,0.0223766,0.00666408,0.00379765,0.00701964,0.0234056,0.012707,0.0156866,0.00969613,0,0,0.0222666,0,0.0387246,0.00530324,0.0379396,0.0191275,0.0120133,0.00598046,0.0228471,0.0214492,0.00257226,0.0138553,0.00290943,0.00415636,0.0129827,0.0388099,0.0101771,0.0142033,0.00250223,0.00342279,0.0329859,0.0109413,0.0239638,0.00676049,0,0,0,0,0,0,0,0,0
54,0.00945741,0,0,0,0,0.0241629,0,0,0,0,0,0,0.000813922,0.019536,0.00725989,0.011738,0,0,0.0137336,0,0.0364226,0.00833589,0.0420489,0.0104385,0.0220584,0.00363975,0.0237349,0.0485684,0.00740707,0.00503223,0.00212882,0.00860494,0.00822773,0.0083659,0.0307946,0.00486656,0.0224717,0.00671803,0.00379697,0.00706783,0.0233907,0.0126738,0.0156207,0.00969513,0,0,0.0223676,0,0.0387873,0.00526014,0.0379453,0.0190716,0.0120054,0.00583793,0.0227246,0.0212629,0,0.0138453,0.00280282,0.0041492,0.0129679,0.0388518,0.0101942,0.0141804,0.00242512,0.00335272,0.0329892,0.0109778,0.024092,0.00668666,0,0,0,0,0,0,0,0,0
55,0.0094643,0,0,0,0,0.0241739,0,0,0,0,0,0,0.000872308,0.0194359,0.00726169,0.0117387,0,0,0.01384,0,0.0364629,0.00831739,0.0420957,0.010469,0.0220682,0.00360878,0.0237331,0.0486394,0.0074105,0.00501101,0.0021377,0.00859237,0.0082295,0.00836129,0.030787,0.00495795,0.0225287,0.00683849,0.00381843,0.00709471,0.0233861,0.0126886,0.0156319,0.00974674,0,0,0.0224706,0,0.0388309,0.00514496,0.0379329,0.0190796,0.0120247,0.0058798,0.022693,0.0212007,0.00253074,0.0138238,0.00277505,0.00413659,0.0129978,0.0388271,0.0102031,0.0141908,0.00249725,0.00328589,0.0329513,0.0109894,0.024132,0.00669474,0,0,0,0,0,0,0,0,0
56,0.0095098,0,0,0,0,0.0241559,0,0,0,0,0,0,0.000995061,0.019465,0.0072764,0.0117677,0,0,0.0139022,0,0.0364477,0.00831042,0.0420767,0.0104723,0.0220673,0.00360675,0.0237493,0.0486451,0.00738675,0.00498052,0.00214343,0.00858472,0.0082168,0.00835204,0.0307897,0.0049957,0.0225403,0.00681462,0.00383079,0.00714016,0.0233786,0.012702,0.0156011,0.0097802,0,0,0.0225514,0,0.0388372,0.00510089,0.0379379,0.0190789,0.0120333,0.00591734,0.0227343,0.0211929,0.0025233,0.0138311,0.00286697,0.00413604,0.0130103,0.0388393,0.0101955,0.014189,0.00253713,0.00318087,0.0328831,0.0109798,0.0241013,0.00674912,0,0,0,0,0,0,0,0,0
57,0.00950236,0,0,0,0,0.0241828,0,0,0,0,0,0,0.00113272,0.0195389,0.00732251,0.0117242,0,0,0.0139724,0,0.0363888,0.00834164,0.0420225,0.0104504,0.0220593,0.00362393,0.023679,0.0486924,0.00738515,0.00500733,0.00215701,0.00859323,0.00823288,0.00837736,0.0308237,0.00489183,0.0225635,0.00671762,0.00379354,0.00714285,0.0233501,0.0126937,0.0154962,0.00977935,0,0,0.0226635,0,0.0388038,0.00496088,0.0379814,0.0190335,0.0120041,0.00581558,0.0226977,0.0211026,0,0.0138561,0.00315061,0.00413485,0.0129847,0.0388972,0.0101984,0.014174,0.00248562,0.00303927,0.0328926,0.0110022,0.0241186,0.006726,0,0,0,0,0,0,0,0,0
58,0.00946757,0,0,0,0,0.0242166,0,0,0,0,0,0,0.000908633,0.0195556,0.00734337,0.0117009,0,0,0.0140016,0,0.036358,0.00832135,0.0420326,0.0104273,0.0220623,0.00362837,0.0236311,0.0486892,0.00739586,0.00504131,0.00214201,0.00862772,0.00823566,0.00840095,0.0308551,0.00485199,0.022561,0.00670054,0.00377782,0.00714655,0.0233053,0.012691,0.0154034,0.00980415,0,0,0.0227377,0,0.0387467,0.00500921,0.0379915,0.0190219,0.0120105,0.00576985,0.0226659,0.020964,0,0.013844,0.0032666,0.00412473,0.0129797,0.0388975,0.0102154,0.0141649,0.00247516,0.0028934,0.0329256,0.0110495,0.0241769,0.00671086,0,0,0,0,0,0,0,0,0
59,0.00947371,0,0,0,0,0.0242954,0,0,0,0,0,0,0.000886976,0.0195287,0.0073481,0.011716,0,0,0.0140191,0,0.0363653,0.00823664,0.0420366,0.0104573,0.0220547,0.00362696,0.0236198,0.0486183,0.007401,0.0050691,0.00214275,0.00864377,0.0082394,0.00842401,0.030857,0.00491722,0.0225543,0.00676649,0.00380119,0.00714397,0.0233103,0.0126601,0.0154584,0.00984206,0,0,0.0227933,0,0.0387655,0.00508674,0.0379908,0.0189817,0.0120107,0.00572646,0.0226545,0.0208798,0,0.0138321,0.00328361,0.0041302,0.0129361,0.0389033,0.0101966,0.0141211,0.00245965,0.00286874,0.0329567,0.0110494,0.0242816,0.00669621,0,0,0,0,0,0,0,0,0
60,0.00949986,0,0,0,0,0.024368,0,0,0,0,0,0,0.000887081,0.0195451,0.00733042,0.0117402,0,0,0.0140625,0,0.0363862,0.00825461,0.0420583,0.0104785,0.0220442,0.00362986,0.0236319,0.0484245,0.00737121,0.00506326,0.00218285,0.00864005,0.0082417,0.00839401,0.0308398,0.00496004,0.0225829,0.00675884,0.00378588,0.00715671,0.0232896,0.012661,0.015538,0.00987917,0,0,0.0228558,0,0.0387426,0.00511117,0.0379978,0.0189856,0.0120475,0.00578536,0.022629,0.020795,0.00249183,0.0138385,0.00328271,0.00412548,0.0128972,0.038922,0.0101596,0.0141009,0.00250791,0.0029218,0.033011,0.011059,0.0243829,0.00666995,0,0,0,0,0,0,0,0,0
61,0.00954558,0,0,0,0,0.0244468,0,0,0,0,0,0,0.000819018,0.0195422,0.00733473,0.0117357,0,0,0.0140584,0,0.0364149,0.00827583,0.0420815,0.0104861,0.0220386,0.00362794,0.023668,0.048324,0.00736533,0.00505527,0.00219865,0.00865167,0.00826615,0.00837373,0.0308394,0.00499717,0.0225559,0.00679156,0.00378173,0.00717358,0.0233286,0.0126522,0.0155688,0.00992926,0,0,0.022921,0,0.0387923,0.00517277,0.0380079,0.018995,0.0120469,0.00580624,0.0226528,0.0207251,0.00251467,0.0138485,0.00330109,0.00412721,0.0128698,0.0389224,0.010147,0.0140933,0.00253017,0.00297218,0.0330782,0.0110236,0.0244711,0.00666285,0,0,0,0,0,0,0,0,0
62,0.00957489,0,0,0,0,0.0245416,0,0,0,0,0,0,0.000726916,0.0195636,0.00733692,0.0117402,0,0,0.0140891,0,0.036337,0.00832687,0.0420963,0.0104583,0.0220389,0.00362031,0.0237059,0.0483209,0.0073657,0.0049883,0.00219574,0.00866756,0.00827394,0.00837407,0.0308498,0.00505875,0.0225818,0.00675425,0.00371853,0.00717016,0.0233741,0.012616,0.0155817,0.00998529,0,0,0.0229931,0,0.0388162,0.00521102,0.0380365,0.0189619,0.0120345,0.00578767,0.0226836,0.0206627,0.0026229,0.0138637,0.00331674,0.00413197,0.0128646,0.038905,0.0101354,0.0140907,0.0025249,0.00299069,0.0331268,0.010979,0.0245581,0.00665236,0,0,0,0,0,0,0,0,0
63,0.00957532,0,0,0,0,0.0246023,0,0,0,0,0,0,0.000743966,0.0195368,0.00735292,0.0117769,0,0,0.0140871,0,0.0362351,0.00831903,0.0420548,0.0104355,0.0220553,0.00360315,0.0237668,0.0483482,0.00737143,0.00494409,0.00221468,0.00866995,0.00827239,0.00839576,0.030862,0.0050937,0.0226233,0.00672818,0.00366689,0.00715449,0.0234064,0.0125902,0.0156058,0.0100658,0,0,0.0230708,0,0.0388124,0.00521647,0.0380432,0.0188684,0.0119992,0.0056664,0.0227835,0.020606,0,0.0138742,0.00334857,0.00416627,0.0128274,0.0388356,0.0101305,0.0140573,0.0024695,0.00296165,0.0331498,0.0109532,0.0246257,0.00664803,0,0,0,0,0,0,0,0,0
64,0.00955029,0,0,0,0,0.0246032,0,0,0,0,0,0,0.000703267,0.0195512,0.00736689,0.0118284,0,0,0.0140868,0,0.0361971,0.00829331,0.0420089,0.010425,0.0220903,0.0036119,0.0238219,0.0484429,0.00734882,0.00490482,0.00222849,0.00864186,0.00824401,0.00840428,0.0308591,0.00510988,0.0227437,0.00674258,0.00363895,0.00719953,0.0234011,0.0126421,0.0156362,0.0101335,0,0,0.0231716,0,0.0387933,0.00518919,0.038017,0.018882,0.0120173,0.00566873,0.0228309,0.020536,0.00262379,0.0138403,0.00331499,0.00415747,0.0128505,0.0386976,0.0101747,0.0140649,0.00251842,0.00290985,0.0331577,0.010946,0.0246314,0.00663768,0,0,0,0,0,0,0,0,0
65,0.00950231,0,0,0,0,0.0246111,0,0,0,0,0,0,0.000773997,0.019615,0.00739213,0.0118838,0,0,0.0140649,0,0.0362008,0.0083021,0.0419893,0.0103877,0.0221081,0.00361708,0.0238829,0.0484232,0.0073179,0.00490036,0.00222641,0.0086225,0.00821499,0.0083971,0.0308502,0.00510343,0.0226746,0.00674254,0.00362142,0.00714904,0.0233505,0.0125956,0.0156855,0.010188,0,0,0.023313,0,0.0386808,0.00516655,0.0380178,0.0188616,0.0120042,0.00569644,0.0228855,0.0204301,0.00259426,0.0138495,0.00334679,0.0041528,0.0128326,0.0388212,0.0101795,0.0140217,0.00251814,0.00286968,0.0331133,0.0109595,0.0246221,0.00665928,0,0,0,0,0,0,0,0,0
66,0.00948127,0,0,0,0,0.0246215,0,0,0,0,0,0,0.000800095,0.0196653,0.00741733,0.0119065,0,0,0.0139956,0,0.0361698,0.00831745,0.0419849,0.0104085,0.0221248,0.00361664,0.0239336,0.0482895,0.00731682,0.00493479,0.00221418,0.00863053,0.00822954,0.00841666,0.0308604,0.00508223,0.0226278,0.00674938,0.00360416,0.00712182,0.0233449,0.012561,0.0157176,0.0102453,0,0,0.0234581,0,0.0386084,0.00517058,0.0380399,0.018857,0.0119567,0.00564391,0.0229534,0.0203479,0,0.0138615,0.00342426,0.00416713,0.0128227,0.0387936,0.0101598,0.0140152,0.00244892,0.00285092,0.0330688,0.0109736,0.0246267,0.00669843,0,0,0,0,0,0,0,0,0
67,0.00948326,0,0,0,0,0.0247699,0,0,0,0,0,0,0.000701591,0.0196297,0.00741989,0.0119297,0,0,0.0140396,0,0.0361321,0.00831079,0.0420009,0.0104195,0.0221096,0.00360981,0.0239309,0.048381,0.00738402,0.00494696,0.00218126,0.00867329,0.00822937,0.0084407,0.0308682,0.00504977,0.0225546,0.00673703,0.00366992,0.0072102,0.0233754,0.0126369,0.0157269,0.0103799,0,0,0.0234594,0,0.0385831,0.0052151,0.0380461,0.0189387,0.0119595,0.00567696,0.0229446,0.0201067,0.00284939,0.0138345,0.00337075,0.00415998,0.0128917,0.0385487,0.0101882,0.0140716,0.0025255,0.0028138,0.0330284,0.0109293,0.0247732,0.00673148,0,0,0,0,0,0,0,0,0
68,0.00949249,0,0,0,0,0.0249221,0,0,0,0,0,0,0.000623241,0.0195664,0.0073935,0.0119151,0,0,0.0140607,0,0.0361268,0.00828511,0.0420183,0.0104371,0.0221106,0.00362263,0.0239088,0.0484842,0.00746217,0.00490889,0.00213728,0.00869939,0.00822713,0.00844709,0.0308754,0.00512444,0.0225684,0.00676127,0.00373854,0.00722937,0.0234201,0.0126226,0.0157496,0.0105484,0,0,0.0234491,0,0.0385929,0.00527375,0.0380602,0.0189067,0.0119673,0.00561733,0.0229522,0.0198783,0,0.0138301,0.00320296,0.00420305,0.0128711,0.0384501,0.0101593,0.0140461,0.00252772,0.00278807,0.0330266,0.0108849,0.024907,0.00675105,0,0,0,0,0,0,0,0,0
69,0.00954757,0,0,0,0,0.0250868,0,0,0,0,0,0,0.000610227,0.0194872,0.00739289,0.0119045,0,0,0.0141464,0,0.0361906,0.00829512,0.0420661,0.0104543,0.0221352,0.00363982,0.0238938,0.0486212,0.00742663,0.00489327,0.00214316,0.00871291,0.00823925,0.00843901,0.0308668,0.00518917,0.0227058,0.00683529,0.00380592,0.00728172,0.0234813,0.0126432,0.0158147,0.0107468,0,0,0.0234706,0,0.0386467,0.00538195,0.0380716,0.0189638,0.012064,0.00569494,0.0229329,0.0196739,0.0028074,0.0138208,0.00295027,0.00421864,0.0128835,0.0384098,0.010155,0.0140791,0.00261519,0.00277747,0.0330134,0.0108432,0.0250355,0.00678854,0,0,0,0,0,0,0,0,0
70,0.00957603,0,0,0,0,0.0252487,0,0,0,0,0,0,0.000754021,0.0195089,0.00743782,0.011874,0,0,0.0141946,0,0.0362463,0.00831842,0.0421157,0.0104581,0.0221228,0.00364447,0.0238833,0.0486779,0.00735729,0.00495896,0.00216075,0.00872454,0.0082725,0.00844791,0.0308695,0.0051845,0.0228592,0.00682919,0.00382429,0.00724886,0.023531,0.0126602,0.015811,0.0109487,0,0,0.0235016,0,0.0386483,0.0054953,0.0381094,0.0190025,0.0121181,0.00573233,0.0229215,0.0194896,0.00273927,0.0138139,0.00311798,0.00422314,0.012893,0.0384313,0.0101452,0.0141022,0.00264388,0.0028263,0.0330016,0.0108262,0.0251772,0.00684488,0,0,0,0,0,0,0,0,0
