Timestep,,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x75,x76,RFIN
460,0,0.032309,0,0,0,0,0.0327298,0,0,0,0,0,0,0.0132039,0.0386041,0.0115648,0.0213247,0,0,0.0358433,0,0.0383051,0.0304113,0.0528909,0.0121089,0.0197206,0.00113746,0.0155012,0.0270462,0.00626555,0.00628735,0.00202923,0.0038291,0.00615002,0.00445422,0.0252861,0.011048,0.032387,0,0.0177404,0.00729644,0.0101516,0.0170968,0.0154686,0.0485398,0,0,0.0996294,0,0.0490394,0.0390474,0.0204848,0.0245828,0.0118636,0.0179358,0.0519471,0.00787398,0.00874915,0.00439168,0.0128962,0.0122293,0.0351854,0.0109544,0.0135517,0.0066878,0.0498998,0.116805,0.0166818,0.0390754,0.0297104,0,0,0,0,0,0,0
461,0,0.0328209,0,0,0,0,0.0329803,0,0,0,0,0,0,0.0137686,0.0386781,0.0128346,0.0215186,0,0,0.0354194,0,0.0384317,0.0301134,0.0529521,0.0136163,0.0198172,0.000672769,0.015761,0.0265834,0.00503709,0.00557052,0.00180515,0.00460612,0.00693147,0.00479904,0.0256007,0.0124981,0.0321007,0,0.0175032,0.00737309,0.0100929,0.0169498,0.0154711,0.0489495,0,0,0.0996677,0,0.0490779,0.0389812,0.0200523,0.0247271,0.0118014,0.0182607,0.0520531,0.00799978,0.00874305,0.0042751,0.0129207,0.0121079,0.0351793,0.0108417,0.0134489,0.00668549,0.0498344,0.116809,0.0167175,0.039186,0.030096,0,0,0,0,0,0,0
462,0,0.0333978,0,0,0,0,0.0332164,0,0,0,0,0,0,0.0143527,0.0387625,0.0136359,0.0217376,0,0,0.0349695,0,0.0385761,0.0297664,0.0529816,0.0152772,0.0198822,0.00119835,0.0161019,0.026088,0.00409212,0.00483621,0.00227158,0.00536239,0.00791892,0.00529281,0.0258367,0.0137641,0.031838,0,0.0172527,0.00755066,0.00999686,0.0168245,0.0155292,0.0494623,0,0,0.0996187,0,0.0490743,0.0389622,0.0197339,0.0248269,0.0115549,0.0185429,0.052266,0.00811883,0.00875892,0.0041213,0.0129121,0.0119994,0.035076,0.0107305,0.0133886,0.00658081,0.0498705,0.116798,0.0168052,0.0392944,0.0305675,0,0,0,0,0,0,0
463,0,0.0339603,0,0,0,0,0.0335119,0,0,0,0,0,0,0.0149494,0.0388086,0.0142859,0.0219471,0,0,0.0343978,0,0.038694,0.0293307,0.0530023,0.0169921,0.0198989,0.00170531,0.0164871,0.0254827,0.0035095,0.00428319,0.00272083,0.00601431,0.00887492,0.00562708,0.0260444,0.0149865,0.0314507,0,0.0169629,0.00757403,0.00998739,0.0165563,0.01558,0.0499335,0,0,0.0999897,0,0.0492676,0.0389366,0.019261,0.0249111,0.0112911,0.018795,0.0524456,0.00823236,0.00869414,0.0040426,0.0129433,0.011839,0.0348191,0.0105559,0.013195,0.00643526,0.0499782,0.116685,0.0167426,0.039423,0.0309762,0,0,0,0,0,0,0
464,0,0.0345131,0,0,0,0,0.0337585,0,0,0,0,0,0,0.0157682,0.0388454,0.0150339,0.0221299,0,0,0.0338947,0,0.0387832,0.0289552,0.0530518,0.0186748,0.0198898,0.00228655,0.0168058,0.0249554,0.00331086,0.00394479,0.00326169,0.00645644,0.00962523,0.00581405,0.0263493,0.0162842,0.0310667,0,0.0166631,0.00760981,0.0100096,0.0162474,0.0155972,0.0503343,0,0,0.100504,0,0.0494971,0.0389598,0.0188933,0.0250083,0.0112837,0.0190066,0.0526256,0.0083057,0.00861915,0.00400283,0.0129647,0.0117229,0.0346169,0.0104902,0.0129743,0.00604279,0.0500245,0.116566,0.0166147,0.0395337,0.0313948,0,0,0,0,0,0,0
465,0,0.0351153,0,0,0,0,0.0340705,0,0,0,0,0,0,0.0163579,0.0388995,0.0154747,0.0222698,0,0,0.0334556,0,0.0388988,0.0286443,0.0531355,0.0196985,0.0198035,0.00275765,0.0171179,0.0244753,0.00343398,0.0036976,0.00362136,0.00682253,0.0102438,0.00591971,0.0266308,0.0171664,0.0307235,0,0.0163607,0.00766004,0.0100023,0.0161267,0.0156083,0.0508787,0,0,0.100878,0,0.0498002,0.0388931,0.0187334,0.0251115,0.011368,0.0192808,0.0530529,0.00829968,0.0085832,0.00395935,0.0129262,0.0115508,0.0344914,0.010552,0.0129203,0.00555176,0.0502212,0.116496,0.0164889,0.0396852,0.0319249,0,0,0,0,0,0,0
466,0,0.0358968,0,0,0,0,0.0344507,0,0,0,0,0,0,0.0166017,0.0390066,0.0155315,0.0223525,0,0,0.0330351,0,0.0390714,0.0283435,0.053267,0.0200618,0.0196493,0.00314719,0.0174165,0.0240378,0.00365383,0.00360483,0.00371582,0.00712185,0.0106638,0.00595399,0.0267972,0.0174762,0.030454,0,0.0161006,0.00772296,0.0100412,0.016137,0.0155783,0.0516298,0,0,0.101011,0,0.0501977,0.0389074,0.0185281,0.0252209,0.0115353,0.019588,0.0536392,0.00829586,0.00857452,0.00392286,0.0129065,0.0115024,0.0344468,0.0105964,0.0129934,0.00498034,0.0505226,0.116417,0.0163168,0.0398762,0.0324437,0,0,0,0,0,0,0
467,0,0.0370591,0,0,0,0,0.0349395,0,0,0,0,0,0,0.0165261,0.0390709,0.0151979,0.0223929,0,0,0.0325084,0,0.0392218,0.0279599,0.0534522,0.0198665,0.0194407,0.00334304,0.0176658,0.0235263,0.00378191,0.00363595,0.00361036,0.00731586,0.0107661,0.00596359,0.0268797,0.0172866,0.0301191,0,0.0158662,0.00767737,0.0100555,0.0160838,0.0155258,0.0526848,0,0,0.10108,0,0.0505393,0.038973,0.0182096,0.025291,0.0115995,0.0199226,0.0544326,0.00825899,0.00858192,0.00387736,0.0128487,0.011476,0.0343136,0.010641,0.0128249,0.00454943,0.0509788,0.116314,0.0162409,0.0401173,0.0326104,0,0,0,0,0,0,0
468,0,0.0385925,0,0,0,0,0.0354907,0,0,0,0,0,0,0.0161958,0.0391304,0.0145474,0.0223793,0,0,0.0318674,0,0.0393914,0.0274845,0.0537174,0.0189938,0.019184,0.00343229,0.0180316,0.0229695,0.00384305,0.0037174,0.00322174,0.00739843,0.0106926,0.00587039,0.0269317,0.0168716,0.0296882,0,0.0155621,0.00753995,0.0100295,0.0160802,0.0154566,0.0538593,0,0,0.101319,0,0.0508462,0.038994,0.0179309,0.0252852,0.0116959,0.0201762,0.0554253,0.0082306,0.00861171,0.0037742,0.0127259,0.0114526,0.0341234,0.0104979,0.0126981,0.00426664,0.0515444,0.116231,0.0161772,0.0403675,0.0326838,0,0,0,0,0,0,0
469,0,0.0398133,0,0,0,0,0.0357711,0,0,0,0,0,0,0.0158013,0.039154,0.013595,0.0223127,0,0,0.0311352,0,0.0395382,0.0269478,0.0540117,0.0179392,0.018988,0.00345069,0.0183635,0.0224491,0.00396069,0.00381006,0.00258116,0.00727864,0.0104866,0.00568826,0.0269475,0.0161924,0.029214,0,0.0151855,0.00738976,0.00993369,0.0161306,0.0153919,0.0545722,0,0,0.101456,0,0.0510694,0.0391195,0.01783,0.025264,0.011799,0.0202496,0.0560615,0.00822079,0.00866034,0.00372196,0.0126189,0.0114466,0.0339404,0.0103862,0.0126671,0.00403731,0.0518816,0.116188,0.0161387,0.0404135,0.0343462,0,0,0,0,0,0,0
470,0,0.040482,0,0,0,0,0.0359814,0,0,0,0,0,0,0.0153802,0.0391684,0.0124344,0.022216,0,0,0.0304428,0,0.0396983,0.0264188,0.0542889,0.0169365,0.0188488,0.00334897,0.0185213,0.021986,0.00420213,0.00398791,0.00189722,0.00698886,0.0102536,0.00553527,0.0269032,0.0152924,0.0287712,0,0.014904,0.00726416,0.00985756,0.0160088,0.0152808,0.0551742,0,0,0.101499,0,0.0512179,0.0391526,0.0176227,0.0252575,0.011911,0.0201771,0.0565225,0.00825796,0.00865026,0.00387541,0.0125859,0.0114557,0.0337601,0.010348,0.0127024,0.00382302,0.0521784,0.116128,0.016102,0.0404214,0.0349281,0,0,0,0,0,0,0
471,0,0.0415362,0,0,0,0,0.036324,0,0,0,0,0,0,0.015019,0.0391971,0.0112584,0.0221545,0,0,0.0298987,0,0.0398375,0.0260048,0.0544608,0.0156467,0.0186588,0.00317939,0.0187755,0.0217015,0.00451594,0.00428769,0.00132616,0.00662728,0.0096954,0.00536486,0.0268253,0.0142767,0.0284818,0,0.0146928,0.0071764,0.00979778,0.0159607,0.0151616,0.0561087,0,0,0.102027,0,0.0514335,0.0391298,0.0173435,0.0252593,0.0119525,0.0202315,0.0573632,0.00823455,0.0086263,0.00416774,0.0125181,0.0114115,0.0335682,0.0103837,0.0126651,0.00358821,0.0525673,0.116106,0.0160853,0.0404822,0.034927,0,0,0,0,0,0,0
472,0,0.0423816,0,0,0,0,0.0364578,0,0,0,0,0,0,0.0148185,0.0392129,0.0101949,0.0220833,0,0,0.0293861,0,0.0399814,0.0257424,0.0545215,0.0137488,0.0185805,0.00304062,0.0189344,0.0215356,0.00484115,0.00460545,0.00115553,0.00627632,0.00911227,0.00507743,0.0268043,0.0132033,0.0282082,0,0.0144808,0.00713204,0.00969147,0.015827,0.0150991,0.0566647,0,0,0.102285,0,0.051636,0.0391065,0.0170416,0.0252154,0.0119164,0.0201949,0.057959,0.00826888,0.00857693,0.00426254,0.0124456,0.011296,0.0333568,0.0104506,0.0125779,0.00334092,0.0528882,0.116145,0.0160672,0.0403637,0.0363653,0,0,0,0,0,0,0
473,0,0.0433254,0,0,0,0,0.0366264,0,0,0,0,0,0,0.0146221,0.0392341,0.00934089,0.0220509,0,0,0.0289108,0,0.0401017,0.0254809,0.0545747,0.0119089,0.0185294,0.00300326,0.0191814,0.0214663,0.0052211,0.00498063,0.00143049,0.00586203,0.00867309,0.00489148,0.0268092,0.0120858,0.0279299,0,0.0143217,0.00711609,0.00963622,0.0155396,0.0150224,0.0572618,0,0,0.102425,0,0.0518732,0.0390445,0.0167467,0.0251754,0.011859,0.0202068,0.0586233,0.00845101,0.00853795,0.00405625,0.0124284,0.0111618,0.0331163,0.0102993,0.012529,0.00305585,0.0531692,0.116115,0.0159698,0.0402496,0.0373707,0,0,0,0,0,0,0
474,0,0.0444503,0,0,0,0,0.0369818,0,0,0,0,0,0,0.0143868,0.0392239,0.00879108,0.0221035,0,0,0.0283613,0,0.0402101,0.0250744,0.0545876,0.0107291,0.0184901,0.00305021,0.0194238,0.0213987,0.00557452,0.00542193,0.00179825,0.00541345,0.00831986,0.00485343,0.0268783,0.0110528,0.0276183,0,0.0140486,0.00709694,0.00957225,0.015143,0.0149779,0.0580942,0,0,0.102514,0,0.0521025,0.0391031,0.0165535,0.0251057,0.0118481,0.020236,0.0595237,0.00866866,0.00852381,0.00385061,0.012426,0.0110281,0.0328805,0.010175,0.0125103,0.00274717,0.0535256,0.116051,0.0159882,0.0402871,0.037198,0,0,0,0,0,0,0
475,0,0.0453835,0,0,0,0,0.0371362,0,0,0,0,0,0,0.0141556,0.0392006,0.0085459,0.0221863,0,0,0.02795,0,0.0402959,0.024697,0.0544819,0.00982429,0.0184728,0.00314373,0.0195968,0.0215545,0.00596664,0.00586088,0.00210769,0.00517748,0.00807341,0.00497783,0.0269916,0.0100384,0.0274846,0,0.0137531,0.00708005,0.00943509,0.0149447,0.0149745,0.0586722,0,0,0.102664,0,0.0523029,0.0390736,0.0165042,0.0250596,0.0118665,0.0202713,0.0602642,0.00866625,0.00851997,0.00374364,0.0123767,0.0109202,0.032672,0.0101336,0.0123212,0.00247842,0.0537137,0.116037,0.0160227,0.0401906,0.0386851,0,0,0,0,0,0,0
476,0,0.0465545,0,0,0,0,0.0373304,0,0,0,0,0,0,0.013976,0.0392225,0.00837853,0.0222855,0,0,0.0276374,0,0.0404139,0.0244517,0.0542996,0.00902895,0.0184878,0.00331073,0.0196416,0.0219685,0.0063618,0.00616003,0.00243297,0.00516494,0.00789184,0.00519257,0.0270877,0.00884398,0.0275297,0,0.0135597,0.00705564,0.00931446,0.0147906,0.0149715,0.0594181,0,0,0.102774,0,0.0524438,0.0391183,0.0163284,0.0250467,0.0119095,0.0203626,0.0611261,0.00869703,0.00852446,0.00367467,0.0123469,0.0108851,0.0325027,0.0101314,0.0121833,0.00230087,0.0539526,0.116055,0.0160672,0.0401271,0.0396025,0,0,0,0,0,0,0
477,0,0.0484728,0,0,0,0,0.0378833,0,0,0,0,0,0,0.0139904,0.039233,0.0081007,0.022392,0,0,0.0270556,0,0.0406229,0.0241226,0.0540921,0.00837141,0.0185424,0.00373158,0.0197537,0.0226582,0.00672697,0.00643628,0.00291127,0.00524452,0.00769415,0.00554246,0.0273515,0.0081255,0.0274166,0,0.0133102,0.00691372,0.00916857,0.0145676,0.0149803,0.0607321,0,0,0.102934,0,0.0527634,0.0390972,0.0159436,0.0250345,0.0119677,0.0205803,0.0626258,0.00877654,0.00853266,0.00360589,0.0124843,0.010931,0.0323365,0.0101814,0.0121918,0.00230418,0.0544269,0.116201,0.0161362,0.0401851,0.039684,0,0,0,0,0,0,0
478,0,0.0491749,0,0,0,0,0.0380865,0,0,0,0,0,0,0.0142703,0.039203,0.00801711,0.0223742,0,0,0.0269061,0,0.0407656,0.0240542,0.0540126,0.00905765,0.0187775,0.00390747,0.0198226,0.0232118,0.00690169,0.00659422,0.00314408,0.00515606,0.00730833,0.00570598,0.0279455,0.00901662,0.0274973,0,0.0132904,0.00684886,0.00918928,0.0144099,0.0150558,0.0611672,0,0,0.103076,0,0.0529696,0.0390105,0.0157161,0.0249555,0.012062,0.0206114,0.0631569,0.0087908,0.00853437,0.00356979,0.012694,0.0110204,0.0322073,0.0103349,0.0123051,0.00220686,0.0545409,0.116124,0.0160643,0.0402234,0.0395715,0,0,0,0,0,0,0
479,0,0.0502357,0,0,0,0,0.0383276,0,0,0,0,0,0,0.0146685,0.0391377,0.00820115,0.0222327,0,0,0.0270381,0,0.0408546,0.0240749,0.0539613,0.0108291,0.0189331,0.0042243,0.019986,0.0243244,0.00685122,0.00658929,0.00332293,0.00539083,0.00739229,0.00582132,0.0287828,0.00999798,0.0279749,0,0.0132907,0.0067637,0.00911775,0.0143045,0.0151612,0.0617973,0,0,0.103252,0,0.0530897,0.0389947,0.0156715,0.0249162,0.0121872,0.0208462,0.0640238,0.00874618,0.00852387,0.00347873,0.0126552,0.0111807,0.0320568,0.0103311,0.0125163,0.00230892,0.0546996,0.116082,0.0160573,0.0402779,0.0403442,0,0,0,0,0,0,0
480,0,0.051269,0,0,0,0,0.0384856,0,0,0,0,0,0,0.0147996,0.0390145,0.00881494,0.0220478,0,0,0.0272262,0,0.0408604,0.0240616,0.0539242,0.013055,0.0190709,0.00447831,0.020215,0.025652,0.00648517,0.00635019,0.00325432,0.00603848,0.00806768,0.0063039,0.0291875,0.0102959,0.0286281,0,0.0132117,0.00669497,0.00903187,0.0140965,0.0153225,0.0623066,0,0,0.103171,0,0.0530244,0.0392199,0.0156977,0.0248397,0.0122907,0.0211275,0.0647951,0.00869864,0.0085333,0.00344071,0.012605,0.0113421,0.0318792,0.0102748,0.0126597,0.00259485,0.0548186,0.116112,0.0160942,0.0402825,0.0412414,0,0,0,0,0,0,0
481,0,0.0519053,0,0,0,0,0.0384542,0,0,0,0,0,0,0.0147316,0.0389801,0.00979995,0.0218571,0,0,0.0276719,0,0.0409077,0.0242435,0.0538626,0.015293,0.0192552,0.00467499,0.0204565,0.0271278,0.0055708,0.00577395,0.00282864,0.00682716,0.00911241,0.00693115,0.0292727,0.0101416,0.0295351,0,0.0132404,0.00673679,0.0089546,0.0139505,0.0154861,0.0626332,0,0,0.103098,0,0.0529671,0.0394974,0.0158139,0.0247488,0.012416,0.021477,0.0652382,0.00866516,0.00852973,0.00346635,0.0126026,0.0112834,0.0316668,0.0102933,0.0125161,0.00299508,0.0547782,0.116135,0.0160849,0.0401876,0.0425537,0,0,0,0,0,0,0
482,0,0.0522463,0,0,0,0,0.038196,0,0,0,0,0,0,0.0149295,0.0390395,0.0106514,0.0216558,0,0,0.0283446,0,0.041022,0.0246429,0.0538304,0.01718,0.0195234,0.00490999,0.0209685,0.0287865,0.00437916,0.00510202,0.00253165,0.0074002,0.0100138,0.00749651,0.0295214,0.0100553,0.0306726,0,0.0134129,0.00683989,0.00889547,0.0138799,0.0155938,0.062535,0,0,0.103114,0,0.0529006,0.0397795,0.0161134,0.0246315,0.0124697,0.0219261,0.0653712,0.00859433,0.00850395,0.00347688,0.0126534,0.0111439,0.0314466,0.0103831,0.0124199,0.00350733,0.0545196,0.116111,0.01607,0.0398786,0.0439439,0,0,0,0,0,0,0
483,0,0.0533128,0,0,0,0,0.0383585,0,0,0,0,0,0,0.0150364,0.0390363,0.0115314,0.0214808,0,0,0.0288495,0,0.041069,0.0249443,0.0538407,0.0188767,0.0197532,0.00512384,0.0216126,0.0306894,0.00353103,0.00485303,0.00262746,0.00761177,0.0104268,0.00779465,0.0300165,0.0102601,0.0316641,0,0.0135444,0.00693894,0.00883663,0.0138169,0.0156741,0.0630016,0,0,0.103246,0,0.0528721,0.0401821,0.0165483,0.0244916,0.0124954,0.022449,0.0661392,0.00845599,0.00856265,0.00340832,0.0126205,0.0110623,0.0312176,0.0105396,0.012577,0.00407153,0.0545759,0.116125,0.0161142,0.0398077,0.043608,0,0,0,0,0,0,0
484,0,0.0542002,0,0,0,0,0.0383576,0,0,0,0,0,0,0.0150858,0.0389442,0.0122941,0.0214123,0,0,0.0292738,0,0.0410447,0.025182,0.0537658,0.0205508,0.0199203,0.00552229,0.0220687,0.0325168,0.00350312,0.00511764,0.00283946,0.00810194,0.0108068,0.00799541,0.0302247,0.0104443,0.0325226,0,0.0136558,0.00702914,0.00878195,0.0139004,0.0159124,0.0630991,0,0,0.103219,0,0.0527717,0.0405417,0.0171743,0.024368,0.0126562,0.022953,0.0666142,0.00830322,0.00865254,0.00336739,0.012575,0.0113249,0.0310455,0.010791,0.0128942,0.00469306,0.0544652,0.116146,0.0160839,0.0395822,0.0441464,0,0,0,0,0,0,0
485,0,0.0547967,0,0,0,0,0.0382511,0,0,0,0,0,0,0.0152465,0.038862,0.0128452,0.0213999,0,0,0.0296303,0,0.0410304,0.0253777,0.053656,0.0220618,0.0200099,0.00588006,0.0224462,0.0341363,0.00377094,0.00539068,0.00295149,0.00863272,0.0111877,0.00806798,0.0302074,0.010519,0.0333192,0,0.0137166,0.00742253,0.00869836,0.0140368,0.0161742,0.06287,0,0,0.10308,0,0.0526792,0.0408882,0.0176898,0.0241956,0.0128714,0.0233277,0.0668613,0.00822723,0.00874139,0.00335825,0.0125798,0.0115977,0.0307921,0.0110492,0.0131901,0.00510704,0.0542467,0.116188,0.0160131,0.0392546,0.0453778,0,0,0,0,0,0,0
486,0,0.0552028,0,0,0,0,0.0382399,0,0,0,0,0,0,0.0153595,0.0388376,0.0131713,0.0214636,0,0,0.0298104,0,0.0410707,0.0254544,0.0534871,0.0230207,0.0200235,0.00600202,0.0227757,0.0353726,0.00384,0.00538102,0.00301943,0.008642,0.0112999,0.00802926,0.0301609,0.010712,0.0338833,0,0.0136675,0.00795933,0.00862531,0.0142246,0.0163671,0.0627238,0,0,0.102891,0,0.052638,0.0411962,0.0181962,0.0240002,0.0130295,0.0236369,0.067045,0.00815816,0.00881408,0.00331889,0.0125443,0.0117164,0.0304537,0.0113159,0.0134859,0.00540002,0.0540972,0.116171,0.0159125,0.039015,0.0446921,0,0,0,0,0,0,0
487,0,0.055742,0,0,0,0,0.0383235,0,0,0,0,0,0,0.0156438,0.0388438,0.0129878,0.0215665,0,0,0.0300169,0,0.0411264,0.0255432,0.0533252,0.023312,0.0199786,0.00585874,0.0231053,0.0367729,0.0037188,0.00520728,0.00288778,0.00850435,0.0110947,0.00802316,0.0300549,0.0111977,0.0345372,0,0.0135846,0.00822463,0.0085436,0.0145095,0.0165242,0.0627616,0,0,0.102538,0,0.0526851,0.0415499,0.0189412,0.0238019,0.0131206,0.0239167,0.0674182,0.00810148,0.00886666,0.00327137,0.0124179,0.0118876,0.0300079,0.0116228,0.0137932,0.00557923,0.0540186,0.116236,0.0160744,0.0387087,0.044454,0,0,0,0,0,0,0
488,0,0.0560947,0,0,0,0,0.0382144,0,0,0,0,0,0,0.0159748,0.038816,0.0124327,0.0216586,0,0,0.0302501,0,0.0411536,0.0256756,0.053216,0.0232196,0.0199434,0.00553672,0.0232522,0.0380506,0.0035213,0.00496137,0.00262909,0.00824947,0.0106577,0.00823456,0.0299987,0.0117797,0.0351229,0,0.0135087,0.00837767,0.00851844,0.0147779,0.0166339,0.0626094,0,0,0.102385,0,0.0526815,0.0418715,0.0196412,0.0235453,0.0131198,0.0240043,0.0675897,0.00796446,0.0088842,0.00321412,0.0122024,0.012096,0.0294093,0.0118437,0.0141311,0.00525096,0.0537596,0.116309,0.0162137,0.0382131,0.0452574,0,0,0,0,0,0,0
489,0,0.0561646,0,0,0,0,0.0379636,0,0,0,0,0,0,0.0159512,0.0387781,0.0118504,0.021694,0,0,0.0303845,0,0.0411573,0.0258078,0.0531635,0.0228489,0.0199385,0.00509192,0.023261,0.0390383,0.00336675,0.00461349,0.00232264,0.00781744,0.0100881,0.00785765,0.030148,0.0120592,0.0356676,0,0.0135651,0.00866813,0.00844419,0.0154649,0.0167157,0.0621824,0,0,0.10205,0,0.0525557,0.0423383,0.0208232,0.0232584,0.0131262,0.0239458,0.0674435,0.00785216,0.00890915,0.00312752,0.0119724,0.0124068,0.0288766,0.0121388,0.0145954,0.0048563,0.0533533,0.116286,0.0162453,0.0376388,0.0470743,0,0,0,0,0,0,0
490,0,0.0556289,0,0,0,0,0.0375975,0,0,0,0,0,0,0.0158289,0.038773,0.0112227,0.0218371,0,0,0.0303476,0,0.041193,0.025884,0.0529935,0.0225696,0.0198926,0.00481136,0.0230748,0.0390011,0.00329145,0.00439383,0.00203844,0.0073852,0.00958196,0.00757601,0.0296424,0.0118315,0.0358102,0,0.0136784,0.00904174,0.00841657,0.0161074,0.0167318,0.0616155,0,0,0.101805,0,0.0523916,0.0428813,0.0220783,0.0229257,0.0131967,0.0236441,0.0669636,0.00788145,0.00885551,0.00313836,0.0118908,0.0128122,0.0284096,0.0125594,0.0152656,0.00450224,0.0530081,0.116016,0.0161535,0.0373082,0.0471492,0,0,0,0,0,0,0
491,0,0.0563445,0,0,0,0,0.0379228,0,0,0,0,0,0,0.0161061,0.0387719,0.0106533,0.0220746,0,0,0.0304799,0,0.04116,0.0259457,0.052709,0.0222167,0.019683,0.00464033,0.023149,0.0399503,0.00354055,0.00454797,0.00192028,0.00704948,0.00916682,0.00753714,0.0290119,0.0116685,0.0361678,0,0.0136628,0.0097361,0.00835682,0.0170752,0.0167491,0.0620453,0,0,0.10185,0,0.05247,0.0432628,0.023365,0.0227387,0.0131383,0.023642,0.0677166,0.00782307,0.00889088,0.00307804,0.011785,0.0131747,0.0278586,0.0130819,0.0160825,0.00405737,0.0532002,0.115894,0.0161405,0.0372543,0.0469175,0,0,0,0,0,0,0
492,0,0.0574617,0,0,0,0,0.0385586,0,0,0,0,0,0,0.0163802,0.0387786,0.0101776,0.0223403,0,0,0.0303511,0,0.0411774,0.0258097,0.0523851,0.0216951,0.0194654,0.00431707,0.0232,0.0410407,0.0039047,0.00476658,0.00186898,0.00682228,0.00862511,0.00722638,0.0284795,0.011685,0.0362958,0,0.0136066,0.0105042,0.00831513,0.0178862,0.0168285,0.0626571,0,0,0.102013,0,0.0525658,0.043456,0.0248121,0.0225407,0.0130942,0.0237633,0.0686442,0.00777758,0.00889931,0.00308316,0.011703,0.013658,0.0273003,0.0135971,0.0168821,0.00354711,0.0535086,0.11582,0.0161192,0.0373042,0.0463087,0,0,0,0,0,0,0
493,0,0.0583844,0,0,0,0,0.0390797,0,0,0,0,0,0,0.0160253,0.0387727,0.00980533,0.0225208,0,0,0.0301293,0,0.0412199,0.0256697,0.05206,0.0210237,0.0193533,0.00400569,0.0232275,0.041967,0.00430392,0.00496144,0.00179518,0.00656889,0.00804846,0.00665168,0.0283804,0.0112295,0.0363627,0,0.0135416,0.0113927,0.00823743,0.0185029,0.0169103,0.063037,0,0,0.101715,0,0.0526495,0.0436763,0.0264221,0.0223325,0.0129549,0.0238104,0.069255,0.00772622,0.00893404,0.00310129,0.0114229,0.0142203,0.0266356,0.0141676,0.0178449,0.0031071,0.0536299,0.115816,0.0161536,0.0372111,0.0470622,0,0,0,0,0,0,0
494,0,0.0569712,0,0,0,0,0.0383194,0,0,0,0,0,0,0.0153208,0.0387209,0.00983727,0.0225222,0,0,0.029753,0,0.041283,0.0255455,0.0517307,0.0202804,0.0195058,0.00350565,0.0227128,0.0402579,0.00442881,0.00478322,0.00144656,0.00614845,0.00795529,0.00616261,0.0279899,0.0102232,0.0356458,0,0.0135604,0.0119963,0.00822838,0.019432,0.0169571,0.0621457,0,0,0.101008,0,0.0524055,0.0440375,0.0281599,0.02204,0.0128342,0.0230329,0.068047,0.00781112,0.0088946,0.00323078,0.0112427,0.0150851,0.0259245,0.0147766,0.0188058,0.00295347,0.0532362,0.115498,0.0161648,0.0369119,0.0470544,0,0,0,0,0,0,0
495,0,0.0579427,0,0,0,0,0.0390796,0,0,0,0,0,0,0.0148198,0.038757,0.00990421,0.0225942,0,0,0.0296503,0,0.0412809,0.0255564,0.0515143,0.0197051,0.019408,0.00309617,0.0228644,0.0408147,0.00445728,0.00473295,0.00122919,0.00581188,0.00770355,0.00594349,0.0275405,0.00937883,0.0357305,0,0.0135365,0.0134671,0.00814616,0.0209269,0.0169759,0.0630595,0,0,0.10131,0,0.052464,0.0444977,0.0302345,0.022087,0.0126324,0.0228974,0.0689886,0.00777842,0.00900504,0.00328706,0.0110591,0.0160955,0.025342,0.0157632,0.0199963,0.00314869,0.0536843,0.115371,0.0162408,0.0372567,0.0467688,0,0,0,0,0,0,0
496,0,0.0590636,0,0,0,0,0.0400362,0,0,0,0,0,0,0.0143793,0.0388024,0.0101117,0.0226551,0,0,0.0293235,0,0.0413599,0.0254521,0.0514799,0.0191377,0.0193961,0.00243288,0.0231796,0.0415465,0.00423781,0.00446254,0.000750475,0.00536239,0.00723882,0.00612221,0.0272712,0.00853442,0.0357755,0,0.0134865,0.0148787,0.00802153,0.0223601,0.0170376,0.0638785,0,0,0.101301,0,0.0525164,0.0444352,0.032397,0.022018,0.0123609,0.0230805,0.0699333,0.00774459,0.00913146,0.00340247,0.0108714,0.0170335,0.0246826,0.0166672,0.0213229,0.00345821,0.0540557,0.115281,0.0163389,0.0376949,0.0470064,0,0,0,0,0,0,0
497,0,0.0600445,0,0,0,0,0.0408413,0,0,0,0,0,0,0.014119,0.0388321,0.0103141,0.0228197,0,0,0.0287862,0,0.0414509,0.0252786,0.0514755,0.0187612,0.0193818,0.00167541,0.0234604,0.0422853,0.00387564,0.00405064,0.000127761,0.00500321,0.0068137,0.00551156,0.0267615,0.00767988,0.0357356,0,0.0133833,0.0160409,0.00787577,0.0238007,0.0172436,0.0644188,0,0,0.101248,0,0.0526129,0.0436894,0.034533,0.0218361,0.0120024,0.0233613,0.0706206,0.0076806,0.00933216,0.00358277,0.0105977,0.0179535,0.0239516,0.0174236,0.0223352,0.00395094,0.0542032,0.11521,0.0163914,0.0380696,0.0483375,0,0,0,0,0,0,0
