Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,LTHIP,x78,,x79,x80,x75
207,0.0158845,0,0,0,0,0.00650422,0,0,0,0,0,0,0.00307411,0.0566009,0.00573198,0.00477592,0,0,0.0407468,0,0.0348142,0.0216871,0.0457865,0.0147588,0.0181497,0.00810359,0.0139634,0.0074952,0.00725177,0.00721557,0.00974217,0.00420156,0.00459173,0.00225684,0.0231744,0.00647442,0.0278828,0.0455205,0.0214188,0.0141958,0.0393841,0.00180851,0.0196746,0.0126555,0,0,0.0185701,0,0.0458065,0.0131471,0.0406015,0.0102965,0.0153906,0.0109992,0.0200275,0.00811912,0.00643659,0.0134984,0.00712638,0.0106642,0.01196,0.0357352,0.00866242,0.0124524,0.017992,0.0141847,0.0149932,0.0120908,0.00719291,0.0150249,0,0,0,0,0,0,0,0,0,0
208,0.0161239,0,0,0,0,0.00700159,0,0,0,0,0,0,0.00320918,0.056647,0.00581758,0.00481521,0,0,0.0409236,0,0.0348146,0.0218303,0.045753,0.0147101,0.0181264,0.00787936,0.0141827,0.00809831,0.00715659,0.00702448,0.00949969,0.00412108,0.00444782,0.00224696,0.0231716,0.00628044,0.0280024,0.0455269,0.0214011,0.01444,0.0393493,0.00155432,0.019658,0.0123116,0,0,0.0187697,0,0.045742,0.0132607,0.0405439,0.00990004,0.0156988,0.0106333,0.0202675,0.00879402,0.00634716,0.0135744,0.00704822,0.0103345,0.0120123,0.0363497,0.00868634,0.0125611,0.0182358,0.0147346,0.0149187,0.012456,0.00776651,0.0148436,0,0,0,0,0,0,0,0,0,0
209,0.0163259,0,0,0,0,0.00732203,0,0,0,0,0,0,0.00323578,0.0567482,0.00589428,0.00487451,0,0,0.0410911,0,0.0347794,0.0219012,0.0457077,0.0147064,0.018123,0.00762667,0.0143926,0.00844738,0.0070506,0.00678649,0.0092714,0.00401954,0.00431837,0.00224135,0.0231968,0.0062527,0.0280774,0.0455409,0.021311,0.0145021,0.0393345,0.00160885,0.019696,0.0121129,0,0,0.0189292,0,0.0457236,0.0133939,0.0405091,0.00970234,0.0160189,0.0104289,0.0205038,0.00937345,0.00627189,0.0136782,0.00705381,0.0101215,0.0120878,0.0368601,0.00871085,0.0126616,0.0184434,0.0152723,0.0149399,0.0126046,0.00815596,0.0153465,0,0,0,0,0,0,0,0,0,0
210,0.0165515,0,0,0,0,0.00751447,0,0,0,0,0,0,0.00345705,0.0568489,0.00601995,0.00494026,0,0,0.0411666,0,0.0347444,0.021945,0.0456025,0.0146539,0.0181318,0.00738957,0.0145991,0.00861816,0.00691135,0.00656874,0.00903015,0.0039211,0.00419518,0.00222567,0.0231799,0.00625745,0.0280178,0.0455634,0.0212979,0.0145594,0.0393028,0.00188354,0.0197364,0.0121676,0,0,0.0191303,0,0.0456968,0.0135059,0.040492,0.00953895,0.016276,0.0102746,0.020737,0.00974411,0.00623251,0.0137092,0.0071204,0.00996885,0.0120911,0.0372644,0.00871055,0.0126989,0.0186907,0.0154408,0.0150057,0.0125343,0.00839322,0.0158664,0,0,0,0,0,0,0,0,0,0
211,0.016108,0,0,0,0,0.00729466,0,0,0,0,0,0,0.00376919,0.0568692,0.0062003,0.00502087,0,0,0.0409889,0,0.0347443,0.0218507,0.0454297,0.0147503,0.0181706,0.00726871,0.0146027,0.00793339,0.0067661,0.00641395,0.00885293,0.00382858,0.0040982,0.00220888,0.0231674,0.0063741,0.027966,0.0455631,0.0212511,0.014759,0.0392174,0.00225526,0.0197755,0.0118628,0,0,0.0192949,0,0.0456361,0.0136116,0.0404712,0.00932327,0.0164389,0.0102101,0.0207527,0.0103305,0.0062868,0.0137022,0.00740493,0.00993522,0.0121934,0.0376568,0.00873689,0.0127717,0.0189172,0.0154634,0.015006,0.0125934,0.00809627,0.0155907,0,0,0,0,0,0,0,0,0,0
212,0.0159195,0,0,0,0,0.00710028,0,0,0,0,0,0,0.00406489,0.056821,0.00629379,0.00507993,0,0,0.040749,0,0.034745,0.0217732,0.045277,0.0148894,0.0182265,0.00709459,0.014588,0.00740282,0.00655943,0.00620398,0.00864429,0.00372432,0.003945,0.00217232,0.0231975,0.00645152,0.0277988,0.0454927,0.0213014,0.0147777,0.0391139,0.00272725,0.0198041,0.0119004,0,0,0.0192569,0,0.0455713,0.0136284,0.0404144,0.00949301,0.0165663,0.0103485,0.0207926,0.0105825,0.00626363,0.0137457,0.00787373,0.00989893,0.0125158,0.0380528,0.0090855,0.0131135,0.0189293,0.0152027,0.0149004,0.0128238,0.00778552,0.0152093,0,0,0,0,0,0,0,0,0,0
213,0.015925,0,0,0,0,0.00694827,0,0,0,0,0,0,0.00421704,0.0567551,0.00636772,0.00512855,0,0,0.0405748,0,0.0347163,0.0217347,0.0451666,0.0149218,0.0183089,0.00695829,0.0145031,0.00703351,0.00645325,0.00605759,0.00849672,0.00366225,0.00367582,0.00216917,0.0232233,0.00653749,0.0276165,0.0454046,0.0213625,0.0148957,0.0390566,0.00305525,0.0198226,0.0121541,0,0,0.0190364,0,0.0455534,0.0135471,0.0403901,0.00982839,0.016717,0.010406,0.0207642,0.010588,0.00628827,0.0138328,0.00787903,0.00982585,0.0127839,0.0383432,0.00929495,0.0134278,0.0190103,0.0147811,0.0147692,0.0131662,0.00747527,0.0146921,0,0,0,0,0,0,0,0,0,0
214,0.0159305,0,0,0,0,0.00675168,0,0,0,0,0,0,0.00435911,0.0568089,0.00645135,0.00518554,0,0,0.0403798,0,0.0347092,0.0216638,0.0450363,0.0148837,0.0183854,0.00683068,0.0143416,0.00660391,0.0064511,0.00598417,0.00839862,0.00360201,0.00346244,0.00216665,0.0232271,0.00663084,0.0273565,0.0454056,0.0213197,0.0150145,0.0390533,0.00334804,0.0197693,0.0124207,0,0,0.01876,0,0.045592,0.0134269,0.0403866,0.0102189,0.0168493,0.0104043,0.0206658,0.0105776,0.00628796,0.0139293,0.00744282,0.00972728,0.013032,0.0386373,0.00944581,0.0138025,0.0191569,0.014604,0.014681,0.0133,0.00712107,0.0146519,0,0,0,0,0,0,0,0,0,0
215,0.0159346,0,0,0,0,0.00645176,0,0,0,0,0,0,0.00459101,0.0569062,0.006547,0.00522636,0,0,0.0401429,0,0.034795,0.0216076,0.0449027,0.0148702,0.01842,0.00671545,0.0141835,0.00621528,0.0065511,0.00604586,0.00834978,0.00346241,0.00329843,0.00215463,0.0232372,0.00676315,0.0270576,0.0454507,0.021241,0.0151952,0.0390084,0.003527,0.0197145,0.0127465,0,0,0.0185547,0,0.0456003,0.0133717,0.0404108,0.0104852,0.0168899,0.0103942,0.020574,0.0106347,0.00625101,0.0140048,0.00722731,0.00963312,0.0132353,0.0387693,0.00947084,0.0140964,0.0193361,0.0145838,0.0146368,0.0131957,0.00672636,0.0152445,0,0,0,0,0,0,0,0,0,0
216,0.0160354,0,0,0,0,0.00616921,0,0,0,0,0,0,0.00483173,0.0569046,0.00664956,0.00528842,0,0,0.0399283,0,0.0348959,0.0215948,0.0448059,0.0148585,0.0184811,0.00654117,0.0140343,0.00596006,0.00673995,0.00605777,0.00828378,0.00327961,0.00307043,0.00209116,0.0232528,0.00703947,0.0267635,0.0453921,0.0212766,0.0153462,0.038955,0.0036658,0.019723,0.0132426,0,0,0.0183726,0,0.0455873,0.0132651,0.0404526,0.0106723,0.0168582,0.0102615,0.0204796,0.0106618,0.00622724,0.0139994,0.00718242,0.0095308,0.0133862,0.0387993,0.00951274,0.0143262,0.0196355,0.0144739,0.0145948,0.0129937,0.00639402,0.0156507,0,0,0,0,0,0,0,0,0,0
217,0.0163564,0,0,0,0,0.00595019,0,0,0,0,0,0,0.00536682,0.0569714,0.00678316,0.00528008,0,0,0.0396986,0,0.0349831,0.0215607,0.0446825,0.0147308,0.0184832,0.00653606,0.0141744,0.0059295,0.00709112,0.00622488,0.0083776,0.00315108,0.00281291,0.00204837,0.0232573,0.00725271,0.0264873,0.0453394,0.021361,0.0153565,0.0389321,0.00369641,0.0199096,0.013843,0,0,0.0181442,0,0.0455792,0.0131338,0.0405326,0.0106272,0.0167623,0.0103515,0.0206852,0.0107123,0.0061978,0.0139647,0.00715521,0.00949317,0.0135313,0.0388025,0.00961212,0.0145092,0.0199873,0.0143386,0.014461,0.0129601,0.0062956,0.0157371,0,0,0,0,0,0,0,0,0,0
218,0.0167836,0,0,0,0,0.00588795,0,0,0,0,0,0,0.00556686,0.0569449,0.00686618,0.00534348,0,0,0.0394751,0,0.0350823,0.0216026,0.0444856,0.0144006,0.0185662,0.00637726,0.0140565,0.00601723,0.00731968,0.00630804,0.00833266,0.0029699,0.00250506,0.00202782,0.0232303,0.00757349,0.0262225,0.045244,0.0214717,0.0154797,0.0389518,0.00392603,0.0199374,0.0145791,0,0,0.0178258,0,0.0456161,0.0129639,0.0405497,0.0106569,0.0167379,0.0104268,0.0206307,0.010611,0.00611158,0.0140419,0.0070776,0.00938248,0.0136873,0.0389582,0.00977533,0.0147396,0.0201695,0.0140576,0.0143366,0.0129597,0.00624068,0.015496,0,0,0,0,0,0,0,0,0,0
219,0.0171381,0,0,0,0,0.00585811,0,0,0,0,0,0,0.00572502,0.0568519,0.0069626,0.00542539,0,0,0.0394707,0,0.0351114,0.0217117,0.044289,0.0141769,0.0186531,0.00620691,0.01394,0.00625761,0.00744128,0.00637219,0.00828411,0.00283333,0.00232163,0.00198858,0.0232035,0.00796912,0.026094,0.0451414,0.0215578,0.0156356,0.0389358,0.00411713,0.0199204,0.0153189,0,0,0.0175326,0,0.0456188,0.0128649,0.0406205,0.010922,0.0166559,0.0101969,0.020542,0.0106849,0.00608244,0.0140963,0.00700251,0.00925745,0.0136621,0.0389307,0.00974959,0.0147646,0.0203953,0.0139893,0.0143127,0.012849,0.00612117,0.0156596,0,0,0,0,0,0,0,0,0,0
220,0.0173919,0,0,0,0,0.00582657,0,0,0,0,0,0,0.0060317,0.056897,0.00707987,0.00554704,0,0,0.0396867,0,0.035142,0.0218495,0.0441075,0.014051,0.0187358,0.00607372,0.0138826,0.00654849,0.00753536,0.00644223,0.00824441,0.00269016,0.00216893,0.00192725,0.0231621,0.00845536,0.0261513,0.0450537,0.0216213,0.0158612,0.0389289,0.00420432,0.0198444,0.0159388,0,0,0.0173056,0,0.0456235,0.0128202,0.0406585,0.0114049,0.0165654,0.00994022,0.020508,0.0108892,0.00615317,0.0140729,0.00695608,0.00921604,0.0135233,0.0387755,0.00957036,0.0146435,0.0205526,0.0141269,0.0144708,0.0130029,0.00597648,0.0161836,0,0,0,0,0,0,0,0,0,0
221,0.0142187,0,0,0,0,0.00290401,0,0,0,0,0,0,0.00646861,0.0417936,0.00725059,0.00514423,0,0,0.0374793,0,0.0446633,0.0121302,0.0439819,0.0140545,0.0183811,0.00573418,0.015371,0.0081747,0.00728647,0.00626802,0.0078869,0.00245841,0.00182763,0.00198025,0.0230416,0.00837283,0.0250449,0,0.00383232,0.0160234,0.039022,0.00422434,0.0195374,0.0140262,0,0,0.0173012,0,0.0456151,0.0129591,0.0407951,0.011639,0.0170803,0.00928833,0.0223396,0.0114517,0.00572439,0.0141078,0.00642169,0.00866188,0.0130865,0.0383765,0.00923082,0.0143831,0.0202743,0.0146577,0.0148001,0.0133687,0.00299714,0.0143659,0,0,0,0,0,0,0,0,0,0
222,0.0145043,0,0,0,0,0.00510012,0,0,0,0,0,0,0.00626925,0.0419027,0.007307,0.00523287,0,0,0.0377666,0,0.0446032,0.0122127,0.0439305,0.0141536,0.0182072,0.00577229,0.0160558,0.0108317,0.00730429,0.00645985,0.00806677,0.00237755,0.00177959,0.0019126,0.0230994,0.00887902,0.0250966,0,0.00391152,0.0161435,0.0389387,0.00417002,0.0200565,0.0157861,0,0,0.0169913,0,0.0458151,0.0128628,0.0409175,0.0119771,0.0168494,0.00946652,0.0230921,0.011598,0.00573292,0.0140476,0.00635672,0.00874945,0.0131951,0.0382744,0.0094129,0.0144794,0.0202835,0.014372,0.0149598,0.0135514,0.00504171,0.0145207,0,0,0,0,0,0,0,0,0,0
223,0.0146755,0,0,0,0,0.00558576,0,0,0,0,0,0,0.00652614,0.0419008,0.00742762,0.00540471,0,0,0.0383112,0,0.0445997,0.012502,0.0438667,0.0140554,0.0182093,0.00563135,0.0160319,0.0114886,0.00726786,0.00646002,0.00797022,0.00222816,0.00152517,0.00184499,0.023052,0.0093365,0.0254483,0,0.00414113,0.0160535,0.0389379,0.00417822,0.0198781,0.0163766,0,0,0.0169426,0,0.0458411,0.0128786,0.0408426,0.0118756,0.0167544,0.00942702,0.0230656,0.0120367,0.00579328,0.0141246,0.00638345,0.00878165,0.0131696,0.0382085,0.0100344,0.0144259,0.0201784,0.0145472,0.0149663,0.013389,0.00541578,0.0147605,0,0,0,0,0,0,0,0,0,0
224,0.0148764,0,0,0,0,0.00602162,0,0,0,0,0,0,0.00681536,0.0419104,0.00754706,0.00558298,0,0,0.0388638,0,0.0446167,0.0127615,0.0438485,0.013865,0.0181843,0.00550222,0.0160683,0.0120389,0.00725429,0.00644873,0.0078802,0.0021252,0.00123563,0.00180963,0.0229775,0.00974055,0.0258287,0,0.00433595,0.0162072,0.0389122,0.00405616,0.0197802,0.0169011,0,0,0.0170253,0,0.0458291,0.0129086,0.0407658,0.0116686,0.0166244,0.00938272,0.0230589,0.0125813,0.00590556,0.014132,0.00638917,0.00885892,0.0129915,0.0380442,0.0100309,0.0142166,0.0202764,0.0147322,0.0150175,0.0131114,0.00568854,0.0151059,0,0,0,0,0,0,0,0,0,0
225,0.0151703,0,0,0,0,0.00565518,0,0,0,0,0,0,0.00758856,0.0418714,0.00771641,0.00572805,0,0,0.0395694,0,0.0446753,0.0131661,0.0438779,0.0135249,0.0181226,0.00534868,0.0159716,0.011638,0.00718775,0.00641802,0.00773418,0.00201412,0.00117952,0.00184304,0.0228782,0.0100763,0.0262377,0,0.00448428,0.0168856,0.0389431,0.00374158,0.0196465,0.0170855,0,0,0.0173068,0,0.0457754,0.0130882,0.0406464,0.0108654,0.0166917,0.00899308,0.0229357,0.0131188,0.00604366,0.013977,0.0061558,0.00890463,0.012479,0.037747,0.00920042,0.0136702,0.0210737,0.015175,0.0151004,0.0129846,0.00522139,0.0153383,0,0,0,0,0,0,0,0,0,0
226,0.0153856,0,0,0,0,0.00617334,0,0,0,0,0,0,0.00784617,0.0418933,0.00788185,0.00588398,0,0,0.040047,0,0.0446804,0.0134419,0.0438885,0.0134792,0.0180951,0.0051992,0.0160961,0.0121374,0.00718986,0.0065063,0.00762202,0.0018577,0.00128542,0.00186638,0.022811,0.0104746,0.026699,0,0.00446746,0.0176125,0.0389324,0.00352158,0.019554,0.0176747,0,0,0.0173814,0,0.0458485,0.013117,0.040573,0.00988795,0.0166008,0.00863192,0.0230014,0.0137884,0.00614791,0.0138855,0.00600386,0.00896622,0.012091,0.0373793,0.00878494,0.0132427,0.0218808,0.0155774,0.0150723,0.0129227,0.00549461,0.0157332,0,0,0,0,0,0,0,0,0,0
227,0.0156144,0,0,0,0,0.00652484,0,0,0,0,0,0,0.00826213,0.04186,0.00798198,0.00604736,0,0,0.0405858,0,0.0446296,0.0138528,0.0438599,0.0132172,0.0180502,0.00503393,0.016307,0.0124422,0.00715609,0.00650775,0.00750828,0.00172413,0.00168412,0.00184652,0.0227697,0.0108768,0.0271924,0,0.00467662,0.0176156,0.0389785,0.00415596,0.0193661,0.0181945,0,0,0.0174778,0,0.0459159,0.0131249,0.0405031,0.00969622,0.0165254,0.0085976,0.0231478,0.0143886,0.00596072,0.014055,0.00604595,0.00874647,0.0125111,0.0375327,0.00898305,0.0137402,0.0220021,0.0158926,0.0149182,0.012773,0.00562342,0.0159312,0,0,0,0,0,0,0,0,0,0
228,0.0159316,0,0,0,0,0.00679961,0,0,0,0,0,0,0.00876182,0.0418785,0.00805554,0.00624338,0,0,0.041087,0,0.0446266,0.0142085,0.0439,0.0127543,0.0179906,0.00493169,0.0165433,0.0126728,0.00713788,0.00648453,0.00747255,0.00163963,0.00170584,0.00179357,0.0227235,0.0111938,0.0276044,0,0.0048596,0.0179986,0.0389679,0.00444965,0.0192474,0.0187242,0,0,0.01761,0,0.0459023,0.0131271,0.0404647,0.00983055,0.0164401,0.00852458,0.0233794,0.0150019,0.0057989,0.0142624,0.00615127,0.00860889,0.0129613,0.0377596,0.00912795,0.014048,0.0227088,0.0163153,0.0148262,0.01267,0.00569154,0.0159889,0,0,0,0,0,0,0,0,0,0
229,0.0162482,0,0,0,0,0.00696511,0,0,0,0,0,0,0.00942396,0.0419661,0.00815511,0.00646678,0,0,0.041469,0,0.0446895,0.0144197,0.0440179,0.0123845,0.0179506,0.00486497,0.0168728,0.0127617,0.00709832,0.00655402,0.00747632,0.00153877,0.00144221,0.00176056,0.0227214,0.0113458,0.0278648,0,0.00486767,0.018832,0.0389638,0.00451053,0.0192731,0.0192171,0,0,0.0178347,0,0.0458913,0.01324,0.0405031,0.0109614,0.0164445,0.00859637,0.0237287,0.0156252,0.00570228,0.0142828,0.00647997,0.00865077,0.013016,0.0379968,0.00909064,0.0139042,0.0238156,0.0167074,0.0149168,0.0126632,0.0057072,0.0162847,0,0,0,0,0,0,0,0,0,0
230,0.0165992,0,0,0,0,0.00706064,0,0,0,0,0,0,0.0100033,0.0420036,0.0082758,0.0066724,0,0,0.0417306,0,0.0447058,0.0145612,0.0441931,0.0121547,0.0179112,0.00476338,0.0174304,0.012647,0.00708719,0.00679353,0.00750135,0.00136338,0.00117152,0.00176718,0.0227577,0.0113909,0.0280246,0,0.00483582,0.0197877,0.038998,0.00468071,0.0193895,0.0197528,0,0,0.0179867,0,0.0459728,0.0133732,0.0406492,0.0127432,0.0165388,0.00877555,0.0243077,0.0162109,0.0055542,0.0140823,0.00687963,0.00894747,0.0126547,0.0380596,0.00882964,0.0133088,0.024836,0.0170069,0.0150476,0.0126819,0.00580208,0.0168119,0,0,0,0,0,0,0,0,0,0
231,0.0166622,0,0,0,0,0.00732015,0,0,0,0,0,0,0.0102407,0.0419499,0.00861274,0.00679622,0,0,0.0418526,0,0.0446887,0.0146307,0.044337,0.012196,0.0178328,0.00488365,0.0179261,0.0128556,0.00723815,0.00707569,0.00768087,0.0012187,0.00100789,0.00180174,0.0227211,0.011605,0.0282311,0,0.00474777,0.0199143,0.0390315,0.00465955,0.0195869,0.0200678,0,0,0.0180632,0,0.0460853,0.0133444,0.0408166,0.0140971,0.0165795,0.00934687,0.0247716,0.0167437,0.0052455,0.01378,0.00773227,0.00935567,0.012212,0.0380777,0.008314,0.0127417,0.0246192,0.0171317,0.0150587,0.0126364,0.00600734,0.0168676,0,0,0,0,0,0,0,0,0,0
232,0.01657,0,0,0,0,0.00794225,0,0,0,0,0,0,0.0100656,0.0419065,0.00902776,0.00700861,0,0,0.041862,0,0.0445988,0.0146041,0.0443725,0.0123921,0.017676,0.00498401,0.0184965,0.0136305,0.00743552,0.00717917,0.00787614,0.00114477,0.00084291,0.00185213,0.0226389,0.012128,0.028263,0,0.00471375,0.0195172,0.0390391,0.00430801,0.0200018,0.0203401,0,0,0.0183252,0,0.0461451,0.013311,0.0410288,0.014445,0.0165015,0.00993941,0.0252906,0.0174532,0.00503415,0.0135533,0.00857834,0.00969242,0.0118612,0.0380391,0.0077562,0.0123357,0.0235316,0.0173784,0.0151132,0.0124217,0.00657836,0.016759,0,0,0,0,0,0,0,0,0,0
233,0.0162918,0,0,0,0,0.00818326,0,0,0,0,0,0,0.0108777,0.0419327,0.00950727,0.00714987,0,0,0.0416662,0,0.0444899,0.0145116,0.044254,0.0122338,0.0176029,0.0049427,0.0183401,0.0143156,0.00760014,0.00728301,0.00794852,0.00120874,0.000831324,0.00198707,0.0224944,0.0121118,0.0281803,0,0.00460435,0.0192853,0.0391226,0.00380167,0.0202733,0.0202841,0,0,0.0185352,0,0.0461681,0.0132026,0.0411736,0.0144921,0.0162519,0.00987024,0.0250133,0.0178739,0.00502808,0.0131996,0.0087959,0.00987241,0.0111596,0.0373744,0.00707989,0.0114292,0.0230533,0.0176938,0.0151899,0.0122198,0.0065996,0.0165198,0,0,0,0,0,0,0,0,0,0
234,0.0158936,0,0,0,0,0.00840202,0,0,0,0,0,0,0.0119036,0.0419122,0.0100182,0.00713135,0,0,0.0418513,0,0.0445571,0.0145753,0.0440851,0.0119669,0.0175303,0.00483349,0.0179721,0.0152704,0.00773228,0.00744668,0.00796442,0.0012814,0.000861054,0.00216758,0.0223401,0.0120427,0.0283703,0,0.00448373,0.0194548,0.0391457,0.00344396,0.0205291,0.0200764,0,0,0.0185993,0,0.0462192,0.0131888,0.0413549,0.014593,0.0160008,0.00947475,0.0245189,0.0180557,0.00513689,0.0127337,0.00865154,0.00984607,0.0103344,0.036465,0.00643425,0.0104653,0.0232102,0.0179878,0.0151522,0.0120436,0.00658432,0.0161687,0,0,0,0,0,0,0,0,0,0
235,0.0156049,0,0,0,0,0.0086678,0,0,0,0,0,0,0.0126783,0.0418976,0.0105167,0.0069264,0,0,0.0419011,0,0.04454,0.0145757,0.043907,0.0118866,0.0175181,0.00476346,0.0175234,0.0161885,0.00791478,0.00757895,0.00800641,0.00131202,0.000967914,0.00228696,0.0222222,0.0121612,0.0284243,0,0.00436817,0.019836,0.0391776,0.00298941,0.020886,0.0200599,0,0,0.018505,0,0.046261,0.0132109,0.0415942,0.0147063,0.0156737,0.009586,0.024059,0.0181369,0.00547331,0.0123494,0.00859925,0.00996693,0.00976646,0.0354998,0.00568612,0.00968234,0.0236677,0.0180324,0.0151054,0.0119641,0.0066619,0.0157818,0,0,0,0,0,0,0,0,0,0
236,0.0153957,0,0,0,0,0.00898385,0,0,0,0,0,0,0.0132389,0.0418298,0.0110342,0.0068027,0,0,0.0418646,0,0.0444674,0.0145829,0.0437385,0.0118636,0.0175602,0.00469073,0.0170481,0.0172001,0.00806405,0.00762139,0.00795779,0.00139605,0.0012763,0.00239573,0.0221089,0.0123716,0.0284213,0,0.00433265,0.0199606,0.0391832,0.00277961,0.0211389,0.020024,0,0,0.0184342,0,0.0462927,0.0131579,0.0418351,0.015026,0.0154221,0.0103875,0.0236822,0.0182325,0.00578036,0.0121701,0.00873625,0.0102139,0.00966731,0.0348764,0.00508146,0.00948097,0.0240587,0.0180083,0.0151197,0.0119695,0.00686121,0.0155914,0,0,0,0,0,0,0,0,0,0
237,0.0151889,0,0,0,0,0.00935344,0,0,0,0,0,0,0.0139154,0.0418259,0.011568,0.00679595,0,0,0.0416724,0,0.0444646,0.0145184,0.0436239,0.0118721,0.0176539,0.00461207,0.0165293,0.0181405,0.00815256,0.00766418,0.00790501,0.00159146,0.00164731,0.00257355,0.0219683,0.0124713,0.0282719,0,0.00428154,0.0202312,0.0392101,0.00299808,0.0211879,0.0199111,0,0,0.0183597,0,0.0463278,0.0130686,0.041944,0.0153717,0.0152977,0.0112418,0.0233105,0.0183763,0.00615088,0.0119782,0.00882708,0.010683,0.00960813,0.0341966,0.00474876,0.00941902,0.02476,0.0181616,0.0151561,0.0117292,0.00714348,0.0155195,0,0,0,0,0,0,0,0,0,0
238,0.0150058,0,0,0,0,0.00968086,0,0,0,0,0,0,0.0144513,0.041886,0.0122124,0.00677584,0,0,0.0413775,0,0.0445397,0.0143884,0.0435688,0.0119647,0.0178305,0.00447797,0.0160262,0.0188654,0.00822531,0.00786477,0.00781599,0.0016984,0.00211053,0.00276684,0.0218232,0.0126814,0.028164,0,0.00417206,0.0202924,0.0393192,0.00338719,0.0210918,0.0198372,0,0,0.0181503,0,0.0464487,0.0128557,0.041833,0.0157855,0.0152233,0.0120581,0.0229339,0.018515,0.00645185,0.011648,0.00908351,0.0112474,0.00974966,0.0337028,0.00461965,0.00962777,0.0250637,0.0183292,0.0151127,0.0114639,0.00742885,0.01535,0,0,0,0,0,0,0,0,0,0
239,0.0147949,0,0,0,0,0.00992583,0,0,0,0,0,0,0.0149481,0.0418922,0.0128763,0.00678569,0,0,0.0410684,0,0.0445703,0.0142475,0.0436006,0.0121464,0.0180595,0.00423391,0.0154507,0.019413,0.00826513,0.00813572,0.00765799,0.00194324,0.00273924,0.0029573,0.0216319,0.0130538,0.0279857,0,0.00408645,0.0203088,0.0394368,0.00387184,0.0208625,0.0197172,0,0,0.0179036,0,0.0465767,0.0125633,0.0415116,0.0161294,0.0151421,0.0126988,0.0224934,0.0186182,0.00676271,0.0111233,0.00926546,0.0118359,0.00986559,0.0330777,0.00451779,0.00979527,0.0251379,0.0183459,0.0149826,0.0111344,0.00761807,0.0151341,0,0,0,0,0,0,0,0,0,0
240,0.0146269,0,0,0,0,0.0100951,0,0,0,0,0,0,0.0153408,0.0417811,0.0134553,0.0068018,0,0,0.0408035,0,0.0444846,0.0141793,0.0436877,0.0123905,0.0183083,0.00389207,0.0148326,0.0197936,0.00832119,0.00840226,0.00743238,0.00248661,0.00350407,0.00318632,0.0213939,0.0136607,0.0277848,0,0.00405588,0.0193437,0.0395495,0.00454707,0.0205417,0.0195846,0,0,0.017571,0,0.0466972,0.0122128,0.0410587,0.0163992,0.0150852,0.0133535,0.02194,0.018623,0.00706569,0.0107322,0.00940887,0.0123119,0.0101211,0.0326057,0.00463928,0.0102149,0.0245116,0.0183037,0.0148567,0.0108133,0.00765576,0.0149449,0,0,0,0,0,0,0,0,0,0
241,0.0144617,0,0,0,0,0.0103063,0,0,0,0,0,0,0.0161214,0.0416896,0.014029,0.00691717,0,0,0.0404912,0,0.0443745,0.0140889,0.0438087,0.0125494,0.0185163,0.00350637,0.0144634,0.0202927,0.00841272,0.00879952,0.00717342,0.00303437,0.00432502,0.00349397,0.0210778,0.0139728,0.02755,0,0.00402017,0.0182643,0.0396572,0.00519027,0.0203173,0.0193901,0,0,0.0171696,0,0.0467571,0.0118728,0.0405604,0.0165459,0.015067,0.0138449,0.0214898,0.0185362,0.00744801,0.010327,0.00927077,0.0127045,0.0101834,0.0319703,0.00485144,0.0105529,0.0241045,0.0182204,0.0147936,0.0105415,0.00780368,0.0147551,0,0,0,0,0,0,0,0,0,0
242,0.0143082,0,0,0,0,0.010479,0,0,0,0,0,0,0.0166698,0.0417299,0.0145846,0.00708264,0,0,0.0401283,0,0.0444102,0.0139497,0.0439099,0.0127251,0.0187362,0.00312172,0.0141527,0.0208586,0.00858847,0.00924875,0.00685858,0.00352309,0.00523589,0.00388423,0.0207041,0.0143345,0.0272567,0,0.00391275,0.0168998,0.0397686,0.00612273,0.0202124,0.0192221,0,0,0.0166293,0,0.0467973,0.0114419,0.0401551,0.0165675,0.015103,0.0144984,0.0210576,0.0182839,0.00774889,0.00998635,0.00928432,0.0130352,0.0104734,0.0314177,0.00535009,0.0110795,0.0235578,0.0178705,0.0147961,0.0102814,0.00797498,0.0145708,0,0,0,0,0,0,0,0,0,0
