Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x75,x79,x80,x77,x78,
35,0.026573,0,0,0,0,0.0371859,0,0,0,0,0,0,0.00575292,0.0202007,0.00750392,0.0137251,0,0,0.0156588,0,0.0361057,0.0103861,0.0413469,0.012468,0.0224586,0.00534199,0.0215829,0.0410645,0.00619798,0.00449313,0.00184758,0.00875865,0.00821849,0.00817026,0.0305876,0.00197781,0.0226443,0.00738087,0.00411302,0.011507,0.00180414,0.0137495,0.0156725,0.0372375,0,0,0.032374,0,0,0.0204599,0.0395916,0.0207628,0.0126564,0.00876773,0.0215889,0.0253109,0.00469438,0.0149251,0.00679995,0.00462061,0.0125889,0.0362775,0.00948627,0.0129431,0.00909921,0.0276906,0.0294308,0.0301173,0.0367501,0.0253396,0,0,0,0,0,0,0,0,0,0
36,0.0264107,0,0,0,0,0.0370968,0,0,0,0,0,0,0.00588644,0.0201927,0.00749527,0.0137606,0,0,0.0156673,0,0.0361199,0.0104287,0.0413463,0.0124405,0.0224952,0.00533366,0.021545,0.0411582,0.00614124,0.00448178,0.0018314,0.00875085,0.00819905,0.00815083,0.0305757,0.00202778,0.0226339,0.00741736,0.00415044,0.0115,0.00182105,0.0137422,0.0157059,0.0370626,0,0,0.0324083,0,0,0.0203749,0.0395759,0.0207603,0.0126403,0.00876483,0.0215453,0.0251169,0.00468526,0.014922,0.00679009,0.00462914,0.0125923,0.0362746,0.00949076,0.0129338,0.00909085,0.0274002,0.0296639,0.0301304,0.0367001,0.0252104,0,0,0,0,0,0,0,0,0,0
37,0.0257939,0,0,0,0,0.0390295,0,0,0,0,0,0,0.0045076,0.0199379,0.00782258,0.0162008,0,0,0.0171274,0,0.0362742,0.0112497,0.0403889,0.012658,0.0231657,0.00543178,0.0275177,0.0468991,0.00665533,0.00492297,0.00181433,0.00905512,0.00843562,0.00850788,0.0308074,0.00104418,0.0256272,0.0072656,0.00427282,0.0112901,0.0249268,0.0139806,0.0170886,0.0355202,0,0,0.0191166,0,0.0368438,0.00968832,0.0398396,0.0213783,0.0134638,0.00997224,0.0274748,0.0251361,0.00470374,0.0149869,0.00670551,0.00499783,0.0129534,0.0357438,0.00934702,0.0133976,0.00871372,0.0156836,0.0363532,0.0100223,0.0380528,0.0240309,0,0,0,0,0,0,0,0,0,0
38,0.025997,0,0,0,0,0.0392591,0,0,0,0,0,0,0.00428654,0.0199353,0.00780755,0.0163092,0,0,0.0171386,0,0.0363113,0.011245,0.0403826,0.0126524,0.0231959,0.00545553,0.0277054,0.0470562,0.00665397,0.00487308,0.00182886,0.00900906,0.00839309,0.00846417,0.0308014,0.000990848,0.0256859,0.00728398,0.00428138,0.0113046,0.0249638,0.0140208,0.0171399,0.0357781,0,0,0.0192578,0,0.0367524,0.00973212,0.0398335,0.0214568,0.0134689,0.0100391,0.027681,0.025413,0.00468318,0.0150044,0.00672518,0.00501022,0.0129655,0.035743,0.00934772,0.0134174,0.00869634,0.0160039,0.0371495,0.00999085,0.0382933,0.0241741,0,0,0,0,0,0,0,0,0,0
39,0.0262106,0,0,0,0,0.0393955,0,0,0,0,0,0,0.00418759,0.0199375,0.00781598,0.0162801,0,0,0.0171905,0,0.0363394,0.0112782,0.0403579,0.0126157,0.0232242,0.00541897,0.0277755,0.0471592,0.00668851,0.00482077,0.00183692,0.00899652,0.00844735,0.00847941,0.0308299,0.0010214,0.0257374,0.00733926,0.00435714,0.0112603,0.0249479,0.0140367,0.0171329,0.0359579,0,0,0.0194025,0,0.0366151,0.0097645,0.0398316,0.0214884,0.0134771,0.00999995,0.0277702,0.0255778,0.00472105,0.0150152,0.00673123,0.00500816,0.0129735,0.0357543,0.00935178,0.0134059,0.00863357,0.0162053,0.0376985,0.0100461,0.0383946,0.0243008,0,0,0,0,0,0,0,0,0,0
40,0.0227311,0,0,0,0,0.0333161,0,0,0,0,0,0,0.00588697,0.0204617,0.00733837,0.0138233,0,0,0.015316,0,0.0361041,0.010346,0.0414651,0.0122416,0.0227844,0.00540237,0.0211771,0.0415492,0.00598339,0.00419869,0.00183508,0.00859074,0.00812209,0.0080372,0.0305232,0.00259942,0.0224426,0.00768317,0.00424429,0.0115187,0.00125288,0.0137256,0.0157428,0.0317751,0,0,0.0319076,0,0,0.0192866,0.039546,0.0207239,0.012637,0.00871203,0.0212479,0.0203575,0.00473448,0.0149213,0.00680135,0.00467629,0.012505,0.0362837,0.00944291,0.0128161,0.0090822,0.0225518,0.0280939,0.0293974,0.0331068,0.0220733,0,0,0,0,0,0,0,0,0,0
41,0.0265108,0,0,0,0,0.039498,0,0,0,0,0,0,0.00440572,0.0201347,0.00776915,0.016407,0,0,0.0169408,0,0.0363642,0.0113321,0.0402227,0.0126115,0.0232929,0.00545727,0.0278393,0.0469644,0.00665635,0.00469922,0.00180523,0.00899426,0.00843766,0.00850471,0.0308188,0.000998585,0.0256696,0.0073574,0.00441491,0.0111965,0.0248124,0.0140598,0.0172259,0.0362127,0,0,0.0193288,0,0.0363486,0.00982512,0.0398292,0.0215508,0.0134915,0.0101055,0.0278725,0.0257702,0.00477077,0.0150112,0.00671763,0.00502704,0.013001,0.0357596,0.00933295,0.0134304,0.00858695,0.0166699,0.0389175,0.0102851,0.0384713,0.0245805,0,0,0,0,0,0,0,0,0,0
42,0.0265057,0,0,0,0,0.0394038,0,0,0,0,0,0,0.00453158,0.020145,0.00775813,0.0164189,0,0,0.0168286,0,0.0363528,0.0112696,0.0401504,0.0126354,0.0233255,0.00545098,0.0279514,0.0469047,0.0066778,0.00473129,0.00179527,0.00896847,0.00841548,0.00851305,0.0308054,0.000993237,0.0255123,0.00730379,0.00435736,0.0111193,0.024879,0.0140614,0.01723,0.0361638,0,0,0.0191847,0,0.0366007,0.0100897,0.0398305,0.0215593,0.0135088,0.0100921,0.0280005,0.0257593,0.00477469,0.0149725,0.00669784,0.00504534,0.0129993,0.0357588,0.00934486,0.0134348,0.00850047,0.016724,0.0393261,0.00999143,0.038379,0.0245892,0,0,0,0,0,0,0,0,0,0
43,0.026456,0,0,0,0,0.0392246,0,0,0,0,0,0,0.00442352,0.0200946,0.00775935,0.0164167,0,0,0.0166864,0,0.0363261,0.0111878,0.0401025,0.0126305,0.0233385,0.00542375,0.02802,0.0468176,0.00669324,0.00477459,0.0017893,0.00896696,0.00838813,0.00850803,0.0308229,0.000992485,0.0252958,0.00734161,0.00436312,0.0111196,0.0248978,0.0140993,0.0172329,0.0360436,0,0,0.0191025,0,0.0367724,0.0102831,0.0398279,0.0215764,0.0135158,0.0100959,0.0280927,0.025627,0.00477292,0.0149208,0.0066656,0.00505541,0.01302,0.0357445,0.00936977,0.0134572,0.00848131,0.0167207,0.0394353,0.0098261,0.0382262,0.0245643,0,0,0,0,0,0,0,0,0,0
44,0.026363,0,0,0,0,0.0389806,0,0,0,0,0,0,0.00447516,0.0200084,0.00777168,0.0164539,0,0,0.0164497,0,0.0363536,0.011087,0.0400663,0.0126651,0.0233236,0.0053966,0.0280573,0.046646,0.00671093,0.00478898,0.00176366,0.00896508,0.00836532,0.0085145,0.0308324,0.00101478,0.0250393,0.00734087,0.00438058,0.0111876,0.0248676,0.014151,0.0172868,0.0358282,0,0,0.0190439,0,0.0368358,0.0103308,0.0398202,0.0215906,0.0135244,0.0101016,0.0281264,0.0254211,0.00475662,0.0148972,0.00658328,0.00504452,0.013072,0.0356956,0.00941741,0.0135015,0.00858061,0.0165265,0.0393789,0.00981258,0.0380248,0.0245067,0,0,0,0,0,0,0,0,0,0
45,0.0261692,0,0,0,0,0.0386546,0,0,0,0,0,0,0.00464357,0.0200714,0.00777684,0.0165505,0,0,0.0162153,0,0.0363261,0.0109946,0.0400246,0.0126779,0.0233004,0.00539699,0.0280536,0.0464001,0.00670275,0.0048258,0.00175929,0.00896735,0.00835368,0.0085254,0.0308226,0.00106365,0.024828,0.00720523,0.00432488,0.0111633,0.0248158,0.0140934,0.0172351,0.0354912,0,0,0.01897,0,0.0368623,0.0102099,0.0398093,0.0215278,0.0135368,0.0100593,0.028101,0.0251504,0.00475027,0.0149307,0.00665081,0.00504154,0.0130179,0.0356881,0.00935999,0.0134456,0.0085642,0.0162386,0.0392167,0.00985194,0.0377491,0.0243642,0,0,0,0,0,0,0,0,0,0
46,0.0258738,0,0,0,0,0.0385001,0,0,0,0,0,0,0.00458116,0.0202008,0.00775349,0.0166108,0,0,0.01608,0,0.03626,0.0109452,0.0399768,0.012666,0.0233353,0.0054059,0.0280385,0.0463053,0.00665068,0.0048341,0.00178284,0.00896936,0.00831706,0.00850444,0.0308319,0.00113609,0.0247717,0.00723745,0.00427431,0.0111747,0.0247358,0.0140762,0.0170246,0.0352387,0,0,0.0191613,0,0.0367958,0.0100379,0.0398179,0.0214704,0.0135594,0.010065,0.0280851,0.0249255,0.00474997,0.0149491,0.00671148,0.00505332,0.0129716,0.0356678,0.00928862,0.0133899,0.00855821,0.0159841,0.0383376,0.00997219,0.0376766,0.0241326,0,0,0,0,0,0,0,0,0,0
47,0.025518,0,0,0,0,0.0380503,0,0,0,0,0,0,0.00455921,0.020232,0.00773378,0.0165732,0,0,0.0157737,0,0.0362189,0.0107884,0.0398774,0.0126342,0.0233457,0.0053975,0.0279409,0.0460376,0.00662797,0.00476326,0.00178989,0.00893164,0.00829503,0.00847878,0.0308301,0.00122098,0.0246241,0.0072647,0.00423898,0.0111917,0.024572,0.0140581,0.0169746,0.0347824,0,0,0.0191522,0,0.0365675,0.00975286,0.0398036,0.0214279,0.0135689,0.0100274,0.0280066,0.0245649,0.00471953,0.0149461,0.00674205,0.00507,0.0129287,0.0356628,0.00922732,0.0133543,0.00857778,0.0157158,0.0379325,0.010323,0.0372698,0.0238784,0,0,0,0,0,0,0,0,0,0
48,0.0252112,0,0,0,0,0.0375087,0,0,0,0,0,0,0.00464923,0.0202619,0.00771785,0.016526,0,0,0.0154931,0,0.0361519,0.010686,0.039856,0.0125932,0.0233368,0.00539984,0.0278203,0.0457779,0.00658969,0.00473013,0.00178779,0.00889474,0.00828288,0.00846526,0.0307956,0.00125258,0.0242284,0.00737418,0.00421335,0.011212,0.0244875,0.0140336,0.0170155,0.0342512,0,0,0.019103,0,0.0364822,0.00957933,0.0397836,0.0214025,0.0135687,0.00998117,0.0278805,0.0240858,0.00470752,0.0149301,0.00674295,0.00508803,0.0128986,0.0356775,0.00923327,0.0133399,0.00859136,0.0152943,0.0376398,0.0105156,0.0367536,0.0236635,0,0,0,0,0,0,0,0,0,0
49,0.0249437,0,0,0,0,0.0369037,0,0,0,0,0,0,0.00481031,0.0203515,0.00770115,0.0165048,0,0,0.0152138,0,0.0361172,0.0106347,0.0399311,0.0125398,0.0232857,0.00538838,0.0277159,0.0454773,0.00656833,0.00473163,0.00178599,0.00890755,0.00826344,0.0084391,0.0307692,0.00123938,0.0238768,0.00754553,0.00419622,0.0112158,0.0244531,0.0140436,0.0171671,0.0336478,0,0,0.0190097,0,0.0365004,0.00948147,0.039774,0.0214009,0.0135531,0.00995803,0.0277714,0.0235795,0.00469051,0.0149298,0.00674765,0.00507305,0.0128776,0.0356863,0.00925155,0.0133134,0.00857456,0.0147303,0.0375302,0.010554,0.0361485,0.0234738,0,0,0,0,0,0,0,0,0,0
50,0.0244472,0,0,0,0,0.0361924,0,0,0,0,0,0,0.00470907,0.0203866,0.00769291,0.0164764,0,0,0.0149216,0,0.0360442,0.0105213,0.0400769,0.0125788,0.0232492,0.00539678,0.0276093,0.0452079,0.00658021,0.00475017,0.00178641,0.00892278,0.00825817,0.00842299,0.0307764,0.001256,0.023569,0.00747508,0.00412393,0.0111957,0.0244237,0.0140541,0.0172248,0.0328577,0,0,0.0188716,0,0.0365391,0.0094026,0.039784,0.0214164,0.0135463,0.00992007,0.0276878,0.0230181,0.00465915,0.0149341,0.00674196,0.00504764,0.0128767,0.0356893,0.00924438,0.0133007,0.00855321,0.0140729,0.0374618,0.0105497,0.0354704,0.023116,0,0,0,0,0,0,0,0,0,0
51,0.0237718,0,0,0,0,0.0352662,0,0,0,0,0,0,0.00465535,0.0203428,0.00768568,0.0164137,0,0,0.0145586,0,0.0359704,0.010338,0.0401767,0.0125955,0.0232521,0.00539332,0.0275123,0.0448882,0.00660074,0.00472327,0.00179543,0.00891015,0.00822417,0.00842175,0.0307858,0.00127977,0.0232009,0.00738438,0.0040657,0.011136,0.0244384,0.01402,0.0172287,0.0318063,0,0,0.0185574,0,0.0366362,0.00935195,0.0397723,0.0213946,0.0135332,0.00983506,0.0275616,0.0223917,0.00467719,0.0149313,0.00668747,0.00503629,0.0128278,0.0357053,0.00922943,0.0132562,0.00852115,0.0132543,0.0380421,0.0104939,0.0345846,0.0225925,0,0,0,0,0,0,0,0,0,0
52,0.0239822,0,0,0,0,0.0356422,0,0,0,0,0,0,0.00458959,0.0201202,0.00772373,0.0163586,0,0,0.0146025,0,0.0360153,0.0102557,0.0401627,0.0125986,0.023275,0.00538892,0.0275649,0.0450964,0.00664552,0.00474217,0.00181559,0.00893832,0.00822506,0.00846138,0.0308061,0.00130103,0.0232689,0.00719639,0.00408919,0.0111433,0.0245388,0.0140064,0.0172499,0.0321718,0,0,0.0184841,0,0.03691,0.00969336,0.0397556,0.0213678,0.0135507,0.00981301,0.0276154,0.0226233,0.00472212,0.0149543,0.00669887,0.00502707,0.0128183,0.0357151,0.0092221,0.0132432,0.00851688,0.0135554,0.038476,0.0101958,0.0349446,0.022724,0,0,0,0,0,0,0,0,0,0
53,0.0242072,0,0,0,0,0.0360098,0,0,0,0,0,0,0.00447371,0.0200994,0.00773867,0.0163269,0,0,0.0147118,0,0.0360739,0.0102116,0.0401971,0.012568,0.0233371,0.00538019,0.0275347,0.0453113,0.00664815,0.00474309,0.00182746,0.00895755,0.00824017,0.00845497,0.0308071,0.00125583,0.0233809,0.00705896,0.00412324,0.0111586,0.0245705,0.0140059,0.0172637,0.0325204,0,0,0.0184713,0,0.0370218,0.00985989,0.0397385,0.0213483,0.0135735,0.00982597,0.027601,0.0228618,0.0047265,0.0149722,0.00674126,0.00501654,0.0128367,0.0357293,0.00922405,0.0132405,0.00852792,0.0138853,0.0386199,0.0100947,0.0353062,0.0228737,0,0,0,0,0,0,0,0,0,0
54,0.0244873,0,0,0,0,0.0363153,0,0,0,0,0,0,0.00432328,0.0201204,0.00772537,0.0163851,0,0,0.0148669,0,0.0360823,0.0102557,0.0402809,0.0125465,0.0233422,0.00541844,0.0275052,0.045434,0.00658422,0.00469575,0.00179497,0.00893927,0.00822167,0.00842907,0.0307978,0.00109147,0.0235282,0.00700849,0.00412488,0.0112265,0.0245191,0.0140237,0.0173084,0.0328724,0,0,0.0185007,0,0.0369171,0.00974375,0.0397589,0.0213468,0.0135907,0.00988583,0.0275889,0.0230993,0.00471202,0.0149729,0.00673969,0.00502381,0.0128653,0.0357203,0.00920374,0.013257,0.008574,0.014167,0.0383664,0.0102146,0.0355994,0.0230824,0,0,0,0,0,0,0,0,0,0
55,0.0246848,0,0,0,0,0.0366612,0,0,0,0,0,0,0.00431978,0.0201412,0.00772718,0.0163604,0,0,0.0149666,0,0.0360929,0.0103218,0.0403312,0.0125394,0.0233089,0.00544136,0.0274298,0.0455815,0.00656032,0.00469907,0.00177511,0.00893899,0.00822123,0.0084405,0.0307841,0.00102289,0.0237473,0.00699971,0.00412693,0.0112472,0.0244152,0.0140176,0.0172716,0.0332341,0,0,0.0185895,0,0.0366749,0.0094937,0.0397677,0.0213504,0.0136428,0.00989037,0.0275129,0.0233342,0.00473078,0.0149779,0.00672011,0.00502237,0.0128668,0.0357121,0.00921354,0.0132489,0.00858024,0.0144968,0.037962,0.0105084,0.0359427,0.0232178,0,0,0,0,0,0,0,0,0,0
56,0.0247535,0,0,0,0,0.0372518,0,0,0,0,0,0,0.00443386,0.0201431,0.00775532,0.016251,0,0,0.0150999,0,0.0361331,0.0103805,0.0402787,0.0125912,0.023304,0.00541141,0.0273285,0.0459572,0.00659396,0.00475825,0.00178324,0.00896712,0.00826341,0.00848212,0.030782,0.00100797,0.0241484,0.00702042,0.00414268,0.0111437,0.0244056,0.0139891,0.0171273,0.0337004,0,0,0.0186757,0,0.036664,0.00951635,0.0397587,0.0213567,0.0136984,0.00980888,0.0274033,0.0236578,0.00473823,0.0149836,0.00670743,0.00499305,0.0128398,0.0357277,0.00923313,0.0132299,0.0084958,0.0149159,0.0381435,0.0105394,0.0365816,0.0232094,0,0,0,0,0,0,0,0,0,0
57,0.0249267,0,0,0,0,0.0375713,0,0,0,0,0,0,0.00438158,0.020103,0.00774489,0.0162417,0,0,0.0152143,0,0.036124,0.0104172,0.0401785,0.0126186,0.0232904,0.00539932,0.0273518,0.0461435,0.00660391,0.00478616,0.00178563,0.00896311,0.00826267,0.00851065,0.0307804,0.000992071,0.0242204,0.00701015,0.0041411,0.0111037,0.0244713,0.0139513,0.0171932,0.033985,0,0,0.0186904,0,0.0367769,0.00975425,0.0397645,0.0212843,0.0136589,0.00979911,0.0274243,0.0239478,0.0047131,0.0149813,0.00667919,0.0049995,0.0128037,0.035695,0.00920983,0.0131923,0.00848301,0.0151921,0.0384619,0.0103331,0.0369019,0.0233417,0,0,0,0,0,0,0,0,0,0
58,0.0250544,0,0,0,0,0.0378823,0,0,0,0,0,0,0.00441019,0.0200944,0.00774454,0.0162424,0,0,0.0153664,0,0.036128,0.010463,0.0402235,0.012603,0.0232644,0.00540104,0.0273549,0.0463774,0.00659598,0.00479094,0.00178016,0.00896523,0.00825834,0.00849971,0.0307794,0.000950207,0.0242973,0.00699479,0.004123,0.0110788,0.0244727,0.0139282,0.0171306,0.0342748,0,0,0.0187863,0,0.0367239,0.00979106,0.0397765,0.0212314,0.0136178,0.00977796,0.0274098,0.0242524,0.00466731,0.0149757,0.00667783,0.00497962,0.0127671,0.0356843,0.00915931,0.0131692,0.00845253,0.0154669,0.038545,0.0103577,0.0372603,0.0234387,0,0,0,0,0,0,0,0,0,0
59,0.0252045,0,0,0,0,0.0381821,0,0,0,0,0,0,0.0042669,0.0201007,0.00774766,0.0162276,0,0,0.0155872,0,0.0361445,0.0105147,0.0402545,0.0126053,0.0232415,0.00540463,0.0273882,0.0465607,0.00660004,0.00481938,0.00178077,0.00897465,0.00829528,0.0085139,0.0307917,0.00095961,0.0244118,0.00695778,0.00408305,0.0110932,0.024566,0.0139316,0.017103,0.0345019,0,0,0.018796,0,0.036849,0.00998876,0.0397875,0.021238,0.0136018,0.00974061,0.0274488,0.0244656,0.00466541,0.0149846,0.00670349,0.0049801,0.0127393,0.0356673,0.00914965,0.0131657,0.00845944,0.0156541,0.0388973,0.0101564,0.0375292,0.0235019,0,0,0,0,0,0,0,0,0,0
60,0.0253388,0,0,0,0,0.0384465,0,0,0,0,0,0,0.0041836,0.0201216,0.00775384,0.0162164,0,0,0.0157515,0,0.0361745,0.0105324,0.040217,0.0125898,0.0232039,0.00540655,0.027388,0.0467726,0.00661597,0.00484888,0.00177942,0.0089903,0.00833005,0.00855551,0.0308181,0.00102291,0.0245242,0.00692914,0.00406418,0.0111101,0.0246322,0.0139004,0.0171132,0.0347151,0,0,0.0188496,0,0.0369149,0.010161,0.0397775,0.0212315,0.0135851,0.00972227,0.0274503,0.0246529,0.00466442,0.0149893,0.00674408,0.00500025,0.0127201,0.0356503,0.00916032,0.0131528,0.00846958,0.0157865,0.0390093,0.010029,0.0377494,0.0235734,0,0,0,0,0,0,0,0,0,0
61,0.0254796,0,0,0,0,0.0386802,0,0,0,0,0,0,0.0042399,0.0201151,0.00775235,0.0162111,0,0,0.0157783,0,0.036248,0.0105243,0.0402117,0.0125862,0.0231647,0.00538143,0.0273798,0.0469254,0.00667079,0.00482083,0.00179163,0.00898786,0.00832577,0.00855193,0.0308426,0.0010902,0.0245945,0.00699029,0.00412859,0.0111185,0.0246452,0.0138817,0.0171432,0.0349319,0,0,0.0189515,0,0.0368898,0.0101914,0.0397553,0.0212221,0.013574,0.00972756,0.0274634,0.0248448,0.0046773,0.014983,0.00673165,0.00501798,0.0127248,0.0356584,0.00914905,0.0131485,0.00846884,0.0159256,0.0388674,0.0100008,0.0379671,0.0236787,0,0,0,0,0,0,0,0,0,0
62,0.0256283,0,0,0,0,0.0388922,0,0,0,0,0,0,0.00426789,0.0200199,0.00775497,0.0162154,0,0,0.0158114,0,0.0363298,0.0105325,0.040223,0.012601,0.023154,0.00537867,0.0273686,0.0470091,0.00671795,0.00480949,0.00179146,0.00898017,0.00830262,0.00853886,0.0308427,0.00108288,0.0246442,0.00715981,0.00423421,0.0111224,0.0246593,0.0138814,0.017167,0.0351403,0,0,0.0190559,0,0.0368593,0.0102118,0.0397441,0.0212053,0.0135571,0.00974262,0.0274748,0.0250166,0.00468271,0.0149656,0.00668681,0.00500627,0.0127129,0.0356536,0.00913056,0.0131413,0.0084823,0.0160136,0.03864,0.00998621,0.0381718,0.0237772,0,0,0,0,0,0,0,0,0,0
63,0.0256904,0,0,0,0,0.0389185,0,0,0,0,0,0,0.00421959,0.0199851,0.00775548,0.0162252,0,0,0.0158273,0,0.0363108,0.010529,0.0401829,0.0125785,0.0231765,0.00539189,0.0273425,0.0470335,0.00673157,0.00481772,0.00177457,0.00896293,0.0082847,0.00851944,0.0308226,0.00102955,0.0246959,0.00716801,0.00423537,0.0111509,0.024669,0.0138795,0.0171545,0.0351616,0,0,0.0189667,0,0.0368385,0.0102286,0.0397261,0.0211827,0.0135604,0.00977106,0.0274578,0.025072,0.00464688,0.0149611,0.00666072,0.00499809,0.0126931,0.035646,0.00910744,0.0131201,0.00851583,0.0160542,0.0390146,0.00998397,0.0381951,0.0238042,0,0,0,0,0,0,0,0,0,0
64,0.0256475,0,0,0,0,0.0390418,0,0,0,0,0,0,0.00416638,0.0200169,0.00773876,0.0162284,0,0,0.0158794,0,0.0362223,0.0105321,0.040077,0.0125132,0.023212,0.0053812,0.0273313,0.047106,0.0066846,0.00480521,0.00176231,0.00894367,0.0082466,0.00849078,0.0307896,0.000964599,0.0247949,0.00703954,0.00414055,0.0111448,0.0246858,0.0138759,0.0171466,0.0351935,0,0,0.0190365,0,0.036816,0.0101717,0.0397164,0.0211534,0.013556,0.00987063,0.0274473,0.0250996,0.00464238,0.0149742,0.00669026,0.00497938,0.0126937,0.0355982,0.00909367,0.0130987,0.00852686,0.0160882,0.0390304,0.00999529,0.0383434,0.0237404,0,0,0,0,0,0,0,0,0,0
65,0.0255663,0,0,0,0,0.0390882,0,0,0,0,0,0,0.00415976,0.0200469,0.00772171,0.0162333,0,0,0.0158834,0,0.0361609,0.0104883,0.0400456,0.0124893,0.0232107,0.00536476,0.0273163,0.0471524,0.00665653,0.00477943,0.00176144,0.00892742,0.00822566,0.00850969,0.0307571,0.000943838,0.024742,0.00697532,0.00407312,0.0111485,0.0246862,0.0138742,0.0171748,0.0351546,0,0,0.0190835,0,0.0367147,0.0100498,0.0397111,0.0211157,0.0135079,0.00991921,0.0274175,0.0250692,0.00464934,0.0149717,0.00668758,0.00497228,0.01269,0.0355606,0.00906486,0.0130821,0.00854471,0.0162317,0.038898,0.0101095,0.0384115,0.0236614,0,0,0,0,0,0,0,0,0,0
66,0.0254757,0,0,0,0,0.0390685,0,0,0,0,0,0,0.00413403,0.0200813,0.00769573,0.0162176,0,0,0.0158242,0,0.0361388,0.0104094,0.0400721,0.0124987,0.0232209,0.00538656,0.0272916,0.0471838,0.00665837,0.0047674,0.0017582,0.008928,0.00822345,0.00851904,0.0307499,0.000937565,0.0246442,0.00697607,0.00405939,0.011228,0.0246226,0.0138834,0.0172017,0.0351051,0,0,0.0191447,0,0.0364812,0.00983666,0.0396809,0.0211176,0.0134968,0.00987891,0.0273999,0.0250137,0.00469716,0.0149501,0.00668943,0.00502018,0.0126316,0.0356464,0.00902019,0.0130458,0.00863633,0.0163094,0.0385244,0.0103887,0.0384374,0.023594,0,0,0,0,0,0,0,0,0,0
67,0.0253676,0,0,0,0,0.0389739,0,0,0,0,0,0,0.00412998,0.0200948,0.00769946,0.0161984,0,0,0.0156967,0,0.0361361,0.0103356,0.0401353,0.0124977,0.02323,0.00542647,0.0273008,0.0471102,0.00667356,0.00478513,0.00175826,0.00893031,0.00824122,0.00850393,0.0307511,0.000939713,0.0245498,0.0070347,0.00410731,0.0113844,0.024605,0.0139275,0.0171898,0.035003,0,0,0.0191513,0,0.0363605,0.00970775,0.0396793,0.0211429,0.0135436,0.00978466,0.0274125,0.0249348,0.00474012,0.0149122,0.00667454,0.00508198,0.012548,0.0358608,0.0089669,0.0129969,0.00880321,0.016207,0.0383037,0.0105112,0.0383822,0.0235065,0,0,0,0,0,0,0,0,0,0
68,0.0252529,0,0,0,0,0.0388478,0,0,0,0,0,0,0.00415836,0.0200803,0.0077275,0.0162238,0,0,0.015477,0,0.0361286,0.0102428,0.0401292,0.0124881,0.0231921,0.00542511,0.0273797,0.0470657,0.00669613,0.00481656,0.00175729,0.00894383,0.00826814,0.00852386,0.0307592,0.000948346,0.0244025,0.00710308,0.0041494,0.0113767,0.0246498,0.0138971,0.0171485,0.0348428,0,0,0.0191418,0,0.0363408,0.00961752,0.0397202,0.0210564,0.0135579,0.00974081,0.027472,0.024818,0.00472599,0.0148903,0.00665135,0.00509152,0.0125085,0.0358517,0.00892303,0.0129731,0.00877915,0.0159235,0.0383132,0.0104941,0.0382632,0.0234007,0,0,0,0,0,0,0,0,0,0
69,0.0211809,0,0,0,0,0.0329869,0,0,0,0,0,0,0.00590408,0.0200543,0.00715148,0.0138144,0,0,0.0140883,0,0.0360814,0.00893272,0.0412923,0.0120327,0.0224023,0.0051691,0.0206483,0.0425965,0.00613464,0.0041853,0.00164894,0.00837338,0.00779028,0.00792185,0.0303716,0.002956,0.0216855,0.00753643,0.00419541,0.0114562,0.00180336,0.0134913,0.0158074,0.0303949,0,0,0.031781,0,0,0.0193561,0.0394274,0.0202296,0.012719,0.00844561,0.0208387,0.0197318,0.00460872,0.0148631,0.00678652,0.00468415,0.0120539,0.0360962,0.00899476,0.0124036,0.00906493,0.0220584,0.0283454,0.0294851,0.0332103,0.0205092,0,0,0,0,0,0,0,0,0,0
70,0.0197538,0,0,0,0,0.0323068,0,0,0,0,0,0,0.0046019,0.0204533,0.00756655,0.0161123,0,0,0.0138947,0,0.0357562,0.00946768,0.040249,0.0123497,0.0231726,0.00533283,0.0265205,0.0464391,0.00657558,0.00465921,0.00167095,0.00882179,0.00811618,0.00840471,0.0307116,0.00126354,0.0228948,0.00743836,0.00384707,0.0112636,0.0250843,0.0136708,0.0171389,0.026417,0,0,0.0194192,0,0.0363227,0.00859312,0.0398157,0.020741,0.0136291,0.00957579,0.0265942,0.0214262,0.00463946,0.0148107,0.00659773,0.00508817,0.0123702,0.0354489,0.00886634,0.0128067,0.00875509,0.00883863,0.0359504,0.0102104,0.031993,0.0185588,0,0,0,0,0,0,0,0,0,0
