Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73
648,0.00568915,0.00788917,0,0,0,0,0,0,0.0139227,0.0200582,0.0162079,0.0103834,0,0,0.00147844,0,0.0185487,0.00305532,0.0509379,0.0305856,0.00586837,0.0414898,0.00616795,0.00318855,0.0180081,0.0313151,0.0178659,0.0086654,0.020951,0.0228385,0.0118376,0.00724748,0.0182178,0.00242157,0.00865153,0.000790847,0.00437276,0.0207016,0.00713347,0.0108003,0.00764982,0,0,0.00481557,0,0.0156054,0.00539149,0.0408077,0.00855054,0.017082,0.0153357,0.00505953,0.0128748,0.00243684,0.0210386,0.00345762,0.00390107,0.00901479,0.0214884,0.00787129,0.00914523,0.00559129,0.00616465,0.00365555,0.00196355,0.00583291,0.00487453,0,0,0,0,0,0,0
649,0.00518238,0.00773581,0,0,0,0,0,0,0.0137123,0.0198727,0.0161595,0.0105006,0,0,0.00140718,0,0.0186168,0.00305929,0.0510896,0.0306813,0.00604633,0.0416342,0.00606121,0.0032497,0.0180321,0.0309276,0.0178293,0.00845971,0.0210132,0.0230388,0.0117867,0.00710119,0.0182283,0.00247759,0.00866696,0.000720025,0.00427169,0.0204274,0.00713213,0.0112289,0.00692989,0,0,0.00478429,0,0.0156007,0.00513243,0.0410585,0.00855835,0.01749,0.0155294,0.00497084,0.0128443,0.0027008,0.0207111,0.00263078,0.00413533,0.00907642,0.0212448,0.00807589,0.00923341,0.00545965,0.00594953,0.0036436,0.00184278,0.00616034,0.00436623,0,0,0,0,0,0,0
650,0.00464179,0.00752236,0,0,0,0,0,0,0.0136272,0.019677,0.0161001,0.0106216,0,0,0.00130354,0,0.0186384,0.00305477,0.0512878,0.0306783,0.00627324,0.0417418,0.00594298,0.00323827,0.0179786,0.0308354,0.0177723,0.0082593,0.0210455,0.0232117,0.0118044,0.00693275,0.0183495,0.00244894,0.00863465,0.000633774,0.0042776,0.0201572,0.00723018,0.011515,0.00612703,0,0,0.00484195,0,0.0156123,0.00487895,0.0413403,0.00864853,0.0178875,0.0156842,0.00496795,0.0129013,0.00298464,0.0203801,0.00257787,0.00436582,0.0091021,0.0210305,0.00835561,0.00940524,0.00540838,0.00585066,0.0036753,0.00173675,0.00647345,0.00375557,0,0,0,0,0,0,0
651,0.00418324,0.00730999,0,0,0,0,0,0,0.0135869,0.0194714,0.0160134,0.0108608,0,0,0.00123626,0,0.0186745,0.00307398,0.0514946,0.0307244,0.0065031,0.0418689,0.00590913,0.00315803,0.0178773,0.0307349,0.0177064,0.00804815,0.0210871,0.0233276,0.0119274,0.0067213,0.0185072,0.00240475,0.00859953,0.000547236,0.00428728,0.0198951,0.00737122,0.0117216,0.00531399,0,0,0.00497343,0,0.0156437,0.00465332,0.0416416,0.00872631,0.0182655,0.015856,0.00512824,0.0129742,0.00329589,0.0201241,0.00303069,0.00456275,0.00929389,0.0208502,0.00860543,0.00961289,0.00535748,0.00578455,0.00371568,0.00167741,0.00678929,0.00321064,0,0,0,0,0,0,0
652,0.00399583,0.00746487,0,0,0,0,0,0,0.0134558,0.0192665,0.0158972,0.0111402,0,0,0.00129877,0,0.0186777,0.00312465,0.0517567,0.0307713,0.00660216,0.0419748,0.0058492,0.00323594,0.0177532,0.0305004,0.0175944,0.00788326,0.0210965,0.0234129,0.0121024,0.00648965,0.0186263,0.00252571,0.00854159,0.000519803,0.00426165,0.0196927,0.00735411,0.0119942,0.00486743,0,0,0.00527871,0,0.0156234,0.00456594,0.0418705,0.00857544,0.0188832,0.0158485,0.00523995,0.0134345,0.00340818,0.0200794,0,0.00429083,0.00942565,0.0206998,0.00877165,0.0097132,0.00536841,0.00588218,0.00372896,0.00160171,0.00752029,0.00296357,0,0,0,0,0,0,0
653,0.00400166,0.00768019,0,0,0,0,0,0,0.0133148,0.0190456,0.0158255,0.0114338,0,0,0.00148588,0,0.0186768,0.00325557,0.0518421,0.030856,0.00671247,0.0421782,0.00591773,0.00357231,0.0177168,0.0304017,0.0175556,0.00762288,0.0211599,0.0235107,0.0122041,0.00628248,0.0187165,0.00268697,0.00846039,0.000489697,0.00421611,0.0195347,0.00747147,0.0122473,0.00460949,0,0,0.00564146,0,0.015598,0.00451151,0.0421087,0.00867328,0.0191627,0.016301,0.00541698,0.0140788,0.00371931,0.0198636,0.00476231,0.00393399,0.00962782,0.0205743,0.00901099,0.00997812,0.00526979,0.00609483,0.00385078,0.00154322,0.00822028,0.00288963,0,0,0,0,0,0,0
654,0.00402578,0.00780217,0,0,0,0,0,0,0.0131304,0.0187861,0.01577,0.0116421,0,0,0.00170928,0,0.0187064,0.00341781,0.0519107,0.0309352,0.00683433,0.0423495,0.00604016,0.00376507,0.0177026,0.0303011,0.0173693,0.00744402,0.0212689,0.0235509,0.012287,0.00612104,0.0187046,0.0028313,0.00839829,0.000468252,0.00422022,0.0193543,0.0074117,0.012519,0.00422241,0,0,0.00599102,0,0.0155991,0.00446137,0.0422328,0.00847948,0.0197137,0.016545,0.00568187,0.0144721,0.00376221,0.0198683,0,0.00373275,0.00964185,0.0206492,0.00910766,0.0100751,0.00520288,0.00621248,0.00388159,0.0015099,0.00881975,0.00281996,0,0,0,0,0,0,0
655,0.00410793,0.00793852,0,0,0,0,0,0,0.0129029,0.0185665,0.0157968,0.0119291,0,0,0.00198345,0,0.0186665,0.00354449,0.0518295,0.0310712,0.00693676,0.0425782,0.00614492,0.00392079,0.0178533,0.030203,0.0172028,0.00723522,0.0214391,0.0235613,0.0122233,0.00599687,0.0185492,0.00309814,0.00830871,0.000466016,0.00407938,0.0191671,0.00750655,0.0128872,0.0038969,0,0,0.00636269,0,0.0155816,0.00440497,0.0423836,0.00864517,0.0199674,0.0170913,0.0058978,0.0148796,0.00403051,0.0196964,0.00463603,0.00401039,0.00971782,0.020666,0.0092716,0.0102654,0.00505866,0.00635296,0.00397625,0.00152086,0.00939022,0.00283305,0,0,0,0,0,0,0
656,0.00423322,0.0079233,0,0,0,0,0,0,0.0126276,0.0184413,0.0158542,0.0122865,0,0,0.00224476,0,0.0186296,0.0036721,0.0520166,0.0311888,0.0070853,0.042725,0.00633346,0.00397184,0.0179458,0.0300118,0.0171643,0.00715469,0.0214539,0.0235536,0.0121132,0.00589491,0.0182459,0.00336274,0.00825555,0.000596931,0.00395103,0.0189794,0.00749813,0.0132582,0.00340508,0,0,0.00668325,0,0.0155955,0.00426199,0.0425124,0.00875075,0.0202702,0.0174283,0.00622697,0.0151092,0.00416929,0.0195624,0.00458271,0.00414122,0.00967586,0.0206604,0.00932415,0.0103095,0.00494932,0.00645198,0.00411718,0.00158835,0.00986028,0.00294472,0,0,0,0,0,0,0
657,0.0044647,0.00784293,0,0,0,0,0,0,0.0122643,0.018343,0.0158611,0.0126348,0,0,0.0025106,0,0.0185949,0.00379736,0.0521896,0.0313115,0.00722798,0.042864,0.00657386,0.00412119,0.0179686,0.0302766,0.0172441,0.00708401,0.0213533,0.0234834,0.0119738,0.00581069,0.0178723,0.00362426,0.0082036,0.000704759,0.00383905,0.01879,0.00752098,0.0136534,0.00285879,0,0,0.00692472,0,0.0156501,0.00413008,0.0426449,0.00872338,0.0205734,0.0177211,0.00659837,0.0151892,0.00430386,0.0194096,0.00465925,0.00422161,0.00971099,0.0206221,0.00938119,0.0103531,0.00482973,0.00654129,0.00412279,0.00164726,0.0103107,0.00320988,0,0,0,0,0,0,0
658,0.0047935,0.00777186,0,0,0,0,0,0,0.0118375,0.0182325,0.0158349,0.0129066,0,0,0.00277109,0,0.0186551,0.00393641,0.0523352,0.0314422,0.00736201,0.0430115,0.0067703,0.00440496,0.0180013,0.0305366,0.0173429,0.00699773,0.0213139,0.0231854,0.0118551,0.00573532,0.0174041,0.00391363,0.00816825,0.000704775,0.00375368,0.0186036,0.00752902,0.0140467,0.00231084,0,0,0.0071047,0,0.0157155,0.00396732,0.0427869,0.00863662,0.0208453,0.0179543,0.00697766,0.0152601,0.00448601,0.0192494,0.00477899,0.00430641,0.00976213,0.0205526,0.00944303,0.0103336,0.00468435,0.00673859,0.00414247,0.00173434,0.0107409,0.00361144,0,0,0,0,0,0,0
659,0.00517692,0.00768146,0,0,0,0,0,0,0.0114103,0.018159,0.0158024,0.0132801,0,0,0.00303769,0,0.0186925,0.00403486,0.0525064,0.0315353,0.00749202,0.0431647,0.00698202,0.00464302,0.018018,0.0304765,0.0173605,0.00688453,0.0213543,0.0228731,0.011774,0.00565599,0.0169716,0.00420911,0.00816174,0.000644097,0.00376138,0.0183941,0.00755716,0.0145573,0.00172698,0,0,0.00725381,0,0.0157571,0.00380116,0.0429251,0.00856147,0.0210483,0.0181434,0.00746959,0.0153542,0.00468102,0.0190888,0.00486586,0.00444585,0.00985649,0.0204573,0.00960961,0.0103114,0.00454966,0.00689151,0.00425614,0.00186216,0.011129,0.00403911,0,0,0,0,0,0,0
660,0.00572281,0.00745643,0,0,0,0,0,0,0.0110766,0.0180702,0.0157461,0.0134279,0,0,0.00329316,0,0.0186794,0.00415291,0.052735,0.0316628,0.00766745,0.0433553,0.00735353,0.00480185,0.0180317,0.0302189,0.0173081,0.00674867,0.0214483,0.0225717,0.0117249,0.005541,0.016769,0.00449215,0.00816977,0.000563158,0.00387956,0.018168,0.00759963,0.0152664,0.00115665,0,0,0.00740482,0,0.0158191,0.00353879,0.043025,0.00859078,0.0211891,0.0182778,0.00821099,0.0154033,0.00487955,0.0188945,0.00500602,0.0046077,0.0099642,0.0203175,0.00981101,0.0103169,0.00457421,0.00717544,0.00442552,0.00203598,0.0113605,0.00455508,0,0,0,0,0,0,0
661,0.00656261,0.00712487,0,0,0,0,0,0,0.0107945,0.0179554,0.0157215,0.0133107,0,0,0.00353563,0,0.0187222,0.00422245,0.0529215,0.031781,0.0079164,0.0435329,0.00795425,0.00484813,0.0180244,0.0300533,0.0171966,0.00658176,0.0214779,0.0225887,0.0117343,0.00541316,0.0166181,0.00472733,0.0081901,0.00054381,0.0040234,0.0178951,0.0077408,0.0154246,0.0012982,0,0,0.00756971,0,0.0158873,0.00324033,0.0431631,0.00874358,0.0214407,0.0184716,0.00918943,0.0154617,0.00500727,0.018626,0.0051955,0.00478003,0.0101808,0.0202231,0.0100515,0.0104044,0.00462903,0.0075684,0.00457008,0.00221359,0.011428,0.00527203,0,0,0,0,0,0,0
662,0.00757211,0.00687353,0,0,0,0,0,0,0.0105924,0.0177635,0.0157138,0.0131874,0,0,0.00368303,0,0.0188641,0.00418784,0.0530512,0.0318492,0.00820657,0.0438414,0.00880443,0.00490367,0.0180126,0.0300187,0.0170687,0.00641403,0.0215372,0.0227886,0.0117816,0.00531977,0.0164953,0.00486387,0.00824802,0.000529472,0.00426165,0.0176078,0.00802761,0.0151278,0.00207673,0,0,0.00765514,0,0.0159387,0.00305397,0.0433185,0.00897745,0.0217402,0.0187558,0.0101353,0.0155157,0.00524989,0.0184732,0.00541603,0.0050448,0.0105474,0.0202624,0.0103719,0.01065,0.00469481,0.0077833,0.00450488,0.00231478,0.0115704,0.00617431,0,0,0,0,0,0,0
663,0.0084822,0.00676002,0,0,0,0,0,0,0.0104819,0.0175621,0.0156607,0.0131947,0,0,0.00386801,0,0.0189881,0.00418223,0.0532359,0.0319029,0.00862084,0.0442026,0.00955863,0.00501405,0.0180626,0.0300363,0.0169694,0.00630925,0.0216057,0.0229781,0.0119166,0.0052221,0.0164614,0.00503682,0.00829725,0.000560276,0.00449415,0.0173694,0.0082924,0.0148866,0.00295944,0,0,0.00770717,0,0.0159826,0.00294597,0.0435378,0.00908393,0.0220288,0.0190578,0.0109089,0.0156206,0.0057161,0.0184156,0.00566238,0.00540888,0.0108802,0.0203039,0.0106606,0.0109685,0.00484676,0.00786914,0.00438413,0.00239284,0.0118819,0.00708537,0,0,0,0,0,0,0
664,0.00927545,0.00683058,0,0,0,0,0,0,0.0103806,0.0174121,0.0156344,0.0131153,0,0,0.00410811,0,0.0190245,0.00423979,0.0534856,0.0319697,0.00909462,0.044447,0.0101081,0.00513273,0.0181353,0.0300667,0.0168826,0.00634084,0.0217096,0.023212,0.0120333,0.0051216,0.0166006,0.0052008,0.00829073,0.000634533,0.0043594,0.0171955,0.00813947,0.0150381,0.0038134,0,0,0.00778261,0,0.0160429,0.00283257,0.0438089,0.0088801,0.0224079,0.0192002,0.0114843,0.0157426,0.00630652,0.0182613,0.00596324,0.00563749,0.0108839,0.0202707,0.010628,0.010992,0.00474348,0.00807406,0.00426183,0.00244962,0.012453,0.00787976,0,0,0,0,0,0,0
665,0.00993001,0.00727153,0,0,0,0,0,0,0.0105808,0.017418,0.0156673,0.0139943,0,0,0.00458581,0,0.0189318,0.00453496,0.0537636,0.0322587,0.00935624,0.0447539,0.0101221,0.0054827,0.0180984,0.030192,0.0168728,0.00664586,0.0220273,0.0235668,0.0120867,0.00505332,0.0170497,0.00557976,0.008193,0.000705868,0.0041799,0.0170668,0.00790968,0,0.00450005,0,0,0.00787294,0,0.0161117,0.00277005,0.0437486,0.00860478,0.0230704,0.0193083,0.0115647,0.015879,0.00643593,0.0179342,0.00638403,0.00559249,0.0107989,0.0203238,0.0105068,0.0108877,0.0046175,0.00843231,0.00423314,0.00251076,0.0135428,0.0085191,0,0,0,0,0,0,0
666,0.0102937,0.00787952,0,0,0,0,0,0,0.0103416,0.0174782,0.0156618,0.0147719,0,0,0.00517228,0,0.0188182,0.00494612,0.0539572,0.0323766,0.00939161,0.0448395,0.0100659,0.00601099,0.0181437,0.0300284,0.0168963,0.00666002,0.0221413,0.0235696,0.0120624,0.00501047,0.0169932,0.00607875,0.00806777,0.0007532,0.00404014,0.0170066,0.00794636,0,0.00484042,0,0,0.00801525,0,0.0161386,0.00279858,0.0439482,0.00850931,0.0235443,0.0195116,0.0117244,0.0159707,0.00640274,0.0178454,0.0065835,0.00536411,0.0109132,0.020418,0.0106257,0.0109703,0.00448263,0.00857364,0.00437868,0.00257352,0.0147574,0.00883721,0,0,0,0,0,0,0
667,0.0106169,0.00846027,0,0,0,0,0,0,0.0100374,0.0174858,0.0155994,0.0150328,0,0,0.00564813,0,0.0187636,0.00525926,0.0541082,0.0323804,0.00944732,0.0448874,0.0101576,0.00651689,0.0181285,0.0297616,0.0168701,0.00658369,0.0220411,0.023432,0.0119988,0.00500906,0.0167597,0.0064955,0.00794867,0.000783934,0.00386208,0.0169338,0.0080112,0,0.00530531,0,0,0.0080602,0,0.0161458,0.00269762,0.044155,0.00846512,0.0239752,0.0196555,0.0119721,0.0159192,0.00649126,0.0178038,0.00663886,0.00537215,0.0110739,0.0205655,0.0108126,0.0110919,0.0043557,0.00854407,0.00466909,0.0027047,0.0158475,0.00914652,0,0,0,0,0,0,0
668,0.0106871,0.00923562,0,0,0,0,0,0,0.00983204,0.0173541,0.0154975,0.0150188,0,0,0.00521991,0,0.0188869,0.00501586,0.0542292,0.0323756,0.00947152,0.0449727,0.010082,0.00627143,0.018128,0.0299861,0.0168224,0.0065787,0.0219497,0.0232653,0.0118942,0.00502448,0.0164513,0.00617335,0.00791994,0.000852351,0.00350055,0.0168352,0.00778677,0,0.00547611,0,0,0.00798686,0,0.0161071,0.00257619,0.04441,0.00834271,0.0243254,0.0196029,0.0120228,0.0157542,0.00669266,0.0176734,0.00673158,0.00536131,0.0108867,0.0202833,0.0106926,0.0108524,0.00399438,0.00831112,0.00482038,0.00285828,0.0170489,0.00924838,0,0,0,0,0,0,0
669,0.0107763,0.00991132,0,0,0,0,0,0,0.00952251,0.0172188,0.0154471,0.0151037,0,0,0.00490642,0,0.0190673,0.00486063,0.0543895,0.0324169,0.00943745,0.0449692,0.0100204,0.00610498,0.0180603,0.0300741,0.0168564,0.00649342,0.0218796,0.0231621,0.0118366,0.00505272,0.0161552,0.00600797,0.00797171,0.000883867,0.00374245,0.0167173,0.00741011,0,0.00564571,0,0,0.00788813,0,0.0160671,0.00245749,0.0446753,0.0081268,0.0246542,0.0194789,0.0121449,0.0155634,0.00710645,0.0174745,0.00711632,0.00528614,0.0103781,0.0192248,0.0103329,0.010298,0.0043392,0.008188,0.00490006,0.00294225,0.0180633,0.00936526,0,0,0,0,0,0,0
670,0.0104851,0.0106365,0,0,0,0,0,0,0.00942514,0.0171774,0.0154256,0.0153512,0,0,0.00464874,0,0.0191933,0.00472987,0.0550641,0.0324625,0.00863715,0.0450239,0.00937359,0.00641346,0.0177668,0.0298449,0.0170138,0.00625487,0.0219832,0.0232877,0.0119654,0.00493012,0.0162522,0.0060517,0.00805396,0.000923665,0.0254706,0.0166086,0.018933,0.017077,0.00544533,0,0,0.00763686,0,0.0160189,0.00237173,0.0462976,0.0191324,0.0245596,0.0222446,0.0117489,0.0156729,0.0108993,0.0172199,0.0155354,0.0101559,0.00780086,0,0.0122944,0.0081248,0.0251602,0.00849645,0.00490809,0.0029745,0.0188812,0.00911706,0,0,0,0,0,0,0
671,0.0110585,0.0108256,0,0,0,0,0,0,0.00943421,0.0171134,0.0154269,0.0163018,0,0,0.00431741,0,0.019369,0.00441936,0.0552426,0.0327029,0.00880787,0.0451544,0.00945103,0.00631978,0.0175816,0.0297868,0.0171812,0.00624798,0.0221197,0.0234369,0.0119392,0.00494411,0.0165927,0.00569314,0.00812476,0.0010021,0.0255932,0.016406,0.0190854,0,0.00610586,0,0,0.0073987,0,0.0160665,0.00213879,0.046065,0.0194892,0.0251224,0.0222841,0.0120509,0.0155334,0.0110548,0.0170393,0.0158278,0.0102842,0.00764435,0,0.012123,0.00801336,0.0251717,0.00881366,0.00496416,0.00315704,0.0193031,0.0097144,0,0,0,0,0,0,0
672,0.0113177,0.0112644,0,0,0,0,0,0,0.00889008,0.0169594,0.0155309,0.0161508,0,0,0.00378044,0,0.0195789,0.00402059,0.0547417,0.0328694,0.00948003,0.0452985,0.0100841,0.00603062,0.0178591,0.0298206,0.0173972,0.006093,0.0220201,0.0231433,0.0117838,0.00503012,0.0160827,0.00521405,0.00823973,0.00115659,0.00358954,0.0163812,0.00731306,0,0.00624079,0,0,0.00721018,0,0.0160456,0.00205905,0.0450572,0.00768225,0.0256141,0.0195827,0.0128358,0.0154016,0.00755283,0.0173287,0.00755276,0.00534417,0.0107033,0.0191134,0.0106767,0.0105202,0.00436468,0.00888159,0.00518912,0.00321997,0.0199833,0.0100564,0,0,0,0,0,0,0
673,0.0116508,0.011542,0,0,0,0,0,0,0.00865669,0.0167619,0.0155343,0.016027,0,0,0.00359696,0,0.0197494,0.00395983,0.0547013,0.0329515,0.00959359,0.04592,0.0104549,0.00603208,0.0177942,0.029631,0.0173489,0.00592822,0.0220453,0.023069,0.0117316,0.00505771,0.0159023,0.00515748,0.00831929,0.00121308,0.00261609,0.0162726,0.00832132,0,0.00660525,0,0,0.00701199,0,0.0160736,0.00189892,0.0450941,0.00890179,0.0258429,0.0197693,0.0133614,0.0154378,0.00735893,0.0175044,0.00710714,0.0053658,0.0121723,0.021089,0.0120786,0.0121158,0.00348253,0.0090722,0.00517124,0.00332004,0.0203965,0.0104419,0,0,0,0,0,0,0
674,0.0119619,0.0117013,0,0,0,0,0,0,0.00893508,0.0166131,0.015526,0.0162128,0,0,0.00359605,0,0.0197723,0.00395766,0.0554699,0.0331228,0.00893522,0.0464969,0.0103727,0.0065132,0.0173669,0.0293218,0.0171819,0.00578658,0.0223291,0.023493,0.011933,0.00495175,0.0164785,0.00536216,0.00831611,0.00123465,0.0259155,0.0161213,0.0190163,0,0.00712269,0,0,0.00673327,0,0.0161594,0.00166834,0.0463903,0.0194636,0.0259614,0.0223808,0.0133955,0.0156332,0.0110086,0.0168622,0.0163773,0.010722,0.00736791,0,0.0120837,0.00759828,0.0252271,0.00940757,0.00506488,0.00341909,0.0206789,0.0107708,0,0,0,0,0,0,0
675,0.0122413,0.0119076,0,0,0,0,0,0,0.00836156,0.0164191,0.0154519,0.0159682,0,0,0.00334423,0,0.0199751,0.00384143,0.054844,0.0329182,0.00976773,0.0463348,0.0113798,0.00641241,0.0177464,0.0294268,0.0173799,0.0057008,0.0219958,0.0232246,0.0117604,0.00508508,0.0157703,0.00522746,0.00840734,0.00127047,0.00291437,0.0161666,0.00900828,0,0.00729292,0,0,0.00665288,0,0.0161784,0.00166811,0.0453639,0.00932445,0.0262117,0.0198848,0.0144723,0.0154819,0.00756268,0.017467,0.00722532,0.00541663,0.0129206,0.0217225,0.0127765,0.0128974,0.0042119,0.00928144,0.00503237,0.00344081,0.0212649,0.0110218,0,0,0,0,0,0,0
676,0.0124676,0.0118859,0,0,0,0,0,0,0.00817783,0.0162502,0.0152957,0.015939,0,0,0.00332855,0,0.0201901,0.00384212,0.0549966,0.032746,0.00991544,0.0462254,0.0120763,0.00656888,0.0177941,0.0293833,0.0174069,0.0056886,0.0218604,0.0231963,0.0117779,0.0051095,0.0156996,0.005313,0.00852051,0.00127782,0.00274374,0.0161747,0.00910508,0,0.00766335,0,0,0.00655351,0,0.0162757,0.00156087,0.0455966,0.00946752,0.0263938,0.0205435,0.0152176,0.0154904,0.00778754,0.0174937,0.0073525,0.00538305,0.0129937,0.0214946,0.0128396,0.0129489,0.00393877,0.00935354,0.00511507,0.00357992,0.0215244,0.0112472,0,0,0,0,0,0,0
677,0.0126108,0.0117138,0,0,0,0,0,0,0.00808625,0.0161449,0.0150999,0.0154585,0,0,0.00334933,0,0.020225,0.00375991,0.0551168,0.0324789,0.01013,0.046084,0.0129818,0.00676204,0.0179052,0.0293884,0.0173929,0.0056574,0.021693,0.0230646,0.0117642,0.00514003,0.0155374,0.00543635,0.00853121,0.00133501,0.00305559,0.0160577,0.00938485,0,0.00801853,0,0,0.00641167,0,0.0163208,0.00138168,0.0460666,0.00979301,0.0262228,0.0215834,0.015954,0.0154643,0.0077883,0.0176694,0.0074767,0.00540073,0.0131804,0.0212585,0.0131068,0.0131531,0.00388373,0.00953212,0.00529267,0.00368009,0.0215242,0.011372,0,0,0,0,0,0,0
678,0.0128343,0.0108725,0,0,0,0,0,0,0.00844819,0.0160443,0.0149567,0,0,0,0.00348688,0,0.0203072,0.00380865,0.0557985,0.0324221,0.00997209,0.0462592,0.0139372,0.00706212,0.017708,0.0289062,0.0173769,0.00523235,0.0217268,0.0231629,0.0118649,0.00500798,0.0156981,0.00560319,0.00858975,0.00136461,0.0257136,0.0157986,0.0182966,0,0.0087329,0,0,0.00633285,0,0.0164359,0.00119976,0.0485187,0.0183083,0.0246473,0.0201634,0.0164387,0.0155377,0.0126147,0.0177124,0.0175236,0.0122076,0.00766027,0,0.0122255,0.00733685,0.0249703,0.0100503,0.00557506,0.00389462,0.0204482,0.0115863,0,0,0,0,0,0,0
679,0.0123641,0.0106263,0,0,0,0,0,0,0.00787018,0.0160378,0.0147038,0.012731,0,0,0.00367694,0,0.0203341,0.0039257,0.0559072,0.0318557,0.0100763,0.0458336,0.0149754,0.00762595,0.0178935,0.0284336,0.0172692,0.00483003,0.0212096,0.0226647,0.011775,0.0049274,0.0147939,0.00587279,0.00858495,0.00138797,0.0248029,0.0157337,0.0176709,0,0.00850413,0,0,0.00618192,0,0.0164669,0.00111508,0.0505061,0.0174009,0.0216884,0,0.0165181,0.0158693,0.0135498,0.0178557,0.017465,0.0129663,0.00875932,0,0.0129245,0.00820786,0.024341,0.0103298,0.00565517,0.00393752,0.0196868,0.0112684,0,0,0,0,0,0,0
680,0.0125519,0.00923199,0,0,0,0,0,0,0.00673105,0.0160418,0.0143944,0.0103617,0,0,0.00388751,0,0.020291,0.00412166,0.0558911,0.0309391,0.0108237,0.0451061,0.017877,0.00780512,0.0183801,0.0279985,0.0172247,0.00425972,0.020519,0.0218574,0.0116725,0.00481216,0.0134112,0.0060109,0.00854467,0.0014266,0.0238531,0.0156261,0.0171063,0,0.00913853,0,0,0.00739492,0,0.0165474,0.00110148,0.0539579,0.0163156,0.0174519,0,0.0177913,0.0173553,0.0145529,0.0189956,0.017931,0.0142537,0.0101835,0,0.013765,0.00943694,0.0235348,0.0112628,0.00544154,0.00392613,0.0174352,0.0115759,0,0,0,0,0,0,0
681,0.00908559,0.00947062,0,0,0,0,0,0,0.00639271,0.0166025,0.0141208,0.00975492,0,0,0.00567171,0,0.0196537,0.00511177,0.0542699,0.0302566,0.0112142,0.0449947,0.0178703,0.0105979,0.0204018,0.0288022,0.0186978,0.00341363,0.0199264,0.0208425,0.0111827,0.00494329,0.0108749,0.00818765,0.00818102,0.00117745,0.020874,0.0158043,0.0157016,0,0.00617502,0,0,0.00753972,0,0.0164045,0.00105905,0.062492,0.015295,0.00641997,0.131481,0.0138275,0.0194005,0.0217132,0.0203238,0.0227048,0.0210764,0.00946436,0,0.0118256,0.00923011,0.0197045,0.0117318,0.00548398,0.00380945,0.0152648,0.00868798,0,0,0,0,0,0,0
682,0.0134204,0.00916999,0,0,0,0,0,0,0.00658275,0.0161724,0.0143588,0.010438,0,0,0.00511189,0,0.0199603,0.00480478,0.0559694,0.0309838,0.0109179,0.045062,0.0185333,0.00828589,0.0187098,0.0283072,0.0177053,0.00422578,0.0204693,0.0220923,0.01165,0.00492025,0.0130443,0.00700424,0.00837933,0.00131866,0.0236695,0.0155279,0.0169849,0,0.00988975,0,0,0.00771857,0,0.0166746,0.00118688,0.0542851,0.0162848,0.0174697,0,0.0185476,0.0177984,0.0146258,0.0192191,0.0180776,0.0143546,0.0100472,0,0.0137181,0.00922525,0.0232806,0.0117732,0.00574465,0.00411061,0.0167589,0.0119856,0,0,0,0,0,0,0
683,0.0146181,0.00961595,0,0,0,0,0,0,0.00697261,0.0161635,0.0145929,0.0121694,0,0,0.00549622,0,0.0199905,0.00501189,0.0563033,0.0317107,0.0104745,0.0457257,0.0176326,0.00829445,0.018334,0.0284656,0.0176628,0.00466639,0.0209586,0.0229196,0.0117508,0.00505919,0.0140727,0.00725388,0.00842697,0.00129749,0.0245624,0.0155359,0.0173892,0,0.0109592,0,0,0.00756065,0,0.0167102,0.00118976,0.0514776,0.0171477,0.0213587,0,0.0191922,0.0176029,0.0136511,0.018399,0.0178584,0.0132523,0.00880839,0,0.01304,0.00799996,0.0240068,0.0120298,0.00582758,0.00413892,0.017614,0.0130655,0,0,0,0,0,0,0
684,0.0154895,0.00937388,0,0,0,0,0,0,0.00685628,0.0161306,0.0146694,0.012672,0,0,0.0055251,0,0.0200505,0.00501917,0.0564336,0.0318986,0.0104634,0.0463415,0.0179724,0.00808393,0.018433,0.0284666,0.0177489,0.00479029,0.0210747,0.0229823,0.0117561,0.00515961,0.0143147,0.00719887,0.0084712,0.00130715,0.0248899,0.0153811,0.0174978,0,0.0118868,0,0,0.0075296,0,0.0167674,0.001325,0.0505198,0.0172529,0.0227001,0,0.0199932,0.0175152,0.0134188,0.017966,0.0178684,0.01298,0.00849823,0,0.0129072,0.00769973,0.0242589,0.012299,0.00571305,0.00423985,0.0176267,0.0138824,0,0,0,0,0,0,0
