Timestep,,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,x77,LANK,C7
1087,0,0.0231578,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355187,0.0363287,0.00454717,0,0,0.0776786,0,0.0277991,0.0402919,0.0553894,0.0263386,0.0414377,0.0139165,0.0135338,0.0486597,0.00570831,0.0107101,0.0173583,0.0386367,0.0105526,0.0120429,0.00902424,0.0142062,0.0403315,0,0.0400421,0.0312068,0.0250146,0.0165765,0.0110336,0.00683161,0.0211554,0,0,0.0207062,0,0.0172265,0.0220563,0.0610799,0.0101525,0.0127681,0.0162417,0.0168473,0.0313701,0.00873176,0.0573093,0.0131143,0.012631,0.00839385,0.0256878,0.00501383,0.00963134,0.0277553,0.0125138,0,0.0313054,0.0197595,0.00725533,0,0,0,0,0.0210183,0
1088,0,0.023422,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355927,0.0362837,0.00474641,0,0,0.0774003,0,0.0277422,0.040162,0.0553955,0.0263447,0.0413653,0.013928,0.0135401,0.0485313,0.00567394,0.0107289,0.0173853,0.0386348,0.0105537,0.0120754,0.00904069,0.0141284,0.0404325,0,0.03995,0.0310688,0.0249447,0.0166445,0.0110106,0.0070217,0.0213999,0,0,0.0202828,0,0.0171167,0.0199611,0.0611194,0.0100973,0.0128102,0.0162157,0.0167688,0.0319421,0.0087264,0.0572562,0.0131623,0.0126433,0.00846501,0.0256845,0.00505079,0.00963939,0.0278403,0.0139869,0,0.0303567,0.0199111,0.0071974,0,0,0,0,0.0210627,0
1089,0,0.0237027,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354791,0.0362292,0.00514549,0,0,0.0771078,0,0.0277331,0.0400165,0.0553429,0.0264414,0.0413026,0.0138717,0.013567,0.0484538,0.00573361,0.0107537,0.0173212,0.0386665,0.01066,0.0121346,0.00905278,0.0140707,0.0402867,0,0.0398163,0.0308815,0.0248523,0.0167173,0.0111295,0.00706371,0.0217458,0,0,0.020485,0,0.0169757,0.0180837,0.0611396,0.0102426,0.0128146,0.0162203,0.0167583,0.0324913,0.00873066,0.0572274,0.0132318,0.0127469,0.00838362,0.0255784,0.00507454,0.00950967,0.0277436,0.0155022,0,0.0294137,0.0200885,0.00715321,0,0,0,0,0.0210905,0
1090,0,0.0244117,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272796,0.03601,0.00587429,0,0,0.0772306,0,0.0275885,0.0402039,0.0556602,0.0237861,0.0408121,0.0149796,0.0138266,0.048757,0.00822729,0.0122124,0.0174821,0.0386807,0.0131738,0.0122748,0.00802116,0.0115903,0.0304178,0,0.0393919,0.0309682,0.0244426,0.0171066,0.0113185,0.00764215,0.0223592,0,0,0.0205777,0,0.016251,0.0172982,0.0606868,0.0103029,0.0132668,0.0157723,0.0169329,0.0329229,0.00830878,0.0575144,0.0128142,0.0123633,0.00830099,0.0250447,0.00536821,0.00925212,0.0271375,0.0161947,0,0.0277813,0.0205526,0.00750768,0,0,0,0,0.0172464,0
1091,0,0.0241369,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351359,0.0359221,0.00455116,0,0,0.0766236,0,0.0275605,0.0397896,0.0553766,0.0264929,0.0412666,0.0138165,0.013547,0.0482449,0.00592734,0.0107893,0.0172268,0.0387657,0.0108076,0.0121679,0.00899709,0.0142034,0.0398989,0,0.0396367,0.0307637,0.0245434,0.0168151,0.011424,0.00713005,0.0224805,0,0,0.0219085,0,0.0164752,0.0156321,0.0610851,0.0107039,0.0129099,0.0162033,0.0169304,0.0332763,0.00880212,0.0572377,0.013254,0.0128952,0.00795821,0.0252109,0.00504924,0.00905303,0.0274184,0.0179049,0,0.0266269,0.0203476,0.00705809,0,0,0,0,0.0210416,0
1092,0,0.0243503,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356001,0.0358418,0.00428405,0,0,0.0762397,0,0.0275288,0.0396265,0.055439,0.0263017,0.0412789,0.0139169,0.0135751,0.0481396,0.00579653,0.0108257,0.0173271,0.0387629,0.0106711,0.0121363,0.00900838,0.0141496,0.0404695,0,0.0395122,0.0305855,0.0244156,0.0168169,0.0112781,0.00713852,0.0226111,0,0,0.0233447,0,0.0163181,0.0147485,0.0610802,0.0105105,0.0129886,0.0161818,0.0171472,0.033737,0.00874873,0.0571847,0.0131879,0.0128366,0.0080128,0.0252734,0.00504757,0.00913984,0.0271869,0.019371,0,0.0260056,0.0204603,0.0070808,0,0,0,0,0.0211088,0
1093,0,0.0245173,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356738,0.0357619,0.00431966,0,0,0.0757994,0,0.0275278,0.039467,0.0554378,0.0262471,0.0412587,0.0139562,0.0135756,0.0479595,0.00580765,0.0108505,0.0173871,0.0387037,0.0106185,0.0120749,0.00901194,0.0140983,0.040534,0,0.0393699,0.030279,0.0243514,0.0168345,0.0113088,0.00701081,0.0228129,0,0,0.024869,0,0.0161461,0.0143023,0.061068,0.0105531,0.0130395,0.0162029,0.0172183,0.0340876,0.0087227,0.0571425,0.0131531,0.0128356,0.00800474,0.0250118,0.00498733,0.00908106,0.0271011,0.0206682,0,0.0253465,0.0205383,0.00714928,0,0,0,0,0.0211228,0
1094,0,0.0241243,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359383,0.0356652,0.00494828,0,0,0.0758283,0,0.0275658,0.0396891,0.055336,0.0261727,0.0411852,0.0134342,0.0134909,0.0482776,0.00583142,0.0105118,0.0168816,0.0384715,0.0108512,0.0124471,0.00937789,0.0139496,0.0407542,0,0.0390283,0.0303945,0.0242118,0.0171414,0.011794,0.00753407,0.0217984,0,0,0.0206987,0,0.0162846,0.016082,0.0607681,0.0109848,0.0132093,0.0158586,0.0171036,0.0322938,0.00839874,0.0573273,0.0127874,0.0123671,0.00788398,0.0241681,0.00509117,0.00865385,0.0269793,0.0156815,0.0485114,0.0278687,0.0202844,0.00763186,0,0,0,0,0.0213588,0
1095,0,0.0248292,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355142,0.0354669,0.00426766,0,0,0.0746308,0,0.0274156,0.0389677,0.0552705,0.0261755,0.0413236,0.013979,0.013655,0.0475417,0.00596219,0.0109397,0.0173895,0.0387092,0.0105612,0.0120074,0.00906954,0.0141926,0.0403315,0,0.0390258,0.0298072,0.0239393,0.0169848,0.0121984,0.00711259,0.0232194,0,0,0.0278878,0,0.0158312,0.0142763,0.0609473,0.0118671,0.0130082,0.0161805,0.0172936,0.0344939,0.00879991,0.057214,0.0132669,0.0125875,0.00758084,0.0246869,0.00496906,0.00818896,0.0267226,0.0224441,0,0.0238358,0.0208037,0.00724957,0,0,0,0,0.0211099,0
1096,0,0.0244789,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359186,0.0348381,0.00485369,0,0,0.0727191,0,0.0276043,0.0381655,0.0552162,0.0261804,0.0412896,0.0134291,0.0135855,0.0471162,0.00583842,0.0105707,0.0168805,0.0385342,0.0107721,0.0124434,0.00944322,0.0140205,0.0407372,0.0609013,0.0379471,0.0291664,0.0236436,0.0173346,0.011738,0.00764359,0.0220123,0,0,0.0240782,0,0.0158323,0.0138735,0.0606979,0.0110467,0.0131562,0.0157568,0.0171939,0.0334964,0.0084375,0.0573243,0.01284,0.0122384,0.00810067,0.0247712,0.00504362,0.00869567,0.0262087,0.0187317,0.043904,0.0252468,0.020594,0.00776296,0,0,0,0,0.0214404,0
1097,0,0.0245158,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359721,0.0345649,0.00483502,0,0,0.0717235,0,0.0275183,0.0377344,0.0552741,0.0261676,0.0412881,0.0134211,0.0135488,0.0468871,0.00584704,0.0105469,0.0169668,0.0385551,0.0107011,0.0123918,0.00942549,0.0139953,0.0408005,0.0603099,0.0376002,0.0287635,0.0235814,0.0174732,0.0113988,0.00770255,0.0218692,0,0,0.0254573,0,0.0157299,0.0136569,0.0607608,0.0106032,0.0131821,0.0157655,0.0170791,0.0336078,0.00842244,0.0572313,0.0127519,0.0123494,0.00823344,0.0249406,0.00500245,0.00898703,0.0260821,0.0195365,0.0414468,0.0243686,0.0206127,0.00781538,0,0,0,0,0.0215031,0
1098,0,0.0245607,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360403,0.0343025,0.00482492,0,0,0.0706627,0,0.0273573,0.0372124,0.0553761,0.02621,0.0413511,0.0133779,0.0135358,0.0466362,0.00587484,0.0105037,0.0170838,0.0385498,0.0106644,0.0123573,0.00934117,0.0139318,0.0408831,0.0595055,0.0372674,0.0282701,0.0235255,0.0175854,0.0114702,0.00772421,0.0215179,0,0,0.027012,0,0.0156059,0.0138148,0.0607686,0.010704,0.0131262,0.0158204,0.0170469,0.0337588,0.00844601,0.0572045,0.0126537,0.0124383,0.00805777,0.0247494,0.00501739,0.0088578,0.0260478,0.020297,0.0392807,0.0233769,0.0206336,0.00780688,0,0,0,0,0.0215147,0
1099,0,0.0286611,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363101,0.0228146,0.00337245,0,0,0.0595837,0,0,0.0169968,0.0551217,0.0256074,0.0415086,0.0135328,0.0141751,0.0521611,0.00602868,0.0108129,0.0174222,0.0391099,0.01127,0.0129146,0.00990052,0.013624,0.0411229,0.0529934,0.0476135,0.0071147,0.02381,0.0186127,0.0118536,0.00637675,0.0231524,0,0,0.0302938,0,0.0144263,0.0148324,0.0609428,0.0109865,0.0125322,0.0159759,0.0178789,0.0356004,0.00887933,0.0571369,0.0128526,0.0127703,0.00804945,0.0246047,0.00525321,0.00873026,0.0263138,0.0214662,0.0369001,0.0217025,0.0230694,0.0107966,0,0,0,0,0.0216336,0
1100,0,0.0248287,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387304,0.0336484,0.00447185,0,0,0.0664607,0,0.0265702,0.035177,0.055532,0.0247869,0.0418942,0.0135502,0.0134097,0.0446822,0.0055411,0.0104208,0.0171444,0.0381985,0.0102223,0.0122887,0.00932986,0.0138356,0.043768,0.0560961,0.0359632,0.0266309,0.0226176,0.0183319,0.0123299,0.00785043,0.0221918,0,0,0.0318901,0,0.0161371,0.0159556,0.0611069,0.0104972,0.0131288,0.0154569,0.0171314,0.0350515,0.00846348,0.0565947,0.0124676,0.0117634,0.00728781,0.0246899,0.00483435,0.00717778,0.0249976,0.0227039,0.0319081,0.0249045,0.0208685,0.00755591,0,0,0,0,0.0215015,0
1101,0,0.0246521,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367292,0.033345,0.00450131,0,0,0.0676326,0,0.0267033,0.035503,0.0553801,0.0261931,0.0417827,0.0132585,0.0133643,0.0455723,0.00583395,0.0103618,0.0167801,0.0382029,0.0105623,0.0124014,0.00928844,0.0137237,0.0418211,0.0568486,0.0362234,0.026322,0.0228511,0.0178714,0.0117718,0.00764184,0.0209766,0,0,0.0314393,0,0.0154066,0.0156702,0.0609493,0.0110687,0.0131114,0.0156742,0.0170321,0.0331836,0.00848913,0.0569219,0.0126447,0.0123445,0.00786993,0.0250005,0.00482094,0.00830296,0.0253079,0.0225699,0.0336517,0.0216313,0.0208426,0.0078951,0,0,0,0,0.0214681,0
1102,0,0.0245124,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370065,0.0330501,0.00444944,0,0,0.0666613,0,0.0265084,0.0349993,0.0554765,0.0260667,0.0419508,0.013264,0.0132036,0.045343,0.00578008,0.0103084,0.0167873,0.0381013,0.0104021,0.0123016,0.00921698,0.0136797,0.0421783,0.0560328,0.0358686,0.0256859,0.0227024,0.0179121,0.0117131,0.00759752,0.0208532,0,0,0.0326349,0,0.0153497,0.0163517,0.0610917,0.0108574,0.0131314,0.0156334,0.0169857,0.0327387,0.00849023,0.0567928,0.0125804,0.0123688,0.00783299,0.025158,0.00473964,0.00824675,0.0249588,0.023378,0.0323567,0.0212971,0.0207774,0.00786479,0,0,0,0,0.0215314,0
1103,0,0.0242505,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372593,0.0327307,0.0044632,0,0,0.0658285,0,0.0263362,0.0345498,0.0555908,0.0260777,0.0421097,0.0132395,0.0130574,0.0450627,0.00578068,0.0102169,0.0167865,0.0380672,0.0102583,0.0122175,0.00913235,0.0136022,0.0425255,0.055537,0.0355448,0.0250498,0.0225303,0.0178908,0.0117154,0.00761913,0.0206612,0,0,0.0332912,0,0.0152148,0.0165932,0.0612081,0.0108733,0.0131234,0.015615,0.0169834,0.0320498,0.00847289,0.0566824,0.0125818,0.0124076,0.00777386,0.0252758,0.00467867,0.0081418,0.024802,0.0240117,0.0320642,0.0207717,0.0206551,0.00775874,0,0,0,0,0.0215669,0
1104,0,0.0239577,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03764,0.0324229,0.00447403,0,0,0.0651464,0,0.0261463,0.0340321,0.05574,0.0260965,0.0422851,0.0132034,0.0128569,0.0446826,0.00584257,0.0100889,0.0167643,0.0380294,0.010124,0.0121642,0.00905864,0.0134779,0.0430169,0.0553141,0.0352015,0.0243792,0.0222593,0.017897,0.0116732,0.00767623,0.0202175,0,0,0.034043,0,0.0151206,0.0169311,0.0613613,0.0108286,0.0131273,0.0155699,0.0167905,0.0314207,0.00845463,0.0565188,0.0125451,0.0124106,0.00771476,0.0253838,0.00457401,0.00800556,0.0246493,0.025033,0.0315353,0.0203644,0.0204987,0.00755918,0,0,0,0,0.0216734,0
1105,0,0.0237185,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380423,0.0321109,0.00448019,0,0,0.0645626,0,0.0259658,0.033482,0.0559022,0.0261088,0.0424073,0.0131855,0.0126907,0.0443873,0.00600153,0.0100268,0.0167335,0.0379039,0.0100248,0.0121371,0.00899298,0.013384,0.0434822,0.0548022,0.0348869,0.0237457,0.0221886,0.0179016,0.01156,0.0076884,0.0197393,0,0,0.034684,0,0.0150666,0.0174278,0.0615328,0.0107007,0.0131573,0.0155265,0.0165806,0.0307235,0.00845615,0.0564161,0.0125028,0.0124322,0.00771048,0.0254214,0.00444074,0.0079729,0.0245679,0.0260449,0.0306878,0.0198817,0.0203543,0.00744464,0,0,0,0,0.0217706,0
1106,0,0.0231862,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386662,0.0322676,0.00473503,0,0,0.0644857,0,0.0255416,0.0334414,0.0564385,0.0259286,0.0420603,0.0128273,0.0118226,0.0454374,0.00579812,0.0092718,0.0163756,0.0370472,0.00964315,0.0119261,0.00869458,0.0129787,0.0442778,0.0551144,0.0345841,0.023842,0.0312213,0.0178825,0.015994,0.00921922,0.0195898,0,0,0.0352596,0,0.0149857,0.0179574,0.0627896,0.0133967,0.0152117,0.0156633,0.0143325,0.0304939,0.00779257,0.0565027,0.0127124,0.0131005,0.00418453,0,0.0053351,0.00540213,0.0340164,0.0268463,0.0297632,0.0193853,0.0192446,0.00840217,0,0,0,0,0.0217105,0
1107,0,0.0272827,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385499,0.0207187,0.00327389,0,0,0.0575475,0,0,0.0164518,0.0558133,0.0255289,0.0425993,0.0133002,0.0131697,0.0495999,0.00623341,0.0102486,0.0170045,0.0382593,0.0105461,0.0126133,0.00942214,0.0129951,0.0440884,0.0507282,0.043663,0.00654874,0.0228426,0.0187164,0.0118049,0.00646523,0.0204972,0,0,0.0378929,0,0.0140793,0.019496,0.0616805,0.0107366,0.0124642,0.0157161,0.0173932,0.0307449,0.00877525,0.0564091,0.0126945,0.0127834,0.0077421,0.0253425,0.00457971,0.00808526,0.0247985,0.0282366,0.0276565,0.018988,0.0223387,0.0104252,0,0,0,0,0.0219012,0
1108,0,0.023248,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381661,0.0313304,0.00439002,0,0,0.0637972,0,0.0258026,0.0325365,0.0561846,0.0264295,0.0426689,0.0130927,0.0124702,0.0436548,0.00634771,0.00991903,0.0165789,0.0376428,0.0100863,0.012136,0.00884764,0.0131571,0.0437363,0.0538831,0.0343363,0.022614,0.0223211,0.0178885,0.0117793,0.00762501,0.0184448,0,0,0.0373703,0,0.0150272,0.0190722,0.0615491,0.0106489,0.0129763,0.0155318,0.0167007,0.0280468,0.0083912,0.0563877,0.0124667,0.0125238,0.00760231,0.0256222,0.00427702,0.00787202,0.0244873,0.0286601,0.0267479,0.0190652,0.0200935,0.00740475,0,0,0,0,0.021857,0
1109,0,0.0269119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286841,0.0203202,0.00334031,0,0,0.0576167,0,0,0.0168337,0.0566153,0.0189953,0.0425404,0.0146402,0.0133359,0.0489908,0.00948165,0.011902,0.0170851,0.0379992,0.0159163,0.0149084,0.0111564,0.00794318,0.0323524,0.0501272,0.042861,0.00628147,0.0227403,0.0186144,0.0117491,0.00638793,0.0194512,0,0,0.0399421,0,0.0139636,0.0208014,0.0614378,0.0103136,0.0124443,0.0157117,0.0177001,0.0289814,0.00862864,0.0566804,0.0126775,0.0128364,0.0079007,0.0255659,0.00450707,0.00828691,0.0251887,0.0299287,0.0254721,0.0181553,0.0222233,0.0104926,0,0,0,0,0.0174913,0
1110,0,0.0224515,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393635,0.0315186,0.00455237,0,0,0.0639428,0,0.0254745,0.0328961,0.0568538,0.0261542,0.0424126,0.0130721,0.0117555,0.0444299,0.00602524,0.00923213,0.0165238,0.0369,0.00951167,0.0118897,0.00856734,0.0127829,0.0451923,0.0537968,0.0340538,0.0228474,0.0305902,0.0178147,0.0162843,0.00911736,0.0177996,0,0,0.0396086,0,0.0148411,0.020642,0.062938,0.0137427,0.0148465,0.0157977,0.014686,0.0270666,0.00788377,0.0563465,0.012817,0.0130842,0.00397611,0,0.00537541,0.00504783,0.033546,0.0301553,0.0247569,0.0181371,0.0188479,0.00847601,0,0,0,0,0.0219942,0
1111,0,0.0225563,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393947,0.0308699,0.00420396,0,0,0.0633862,0,0.0257012,0.0322129,0.0565599,0.0263802,0.042959,0.013363,0.0123162,0.0423197,0.00615164,0.00988784,0.01685,0.0374959,0.00979833,0.0120863,0.0088388,0.0130714,0.0452047,0.0525194,0.0337692,0.0219564,0.0226341,0.0178051,0.011439,0.00726832,0.0172945,0,0,0.0409779,0,0.0147708,0.0215868,0.0617895,0.0101373,0.012561,0.0155238,0.0167994,0.0258714,0.00842936,0.0562108,0.0125038,0.0127289,0.00771078,0.0259528,0.0040949,0.00806625,0.024982,0.0310079,0.0242763,0.0175351,0.0197467,0.00735162,0,0,0,0,0.0221894,0
1112,0,0.0240503,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398047,0.0192566,0.00317408,0,0,0.0550346,0,0.046374,0.0180446,0.0566503,0.0258704,0.0433381,0.0135252,0.0125832,0.0435735,0.00624774,0.0100668,0.0171435,0.037695,0.0101536,0.0123576,0.00918618,0.0127532,0.0455937,0.0476944,0.0452982,0.0126787,0.0224151,0.0185327,0.0116158,0.00638759,0.0189014,0,0,0.0436255,0,0.0137487,0.0234949,0.0621829,0.0103151,0.0121596,0.0155003,0.0172377,0.0274983,0.00870024,0.0558577,0.0125229,0.012797,0.0075611,0.0260339,0.00407,0.00781803,0.0248804,0.0315883,0.0238418,0.0170492,0.0205781,0.00766739,0,0,0,0,0.0223109,0
1113,0,0.0232438,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403879,0.0194226,0.00359317,0,0,0.0551692,0,0.0461266,0.0182969,0.0570949,0.0258439,0.0430001,0.0133211,0.0120008,0.0445582,0.00593143,0.00943052,0.0169442,0.0370317,0.00985706,0.0121165,0.0088485,0.0125228,0.0463178,0.0483661,0.0448555,0.0129162,0.0314684,0.0185598,0.016085,0.00839495,0.018475,0,0,0.0449247,0,0.013741,0.0245584,0.0633593,0.0132938,0.0144295,0.015974,0.0152138,0.0267838,0.00834766,0.0560748,0.0130837,0.0138122,0.00402438,0,0.00529625,0.00538923,0.0346491,0.0324522,0.0231018,0.0170294,0.0193766,0.00902672,0,0,0,0,0.0223149,0
1114,0,0.0232224,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401697,0.0187226,0.00334655,0,0,0.055504,0,0.0444123,0.0188815,0.0569522,0.025867,0.0438103,0.0135769,0.0123614,0.0423203,0.00627871,0.0098716,0.0173011,0.0374299,0.0101486,0.0122262,0.00905485,0.0127013,0.0458942,0.0474306,0.043326,0.0122293,0.0219538,0.0185087,0.0118777,0.00650535,0.0177489,0,0,0.0463944,0,0.013727,0.025414,0.0623178,0.0111247,0.0121763,0.0153445,0.0172177,0.0256659,0.00865612,0.0557197,0.0123618,0.0127365,0.00705333,0.0259139,0.00395011,0.00712023,0.024077,0.0333642,0.0230001,0.0169462,0.0201601,0.00767982,0,0,0,0,0.022417,0
1115,0,0.0228444,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403564,0.0183963,0.00329618,0,0,0.0554547,0,0.0433406,0.0191775,0.0570771,0.025913,0.0439716,0.0135978,0.0122321,0.0416324,0.00629232,0.00961978,0.0173112,0.0373283,0.0101002,0.0121109,0.00900459,0.0126671,0.0460539,0.0469397,0.0425152,0.0123036,0.0223159,0.0184609,0.0117948,0.00643648,0.0169734,0,0,0.0487292,0,0.013738,0.0263247,0.0623463,0.0108527,0.0121312,0.0154119,0.0171456,0.0246249,0.00867006,0.0556715,0.0124233,0.0129018,0.00710096,0.0260146,0.00388337,0.00729598,0.0243891,0.0343592,0.0228623,0.0168736,0.0199626,0.00760119,0,0,0,0,0.022435,0
1116,0,0.0224597,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404918,0.0180991,0.00339796,0,0,0.0551325,0,0.041946,0.0194215,0.0572518,0.0259974,0.0440906,0.01366,0.0121094,0.0408104,0.00631773,0.00950397,0.0172872,0.0371939,0.0100039,0.011882,0.00897392,0.0126494,0.0462732,0.0463103,0.0414982,0.0123688,0.0217869,0.0183667,0.0118935,0.00650378,0.0162017,0,0,0.0509141,0,0.0137803,0.0272841,0.0625368,0.0110185,0.0120332,0.0153319,0.0170101,0.0235592,0.00864684,0.0553537,0.0122938,0.0126856,0.00686303,0.0261162,0.00371917,0.00701784,0.0239965,0.0354819,0.0228503,0.0167292,0.0197524,0.00750742,0,0,0,0,0.0223538,0
1117,0,0.0216451,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408556,0.0182676,0.00399968,0,0,0.0544256,0,0.0408089,0.0194368,0.0577156,0.0260685,0.043528,0.0135086,0.0115432,0.0414722,0.00604509,0.00885183,0.0170778,0.0364879,0.00964949,0.0116281,0.00868689,0.0124407,0.046975,0.0461408,0.0408995,0.0129334,0.0318531,0.0182641,0.0159912,0.00876463,0.0156547,0,0,0.0526712,0,0.0138026,0.028316,0.0638763,0.0128012,0.0141209,0.0160333,0.0151225,0.022454,0.00844097,0.0555778,0.0131282,0.0140566,0.00372615,0,0.00504456,0.00537767,0.0350049,0.0366999,0.0226551,0.0165775,0.0185173,0.00885382,0,0,0,0,0.0222427,0
1118,0,0.0216371,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040478,0.0174717,0.0036572,0,0,0.053976,0,0.038899,0.0197743,0.0575975,0.0261719,0.0442622,0.0137738,0.0118077,0.0391728,0.00637196,0.00937315,0.0173686,0.0368688,0.00986527,0.0117099,0.00882749,0.0125774,0.0465843,0.0446136,0.0391161,0.0125968,0.0230045,0.0181051,0.0115142,0.00667544,0.0148426,0,0,0.0544335,0,0.0138504,0.0292829,0.0628346,0.00998581,0.0116703,0.0154196,0.0170536,0.021163,0.00864138,0.0553243,0.0123524,0.0130762,0.00691522,0.0265505,0.00332466,0.00747518,0.0252059,0.0381039,0.0227064,0.0165561,0.019383,0.00742113,0,0,0,0,0.0224084,0
1119,0,0.0207889,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0410276,0.0175013,0.00446536,0,0,0.0527296,0,0.037898,0.0196534,0.0581297,0.0263141,0.0438993,0.0136916,0.0112912,0.0397621,0.00635957,0.00879076,0.0172433,0.0361737,0.00953215,0.0115414,0.00857395,0.0123886,0.0472407,0.0444071,0.0381165,0.0132415,0.0310036,0.0180389,0.0162842,0.00917971,0.0145118,0,0,0.0564383,0,0.0138902,0.030362,0.0642829,0.0135448,0.014199,0.0157052,0.0149753,0.0199862,0.00845617,0.0551401,0.0129456,0.0137563,0.00314986,0,0.00517667,0.00449817,0.0336373,0.0394842,0.022403,0.0162843,0.018161,0.0086911,0,0,0,0,0.0225887,0
1120,0,0.0208472,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407614,0.0166159,0.00425388,0,0,0.0520286,0,0.0360346,0.0201336,0.0579698,0.0263813,0.0447908,0.014033,0.0116457,0.037319,0.00689355,0.00934661,0.0176096,0.0365812,0.00967071,0.0115212,0.00872851,0.0125485,0.0467996,0.0425284,0.0359143,0.0129349,0.0213951,0.0179599,0.0121583,0.00708887,0.0137795,0,0,0.0584472,0,0.0140457,0.0313253,0.0632311,0.0111566,0.0118575,0.0149494,0.0167367,0.0189423,0.00850349,0.0547601,0.0121107,0.0122804,0.0061289,0.0265946,0.0031303,0.0060286,0.0232355,0.0409542,0.0223912,0.0162615,0.0191102,0.00726172,0,0,0,0,0.0226347,0
1121,0,0.0204898,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408171,0.0162335,0.00447053,0,0,0.0507502,0,0.0345055,0.0204984,0.0580974,0.0264896,0.0449946,0.0141559,0.0115004,0.0362605,0.00709975,0.00933682,0.0176475,0.0364367,0.00956628,0.0114226,0.0087239,0.0125413,0.0468338,0.0407884,0.0341668,0.0131443,0.0211751,0.0178675,0.0122988,0.00724206,0.0131339,0,0,0.060419,0,0.0142089,0.0323763,0.0633724,0.0112635,0.0119302,0.0148441,0.016633,0.018097,0.00848707,0.0545611,0.0120406,0.0122186,0.00593747,0.0267482,0.00302849,0.00578902,0.0230261,0.0424015,0.0225973,0.0161857,0.018989,0.0071597,0,0,0,0,0.0225911,0
1122,0,0.0178953,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036102,0.0169225,0.0132721,0,0,0.0480057,0,0.0328666,0.0203794,0,0.0281103,0.0540849,0.0185608,0.005677,0.0380076,0.0153014,0.0137056,0.0207529,0.0310812,0.0118056,0.0094437,0.00753557,0.0107748,0.0409846,0.0391959,0.0329056,0.014399,0.0186292,0.0178944,0.0116762,0.00707715,0.0151054,0,0,0.0621794,0,0.0141283,0.0337963,0.0634415,0.0108394,0.0106944,0.013387,0.0159639,0.0192466,0.00716527,0.0540585,0.0107063,0.0104034,0.00437116,0.0275924,0.00224929,0.00414643,0.0203972,0.0424024,0.0221337,0.0152899,0.0147324,0.00853097,0,0,0,0,0.0207193,0
