Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,LASI,LILC,LGTR,
1473,0,0.00892422,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327694,0.00806444,0.0165784,0,0,0.0399965,0,0.0351817,0.0222292,0.0210177,0.00982143,0.0110302,0.00972049,0,0.00230801,0.0117388,0.0310313,0.00603292,0.0089891,0.00600805,0.013843,0.0383813,0.0357984,0.00761756,0.013708,0.0170287,0.0157666,0.0128178,0.00847079,0.00599765,0,0,0.0158223,0,0.0287869,0.0129375,0.072424,0.0113567,0.0102984,0.0264316,0.0170497,0.0165531,0.0176344,0.0478031,0.0259056,0.0240031,0.0147476,0.027848,0.00703303,0.0123593,0.0149761,0.0144313,0.0398,0.0174514,0.0114041,0.00686848,0,0,0,0.0130065,0.0549394,0.0650954,0
1474,0,0.00888475,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327322,0.00809248,0.0164694,0,0,0.0398636,0,0.0351833,0.0221698,0.0209963,0.00980325,0.0110533,0.0096527,0,0.00229801,0.0117187,0.0311079,0.00606883,0.00899135,0.00597542,0.0138454,0.0383282,0.0356505,0.00767928,0.0136909,0.0170287,0.015749,0.0128207,0.00844055,0.00597108,0,0,0.0157173,0,0.0287816,0.0128782,0.0724176,0.0114319,0.0102582,0.0264544,0.0170988,0.0164797,0.0176427,0.04785,0.0259436,0.0240004,0.0147219,0.0278978,0.00698567,0.0123593,0.0149903,0.0143053,0.0397532,0.0173599,0.0113529,0.00686822,0,0,0,0.0130369,0.0549691,0.0651283,0
1475,0,0.00852765,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326681,0.00811904,0.0163615,0,0,0.0407064,0,0.0347347,0.0231346,0.02098,0.0097227,0.0110178,0.0104317,0,0.00232406,0.0116524,0.031188,0.00616355,0.00896321,0.00594786,0.0138123,0.0382795,0.0369346,0.00836587,0.0141534,0.0170119,0.0157399,0.0128312,0.00831997,0.0058183,0,0,0.0154329,0,0.0287099,0.0127504,0.0723573,0.0114146,0.0101902,0.0265072,0.0170682,0.0161906,0.0176451,0.0479404,0.0260059,0.0240178,0.0147008,0.0275864,0.00704494,0.01235,0.0149342,0.0139802,0.0396419,0.0173195,0.0111643,0.00692242,0,0,0,0.0128841,0.0548918,0.0650762,0
1476,0,0.00879155,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326294,0.00798528,0.0162982,0,0,0.0394178,0,0.0351214,0.0219119,0.0210455,0.0097088,0.0111496,0.00958776,0,0.00227287,0.011648,0.0311848,0.00617906,0.00895836,0.00600081,0.0138494,0.0382286,0.0352996,0.0076894,0.0136221,0.0170789,0.0157045,0.0129331,0.00848338,0.00592859,0,0,0.0154094,0,0.0288252,0.0128565,0.0724496,0.0114301,0.0102553,0.0265503,0.0171891,0.0163166,0.0177036,0.0478486,0.0260328,0.0240333,0.0146645,0.027543,0.00712678,0.0122463,0.0150021,0.0140631,0.0395536,0.0173164,0.0112701,0.0069126,0,0,0,0.0130801,0.0549674,0.0651673,0
1477,0,0.00879208,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326044,0.0080067,0.0162276,0,0,0.0394902,0,0.0350991,0.0219548,0.0210578,0.00963158,0.0111339,0.00951617,0,0.00221856,0.0115926,0.0311941,0.00621797,0.00898839,0.00600626,0.0138445,0.03819,0.0353265,0.00777092,0.0135544,0.0170711,0.0156861,0.012981,0.00848221,0.00596771,0,0,0.0153256,0,0.0288619,0.012808,0.0724383,0.0115532,0.010248,0.026547,0.0172294,0.0162655,0.0177255,0.0478717,0.0260524,0.0240273,0.0146332,0.0275277,0.00710699,0.0121857,0.0149951,0.0139853,0.0394327,0.0172202,0.0112697,0.0068911,0,0,0,0.0130825,0.0549509,0.0651349,0
1478,0,0.00873517,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326793,0.00804959,0.0162778,0,0,0.0393782,0,0.035076,0.0218822,0.021059,0.00959672,0.01101,0.00945102,0,0.00225188,0.0115838,0.0311721,0.00625655,0.00906351,0.00603062,0.0138528,0.0382778,0.0350833,0.00777356,0.0135345,0.0170077,0.0157054,0.0129565,0.00844889,0.00601799,0,0,0.015265,0,0.0288741,0.0127542,0.0724124,0.0117708,0.0102336,0.0265507,0.0171745,0.0162521,0.017743,0.0479129,0.0260881,0.0240333,0.0145929,0.0275657,0.00707541,0.0119898,0.0149732,0.0139185,0.0392874,0.017071,0.011217,0.00688695,0,0,0,0.0130261,0.0548931,0.0650802,0
1479,0,0.00866608,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327832,0.00800674,0.0163171,0,0,0.0392433,0,0.0350551,0.0218418,0.0210645,0.00961073,0.010788,0.00936118,0,0.00232786,0.011617,0.0311988,0.00622022,0.00917556,0.00605305,0.0138884,0.038379,0.0348414,0.00778385,0.0135409,0.0170203,0.015706,0.0128618,0.00838028,0.00616362,0,0,0.0151184,0,0.0288166,0.0126627,0.0724018,0.0118091,0.0101879,0.0265624,0.0170586,0.0162676,0.0177718,0.0479591,0.0261161,0.024042,0.0145726,0.0276457,0.00703117,0.0118869,0.0149046,0.0138118,0.0391579,0.0169725,0.0111335,0.00681896,0,0,0,0.0129507,0.0547909,0.065039,0
1480,0,0.0086451,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327249,0.00787785,0.0163097,0,0,0.0391571,0,0.0350307,0.02188,0.0210339,0.00962284,0.0107064,0.00921962,0,0.00238813,0.0116418,0.0313202,0.00614589,0.0090909,0.00606192,0.0139256,0.0383076,0.0345374,0.00779779,0.0136034,0.0170645,0.0156914,0.0129137,0.0083514,0.00645606,0,0,0.0149244,0,0.0287395,0.0125254,0.072421,0.011735,0.0101857,0.0265689,0.0169839,0.0162638,0.0177954,0.0479707,0.0261238,0.0240372,0.0145801,0.0276362,0.00702842,0.0118838,0.0149213,0.0136775,0.0390683,0.0169135,0.0111109,0.00672121,0,0,0,0.0128711,0.0547756,0.065022,0
1481,0,0.00859059,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032885,0.00789788,0.0160795,0,0,0.0390701,0,0.0349776,0.0219156,0.0209459,0.00966464,0.0106233,0.00923901,0,0.0024673,0.0116272,0.0312475,0.00608694,0.00906128,0.00606187,0.0139483,0.0385198,0.034256,0.00779161,0.0137203,0.017037,0.0156918,0.0129319,0.00833101,0.00629628,0,0,0.014794,0,0.0287562,0.0124563,0.0724263,0.0117527,0.0101503,0.0265804,0.0169086,0.0162207,0.0177938,0.0479739,0.0261257,0.0240373,0.0145837,0.0276546,0.00701709,0.0118893,0.0149613,0.0135823,0.0389497,0.0168683,0.0110469,0.0067662,0,0,0,0.0128496,0.054768,0.0648869,0
1482,0,0.00856473,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329913,0.0080307,0.0153926,0,0,0.0390166,0,0.0349671,0.0218903,0.0208494,0.00968335,0.0107026,0.00923015,0,0.00256598,0.0116376,0.0312241,0.00608007,0.00906466,0.00605193,0.0139476,0.0386626,0.0341636,0.0078099,0.0137007,0.0170439,0.0156741,0.012915,0.00835494,0.00625978,0,0,0.0147352,0,0.0288479,0.0123926,0.0724219,0.0116478,0.0101716,0.0265862,0.0169277,0.0161395,0.0177867,0.0479567,0.0261344,0.0240364,0.0146086,0.0276445,0.00696609,0.0119293,0.0149725,0.0135142,0.0387878,0.0167707,0.0110363,0.00681058,0,0,0,0.0128376,0.054864,0.0647995,0
1483,0,0.00855272,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326708,0.00802711,0.0150728,0,0,0.0389089,0,0.0349758,0.0218376,0.0208572,0.00965019,0.0107514,0.00913836,0,0.00248633,0.0116208,0.0313674,0.00610792,0.00905124,0.00605738,0.0139659,0.038315,0.0341341,0.0078308,0.0136085,0.0170568,0.0156358,0.0128997,0.00834839,0.00629879,0,0,0.0146786,0,0.0288815,0.012322,0.0723898,0.0115778,0.0101963,0.0265753,0.0169667,0.016083,0.017766,0.0479709,0.0261104,0.0240281,0.0146934,0.0275469,0.00695417,0.01208,0.0150313,0.0134469,0.0386215,0.016646,0.0110312,0.00682042,0,0,0,0.0128416,0.0548263,0.0650246,0
1484,0,0.00846702,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324239,0.00795214,0.0150483,0,0,0.0387133,0,0.0349678,0.0217768,0.0209096,0.00962884,0.0105058,0.00910191,0,0.00235236,0.0115895,0.03134,0.00613381,0.00916545,0.00602989,0.0139399,0.0381299,0.034082,0.00782292,0.0135546,0.0170417,0.0155948,0.0128805,0.00821433,0.00624774,0,0,0.0145893,0,0.0288729,0.0122767,0.0723673,0.0116406,0.010193,0.0265701,0.016803,0.0160312,0.0177317,0.0480314,0.0260986,0.0240207,0.0147643,0.0275178,0.00705449,0.0122966,0.0150622,0.0133794,0.0384704,0.0165607,0.0109346,0.00678571,0,0,0,0.0127466,0.0546651,0.0652784,0
1485,0,0.00842205,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325795,0.00794901,0.0150734,0,0,0.0385669,0,0.0349416,0.0217628,0.0209365,0.00961771,0.0104293,0.0091133,0,0.00230698,0.0116165,0.0313233,0.00615793,0.00917653,0.00598958,0.0139082,0.0382158,0.0340257,0.00781889,0.013547,0.0170166,0.0155555,0.01288,0.00815693,0.00621994,0,0,0.0144045,0,0.0288476,0.0122289,0.0723762,0.0116942,0.0101993,0.0265687,0.0167258,0.0159815,0.0176777,0.0480973,0.0260962,0.0240179,0.0147625,0.0275163,0.00708512,0.0123052,0.0150454,0.013285,0.0383575,0.0165149,0.0108628,0.0068092,0,0,0,0.0126881,0.0546615,0.0652649,0
1486,0,0.008365,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032784,0.00800119,0.0150691,0,0,0.0384554,0,0.0349333,0.0217485,0.02089,0.00961194,0.0103207,0.00914155,0,0.00229327,0.011651,0.0313114,0.0061702,0.00909077,0.00599761,0.0138802,0.0384802,0.0339546,0.00783884,0.0135326,0.0170272,0.015527,0.0128634,0.0081078,0.00617172,0,0,0.0141754,0,0.0288527,0.0121587,0.0723801,0.0117,0.0101611,0.0265648,0.0166609,0.015914,0.0176027,0.0481266,0.02609,0.0240306,0.0147701,0.0275704,0.00704843,0.012152,0.0150264,0.0131457,0.0381322,0.0164358,0.010774,0.00683386,0,0,0,0.0126527,0.0546658,0.0650989,0
1487,0,0.00831178,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032859,0.00797801,0.0153443,0,0,0.0383805,0,0.0349461,0.0216777,0.020772,0.00971487,0.0101528,0.00916573,0,0.00239759,0.01171,0.0311931,0.00608701,0.00904941,0.00600848,0.0138954,0.0386987,0.0339642,0.0078616,0.0134962,0.017064,0.01553,0.0128442,0.00800198,0.00616276,0,0,0.0139956,0,0.0288837,0.012064,0.0723527,0.0116931,0.0101082,0.026535,0.0165441,0.0158497,0.0175784,0.0481451,0.0260603,0.0240147,0.0147683,0.0277228,0.00691391,0.0120574,0.0150166,0.0130372,0.0377621,0.0162741,0.0107096,0.00683864,0,0,0,0.0125836,0.0546453,0.0649492,0
1488,0,0.00829016,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327329,0.00792014,0.0159755,0,0,0.0381805,0,0.0349604,0.021532,0.0208236,0.00973596,0.010029,0.0091621,0,0.00237108,0.0117301,0.0311949,0.00608548,0.00897609,0.00600682,0.0139113,0.0384371,0.0339895,0.00788625,0.0134611,0.0170871,0.0155224,0.0128211,0.00790348,0.006069,0,0,0.0138704,0,0.0288921,0.0120325,0.0723322,0.0116841,0.0101254,0.0265244,0.0164063,0.0157493,0.0175548,0.0481746,0.0260443,0.0240101,0.0147029,0.027749,0.0069006,0.0120501,0.0149439,0.0129834,0.0374481,0.0161847,0.0106667,0.00681815,0,0,0,0.0124771,0.0546207,0.0650599,0
1489,0,0.00827545,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325925,0.00794163,0.0159807,0,0,0.0379564,0,0.03496,0.0213795,0.0209042,0.00964051,0.0100284,0.00916164,0,0.00230151,0.011691,0.0312851,0.00614849,0.00903513,0.00597495,0.0139039,0.0382301,0.0338915,0.00787078,0.0134372,0.017071,0.0155289,0.0128854,0.00790975,0.00596679,0,0,0.0137947,0,0.028893,0.0120255,0.07234,0.0116885,0.0101664,0.0265334,0.0163944,0.0156496,0.0176319,0.0481911,0.0260478,0.0240022,0.0147461,0.0276595,0.00697682,0.0119974,0.0149314,0.0129836,0.0371935,0.0161521,0.0106286,0.00683276,0,0,0,0.0124286,0.0546309,0.0652056,0
1490,0,0.00828169,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325733,0.00799371,0.0155539,0,0,0.0379428,0,0.0349544,0.0213574,0.0209472,0.00955112,0.0101784,0.00916727,0,0.00224726,0.0116482,0.0313194,0.00618953,0.00916376,0.0059404,0.0138712,0.0382576,0.0338635,0.00789647,0.0134236,0.0170877,0.0155321,0.0128982,0.00795848,0.0058755,0,0,0.0137081,0,0.028893,0.011911,0.0723432,0.0116677,0.010198,0.0265192,0.0165152,0.0155846,0.0176469,0.0482007,0.0260286,0.0239779,0.0146971,0.0276647,0.00698954,0.0119504,0.0150412,0.0129608,0.0369328,0.0159869,0.0106192,0.00684231,0,0,0,0.012447,0.0547055,0.0651875,0
1491,0,0.00823453,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325705,0.00800117,0.0156867,0,0,0.0378909,0,0.0349263,0.0213176,0.0208788,0.00964421,0.0102012,0.00918091,0,0.00234561,0.011718,0.0312348,0.00610329,0.00899864,0.00590042,0.0138709,0.0382767,0.0337676,0.00791441,0.0134062,0.0171287,0.015533,0.0128731,0.00792924,0.00580172,0,0,0.0135819,0,0.0288903,0.0118208,0.072362,0.0116463,0.0102372,0.0265263,0.0164488,0.0155318,0.0176589,0.0481825,0.0260417,0.0240023,0.0146803,0.0275183,0.00698961,0.0120296,0.0150933,0.0129043,0.036611,0.0158568,0.0105493,0.00678526,0,0,0,0.012417,0.0547224,0.0651622,0
1492,0,0.0082499,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327121,0.00797594,0.0156391,0,0,0.037922,0,0.0348926,0.021301,0.0207848,0.00981903,0.0102389,0.00909264,0,0.00251629,0.0118221,0.0311367,0.00591708,0.00884339,0.00588574,0.0139199,0.0383,0.0336902,0.00792448,0.0133911,0.017127,0.0155155,0.0128565,0.0079088,0.00591774,0,0,0.0134454,0,0.0288513,0.0117047,0.0723614,0.0116276,0.010227,0.0265156,0.0164638,0.0155163,0.0176452,0.0481695,0.0260389,0.0239782,0.0146871,0.0275039,0.00693479,0.0120343,0.0150432,0.0128313,0.0363268,0.0156916,0.0105368,0.00672597,0,0,0,0.0124539,0.054758,0.065056,0
1493,0,0.00822585,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326523,0.00794805,0.015781,0,0,0.0378856,0,0.0348535,0.0212584,0.020693,0.00985792,0.010114,0.00900068,0,0.00255751,0.011834,0.0311246,0.00590943,0.0088939,0.0058718,0.0139054,0.0384132,0.0336409,0.00791224,0.0133628,0.0171747,0.0155438,0.0129096,0.00788883,0.00618317,0,0,0.0132956,0,0.0288416,0.0116567,0.0723635,0.0115512,0.0102161,0.0265092,0.0163804,0.0154782,0.0175955,0.0481614,0.0260252,0.0239807,0.014705,0.0275287,0.00701289,0.0120351,0.0150297,0.0127789,0.0359575,0.0155891,0.0105072,0.00660218,0,0,0,0.0123934,0.0547173,0.0649787,0
1494,0,0.0082233,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327346,0.00791824,0.0161422,0,0,0.0378078,0,0.0348197,0.0211978,0.0206555,0.0098773,0.0101298,0.00897507,0,0.00256664,0.0118505,0.031105,0.00592301,0.00904029,0.00581514,0.0139005,0.0385094,0.0335904,0.00794326,0.0133355,0.0171951,0.0155646,0.012963,0.00789885,0.0059592,0,0,0.0132267,0,0.0288238,0.0116524,0.0723524,0.0114833,0.010208,0.026514,0.0163872,0.0153925,0.0175284,0.0481417,0.0260312,0.0239715,0.0147343,0.0275305,0.00701516,0.0119886,0.0151021,0.0127462,0.0357406,0.0155612,0.0105164,0.00660419,0,0,0,0.0123654,0.0547638,0.0648715,0
1495,0,0.00821725,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328817,0.00791904,0.016152,0,0,0.037639,0,0.0348206,0.0211075,0.0206984,0.00979281,0.010138,0.00890643,0,0.0025243,0.0118053,0.0311212,0.00597934,0.00911506,0.00582214,0.0138769,0.038635,0.0333763,0.00799676,0.0133229,0.0171866,0.0155728,0.0129902,0.007869,0.00579755,0,0,0.0132077,0,0.0288232,0.0116358,0.0723594,0.0115159,0.0101551,0.0265303,0.0164194,0.0152973,0.0175875,0.0481577,0.02606,0.0239562,0.014685,0.0275269,0.00691229,0.0119041,0.0151155,0.0127164,0.0355949,0.0155021,0.0105458,0.00661546,0,0,0,0.0123673,0.0547558,0.0647664,0
1496,0,0.00819363,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327355,0.00795328,0.0158708,0,0,0.037451,0,0.0348472,0.0210276,0.0207453,0.00972718,0.010044,0.00877146,0,0.00248791,0.0117673,0.0312278,0.0060544,0.00902307,0.00584288,0.0138667,0.0384184,0.0331481,0.00803909,0.0133062,0.0172274,0.0155664,0.0130184,0.00777484,0.0058665,0,0,0.0131494,0,0.0288238,0.0115918,0.0723571,0.0116333,0.0101512,0.0265395,0.0163299,0.0152261,0.0176879,0.048174,0.0260652,0.0239805,0.0146498,0.0274655,0.00684819,0.0119763,0.0151029,0.0126933,0.0354306,0.0154279,0.010533,0.0065142,0,0,0,0.0122623,0.0546885,0.0648774,0
1497,0,0.00820125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326077,0.00790062,0.0160572,0,0,0.0373811,0,0.0348187,0.0210134,0.0207566,0.00970017,0.0100734,0.00864822,0,0.00251151,0.0117444,0.0313416,0.00606937,0.00902939,0.00580564,0.0138511,0.0383424,0.0330815,0.00800185,0.0132957,0.017223,0.0155634,0.0130369,0.00775321,0.00616553,0,0,0.0130897,0,0.0288322,0.0115693,0.0723636,0.0116909,0.0101981,0.0265518,0.0163183,0.0151735,0.0177039,0.0481557,0.0260803,0.0239886,0.0146263,0.0274494,0.00690681,0.012102,0.0151023,0.0126956,0.0352251,0.0153836,0.0105512,0.00640054,0,0,0,0.01218,0.0547472,0.0648911,0
1498,0,0.00815512,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032591,0.0078221,0.0161184,0,0,0.0374032,0,0.0347333,0.0210283,0.0208043,0.00969672,0.00998722,0.00869066,0,0.00250563,0.0117477,0.03136,0.00607481,0.00900316,0.00581181,0.0138504,0.0383415,0.0331643,0.00796377,0.0132914,0.0172,0.0155663,0.0130121,0.00768974,0.00608549,0,0,0.0130318,0,0.0288626,0.0116035,0.0723547,0.0116431,0.0102168,0.0265534,0.0162293,0.0150719,0.0176411,0.0481674,0.0260855,0.0239981,0.014613,0.0274716,0.00690751,0.0120935,0.0151538,0.0127115,0.0349945,0.0154051,0.0105112,0.00636381,0,0,0,0.012119,0.0547474,0.0649052,0
1499,0,0.00808783,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328508,0.00770939,0.0159342,0,0,0.0373446,0,0.0345974,0.0209927,0.0208648,0.00966963,0.009918,0.00884139,0,0.00247165,0.0117145,0.0313415,0.00608807,0.00903405,0.00585149,0.0138638,0.0382984,0.0331827,0.00785215,0.0132934,0.0172087,0.0155206,0.0129577,0.00766297,0.00583451,0,0,0.0130229,0,0.0289165,0.0116167,0.0723362,0.0115616,0.0102184,0.0265377,0.0161629,0.0149882,0.0176655,0.0481611,0.026076,0.023973,0.0145956,0.0274622,0.00684545,0.0121401,0.0151687,0.0127246,0.0348854,0.0153587,0.0104529,0.00639483,0,0,0,0.0120931,0.0547303,0.0649402,0
1500,0,0.00798457,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330953,0.00777073,0.0158718,0,0,0.0369806,0,0.0345503,0.0207635,0.0208931,0.00962897,0.00980125,0.00892175,0,0.00246899,0.0116502,0.0313431,0.00611197,0.00895524,0.00585943,0.0138472,0.0384049,0.0327818,0.00768955,0.013314,0.0172456,0.0154026,0.0128456,0.00764083,0.0060382,0,0,0.0130278,0,0.02893,0.0114477,0.0723403,0.0113923,0.010264,0.0265142,0.0160657,0.0150408,0.0176923,0.0481423,0.0260491,0.0239632,0.0146688,0.0275013,0.0068663,0.0121258,0.0151751,0.0126965,0.0349821,0.0151446,0.0103741,0.00643013,0,0,0,0.0120181,0.0547396,0.0649089,0
1501,0,0.00814856,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331266,0.00766997,0.0153402,0,0,0.0378133,0,0.0345461,0.0212041,0.0208765,0.00960952,0.0101004,0.00873408,0,0.00248695,0.0116154,0.0313871,0.00611409,0.00890547,0.00587449,0.0138493,0.0383998,0.0334715,0.00788479,0.0132557,0.0172169,0.0154428,0.0128462,0.00777223,0.00616748,0,0,0.0128469,0,0.0289919,0.0118013,0.0723099,0.0113527,0.0102257,0.0264501,0.0164013,0.0149194,0.0176358,0.0481473,0.0259948,0.0238917,0.0145938,0.0276334,0.00680072,0.0120081,0.0150802,0.012744,0.0348835,0.0155602,0.0105193,0.00630132,0,0,0,0.0122223,0.0548118,0.0648064,0
1502,0,0.00815489,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033261,0.00768756,0.0153386,0,0,0.0378304,0,0.0345474,0.0212315,0.0208505,0.00961257,0.0101076,0.00874275,0,0.00251304,0.0116251,0.0313301,0.00609296,0.00895807,0.00586354,0.0138337,0.0385889,0.0335566,0.0078868,0.0132481,0.0171691,0.0154029,0.0128026,0.0078059,0.00617005,0,0,0.0128581,0,0.0289672,0.0119077,0.0723021,0.0114178,0.0102278,0.0264439,0.0164076,0.0149519,0.0175674,0.0481388,0.0259906,0.0238998,0.0145964,0.0276654,0.00682232,0.0120078,0.0150108,0.0128107,0.0350843,0.0156935,0.0105393,0.00635668,0,0,0,0.0122342,0.054827,0.0646636,0
1503,0,0.00815362,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330782,0.00773959,0.0156971,0,0,0.0378379,0,0.0345763,0.0212081,0.0208075,0.00970294,0.0101495,0.00877285,0,0.00258521,0.0117272,0.0313707,0.00598886,0.00890591,0.00579517,0.0138588,0.0383586,0.0335394,0.00788954,0.0132561,0.0172039,0.0153862,0.0127523,0.00781455,0.00613305,0,0,0.0129323,0,0.0289777,0.011971,0.0723086,0.0114209,0.0102912,0.0264417,0.0163675,0.0149592,0.0174698,0.0481475,0.0259878,0.0238934,0.0146383,0.0276361,0.00688124,0.0120562,0.0149758,0.0128946,0.0352408,0.0157523,0.0105467,0.00636442,0,0,0,0.012196,0.0548729,0.0647357,0
1504,0,0.00816852,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329001,0.00778502,0.0155469,0,0,0.0379676,0,0.0345908,0.0212692,0.0208737,0.00962672,0.0101211,0.00880182,0,0.0025319,0.0117074,0.0314743,0.0060026,0.00896025,0.00577673,0.0138678,0.0381521,0.0335711,0.00792826,0.0132862,0.0171548,0.0153845,0.0127027,0.00781693,0.00609145,0,0,0.0129943,0,0.0289764,0.0119835,0.0723494,0.0114555,0.0103402,0.0264616,0.0163094,0.0150041,0.0174862,0.0481732,0.0260023,0.0238906,0.0146378,0.0274803,0.00691955,0.0120427,0.0149792,0.0129683,0.0354027,0.0157638,0.0105496,0.00637363,0,0,0,0.0121394,0.0548296,0.0647727,0
1505,0,0.00819257,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328078,0.00773191,0.0156745,0,0,0.0381233,0,0.034495,0.0212993,0.0209273,0.00954271,0.0100625,0.00891542,0,0.0024481,0.0116764,0.0314884,0.00607188,0.00895198,0.00579216,0.0138594,0.0380946,0.0337146,0.00791273,0.0133406,0.0171409,0.0153904,0.0127287,0.00778401,0.0059296,0,0,0.0131052,0,0.0289445,0.0119425,0.0723472,0.011436,0.0103425,0.0264662,0.0162426,0.0151116,0.0175737,0.0481755,0.0259996,0.0238976,0.0146656,0.0274718,0.00693168,0.0120459,0.0150311,0.0130358,0.0356451,0.0156593,0.0105574,0.00645405,0,0,0,0.0120781,0.0547541,0.0647661,0
1506,0,0.00821975,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328314,0.00770143,0.0155648,0,0,0.0382469,0,0.0344605,0.0213389,0.0209748,0.00951754,0.0101167,0.00900951,0,0.00242103,0.0116403,0.0315525,0.00612266,0.00898014,0.00582157,0.0138592,0.0380354,0.0338275,0.00790894,0.0134141,0.0171831,0.0153596,0.0127632,0.0077877,0.00562575,0,0,0.0131104,0,0.0289158,0.0120372,0.0723137,0.0114193,0.0102781,0.0264427,0.0163091,0.0151245,0.0175875,0.04819,0.0259756,0.0238841,0.0146184,0.0276627,0.0068188,0.0120272,0.0149865,0.0130746,0.0358557,0.0156991,0.0105929,0.00652806,0,0,0,0.0121258,0.0547665,0.0647567,0
1507,0,0.00828886,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327936,0.00773359,0.0160279,0,0,0.0383498,0,0.0344989,0.0213968,0.0209713,0.00951824,0.0102728,0.00904851,0,0.00248319,0.0116124,0.0316268,0.00615233,0.00892282,0.00582818,0.0138507,0.0379889,0.0338579,0.00793658,0.0134456,0.0171809,0.0153686,0.0127614,0.00783432,0.00562735,0,0,0.0132153,0,0.0289352,0.0120883,0.0723163,0.0113986,0.0102718,0.0264413,0.0164024,0.0151175,0.0175958,0.0481458,0.0259762,0.0238721,0.0145527,0.0276872,0.00681293,0.012037,0.0149799,0.0131377,0.0359231,0.0155739,0.0106692,0.00651616,0,0,0,0.0121742,0.054838,0.0647453,0
1508,0,0.00828007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328252,0.0076546,0.0163129,0,0,0.0384631,0,0.0344706,0.0214108,0.0209983,0.00953637,0.0103029,0.00915316,0,0.00248146,0.0116289,0.0316203,0.00612739,0.00897974,0.00581354,0.013853,0.0379476,0.0338948,0.00791586,0.0134193,0.0171915,0.0153478,0.0127939,0.00787646,0.00580717,0,0,0.0132778,0,0.0289781,0.012232,0.0723506,0.011334,0.0102793,0.0264546,0.0164141,0.0150881,0.0175808,0.0480939,0.0259997,0.023874,0.014557,0.0275328,0.00686231,0.0120414,0.0150009,0.013179,0.0359199,0.0157292,0.0106636,0.0064514,0,0,0,0.0122092,0.0548641,0.0647353,0
1509,0,0.00826061,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327749,0.0076057,0.0164445,0,0,0.0385176,0,0.0344466,0.0213798,0.0210405,0.00955587,0.0103047,0.00918774,0,0.0024408,0.0116898,0.0315953,0.00609892,0.00896435,0.00583407,0.013861,0.0379114,0.0340017,0.00791826,0.0133264,0.0172331,0.0153437,0.0127901,0.00785686,0.00558809,0,0,0.0133117,0,0.0290142,0.0122587,0.0723361,0.0112698,0.0102276,0.0264524,0.0164462,0.0150475,0.0175451,0.0481045,0.0259999,0.0238739,0.0145658,0.0275712,0.00680707,0.0120326,0.0150496,0.0132015,0.0358957,0.0158443,0.0106618,0.00648668,0,0,0,0.0122458,0.0548667,0.0647513,0
