Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,LFHD,
35,0.00679572,0.00510493,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394835,0.0116641,0.016242,0.00825354,0,0,0.030102,0.0273214,0.014566,0.0593412,0.0265833,0.0512408,0.00892164,0.0101847,0.00609116,0.0100079,0.00732504,0.00401819,0.0372168,0.0137195,0.0151108,0.00291073,0.00952682,0.0534195,0.0291203,0.0139596,0.00831823,0.0287627,0.0232262,0.00812522,0.0104591,0.00828595,0,0,0.0152499,0,0.0208696,0.0114874,0.0699656,0.00591667,0.0111947,0.0126974,0.00601194,0.0301704,0.0100869,0.0615987,0.015284,0.0141783,0.0177973,0.0342228,0.0142794,0.0207199,0.0306961,0.00961778,0.0288716,0.0202849,0.00578983,0.0128281,0,0,0,0,0
36,0.00696133,0.0050456,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403582,0.0115697,0.0164064,0.00799336,0,0,0.0311018,0.0273997,0.0150972,0.0591159,0.0268768,0.0516819,0.00895918,0.0102251,0.00589425,0.00993635,0.00716642,0.00405169,0.0373178,0.0138505,0.0153055,0.00285734,0.00945426,0.0545323,0.0300289,0.0139593,0.00845989,0.0294641,0.0232325,0.0080479,0.0109854,0.00848025,0,0,0.0149662,0,0.0209886,0.0114302,0.0702246,0.00687918,0.0110095,0.0112093,0.00645807,0.0300374,0.0096224,0.0604462,0.0144944,0.0135934,0.016833,0.0337831,0.0142733,0.020573,0.0313091,0.0093909,0.0292081,0.0205531,0.00555356,0.0129782,0,0,0,0,0
37,0.00699205,0.00497817,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411823,0.0114726,0.0165381,0.00772765,0,0,0.0323362,0.0274895,0.0157373,0.0589128,0.0271892,0.0520923,0.00900399,0.0102916,0.00579017,0.00991579,0.00710204,0.00414395,0.0374858,0.0139571,0.0156097,0.00275249,0.00938657,0.0556839,0.031144,0.013981,0.0086544,0.0297962,0.023854,0.00822823,0.0114074,0.00876857,0,0,0.0147311,0,0.0215681,0.0119471,0.070378,0.00752696,0.010856,0.0105273,0.0069504,0.0298682,0.00929469,0.0595492,0.0136576,0.0131865,0.0159197,0.0335505,0.0145995,0.0205448,0.0311945,0.00956249,0.0283983,0.0207973,0.00553225,0.0129903,0,0,0,0,0
38,0.00707104,0.00483707,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415977,0.0113799,0.0166559,0.00749991,0,0,0.0336757,0.0275621,0.0163774,0.0586857,0.0275307,0.0525124,0.0090448,0.01042,0.00579458,0.00992681,0.00717584,0.00421931,0.0376097,0.0140749,0.0160113,0.00263985,0.00929713,0.0569456,0.0322679,0.0139874,0.00885179,0.0298273,0.02397,0.00814117,0.0116917,0.00905339,0,0,0.0145323,0,0.0217467,0.0121488,0.0704363,0.00788491,0.0107457,0.0102295,0.00737945,0.029683,0.00893396,0.0587941,0.0129191,0.0128218,0.0153667,0.0333995,0.0147241,0.0204596,0.0304583,0.0095444,0.0275068,0.0212163,0.00565919,0.0130602,0,0,0,0,0
39,0.0071589,0.00464085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0423231,0.0112842,0.0168305,0.00739063,0,0,0.0348514,0.0276064,0.0169322,0.0581965,0.0278821,0.0529966,0.00911332,0.0104762,0.00586354,0.00996302,0.00734219,0.0041319,0.0376818,0.0142347,0.0164575,0.00258419,0.00923264,0.0581086,0.0331077,0.0139877,0.00907178,0.0299895,0.0238075,0.00809591,0.0119839,0.00933751,0,0,0.0142826,0,0.0216639,0.0120109,0.0704561,0.00813925,0.0107041,0.00998962,0.00773954,0.029678,0.00849443,0.0581417,0.0123659,0.0124811,0.0148344,0.0331872,0.0142102,0.0200482,0.0298871,0.00922633,0.0273489,0.0214593,0.00563965,0.0131228,0,0,0,0,0
40,0.00722318,0.00443848,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431027,0.0111056,0.0170442,0.00724523,0,0,0.0361321,0.027634,0.017564,0.0578061,0.0281484,0.0534992,0.00916052,0.0104396,0.00600612,0.010015,0.00747618,0.00390619,0.0377368,0.014389,0.0167954,0.00265277,0.00916676,0.059065,0.0339562,0.0140187,0.00933017,0.0299016,0.0235483,0.00817334,0.0122021,0.00952311,0,0,0.0140965,0,0.0214467,0.0118222,0.0704846,0.00832453,0.0107241,0.00968784,0.00804488,0.029699,0.00799982,0.0575362,0.0119023,0.0121022,0.0140522,0.0328963,0.0130848,0.0190408,0.0292932,0.00891893,0.0276029,0.0214651,0.00550254,0.0131445,0,0,0,0,0
41,0.00730291,0.00427493,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438683,0.011045,0.0171752,0.00702831,0,0,0.0374475,0.0276974,0.0182602,0.0576118,0.0283736,0.0539088,0.00919399,0.0103161,0.0060877,0.0100679,0.00751265,0.00392711,0.0377853,0.0144883,0.0169397,0.00264671,0.00912666,0.0599133,0.035003,0.0140603,0.00960766,0.0293598,0.0232811,0.00820877,0.0123019,0.00968653,0,0,0.013966,0,0.0211567,0.0116832,0.0705258,0.00850171,0.0107822,0.00937283,0.00827147,0.0297683,0.00751874,0.0569711,0.0118135,0.0115921,0.0130095,0.0325105,0.0123044,0.017892,0.0287073,0.0087096,0.0279194,0.0215129,0.0053413,0.0131333,0,0,0,0,0
42,0.00727384,0.00409319,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443969,0.011073,0.0172503,0.00684512,0,0,0.0390691,0.0278167,0.0192237,0.0574798,0.0285067,0.0541843,0.00918472,0.0102821,0.00624953,0.0101024,0.00754867,0.00415507,0.0378066,0.0145761,0.0171005,0.00260981,0.00910606,0.0607798,0.0363665,0.0141627,0.00998707,0.02833,0.0231739,0.00810035,0.0122946,0.00988722,0,0,0.0138201,0,0.021044,0.0115639,0.0705695,0.00854659,0.0108468,0.0092985,0.00842806,0.0297948,0.00712723,0.0564005,0.0114365,0.0109298,0.0118127,0.0320696,0.0116686,0.0167279,0.0282523,0.00853159,0.0281071,0.0216456,0.00518643,0.0130542,0,0,0,0,0
43,0.0071691,0.00390309,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449636,0.0110017,0.0173142,0.00675296,0,0,0.0407152,0.0278684,0.0202035,0.0574294,0.0286685,0.0544014,0.00911185,0.0103931,0.00638935,0.00998983,0.00754173,0.00418302,0.0377785,0.0146117,0.0173722,0.00256513,0.00910773,0.0615987,0.0377163,0.0143144,0.0102515,0.0268829,0.0230228,0.00786982,0.0121755,0.0100294,0,0,0.0136647,0,0.0209195,0.0113372,0.0706445,0.0086009,0.0108587,0.00914808,0.00855791,0.0297956,0.00686166,0.0558268,0.0108586,0.0102274,0.0105035,0.0314374,0.0109331,0.0154845,0.026863,0.00829857,0.0281981,0.0217307,0.00510709,0.0129849,0,0,0,0,0
44,0.00710865,0.00375955,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456748,0.0110048,0.0174373,0.00668235,0,0,0.0417164,0.0278945,0.0208702,0.0573895,0.0288513,0.0545826,0.00907223,0.0103916,0.00651356,0.00969141,0.00758014,0.00403647,0.0377498,0.0146482,0.0178783,0.00248507,0.00910799,0.0625064,0.0385705,0.014309,0.0104689,0.0255552,0.0229272,0.00740699,0.0120726,0.0101258,0,0,0.0134929,0,0.0208501,0.011083,0.0707294,0.00875178,0.0108561,0.00894139,0.00865898,0.0298394,0.00671329,0.055239,0.0102386,0.00954834,0.00926606,0.0308147,0.0100522,0.0141396,0.0256992,0.00805569,0.0282735,0.0217621,0.00512587,0.0129247,0,0,0,0,0
45,0.00712755,0.00365511,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464512,0.0109253,0.0175887,0.00661461,0,0,0.0429198,0.0278426,0.0215801,0.0573625,0.0289926,0.0547534,0.00903905,0.0104331,0.00663214,0.00970174,0.00761606,0.00383037,0.0376848,0.0146893,0.0180372,0.00233228,0.00909462,0.0635612,0.039626,0.0144316,0.0107442,0.0243201,0.0228534,0.00677879,0.0119409,0.0102618,0,0,0.0134093,0,0.020773,0.010813,0.0708096,0.00906046,0.0108296,0.00863182,0.00871118,0.0298527,0.00667494,0.0547415,0.00965153,0.00888386,0.00832231,0.0304424,0.00920554,0.012707,0.024704,0.00784175,0.0283994,0.0217779,0.00515709,0.0129192,0,0,0,0,0
46,0.0071217,0.00363791,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0472522,0.0108719,0.017758,0.00661527,0,0,0.0440833,0.027823,0.0222013,0.0573177,0.0291374,0.0548848,0.00903098,0.0100696,0.00672465,0.00995174,0.00769722,0.00393497,0.0376046,0.0147736,0.0179773,0.00230383,0.00907669,0.064614,0.0406852,0.014543,0.010906,0.0233263,0.0229034,0.00638363,0.0117154,0.0103836,0,0,0.0134333,0,0.0207491,0.010623,0.0709124,0.00957124,0.0108129,0.00838125,0.00878288,0.0299281,0.00692582,0.0544998,0.00911229,0.00820299,0.00748024,0.0301294,0.00856513,0.0115565,0.0237552,0.00767597,0.0287448,0.0219168,0.00504565,0.0128826,0,0,0,0,0
47,0.007054,0.00354084,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0480219,0.0108229,0.0179093,0.0066387,0,0,0.0450901,0.027871,0.0227185,0.0572332,0.0292042,0.05502,0.00897509,0.00980644,0.00685697,0.00981856,0.00773905,0.00398671,0.0375205,0.014869,0.017878,0.00247287,0.00907779,0.0655563,0.0417748,0.0146309,0.0110784,0.0229349,0.023145,0.00604381,0.0113175,0.0104903,0,0,0.013558,0,0.0208284,0.010593,0.0709318,0.0103616,0.0107976,0.0081981,0.00888712,0.0300624,0.00745534,0.0542763,0.0087828,0.00768488,0.00701176,0.0298605,0.00797621,0.0107884,0.0236374,0.00766755,0.0292941,0.0222126,0.00495729,0.0127735,0,0,0,0,0
48,0.00697496,0.00344199,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0487429,0.0107413,0.0180644,0.00672403,0,0,0.0459507,0.0278728,0.0232589,0.0571153,0.0292466,0.0551637,0.00889497,0.00988093,0.00700462,0.00972062,0.00776028,0.00386198,0.0374109,0.0149419,0.017965,0.00268969,0.00909755,0.0664547,0.0426955,0.0146991,0.0113266,0.0230009,0.0231472,0.00566037,0.0108553,0.0105434,0,0,0.0136584,0,0.0207804,0.0104084,0.0708455,0.0113622,0.0107644,0.00797826,0.00901555,0.0301023,0.00807049,0.0539965,0.008472,0.0073529,0.00653296,0.0296137,0.00729468,0.01023,0.024225,0.00765012,0.0292715,0.0223048,0.00490941,0.0126718,0,0,0,0,0
49,0.00691574,0.00334445,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049409,0.0107651,0.0181997,0.00686051,0,0,0.0468093,0.0278699,0.0239638,0.0570012,0.0293435,0.0553054,0.00883786,0.00976278,0.00716387,0.00974381,0.0077624,0.00358782,0.0372918,0.0149892,0.0181042,0.00278936,0.00912458,0.0673069,0.0434813,0.0147213,0.011601,0.0234768,0.0230755,0.00521955,0.0105685,0.0105795,0,0,0.0137695,0,0.0207035,0.0101801,0.0708522,0.0123188,0.0106951,0.00757835,0.0091144,0.0300705,0.00851589,0.0538306,0.00799643,0.00697888,0.00606814,0.0293818,0.00651792,0.00948211,0.0247807,0.00763937,0.0289168,0.0221967,0.00485944,0.0125956,0,0,0,0,0
50,0.0068834,0.003253,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500928,0.010777,0.0182914,0.00694166,0,0,0.0475762,0.0278872,0.0246322,0.0568716,0.0294919,0.0554418,0.00880679,0.0095779,0.00734723,0.00981356,0.00783783,0.00345501,0.0371809,0.01503,0.0182256,0.00272736,0.00915431,0.0682766,0.0442171,0.014752,0.0117996,0.0247013,0.0229615,0.00495243,0.0104369,0.0106056,0,0,0.0139489,0,0.020644,0.00996445,0.0707926,0.0132589,0.010602,0.00704316,0.00919203,0.0300173,0.00861612,0.0537564,0.00745499,0.0066638,0.0058091,0.0293253,0.00595794,0.00892225,0.0259575,0.00768642,0.028596,0.0219641,0.00476644,0.012546,0,0,0,0,0
51,0.00687213,0.00319722,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507419,0.0106902,0.0183412,0.00698558,0,0,0.0484221,0.0279341,0.0250984,0.0566937,0.0295804,0.0555644,0.00882887,0.00944271,0.00755216,0.00983198,0.00793402,0.00344564,0.0370989,0.015085,0.0183221,0.00263981,0.00921763,0.0693266,0.0449546,0.0148465,0.0119491,0.0263014,0.0228821,0.00496177,0.0104149,0.0106366,0,0,0.0142009,0,0.0205804,0.00978316,0.070644,0.0139171,0.0105855,0.00648244,0.00930262,0.0299295,0.00877589,0.0536975,0.00691713,0.00657024,0.00578958,0.0295044,0.00577194,0.00882171,0.0276814,0.00780057,0.028555,0.0216851,0.00469698,0.0124901,0,0,0,0,0
52,0.00688681,0.00318245,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0511579,0.0106012,0.0183545,0.00707724,0,0,0.0493416,0.0279741,0.0254974,0.0564702,0.0296645,0.0556777,0.00888075,0.00934393,0.00773516,0.0098687,0.00802748,0.00350034,0.0370396,0.0151045,0.0183878,0.0027418,0.00929156,0.0701619,0.0459263,0.0149502,0.0121265,0.026729,0.0228256,0.00523363,0.0103854,0.0106372,0,0,0.0145782,0,0.0204982,0.00958669,0.0704162,0.0139858,0.0106198,0.00591354,0.00942513,0.0298436,0.00904815,0.0536851,0.0063951,0.00660202,0.00597733,0.0298719,0.00585522,0.00890435,0.0290949,0.00797996,0.0287331,0.0216004,0.00469111,0.0123782,0,0,0,0,0
53,0.00674076,0.00316117,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051609,0.0105832,0.0183339,0.00713194,0,0,0.0500109,0.0279647,0.0259119,0.0562576,0.0298004,0.0557997,0.00895681,0.00934363,0.00787906,0.00995209,0.00821756,0.00356823,0.0369939,0.0151276,0.0184506,0.00279862,0.00933451,0.0710348,0.046619,0.0150129,0.0123805,0.0273635,0.0228224,0.00559598,0.0106304,0.0106778,0,0,0.014925,0,0.0203663,0.00940139,0.0701725,0.0140175,0.0106689,0.00529082,0.00958823,0.029768,0.00915044,0.0536927,0.00588329,0.00657266,0.00637603,0.0302008,0.00591329,0.0089929,0.0305056,0.00813248,0.0288761,0.0217411,0.00467366,0.0122167,0,0,0,0,0
54,0.00669801,0.00310216,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052526,0.010583,0.0183793,0.00707928,0,0,0.0506215,0.0279231,0.0262616,0.0560542,0.0300236,0.0559188,0.00910288,0.00939375,0.00800971,0.0100552,0.00840372,0.00367165,0.0370185,0.0151735,0.0185029,0.00274208,0.00934841,0.0720367,0.0471076,0.0150415,0.0126074,0.0283599,0.0226998,0.00568549,0.0109853,0.0107074,0,0,0.0152981,0,0.0201609,0.00924559,0.069925,0.0139144,0.0107107,0.00443628,0.00975699,0.0297086,0.00883106,0.0537892,0.00512226,0.00628484,0.00711224,0.0304548,0.00586188,0.00915477,0.0319416,0.00830542,0.0288954,0.0216494,0.00461918,0.0120474,0,0,0,0,0
55,0.00680399,0.00304447,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535783,0.0105747,0.0184337,0.00704601,0,0,0.05132,0.027895,0.0265637,0.0558382,0.0303959,0.0560066,0.0093519,0.00945779,0.00816873,0.0102382,0.0085253,0.00383855,0.0371234,0.0152744,0.0185409,0.00252719,0.00934118,0.0730983,0.0477874,0.0151055,0.0128337,0.029383,0.0224825,0.00531431,0.0112711,0.0107069,0,0,0.0157062,0,0.019921,0.00906063,0.069718,0.0136812,0.0105655,0.00314736,0.00978477,0.0295544,0.0080445,0.0541142,0.00392679,0.00566731,0.00818237,0.0307305,0.00573446,0.00951827,0.0329973,0.00842604,0.0289896,0.0213633,0.00455693,0.0119872,0,0,0,0,0
56,0.00662173,0.00305734,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0542185,0.0105471,0.0182975,0.00712176,0,0,0.051957,0.0278542,0.0269915,0.055588,0.0308375,0.0560123,0.00970948,0.00951245,0.00840707,0.0104526,0.00884836,0.00424745,0.0372982,0.0153984,0.0185876,0.00244892,0.0093219,0.0741415,0.0485707,0.0152097,0.0129487,0.0301586,0.0224333,0.00474147,0.0113015,0.0107272,0,0,0.0159614,0,0.0197727,0.0088631,0.0696073,0.013282,0.0103001,0.00182679,0.00960067,0.0292634,0.0067059,0.0546902,0.00319518,0.00481143,0.00942429,0.0310008,0.00575276,0.0101518,0.0329726,0.00848385,0.0290957,0.0210877,0.00449697,0.0119434,0,0,0,0,0
57,0.00640228,0.00322748,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549964,0.0105959,0.0181069,0.0071888,0,0,0.052605,0.0277988,0.0274585,0.0553551,0.031224,0.0559625,0.0100895,0.0095296,0.00871813,0.0105824,0.0095501,0.00470393,0.0375576,0.0155035,0.0186205,0.00235602,0.00931878,0.0750989,0.0492462,0.0153102,0.0130451,0.0307793,0.022852,0.00428389,0.0113637,0.0107434,0,0,0.0158914,0,0.0199204,0.0086072,0.069472,0.0121559,0.0100296,0.00200997,0.00929011,0.0291258,0.00502797,0.0554623,0.0038785,0.00378602,0.0105404,0.0313766,0.00596862,0.011164,0,0.00870518,0.0292185,0.0210358,0.00461549,0.0117541,0,0,0,0,0
58,0.0062885,0.00339515,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0556646,0.0107286,0.0179338,0.0073112,0,0,0.0534181,0.0277322,0.0279433,0.0549881,0.0317887,0.0559199,0.0105758,0.00964396,0.00906678,0.0107772,0.0101992,0.00524652,0.0379629,0.0156997,0.0187429,0.00212869,0.00926444,0.0763177,0.0500405,0.0154216,0.0131992,0.0275953,0.0231696,0.00358201,0.0115781,0.0106915,0,0,0.0162183,0,0.0198638,0.0083768,0.0693664,0.0105524,0.00942873,0.00504848,0.00878674,0.0294398,0.00312885,0.0572169,0.00651066,0.00271319,0.0111345,0.0320188,0.00605542,0.0122931,0.0307987,0.00901956,0.0293023,0.0209629,0.00497121,0.0115181,0,0,0,0,0
59,0.00614773,0.00340993,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0559261,0.0107984,0.017735,0.00733482,0,0,0.0540288,0.0276229,0.0283394,0.0546934,0.0322923,0.0559537,0.0109001,0.00960301,0.00945672,0.0108816,0.0106784,0.0057784,0.0383528,0.0158728,0.0188351,0.00207137,0.00926826,0.0773504,0.0507487,0.0155363,0.013363,0,0.023574,0.00318834,0.0118036,0.0106602,0,0,0.0168037,0,0.0198177,0.0082219,0.0692604,0.00811499,0.00902103,0.00815303,0.00830339,0.0297089,0.00258734,0.0591312,0.00919401,0.00225855,0.0120542,0.0326197,0.00603886,0.0131106,0.0287869,0.00930457,0.0294689,0.020884,0.00540137,0.0112861,0,0,0,0,0
60,0.00579122,0.00333928,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0560876,0.0107299,0.0173521,0.00747758,0,0,0.054607,0.0275716,0.0286268,0.0543513,0.0326953,0.0560595,0.0111345,0.00955589,0.00985479,0.0110445,0.0114649,0.00647397,0.0387771,0.0160083,0.0188215,0.00215593,0.00932235,0.0782791,0.051507,0.0156661,0.0134101,0.0216397,0.0239163,0.00283602,0.0121062,0.0106597,0,0,0.0172138,0,0.0198099,0.00816244,0.0692091,0.00688048,0.00861473,0.0114786,0.00790763,0.0297669,0.00384099,0.0612738,0.0122219,0.00337476,0.0132658,0.0332516,0.00637229,0.0138292,0.0252375,0.00958866,0.0296238,0.0207503,0.00540447,0.0111139,0,0,0,0,0
61,0.00542531,0.00324011,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055973,0.0107856,0.0168259,0.00761642,0,0,0.0552212,0.0275478,0.028923,0.0540762,0.0329452,0.0561491,0.0117901,0.00950156,0.0101725,0.0113112,0.0124899,0.00720202,0.0391693,0.0160018,0.0186158,0.0023115,0.00948327,0.0786322,0.0521272,0.0157633,0.0135083,0.0201934,0.0239163,0.00293852,0.0121622,0.0105132,0,0,0.017809,0,0.0196601,0.00841462,0.0693807,0.00612082,0.00840397,0.0139191,0.00754667,0.0297036,0.00511053,0.0629188,0.0145583,0.00467067,0.0138364,0.0334754,0.00614685,0.0136328,0,0.00996463,0.0298187,0.0206449,0.00526696,0.0109292,0,0,0,0,0
62,0.00509276,0.00309841,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0556334,0.0108803,0.0162523,0.00775052,0,0,0.0558321,0.0274974,0.0292982,0.0538055,0.0332369,0.0562602,0.012982,0.00956004,0.0104058,0.0118319,0.0132947,0.00798396,0.0395865,0.0159114,0.0183171,0.00248914,0.00968478,0.0786602,0.0526153,0.0158824,0.0137184,0.0198667,0.0236651,0.00332497,0.0122039,0.0101885,0,0,0.0183414,0,0.0195265,0.00842909,0.0696313,0.00596473,0.0081979,0.0160632,0.00721778,0.0295563,0.00627975,0.0640935,0.0170581,0.00609502,0.0138955,0.0336608,0.00582636,0.0129519,0,0.0104223,0.0297645,0.0203247,0.0051396,0.0107155,0,0,0,0,0
63,0.00492522,0.00301933,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0551559,0.0109103,0.0156038,0.00774083,0,0,0.056356,0.0273708,0.0296961,0.0535589,0.0335335,0.0563966,0.0143755,0.00956743,0.0107105,0.0123724,0.0139711,0.00886994,0.0400309,0.0158082,0.0179724,0.00271136,0.0098584,0.0785444,0.0530838,0.0159714,0.013893,0.0207681,0.0234504,0.00386737,0.0120162,0.00983857,0,0,0.0190704,0,0.0194091,0.00840576,0.069821,0.00593219,0.0080495,0.0180904,0.00689551,0.0294047,0.00727368,0.0649412,0.0190145,0.00748022,0.0137337,0.0339174,0.00578882,0.0122163,0,0.0109772,0.0298332,0.0201842,0.00509658,0.0104863,0,0,0,0,0
64,0.00477015,0.00299274,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543393,0.0109161,0.0149233,0.00783385,0,0,0.0568715,0.0272255,0.0300908,0.0533283,0.033852,0.0565567,0.0154284,0.00959979,0.0110726,0.0129114,0.0147035,0.00985656,0.0405147,0.0156252,0.017557,0.00297105,0.0100512,0.0778329,0.0536891,0.016067,0.0141198,0.0199589,0.0233709,0.00433318,0.0118582,0.00966316,0,0,0.0197904,0,0.0192938,0.00851459,0.0698697,0.00599832,0.00799778,0.0194788,0.00652988,0.0292108,0.00807698,0.0658679,0.0199805,0.00872054,0.0137363,0.0343094,0.00611032,0.0118004,0,0.0115164,0.0299943,0.0202252,0.00504851,0.0102897,0,0,0,0,0
65,0.00462533,0.00295865,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053271,0.0109543,0.0142007,0.0079588,0,0,0.0572958,0.0271719,0.030339,0.0530894,0.034072,0.0567029,0.0154155,0.00957323,0.0113991,0.0132185,0.0154786,0.0108974,0.0410243,0.0153131,0.017048,0.00325813,0.0102495,0.0766785,0.0543041,0.0161858,0.0143399,0.0172874,0.0234427,0.0047092,0.0115885,0.00962526,0,0,0.02033,0,0.0191949,0.008773,0.0697633,0.00610658,0.00802166,0.0204401,0.00616942,0.0289658,0.00874723,0.0664516,0.0206086,0.00969219,0.0138978,0.0346488,0.00657207,0.0116587,0,0.0121415,0.0302126,0.0201985,0.00504313,0.0101099,0,0,0,0,0
66,0.00453492,0.00289263,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0517241,0.0109913,0.0133593,0.00796979,0,0,0.0578362,0.0271678,0.0306725,0.0529051,0.0341045,0.0568791,0.0153488,0.00955592,0.0116518,0.0134163,0.0161183,0.011862,0.0415761,0.0149553,0.0163829,0.00362827,0.0104905,0.075007,0.0547847,0.0163231,0.0145211,0.0159354,0.0234445,0.00510702,0.011543,0.00947376,0,0,0.021063,0,0.0190989,0.00903031,0.0697699,0.00577488,0.00808095,0.0212431,0.00591476,0.0287874,0.00933063,0.0667844,0.0212696,0.0101772,0.0141344,0.0349871,0.00714769,0.0116858,0.0200881,0.0127746,0.0304326,0.0201947,0.00497232,0.00996456,0,0,0,0,0
67,0.00447691,0.00291423,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493339,0.0110331,0.0124388,0.00769575,0,0,0.0583221,0.0271959,0.0310871,0.0527611,0.0339156,0.0570634,0.0157908,0.00941627,0.0118896,0.0142225,0.0166576,0.0127453,0.0421982,0.014918,0.01573,0.00398123,0.0107146,0.0731493,0.0552727,0.0164163,0.0147122,0.0167767,0.0236099,0.00523461,0.0115257,0.00935616,0,0,0.0218537,0,0.0191186,0.00926742,0.0699414,0.00594576,0.008112,0.0215754,0.00581612,0.0288933,0.00955652,0.0669357,0.0216312,0.0101633,0.0141026,0.0350061,0.00746049,0.0115915,0.0208427,0.013356,0.0307617,0.0205707,0.00494263,0.00982765,0,0,0,0,0
68,0.00434591,0.00300492,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471015,0.0109316,0.0115613,0.00780461,0,0,0.0589108,0.0273016,0.031393,0.0524866,0.0337752,0.0572223,0.0165089,0.00903298,0.0120591,0.0148836,0.0172579,0.0137104,0.0427897,0.0146073,0.0151362,0.00438133,0.0109485,0.0710509,0.0559987,0.0165891,0.0148699,0,0.0236704,0.00529089,0.011281,0.00918945,0,0,0.0225567,0,0.0190514,0.0096229,0.0702152,0.00712159,0.00796082,0.0215381,0.005764,0.028853,0.00959984,0.0670501,0.0215647,0.00987354,0.0137525,0.0347235,0.00746366,0.0112363,0.0201764,0.013823,0.0312069,0.0210683,0.00497852,0.00968192,0,0,0,0,0
69,0.00633397,0.00249803,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0463883,0.0100666,0.0104828,0.00855543,0,0,0.0600128,0.0279031,0.031997,0.0523607,0.0339146,0.0581849,0.0178137,0.0102075,0.0119758,0.0157817,0.0187299,0.0152365,0.0431076,0.0139075,0.0152215,0.00463194,0.0112885,0.0707705,0.0568403,0.0168334,0.0147223,0.0208023,0,0.00485143,0.0117844,0.00603752,0,0,0.023463,0,0.00379422,0.0109149,0.0704574,0.00731916,0.00813054,0.0214436,0.00567874,0.0247239,0.00966689,0.067127,0.0214715,0.00956377,0.0135074,0.034549,0.0075506,0.0110541,0.0188357,0.0122814,0.0460111,0.0248672,0.00392828,0.0111475,0,0,0,0,0
70,0.0036933,0.00296912,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444391,0.0105301,0.00947457,0.0082136,0,0,0.0609345,0.0275336,0.0323181,0.0516707,0.0337376,0.0578552,0.0187826,0.00848779,0.0124818,0.0162509,0.0196651,0.0165997,0.0440337,0.0128227,0.0146835,0.00434787,0.0113545,0.0689118,0.0579876,0.0170804,0.0147301,0.00692264,0.0238408,0.00551306,0.0111259,0.0089277,0,0,0.0234028,0,0.0188195,0.0102172,0.0705375,0.0099446,0.00770814,0.0207867,0.00581984,0.0288846,0.00958889,0.0670328,0.0208349,0.00898278,0.0128782,0.0340318,0.00697742,0.010513,0,0.0148556,0.0315833,0.0210553,0.00478259,0.00911958,0,0,0,0,0
