Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,,LTHIP,LTIBI
36,0.0358254,0.0528535,0,0,0,0,0,0,0.0291183,0.0260637,0.0136451,0.00210048,0,0,0.0338628,0,0.0457716,0.0150588,0.0453596,0,0.00752,0.0131187,0.00271044,0.0402042,0.0082552,0.0246338,0.0138984,0.0135419,0.0118971,0.0246816,0.0232541,0.0325324,0.0417255,0.00716076,0.0206883,0.0254567,0.0489696,0.00504931,0.0629797,0,0,0.00870606,0,0.0311105,0.01265,0.0298552,0.0674102,0.0191374,0.0176557,0.00518469,0.0892536,0.012617,0.02046,0.011358,0.0149629,0.0331621,0.0257294,0.0302288,0.0456336,0.00626337,0.048389,0.0103247,0.00916419,0.065251,0.0327108,0,0,0,0,0,0,0,0,0,0
37,0.0407859,0.0604944,0,0,0,0,0,0,0.0323214,0.0260268,0.0094143,0.0022004,0,0,0.0331635,0,0.0460041,0.0134039,0.0453842,0.0121695,0.00747343,0.0116261,0.00320306,0.0403338,0.00806442,0.0252124,0.0128296,0.0135113,0,0.0236169,0.0202368,0.0327592,0.0417574,0.00677949,0.0286068,0.0251199,0.0593516,0.00499765,0.0739193,0,0,0.00596559,0,0.031102,0.0109483,0.0299666,0,0.0199842,0.0199924,0.00587511,0.104492,0.0136593,0.0207572,0.0123298,0.0176064,0.0381163,0.0300549,0.0362015,0.0532574,0.00304678,0.0561592,0.0105427,0.00906313,0.0746535,0.0386525,0,0,0,0,0,0,0,0,0,0
38,0.0427902,0.0663365,0,0,0,0,0,0,0.0300277,0.0263405,0.0127267,0.00209473,0,0,0.0329763,0,0.0461103,0.0136621,0.0452714,0,0.00716547,0.0121941,0.0034522,0.042519,0.00870731,0.0241342,0.0141098,0.0133308,0,0.0241465,0.0229136,0.0338449,0.0417253,0.00645958,0.0289353,0.0248333,0.0589222,0.00504489,0.0801387,0,0,0.00867668,0,0.0311251,0.00966459,0.0299989,0,0.0202013,0.019887,0.00629145,0.113665,0.0136156,0.0208771,0.0121212,0.0173473,0.0378712,0.0300494,0.0359641,0.0529052,0.00317822,0.0609093,0.0111813,0.00868766,0.0815605,0.041276,0,0,0,0,0,0,0,0,0,0
39,0.0411108,0.0676128,0,0,0,0,0,0,0.0318545,0.0266622,0.00957762,0.00208043,0,0,0.033416,0,0.0461672,0.0129668,0.0453226,0.0120642,0.00718875,0.010316,0.00351726,0.0447052,0.00835036,0.0246334,0.0135224,0.0132243,0,0.0233252,0.0205371,0.035071,0.0416907,0.00638131,0.029051,0.0248311,0.0584702,0.00493022,0.0791169,0,0,0.0104715,0,0.0310078,0.0093538,0.0300005,0,0.0202187,0.0195463,0.00646918,0.11302,0.0134832,0.0208012,0.0119389,0.0171531,0.0375699,0.0299695,0.0355872,0.0524309,0.00344381,0.0604406,0.0110556,0.00831849,0.0828668,0.0396944,0,0,0,0,0,0,0,0,0,0
40,0.0357493,0.0708577,0,0,0,0,0,0,0.0317665,0.0270074,0.00969485,0.0028991,0,0,0.0347159,0,0.046018,0.0136344,0.0445855,0.0123769,0.00584296,0.0111777,0.00202527,0.0516652,0.00807247,0.0245347,0.0141221,0.0123273,0,0.022539,0.0227535,0.0382189,0.0417315,0.00663293,0.0156516,0.0248444,0.0126469,0.00541174,0.075271,0,0,0.0161473,0,0.0309427,0.0109617,0.033327,0,0.0188389,0.00951952,0.00278494,0.11058,0.011092,0.0237972,0.00999744,0.00936435,0.0103317,0.0180155,0.0110258,0.0102845,0.0164712,0.0594987,0.0107572,0.00709518,0.0860438,0.0348318,0,0,0,0,0,0,0,0,0,0
41,0.018716,0.0144085,0,0,0,0,0,0,0.0297379,0.0276326,0.0125958,0.00191738,0,0,0.0458866,0,0.0445028,0.0182278,0.0447542,0,0.00617466,0.0122745,0.00438798,0.0407007,0.00878988,0.0235372,0.0144834,0.0132594,0,0.0240367,0.0234852,0.0377673,0.0418508,0.00847976,0.0287737,0.0261632,0.0575237,0.00398199,0.0153325,0,0,0.00885379,0,0.0293853,0.00461972,0.030578,0,0.0220973,0.0185257,0.00831886,0.0159772,0.0124525,0.020003,0.011565,0.0166607,0.0365484,0.0296625,0.0348378,0.0512171,0.00409949,0.00802903,0.00466738,0.00432744,0.0150996,0.0139928,0,0,0,0,0,0,0,0,0,0
42,0.0165684,0.0257492,0,0,0,0,0,0,0.0322303,0.0264325,0.00948121,0.000871355,0,0,0.0443091,0,0.0445268,0.014068,0.0438143,0.0125246,0.00437649,0.0120847,0.00370641,0.0277766,0.00777314,0.0243267,0.0129298,0.013896,0,0.0239223,0.0217354,0.0299362,0.0409965,0.0078635,0.0282465,0.0249169,0.0564676,0.00227844,0.0391729,0,0,0.0150359,0,0.0303921,0.00868587,0.0310263,0,0.023198,0.0181143,0.00662992,0.0677447,0.0117051,0.0198928,0.0114527,0.0158163,0.0355366,0.0297136,0.0342502,0.0497751,0.00544358,0.03908,0.0018989,0.00333347,0.03022,0.0252041,0,0,0,0,0,0,0,0,0,0
43,0.00423248,0.0370657,0,0,0,0,0,0,0.0317117,0.024719,0.0097607,0.00288453,0,0,0.0401182,0,0.0452758,0.00770633,0.0438887,0.0125469,0.00372205,0.0135625,0.00267327,0.0173256,0.00798177,0.0242572,0.0140311,0.0124434,0,0.0225211,0.0227505,0.0254708,0.0402757,0.0068943,0.0144241,0.0264937,0.0117967,0.00487089,0.0339362,0,0,0.00598576,0,0.0287379,0.00205461,0.0341703,0,0.0214237,0.00901423,0.00250854,0.0750235,0.0102224,0.022093,0.00899586,0.0090874,0.00964819,0.0182798,0.0104337,0.00958128,0.013672,0.0413219,0.0035098,0.00441194,0.039355,0.0133247,0,0,0,0,0,0,0,0,0,0
44,0.00411268,0.0374599,0,0,0,0,0,0,0.0316106,0.0246029,0.00990066,0.00308525,0,0,0.040453,0,0.0452284,0.00806298,0.0439277,0.0124806,0.00361022,0.0126517,0.00252948,0.0174902,0.0079533,0.0244184,0.0142163,0.0123501,0,0.022276,0.0224845,0.0260608,0.0403679,0.00699993,0.0141143,0.0266649,0.0117131,0.00479103,0.0345684,0,0,0.00704919,0,0.028521,0.00226083,0.0343728,0,0.0216481,0.00922531,0.00292536,0.0758877,0.0101058,0.0217361,0.00855061,0.0090657,0.00937332,0.0183447,0.0101181,0.00931138,0.0131738,0.0419099,0.00353473,0.00445479,0.0398005,0.0134954,0,0,0,0,0,0,0,0,0,0
45,0.00544926,0.0375803,0,0,0,0,0,0,0.0312318,0.0244364,0.0097436,0.00128855,0,0,0.0408513,0,0.0452589,0.00813682,0.0446129,0.0121187,0.00482804,0.0130011,0.00329093,0.016712,0.00806764,0.024464,0.013978,0.0130966,0,0.0229679,0.0201043,0.0261933,0.0404945,0.00683755,0.027993,0.0266666,0.0541478,0.00353599,0.0340238,0,0,0.00725249,0,0.0283822,0.00194601,0.0313007,0,0.0229617,0.0176028,0.00773741,0.0759191,0.0111176,0.0198151,0.0106391,0.0150475,0.0339945,0.0300366,0.033199,0.0473259,0.00769659,0.042114,0.00341343,0.00444429,0.040196,0.0133558,0,0,0,0,0,0,0,0,0,0
46,0.00473189,0.0365264,0,0,0,0,0,0,0.0292029,0.0251518,0.0132017,0.00255539,0,0,0.0429559,0,0.0448051,0.0102797,0.044075,0,0.00348978,0.015932,0.00168346,0.0190608,0.00803534,0.0236847,0.0154923,0.0121585,0,0.0228427,0.0243234,0,0.0403413,0.00637016,0.0113546,0.0267798,0.0113309,0.00467621,0.0347475,0,0,0.0081253,0,0.0281583,0.0022651,0.0346255,0.0138441,0.0221371,0.0100167,0.00437574,0.0755495,0.0097427,0.0207045,0.00762813,0.0086638,0.00926535,0.0183727,0.00963588,0.00924677,0.011222,0.042108,0.00365381,0.00477788,0.0394528,0.0144487,0,0,0,0,0,0,0,0,0,0
47,0.00405592,0.0388714,0,0,0,0,0,0,0.0315144,0.024661,0.00995144,0.00280836,0,0,0.0417773,0,0.0452533,0.00887748,0.0443244,0.0129401,0.00356141,0.0148544,0.00175211,0.0170863,0.00745122,0.0244075,0.014882,0.0121689,0,0.0220469,0.0207542,0.0273986,0.0405035,0.00695691,0.0110967,0.0270194,0.0112256,0.00469217,0.0362539,0,0,0.00968373,0,0.0279563,0.00317968,0.03462,0.0134743,0.0221137,0.0100532,0.00429283,0.0784829,0.00960067,0.0203316,0.00734486,0.00854657,0.00897535,0.0184227,0.00931825,0.0089483,0.0108056,0.0439093,0.0035907,0.00469,0.0416113,0.0137857,0,0,0,0,0,0,0,0,0,0
48,0.0225437,0.0200384,0,0,0,0,0,0,0.0305006,0.0268775,0.0105234,0.00146524,0,0,0.0510931,0,0.0439934,0.0185553,0.0441442,0.0127215,0.00527105,0.0152952,0.00478501,0.0339899,0,0.0234376,0.0157094,0.0133733,0,0.0229313,0.0200034,0.0354052,0.0418065,0.00803097,0.0218453,0.024987,0.0427066,0.00342847,0.0378607,0,0,0.0112377,0,0.0288204,0.0064302,0.0321193,0.0603154,0.0238627,0.0150223,0.00980753,0.062497,0.00906727,0.0184672,0.00873135,0.0118835,0.0277955,0.0268433,0.0268716,0.0382571,0.00814713,0.0370644,0.0048846,0.00762791,0.0260783,0.0278991,0,0,0,0,0,0,0,0,0,0
49,0.00447034,0.0400467,0,0,0,0,0,0,0.0310454,0.0248728,0.0099708,0.00297778,0,0,0.0424232,0,0.0450448,0.00877449,0.0442705,0.0119214,0.0036792,0.0147489,0.0012454,0.0177442,0.00758897,0.0241199,0.0153138,0.0119206,0,0.0218348,0.0204545,0.0276978,0.0406719,0.00683602,0.00980135,0.0272814,0.0107655,0.00468971,0.0378793,0,0,0.0104082,0,0.027699,0.00348936,0.0349896,0.0130903,0.0227992,0.0101377,0.00555406,0.0806892,0.00934745,0.0195443,0.00678386,0.00843363,0.00840869,0.0187692,0.00870526,0.00837533,0.00859117,0.0455829,0.00383185,0.00494664,0.0430381,0.0145461,0,0,0,0,0,0,0,0,0,0
50,0.0046267,0.0404911,0,0,0,0,0,0,0.0311914,0.0254204,0.00999734,0.00305862,0,0,0.0421395,0,0.0448606,0.00832096,0.0443569,0.0117577,0.00364761,0.0150576,0.00124588,0.0177565,0.00774011,0.0239722,0.0156529,0.0118084,0,0.0216636,0.0201789,0.0274559,0.0408837,0.00657244,0.00955456,0.0275472,0.0104676,0.00471345,0.038396,0,0,0.0114602,0,0.0275819,0.00407294,0.0350108,0.012544,0.0230004,0.0102688,0.00586854,0.0814026,0.00927323,0.0193076,0.00664219,0.00837565,0.00819553,0.0189991,0.00840964,0.00811117,0.00797006,0.0461977,0.00383556,0.00491985,0.043458,0.0145496,0,0,0,0,0,0,0,0,0,0
51,0.00416065,0.0413028,0,0,0,0,0,0,0.0128927,0.0254301,0.0279564,0.00191374,0,0,0.0424939,0,0.044778,0.00850838,0.0439016,0.0321316,0.00257289,0.00911561,0.00158955,0.0180299,0,0.0311437,0.00988116,0.0214951,0,0,0.0292235,0.0275106,0.0409692,0.00667122,0.00965299,0.027801,0.00951107,0.00407328,0.0403092,0,0,0.0125629,0,0.0273221,0.00466236,0.0355565,0.0115314,0.0233065,0.012003,0.00734677,0.084046,0.0102081,0.0196011,0.00709399,0.00906078,0.00875066,0.0198572,0.00817429,0.00855923,0.00862603,0.0478291,0.00401692,0.00510381,0.0441436,0.0153872,0,0,0,0,0,0,0,0,0,0
52,0.0234813,0.0204055,0,0,0,0,0,0,0.0298711,0.0277865,0.00988023,0.00187264,0,0,0.0526187,0,0.043406,0.0185259,0.0445854,0.01163,0.00569163,0.0146957,0.00598515,0.0347521,0.00851107,0.0233548,0.0155453,0.0126236,0,0.0219989,0.0186531,0.0357855,0.0425586,0.00705488,0.0215714,0.0256858,0.0413255,0.00377624,0.0380355,0,0,0.0115516,0,0.0282277,0.00656708,0.0321949,0.0588068,0.0244898,0.0151572,0.0116742,0.0630677,0.00900075,0.0181974,0.00828699,0.0117786,0.0273326,0.0270357,0.0260646,0.0380569,0.00885692,0.0381444,0.00490552,0.0075106,0.0270483,0.028581,0,0,0,0,0,0,0,0,0,0
53,0.00481358,0.0417076,0,0,0,0,0,0,0.0293601,0.0256316,0.0102347,0.00293214,0,0,0.0437338,0,0.0446427,0.00955087,0.0447569,0.0119879,0.00353824,0.0157673,0.00161156,0.0182677,0.00858216,0.0235208,0.0163103,0.0116362,0,0.0209005,0.0199072,0.0287501,0.0412427,0.00633542,0.0091977,0.0277905,0.00857215,0.00427628,0.0395757,0,0,0.0132565,0,0.0270548,0.00485596,0.03498,0.0104332,0.0236516,0.0103346,0.00711993,0.0833233,0.00909495,0.0189745,0.00646508,0.00814515,0.00783569,0.0199587,0.00767398,0.00770969,0.00861999,0.0477274,0.00386826,0.0049739,0.0452186,0.0154364,0,0,0,0,0,0,0,0,0,0
54,0.00502839,0.0420046,0,0,0,0,0,0,0.0295787,0.0252318,0.0103012,0.00293952,0,0,0.0443429,0,0.0448414,0.0105888,0.0448933,0.0119699,0.00351012,0.015941,0.00180122,0.0184634,0.00863444,0.023592,0.0164928,0.0115501,0,0.0207746,0.0196723,0.0291799,0.0411446,0.00653416,0.00930467,0.0279909,0.00778902,0.00419913,0.0400142,0,0,0.0138827,0,0.0269778,0.00528262,0.0350269,0.00958197,0.0238848,0.0104318,0.00751782,0.0837499,0.00909666,0.0189746,0.0065085,0.00811272,0.00787327,0.0203426,0.00744513,0.00776083,0.00930754,0.0481873,0.00402049,0.00510788,0.0456431,0.0158114,0,0,0,0,0,0,0,0,0,0
55,0.00513645,0.0421471,0,0,0,0,0,0,0.0304143,0.0247095,0.0102383,0.00299457,0,0,0.0449709,0,0.0450937,0.0105567,0.044973,0.0118539,0.00345044,0.0161353,0.00202866,0.0186232,0.00862231,0.0235471,0.0165491,0.0114712,0,0.0207849,0.0194521,0.0296223,0.0409861,0.00682848,0.00940939,0.0281407,0.00698155,0.00418428,0.0405257,0,0,0.014483,0,0.0268548,0.0056277,0.0351366,0.00868557,0.0242144,0.0105434,0.0078938,0.0841045,0.00908795,0.0190023,0.00651808,0.00809352,0.00798367,0.0207531,0.00721188,0.00792092,0.00986159,0.0485689,0.00411759,0.00518478,0.0459446,0.0162486,0,0,0,0,0,0,0,0,0,0
56,0.00525137,0.0424427,0,0,0,0,0,0,0.0306466,0.0246106,0.010053,0.00305804,0,0,0.0454193,0,0.0451939,0.0103883,0.0451604,0.0117183,0.00348731,0.0164225,0.00231057,0.0186553,0.00870615,0.023464,0.0167515,0.0113009,0,0.0209035,0.0193099,0.0300805,0.0409723,0.00692546,0.0096953,0.0282691,0.00621263,0.00414839,0.0410791,0,0,0.015209,0,0.0267107,0.00599845,0.0351206,0.00791071,0.0244277,0.0106263,0.00832186,0.0846142,0.0090879,0.0190844,0.00653726,0.00804758,0.00817648,0.02112,0.00705608,0.00822077,0.0104754,0.0490183,0.00414195,0.0052002,0.0463941,0.0165803,0,0,0,0,0,0,0,0,0,0
57,0.00552026,0.0427023,0,0,0,0,0,0,0.030015,0.0246368,0.0101562,0.00313022,0,0,0.0455032,0,0.0452335,0.0104582,0.0453343,0.0117234,0.00349811,0.0167232,0.00253578,0.0186521,0.00887037,0.0233799,0.017047,0.0111363,0,0.0208398,0.0196059,0.0302468,0.0410016,0.00687324,0.0101914,0.0284154,0.00559611,0.00416514,0.0416537,0,0,0.0160385,0,0.0265711,0.00649913,0.0350199,0.00729548,0.0245015,0.0106905,0.0086012,0.0851137,0.00907677,0.0192236,0.00656983,0.00802115,0.00839246,0.0214181,0.00695211,0.00853159,0.010997,0.049473,0.00420605,0.00524977,0.0468115,0.0169572,0,0,0,0,0,0,0,0,0,0
58,0.00568591,0.0429242,0,0,0,0,0,0,0.012606,0.0245699,0.0272421,0.0013767,0,0,0.0457706,0,0.0452378,0.0106365,0.0447057,0.0305067,0.00248747,0.00906121,0.00310284,0.0187734,0.00380245,0.0316818,0.00932547,0.0212822,0,0,0.0290713,0.0302914,0.0410256,0.0067767,0.0106049,0.028635,0.00450894,0.00318611,0.0431485,0,0,0.0171799,0,0.0263294,0.00729747,0.0356994,0.0078621,0.024859,0.0121582,0.0102315,0.0869938,0.00993256,0.019623,0.00715998,0.00887023,0.00955296,0.0223073,0.00716445,0.00980281,0.0123546,0.0507899,0.00442159,0.00549057,0.0469702,0.0180487,0,0,0,0,0,0,0,0,0,0
59,0.00620848,0.0417627,0,0,0,0,0,0,0.0308965,0.0243758,0.00965313,0.00146205,0,0,0.0467245,0,0.0451295,0.0108884,0.0453589,0.0112007,0.00472311,0.0157736,0.00592715,0.0182861,0.00898022,0.0230999,0.0168302,0.0117383,0,0.0213782,0.0184558,0.0303286,0.0412067,0.00645301,0.0175103,0.0285565,0.0411885,0.00370712,0.0399686,0,0,0.0169851,0,0.0264054,0.00727942,0.0322467,0.0615707,0.0248908,0.0154038,0.0119054,0.0832547,0.00981677,0.018908,0.00798203,0.0122309,0.0281823,0.0275702,0.0252843,0.0396243,0.0063024,0.04909,0.00416408,0.00540331,0.0463814,0.0170817,0,0,0,0,0,0,0,0,0,0
60,0.0255295,0.0239238,0,0,0,0,0,0,0.0306624,0.0262646,0.00954748,0.000999674,0,0,0.0552966,0,0.0441026,0.0188479,0.0448989,0.011129,0.00533151,0.0158984,0.00750508,0.0341595,0.00894436,0.0227768,0.0168474,0.0119449,0,0.0216505,0.0186611,0.0369386,0.0422694,0.00628291,0.0172914,0.0268091,0.0408983,0.00329666,0.0419857,0,0,0.0146335,0,0.0272098,0.00740829,0.0324904,0.0613913,0.0258335,0.0150241,0.0137576,0.0692608,0.00925545,0.0185139,0.0076981,0.0116482,0.0278644,0.0274491,0.0250199,0.0393909,0.00629713,0.0432204,0.00588566,0.00799767,0.0321054,0.0318174,0,0,0,0,0,0,0,0,0,0
61,0.00626315,0.0424203,0,0,0,0,0,0,0.0299553,0.0245055,0.00963014,0.00153631,0,0,0.0474197,0,0.0451726,0.0111947,0.0454841,0.0111699,0.0044638,0.0163197,0.00598728,0.0182017,0.00928338,0.0227333,0.0171915,0.0115602,0,0.0213209,0.019053,0.0309866,0.0413353,0.00649628,0.0164665,0.0290073,0.0407301,0.00384826,0.0408257,0,0,0.0182647,0,0.0261954,0.0079119,0.0320253,0.0614678,0.0250236,0.0154518,0.0118738,0.0843465,0.00991239,0.0189247,0.00774462,0.0121252,0.0281497,0.0278383,0.0249698,0.039692,0.00693242,0.0502261,0.00440193,0.0056261,0.0472886,0.0175546,0,0,0,0,0,0,0,0,0,0
62,0.00672999,0.0430411,0,0,0,0,0,0,0.0295934,0.024387,0.00971809,0.00171574,0,0,0.0468304,0,0.0454139,0.0111965,0.045508,0.0112803,0.00428884,0.0166395,0.00597853,0.0179107,0.00948973,0.0224296,0.017448,0.0114582,0,0.021151,0.019142,0.0310874,0.041233,0.00651771,0.0162413,0.0291573,0.0404457,0.0035955,0.0424215,0,0,0.0188031,0,0.0259569,0.00816078,0.0318888,0.06113,0.025147,0.0153729,0.0119105,0.0858796,0.00986365,0.0188562,0.00758203,0.0119635,0.0280195,0.0279688,0.0247693,0.0394831,0.00708987,0.0511943,0.00478168,0.00567163,0.0479138,0.0181393,0,0,0,0,0,0,0,0,0,0
63,0.00723478,0.0430388,0,0,0,0,0,0,0.0295998,0.0241888,0.00981648,0.00167629,0,0,0.0467568,0,0.0454911,0.0113593,0.0455015,0.0115071,0.00424716,0.0169172,0.00614136,0.0179791,0.00972398,0.0221108,0.0177422,0.011411,0,0.0210022,0.0190132,0.0312158,0.0412359,0.00638259,0.0161376,0.0292618,0.0401671,0.0031451,0.043135,0,0,0.0191149,0,0.0257913,0.00831589,0.0318985,0.0607407,0.0252688,0.0152836,0.012092,0.0863348,0.00971391,0.0187185,0.00745732,0.0117359,0.0278127,0.0281734,0.0245725,0.0391875,0.00703599,0.0516889,0.00517645,0.00573693,0.048096,0.0188064,0,0,0,0,0,0,0,0,0,0
64,0.00760643,0.042645,0,0,0,0,0,0,0.0297273,0.0240982,0.0100505,0.00158263,0,0,0.0469753,0,0.0455268,0.0113657,0.0455235,0.0116731,0.00422821,0.017274,0.00629697,0.0182333,0.00999079,0.0218989,0.0180962,0.0113885,0,0.0208895,0.0188911,0.0312792,0.0413484,0.00628476,0.015537,0.0293843,0.0398962,0.00318455,0.043144,0,0,0.0198641,0,0.0257147,0.0087689,0.0319224,0.0604065,0.0253753,0.015224,0.0122768,0.0858605,0.00949813,0.0185255,0.00726909,0.011558,0.0276128,0.0284103,0.0244404,0.0388834,0.00714766,0.0517848,0.00513828,0.00567187,0.0480151,0.0192004,0,0,0,0,0,0,0,0,0,0
65,0.00813351,0.0426017,0,0,0,0,0,0,0.0294642,0.0241736,0.0102601,0.00147572,0,0,0.0472124,0,0.0455993,0.0112445,0.0455709,0.0118381,0.00424481,0.0175276,0.00643352,0.0184504,0.0103809,0.0217803,0.0184646,0.0113463,0,0.0208175,0.0188888,0.0313588,0.0414661,0.00622421,0.0150753,0.0295039,0.0396486,0.00331404,0.0434948,0,0,0.0205741,0,0.0255964,0.00911887,0.0319903,0.0600984,0.0254377,0.0152231,0.0123925,0.0859125,0.00933698,0.0183339,0.00696782,0.0114592,0.0274685,0.0286385,0.0243357,0.0386025,0.00735598,0.052041,0.00504217,0.00563233,0.048366,0.0196901,0,0,0,0,0,0,0,0,0,0
66,0.00853033,0.0424931,0,0,0,0,0,0,0.0280564,0.0242219,0.0113146,0.0014919,0,0,0.0474757,0,0.045664,0.0113721,0.0456954,0.0129562,0.00428441,0.0171826,0.00656303,0.0186296,0.010557,0.0216643,0.0186801,0.0111649,0.0117753,0.0210358,0.019268,0.0316257,0.0415785,0.00613739,0.0145991,0.0296151,0.039419,0.00335797,0.043724,0,0,0.0213863,0,0.0254668,0.00948499,0.0320578,0.0598764,0.0255433,0.0152689,0.0125103,0.0858576,0.0092215,0.0181434,0.00668421,0.0113963,0.0273946,0.0288791,0.0242819,0.0384002,0.00750464,0.0521945,0.00482039,0.00556233,0.0486409,0.0201097,0,0,0,0,0,0,0,0,0,0
67,0.00897656,0.0422622,0,0,0,0,0,0,0.0277996,0.0242003,0.0114502,0.00156932,0,0,0.0478327,0,0.0457363,0.0116845,0.0457716,0.0130779,0.00433376,0.0166245,0.00669171,0.0187163,0.0106062,0.0214557,0.0189193,0.0111399,0.0116185,0.0209305,0.0193508,0.0319845,0.0416985,0.00605515,0.014263,0.0297224,0.039206,0.00333101,0.0439837,0,0,0.0223132,0,0.0253511,0.00985822,0.0321466,0.0596808,0.0256235,0.0153485,0.0126709,0.0858574,0.00910962,0.0179988,0.00641279,0.0113269,0.0273154,0.0291391,0.0242258,0.0382278,0.00760301,0.0524467,0.00428687,0.0053836,0.0488336,0.0206392,0,0,0,0,0,0,0,0,0,0
68,0.00952333,0.0420316,0,0,0,0,0,0,0.0277869,0.0242616,0.0115382,0.00169631,0,0,0.0481689,0,0.045813,0.0120085,0.0458128,0.0131302,0.00440772,0.0174282,0.00682748,0.0188068,0.010593,0.0213148,0.0191976,0.0110799,0.0115887,0.0208556,0.0195037,0.032138,0.0418378,0.00596192,0.0139538,0.0298101,0.0389588,0.00334309,0.0442865,0,0,0.0234246,0,0.0252457,0.0103423,0.0322164,0.0594154,0.0256666,0.0152686,0.0128115,0.0858845,0.0090065,0.0178747,0.00609255,0.0112985,0.0272243,0.0293478,0.0241164,0.0380593,0.00770232,0.0527962,0.00435221,0.00512089,0.0490787,0.0211977,0,0,0,0,0,0,0,0,0,0
69,0.0100356,0.041939,0,0,0,0,0,0,0.0280739,0.0244611,0.0116249,0.00176248,0,0,0.0484803,0,0.0459101,0.0123135,0.0458021,0.0131958,0.00445707,0.0175658,0.00688041,0.0189375,0.0106275,0.0211545,0.0196046,0.0111081,0.0116386,0.0207948,0.0195568,0.032353,0.0419975,0.00587354,0.0135916,0.0298973,0.0386377,0.00353398,0.0445376,0,0,0.0243458,0,0.0250982,0.0107903,0.0322549,0.0591178,0.0256717,0.0149487,0.0128463,0.0858962,0.00894886,0.0177649,0.00578112,0.0112728,0.0271446,0.0295094,0.023996,0.0379119,0.00785794,0.0531622,0.00481584,0.00502956,0.0493817,0.0216254,0,0,0,0,0,0,0,0,0,0
70,0.0104584,0.0419542,0,0,0,0,0,0,0.0280303,0.0244825,0.0117682,0.00185443,0,0,0.0487875,0,0.0459491,0.0124708,0.0456993,0.0133729,0.00447978,0.01666,0.00688172,0.0191116,0.0107882,0.0211109,0.0198742,0.0111988,0.0118438,0.0207242,0.0194934,0.0326821,0.0421591,0.0057179,0.0134001,0.0299987,0.0384555,0.00385531,0.0449387,0,0,0.0250597,0,0.0249293,0.0111186,0.0322502,0.0590148,0.0256613,0.0147516,0.012815,0.086082,0.00883901,0.0176196,0.00555506,0.0111134,0.0271432,0.029657,0.0240494,0.0379061,0.00801808,0.0535578,0.00489552,0.00508375,0.0497072,0.0220438,0,0,0,0,0,0,0,0,0,0
71,0.0108097,0.0421003,0,0,0,0,0,0,0.0276037,0.0244657,0.0121013,0.00180084,0,0,0.0489561,0,0.0460012,0.0124078,0.0453131,0.0137345,0.00452357,0.0166321,0.00693474,0.0193143,0.01103,0,0.0203137,0.0113335,0.0122791,0.0204667,0.0196205,0.0329357,0.0423404,0.0055487,0.0133747,0.0301146,0.0383962,0.00402046,0.0454785,0,0,0.0256365,0,0.0247516,0.0113503,0.0322696,0.0590391,0.02565,0.0147323,0.0128676,0.086484,0.00866147,0.0174144,0.00528925,0.0107416,0.0271928,0.0298089,0.0240392,0.037945,0.00807644,0.0540628,0.00494711,0.0051443,0.0501203,0.0225097,0,0,0,0,0,0,0,0,0,0
72,0.0115206,0.0419743,0,0,0,0,0,0,0.0261679,0.0244974,0.0134373,0.00224332,0,0,0.0491611,0,0.0461225,0.012514,0.0429903,0.0147254,0.00295382,0.0202276,0.00837849,0.0195336,0.0130471,0,0.0230388,0.0133566,0.0141127,0.0208523,0.0200821,0.0330747,0.0425408,0.00535023,0.0137145,0.0303105,0.0388713,0.00443002,0.0465916,0,0,0.0269155,0,0.0245108,0.0119952,0.0345189,0.0595324,0.0247168,0.0148979,0.0141868,0.0877281,0.00771557,0.0173072,0.00540338,0.0100159,0.027314,0.0304648,0.024301,0.0379046,0.00842211,0.0552212,0.00517266,0.00527147,0.0501212,0.0237465,0,0,0,0,0,0,0,0,0.0233164,0
73,0.0119752,0.0422387,0,0,0,0,0,0,0.0261904,0.0245062,0.0133503,0.00224958,0,0,0.0493105,0,0.0462803,0.0130857,0.0428396,0.0147256,0.00301242,0.0223467,0.00831442,0.0197773,0.0127925,0,0.023176,0.0134084,0.0141373,0.0208909,0.0203415,0.0332285,0.0427081,0.00517985,0.0137427,0.0304027,0.0386901,0.00470705,0.0471044,0,0,0.027606,0,0.0243078,0.0122568,0.034563,0.0592825,0.0246518,0.0148478,0.0140281,0.0882019,0.00747071,0.0170425,0.00509832,0.0097791,0.0272745,0.0304499,0.0242495,0.037789,0.00854432,0.0558267,0.00545285,0.00530462,0.0507533,0.0242351,0,0,0,0,0,0,0,0,0.0233111,0
