Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,
199,0.0375262,0,0,0,0,0,0,0,0.0234175,0.0255736,0.01922,0.0254731,0,0.0531743,0,0.0507415,0.0234629,0.0457104,0.0287236,0.0105145,0.0202257,0.0370671,0.0317943,0.0151825,0.0251026,0.0201605,0.0123255,0,0.0060591,0.0272264,0.0415037,0.0387887,0.0459218,0.00796621,0.0296382,0.0242139,0.0351835,0.025092,0.0524464,0,0,0.0354628,0,0.025456,0.033912,0.0360997,0.0408032,0.0255599,0.060177,0.0381657,0.0787056,0.0174961,0.0169323,0.0330234,0.0330132,0.032571,0.015118,0.0150525,0.0313857,0.0220783,0.0319229,0.0314213,0.0309115,0.0545712,0.0280848,0,0,0,0,0,0,0,0
200,0.0374417,0,0,0,0,0,0,0,0.0225162,0.0255288,0.0188208,0.0253623,0,0.053309,0,0.0505482,0.0234101,0.0458571,0.0281137,0.0100901,0.0201236,0.0373933,0.0318526,0.0146416,0.0255432,0.0198743,0.00666458,0,0.00576794,0.0271328,0.0406346,0.0385472,0.0457063,0.00770016,0.0297861,0.0243218,0.0351586,0.0251744,0.0521039,0,0,0.0353027,0,0.0255728,0.0336902,0.0361395,0.0405572,0.0254868,0.0602361,0.0384891,0.0787238,0.0175151,0.016939,0.0330421,0.0329855,0.0326021,0.0151333,0.0149165,0.0313466,0.0223444,0.0323523,0.0310273,0.0305646,0.0544417,0.028167,0,0,0,0,0,0,0,0
201,0.0372936,0,0,0,0,0,0,0,0.0206661,0.0254894,0.0196311,0.025822,0,0.0533997,0,0.0503999,0.0234295,0.0454846,0.0285833,0.0102639,0.0208753,0.0374776,0.0319026,0.0144533,0.0258953,0.0202343,0,0,0,0.0270756,0.0401495,0.0383957,0.0455391,0.00746721,0.0301474,0.0244583,0.0353767,0.0253375,0.0520951,0,0,0.0349826,0,0.0257023,0.0334418,0.0368991,0.0406853,0.0250495,0.0603343,0.0388454,0.0787904,0.0176128,0.017114,0.0331055,0.0328954,0.0326888,0.0153323,0.0149805,0.0312676,0.0228696,0.0327574,0.0305949,0.030073,0.0543809,0.0281529,0,0,0,0,0,0,0,0
202,0.0372311,0,0,0,0,0,0,0,0.0203105,0.0254022,0.0196107,0.0259197,0,0.0536637,0,0.0502219,0.0236257,0.0455196,0.0282066,0.00982516,0.020771,0.0378667,0.032164,0.0136582,0.026244,0.0198879,0,0,0,0.026961,0.0393236,0.0384829,0.0453721,0.00725938,0.0302784,0.0243565,0.0353626,0.0255087,0.0520731,0,0,0.0345831,0,0.02552,0.0328153,0.0370952,0.0405279,0.0248246,0.0605142,0.0393532,0.0788173,0.017665,0.0171007,0.0330369,0.032854,0.0327843,0.0154096,0.0149917,0.031179,0.0233059,0.0331926,0.0299276,0.0292204,0.0542988,0.0282461,0,0,0,0,0,0,0,0
203,0.037304,0,0,0,0,0,0,0,0.0219468,0.0252994,0.0183138,0.0249071,0,0.0538787,0,0.0500376,0.023708,0.0452765,0.0271057,0.00915755,0.0217288,0.0380606,0.0323118,0.0134415,0.0263864,0.020213,0.093914,0,0,0.0271039,0.0386742,0.0384675,0.0452222,0.0070713,0.0304631,0.0241881,0.0354741,0.0251478,0.0518194,0,0,0.0341124,0,0.0252626,0.0320556,0.0368866,0.0406136,0.0249595,0.0604253,0.0391305,0.078829,0.017358,0.0172478,0.0328693,0.0326127,0.0328736,0.0155779,0.0151752,0.0313526,0.0235577,0.033706,0.0291726,0.0285205,0.0541524,0.0284238,0,0,0,0,0,0,0,0
204,0.0373021,0,0,0,0,0,0,0,0.0224694,0.0252577,0.0181422,0.0248322,0,0.0541524,0,0.0498252,0.0237948,0.0452671,0.0267256,0.00880607,0.0214544,0.0381568,0.0324727,0.012923,0.0263009,0.0197147,0.101015,0,0,0.0269549,0.0384556,0.0384728,0.0450069,0.00675974,0.0306008,0.0241316,0.0355124,0.0251643,0.051267,0,0,0.0336241,0,0.0251733,0.0314229,0.0369274,0.0405694,0.02489,0.0604586,0.0392417,0.0787868,0.0173503,0.0172754,0.0328323,0.0325551,0.0328744,0.0156715,0.0152247,0.0312814,0.0238599,0.0341763,0.0285137,0.0281147,0.0540017,0.0284871,0,0,0,0,0,0,0,0
205,0.0354888,0.0536958,0,0,0,0,0,0,0.0219952,0.0252083,0.0178588,0.0246682,0,0.0537957,0,0.0496267,0.0236507,0.045353,0.0263178,0.00842585,0.0208812,0.0377064,0.0316431,0.0123319,0.0262748,0.019031,0.0991236,0,0,0.0268735,0.0378063,0.038603,0.0447668,0.00659897,0.0305932,0.0243007,0.0354922,0.0250004,0.0491764,0,0,0.0327765,0,0.0252493,0.0306439,0.0368461,0.0404682,0.02476,0.0605174,0.0389149,0.0767071,0.0173202,0.0172687,0.0328093,0.0325118,0.0329414,0.0157227,0.0151466,0.0312623,0.0240277,0.0335654,0.0279914,0.0276014,0.0523122,0.0272382,0,0,0,0,0,0,0,0
206,0.0350544,0.0525926,0,0,0,0,0,0,0.0221306,0.0251352,0.017604,0.0244811,0,0.0535557,0,0.0495404,0.0235668,0.0453242,0.0259379,0.00825651,0.0204366,0.0373073,0.0314973,0.0119702,0.0276289,0.0184502,0.0977813,0,0,0.0268417,0.0373795,0.03852,0.0445312,0.00639454,0.0306785,0.0243334,0.0355586,0.0248516,0.0486976,0,0,0.0324574,0,0.0252539,0.0298263,0.036838,0.0405007,0.0247676,0.0605482,0.0385992,0.076192,0.0173099,0.0173232,0.0327509,0.032412,0.0329927,0.0157248,0.0150356,0.0312773,0.0241209,0.0336863,0.0273733,0.0270385,0.0517905,0.0269692,0,0,0,0,0,0,0,0
207,0.0350183,0.0525441,0,0,0,0,0,0,0.0229716,0.0250833,0.0175688,0.0243738,0,0.0537008,0,0.0493162,0.0234468,0.0453481,0.0256202,0.00813552,0.0203156,0.0371155,0.0315173,0.0117806,0.0278573,0.0181897,0.0978604,0,0,0.0268212,0.0373484,0.0385459,0.0442032,0.006237,0.0306356,0.0242672,0.0355932,0.0247779,0.0486157,0,0,0.0321343,0,0.0251135,0.0289741,0.0368368,0.0404691,0.02478,0.0605896,0.0384355,0.0759549,0.017333,0.0173717,0.0325621,0.0322632,0.0330264,0.0157395,0.015005,0.0312964,0.0241698,0.0339546,0.0266113,0.0262189,0.0515358,0.026859,0,0,0,0,0,0,0,0
208,0.0350527,0.0525415,0,0,0,0,0,0,0.0234425,0.0250219,0.017569,0.0243148,0,0.0540018,0,0.0490611,0.0233802,0.0454148,0.0257049,0.00809124,0.0204202,0.03688,0.0315076,0.0117124,0.0269995,0.0181813,0.0980797,0,0,0.0267745,0.0374198,0.0386516,0.0438785,0.00597057,0.0306445,0.0242659,0.035626,0.0247732,0.0484533,0,0,0.0319597,0,0.0250519,0.0286811,0.0368655,0.0404516,0.0247906,0.060554,0.038319,0.0758118,0.0173434,0.0173966,0.0322885,0.0322483,0.0330068,0.0157926,0.0150983,0.0312823,0.0242718,0.0342971,0.0258851,0.0254655,0.0513627,0.0267436,0,0,0,0,0,0,0,0
209,0.0350586,0.0524389,0,0,0,0,0,0,0.0234024,0.0249517,0.0176166,0.0242664,0,0.0542866,0,0.0487644,0.0233571,0.0455139,0.0258805,0.00813853,0.0207481,0.036655,0.03139,0.0117876,0.0276418,0.0183888,0.0982428,0,0,0.0267499,0.0375179,0.0388835,0.0435496,0.00571262,0.030734,0.0242436,0.0357347,0.0246963,0.0482584,0,0,0.0318334,0,0.0249815,0.0285791,0.0368917,0.0404575,0.0247852,0.0603232,0.0381828,0.07554,0.0172845,0.0174198,0.0320799,0.0319056,0.0328597,0.0158967,0.015142,0.0312006,0.0244638,0.0345677,0.025226,0.0251292,0.051168,0.0267336,0,0,0,0,0,0,0,0
210,0.0350426,0.0522807,0,0,0,0,0,0,0.0228531,0.0249125,0.0177096,0.0241629,0,0.0544414,0,0.0485415,0.0233764,0.0456243,0.0260587,0.00821857,0.0209512,0.03654,0.0312056,0.011834,0.0275932,0.0185412,0.0987413,0,0,0.0268742,0.0372879,0.0391855,0.0433981,0.00539893,0.030915,0.0243425,0.0359172,0.0245593,0.0480392,0,0,0.031536,0,0.0250325,0.0280402,0.0368395,0.0404422,0.0248062,0.0598578,0.0380497,0.0751127,0.0171045,0.0174703,0.0318656,0.0315082,0.032574,0.0160869,0.0148235,0.030984,0.0247149,0.0348105,0.0244142,0.0246541,0.0509407,0.0267886,0,0,0,0,0,0,0,0
211,0.0350278,0.0521357,0,0,0,0,0,0,0.0219156,0.02486,0.0178177,0.0240711,0,0.0545892,0,0.0483315,0.0234396,0.0457313,0.0262268,0.00837763,0.0211839,0.0364664,0.0310646,0.011946,0.0261718,0.0187117,0.0993218,0,0,0.0269981,0.0370808,0.039206,0.0432703,0.00501702,0.0309747,0.0244258,0.0360428,0.0244845,0.0477846,0,0,0.0310168,0,0.02506,0.0271511,0.0367676,0.0405363,0.0248601,0.0595676,0.037957,0.0746661,0.0169711,0.0174985,0.0316981,0.0313088,0.0324194,0.0161737,0.0146817,0.0308997,0.0248498,0.0350723,0.0234514,0.0239063,0.0507074,0.0269316,0,0,0,0,0,0,0,0
212,0.0350281,0.052021,0,0,0,0,0,0,0.021377,0.0247999,0.0181226,0.0240824,0,0.0546807,0,0.048105,0.0233185,0.0458689,0.0265868,0.00867628,0.0214516,0.0362824,0.0309377,0.012139,0.0257736,0.0189198,0.0949594,0,0,0.0271396,0.0369974,0.0392095,0.0431043,0.00460174,0.0309723,0.0244108,0.0361274,0.0244814,0.0474522,0,0,0.030466,0,0.0249666,0.0261565,0.0367021,0.040741,0.0249697,0.0595176,0.0377952,0.0743563,0.0169379,0.0175071,0.0314979,0.0312129,0.0324231,0.0161666,0.0147321,0.0309452,0.0247332,0.0354214,0.0223148,0.0229381,0.0504344,0.0269765,0,0,0,0,0,0,0,0
213,0.0350068,0.0519541,0,0,0,0,0,0,0.0198117,0.0247427,0.0197089,0.0252373,0,0.0549228,0,0.0478163,0.0232658,0.0461804,0.0278899,0.00940423,0.0210658,0.0360612,0.030925,0.0122154,0.026956,0.0188039,0,0,0,0.0268707,0.0379257,0.0391941,0.0429099,0.00425277,0.0309564,0.0244026,0.0361377,0.0249809,0.0469906,0,0,0.029872,0,0.0249065,0.0251063,0.0369844,0.0407214,0.0248296,0.0597238,0.0381094,0.0741067,0.0172605,0.0173706,0.0314628,0.0313459,0.0324138,0.0160389,0.0147295,0.0307919,0.024685,0.0358576,0.0211815,0.0222166,0.0501987,0.02689,0,0,0,0,0,0,0,0
214,0.0374419,0,0,0,0,0,0,0,0.0199084,0.0247481,0.0201138,0.0254792,0,0.0563038,0,0.0473947,0.0237602,0.0461274,0.0284844,0.00986108,0.0217564,0.0365349,0.0322781,0.0127875,0.0274198,0.0193797,0,0,0,0.0269465,0.038961,0.0393725,0.0427731,0.00388662,0.0307992,0.0243781,0.0361663,0.0251923,0.0488889,0,0,0.0295801,0,0.0249329,0.0241534,0.0369518,0.0407512,0.0250709,0.059687,0.0384866,0.0763907,0.0173055,0.0173618,0.0314792,0.0314016,0.0324076,0.0159646,0.0147645,0.0308103,0.0245256,0.0376223,0.0201128,0.0216109,0.0520509,0.0287589,0,0,0,0,0,0,0,0
215,0.0352745,0.0519379,0,0,0,0,0,0,0.0206336,0.0246458,0.0201911,0.0249743,0,0.0558969,0,0.047111,0.0233029,0.0465691,0.0287255,0.00991357,0.0222015,0.0357755,0.031168,0.0133597,0.0270918,0.0198495,0,0,0.00602372,0.0269573,0.0403366,0.0393541,0.0425019,0.00358031,0.0305384,0.0245352,0.0358319,0.0248747,0.0464323,0,0,0.028411,0,0.024962,0.0227394,0.0361633,0.0405093,0.0255023,0.0595536,0.0374709,0.073804,0.0171466,0.0172328,0.0314505,0.0315256,0.0323791,0.0157925,0.0151196,0.0309297,0.0241187,0.0369159,0.0190381,0.0203486,0.0499696,0.0271605,0,0,0,0,0,0,0,0
216,0.034936,0.0512834,0,0,0,0,0,0,0.0209763,0.0246323,0.0201755,0.0247025,0,0.0560356,0,0.0468768,0.0234313,0.0463829,0.028946,0.0102568,0.0221945,0.0349819,0.030873,0.0140194,0.0274292,0.0200899,0,0,0.00620897,0.0270156,0.0410915,0.0391439,0.0423757,0.00309547,0.0304782,0.0246551,0.0356292,0.0245627,0.0455784,0,0,0.0276776,0,0.02505,0.0219457,0.0360562,0.0406208,0.0257384,0.0592912,0.0365975,0.0731069,0.0170372,0.0173149,0.0314575,0.031716,0.0323038,0.0157988,0.016323,0.0310247,0.0239543,0.0372062,0.0180127,0.0195672,0.0493374,0.0269482,0,0,0,0,0,0,0,0
217,0.0349377,0.0511026,0,0,0,0,0,0,0.0219638,0.0246103,0.0195696,0.0245847,0,0.0565974,0,0.0465693,0.0239209,0.0461181,0.0286053,0.0103929,0.0214306,0.0345518,0.0308567,0.0143949,0.0276361,0.0199554,0.00854942,0,0.00655678,0.0269583,0.0407652,0.0391134,0.042095,0.00271995,0.0304512,0.0246166,0.0355766,0.0244006,0.0450787,0,0,0.0267759,0,0.0249398,0.0209181,0.0360675,0.0407704,0.0258527,0.0591246,0.0360816,0.0729605,0.0170074,0.0173887,0.0315355,0.0317828,0.0323112,0.0157972,0.0167111,0.0310936,0.0238717,0.0378315,0.0169567,0.0187354,0.0491364,0.0270373,0,0,0,0,0,0,0,0
218,0.0350498,0.0511896,0,0,0,0,0,0,0.0220845,0.0246279,0.0195758,0.0245649,0,0.0574074,0,0.0462443,0.0242165,0.0457967,0.0288087,0.0102092,0.0213494,0.0342703,0.0309331,0.0148066,0.0268913,0.0201368,0.0119714,0,0.00643491,0.0269611,0.0408977,0.039243,0.0417727,0.00235148,0.0304024,0.0246432,0.0355938,0.0243883,0.0449264,0,0,0.0257355,0,0.0248924,0.0197779,0.0361676,0.0409025,0.0259447,0.0590416,0.0356897,0.0730363,0.0170324,0.0174551,0.0316289,0.0318043,0.0323267,0.0157977,0.0165522,0.0311448,0.0238023,0.0385485,0.0159787,0.017684,0.0491214,0.0272503,0,0,0,0,0,0,0,0
219,0.0352155,0.0513171,0,0,0,0,0,0,0.0219636,0.0245991,0.0195238,0.0244438,0,0.0581712,0,0.0457569,0.0242854,0.0455946,0.0288237,0.010121,0.0212608,0.0340439,0.0308804,0.0149153,0.0258959,0.0201456,0.0113585,0,0.00629491,0.0270072,0.0407231,0.0396339,0.0415316,0.00203644,0.0304725,0.0248084,0.0355808,0.0243249,0.0450043,0,0,0.0245849,0,0.0249982,0.0185551,0.0362327,0.0409037,0.0260183,0.0589808,0.0353912,0.0732107,0.0170564,0.0175282,0.0316992,0.0317864,0.0323714,0.0158182,0.0163667,0.031152,0.0237641,0.0391838,0.0150911,0.0166881,0.0491181,0.0273492,0,0,0,0,0,0,0,0
220,0.0355214,0.0514751,0,0,0,0,0,0,0.0216637,0.0245358,0.0195474,0.0242074,0,0.0587586,0,0.0451643,0.0242775,0.0455632,0.028986,0.0101586,0.0210403,0.0338238,0.0307598,0.0147813,0.0260875,0.0200031,0.0108123,0,0.00657309,0.0270647,0.0403936,0.0398453,0.0412454,0.00159482,0.0305506,0.024931,0.0355891,0.0242375,0.0452729,0,0,0.0234109,0,0.0250614,0.0173294,0.0362723,0.0409097,0.026111,0.0589526,0.0351529,0.0735804,0.017055,0.0175794,0.0317615,0.0316597,0.0324353,0.0158574,0.0162901,0.0311509,0.0237305,0.0398399,0.0142906,0.0158579,0.0491309,0.0275347,0,0,0,0,0,0,0,0
221,0.0358429,0.0516335,0,0,0,0,0,0,0.0212158,0.0245156,0.0196421,0.0240653,0,0.059016,0,0.0446321,0.0245771,0.0456266,0.0292064,0.0100617,0.0209005,0.0336619,0.030736,0.0146129,0.0270753,0.0199442,0.0107816,0,0.00637552,0.026969,0.039885,0.0397377,0.0408945,0.0012236,0.0305509,0.0248223,0.0356475,0.0241911,0.0457658,0,0,0.0223292,0,0.0248936,0.0161395,0.0363315,0.0409411,0.0261528,0.0590082,0.0349827,0.0740671,0.0170543,0.0176077,0.0318141,0.0315349,0.0325214,0.015905,0.0162593,0.0311592,0.0238298,0.0406289,0.0136833,0.0152865,0.0491537,0.0277601,0,0,0,0,0,0,0,0
222,0.0387859,0,0,0,0,0,0,0,0.0207352,0.0244795,0.0197503,0.0242972,0,0.0598667,0,0.0443179,0.0255538,0.0456804,0.0291799,0.00996817,0.0208176,0.034337,0.0321222,0.014319,0.0275873,0.0198535,0.011014,0,0,0.0270171,0.0390569,0.0397974,0.0406146,0.00135159,0.0305378,0.0245763,0.0356845,0.0245021,0.0491092,0,0,0.0219629,0,0.0246932,0.0152431,0.0364767,0.0408485,0.0262341,0.0591224,0.0356202,0.0778011,0.0171266,0.0175865,0.0318666,0.0315248,0.0325635,0.015925,0.0162608,0.0311274,0.0239998,0.043078,0.0133614,0.0148733,0.051471,0.0300308,0,0,0,0,0,0,0,0
223,0.0392225,0,0,0,0,0,0,0,0.0202394,0.0243954,0.020024,0.0243602,0,0.0601859,0,0.0443861,0.0261129,0.0458894,0.0286838,0.00981665,0.0206298,0.0343314,0.0323657,0.0139017,0.0274205,0.0196371,0.0109189,0,0.00665912,0.0269199,0.038663,0.040189,0.0403943,0.00158268,0.0305722,0.0246567,0.0357025,0.024711,0.0496919,0,0,0.0211216,0,0.0247199,0.014471,0.0364936,0.0407509,0.0262841,0.0592615,0.0356654,0.0783094,0.0170937,0.017561,0.0318866,0.0315141,0.0325711,0.0159865,0.0162788,0.0311403,0.0241194,0.0436746,0.0133297,0.0146501,0.0515469,0.0303473,0,0,0,0,0,0,0,0
224,0.0396015,0,0,0,0,0,0,0,0.0196053,0.0243266,0.0202249,0.0244581,0,0.0607246,0,0.0444632,0.0260402,0.0460699,0.0289086,0.00966572,0.0211837,0.0343929,0.0324962,0.0136146,0.0268239,0.019891,0,0,0.0062229,0.0268067,0.0385508,0.0407278,0.0403259,0.00159774,0.0307226,0.0248196,0.0356793,0.0248245,0.0503144,0,0,0.0204578,0,0.0248589,0.0140602,0.0365131,0.0403455,0.0262479,0.0593946,0.0358311,0.0790485,0.0170734,0.0175127,0.0319084,0.0315009,0.0326112,0.0160409,0.0162512,0.0311178,0.0243246,0.0442144,0.0133799,0.0145245,0.051762,0.0306517,0,0,0,0,0,0,0,0
225,0.0398786,0,0,0,0,0,0,0,0.0194514,0.0243701,0.0197889,0.0245769,0,0.0611518,0,0.0442442,0.0255393,0.0461985,0.0286234,0.00958442,0.0209246,0.0345181,0.0323935,0.0131364,0.0276812,0.0196041,0.0110312,0,0.00627183,0.0266369,0.0375625,0.0411496,0.0403673,0.00149307,0.0307853,0.0248712,0.0356621,0.024809,0.0510703,0,0,0.0199143,0,0.0249167,0.0136086,0.0365768,0.0400238,0.0261357,0.0594546,0.0360298,0.0798529,0.0171141,0.017454,0.0319399,0.0314855,0.0326489,0.0160394,0.0162017,0.0310644,0.0245579,0.0447573,0.0133417,0.0142525,0.0520615,0.0309176,0,0,0,0,0,0,0,0
226,0.0401809,0,0,0,0,0,0,0,0.0189812,0.0244658,0.0198583,0.0246336,0,0.0613154,0,0.0440372,0.0253751,0.0462751,0.0286273,0.00949631,0.0207674,0.0346365,0.0321526,0.0127612,0.0279143,0.0193937,0.0111085,0,0.00685207,0.0266795,0.0369158,0.0413858,0.0403144,0.00154409,0.0307574,0.024881,0.0355437,0.024771,0.0519177,0,0,0.0194675,0,0.0249432,0.0129928,0.036626,0.0397485,0.026046,0.059467,0.0361383,0.0805659,0.0171699,0.0173913,0.0319563,0.031477,0.0326802,0.0160113,0.016153,0.0310312,0.024772,0.0452885,0.0132872,0.0138377,0.0523564,0.03118,0,0,0,0,0,0,0,0
227,0.0405873,0,0,0,0,0,0,0,0.0186343,0.024372,0.0199087,0.0246646,0,0.0614813,0,0.0440515,0.0256728,0.0463511,0.0284691,0.00945601,0.0207323,0.0346937,0.0318452,0.0125303,0.0273959,0.0193087,0.0111643,0,0.00686043,0.0266211,0.0364745,0.0415203,0.04011,0.0017435,0.0306741,0.0249238,0.0354491,0.0247695,0.0525806,0,0,0.0190144,0,0.0250177,0.0123051,0.0366816,0.039467,0.0259648,0.0594919,0.0361544,0.0812043,0.0172099,0.0173306,0.0319249,0.0314466,0.0327054,0.0160104,0.0161045,0.0309811,0.0249825,0.0458167,0.0132687,0.0133319,0.0525997,0.0314841,0,0,0,0,0,0,0,0
228,0.0409376,0,0,0,0,0,0,0,0.0179668,0.0241643,0.0204976,0.0246361,0,0.0616659,0,0.0439582,0.0259778,0.0464704,0.0286734,0.00944529,0.0212602,0.0346422,0.0314854,0.0125376,0.0273567,0.0196586,0,0,0.00606771,0.0265343,0.0366688,0.0415927,0.039843,0.00189157,0.0305317,0.0250516,0.0354074,0.0247467,0.0531344,0,0,0.0184984,0,0.0252097,0.0115744,0.0367169,0.0391922,0.0259305,0.0594826,0.0360752,0.0817317,0.0171968,0.0173128,0.0318407,0.0313071,0.0327534,0.0160564,0.0160952,0.0309368,0.0250952,0.0463201,0.0131044,0.0129044,0.052761,0.0318204,0,0,0,0,0,0,0,0
229,0.0412291,0,0,0,0,0,0,0,0.01748,0.0241106,0.0208603,0.0245636,0,0.061817,0,0.0437386,0.0260739,0.0465338,0.028807,0.00946204,0.0212692,0.0345777,0.0311924,0.012415,0.0267428,0.0196566,0,0,0.00664925,0.0264591,0.0364946,0.041666,0.0396239,0.00201719,0.0303201,0.0251343,0.0353943,0.02472,0.0537575,0,0,0.0180226,0,0.0253644,0.0108838,0.0367237,0.0390966,0.0259035,0.059452,0.0359826,0.0821864,0.0171378,0.0173257,0.0317764,0.0311723,0.032792,0.0161006,0.0160816,0.0309264,0.0252457,0.0468261,0.0128906,0.0126715,0.0528634,0.0321764,0,0,0,0,0,0,0,0
230,0.0414801,0,0,0,0,0,0,0,0.0174858,0.024203,0.0208622,0.0249913,0,0.0619108,0,0.0435063,0.0261498,0.0461636,0.0291601,0.00943947,0.0216445,0.0347893,0.0310444,0.0125152,0.0262322,0.0199137,0,0,0,0.0263084,0.0364828,0.0417602,0.0394831,0.00236929,0.0303752,0.0250152,0.0354692,0.0248969,0.0543574,0,0,0.0175321,0,0.0252951,0.0102071,0.0373019,0.0390098,0.0253835,0.059571,0.0364695,0.0827627,0.0172399,0.0174222,0.0317777,0.0311352,0.0328774,0.016259,0.0161254,0.0308294,0.0258202,0.0474446,0.012864,0.0126161,0.0530879,0.0324733,0,0,0,0,0,0,0,0
231,0.0417993,0,0,0,0,0,0,0,0.0182294,0.0242381,0.0205318,0.0246665,0,0.0619427,0,0.0432739,0.0261633,0.0468149,0.028622,0.0092915,0.0212298,0.0347638,0.0310804,0.012515,0.0265904,0.0196959,0.0118783,0,0.00695678,0.0262982,0.0365019,0.0417745,0.039297,0.00273601,0.0299389,0.0248076,0.0352468,0.0248538,0.0548649,0,0,0.0172598,0,0.025178,0.0096932,0.0365067,0.0387335,0.0258788,0.0594922,0.036188,0.0833025,0.0171666,0.0172118,0.0317138,0.0313549,0.0328327,0.0160168,0.0158554,0.0308585,0.0253788,0.0479372,0.01301,0.0125377,0.0531608,0.0326957,0,0,0,0,0,0,0,0
232,0.0419656,0,0,0,0,0,0,0,0.0189324,0.0242106,0.0203405,0.024609,0,0.0618403,0,0.043118,0.0260542,0.0467968,0.0285586,0.00940499,0.0214922,0.0345355,0.0310128,0.0128286,0.0271008,0.0199924,0.011751,0,0.00611818,0.0261763,0.036804,0.0416988,0.0391305,0.00304884,0.0297159,0.0248113,0.0353536,0.0247987,0.055058,0,0,0.0169011,0,0.0252768,0.00931497,0.0365033,0.0387303,0.0259131,0.0593901,0.0359565,0.0837499,0.017115,0.0172227,0.0317238,0.0316652,0.0327947,0.0160206,0.0157957,0.0308575,0.0254081,0.0484309,0.0131998,0.0125832,0.0532146,0.0327386,0,0,0,0,0,0,0,0
233,0.0421234,0,0,0,0,0,0,0,0.018786,0.0241935,0.0201276,0.0244903,0,0.0617335,0,0.0429282,0.0259057,0.046764,0.0284911,0.00953074,0.0215415,0.0342955,0.0310122,0.0130636,0.0270626,0.0201931,0.0115687,0,0.00593411,0.026188,0.0371171,0.0416294,0.0389605,0.00334139,0.029642,0.0249315,0.0354347,0.0247084,0.0552561,0,0,0.0165801,0,0.0254836,0.00884879,0.0365016,0.0388334,0.0259672,0.0592974,0.0356783,0.084201,0.0170415,0.0172391,0.0317546,0.0316275,0.0327414,0.0160501,0.0157824,0.030762,0.0254613,0.0489085,0.0133572,0.0126251,0.053307,0.0327645,0,0,0,0,0,0,0,0
234,0.0422277,0,0,0,0,0,0,0,0.0188336,0.0242349,0.0202173,0.0243728,0,0.0616121,0,0.0427048,0.025813,0.046711,0.0284513,0.00968626,0.0215407,0.0340277,0.03102,0.0133286,0.0278656,0.0204116,0.0114646,0,0.00606563,0.0262885,0.0375019,0.041503,0.0387955,0.00360883,0.0298355,0.0250462,0.0355563,0.0245786,0.055486,0,0,0.0163167,0,0.0256879,0.00842132,0.0364637,0.0390155,0.0260427,0.0591675,0.0353453,0.0845802,0.016965,0.0172659,0.0317702,0.0312734,0.0327302,0.0160731,0.0158152,0.0305916,0.0254999,0.0492806,0.0133734,0.0126112,0.0534056,0.0328386,0,0,0,0,0,0,0,0
235,0.0422711,0,0,0,0,0,0,0,0,0.0242908,0.0186229,0.0241303,0,0.0615358,0,0.0424849,0.0258367,0.0466561,0.0271207,0.00958412,0.0210138,0.0338443,0.0309406,0.0139081,0.0280001,0.0204962,0.0110752,0,0.00602222,0.0257988,0.038595,0.0414101,0.0386841,0.00387874,0.0301473,0.0251475,0.0355765,0.0244078,0.0557227,0,0,0.0161082,0,0.0258586,0.00803994,0.0363299,0.0390677,0.0260751,0.059009,0.0350903,0.0848244,0.016791,0.0172707,0.0317618,0.0310735,0.0327064,0.0160807,0.0157703,0.0305275,0.0254761,0.0495598,0.0134153,0.0124848,0.0534817,0.0329846,0,0,0,0,0,0,0,0
236,0.0423846,0,0,0,0,0,0,0,0,0.0243446,0.0179689,0.0240044,0,0.0614734,0,0.0422995,0.0259425,0.0466122,0.0271774,0.00966144,0.0207194,0.0335623,0.0307845,0.0141106,0.0274163,0.020433,0.0109417,0,0.00704489,0.0259038,0.0386454,0.041264,0.0385664,0.00412874,0.0305148,0.0252201,0.0355988,0.0242125,0.0560099,0,0,0.0159871,0,0.0260064,0.00767547,0.0362515,0.0390659,0.0261061,0.0588255,0.0347825,0.0850533,0.0165188,0.0173069,0.0318238,0.0310927,0.0325104,0.0161002,0.0156766,0.0305167,0.025366,0.049827,0.0134705,0.0123951,0.0535381,0.0330899,0,0,0,0,0,0,0,0
