Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,x74,x75,REAR
795,0.0144986,0.00949541,0,0,0,0,0,0,0.0309529,0.0243747,0.00862176,0.00205071,0,0,0.0160524,0,0.0403601,0.00617357,0.0444994,0.0136414,0.0123888,0.00958676,0.0073566,0.0137843,0.00623681,0.0265149,0.0092273,0.0133594,0.0096455,0.00565101,0.0249292,0.018769,0.0139095,0.0407165,0.00585491,0.00476772,0.0255426,0.00456381,0.00183019,0.015914,0,0.0051642,0,0.0289977,0.00334557,0.0335476,0.00823052,0.0238866,0.00494537,0.00617674,0.0151863,0.00341898,0.0126664,0.00313539,0.00350278,0.0049821,0.0204085,0.00374284,0.0059711,0.00735632,0.00897014,0.0043934,0.00382474,0.0133148,0.0170561,0,0,0,0,0,0,0,0,0,0
796,0.0146554,0.00962629,0,0,0,0,0,0,0.0309045,0.0244288,0.00858285,0.0025146,0,0,0.0169416,0,0.0404263,0.00638389,0.044489,0.0138101,0.0124393,0.0094284,0.00763843,0.0143521,0.00617705,0.026615,0.0091233,0.0132216,0.00967245,0.00557625,0.0248506,0.0187063,0.0147101,0.0408026,0.00584692,0.00446297,0.0256358,0.00461208,0.00206786,0.0155396,0,0.00464081,0,0.0289123,0.00314621,0.0335633,0.00792036,0.0238234,0.00483423,0.00656891,0.0147839,0.00332524,0.0126114,0.0029224,0.00349453,0.00480698,0.0201144,0.0037118,0.00572966,0.00687816,0.00826656,0.0040655,0.00366162,0.0132277,0.0170383,0,0,0,0,0,0,0,0,0,0
797,0.0147094,0.009743,0,0,0,0,0,0,0.0308498,0.0244847,0.00856487,0.00225076,0,0,0.0178071,0,0.0404789,0.00663377,0.0445477,0.013843,0.0124636,0.00925481,0.00802365,0.0148417,0.00621322,0.0266823,0.00904318,0.0130598,0.00972286,0.00549712,0.0247525,0.0186973,0.0155015,0.040901,0.0058287,0.00424078,0.0257144,0.00463682,0.00223474,0.0151156,0,0.00433501,0,0.0288106,0.00293976,0.0336,0.00760539,0.0237745,0.00471551,0.00694961,0.014367,0.00326229,0.0125093,0.00276953,0.00345732,0.00456032,0.0200504,0.00350189,0.0053898,0.00646598,0.00753422,0.00370638,0.00355052,0.0131259,0.0170182,0,0,0,0,0,0,0,0,0,0
798,0.0147291,0.00985584,0,0,0,0,0,0,0.030836,0.0245347,0.00854902,0.00225111,0,0,0.018713,0,0.0405636,0.00692989,0.0446641,0.0137609,0.0124853,0.00903457,0.00822555,0.0152098,0.00624448,0.0266929,0.00902883,0.0129829,0.00980272,0.00540159,0.0246631,0.0187895,0.0162777,0.0410562,0.00574826,0.00439388,0.0258023,0.00460534,0.00238201,0.0147088,0,0.0042472,0,0.0287085,0.00270431,0.0336119,0.00732427,0.0237795,0.00452273,0.00725582,0.0137571,0.00326214,0.0124742,0.00276873,0.00341324,0.00412616,0.0202211,0.00295519,0.00490746,0.00638838,0.00696302,0.00318623,0.00328497,0.0130003,0.0169402,0,0,0,0,0,0,0,0,0,0
799,0.0147243,0.00998226,0,0,0,0,0,0,0.0308733,0.0245957,0.0085496,0.00261384,0,0,0.0196743,0,0.0406708,0.00730433,0.0447909,0.0136403,0.012521,0.00894773,0.00823556,0.0155336,0.00628788,0.0266293,0.00907584,0.0130249,0.00990395,0.0053114,0.0246068,0.0188903,0.0170527,0.0412544,0.00561526,0.00433508,0.0258798,0.00476751,0.00260072,0.0142542,0,0.00443363,0,0.0285981,0.00249893,0.0335977,0.00734143,0.023707,0.00427588,0.00743744,0.0131577,0.00315385,0.0123184,0.00273766,0.00334729,0.00372515,0.0200584,0.00249305,0.00451146,0.00606076,0.00640635,0.00246638,0.00301028,0.012851,0.0167399,0,0,0,0,0,0,0,0,0,0
800,0.0146656,0.0100915,0,0,0,0,0,0,0.0308841,0.0246752,0.0085397,0.00265079,0,0,0.0206393,0,0.0407724,0.00770096,0.044926,0.013592,0.012542,0.00899898,0.00832325,0.0158725,0.00638923,0.0266036,0.00912511,0.0129717,0.0100006,0.00521166,0.0245501,0.0189922,0.0177948,0.0414422,0.00554673,0.00408886,0.0259428,0.00507976,0.00282584,0.0137767,0,0.00469748,0,0.0284943,0.00239008,0.0336243,0.00757382,0.023629,0.00402692,0.00762367,0.0126224,0.00298254,0.0122376,0.0025728,0.00320196,0.00336748,0.0196098,0.00261564,0.00419491,0.00553703,0.00585715,0.00193838,0.00281796,0.0127042,0.016549,0,0,0,0,0,0,0,0,0,0
801,0.01453,0.0101991,0,0,0,0,0,0,0.0308594,0.0247707,0.00854136,0.00304336,0,0,0.0216188,0,0.0408463,0.00798769,0.0450616,0.0136372,0.0125215,0.00904979,0.00846847,0.0161894,0.00648746,0.0266173,0.00916374,0.0127968,0.010058,0.00513437,0.0244574,0.0190581,0.0185104,0.0415896,0.00550708,0.00390972,0.0260052,0.00540285,0.00303437,0.0133101,0,0.00491793,0,0.0284342,0.00233946,0.0337074,0.00764314,0.0236289,0.00378348,0.007866,0.0121292,0.00281995,0.0122448,0.00236006,0.00300102,0.00299676,0.0192836,0.0027708,0.00384384,0.00496341,0.00530589,0.0015907,0.00267398,0.012611,0.0162744,0,0,0,0,0,0,0,0,0,0
802,0.0144274,0.0102828,0,0,0,0,0,0,0.0307707,0.0248842,0.00857123,0.0030652,0,0,0.0226032,0,0.040926,0.00812511,0.0451887,0.0136867,0.0124464,0.00920841,0.00860588,0.0164871,0.00648418,0.0266282,0.00918706,0.0125793,0.0101259,0.00510097,0.0243634,0.0191672,0.0192212,0.0417383,0.00551019,0.00351987,0.0260527,0.00620675,0.00333554,0.0129014,0,0.00522289,0,0.0283792,0.00231497,0.0337759,0.00808155,0.023552,0.00364287,0.0080825,0.0116572,0.0025446,0.0122584,0.00199698,0.00276586,0.00294812,0.018615,0.00313635,0.00380354,0.00381111,0.00486803,0.00136585,0.00258391,0.0125775,0.0160165,0,0,0,0,0,0,0,0,0,0
803,0.0144616,0.0103428,0,0,0,0,0,0,0.03069,0.0249521,0.00870222,0.00262402,0,0,0.0236426,0,0.041001,0.00814775,0.0453124,0.0136871,0.0123044,0.0096265,0.00860314,0.0167374,0.00649385,0.0266209,0.00921915,0.0125061,0.0102187,0.00508579,0.0243121,0.0194237,0.0199745,0.041871,0.0054904,0.00339064,0.0261,0.00680845,0.00368055,0.0125136,0,0.00545494,0,0.0283255,0.00232766,0.0337708,0.0085556,0.0234555,0.0033851,0.00829672,0.011169,0.0022216,0.0122781,0.00170935,0.00242472,0.00284569,0.017899,0.00326462,0.00369347,0.00282681,0.00438439,0.00128855,0.00252816,0.012554,0.0158617,0,0,0,0,0,0,0,0,0,0
804,0.0144084,0.0104251,0,0,0,0,0,0,0.0306372,0.0250021,0.00884041,0.0023974,0,0,0.0246888,0,0.0410991,0.00838449,0.045429,0.0136065,0.0121911,0.0099786,0.00860459,0.0169359,0.00656667,0.0266196,0.00927477,0.0125331,0.0103053,0.00504996,0.0242599,0.0196511,0.0207347,0.0419997,0.00542141,0.00342793,0.0261603,0.00706163,0.00394885,0.0121432,0,0.00568022,0,0.0282591,0.00236577,0.0337964,0.00888223,0.0233857,0.00311377,0.00846601,0.0106653,0.00192257,0.0123143,0.00140745,0.0020481,0.00266664,0.017218,0.00338088,0.00343083,0.00210195,0.00373711,0.00126515,0.00245236,0.0124524,0.0156385,0,0,0,0,0,0,0,0,0,0
805,0.0143418,0.0104611,0,0,0,0,0,0,0.030598,0.0250578,0.00892453,0.0023207,0,0,0.0256989,0,0.0411849,0.00873466,0.0454586,0.0136991,0.0120824,0.0102256,0.00873277,0.017029,0.00669983,0.0265632,0.00941834,0.0126143,0.010356,0.00498409,0.024201,0.0198909,0.0214852,0.042107,0.005342,0.00365222,0.0262441,0.0071337,0.00410976,0.0117417,0,0.00597304,0,0.0282174,0.00240271,0.0338746,0.0091431,0.0233963,0.00281754,0.00861772,0.0101783,0.00165606,0.0124056,0.000820584,0.00166813,0.00261306,0.0166532,0.00360161,0.0031044,0.00155988,0.00342843,0.00148514,0.00244413,0.0123148,0.0153295,0,0,0,0,0,0,0,0,0,0
806,0.0142524,0.0104046,0,0,0,0,0,0,0.0305202,0.0251053,0.00897866,0.00227186,0,0,0.0266703,0,0.0412673,0.00910567,0.0455188,0.0138107,0.0119956,0.0102841,0.00889145,0.017056,0.00679635,0.0264728,0.00963383,0.0124895,0.010351,0.00488391,0.0241132,0.0199877,0.0222536,0.0422293,0.00526476,0.00412292,0.0263059,0.00728896,0.00424716,0.0114122,0,0.00633419,0,0.0281615,0.00237275,0.0339523,0.00948778,0.023429,0.00250853,0.00883016,0.00978517,0.00143976,0.0125455,0.00128491,0.00130571,0.00287296,0.0161393,0.00400523,0.0031853,0.00125213,0.00354455,0.00186979,0.00251411,0.0121428,0.0150694,0,0,0,0,0,0,0,0,0,0
807,0.0141453,0.0103152,0,0,0,0,0,0,0.0304313,0.0251587,0.00905635,0.00225646,0,0,0.0276078,0,0.0413562,0.00944818,0.0455534,0.0136877,0.0119439,0.0100459,0.00889682,0.0171719,0.006936,0.0263573,0.00984392,0.0122258,0.0103795,0.00479366,0.0240342,0.0201645,0.0230046,0.0423783,0.00523667,0.00487418,0.026359,0.00753982,0.00445069,0.0111828,0,0.00675992,0,0.0280969,0.00220837,0.0339631,0.00962416,0.0233952,0.00245489,0.00904282,0.0094758,0.0012513,0.0127399,0.00193973,0.00129157,0.0033306,0.0153541,0.00451046,0.00335396,0.00181499,0.00356249,0.00228894,0.00255505,0.0119713,0.0148615,0,0,0,0,0,0,0,0,0,0
808,0.0140494,0.0102046,0,0,0,0,0,0,0.0303374,0.0252325,0.00917588,0.00247205,0,0,0.0283886,0,0.0414619,0.00984094,0.0456076,0.0135085,0.0118672,0.00977695,0.00892589,0.0173908,0.00709382,0.0262734,0.0100032,0.0120288,0.0104417,0.00472535,0.0239309,0.0204013,0.0238505,0.0425329,0.00522105,0.00580231,0.0264074,0.00773634,0.0046695,0.011046,0,0.00718104,0,0.0280129,0.00208777,0.0338691,0.00971439,0.0233155,0.00240837,0.00929826,0.00916318,0.00125048,0.0129118,0.0028253,0.00166566,0.00386508,0.014541,0.00505451,0.00356153,0.00298327,0.00344091,0.00269713,0.00255773,0.011815,0.0146614,0,0,0,0,0,0,0,0,0,0
809,0.0139328,0.0100496,0,0,0,0,0,0,0.0301705,0.0253055,0.00933714,0.00282908,0,0,0.0297251,0,0.0415573,0.0102465,0.0456825,0.0133387,0.0117938,0.00995271,0.00904367,0.0176113,0.00721419,0.026209,0.0101642,0.0118981,0.0105077,0.00466285,0.0238311,0.0205747,0.0246036,0.0426659,0.00518003,0.00679075,0.0264916,0.00790207,0.00487205,0.010968,0,0.00761097,0,0.0279407,0.00222191,0.0336921,0.00992983,0.0232663,0.00235825,0.00966029,0.00893986,0.0015059,0.0130515,0.00374945,0.002216,0.00442638,0.0138068,0.00562648,0.00396814,0.00433064,0.00318359,0.00295885,0.00257045,0.0116419,0.0145135,0,0,0,0,0,0,0,0,0,0
810,0.0137881,0.00993351,0,0,0,0,0,0,0.0300237,0.0253447,0.00942005,0.00273666,0,0,0.0308947,0,0.041652,0.010669,0.0457445,0.0134908,0.0117024,0.0103014,0.0091942,0.0179161,0.00731989,0.0261911,0.0103409,0.0117625,0.0105437,0.00455247,0.0237066,0.0206107,0.0250958,0.0427743,0.00510825,0.00771878,0.026565,0.00789363,0.00497287,0.0108521,0,0.0079571,0,0.0278816,0.00251825,0.0334836,0.0100772,0.0233402,0.00253587,0.0100399,0.00879547,0.0019962,0.013271,0.00485368,0.00295491,0.00497684,0.0133761,0.00612564,0.0044226,0.0057184,0.00279516,0.00321724,0.00264748,0.0115114,0.014282,0,0,0,0,0,0,0,0,0,0
811,0.0138386,0.00991972,0,0,0,0,0,0,0.0298694,0.0253083,0.00949777,0.0028669,0,0,0.0317697,0,0.0417732,0.0109559,0.0458694,0.0136783,0.0115849,0.0105143,0.00917113,0.0183716,0.0073995,0.0261974,0.0105954,0.0116252,0.0105346,0.00440415,0.0235618,0.0206522,0.0252538,0.0428485,0.00494138,0.00874546,0.0266682,0.00788288,0.00511125,0.0106193,0,0.00829335,0,0.0278499,0.00274749,0.0332713,0.0104444,0.0233655,0.00274807,0.0103821,0.00878284,0.00252397,0.0135335,0.00584612,0.00373231,0.00549804,0.0130589,0.00660324,0.00492911,0.00725624,0.00235117,0.00347625,0.00277728,0.0113918,0.014211,0,0,0,0,0,0,0,0,0,0
812,0.0138127,0.00986421,0,0,0,0,0,0,0.029739,0.0252677,0.00958499,0.00261942,0,0,0.0324523,0,0.0418238,0.0111156,0.0459946,0.0137058,0.0114745,0.0106845,0.0091684,0.018754,0.00749325,0.0261648,0.0108857,0.0115013,0.0104984,0.00429281,0.0234467,0.0207082,0.0257068,0.0429138,0.00481983,0.00984748,0.026773,0.00797976,0.00524667,0.0104171,0,0.00870805,0,0.0278099,0.00294162,0.03313,0.0109766,0.023405,0.00287294,0.0106838,0.00885861,0.00304309,0.0137585,0.00657696,0.00443526,0.00599532,0.0127845,0.00706376,0.00553983,0.00895481,0.00194964,0.00357941,0.00286698,0.0112552,0.0141294,0,0,0,0,0,0,0,0,0,0
813,0.013791,0.00978505,0,0,0,0,0,0,0.0296952,0.0252707,0.00965307,0.00245798,0,0,0.0330305,0,0.0418461,0.0113081,0.0461231,0.0135873,0.011342,0.0108629,0.00910372,0.0191157,0.00758089,0.0260953,0.0111403,0.0113565,0.0105144,0.00419914,0.0233403,0.0207689,0.0263926,0.0429761,0.00471794,0.0107313,0.0268401,0.00799525,0.00537067,0.0103224,0,0.00933182,0,0.0277159,0.00317431,0.0330114,0.0113718,0.0234528,0.003022,0.0109757,0.00918845,0.00356917,0.0139678,0.00726879,0.00506909,0.0065284,0.0124976,0.00740355,0.00627771,0.0104803,0.00165284,0.00368738,0.00296498,0.0111181,0.0140815,0,0,0,0,0,0,0,0,0,0
814,0.0137577,0.00967967,0,0,0,0,0,0,0.0296829,0.0252786,0.00968012,0.00246111,0,0,0.0335683,0,0.0419871,0.0115988,0.0462434,0.0134231,0.0112008,0.0109973,0.00899408,0.0194201,0.00762822,0.026081,0.0113269,0.0111702,0.010583,0.00405828,0.0232091,0.0207663,0.0269735,0.0430594,0.00462389,0.0115621,0.0269114,0.00786038,0.00547884,0.0103254,0,0.0102273,0,0.02762,0.00355345,0.0329496,0.0115754,0.0235468,0.00333137,0.0112471,0.00971554,0.00408513,0.0142505,0.00802614,0.00572789,0.00699835,0.0121907,0.00763382,0.00706835,0.0120941,0.00133382,0.00408638,0.00308428,0.0109942,0.0140695,0,0,0,0,0,0,0,0,0,0
815,0.0137882,0.00961529,0,0,0,0,0,0,0.0297696,0.0252797,0.00962698,0.00272274,0,0,0.0340451,0,0.0421183,0.0118734,0.0464434,0.0133262,0.0110455,0.0110274,0.00896606,0.0196285,0.00761771,0.0261706,0.0114304,0.0109164,0.0104593,0.00384165,0.0230244,0.0207535,0.0273822,0.0431476,0.00451583,0.0125432,0.026992,0.00776701,0.0055277,0.0104292,0,0.0109726,0,0.0275287,0.00399993,0.0328399,0.011847,0.0235943,0.00360356,0.011534,0.00997574,0.00457205,0.0145419,0.00865039,0.00638197,0.00736843,0.0121028,0.00784735,0.00779771,0.01431,0.00115113,0.00443593,0.00316501,0.0109534,0.0141795,0,0,0,0,0,0,0,0,0,0
816,0.0138442,0.00945969,0,0,0,0,0,0,0.0298589,0.0252625,0.00961569,0.0031399,0,0,0.0345164,0,0.0422257,0.0119873,0.0467242,0.0131296,0.0108869,0.0111271,0.00891456,0.0197609,0.00760921,0.0262783,0.011592,0.0106226,0.0103695,0.00359233,0.0228276,0.0207887,0.0276736,0.0432167,0.00439857,0.0137289,0.0270686,0.00768055,0.00558053,0.0107918,0,0.011783,0,0.0274838,0.00426825,0.0326087,0.012178,0.0235829,0.00374562,0.0118648,0.0105756,0.0049831,0.0148177,0.00924713,0.00690029,0.00765097,0.0121038,0.00800423,0.00842728,0.0164955,0.0010269,0.00485807,0.00326906,0.0109071,0.0144295,0,0,0,0,0,0,0,0,0,0
817,0.0132593,0.00919961,0,0,0,0,0,0,0.0295088,0.0252741,0.00991053,0.00285653,0,0,0.0363405,0,0.0422468,0.012558,0.0468575,0.0128399,0.0107904,0.011527,0.00893221,0.0186822,0.00771637,0.0262278,0.0119659,0.0103995,0.010394,0.00339516,0.0226776,0.021017,0.0284478,0.0433086,0.00425796,0.0146322,0.0271854,0.00767637,0.00562742,0.00986428,0,0.0123062,0,0.0273504,0.00440017,0.0324697,0.0127225,0.023712,0.00382966,0.0121546,0.00903367,0.00526731,0.0150368,0.00966496,0.00721836,0.00800112,0.0121171,0.00816919,0.00909825,0.0180989,0.00214807,0.00524562,0.00343601,0.0103189,0.0134983,0,0,0,0,0,0,0,0,0,0
818,0.013001,0.00893547,0,0,0,0,0,0,0.029422,0.0252586,0.00999222,0.00262965,0,0,0.0371118,0,0.0423773,0.0127596,0.0468875,0.0123937,0.0107023,0.0116547,0.0090188,0.0185411,0.00780978,0.026243,0.0121457,0.0102739,0.0103957,0.00324275,0.0225476,0.0211016,0.0288293,0.043395,0.00416888,0.0153586,0.0272438,0.00763676,0.00565425,0.00984957,0,0.0128462,0,0.0272445,0.00485197,0.0324574,0.0132093,0.0239095,0.00396767,0.0123794,0.00920194,0.00543758,0.0152161,0.00985638,0.00743276,0.00829878,0.0121802,0.00824234,0.00967103,0.0192243,0.00248198,0.00546819,0.0035645,0.0100672,0.013317,0,0,0,0,0,0,0,0,0,0
819,0.0127597,0.00869365,0,0,0,0,0,0,0.0293974,0.0252188,0.010032,0.0026098,0,0,0.0377936,0,0.0424926,0.0130225,0.0468645,0.0121789,0.0106378,0.0117407,0.00918163,0.01848,0.00787087,0.0262359,0.0122399,0.0102226,0.0103986,0.00312764,0.0224401,0.0211094,0.0291519,0.0435112,0.00408195,0.0158597,0.0272984,0.00763307,0.0057077,0.00983045,0,0.0136065,0,0.0271329,0.00533281,0.0326216,0.0137647,0.024158,0.00422663,0.0125651,0.00937651,0.00548697,0.015312,0.0100137,0.00755297,0.00855302,0.0122277,0.00831138,0.010214,0.0200443,0.00267236,0.00566456,0.0036918,0.00982626,0.0131376,0,0,0,0,0,0,0,0,0,0
820,0.0128541,0.00873645,0,0,0,0,0,0,0.0293024,0.0251436,0.0100934,0.00286268,0,0,0.0383349,0,0.0426732,0.0132173,0.0469977,0.012119,0.0105406,0.0119555,0.00933709,0.0186839,0.00793762,0.0262758,0.0123055,0.0101761,0.0103904,0.00299756,0.0223116,0.0211253,0.0295448,0.0436112,0.00392569,0.0163311,0.0273781,0.00756446,0.00580093,0.00983185,0,0.0142632,0,0.0270555,0.00574071,0.0327122,0.0139881,0.0242952,0.0045298,0.0127961,0.00978719,0.00554982,0.0154472,0.0101171,0.00764157,0.00866174,0.012289,0.00829221,0.0105667,0.0209284,0.00305578,0.00590539,0.00389836,0.00977546,0.0132269,0,0,0,0,0,0,0,0,0,0
821,0.0129776,0.0087308,0,0,0,0,0,0,0.0291814,0.0250794,0.0101437,0.00318374,0,0,0.0388618,0,0.0428439,0.0133677,0.0472227,0.0120721,0.0104212,0.0123302,0.00942871,0.0188605,0.00802039,0.0263448,0.0124128,0.00990859,0.0104133,0.00285645,0.0221836,0.0212931,0.0302316,0.0437125,0.00377533,0.0170365,0.0274567,0.00742309,0.00581843,0.00987936,0,0.01484,0,0.0269877,0.00614745,0.0327605,0.01391,0.0243617,0.00475433,0.0130701,0.0101777,0.00560297,0.0155421,0.0101468,0.00764299,0.00855012,0.0124348,0.00817863,0.0106631,0.0220144,0.00342382,0.00629969,0.00410199,0.00973504,0.013338,0,0,0,0,0,0,0,0,0,0
822,0.0130312,0.00869062,0,0,0,0,0,0,0.029193,0.0250354,0.0101756,0.00280978,0,0,0.0394697,0,0.0430059,0.0134377,0.0473454,0.0120391,0.0103568,0.0124643,0.00964315,0.0189922,0.00816254,0.0263017,0.0125585,0.0096879,0.0105046,0.0027407,0.0220646,0.0214575,0.0313151,0.0438244,0.00364578,0.017775,0.027545,0.00736238,0.00581683,0.00984508,0,0.0156986,0,0.0269307,0.00641167,0.0328827,0.014077,0.0244937,0.00495971,0.0133496,0.0105402,0.00560722,0.0155567,0.0100554,0.00754467,0.00855869,0.0125322,0.00810424,0.0108688,0.0226119,0.00382892,0.0068193,0.0042563,0.00968583,0.0133609,0,0,0,0,0,0,0,0,0,0
823,0.0130632,0.00867687,0,0,0,0,0,0,0.0294246,0.0249788,0.0102125,0.00258684,0,0,0.0400384,0,0.0431775,0.0136223,0.0474744,0.0120358,0.0102769,0.012368,0.00987612,0.0191845,0.00838867,0.0262219,0.0127865,0.00951577,0.0106767,0.00264198,0.0219632,0.0216177,0.0321524,0.0439184,0.00351485,0.0181138,0.0276394,0.00747922,0.00583187,0.00984291,0,0.016526,0,0.026851,0.00682161,0.0330046,0.0140979,0.0246226,0.00518812,0.0136296,0.0109641,0.00558461,0.0155094,0.00987378,0.00742184,0.00873027,0.0125862,0.00809784,0.0111662,0.0227437,0.00420707,0.00720745,0.00442965,0.00969445,0.0133455,0,0,0,0,0,0,0,0,0,0
824,0.013077,0.00868479,0,0,0,0,0,0,0.0296095,0.0248993,0.0102598,0.0027661,0,0,0.0406488,0,0.0433562,0.0139097,0.0476986,0.0120332,0.0101212,0.0124011,0.00995144,0.0193887,0.00865033,0.0261665,0.0130845,0.00935613,0.0107255,0.00252614,0.0218564,0.0218667,0.0327259,0.0440003,0.00337555,0.0180533,0.0277184,0.00758912,0.00588088,0.00996392,0,0.0172137,0,0.0267669,0.00718137,0.0330511,0.0137847,0.0246742,0.00537724,0.0139367,0.0115021,0.00556534,0.0154705,0.0096582,0.00731274,0.00875288,0.0127538,0.00807896,0.0112356,0.0230624,0.00448872,0.00748086,0.00460254,0.00975718,0.0133592,0,0,0,0,0,0,0,0,0,0
825,0.0130528,0.00871151,0,0,0,0,0,0,0.0293991,0.0248194,0.0103219,0.00310817,0,0,0.0412666,0,0.0434992,0.0142203,0.0478971,0.0120044,0.00994644,0.0126537,0.0100119,0.0196325,0.0089018,0.0260513,0.0136087,0.00919228,0.0109724,0.0023879,0.0217498,0.0221702,0.0331963,0.0440717,0.00324887,0.0178458,0.0277985,0.00759766,0.00588806,0.0100749,0,0.0177212,0,0.026681,0.00772502,0.0331537,0.0138038,0.0248205,0.00553696,0.01421,0.0119065,0.00556466,0.0154108,0.0095873,0.00716355,0.00868127,0.0129593,0.00801983,0.0112134,0.0232882,0.00476833,0.00768802,0.00474634,0.00982902,0.0133542,0,0,0,0,0,0,0,0,0,0
826,0.0130296,0.00875359,0,0,0,0,0,0,0.0293973,0.0247674,0.0103923,0.00280561,0,0,0.0418041,0,0.0436239,0.0144654,0.0480729,0.0120343,0.00974287,0.0131123,0.0101127,0.0198893,0.00916475,0.0259351,0.0142649,0.00903475,0.0112685,0.00230178,0.0216398,0.0224882,0.0336946,0.0441424,0.00313635,0.0175234,0.027876,0.00760643,0.00581642,0.0101879,0,0.0180588,0,0.0266486,0.00818003,0.0332576,0.0142809,0.024912,0.00570151,0.0145052,0.012198,0.00559146,0.0152703,0.00946882,0.00700044,0.00877418,0.0131401,0.00801099,0.0114242,0.0230085,0.00502114,0.00796503,0.00492941,0.00993246,0.0133184,0,0,0,0,0,0,0,0,0,0
827,0.0129726,0.00878146,0,0,0,0,0,0,0.0294526,0.0247871,0.0104767,0.00251042,0,0,0.0422569,0,0.0437613,0.0146242,0.0482465,0.0120859,0.00949016,0.0135072,0.0103004,0.0201873,0.00949354,0.0258429,0.0145147,0.00889936,0.0113388,0.00224959,0.0215125,0.0227278,0.034149,0.0442422,0.00305005,0.0176041,0.027937,0.00714585,0.0056393,0.0102848,0,0.0182787,0,0.0266685,0.00814824,0.0335405,0.0140319,0.0251631,0.00580288,0.0149969,0.0123534,0.00581623,0.015239,0,0.00725562,0.00828824,0.0132702,0.00746031,0.0112137,0.0223162,0.00512917,0.0083171,0.005101,0.0100354,0.0132653,0,0,0,0,0,0,0,0,0,0
828,0.0130444,0.00899243,0,0,0,0,0,0,0.029435,0.0247778,0.0105436,0.00244786,0,0,0.0426514,0,0.0439066,0.014763,0.0483916,0.0120799,0.00929785,0.0136681,0.0102852,0.0207328,0.00971552,0.0258332,0.0147671,0.00878414,0.0114062,0.00221425,0.0213921,0.0229907,0.0345986,0.0443233,0.00301307,0.0173552,0.0279972,0.00757239,0.00563386,0.0104567,0,0.0188001,0,0.0266704,0.00807267,0.0339403,0.0147106,0.0251893,0.00599854,0.0152359,0.0127714,0.00568832,0.0151275,0.00824385,0.0067124,0.00887729,0.0135067,0.0079285,0.011677,0.0217317,0.00548635,0.00871345,0.00527697,0.0101801,0.0132785,0,0,0,0,0,0,0,0,0,0
829,0.013124,0.0091835,0,0,0,0,0,0,0.0293152,0.0247381,0.0106227,0.00241599,0,0,0.043102,0,0.0440805,0.0148902,0.048579,0.0120958,0.00908596,0.013899,0.0104185,0.021193,0.00994132,0.0258211,0.0152554,0.00867758,0.0114159,0.0021613,0.0212836,0.0231423,0.0350215,0.04441,0.00298276,0.017115,0.028034,0.007404,0.00553693,0.0107543,0,0.0191809,0,0.0266475,0.00817483,0.0343588,0.0148429,0.0253914,0.00611919,0.0156349,0.0132155,0.0057175,0.0151677,0.00723051,0.00663878,0.00879419,0.0138,0.00775269,0.0116808,0.0219061,0.00573951,0.00901568,0.00546585,0.0103325,0.0133379,0,0,0,0,0,0,0,0,0,0
830,0.0131502,0.00931169,0,0,0,0,0,0,0.0292815,0.024683,0.0107517,0.00234277,0,0,0.0435897,0,0.0442528,0.0150089,0.0487278,0.0121676,0.00888501,0.0142395,0.0106217,0.0216369,0.0101564,0.0257808,0.0156821,0.00859711,0.0113646,0.00211247,0.0212114,0.0232484,0.0354152,0.0444812,0.0029699,0.0164643,0.0280664,0.00734798,0.00543751,0.0111052,0,0.0193123,0,0.026628,0.00843216,0.034615,0.015304,0.0255343,0.00635262,0.0160633,0.0136423,0.00567225,0.015163,0.00702665,0.0064944,0.00896522,0.014237,0.00772696,0.0119493,0.0215912,0.00585454,0.0090947,0.00569074,0.010444,0.0133915,0,0,0,0,0,0,0,0,0,0
831,0.0131741,0.00939255,0,0,0,0,0,0,0.0291784,0.0246225,0.0108839,0.00218543,0,0,0.0440776,0,0.0444046,0.0151438,0.0488934,0.0122129,0.00869856,0.0144905,0.0108248,0.0219715,0.0103961,0.0257202,0.016002,0.00853327,0.0116192,0.00210769,0.0211531,0.0233438,0.035769,0.0445335,0.00296471,0.0155824,0.0280989,0.00733052,0.00533316,0.0114357,0,0.0192407,0,0.0266377,0.00855344,0.0346972,0.01604,0.0256127,0.00673053,0.0164891,0.0140012,0.00569294,0.0151439,0.00741378,0.00634259,0.0092718,0.0146467,0.0077893,0.0123122,0.020669,0.00590972,0.00901088,0.00595028,0.0105251,0.0133689,0,0,0,0,0,0,0,0,0,0
