Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,
36,0.0177603,0.0213547,0,0,0,0,0,0,0.028691,0.0235618,0.0135226,0.00400226,0,0,0.0782896,0,0.0482089,0.0442129,0.0419942,0.0184834,0.00473087,0.0223994,0.00921335,0.0494566,0.00985435,0.103852,0.0184105,0.0246496,0.0189857,0.0158844,0.0108168,0.0266798,0.0212945,0.0647927,0.0402495,0.0276392,0.0187925,0.0254564,0.0218247,0.0043897,0.0217551,0,0,0.0125174,0,0.0334352,0.00656448,0.0356054,0.0277303,0.0232562,0.0220605,0.00953286,0.0262427,0.006485,0.0122384,0.0103839,0.0100574,0.0177525,0.0223111,0.0108769,0.0198518,0.0225475,0.0133907,0.00201811,0.00418943,0.0265864,0.0224767,0,0,0,0,0,0,0
37,0.0192524,0.0200082,0,0,0,0,0,0,0.0290039,0.0233805,0.0133698,0.00428098,0,0,0.0667348,0,0.0482199,0.0374213,0.042066,0.0183237,0.00449825,0.0222663,0.0106904,0.0434198,0.00982805,0.104019,0.0183629,0.0245824,0.019024,0.0159326,0.0109032,0.0266653,0.0211405,0.0540306,0.0403627,0.024063,0.00848342,0.0256092,0.0132677,0.00429555,0.0241699,0,0,0.0127689,0,0.0335937,0.0060516,0.0354559,0.0193316,0.0227599,0.0183855,0.0111831,0.0251108,0.00561318,0.012064,0.00795793,0.00795079,0.0163063,0.0212767,0.0103393,0.017394,0.011816,0.0126496,0.00219678,0.00366155,0.0258079,0.0236092,0,0,0,0,0,0,0
38,0.0167468,0.0206649,0,0,0,0,0,0,0.028844,0.0236161,0.0133581,0.003647,0,0,0.0781319,0,0.0484553,0.0439433,0.0420843,0.0182846,0.00494539,0.0221317,0.00827213,0.0483625,0.00993297,0.104524,0.0183873,0.0244589,0.0188849,0.0157599,0.0107764,0.026633,0.0207663,0.0645782,0.0402492,0.0279388,0.00934947,0.0255967,0.013284,0.00384862,0.0222959,0,0,0.0118646,0,0.0334511,0.00513384,0.0355791,0.0185311,0.0232289,0.0183999,0.00875067,0.0274199,0.00570002,0.0118885,0.00813912,0.00801513,0.0161087,0.0212872,0.0102077,0.0171341,0.0124081,0.0143815,0.00165415,0.00358153,0.0262309,0.0220046,0,0,0,0,0,0,0
39,0.0167626,0.020338,0,0,0,0,0,0,0.0279463,0.0235957,0.0136409,0.0036313,0,0,0.0777158,0,0.0485372,0.0438252,0.0415096,0.0186396,0.0057269,0.0220302,0.00660072,0.0483713,0.0102476,0.104844,0.0184993,0.0238898,0.0187727,0.0153506,0.0106396,0.0268586,0.0197832,0.0640727,0.0403121,0.02798,0.0242133,0.0252728,0.0282162,0.00331173,0.0225659,0,0,0.0115809,0,0.0330764,0.00450384,0.0354317,0.0310583,0.0232952,0.0228367,0.00761783,0.0282442,0.00671765,0.0124571,0.00971403,0.0125263,0.0168855,0.0257264,0.0151963,0.0203389,0.0210574,0.015063,0.00197569,0.00355409,0.0259983,0.0223704,0,0,0,0,0,0,0
40,0.0162072,0.0206857,0,0,0,0,0,0,0.0291809,0.0235955,0.0129406,0.00343124,0,0,0.0769717,0,0.0485681,0.0436536,0.0420777,0.0177243,0.00510179,0.0218837,0.00742475,0.0474907,0.0100436,0.104575,0.018356,0.0244429,0.0187948,0.0157078,0.0107669,0.0265062,0.020199,0.0629977,0.0403404,0.0280516,0.00811602,0.0250286,0.0129383,0.00358594,0.0228071,0,0,0.0110946,0,0.0326984,0.00416441,0.035575,0.0188943,0.02325,0.0179591,0.0079425,0.0297269,0.00560752,0.011957,0.00779769,0.00786928,0.01595,0.0214042,0.0102466,0.0169155,0.0112202,0.0160475,0.00246724,0.00342358,0.0266106,0.022025,0,0,0,0,0,0,0
41,0.0160278,0.0209611,0,0,0,0,0,0,0.0293767,0.023581,0.0127264,0.00336661,0,0,0.0760224,0,0.0486233,0.0431628,0.0420789,0.0174,0.00518121,0.0218059,0.00704251,0.0470295,0.0100391,0.104645,0.0183091,0.0244599,0.0187873,0.0157463,0.0107461,0.026418,0.0198755,0.062116,0.0404674,0.0280038,0.00811952,0.0249607,0.0129378,0.00350084,0.0232924,0,0,0.0105388,0,0.0325489,0.0039538,0.0355397,0.0188361,0.0232818,0.0179844,0.00749961,0.0311551,0.00559931,0.0119687,0.0077874,0.00786461,0.0159505,0.0214326,0.0102852,0.0168804,0.0111723,0.0169228,0.00279101,0.0031963,0.0270427,0.0221391,0,0,0,0,0,0,0
42,0.016037,0.0214753,0,0,0,0,0,0,0.0296995,0.023609,0.0124402,0.00337889,0,0,0.0745507,0,0.0485638,0.0422171,0.042042,0.0169468,0.00524143,0.0217753,0.00673424,0.0465336,0.00997565,0.104632,0.0182588,0.0245104,0.0188251,0.0157924,0.0108222,0.0262895,0.0195499,0.0608843,0.0406813,0.0278443,0.00810485,0.0249892,0.012939,0.00348303,0.0237683,0,0,0.00996248,0,0.0324913,0.00377267,0.0355159,0.0188177,0.0233124,0.018098,0.00720548,0.0327198,0.00561135,0.0119594,0.00776521,0.00789545,0.0159671,0.0214697,0.0103026,0.0168726,0.0111858,0.0179014,0.00316559,0.0028766,0.0276735,0.0223415,0,0,0,0,0,0,0
43,0.0161645,0.0221057,0,0,0,0,0,0,0.0301882,0.0236173,0.0120073,0.00344805,0,0,0.0717999,0,0.0481827,0.0407471,0.0420165,0.0163202,0.00531524,0.0217893,0.00664961,0.0456434,0.00985884,0.10451,0.0182061,0.024582,0.0188778,0.0159312,0.0109276,0.0260718,0.0191604,0.0582993,0.0410522,0.0274331,0.00802334,0.024945,0.0128915,0.00355592,0.0241032,0,0,0.00975944,0,0.0323326,0.00380064,0.0355101,0.0188266,0.0233628,0.0182838,0.00718294,0.0340158,0.00563405,0.0119412,0.0077447,0.00799433,0.0160398,0.0214659,0.0103001,0.0169269,0.0112153,0.0189217,0.00372824,0.00276045,0.0283762,0.022565,0,0,0,0,0,0,0
44,0.0170486,0.0209593,0,0,0,0,0,0,0.0305234,0.0234036,0.0118466,0.00368355,0,0,0.0601714,0,0.0479132,0.0338843,0.0420378,0.0161599,0.00498417,0.0217192,0.00780457,0.0395499,0.00973818,0.104319,0.0180798,0.0246469,0.0189237,0.016019,0.0110112,0.026032,0.0190751,0.0474192,0.0410931,0.0237412,0.00801482,0.0248227,0.0129522,0.00366401,0.0257714,0,0,0.0098596,0,0.0319184,0.00404851,0.0354143,0.0189681,0.0230416,0.0183017,0.00839839,0.0340291,0.00544915,0.0121502,0.00756428,0.00785032,0.0161977,0.0216189,0.0104757,0.017107,0.0113295,0.0191212,0.00491525,0.00302748,0.0276143,0.0232175,0,0,0,0,0,0,0
45,0.0161632,0.0211561,0,0,0,0,0,0,0.0307921,0.023414,0.0115288,0.00369375,0,0,0.0522243,0,0.0475337,0.0292197,0.0420677,0.0159565,0.00495342,0.021718,0.00793121,0.0356725,0.00966371,0.104254,0.0180262,0.0247421,0.0189362,0.0161256,0.0110219,0.0258947,0.018903,0.0399482,0.0408768,0.0212694,0.0079989,0.0249085,0.0129413,0.003654,0.0258529,0,0,0.00987413,0,0.0316416,0.00436804,0.0353872,0.0190154,0.0229121,0.018384,0.00855095,0.035122,0.00541914,0.0121891,0.0074719,0.00778118,0.0162668,0.0216684,0.0105536,0.0171751,0.0113873,0.0203035,0.00523535,0.00319043,0.0278607,0.0224729,0,0,0,0,0,0,0
46,0.0157881,0.0210107,0,0,0,0,0,0,0.0308911,0.0234855,0.0111816,0.00371612,0,0,0.0476514,0,0.0474821,0.0262959,0.0421032,0.0156698,0.00488414,0.0216935,0.00810541,0.0329206,0.00961249,0.104173,0.0179682,0.0247793,0.018956,0.0161865,0.0110681,0.0258506,0.0188445,0.0354495,0.0407447,0.0196872,0.00799703,0.0250914,0.0129377,0.00362439,0.0262983,0,0,0.0100134,0,0.0315501,0.00424238,0.035395,0.019052,0.0227538,0.018414,0.00881478,0.0360257,0.0054115,0.0122352,0.00739098,0.00768225,0.0163239,0.0217342,0.0106085,0.0172357,0.0114951,0.0212724,0.00535674,0.00340933,0.0278565,0.0222457,0,0,0,0,0,0,0
47,0.0153252,0.0211216,0,0,0,0,0,0,0.0309986,0.0235426,0.0111082,0.00371449,0,0,0.046204,0,0.0475102,0.0252794,0.04216,0.0153652,0.00486107,0.0216603,0.00802763,0.0315819,0.00959609,0.104159,0.0179483,0.0247873,0.0189709,0.0162644,0.0111335,0.0257881,0.0188862,0.0338953,0.0407087,0.0192688,0.00798836,0.0253719,0.0128579,0.00362688,0.0268772,0,0,0.0101859,0,0.031596,0.00412937,0.0354609,0.0189499,0.0226817,0.0184644,0.00884514,0.0373451,0.00548891,0.012211,0.00736164,0.00764251,0.0163468,0.0217658,0.0106013,0.0172198,0.0116022,0.022317,0.00528747,0.00351849,0.0280949,0.0220301,0,0,0,0,0,0,0
48,0.0153012,0.0216129,0,0,0,0,0,0,0.0310157,0.0235859,0.0111629,0.00361125,0,0,0.0483811,0,0.0476353,0.026479,0.0421776,0.0152435,0.00492716,0.02162,0.00750653,0.0324783,0.00960298,0.104216,0.0178944,0.0246918,0.0189687,0.0163228,0.0111717,0.0257498,0.0188582,0.03589,0.0408756,0.0201557,0.00794008,0.025333,0.0127301,0.00357861,0.0275428,0,0,0.00996244,0,0.0313627,0.00415009,0.0356121,0.018843,0.0226928,0.018485,0.00840389,0.0390177,0.00558705,0.0121295,0.00735784,0.00763754,0.0163212,0.0218195,0.0105595,0.0171297,0.0116457,0.0234325,0.00576192,0.00376822,0.0287341,0.0223431,0,0,0,0,0,0,0
49,0.0152874,0.022344,0,0,0,0,0,0,0.0312541,0.0235115,0.0110231,0.00365319,0,0,0.0479835,0,0.0473256,0.0263506,0.0421746,0.0149426,0.00492199,0.0216236,0.00730503,0.0325789,0.00960207,0.104274,0.0178356,0.0245902,0.0189748,0.0164975,0.011226,0.0256329,0.018909,0.0351713,0.0411795,0.0203056,0.00795397,0.0254314,0.0126168,0.00371799,0.027931,0,0,0.0101724,0,0.031336,0.00446959,0.0357675,0.0187124,0.0227563,0.0186418,0.00824255,0.0406501,0.00573472,0.0119786,0.00740898,0.00774547,0.016289,0.0217731,0.0104849,0.0170753,0.0117658,0.0246851,0.00579049,0.00376572,0.0295731,0.0226332,0,0,0,0,0,0,0
50,0.0139524,0.0228278,0,0,0,0,0,0,0.0315193,0.0239246,0.0109476,0.00389418,0,0,0.0352903,0,0.0468805,0.017823,0.0422823,0.0148621,0.00476042,0.0216034,0.00817309,0.0257354,0.00962542,0.104251,0.017752,0.024517,0.0189435,0.0163907,0.011241,0.0255377,0.0191536,0.0214808,0.040243,0.0145697,0.00808969,0.0253056,0.012722,0.00382736,0.0276839,0,0,0.0103993,0,0.0305732,0.00558521,0.035735,0.0187585,0.0223453,0.0186702,0.00920812,0.0418081,0.00572482,0.012085,0.00731546,0.00767274,0.016338,0.0218831,0.0105551,0.0172233,0.0119605,0.0258694,0.00657661,0.00414313,0.0300087,0.021286,0,0,0,0,0,0,0
51,0.012631,0.0245472,0,0,0,0,0,0,0.031582,0.0240346,0.0108745,0.00398239,0,0,0.0316542,0,0.0463098,0.0147967,0.0422366,0.0148345,0.00478466,0.0215543,0.0079453,0.0234095,0.00977295,0.104309,0.0177425,0.024278,0.0188907,0.0160901,0.0112197,0.0254797,0.0193819,0.0162219,0.0399816,0.0121167,0.00793569,0.0253034,0.0126241,0.00383568,0.0278975,0,0,0.0105829,0,0.030204,0.00575809,0.035849,0.0186461,0.0222148,0.0185386,0.00906045,0.0445898,0.005962,0.0120212,0.00728365,0.00781299,0.0161043,0.0218714,0.0104755,0.0171133,0.0118858,0.027757,0.00672213,0.00428795,0.0317029,0.0205936,0,0,0,0,0,0,0
52,0.0125039,0.0248346,0,0,0,0,0,0,0.0316616,0.0238904,0.0107475,0.00408177,0,0,0.0321955,0,0.0461856,0.0150402,0.042024,0.014724,0.00486442,0.0214003,0.00770543,0.0232914,0.0100001,0.104504,0.0177625,0.0239317,0.0187898,0.0163852,0.0111783,0.0254742,0.0195026,0.0165934,0.0403125,0.012565,0.00807112,0.0254897,0.0124734,0.00393865,0.0287071,0,0,0.0107915,0,0.0303045,0.00554129,0.0360638,0.0181985,0.0222258,0.0184474,0.0088323,0.0460385,0.00622266,0.011923,0.00733809,0.00806917,0.0158989,0.0217927,0.0103171,0.0168562,0.0119936,0.0286923,0.00653309,0.00442692,0.0320349,0.0207404,0,0,0,0,0,0,0
53,0.0108736,0.0260774,0,0,0,0,0,0,0.0318773,0.0241839,0.010529,0.00414047,0,0,0.0306163,0,0.0457829,0.0131338,0.0418323,0.0144554,0.00508111,0.0211639,0.00747664,0.020887,0.0102057,0.104834,0.0177448,0.0236597,0.0186007,0.0163318,0.0110597,0.0253988,0.0195275,0.0139087,0.0399053,0.0101529,0.00834124,0.0258218,0.012363,0.00393281,0.0282731,0,0,0.0116416,0,0.0301556,0.00640381,0.036136,0.0176166,0.0221504,0.0184002,0.00866287,0.0477428,0.0063457,0.011909,0.00744071,0.00821865,0.0156677,0.0216943,0.0101589,0.016536,0.0120971,0.030201,0.00632996,0.00445478,0.0329332,0.0192462,0,0,0,0,0,0,0
54,0.0104306,0.0262862,0,0,0,0,0,0,0.0323482,0.0242964,0.0102427,0.00416198,0,0,0.0306899,0,0.0456488,0.0128343,0.0415839,0.0139106,0.00517903,0.0209741,0.00723688,0.0200404,0.0104887,0.105358,0.0177394,0.0234853,0.0184475,0.0160836,0.0110204,0.025213,0.0197388,0.0137837,0.0399205,0.00958425,0.00866676,0.025944,0.0123158,0.00394756,0.0287355,0,0,0.0121261,0,0.0299213,0.0067901,0.0361168,0.0169969,0.0221271,0.0184953,0.0084424,0.0488155,0.00639054,0.011904,0.00773735,0.00843808,0.0154136,0.0215234,0.00995962,0.0161924,0.012254,0.0309871,0.00637317,0.00450673,0.0329517,0.0186992,0,0,0,0,0,0,0
55,0.0101276,0.0261776,0,0,0,0,0,0,0.0317948,0.0243634,0.0102367,0.00397096,0,0,0.0308934,0,0.0455385,0.0124946,0.0407615,0.0138979,0.00570496,0.0208898,0.00562771,0.0196062,0.0111969,0.105978,0.0179944,0.0228435,0.0182629,0.0161399,0.0107879,0.0252689,0.0188245,0.0138004,0.0400699,0.00915827,0.0234851,0.0260673,0.0272148,0.00315747,0.0291547,0,0,0.0124272,0,0.0297792,0.00701332,0.0358813,0.0306758,0.0221122,0.0222732,0.00718478,0.0495984,0.00626609,0.012385,0.00927065,0.0114922,0.016097,0.0251158,0.0148624,0.0203149,0.0205295,0.0316199,0.0062253,0.00456331,0.0326906,0.0188093,0,0,0,0,0,0,0
56,0.00989279,0.0267801,0,0,0,0,0,0,0.0331836,0.0244249,0.00948315,0.00392426,0,0,0.0314888,0,0.0453699,0.0124478,0.0409882,0.0128668,0.00537368,0.0207421,0.00631323,0.0191711,0.0111805,0.105744,0.0179764,0.0231368,0.0182362,0.016712,0.0109837,0.024851,0.0193763,0.0144285,0.0401838,0.00879831,0.00625547,0.0262657,0.0113729,0.00351543,0.0299064,0,0,0.012808,0,0.0296692,0.00735003,0.0361416,0.0166737,0.0219397,0.0172424,0.00762573,0.050879,0.00642639,0.0118608,0.00774941,0.00793213,0.014155,0.0210622,0.00923743,0.0148679,0.0101683,0.0326443,0.00596853,0.00470747,0.0332107,0.0189287,0,0,0,0,0,0,0
57,0.00963187,0.0270518,0,0,0,0,0,0,0.0335145,0.0244735,0.00894047,0.0038071,0,0,0.0319802,0,0.0452868,0.0123284,0.0407553,0.0124232,0.00548845,0.020626,0.00599763,0.0187211,0.0114625,0.105752,0.0180736,0.0229045,0.0181568,0.0167923,0.010943,0.024648,0.0192114,0.0149443,0.0402946,0.00843077,0.00586661,0.0262735,0.0110738,0.00330012,0.0306231,0,0,0.0132659,0,0.0293013,0.00769473,0.0361423,0.0161333,0.0218639,0.0167145,0.00735472,0.0519936,0.00642823,0.0118178,0.00786958,0.00800853,0.0134683,0.0207538,0.00881764,0.0142241,0.00968384,0.0335494,0.00614555,0.00475275,0.0333609,0.0191088,0,0,0,0,0,0,0
58,0.00939865,0.0273802,0,0,0,0,0,0,0.033728,0.0245191,0.00867187,0.00371696,0,0,0.0325253,0,0.0452091,0.0122864,0.0406184,0.0119804,0.00562732,0.0205347,0.00569194,0.0183369,0.0117077,0.105885,0.0181726,0.0226783,0.0180876,0.0168281,0.0109247,0.0244671,0.0188211,0.0154111,0.0404115,0.00811769,0.00543438,0.0263146,0.0108884,0.00311675,0.031087,0,0,0.013769,0,0.0289825,0.00788699,0.0361406,0.0156858,0.0217825,0.0161536,0.00709845,0.0531849,0.00643303,0.0118209,0.00799673,0.00806122,0.0128848,0.0204164,0.00843358,0.0135836,0.00919603,0.0344116,0.00645225,0.00488451,0.0336259,0.0191009,0,0,0,0,0,0,0
59,0.00926016,0.0276795,0,0,0,0,0,0,0.0337909,0.0245753,0.00864087,0.0036233,0,0,0.0330597,0,0.0451062,0.0122736,0.0405508,0.0116747,0.00577507,0.0204947,0.00533269,0.0179241,0.011894,0.105999,0.0182987,0.0225158,0.0179971,0.0166723,0.0108456,0.0243404,0.0184582,0.0159657,0.0405222,0.00786064,0.0050381,0.0263022,0.0108262,0.002977,0.0315487,0,0,0.0141464,0,0.0286791,0.0078447,0.0360947,0.0153409,0.0216494,0.0156838,0.00673402,0.054346,0.00637656,0.0118198,0.00820135,0.0080135,0.0123865,0.0199862,0.0080592,0.0130075,0.00878033,0.035152,0.00653728,0.00504751,0.0339092,0.0191351,0,0,0,0,0,0,0
60,0.00923357,0.0279131,0,0,0,0,0,0,0.0336524,0.0246352,0.00858765,0.00354259,0,0,0.0335139,0,0.0449879,0.0123041,0.0404846,0.0114886,0.00591963,0.0204795,0.00497737,0.0174772,0.0120668,0.106023,0.0184329,0.0224142,0.0178954,0.0163112,0.0107134,0.0242435,0.0181876,0.016611,0.0406112,0.00766608,0.00485678,0.0263746,0.0108084,0.00285982,0.03209,0,0,0.0145219,0,0.0284548,0.00802735,0.0360667,0.0149229,0.0214997,0.0153037,0.00634232,0.0554347,0.0062952,0.0118647,0.00840064,0.00795204,0.0118408,0.0195089,0.00770228,0.0124287,0.00843628,0.0359497,0.0065151,0.00520262,0.034166,0.0192439,0,0,0,0,0,0,0
61,0.0093226,0.0281502,0,0,0,0,0,0,0.0333235,0.024685,0.00878513,0.00348023,0,0,0.0338742,0,0.0449255,0.0123381,0.0404452,0.01157,0.00604266,0.020472,0.00459808,0.0169846,0.0122137,0.106057,0.0185398,0.0222563,0.0177875,0.016343,0.010554,0.024176,0.0178551,0.0174056,0.0406818,0.00749421,0.00474527,0.0265514,0.0107172,0.00275493,0.0326561,0,0,0.0149583,0,0.0283479,0.00821189,0.0360332,0.0142083,0.0213207,0.0149639,0.00592144,0.0563533,0.00618073,0.0120023,0.00857344,0.00788729,0.0111143,0.0189622,0.00735297,0.0117439,0.00820415,0.03674,0.00656686,0.00531412,0.0344268,0.0192519,0,0,0,0,0,0,0
62,0.00935788,0.0283912,0,0,0,0,0,0,0.0328691,0.0247187,0.00898209,0.00348406,0,0,0.0341739,0,0.044897,0.0123469,0.0404458,0.0118639,0.00616388,0.0204516,0.00433346,0.0165348,0.0122815,0.106096,0.0186256,0.0219421,0.0176518,0.0158966,0.0103906,0.0240947,0.0173829,0.0182425,0.0407574,0.00734235,0.00471179,0.0267714,0.0105506,0.00272978,0.0333571,0,0,0.0154967,0,0.0282824,0.0085892,0.0358899,0.0132854,0.021124,0.0148487,0.00555245,0.0571619,0.00607258,0.012243,0.00889551,0.00798463,0.0102774,0.0183489,0.00709438,0.0108967,0.00814175,0.0374033,0.00664884,0.00540649,0.0346821,0.0193887,0,0,0,0,0,0,0
63,0.00948437,0.028687,0,0,0,0,0,0,0.0324956,0.0247613,0.00897137,0.00351356,0,0,0.0345752,0,0.0448613,0.0123687,0.0403843,0.0119113,0.00626003,0.0205142,0.00412879,0.0162039,0.0123802,0.106177,0.0187825,0.0217174,0.0176131,0.0156065,0.0103365,0.0239715,0.0168272,0.0184317,0.0408378,0.00715836,0.00479453,0.0269088,0.0102541,0.00276166,0.0340488,0,0,0.0160402,0,0.0281323,0.00907148,0.0357023,0.012233,0.0209341,0.0144437,0.00516395,0.0579311,0.00596769,0.0125525,0.00934352,0.00818173,0.0095773,0.0176946,0.00669491,0.0100566,0.00777722,0.0381606,0.0066791,0.00556167,0.034948,0.0194627,0,0,0,0,0,0,0
64,0.00968274,0.0289498,0,0,0,0,0,0,0.0321671,0.0247976,0.00909139,0.00354024,0,0,0.034994,0,0.0448166,0.012357,0.0402672,0.011914,0.00627465,0.0206184,0.00394314,0.0159522,0.0124749,0.106266,0.0189643,0.0217645,0.0176186,0.0154772,0.0103097,0.0239274,0.016462,0.018692,0.040925,0.00698997,0.00522452,0.0269143,0.0099333,0.00283413,0.0343661,0,0,0.0165758,0,0.0278233,0.00951899,0.035536,0.0111778,0.0207789,0.01376,0.00477024,0.0587425,0.00592797,0.012959,0.00993415,0.00851465,0.00892361,0.0169938,0.00608004,0.00904108,0.00742793,0.038962,0.0068149,0.00556532,0.0351609,0.0195113,0,0,0,0,0,0,0
65,0.00982147,0.0291266,0,0,0,0,0,0,0.0318095,0.0248468,0.00909039,0.00363232,0,0,0.0354119,0,0.0448344,0.0123498,0.0401961,0.0120204,0.00627589,0.0206906,0.00376299,0.0157849,0.0125368,0.106335,0.0190823,0.021839,0.0175791,0.0154414,0.0102347,0.0239214,0.0161046,0.019105,0.0410027,0.00684424,0.00595951,0.0268576,0.00956135,0.00289841,0.0347356,0,0,0.0171459,0,0.02743,0.00995406,0.0353382,0.0098848,0.0206547,0.0131427,0.00436472,0.0595207,0.0059232,0.0134524,0.0105289,0.0089754,0.00824783,0.0163605,0.00551293,0.00780079,0.00731356,0.0396797,0.00693556,0.00552514,0.0353488,0.0198013,0,0,0,0,0,0,0
66,0.00985558,0.0293116,0,0,0,0,0,0,0.0314397,0.0249359,0.00916784,0.00368189,0,0,0.035845,0,0.0449715,0.0123993,0.0401633,0.0121842,0.00632252,0.0207526,0.00348073,0.0156454,0.0125808,0.106387,0.0191615,0.0217129,0.0174733,0.0157086,0.0101115,0.0238659,0.0156539,0.0195099,0.0410417,0.00671683,0.00702678,0.0269264,0.00902561,0.00294665,0.0355291,0,0,0.0177972,0,0.0272017,0.0101521,0.0351112,0.00837026,0.020524,0.0125535,0.00392411,0.0603006,0.0061592,0.013944,0.0110878,0.00947916,0.00751525,0.0157803,0.00526893,0.00633737,0.00762366,0.0402564,0.006839,0.00554723,0.0356086,0.0201836,0,0,0,0,0,0,0
67,0.0100345,0.0295283,0,0,0,0,0,0,0.0310484,0.0249893,0.00934606,0.00377555,0,0,0.0363195,0,0.0450368,0.0125401,0.0401578,0.0121676,0.00634467,0.020822,0.00328332,0.0154626,0.0125865,0.106452,0.0192085,0.0215299,0.0173614,0.0160393,0.00992918,0.0238414,0.0153724,0.0198842,0.0411324,0.00663656,0.00837387,0.0270666,0.00856619,0.00303988,0.0361526,0,0,0.0183832,0,0.0270784,0.0100565,0.0348594,0.00689397,0.020409,0.0119107,0.00349158,0.0611961,0.0067665,0.0144459,0.0116656,0.0101284,0.00651548,0.01526,0.00537321,0.00473667,0.00850854,0.0408729,0.00665907,0.00558513,0.0358596,0.0205532,0,0,0,0,0,0,0
68,0.0103633,0.0297872,0,0,0,0,0,0,0.030578,0.0249722,0.00952679,0.00393214,0,0,0.0367922,0,0.0450049,0.0127498,0.0401178,0.0122683,0.00636973,0.0208571,0.00317599,0.0152668,0.0125615,0.106488,0.0192391,0.021352,0.0171936,0.0155495,0.00972807,0.0238781,0.0153795,0.0202157,0.0413035,0.00656447,0.00983755,0.0272537,0.0082707,0.00318658,0.0368292,0,0,0.0188905,0,0.027,0.0100692,0.0346353,0.00577204,0.0203508,0.0111776,0.00312795,0.0621523,0.00738903,0.0149762,0.012261,0.010856,0.0051378,0.014818,0.00548014,0.00306851,0.0098534,0.0415496,0.00650271,0.00559672,0.0360948,0.020893,0,0,0,0,0,0,0
69,0.0105357,0.0299989,0,0,0,0,0,0,0.0302673,0.0249054,0.00953228,0.00411067,0,0,0.0372193,0,0.0449127,0.0129938,0.0400682,0.0124535,0.00630633,0.0209163,0.00317152,0.0150362,0.0126001,0.106552,0.0193374,0.0213853,0.0171101,0.0152639,0.00962849,0.0238528,0.0154227,0.0205289,0.0415262,0.00648989,0.0112895,0.0273939,0.0081409,0.00336176,0.0375768,0,0,0.0193062,0,0.0268719,0.0103163,0.0344995,0.00524741,0.0203158,0.0103792,0.00287345,0.0630302,0.00791727,0.0155344,0.0129465,0.0115311,0.00398066,0.0145604,0.00560498,0.0012972,0.0115313,0.0421687,0.00646971,0.00560532,0.0362729,0.0211952,0,0,0,0,0,0,0
70,0.0108609,0.0301359,0,0,0,0,0,0,0.0300771,0.0248715,0.00938441,0.00426992,0,0,0.0375941,0,0.0449086,0.0131719,0.0400561,0.0124754,0.00617744,0.0209824,0.00321471,0.0148001,0.0126732,0.106622,0.0194596,0.0214219,0.0170675,0.0154396,0.0095634,0.0237532,0.0154382,0.0209144,0.0416898,0.00637972,0.0128727,0.0274781,0.00796449,0.00360418,0.03819,0,0,0.0196693,0,0.0267039,0.0105751,0.034373,0.00573808,0.0202728,0.00947081,0.0026401,0.0639248,0.00832414,0.0160937,0.0135876,0.0121255,0.00319965,0.0144715,0.00591323,0.000950302,0.013562,0.0426189,0.00644331,0.00561308,0.0363435,0.0213873,0,0,0,0,0,0,0
71,0.0113715,0.0300822,0,0,0,0,0,0,0.0299997,0.0248764,0.00947178,0.0044438,0,0,0.0379912,0,0.0449471,0.0133628,0.04008,0.0123075,0.00601627,0.021074,0.00322618,0.014618,0.0127817,0.106754,0.0196253,0.021431,0.0170166,0.0158514,0.00949366,0.0235837,0.0154504,0.0215354,0.0418268,0.00627357,0.0146823,0.0274503,0.0078606,0.00378652,0.0387009,0,0,0.0199938,0,0.0264653,0.0106385,0.0343061,0.00705977,0.0202457,0.00829727,0.00238725,0.0645055,0.00870491,0.0166728,0.0140509,0.0127063,0.00309566,0.0145299,0.00643255,0.00309301,0.0159473,0.0428959,0.00654205,0.00564485,0.0361957,0.0215151,0,0,0,0,0,0,0
72,0.0116096,0.0300559,0,0,0,0,0,0,0.0298942,0.0248818,0.00957895,0.00452557,0,0,0.0383737,0,0.044996,0.0134908,0.0401306,0.0122055,0.00588378,0.021147,0.00312133,0.0144116,0.0129174,0.106902,0.0197814,0.0214117,0.0169221,0.015796,0.00937898,0.0234649,0.0155184,0.0223555,0.0419639,0.00620415,0.0165058,0.0274605,0.00789295,0.00405018,0.0392074,0,0,0.0203199,0,0.026272,0.011004,0.0343693,0.00853705,0.0201736,0.00698129,0.00213552,0.0649382,0.00921681,0.0172144,0.0143479,0.0131603,0.00391061,0.014541,0.00713875,0.00518282,0.0183447,0.0433334,0.00658597,0.00569687,0.0359838,0.0218813,0,0,0,0,0,0,0
