Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x74,,LTIB,x73
37,0.0248719,0.0287358,0,0,0,0,0,0,0.105089,0.0256424,0.00489886,0,0,0.0131062,0,0.0586931,0.0132181,0.044798,0.0113269,0.00693972,0.0133444,0.00354274,0.0481042,0.0139492,0.0273878,0.0168698,0.00863124,0.0116865,0.0242637,0.00584456,0.0250584,0.0504669,0.0175947,0.010546,0.0284316,0.0130007,0.00298656,0.0207389,0,0,0.0346741,0,0.0270732,0.0250217,0.0324026,0.0146498,0.0233314,0.00577133,0.00287882,0.0281467,0.00184724,0.0152473,0.00518078,0.00498123,0.00770106,0.0165852,0.00674977,0.00977956,0.00831988,0.0191932,0.0266007,0.0262139,0.0369365,0.0272434,0,0,0,0,0,0,0,0,0.0178921,0
38,0.0246854,0.0283165,0,0,0,0,0,0,0.104661,0.0257067,0.00485046,0,0,0.0131695,0,0.0586757,0.013163,0.044602,0.0129623,0.00715625,0.0133459,0.00346948,0.047865,0.0135672,0.0273705,0.0159881,0.00868303,0.0118464,0.0242216,0.00759644,0.0250435,0.0505058,0.0175917,0.0106233,0.0284303,0.013181,0.00293043,0.0203769,0,0,0.0345048,0,0.0271035,0.0249036,0.0323985,0.0150311,0.02318,0.00579505,0.00307732,0.0276582,0.00196102,0.0152556,0.00522394,0.00495557,0.00792742,0.01629,0.00714455,0.010048,0.00821643,0.0191369,0.0268036,0.026295,0.0364051,0.026953,0,0,0,0,0,0,0,0,0.018116,0
39,0.0244272,0.0277784,0,0,0,0,0,0,0.104149,0.0257495,0.00491279,0,0,0.0132245,0,0.0587047,0.0130721,0.0444253,0.0137515,0.00741946,0.0132011,0.00338847,0.0473467,0.0130907,0.0271141,0.0152189,0.00874847,0.0118319,0.0245176,0.0086848,0.0250144,0.0505275,0.0176193,0.0107282,0.0284482,0.0134489,0.00298388,0.0199811,0,0,0.0343511,0,0.0271589,0.0249215,0.0324671,0.015543,0.0230281,0.00582089,0.00327874,0.0271342,0.00207298,0.0150916,0.00528893,0.00488202,0.00819737,0.0159667,0.00749979,0.0103838,0.00823435,0.0193398,0.0270808,0.02632,0.0357988,0.0266094,0,0,0,0,0,0,0,0,0.018422,0
40,0.0241298,0.0271263,0,0,0,0,0,0,0.103912,0.025735,0.00515991,0,0,0.0132337,0,0.0587587,0.0130926,0.0443022,0.0139115,0.00770182,0.0127236,0.00330838,0.0468393,0.0127528,0.0266851,0.014633,0.00881716,0.0118505,0.0248135,0.00927067,0.0250108,0.0505651,0.0176379,0.010828,0.0284906,0.0137689,0.00295879,0.0195362,0,0,0.0341443,0,0.0272282,0.0249011,0.0325737,0.0160561,0.0228826,0.00583802,0.00344689,0.0266232,0.00221032,0.0149257,0.00524854,0.00480435,0.00846562,0.015638,0.00783391,0.0107112,0.00825725,0.0195189,0.0272668,0.0262982,0.0351051,0.0262041,0,0,0,0,0,0,0,0,0.0185041,0
41,0.0233233,0.0257096,0,0,0,0,0,0,0.105197,0.0257514,0.00539031,0,0,0.0133554,0,0.0587635,0.0132773,0.0442246,0.0137918,0.00810459,0.0135953,0.00325981,0.0456868,0,0.0257647,0.0150546,0.00934074,0.0122809,0.0252742,0.00750209,0.0252481,0.0506008,0.0175124,0.0108788,0.0285202,0.0140989,0.00277985,0.018766,0,0,0.0338801,0,0.0272099,0.024703,0.0325395,0.0165111,0.0227575,0.00584621,0.00349451,0.025607,0.00237076,0.0147919,0.00514899,0.00476115,0.00875792,0.015283,0.00819512,0.0110494,0.0084148,0.0192777,0.0275153,0.0262302,0.033508,0.025223,0,0,0,0,0,0,0,0,0.0181615,0
42,0.0238728,0.025991,0,0,0,0,0,0,0.105183,0.0256042,0.00539546,0,0,0.0132792,0,0.0587836,0.0134979,0.0440464,0.013985,0.00823923,0.0131245,0.00318201,0.0458677,0,0.0252771,0.0143408,0.00930692,0.012403,0.0252155,0.00817138,0.0251332,0.0504567,0.0174612,0.0108015,0.0284956,0.0143132,0.00264518,0.0189011,0,0,0.0338427,0,0.0272175,0.0246893,0.0325301,0.016967,0.0227081,0.00567767,0.0036405,0.0257018,0.00243648,0.0147073,0.00485233,0.00462195,0.00884217,0.0150383,0.00843825,0.0111945,0.00818686,0.0192477,0.027704,0.0262682,0.0338763,0.0257519,0,0,0,0,0,0,0,0,0.0177378,0
43,0.0253002,0.027347,0,0,0,0,0,0,0.105057,0.0254542,0.00543787,0,0,0.0137159,0,0.0586637,0.0137433,0.043776,0.0140977,0.00831383,0.0125142,0.00313494,0.0475575,0,0.0251771,0.0135948,0.00912637,0.0123615,0.0250802,0.009106,0.0257895,0.0502576,0.0174358,0.0107795,0.0284794,0.0147867,0.00257341,0.0194088,0,0,0.0337832,0,0.0272314,0.0247628,0.0325592,0.0178468,0.0225704,0.00576715,0.00385192,0.0262197,0.0024261,0.0146634,0.00474705,0.0045055,0.00905268,0.0148097,0.0087269,0.011507,0.00784647,0.0195874,0.0276407,0.026326,0.0353205,0.0271065,0,0,0,0,0,0,0,0,0.0175729,0
44,0.0266274,0.0285616,0,0,0,0,0,0,0.105268,0.0253266,0.00548964,0,0,0.0141444,0,0.0585691,0.0136065,0.0433791,0.0137817,0.00833252,0.0122345,0.00312939,0.0492621,0,0.0249822,0.013337,0.00894665,0.0122003,0.0249798,0.0101442,0.0262695,0.0500935,0.0174422,0.0107702,0.0284701,0.0152445,0.00263248,0.0199025,0,0,0.0336694,0,0.0272152,0.0247857,0.0325499,0.0188048,0.0224841,0.00581792,0.00410199,0.0266181,0.00241243,0.0145839,0.00467003,0.00438087,0.00924334,0.0145804,0.00899439,0.0118163,0.00752079,0.0197852,0.0271533,0.026323,0.0365251,0.0283178,0,0,0,0,0,0,0,0,0.0174729,0
45,0.0276637,0.0294068,0,0,0,0,0,0,0.105782,0.02524,0.00531792,0,0,0.0145573,0,0.058509,0.0133309,0.0429998,0.0146369,0.00822003,0.0128689,0.00315233,0.050684,0,0.024738,0.0140327,0.00921793,0,0.0255014,0.0106934,0.0266795,0.0500169,0.0174153,0.0108021,0.0284693,0.0156202,0.00260516,0.0201977,0,0,0.0334432,0,0.0271581,0.0245601,0.0325444,0.0196842,0.0224089,0.00586409,0.004339,0.0268162,0.00242577,0.0145784,0.00471648,0.004228,0.00939173,0.0144068,0.00923253,0.0120736,0.00721365,0.0198436,0.0262813,0.0262424,0.0373523,0.0291531,0,0,0,0,0,0,0,0,0.017861,0
46,0.0285263,0.0300435,0,0,0,0,0,0,0.106598,0.0251961,0.00515596,0,0,0.0149707,0,0.0584188,0.0132433,0.0427663,0.0134403,0.00813124,0.0124762,0.00329058,0.0518064,0,0.0246806,0.0139837,0.0084321,0.0117053,0.0250401,0.0106802,0.02705,0.0499271,0.0173864,0.010772,0.0284245,0.0159921,0.00259728,0.0203609,0,0,0.0331928,0,0.0270875,0.0242112,0.0324332,0.0204494,0.0224165,0.00587092,0.00454691,0.02693,0.00247663,0.014487,0.00469927,0.00407668,0.00949282,0.0142391,0.0094194,0.0122597,0.00692722,0.0199515,0.0258968,0.0261541,0.0379485,0.0298992,0,0,0,0,0,0,0,0,0.0172233,0
47,0.0294876,0.0307612,0,0,0,0,0,0,0.106662,0.0251368,0.00517259,0,0,0.0154479,0,0.0582973,0.013525,0.0424524,0.0146293,0.00800411,0.0136385,0.00336832,0.0527773,0,0.0241699,0.0154616,0.0089961,0,0.0257994,0.0109961,0.0275438,0.0497614,0.0173777,0.0107294,0.0283624,0.0163696,0.00258828,0.0205531,0,0,0.0328157,0,0.0270185,0.0239238,0.0323528,0.0211954,0.0223283,0.0058481,0.00478628,0.027124,0.00251685,0.0144425,0.00461656,0.00403228,0.00958139,0.0141063,0.00958062,0.0124571,0.00664863,0.020227,0.0257526,0.026031,0.03862,0.0308052,0,0,0,0,0,0,0,0,0.0177915,0
48,0.0303489,0.0313954,0,0,0,0,0,0,0.106318,0.0250274,0.00526761,0,0,0.015835,0,0.0582176,0.0138926,0.0423579,0.0139301,0.00802524,0.0126141,0.00338565,0.0536289,0,0.0241024,0.0155951,0.00884138,0.0107122,0.0254288,0.0108893,0.0280316,0.0496008,0.0173437,0.0107033,0.0283143,0.0167165,0.00288262,0.020728,0,0,0.032515,0,0.0269717,0.0239925,0.0322373,0.0218651,0.0222365,0.00576665,0.00495852,0.027283,0.00260737,0.014335,0.00472237,0.00401786,0.00965741,0.0139539,0.00974862,0.0126207,0.00643285,0.0204878,0.02555,0.0259569,0.0391362,0.0316572,0,0,0,0,0,0,0,0,0.017535,0
49,0.0311278,0.0318917,0,0,0,0,0,0,0.106275,0.0248863,0.00512724,0,0,0.0162202,0,0.0581793,0.0141573,0.0423321,0.0144575,0.00814743,0.0113606,0.00332524,0.0546264,0,0.0244442,0.0155049,0.0093637,0.0138303,0.0254643,0.0108943,0.028479,0.0494965,0.0172307,0.0107546,0.028292,0.0171028,0.00316648,0.0210119,0,0,0.0323219,0,0.026923,0.0241779,0.0322792,0.0225455,0.0220957,0.00577473,0.00512746,0.0274751,0.00272004,0.0142374,0.00484397,0.00408757,0.00975594,0.0138077,0.00991831,0.012837,0.00620275,0.0206954,0.0253049,0.0258803,0.0395361,0.0323353,0,0,0,0,0,0,0,0,0.0178554,0
50,0.0318911,0.0323872,0,0,0,0,0,0,0.10779,0.0247381,0.00455181,0,0,0.0167373,0,0.0580706,0.0142657,0.0422795,0.0152931,0.00806428,0.0141105,0.00314093,0.0556478,0,0.0246873,0.0169454,0.0112326,0,0.0260414,0.0104628,0.0289688,0.0493394,0.0170236,0.0109066,0.0282867,0.0175208,0.00313921,0.0213767,0,0,0.0321774,0,0.0268626,0.0243366,0.0324807,0.0232839,0.0220081,0.00587172,0.00513862,0.0276934,0.00277583,0.0140805,0.00492942,0.00413367,0.00987942,0.0137579,0.010071,0.0131056,0.00618264,0.0208309,0.025077,0.0257246,0.039865,0.0329126,0,0,0,0,0,0,0,0,0,0
51,0.0325517,0.0328075,0,0,0,0,0,0,0.107773,0.0245755,0.00448923,0,0,0.0172917,0,0.0579085,0.0141467,0.0423414,0.0158803,0.00808316,0.0131696,0.00292891,0.0563791,0,0.0261638,0.0160038,0.0116636,0,0.0258243,0.0104279,0.0293505,0.0491089,0.0167965,0.0110364,0.0282799,0.0177828,0.00312912,0.0217489,0,0,0.0319984,0,0.0267955,0.0243639,0.0328028,0.0238007,0.0219707,0.0059744,0.00503947,0.0278671,0.00284947,0.0139036,0.00497309,0.00416373,0.0099901,0.0137427,0.0101746,0.0133075,0.00630259,0.0207971,0.0249068,0.0255754,0.0399815,0.0334807,0,0,0,0,0,0,0,0,0,0
52,0.0333117,0.0332338,0,0,0,0,0,0,0.106788,0.0244455,0.00515515,0,0,0.0178219,0,0.0577595,0.0139978,0.0426646,0.0149761,0.00850724,0.00869079,0.00290855,0.0569901,0.012418,0.0282507,0.0113932,0.00922665,0.103135,0.0243668,0.010428,0.0295367,0.0488787,0.0166625,0.0111192,0.0282814,0.0179316,0.00348604,0.0221746,0,0,0.0317726,0,0.0267629,0.024228,0.033112,0.0240786,0.021917,0.00603655,0.00517305,0.0280355,0.00305341,0.0137542,0.00500559,0.00427928,0.0101085,0.0136468,0.0103046,0.0134456,0.00651802,0.0206173,0.0247183,0.0254417,0.0400167,0.0341377,0,0,0,0,0,0,0,0,0,0
53,0.0344925,0.0333958,0,0,0,0,0,0,0.126944,0.0242068,0.00129108,0,0,0.0187115,0,0.0576527,0.0138061,0.0429211,0.0543711,0.00516055,0.025829,0.0038593,0.0582071,0,0.0338317,0.0237159,0.0262819,0,0,0.0327907,0.0301809,0.0487486,0.016227,0.0118247,0.0283365,0.0182165,0.00167887,0.0237141,0,0,0.031215,0,0.0265887,0.0234924,0.0330305,0.0243463,0.0220025,0.00687252,0.00495335,0.0295966,0.00242448,0.0147639,0.00539888,0.00392999,0.00972334,0.0142789,0.0098707,0.0131991,0.00709056,0.0202694,0.0241208,0.0248869,0.0405162,0.034999,0,0,0,0,0,0,0,0,0,0
54,0.0347728,0.0330656,0,0,0,0,0,0,0.126003,0.0241672,0.00170988,0,0,0.019173,0,0.0575976,0.0136952,0.0432066,0.0546016,0.00534225,0.0242827,0.00410473,0.0584898,0,0.0341159,0.022274,0.0257658,0,0,0.0323496,0.0303618,0.048782,0.0160318,0.0119278,0.0283346,0.0182807,0.00183016,0.0237514,0,0,0.0308001,0,0.0265078,0.0229654,0.0331709,0.0245483,0.0218632,0.00707087,0.00516921,0.0294439,0.00244362,0.0145619,0.00553741,0.0039884,0.00986469,0.0142764,0.0099043,0.0133115,0.0070029,0.0202557,0.0236703,0.0246232,0.0400673,0.0350282,0,0,0,0,0,0,0,0,0.0363735,0
55,0.035148,0.0331916,0,0,0,0,0,0,0.125015,0.0241316,0.00179564,0,0,0.0194524,0,0.0575861,0.0135881,0.0434359,0.0496772,0.00530173,0.021743,0.00442849,0.0586516,0,0.033143,0.0202027,0.0226978,0.0323275,0,0.0291154,0.0302125,0.0487544,0.0159343,0.0121208,0.0282786,0.0183376,0.00191754,0.0236716,0,0,0.0305625,0,0.0264368,0.0226246,0.0331093,0.0246719,0.021937,0.00727902,0.00536815,0.0294502,0.00249898,0.0144373,0.00572422,0.00405878,0.00997677,0.0143094,0.00996321,0.013395,0.00719616,0.0204272,0.0237542,0.0244675,0.0400484,0.0352507,0,0,0,0,0,0,0,0,0.0335936,0
56,0.0355063,0.0333163,0,0,0,0,0,0,0.124694,0.0241162,0.00180594,0,0,0.0197283,0,0.0575752,0.013676,0.0436485,0.049197,0.00514504,0.021806,0.00487983,0.0587366,0,0.032553,0.020256,0.0221844,0.0301688,0,0.0281759,0.0300917,0.0486556,0.0159527,0.0123882,0.0282282,0.0185032,0.00185914,0.0235529,0,0,0.0302462,0,0.0263737,0.0223407,0.0331612,0.0249099,0.0218884,0.00743545,0.00564431,0.0292648,0.00250923,0.0143612,0.00588718,0.00414328,0.0100709,0.0143738,0.0100093,0.0135447,0.00740692,0.0203937,0.0237404,0.0242947,0.0399795,0.0355146,0,0,0,0,0,0,0,0,0.0332035,0
57,0.0357448,0.03342,0,0,0,0,0,0,0.124635,0.0240317,0.00201087,0,0,0.0199739,0,0.0574558,0.0140402,0.043636,0.0495039,0.00511629,0.0211943,0.00532542,0.0589336,0,0.0322194,0.0197084,0.0217021,0.0304703,0,0.0277431,0.0301917,0.0485394,0.0159251,0.0126822,0.0281795,0.0187209,0.00188209,0.0235069,0,0,0.0299376,0,0.0263057,0.0221251,0.0332733,0.0250636,0.0219192,0.00763969,0.00599719,0.0292202,0.00253721,0.0143339,0.00606369,0.00429961,0.0101743,0.0144213,0.0100554,0.0137141,0.00757562,0.0204809,0.0234186,0.024118,0.0399536,0.0356528,0,0,0,0,0,0,0,0,0.032866,0
58,0.0358698,0.0334417,0,0,0,0,0,0,0.124526,0.0238962,0.00209467,0,0,0.0202609,0,0.0573289,0.0143774,0.0432076,0.0491688,0.00518239,0.018955,0.00566603,0.0589945,0.0133149,0.0324757,0.0176622,0.0208872,0.0303038,0,0.0275083,0.0302777,0.0483521,0.0158545,0.0129083,0.0281457,0.0190472,0.00175875,0.0234316,0,0,0.0296049,0,0.0262544,0.0220852,0.0334897,0.02527,0.0222434,0.0077532,0.00630009,0.0291487,0.0026896,0.0143494,0.00628302,0.00457232,0.0103015,0.014435,0.0100956,0.0139762,0.00788061,0.0204058,0.0228423,0.0239022,0.0398992,0.0357425,0,0,0,0,0,0,0,0,0.0320945,0
59,0.0360308,0.0334679,0,0,0,0,0,0,0.124777,0.0237933,0.00209217,0,0,0.0206794,0,0.0571894,0.0146126,0.0427223,0.0549066,0.00500446,0.0191232,0.0059084,0.0589296,0.0133709,0.0336982,0.017547,0.0230276,0,0,0.0295496,0.0304022,0.0481497,0.0156889,0.0128167,0.0281312,0.019158,0.00150886,0.0233994,0,0,0.0292089,0,0.0262283,0.0220793,0.0337294,0.0255311,0.022765,0.00755551,0.00637921,0.0289575,0.00282103,0.0144225,0.00626926,0.00482218,0.0102694,0.0145269,0.0100052,0.0141661,0.00797803,0.0200941,0.0225659,0.0236018,0.0399075,0.0357545,0,0,0,0,0,0,0,0,0.0341666,0
60,0.0361077,0.0332988,0,0,0,0,0,0,0.123546,0.0236878,0.00211935,0,0,0.0211902,0,0.0570001,0.0147437,0.0425251,0.0499441,0.00509048,0.0180217,0.00578319,0.0587584,0.0132311,0.0322989,0.0167366,0.0202053,0.0309975,0,0.0257167,0.0304475,0.0479337,0.0154967,0.0127689,0.0281384,0.0189624,0.00154776,0.0234957,0,0,0.0287181,0,0.0262062,0.0219782,0.0337104,0.025253,0.0225448,0.00758165,0.00627862,0.0286758,0.00286388,0.0144026,0.00633851,0.00485065,0.0101589,0.0146629,0.00987688,0.0140226,0.00798515,0.0197174,0.0220863,0.0233539,0.0396543,0.035846,0,0,0,0,0,0,0,0,0.031644,0
61,0.0362585,0.033157,0,0,0,0,0,0,0.123524,0.0235451,0.00224645,0,0,0.0217857,0,0.0568219,0.0147253,0.0423394,0.0503565,0.00511,0.0180735,0.00565163,0.0587144,0.0133596,0.032065,0.0167106,0.0202824,0.0312458,0,0.0250547,0.0304347,0.0477804,0.0152502,0.0127095,0.0281883,0.0187396,0.00153627,0.0237288,0,0,0.028114,0,0.0262509,0.0216732,0.0338321,0.0249784,0.0227776,0.00758057,0.00610168,0.0284701,0.0029932,0.0144477,0.00639847,0.00501609,0.0100488,0.0148248,0.00970043,0.0139405,0.00796317,0.0194168,0.0220891,0.0230717,0.0394645,0.0357941,0,0,0,0,0,0,0,0,0.0316214,0
62,0.0365766,0.0329301,0,0,0,0,0,0,0.123357,0.023291,0.0020886,0,0,0.0226804,0,0.05664,0.0146535,0.0426168,0.0506623,0.00512012,0.017969,0.00549678,0.0587706,0.0133757,0.0319431,0.0166617,0.0203283,0.0313214,0,0.0242861,0.030488,0.0476686,0.0148776,0.0126943,0.0282714,0.0185726,0.00136748,0.0241456,0,0,0.0274156,0,0.0263499,0.0211,0.033851,0.0246941,0.0225096,0.00758885,0.00598727,0.0283152,0.00295143,0.0144049,0.00644061,0.00501147,0.00990456,0.0150005,0.00952813,0.0137566,0.0079255,0.0189526,0.021825,0.0228107,0.0392282,0.0359566,0,0,0,0,0,0,0,0,0.0315487,0
63,0.0369003,0.0328713,0,0,0,0,0,0,0.12324,0.023051,0.00197325,0,0,0.023635,0,0.0564876,0.0148276,0.0423598,0.0510727,0.00512279,0.0177341,0.00524485,0.0584211,0.0133359,0.0316311,0.0163991,0.0202951,0.0314124,0,0.0236984,0.0305597,0.0476838,0.0146069,0.0127835,0.0282559,0.0186344,0.00142582,0.0243746,0,0,0.0267954,0,0.0263704,0.0206451,0.0341849,0.0248331,0.0231974,0.00758475,0.00569618,0.0281589,0.00302621,0.014376,0.00647101,0.00522374,0.00990693,0.0151719,0.00943339,0.013895,0.00812223,0.018793,0.0213591,0.0225767,0.0392301,0.0360304,0,0,0,0,0,0,0,0,0.0315435,0
64,0.0371127,0.0326249,0,0,0,0,0,0,0.12319,0.0228173,0.00214984,0,0,0.0244615,0,0.0564916,0.0150865,0.0421439,0.0511809,0.00514688,0.0175885,0.00504859,0.0578277,0.0132037,0.0316016,0.0161795,0.0201727,0.0315317,0,0.0233368,0.0305133,0.0478647,0.0143052,0.012957,0.0281873,0.0187783,0.00207881,0.0244406,0,0,0.0261523,0,0.0263267,0.0203543,0.0344502,0.025156,0.0236632,0.00760774,0.00552643,0.0277851,0.00310663,0.0143386,0.00655722,0.00542416,0.00998311,0.0153431,0.00940808,0.0141338,0.00845109,0.0183732,0.0208983,0.0223779,0.0389634,0.0360488,0,0,0,0,0,0,0,0,0.0315497,0
65,0.0343636,0.0287921,0,0,0,0,0,0,0.123417,0.022858,0.00220483,0,0,0.0246012,0,0.0562985,0.0153145,0.0422323,0.0511348,0.00527086,0.0177062,0.00479354,0.0541265,0.0130551,0.0317196,0.0161497,0.0199689,0.0315961,0,0.0230042,0.0306992,0.0480655,0.0138939,0.0129139,0.0282439,0.0186721,0.00281973,0.0235154,0,0,0.0248272,0,0.0261577,0.0196214,0.0345182,0.0252171,0.0236929,0.00755277,0.00534516,0.0261952,0.00317986,0.0142104,0.00660704,0.00548311,0.00998946,0.0154714,0.00937175,0.0141943,0.00856802,0.0166799,0.0203714,0.0219341,0.0347938,0.0334127,0,0,0,0,0,0,0,0,0.0315279,0
66,0.0342271,0.028261,0,0,0,0,0,0,0.123396,0.022701,0.00225315,0,0,0.0249592,0,0.0562193,0.0153136,0.0423616,0.051114,0.00525711,0.0175829,0.00491054,0.0537161,0.0127498,0.0321357,0.0159204,0.0198206,0.0314246,0,0.0228282,0.030731,0.0481595,0.0136594,0.0129747,0.028197,0.0187104,0.00290083,0.0235512,0,0,0.0242136,0,0.0261137,0.0194878,0.0345766,0.0253983,0.0236573,0.00772808,0.00549436,0.0260963,0.00319186,0.0141107,0.0066913,0.00554199,0.0100405,0.0155712,0.00935107,0.0143396,0.00874223,0.0165725,0.0198285,0.0217637,0.0342646,0.033319,0,0,0,0,0,0,0,0,0.0315775,0
67,0.0339667,0.0277149,0,0,0,0,0,0,0.123441,0.0226358,0.00233605,0,0,0.0250111,0,0.0561146,0.0154787,0.0424422,0.0509945,0.00523766,0.0174288,0.00506384,0.0532572,0.0124394,0.0325399,0.0157084,0.0197933,0.0311445,0,0.0228424,0.030755,0.0482667,0.0135213,0.0130474,0.0281566,0.0188485,0.00248864,0.0235325,0,0,0.0237259,0,0.0260937,0.0193509,0.0346843,0.0256744,0.0237201,0.00792024,0.00562448,0.0260858,0.00319824,0.0139535,0.006718,0.00562511,0.0101088,0.0156421,0.00934138,0.014555,0.00894459,0.0163027,0.0198783,0.0215874,0.0336926,0.0330769,0,0,0,0,0,0,0,0,0.0316443,0
68,0.0336945,0.0271635,0,0,0,0,0,0,0.123375,0.0228498,0.00237163,0,0,0.0249123,0,0.0558069,0.0158336,0.0424331,0.0505893,0.00523132,0.0173017,0.00511556,0.0529292,0.0121329,0.0327485,0.0156046,0.0197211,0.0313442,0,0.022854,0.0308049,0.048205,0.0135688,0.013112,0.0281223,0.0188896,0.00242116,0.0236848,0,0,0.0232675,0,0.0260377,0.0191175,0.0347592,0.0258504,0.0237567,0.00806587,0.00567868,0.0261618,0.00323888,0.0137982,0.00675423,0.00570887,0.0101638,0.0156819,0.00934021,0.0147313,0.00911731,0.0158571,0.0199591,0.0214047,0.0331347,0.0328582,0,0,0,0,0,0,0,0,0.0316188,0
69,0.0334881,0.0266461,0,0,0,0,0,0,0.123274,0.0231487,0.00230675,0,0,0.0249226,0,0.0553821,0.0160449,0.0422853,0.0501339,0.0052425,0.0171436,0.00504607,0.0527102,0.0118765,0.032862,0.0154449,0.0199187,0.0314164,0,0.0230477,0.0307919,0.0479676,0.0136565,0.0131873,0.0281047,0.018703,0.00251697,0.0240893,0,0,0.0226927,0,0.02596,0.0186893,0.0347839,0.0258876,0.0238104,0.00826413,0.00561171,0.0263208,0.00331336,0.0136414,0.00680043,0.00577683,0.0102035,0.0157218,0.00932368,0.0148214,0.00926336,0.0151644,0.0198369,0.0211401,0.0325935,0.0327315,0,0,0,0,0,0,0,0,0.031594,0
70,0.0331727,0.0261878,0,0,0,0,0,0,0.123333,0.0228084,0.00228829,0,0,0.0246919,0,0.0555168,0.0159442,0.0422148,0.0497863,0.00525299,0.0169377,0.00506002,0.0526285,0.0116257,0.0330853,0.01524,0.0199193,0.0312604,0,0.0232303,0.0305821,0.0480449,0.0132585,0.0132449,0.0280801,0.0185079,0.00261569,0.0244749,0,0,0.0220497,0,0.0258579,0.0181483,0.0347902,0.0257423,0.0239551,0.00838078,0.0055753,0.0266468,0.0034098,0.0135134,0.00682979,0.00583463,0.0101878,0.0158031,0.0092627,0.0147732,0.00934717,0.0146557,0.0193304,0.0207866,0.0322012,0.0326388,0,0,0,0,0,0,0,0,0.0315828,0
71,0.0329538,0.0256272,0,0,0,0,0,0,0.123178,0.0224826,0.0022507,0,0,0.0245768,0,0.0555739,0.0155723,0.0422973,0.0495762,0.00534711,0.0168175,0.00502509,0.0522866,0.0114407,0.0332563,0.015185,0.0203739,0.0311876,0,0.0231943,0.0302476,0.0480439,0.0127958,0.0132543,0.0280661,0.0182924,0.00262609,0.025101,0,0,0.0212378,0,0.0257424,0.0174905,0.0347687,0.0254361,0.0240812,0.00844551,0.00544995,0.027177,0.00350353,0.0133816,0.00685597,0.0058391,0.010112,0.0158833,0.00920182,0.0145926,0.00937408,0.0143659,0.0186094,0.0203448,0.0318001,0.0325464,0,0,0,0,0,0,0,0,0.0316306,0
72,0.0329232,0.0249689,0,0,0,0,0,0,0.123089,0.0222258,0.00218693,0,0,0.0247892,0,0.0554112,0.0151902,0.042669,0.0493079,0.00548025,0.0167788,0.00488787,0.0517931,0.0113578,0.0334475,0.0152377,0.0207954,0.0310829,0,0.0231023,0.0298702,0.0478858,0.0122501,0.013236,0.0280705,0.018112,0.00255386,0.0259557,0,0,0.0204533,0,0.025627,0.0166741,0.034625,0.0251319,0.0237486,0.00847907,0.0052633,0.0278637,0.00341883,0.0131781,0.00686519,0.00566138,0.00999145,0.0159204,0.00913751,0.0143298,0.00930433,0.0139921,0.0182325,0.0198817,0.031278,0.0327837,0,0,0,0,0,0,0,0,0.0316162,0
73,0.0332153,0.0243528,0,0,0,0,0,0,0.123174,0.0218967,0.00238419,0,0,0.0250021,0,0.0551508,0.0148081,0.0432495,0.048773,0.00566258,0.0169284,0.00469972,0.0514742,0.011385,0.0337341,0.0154014,0.0210026,0.0309731,0,0.0232307,0.0295732,0.0476664,0.0116995,0.0132047,0.0280822,0.0180416,0.00280622,0.0269274,0,0,0.0196698,0,0.0255166,0.0157838,0.0343737,0.0249403,0.0228132,0.00853794,0.00513731,0.0285189,0.00319931,0.0129696,0.00683118,0.00537723,0.00990589,0.0159408,0.00912755,0.0140853,0.00908113,0.0136447,0.0177634,0.019353,0.0306739,0.0332257,0,0,0,0,0,0,0,0,0.031606,0
74,0.0335749,0.0240953,0,0,0,0,0,0,0.123459,0.0215304,0.00236899,0,0,0.0250164,0,0.0549283,0.0147301,0.0433043,0.0485852,0.0058159,0.0171181,0.00441959,0.0512161,0.0113928,0.0337026,0.0154645,0.0210576,0.0309888,0,0.0235847,0.0291498,0.0474989,0.0111674,0.0133268,0.0280867,0.0182019,0.00279338,0.0276874,0,0,0.0189835,0,0.0254293,0.0151239,0.0344046,0.0251475,0.0228093,0.0086094,0.00481303,0.0290241,0.00321279,0.012887,0.00678587,0.00539069,0.0100442,0.0159511,0.00923087,0.0142403,0.00916419,0.0135348,0.0176011,0.0188501,0.0303839,0.0334941,0,0,0,0,0,0,0,0,0.0316405,0
