Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LELB,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RELB,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x55,x56,x57,x58
126,0.0145396,0.0760936,0.0335991,0,0.0240097,0.0583279,0.0447515,0,0.045839,0.0570142,0.0667743,0.0280775,0.0192602,0.0351487,0.0589207,0.0489986,0.0729164,0.0690661,0.031488,0.062635,0.0632082,0.0351467,0.0496259,0.0702094,0.0221297,0.0125735,0.0229221,0.0380081,0,0.0181753,0.058451,0.0341067,0.032503,0,0.0337398,0.075873,0.0144298,0.0316646,0.0491342,0.0326066,0.0604347,0.0163851,0.0415135,0.0479932,0.0416791,0.0270902,0.0307151,0.0073021,0.0360314,0.00912472,0.0290676,0.0121949,0.0265122,0.0813752,0.0501181,0,0,0,0
127,0.014468,0.0761749,0.0338818,0,0.0237013,0.0583064,0.0445689,0,0.0458697,0.0572903,0.0665943,0.0281091,0.0189983,0.0351901,0.0585459,0.0496701,0.0738557,0.0694007,0.0319381,0.0633586,0.0641393,0.0358859,0.0500385,0.0709066,0.0221594,0.0126244,0.0227183,0.0387823,0,0.0182335,0.0593469,0.0340492,0.0326199,0,0.0337043,0.0756733,0.014414,0.031967,0.0492182,0.0327019,0.0604451,0.0164869,0.0412876,0.0478434,0.0419698,0.027547,0.0305066,0.00728611,0.0364743,0.00978962,0.0290547,0.0123205,0.026176,0.0813167,0.049926,0,0,0,0
128,0.0143874,0.0762874,0.0339432,0,0.0232589,0.0584303,0.0443923,0,0.0458222,0.0576188,0.0660365,0.0279144,0.0185859,0.0351967,0.0582016,0.0503008,0.0749125,0.0696155,0.0323964,0.0639864,0.0649072,0.0364829,0.0502286,0.0710695,0.0221367,0.0125104,0.0226321,0.0395742,0,0.0183008,0.060154,0.0339802,0.0326874,0,0.0336739,0.0753612,0.0143619,0.0321678,0.0493131,0.0328158,0.06054,0.0165417,0.0409968,0.0476795,0.0422754,0.0279515,0.0302941,0.00725007,0.0368482,0.0104686,0.0290444,0.0124481,0.0259189,0.0812708,0.0497478,0,0,0,0
129,0.0143445,0.0764281,0.0337274,0,0.0227084,0.0587051,0.0442074,0,0.04576,0.0579792,0.0650702,0.0275477,0.0180626,0.03516,0.0579341,0.0509759,0.0758757,0.0698548,0.0328184,0.0644139,0.0655099,0.0369332,0.0500946,0.0705599,0.0220939,0.012314,0.0226565,0.0403709,0,0.0183855,0.0608715,0.0339161,0.0327371,0,0.0336801,0.0750368,0.0142752,0.0322128,0.0493724,0.0329962,0.0606975,0.0164662,0.0406667,0.0475244,0.0425721,0.0283075,0.030064,0.00721859,0.0371716,0.0112248,0.029032,0.0125461,0.0257402,0.080965,0.0495933,0,0,0,0
130,0.0142802,0.0765727,0.0331148,0,0.0221587,0.0589753,0.0440205,0,0.0456559,0.0583392,0.0634312,0.0275358,0.0174426,0.0349823,0.0577638,0.0515367,0.0766527,0.0699529,0.0331636,0.0644672,0.065978,0.0371997,0.0496085,0.0691386,0.0219824,0.0121508,0.0225728,0.0411322,0,0.0184206,0.0615885,0.0339067,0.0327815,0,0.0337051,0.0747874,0.0142868,0.0324643,0.0495654,0.0333353,0.0607116,0.0165469,0.0403363,0.0473811,0.0428777,0.0286816,0.0297873,0.00713701,0.0375337,0.0119618,0.0290393,0.0125698,0.0255623,0.0804037,0.0494342,0,0,0,0
131,0.0141868,0.0766486,0.0321781,0,0.021583,0.0591586,0.0438373,0,0.0455694,0.0586882,0.0612081,0.027849,0.016798,0.0347038,0.0575379,0.0519223,0.0772714,0.0698262,0.0333841,0.0643347,0.0661916,0.0372792,0.0487359,0.0666376,0.0219051,0.0120355,0.0224851,0.0418875,0,0.0184746,0.0622761,0.0339207,0.0327815,0,0.0336987,0.0746271,0.0142932,0.0327695,0.0497719,0.0337138,0.0605988,0.0167416,0.0400024,0.0472145,0.0431914,0.02904,0.0295955,0.00710189,0.0379149,0.0127077,0.0290994,0.0125876,0.0253374,0.0801537,0.0492632,0,0,0,0
132,0.0141232,0.0766879,0.0310378,0,0.020962,0.0595092,0.0437083,0,0.0454499,0.0590596,0.0587175,0.0279569,0.0160695,0.0344191,0.057241,0.0522354,0.0777854,0.0696504,0.0334934,0.0640537,0.0663086,0.0372299,0.0475784,0.0631866,0.0218778,0.0120192,0.0222542,0.042655,0,0.0185462,0.0628238,0.0339223,0.0327332,0,0.033684,0.074552,0.0143042,0.0330064,0.0499197,0.0340935,0.0605181,0.0170309,0.0396435,0.0470359,0.0435273,0.0293438,0.0294538,0.00712497,0.0382863,0.0134853,0.0291601,0.0125948,0.0251089,0.0801385,0.0491367,0,0,0,0
133,0.0140511,0.0767081,0.0297369,0,0.0202726,0.0601238,0.0436316,0,0.0452887,0.0594515,0.0558575,0.0277783,0.0152586,0.0340816,0.056979,0.0524812,0.0781469,0.0694227,0.0335002,0.0638045,0.0665506,0.0371975,0.0463433,0.0589192,0.0218335,0.0120029,0.0221013,0.0434215,0,0.01861,0.0632423,0.0339468,0.0326602,0,0.0336862,0.0745584,0.0143423,0.033219,0.0500753,0.0344185,0.0603926,0.0173432,0.0392319,0.0468162,0.0438815,0.0295967,0.0293337,0.00718347,0.0386926,0.0142857,0.0292231,0.0126123,0.0249073,0.0801537,0.0490101,0,0,0,0
134,0.0139364,0.0767434,0.0285845,0,0.0194111,0.0610247,0.0435764,0,0.0451756,0.0598348,0.0527097,0.0275346,0.0144835,0.0336756,0.0567718,0.0526546,0.0783412,0.0691401,0.0335047,0.0637342,0.0668903,0.0372018,0.0451104,0.0539179,0.0217658,0.011941,0.0220949,0.0442611,0,0.0186327,0.0635405,0.0340126,0.0325221,0,0.0337356,0.0746553,0.0144257,0.0334776,0.0502579,0.0347204,0.0603049,0.0176439,0.0387978,0.0465686,0.0441516,0.0299072,0.0291686,0.00723687,0.0391078,0.0151442,0.0292833,0.0126209,0.0247282,0.0802313,0.0488257,0,0,0,0
135,0.0137472,0.0767296,0.0278735,0,0.0185386,0.0620706,0.0435078,0,0.0450648,0.0601642,0.0493538,0.0277347,0.0138992,0.0332016,0.056536,0.0525558,0.078231,0.0687514,0.0335761,0.0638236,0.0671523,0.0375198,0.0439765,0.0482296,0.0216726,0.011949,0.0219881,0.0451395,0,0.0186731,0.0637775,0.0341068,0.0322843,0,0.033734,0.0748406,0.0145353,0.033925,0.0504725,0.035085,0.0600773,0.0179387,0.0383251,0.046252,0.0444162,0.0303373,0.0290434,0.00717317,0.0394779,0.0160434,0.029378,0.012573,0.0245463,0.0803302,0.0486152,0,0,0,0
136,0.0134981,0.0766934,0.0278978,0,0.01774,0.0632384,0.0433631,0,0.0449772,0.0603745,0.0459718,0.0283934,0.0136453,0.0326806,0.0562464,0.0522362,0.0778249,0.0683315,0.0337967,0.0639271,0.0675093,0.0384968,0.0431367,0.0419394,0.0216088,0.0120241,0.0217375,0.0459972,0,0.0187664,0.0640254,0.0341738,0.0319492,0,0.0336772,0.0751026,0.0146975,0.0344843,0.0507578,0.0355253,0.0597275,0.0182348,0.0378474,0.0459053,0.0446583,0.0307509,0.0289891,0.00716853,0.0398486,0.0169635,0.0295123,0.0124586,0.0243788,0.0804473,0.0483519,0,0,0,0
137,0.0126865,0.0766235,0.0285662,0,0.015776,0.0641971,0.0437092,0,0.0442459,0.0600662,0.042093,0.0280657,0.0152092,0.0309639,0.0550677,0.0505067,0.0753655,0.0670067,0.0335137,0.0652147,0.0692509,0.0407461,0.0432914,0.0397788,0.020578,0.012468,0.0209961,0.0537671,0,0.0209524,0.064396,0.0350036,0.0310909,0,0.0339681,0.0750455,0.0123035,0.0359877,0.0488325,0.0372109,0.0593632,0.0168972,0.0399644,0.0464055,0.0437566,0.0280359,0.033027,0.00921761,0.0372274,0.0260587,0.0299199,0.0123761,0.0241199,0.080428,0.0475476,0,0,0,0
138,0.0123749,0.0765474,0.0295756,0,0.0161334,0.0658075,0.0434034,0,0.0441756,0.0598666,0.0388619,0.0288748,0.0155654,0.0306709,0.0548173,0.0501876,0.0747145,0.0668657,0.0339247,0.064895,0.0691533,0.0412131,0.0427266,0.0321458,0.0206468,0.0126124,0.0208638,0.0550195,0,0.0209658,0.0642211,0.0349413,0.0306997,0,0.033832,0.0755017,0.0125546,0.0362139,0.0493891,0.037287,0.0587664,0.0171475,0.0396715,0.0460487,0.0439945,0.0282614,0.0331567,0.0092037,0.03748,0.0274584,0.0300992,0.0123671,0.023931,0.0804436,0.0472634,0,0,0,0
139,0.0120612,0.076479,0.0307572,0,0.0166274,0.0676164,0.0430665,0,0.0441452,0.0593362,0.0359431,0.0299117,0.0161476,0.0303512,0.0545562,0.0497352,0.0737733,0.0667555,0.0342171,0.0644208,0.0689804,0.0413663,0.0421233,0.0253723,0.0207182,0.012705,0.0208517,0.0555821,0,0.0206578,0.06378,0.0349073,0.0303267,0,0.033707,0.0762522,0.0131188,0.0364459,0.0504888,0.0375266,0.0581786,0.0176857,0.0390287,0.0455785,0.0444159,0.0289114,0.0328371,0.00873979,0.0379888,0.0279783,0.0302662,0.0123287,0.0238006,0.0804233,0.0469906,0,0,0,0
140,0.0117302,0.0764633,0.0321881,0,0.0173045,0.0691492,0.0426835,0,0.0441666,0.0588426,0.0335603,0.0310556,0.0168824,0.0301868,0.0543022,0.0493019,0.0726102,0.0666796,0.0344601,0.0639937,0.068783,0.0413857,0.0413304,0.0196447,0.0207752,0.0127986,0.0208044,0.0568306,0,0.0207322,0.0636624,0.0348683,0.0298568,0,0.0335301,0.0767878,0.0133266,0.0366478,0.0508299,0.0376789,0.0576444,0.0178032,0.0388209,0.0452384,0.0444249,0.0290835,0.033008,0.00872715,0.0381015,0.0293452,0.0304756,0.0122483,0.0236594,0.080421,0.0466415,0,0,0,0
141,0.0114813,0.0764892,0.0337549,0,0.0179936,0.0706484,0.0423011,0,0.0442511,0.0581218,0.0317462,0.0321146,0.017542,0.0299466,0.0540556,0.0491436,0.0714799,0.0666326,0.0344936,0.0635535,0.068514,0.0414756,0.040403,0.0153445,0.0207916,0.0129043,0.020748,0.0568402,0,0.0204674,0.0633734,0.0348634,0.0294334,0,0.0333957,0.0775894,0.0137806,0.0366866,0.051709,0.0379574,0.0571686,0.018443,0.0379361,0.0447416,0.0447506,0.0297489,0.0323278,0.0082534,0.0386127,0.0291995,0.0306661,0.0121427,0.0235734,0.0804344,0.0463615,0,0,0,0
142,0.011271,0.0765496,0.0343066,0,0.0188399,0.0724951,0.0417835,0,0.0444776,0.0571538,0.0306316,0.0329534,0.0183579,0.0295666,0.0537772,0.0488311,0.0704185,0.0667354,0.0346549,0.0627755,0.0678074,0.0414197,0.0392791,0.0122217,0.0208789,0.0126109,0.0207633,0.0519999,0,0.020769,0.0637451,0.0348902,0.028997,0,0.0333835,0.0783659,0.0119659,0.0364822,0.0506575,0.0384003,0.0567768,0.0208391,0.033996,0.0436328,0.0458226,0.0311197,0.0293578,0.00792275,0.0397483,0.0230558,0.0308643,0.011933,0.0237173,0.0804683,0.0461308,0,0,0,0
143,0.0111557,0.0765827,0.0352495,0,0.0192447,0.0733394,0.0414197,0,0.0445566,0.0566288,0.0300264,0.0335495,0.0192334,0.029299,0.0536048,0.0485309,0.0697038,0.0666703,0.0345108,0.0624617,0.0674822,0.04144,0.0387114,0.0100607,0.0209097,0.0126457,0.0207659,0.0512261,0,0.0203447,0.0635746,0.0348708,0.0286375,0,0.0333169,0.0791035,0.0124315,0.0366505,0.051241,0.0386777,0.056365,0.0216002,0.0328435,0.0431448,0.0462062,0.0317267,0.0284769,0.00760499,0.040225,0.0220018,0.0309798,0.0118434,0.023666,0.0802841,0.0460948,0,0,0,0
144,0.0111483,0.0765936,0.037673,0,0.0185308,0.0730228,0.041176,0,0.0446641,0.0568527,0.0315661,0.0338152,0.0200448,0.0293388,0.0535803,0.0484618,0.0690478,0.0664778,0.0345337,0.0622366,0.0676674,0.041032,0.0376155,0.0109127,0.0209521,0.0127858,0.0208152,0.0564108,0,0.0201425,0.063699,0.0347555,0.0283089,0,0.0332042,0.0790271,0.014059,0.0372301,0.0516491,0.0386812,0.0558293,0.0197149,0.0356304,0.0435119,0.0451389,0.0302401,0.030933,0.00784064,0.0389672,0.0284799,0.0310551,0.0118007,0.0235513,0.0800142,0.0461958,0,0,0,0
145,0.0116439,0.0767945,0.0362717,0,0.0180359,0.0738648,0.0406897,0,0.0453307,0.056685,0.02979,0.0350153,0.0202657,0.0297438,0.0543015,0.0476608,0.0684571,0.0665189,0.0346865,0.0639094,0.0689076,0.0425176,0.0397776,0.0110208,0.0215687,0.0123414,0.0211218,0.0476218,0,0.0179343,0.0635192,0.0342415,0.028389,0,0.0332278,0.0803158,0.0167645,0.037094,0.053817,0.0384816,0.0556195,0.0223843,0.0313997,0.0419855,0.0465712,0.0341531,0.0258666,0.00712946,0.0427785,0.0185232,0.0308818,0.0114328,0.0238583,0.0801306,0.0467328,0,0,0,0
146,0.0117069,0.077088,0.0368455,0,0.0178754,0.0736071,0.0403715,0,0.0455521,0.0567146,0.0299204,0.0351335,0.0207136,0.0295996,0.0544284,0.0478677,0.0685825,0.0665249,0.0350443,0.0637146,0.0687984,0.0422601,0.0394938,0.0106585,0.0216576,0.0120203,0.0209872,0.0492949,0,0.0172815,0.0636997,0.0341269,0.0281855,0,0.033281,0.0804483,0.0183274,0.0376953,0.053596,0.03866,0.0551392,0.0215857,0.0322536,0.0418412,0.045944,0.0333956,0.0264291,0.00699163,0.0422302,0.0205135,0.0308623,0.0112416,0.0236432,0.0801527,0.0468992,0,0,0,0
147,0.0113517,0.0767549,0.0379009,0,0.0191316,0.0725802,0.040559,0,0.044651,0.0566076,0.0297349,0.0340801,0.0209872,0.0292088,0.0536221,0.0481039,0.0688889,0.0663051,0.0350644,0.0629751,0.0680361,0.0416167,0.0389191,0.00789115,0.0209366,0.0124597,0.0210297,0.0568036,0,0.018821,0.0637627,0.0345102,0.0274891,0,0.0329171,0.0798174,0.0163302,0.0376877,0.0510628,0.0392574,0.0546891,0.0195755,0.0351558,0.0428446,0.0446107,0.0293395,0.0307031,0.0076834,0.0380752,0.0290262,0.0313105,0.0116126,0.0235011,0.0794164,0.0468804,0,0,0,0
148,0.0114941,0.0767691,0.0376334,0,0.0188779,0.0720418,0.0404803,0,0.0445448,0.0564852,0.0297122,0.0339656,0.0204481,0.0293083,0.0537988,0.0482581,0.0692387,0.0662853,0.0349023,0.0632003,0.0681378,0.0416842,0.0393482,0.00850456,0.0209527,0.0122625,0.0211442,0.056348,0,0.0181545,0.0637998,0.034472,0.0272789,0,0.0328273,0.0798881,0.0171443,0.0377327,0.0506249,0.0394327,0.05445,0.0193785,0.0351,0.0427008,0.0442694,0.028844,0.0306051,0.00765654,0.0375249,0.0284934,0.0313349,0.0115589,0.023538,0.0791909,0.0471108,0,0,0,0
149,0.0115774,0.0767547,0.0368303,0,0.0185201,0.0714063,0.040485,0,0.0444023,0.0563592,0.0295167,0.0338013,0.0194644,0.0294872,0.0539481,0.0484046,0.0697217,0.0662367,0.03446,0.0634422,0.0681719,0.041757,0.0400115,0.00938337,0.0209227,0.0120912,0.0212267,0.0551164,0,0.0175521,0.0638075,0.0344587,0.0271095,0,0.032778,0.0798553,0.0177276,0.0377417,0.0499828,0.0394397,0.0541888,0.0192161,0.0348327,0.0425211,0.04388,0.0284183,0.0302321,0.00764286,0.0369609,0.0270422,0.0313325,0.011486,0.0236332,0.0789504,0.0472647,0,0,0,0
150,0.0115993,0.0767266,0.0357418,0,0.0181587,0.0706187,0.0406178,0,0.044134,0.0563099,0.0291813,0.0335291,0.0183622,0.0297398,0.0541203,0.0483492,0.0701643,0.0661337,0.0337647,0.063805,0.0681964,0.0414209,0.0408406,0.0104292,0.0208475,0.0119934,0.0212352,0.0532628,0,0.0170718,0.063739,0.0344516,0.0269535,0,0.0327678,0.0797723,0.018125,0.0376595,0.0491882,0.0392642,0.053978,0.0190716,0.0342757,0.0423113,0.0434948,0.0280498,0.0296098,0.0075839,0.0364022,0.0249049,0.0313779,0.0113725,0.023799,0.0787567,0.0473042,0,0,0,0
151,0.0116937,0.0766926,0.0344707,0,0.0181357,0.069838,0.0407621,0,0.0439141,0.0562068,0.029161,0.033216,0.0175452,0.0299361,0.0542757,0.04818,0.0703079,0.0659772,0.0331648,0.064013,0.0680325,0.0410813,0.0412629,0.011665,0.0208321,0.0119209,0.0212874,0.0513841,0,0.016562,0.0635415,0.0344753,0.0269669,0,0.0327592,0.0797489,0.0185798,0.037533,0.0483375,0.0392536,0.0539558,0.0190182,0.0335438,0.0420833,0.0431348,0.0275662,0.0290205,0.00758192,0.0358103,0.0228292,0.0313564,0.0113185,0.0239709,0.0786324,0.0473242,0,0,0,0
152,0.0118672,0.0766294,0.0332695,0,0.0181344,0.0695412,0.0409191,0,0.0437303,0.0554945,0.0292449,0.0332705,0.0166116,0.0297724,0.0543372,0.0478412,0.070229,0.0658864,0.0324273,0.0639072,0.0676369,0.0407183,0.0416415,0.0131693,0.0208348,0.0117973,0.0213825,0.0472182,0,0.0145873,0.0620287,0.0345738,0.0271038,0,0.0328018,0.080926,0.0208642,0.0377016,0.0508495,0.0397624,0.0541918,0.0208064,0.0310901,0.0412438,0.0439358,0.0287797,0.0265832,0.00588161,0.0364609,0.0179868,0.0312494,0.0113074,0.024188,0.0784891,0.0474263,0,0,0,0
153,0.0118296,0.0765458,0.032254,0,0.0180511,0.0690294,0.0410938,0,0.0435179,0.0553717,0.0290061,0.0333433,0.016101,0.0300181,0.0543415,0.0474426,0.0698269,0.0657732,0.0319008,0.0639752,0.0673263,0.0402861,0.0420739,0.0140676,0.0208503,0.011714,0.0214684,0.0459317,0,0.0144425,0.061851,0.0345854,0.0270257,0,0.032769,0.0807709,0.0208147,0.037652,0.0491673,0.0396637,0.0541845,0.0204854,0.0305572,0.0409885,0.043142,0.027679,0.0264856,0.00646094,0.0353695,0.0168092,0.0312889,0.0113022,0.0242914,0.078371,0.0473124,0,0,0,0
154,0.011712,0.0764919,0.0305565,0,0.0176492,0.068818,0.0412255,0,0.0433199,0.0552708,0.0281494,0.0337239,0.0159424,0.0303734,0.0542536,0.0468579,0.069326,0.0656588,0.0312346,0.0639521,0.0671195,0.0396753,0.0419916,0.0150846,0.0208973,0.0116474,0.0215097,0.0447988,0,0.0149016,0.0620922,0.0345678,0.0268732,0,0.0327145,0.0802989,0.019819,0.037579,0.0460198,0.039281,0.0540679,0.0198231,0.0301194,0.0409876,0.0420987,0.0261801,0.0268092,0.00770921,0.0339225,0.0160275,0.0314286,0.0112662,0.0243739,0.0783275,0.0470964,0,0,0,0
155,0.0117993,0.0764499,0.0282657,0,0.0172937,0.0686796,0.0414043,0,0.0431943,0.0550623,0.0269211,0.0343773,0.0163068,0.030726,0.0542458,0.0459129,0.0688057,0.0654007,0.0303592,0.0635455,0.066991,0.0389883,0.0411659,0.0166409,0.0209381,0.011487,0.0215873,0.0452696,0,0.0141526,0.0614478,0.0344484,0.0267369,0,0.0326812,0.0801791,0.0209843,0.0379642,0.0454915,0.0388252,0.0540235,0.0189012,0.0307622,0.0411477,0.0411007,0.0248115,0.0276448,0.00824479,0.0325702,0.0170539,0.0315521,0.0113249,0.02444,0.0782966,0.0471289,0,0,0,0
156,0.0119491,0.0764779,0.02602,0,0.0173184,0.0688913,0.0415096,0,0.0430787,0.054587,0.0257105,0.0351149,0.0172314,0.0310467,0.0541121,0.0446616,0.0684595,0.065106,0.0292821,0.0626078,0.066624,0.0381518,0.0398614,0.0182711,0.0209207,0.0114414,0.0216541,0.0426356,0,0.012698,0.0599885,0.0343278,0.0264338,0,0.0326429,0.0810925,0.0226925,0.038542,0.0469935,0.038587,0.0539957,0.0197372,0.0290241,0.0404249,0.0409714,0.0250195,0.0259665,0.00739196,0.0322783,0.0155982,0.0317492,0.0112129,0.0245248,0.0782489,0.047311,0,0,0,0
157,0.0122522,0.076455,0.0250857,0,0.0178582,0.0684573,0.0417429,0,0.0430542,0.0549304,0.025041,0.0353725,0.0187252,0.0319052,0.0543103,0.043472,0.0679365,0.0646275,0.0283468,0.0621288,0.0663854,0.0375688,0.0390213,0.0190152,0.0209008,0.011349,0.0218357,0.0455949,0,0.0122012,0.0593758,0.0340169,0.0261365,0,0.0326295,0.0803558,0.0240375,0.0388779,0.0456959,0.0377933,0.0538427,0.0168767,0.0321518,0.0414645,0.0388738,0.0224383,0.0284362,0.00905001,0.0299187,0.0192092,0.0319169,0.0112936,0.024525,0.0781581,0.0477226,0,0,0,0
158,0.0123783,0.0765482,0.0249477,0,0.0180478,0.0687749,0.0418341,0,0.0429226,0.0548895,0.0250689,0.035468,0.019328,0.0322416,0.0541836,0.0425766,0.0675522,0.0642961,0.027588,0.0619945,0.0661468,0.0372092,0.0390198,0.0199581,0.0207398,0.0114155,0.0218432,0.0406967,0,0.0121934,0.0587122,0.0338962,0.0257698,0,0.0326756,0.0809658,0.023089,0.038983,0.0443416,0.0374623,0.0537234,0.0181189,0.0289203,0.0405909,0.0389913,0.0229522,0.0253098,0.00870109,0.0298345,0.01793,0.0321837,0.0111316,0.0247237,0.0781921,0.047914,0,0,0,0
159,0.0130711,0.0765811,0.0252896,0,0.0180952,0.0677989,0.0422878,0,0.0430789,0.055411,0.025816,0.0352388,0.0193472,0.0327958,0.0548265,0.0419556,0.0667449,0.0635175,0.0266383,0.0625203,0.0663407,0.0371805,0.0398819,0.0208722,0.0206689,0.0113848,0.0221591,0.045361,0,0.010655,0.0570338,0.0335417,0.0257219,0,0.0328745,0.0802505,0.0264007,0.0396471,0.045065,0.0370238,0.0536967,0.0142313,0.0339841,0.0424451,0.0365946,0.0199215,0.0289746,0.0104488,0.0270289,0.0221317,0.0321868,0.0113073,0.024885,0.0781528,0.048832,0,0,0,0
160,0.0135689,0.0766962,0.0260393,0,0.0176204,0.0668986,0.0427439,0,0.0431011,0.0559849,0.0269976,0.0347581,0.0193676,0.0331066,0.0552924,0.0414131,0.0658824,0.0627274,0.0258713,0.0628148,0.0662768,0.0368155,0.0406653,0.0219388,0.0204312,0.0114655,0.0223111,0.045099,0,0.01008,0.0552279,0.0333083,0.0253706,0,0.0330108,0.0800989,0.027574,0.0395276,0.0445046,0.0366755,0.0535579,0.0125307,0.0354954,0.0434737,0.0350996,0.0186855,0.0293087,0.0113265,0.0255276,0.0244779,0.0323658,0.0111447,0.0251656,0.0780961,0.0495892,0,0,0,0
161,0.0140705,0.0768047,0.0262299,0,0.0171919,0.0659778,0.0432958,0,0.0431934,0.0565845,0.0279581,0.0342262,0.019859,0.0330379,0.0559241,0.0410187,0.0650668,0.0620501,0.0254381,0.0626237,0.0658739,0.0361809,0.0409668,0.022734,0.02022,0.0114898,0.0226289,0.0440875,0,0.00975124,0.0536686,0.0331044,0.0253442,0,0.0332945,0.0798096,0.0283365,0.0394261,0.0434777,0.0365662,0.0536526,0.0113706,0.0367196,0.0448466,0.0342114,0.0177311,0.0291212,0.0121029,0.0240762,0.0272128,0.0323125,0.0111422,0.0255456,0.0780851,0.0502836,0,0,0,0
162,0.0145231,0.0769047,0.0259869,0,0.0167937,0.0649207,0.0440559,0,0.0433871,0.0570714,0.0285211,0.0339007,0.0205465,0.0329605,0.0567634,0.0406736,0.0644423,0.0615549,0.0250958,0.0620926,0.0652979,0.0354761,0.040875,0.0233427,0.0200189,0.0115688,0.0230724,0.0425607,0,0.00960738,0.0520556,0.0329327,0.0255827,0,0.0336929,0.0794329,0.0290412,0.0392289,0.0422628,0.0365179,0.0538776,0.0107076,0.0378206,0.0463684,0.033923,0.0168856,0.0287616,0.0127771,0.0226872,0.0303736,0.0321535,0.0111355,0.026048,0.0779687,0.050889,0,0,0,0
163,0.0149276,0.0769603,0.0255912,0,0.016465,0.0637904,0.0450687,0,0.0436414,0.0573682,0.0284702,0.0338346,0.0208404,0.0330184,0.0578989,0.0402838,0.0639388,0.0611905,0.0246411,0.061574,0.0647675,0.0350034,0.0404437,0.0235938,0.0198859,0.0116914,0.0236625,0.0407679,0,0.0095196,0.050516,0.0328294,0.0261052,0,0.0341716,0.078916,0.0294494,0.0386871,0.0408346,0.036426,0.0543068,0.01056,0.0388962,0.0479729,0.0340732,0.0159083,0.0285366,0.0134373,0.021304,0.0333062,0.0318004,0.0111906,0.026673,0.077741,0.0514346,0,0,0,0
164,0.0152234,0.0769784,0.025446,0,0.0163003,0.062833,0.0462807,0,0.0439084,0.0574466,0.0278736,0.0341114,0.0207501,0.0332916,0.0592077,0.039857,0.0636308,0.0610356,0.0240811,0.0614268,0.0645312,0.0348219,0.0400425,0.0234471,0.0198755,0.0118456,0.0242902,0.0384524,0,0.00946503,0.0492053,0.0328003,0.0268579,0,0.0347033,0.0782217,0.0290226,0.0378801,0.0392077,0.0362362,0.054938,0.0109624,0.0404426,0.0500035,0.0345631,0.0147374,0.0291059,0.0142658,0.0198718,0.0352085,0.031313,0.0113009,0.0273912,0.0774593,0.0518428,0,0,0,0
165,0.0153961,0.0769746,0.0254087,0,0.016367,0.0622836,0.047574,0,0.0441421,0.0572732,0.0269055,0.0347217,0.0206869,0.033734,0.0605676,0.0393474,0.0635402,0.0611059,0.0234705,0.0614355,0.064615,0.0348806,0.0397834,0.0232975,0.0200241,0.0119716,0.0249314,0.0353624,0,0.00984327,0.0482262,0.0328505,0.0277496,0,0.0352463,0.07737,0.0277988,0.0370348,0.0376024,0.0359394,0.0556281,0.0121483,0.0422129,0.0523425,0.0354726,0.0137217,0.0302551,0.0151482,0.0186506,0.036633,0.0307693,0.0114305,0.0281444,0.0771492,0.052036,0,0,0,0
166,0.0155455,0.0769181,0.0253133,0,0.0165411,0.0621176,0.0487997,0,0.0443649,0.0568699,0.0259951,0.0354859,0.0209368,0.0343051,0.0619577,0.0387109,0.063473,0.0611897,0.0230312,0.0615238,0.0648775,0.0350879,0.0396556,0.0235997,0.0203699,0.0120782,0.0255319,0.0317392,0,0.0106178,0.0473831,0.0329152,0.0286716,0,0.0357459,0.0768373,0.0268425,0.0363516,0.0365297,0.0356138,0.0562669,0.0137605,0.0432778,0.0541883,0.0364686,0.0129199,0.0310482,0.015653,0.0179249,0.0388505,0.0302035,0.0115525,0.0288499,0.0768066,0.0521308,0,0,0,0
167,0.0157463,0.076689,0.0252138,0,0.0166957,0.0623082,0.0497433,0,0.0446008,0.0564094,0.025352,0.0362556,0.0213981,0.0349579,0.0632074,0.0380731,0.0631154,0.0610407,0.022519,0.0616282,0.0651684,0.0353308,0.0395752,0.0240854,0.0209708,0.0121721,0.0261345,0.0284552,0,0.0113189,0.0467526,0.0329794,0.029357,0,0.0360714,0.0766377,0.0261375,0.0359746,0.0358444,0.0350752,0.0567857,0.0152725,0.0440389,0.0555039,0.0372909,0.0121446,0.0314842,0.0159591,0.0174078,0.0418997,0.0296918,0.0116282,0.0293977,0.076474,0.052221,0,0,0,0
