Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LELB,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RELB,RFIN,RFRM,RGTR,RHEE,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x55,x56,x57,x58,RILC
233,0.0222598,0.070031,0.043825,0,0.0241061,0.0688765,0.0243028,0,0.0391778,0.0614408,0.020902,0.0262116,0.0232655,0.0439026,0.0370809,0.0227016,0.0458525,0.0547425,0.0275437,0.0561611,0.0619818,0.0354447,0.030762,0.0216647,0.0432381,0.014554,0.0106712,0.0361636,0,0.0298956,0.0419006,0.022837,0.0201869,0,0.0319436,0.0799487,0.0236644,0.0345892,0.0563219,0.0339283,0.0315316,0.0394782,0.0521776,0.0521106,0.0332811,0.023933,0.0119905,0.0402922,0.014893,0.0325659,0.00957059,0.0225562,0.0589641,0.0530277,0,0,0,0,0.0199265
234,0.0223505,0.0700838,0.0446515,0,0.0234131,0.0695994,0.0241736,0,0.0392648,0.0611479,0.0207249,0.0257559,0.0226854,0.0436642,0.037137,0.0223886,0.0459902,0.0548095,0.0277486,0.0560911,0.0619506,0.0352877,0.0306837,0.0225745,0.0431445,0.0145161,0.0107993,0.0352708,0,0.02894,0.04132,0.0226765,0.0202348,0,0.0320651,0.0804709,0.0224816,0.0341751,0.0564732,0.0341208,0.0308805,0.0404606,0.0519863,0.0511329,0.0324058,0.0237953,0.0108379,0.0395675,0.0155371,0.0324967,0.00956186,0.0227458,0.0589312,0.0531723,0,0,0,0,0.0195778
235,0.0224971,0.070138,0.0455429,0,0.0226653,0.0701898,0.0240471,0,0.0392832,0.06088,0.020567,0.025277,0.022052,0.0434489,0.0371553,0.0221239,0.046145,0.0548687,0.0278299,0.0560128,0.0619453,0.0350713,0.0306248,0.0234844,0.043062,0.01445,0.010934,0.0339919,0,0.0285659,0.0408534,0.0224846,0.0202804,0,0.0320897,0.0808075,0.0214373,0.0333469,0.0566076,0.0342759,0.0304665,0.0410367,0.0518422,0.0503134,0.0315911,0.0235917,0.00961042,0.0388819,0.0159323,0.0324256,0.00952133,0.0228895,0.0589597,0.0533305,0,0,0,0,0.0192847
236,0.0226424,0.0701773,0.046543,0,0.0218232,0.0704637,0.023985,0,0.039263,0.060645,0.0204611,0.0248169,0.0213771,0.0432041,0.0371666,0.021915,0.0463277,0.0549461,0.0279445,0.0559571,0.0619596,0.0347471,0.0306201,0.0243498,0.0430262,0.0144556,0.0109642,0.0328159,0,0.0283183,0.0405624,0.0222968,0.0202954,0,0.0320585,0.0808551,0.0204348,0.0323712,0.0566381,0.0344111,0.0302797,0.041294,0.0516615,0.0496823,0.0311019,0.0234048,0.0087209,0.0383362,0.0160602,0.0323671,0.0094799,0.0229981,0.0590365,0.0534505,0,0,0,0,0.0190189
237,0.0227617,0.0702639,0.047627,0,0.0209389,0.0703314,0.024008,0,0.0392544,0.0604136,0.0205167,0.0243552,0.0207455,0.0428773,0.0371188,0.0217888,0.0465571,0.0550021,0.028095,0.0559376,0.0620182,0.034478,0.0307074,0.0252811,0.0430805,0.014582,0.010932,0.0316453,0,0.0278636,0.0404861,0.0221037,0.0202016,0,0.0319553,0.0806763,0.0192891,0.031946,0.0566592,0.0344895,0.0301612,0.0411439,0.0514291,0.049081,0.0308755,0.0234412,0.00839317,0.03792,0.0157601,0.0323901,0.00943691,0.0230673,0.0591949,0.0534648,0,0,0,0,0.0187813
238,0.0228834,0.0704346,0.0488165,0,0.020051,0.0699933,0.0240931,0,0.0393029,0.0601997,0.0206942,0.0237845,0.0201373,0.0424795,0.0369058,0.0217366,0.0468012,0.0549749,0.0281125,0.0559853,0.0621928,0.0343117,0.0307868,0.0262874,0.0432329,0.0148256,0.0108938,0.0301214,0,0.0273497,0.040625,0.0219404,0.0200113,0,0.0318483,0.0803372,0.0179669,0.0325746,0.0567901,0.0344986,0.0299046,0.0404387,0.0510443,0.0485424,0.0305574,0.0238731,0.0085596,0.0375687,0.0149511,0.0324907,0.00940056,0.0230995,0.0594621,0.0533512,0,0,0,0,0.0190127
239,0.023019,0.0706713,0.0500613,0,0.0190738,0.0694959,0.0241463,0,0.0393521,0.0599989,0.021002,0.0231635,0.0195507,0.0420646,0.0363261,0.0216909,0.0470745,0.0548978,0.0278528,0.0560826,0.0624057,0.0341442,0.0308494,0.0272549,0.0434462,0.0150302,0.0109486,0.028468,0,0.0270141,0.040898,0.0217875,0.0198118,0,0.0317266,0.079953,0.0164454,0.0340802,0.0567188,0.0345929,0.0295729,0.0393571,0.0505066,0.0481579,0.0297551,0.0249036,0.00916067,0.0372091,0.014247,0.0326447,0.00934858,0.0231272,0.0597629,0.0532005,0,0,0,0,0.0190394
240,0.0231042,0.0708837,0.0513326,0,0.0180445,0.0688403,0.0241944,0,0.0393407,0.0597629,0.0215229,0.0224987,0.0190588,0.0418105,0.0358722,0.0216779,0.0474178,0.0548022,0.027563,0.0561959,0.0626234,0.033947,0.0309574,0.0281022,0.0436576,0.0151626,0.0110503,0.0269785,0,0.0267665,0.0411635,0.021653,0.0196938,0,0.0316956,0.0794933,0.014824,0.0355985,0.0565215,0.0347589,0.0293076,0.0381873,0.050101,0.0481347,0.02851,0.026438,0.0101295,0.036776,0.0142011,0.0327824,0.0092953,0.023233,0.0600199,0.0530622,0,0,0,0,0.0191198
241,0.0231888,0.0710625,0.0524969,0,0.0169707,0.0680929,0.024226,0,0.0393231,0.0594135,0.0224832,0.0218785,0.0186631,0.0417837,0.035618,0.0217934,0.047916,0.0547491,0.0272458,0.0563201,0.0628389,0.033757,0.0310845,0.0287646,0.0438115,0.015284,0.0111681,0.0252463,0,0.0265242,0.041284,0.0215689,0.0196725,0,0.0317875,0.0789681,0.0135262,0.0363364,0.0563248,0.0349909,0.0289834,0.037385,0.0499845,0.0483548,0.0274983,0.0281267,0.0112027,0.0364773,0.0151215,0.0328279,0.00923112,0.0234115,0.0602221,0.0529878,0,0,0,0,0.0193167
242,0.0232996,0.0711884,0.0533124,0,0.0158023,0.0674239,0.0242645,0,0.0393823,0.0589053,0.0239033,0.0213343,0.0182728,0.0419599,0.0354502,0.0220417,0.0486257,0.0548419,0.0268655,0.0563941,0.0629903,0.0335481,0.0312634,0.0289725,0.043931,0.0154446,0.0112594,0.0230036,0,0.0262563,0.0411941,0.021512,0.0196927,0,0.0317812,0.0784947,0.0127523,0.0357124,0.0562776,0.0354294,0.0282138,0.0372521,0.0499322,0.0480583,0.0269688,0.0294384,0.0119127,0.0363658,0.017156,0.0327586,0.00916633,0.0236089,0.060414,0.0530097,0,0,0,0,0.0195091
243,0.0234279,0.0712684,0.053554,0,0.0146493,0.0669359,0.0243055,0,0.0394877,0.0583065,0.0255903,0.0207493,0.0178985,0.0422406,0.0352735,0.0223407,0.0494956,0.0551118,0.026785,0.0563905,0.0631002,0.033052,0.0313661,0.0284442,0.0440004,0.0156323,0.0113171,0.0206055,0,0.0258833,0.0409522,0.0214809,0.0198748,0,0.0319347,0.0782054,0.0125559,0.0343412,0.0565737,0.0361243,0.0269278,0.0376272,0.0497076,0.046839,0.0267058,0.0299123,0.011871,0.0362177,0.0198828,0.0325399,0.00923712,0.0239034,0.0605774,0.0530555,0,0,0,0,0.0192819
244,0.0235528,0.0712909,0.0532363,0,0.0137422,0.0663951,0.024239,0,0.0395852,0.0576954,0.0273291,0.0200606,0.017605,0.0426765,0.0350814,0.0226168,0.0503712,0.0555001,0.0267995,0.0561988,0.0631175,0.0324266,0.0311815,0.0272722,0.0440288,0.0158102,0.0113205,0.0188919,0,0.0254583,0.0407468,0.021494,0.0202641,0,0.0322382,0.0781015,0.0127527,0.0333434,0.0566072,0.0370296,0.0256636,0.0380424,0.0492637,0.0453662,0.0264596,0.0294019,0.0111935,0.0358661,0.022201,0.0322039,0.00932245,0.0243557,0.0606862,0.0530457,0,0,0,0,0.0189802
245,0.0236587,0.0712735,0.0522922,0,0.0132098,0.0655057,0.0241507,0,0.0397119,0.0572861,0.028932,0.0192773,0.017542,0.04323,0.0348768,0.0228844,0.0510979,0.0558851,0.0267136,0.0557613,0.0629071,0.0316048,0.0307777,0.0257057,0.0439863,0.0159228,0.0114059,0.0181913,0,0.0249435,0.0406494,0.0215693,0.0208501,0,0.032756,0.0780712,0.0130881,0.033108,0.0561972,0.0380848,0.0249667,0.03822,0.0487916,0.0443083,0.0260754,0.0285687,0.0103833,0.0353159,0.0233405,0.0317527,0.00944492,0.0249532,0.0607614,0.0530076,0,0,0,0,0.0185382
246,0.0237946,0.0712041,0.0508108,0,0.0129311,0.0641682,0.0239875,0,0.0398555,0.0570275,0.0302554,0.0183866,0.0176305,0.0439612,0.0347127,0.0231926,0.0515786,0.0562971,0.0265956,0.0551144,0.0623816,0.0303727,0.0303448,0.023857,0.0439111,0.0159955,0.0114626,0.0178073,0,0.0244666,0.0406059,0.0216302,0.0215657,0,0.0331866,0.078012,0.0133513,0.0333182,0.0558379,0.039223,0.024701,0.0380664,0.0482968,0.0438507,0.025503,0.0281202,0.00984938,0.0346974,0.0237879,0.0312026,0.00957899,0.0255988,0.0608015,0.0530626,0,0,0,0,0.0182454
247,0.023996,0.0712155,0.0490636,0,0.0126154,0.0623074,0.0239285,0,0.0399139,0.0568664,0.0312897,0.0174836,0.0177959,0.0449612,0.0347483,0.0235422,0.0520111,0.0566676,0.0264523,0.0543673,0.0615261,0.0288885,0.030123,0.0216788,0.0438274,0.0159951,0.0113983,0.0168508,0,0.024242,0.0403223,0.0216607,0.022449,0,0.0335252,0.0778999,0.0133249,0.0334761,0.0558652,0.0404754,0.0244721,0.03784,0.0479501,0.0434133,0.0248267,0.0281067,0.00969869,0.0341039,0.0243294,0.0305736,0.00974508,0.0261818,0.0608786,0.0531621,0,0,0,0,0.0180787
248,0.0242174,0.0711721,0.0470343,0,0.0121127,0.0606897,0.0237012,0,0.0399728,0.0565217,0.0316207,0.0169466,0.0176116,0.0460393,0.0348505,0.0241602,0.0525401,0.057324,0.0267161,0.0535394,0.0604774,0.027578,0.0299819,0.0186821,0.0436207,0.0159799,0.0112942,0.0156947,0,0.0242893,0.0399525,0.0216706,0.0234465,0,0.0339246,0.0778499,0.0130859,0.0335711,0.0560192,0.0417668,0.0242082,0.0375303,0.0477436,0.0431429,0.0242737,0.028321,0.00990281,0.0335818,0.0247808,0.0298329,0.00991112,0.026856,0.0609284,0.0532983,0,0,0,0,0.0179903
249,0.0244741,0.0711446,0.0448692,0,0.0115614,0.0590096,0.0236186,0,0.0399609,0.0561863,0.0317368,0.0165298,0.0175111,0.0473622,0.0351383,0.0250259,0.0532361,0.0581203,0.0271074,0.0529272,0.0596532,0.0266747,0.0302055,0.0151197,0.0433933,0.0159598,0.0110607,0.0146529,0,0.0243052,0.0395153,0.0215944,0.0245528,0,0.0342839,0.0776106,0.0126181,0.0334809,0.0561236,0.0431444,0.0238621,0.037275,0.0477688,0.0428154,0.0239039,0.0284741,0.0103363,0.0330845,0.0251522,0.0290519,0.0100975,0.0274453,0.060949,0.0535407,0,0,0,0,0.0183705
250,0.0246874,0.071089,0.0426321,0,0.0112952,0.0576944,0.0234708,0,0.0399567,0.0558079,0.031861,0.0163429,0.0173214,0.0486401,0.035485,0.0262007,0.0541414,0.0591748,0.0277307,0.0526523,0.0590959,0.0262952,0.0307559,0.0114607,0.0431302,0.0158993,0.0108511,0.013959,0,0.0242211,0.0391397,0.0215293,0.0256835,0,0.0346776,0.077133,0.011767,0.0333458,0.0562859,0.0444224,0.023517,0.0369997,0.0479065,0.042442,0.0236812,0.0286192,0.0109561,0.0326439,0.0253916,0.0282467,0.0103231,0.028055,0.0609589,0.0538268,0,0,0,0,0.0191933
251,0.0249145,0.0710487,0.0404041,0,0.0115335,0.0567118,0.023286,0,0.0399357,0.0555065,0.03202,0.0163662,0.0172343,0.0497751,0.0356918,0.0275122,0.0552242,0.0603386,0.0284341,0.052681,0.0587134,0.0263422,0.0315942,0.00969744,0.0429398,0.0157931,0.0107204,0.0132518,0,0.0242911,0.0389227,0.0214448,0.026735,0,0.0350195,0.0765506,0.0109482,0.0333243,0.0566875,0.0455057,0.0230926,0.0366953,0.0480258,0.0419901,0.0235843,0.0288289,0.0115368,0.0323694,0.0259491,0.027497,0.010551,0.0286258,0.0609961,0.0541294,0,0,0,0,0.020084
252,0.0250586,0.0709714,0.0383018,0,0.011624,0.0559971,0.0231113,0,0.0399725,0.0551613,0.0320002,0.016505,0.0174261,0.050626,0.0358321,0.0287528,0.0563303,0.0613757,0.0289463,0.0526782,0.0583371,0.0262535,0.0323719,0.0115951,0.0428961,0.0157507,0.0106576,0.0124027,0,0.0244284,0.038947,0.0214101,0.0275901,0,0.0352523,0.0760939,0.0103249,0.0333551,0.0572196,0.046394,0.0225204,0.0364806,0.0479973,0.0414683,0.0235134,0.0291418,0.0120074,0.0322189,0.0269225,0.0268807,0.0107537,0.0291158,0.0610231,0.0543863,0,0,0,0,0.0207591
253,0.0251894,0.0708914,0.0358291,0,0.0112954,0.0553034,0.0231245,0,0.0399904,0.0550757,0.0317132,0.0165688,0.0179454,0.0514011,0.0360122,0.0297102,0.057335,0.0621397,0.0291355,0.0524067,0.0578362,0.0258059,0.0327318,0.0161256,0.0429538,0.0157682,0.0105904,0.0115187,0,0.0246137,0.0390545,0.0214194,0.0281737,0,0.0354156,0.0758445,0.00994578,0.0333712,0.0576163,0.0470497,0.021841,0.0364684,0.0478522,0.0409837,0.0234135,0.0294736,0.0122922,0.0321335,0.0281655,0.0264954,0.0108321,0.0294029,0.0610062,0.0546206,0,0,0,0,0.0213192
254,0.0252812,0.0707807,0.0327139,0,0.0108,0.0545609,0.0230936,0,0.0400221,0.0550334,0.0318613,0.0166231,0.0184934,0.0520509,0.0361455,0.0304512,0.0581577,0.0627539,0.0291266,0.0519683,0.0573404,0.0252188,0.032633,0.022527,0.0430534,0.0158633,0.0105469,0.0107751,0,0.0247065,0.0393514,0.0214873,0.0284428,0,0.0355946,0.0757072,0.0098801,0.0331247,0.0577561,0.0474346,0.0211331,0.0365586,0.0476752,0.0406465,0.0232906,0.0296779,0.0123807,0.0321096,0.0292702,0.0263441,0.0108329,0.0295203,0.0609122,0.0549024,0,0,0,0,0.0217142
255,0.0253704,0.0707186,0.0292914,0,0.0108236,0.0537449,0.0231236,0,0.0399992,0.0548631,0.0335305,0.0168169,0.0188824,0.0524225,0.0362694,0.0311472,0.0588574,0.0632242,0.0291005,0.0518131,0.0572169,0.0250946,0.0325427,0.0303462,0.0431602,0.0159533,0.0105022,0.010295,0,0.0247164,0.0397304,0.0216074,0.0285468,0,0.035666,0.0755682,0.0100129,0.0325672,0.0575567,0.0476772,0.0205898,0.0367361,0.0475655,0.0404857,0.0231686,0.0296787,0.012422,0.0321389,0.0300608,0.0263104,0.0108147,0.0294955,0.0608573,0.0551773,0,0,0,0,0.0217706
256,0.0254104,0.0707083,0.0277187,0,0.011867,0.0528738,0.0232197,0,0.0399741,0.0548609,0.0364914,0.0173042,0.0190226,0.052405,0.0363844,0.0318717,0.059512,0.0635287,0.0292916,0.0522593,0.0575827,0.0256341,0.0330049,0.0381285,0.0433442,0.0160607,0.0104474,0.0100722,0,0.02466,0.0401355,0.0217564,0.0285625,0,0.0355931,0.0753998,0.0102477,0.032031,0.0571223,0.0478327,0.0202518,0.0369692,0.047549,0.0405098,0.0230662,0.0295881,0.0124013,0.0321607,0.030543,0.0263421,0.0108241,0.029332,0.0609285,0.0553401,0,0,0,0,0.0215762
257,0.0254236,0.0707408,0.0288703,0,0.0131905,0.0519491,0.0233123,0,0.0399446,0.0549118,0.0394677,0.0180132,0.0191849,0.0522246,0.0364201,0.0325086,0.060087,0.0639073,0.0296742,0.0530725,0.0581246,0.0266493,0.0341161,0.0434872,0.0435386,0.016192,0.0104172,0.0101756,0,0.0245776,0.0405495,0.0219077,0.0284922,0,0.035468,0.075173,0.010407,0.0317789,0.0566417,0.0477941,0.0200726,0.0371399,0.0475309,0.0406514,0.0229399,0.0295302,0.0123666,0.0321533,0.0306562,0.0264505,0.0108633,0.0290942,0.0610758,0.0553561,0,0,0,0,0.0212833
258,0.0254457,0.0708716,0.0294644,0,0.0136963,0.0509648,0.0233145,0,0.0399546,0.0550715,0.0414653,0.0182724,0.0196685,0.0522142,0.036368,0.032952,0.0605237,0.0644002,0.0299386,0.0538546,0.0585886,0.0274103,0.0354822,0.0466054,0.0437695,0.0163576,0.0104527,0.0105105,0,0.0245549,0.0410196,0.0220053,0.028204,0,0.0353882,0.075046,0.0104284,0.0317606,0.0561699,0.0474463,0.0200151,0.0371755,0.0474743,0.0408736,0.0227797,0.0295085,0.0123697,0.0320809,0.0303886,0.0266952,0.0108701,0.0288616,0.0612511,0.0553757,0,0,0,0,0.021108
259,0.0253379,0.0710231,0.0293216,0,0.0135476,0.0500882,0.0232769,0,0.0399841,0.0551763,0.0428542,0.0187292,0.0203716,0.0521488,0.0363196,0.0333728,0.0608896,0.0648011,0.030151,0.0547192,0.0591406,0.0281242,0.0369444,0.0490715,0.0439795,0.0165093,0.0105013,0.0109508,0,0.0245768,0.0415494,0.0220386,0.0278755,0,0.0353834,0.0750416,0.0102921,0.0317887,0.0558023,0.047023,0.0201013,0.0370212,0.0474001,0.0411356,0.0226601,0.0294886,0.0124494,0.0319213,0.0297666,0.026932,0.0108466,0.0286677,0.0614563,0.0553244,0,0,0,0,0.0207888
260,0.0251934,0.0711728,0.02984,0,0.0130875,0.0493319,0.0232231,0,0.0400296,0.0553461,0.0438563,0.0194366,0.0210604,0.0522261,0.0362819,0.0338059,0.0612067,0.0651351,0.030361,0.0557485,0.0598405,0.0290194,0.0385068,0.0512402,0.0441914,0.0166121,0.0105858,0.0115719,0,0.0246726,0.0420383,0.0220158,0.0275395,0,0.0353961,0.0751161,0.0100296,0.0316782,0.0552333,0.0465643,0.0202352,0.0367328,0.0473474,0.0414155,0.0227501,0.0295161,0.0125836,0.0319144,0.0287664,0.0271347,0.0107991,0.0284823,0.0616405,0.0552894,0,0,0,0,0.0204786
261,0.0252557,0.0713028,0.0310175,0,0.0125828,0.0486111,0.0231415,0,0.040116,0.0556792,0.0445183,0.0201563,0.0215524,0.0523684,0.0362352,0.0342857,0.0615887,0.0654547,0.0305084,0.0567549,0.0605731,0.0301061,0.0400585,0.0527353,0.0443448,0.0167155,0.0106344,0.01228,0,0.0247311,0.0425356,0.0219589,0.0273843,0,0.0353634,0.0751784,0.00978513,0.0314874,0.0548598,0.0461186,0.0204091,0.0363916,0.0473505,0.0416952,0.0228862,0.0295746,0.0127361,0.0320319,0.0276483,0.0272366,0.0108002,0.0283219,0.0618341,0.0551757,0,0,0,0,0.0203915
262,0.0252832,0.0713816,0.0321606,0,0.0122599,0.047997,0.0230859,0,0.0401797,0.0559161,0.0448156,0.0208184,0.0217881,0.052547,0.0362271,0.0347599,0.0619939,0.0657461,0.0306455,0.0576846,0.0613869,0.0311349,0.04144,0.0533007,0.0444648,0.0167389,0.0106684,0.0129556,0,0.024795,0.0430489,0.0218838,0.0273226,0,0.0353931,0.07522,0.0095792,0.0312028,0.0546866,0.0458045,0.0206218,0.0359579,0.0473682,0.0419484,0.0229761,0.029671,0.0129041,0.032181,0.0265501,0.0272714,0.0107805,0.0282649,0.0620053,0.0550379,0,0,0,0,0.0204635
263,0.0253063,0.0714383,0.0329569,0,0.0120924,0.0475511,0.023024,0,0.0402142,0.0560035,0.0446551,0.0215377,0.0217995,0.052838,0.0362125,0.0351894,0.0624312,0.0659886,0.0307075,0.0584294,0.061938,0.0318967,0.0424928,0.0529418,0.0445536,0.016703,0.0107019,0.0136758,0,0.0248842,0.043538,0.0217363,0.0273453,0,0.0354416,0.0752339,0.0094909,0.0308962,0.0547957,0.0455934,0.0208246,0.0354618,0.0473824,0.0421585,0.0230505,0.0297871,0.0130733,0.0324101,0.0255332,0.0272549,0.0108043,0.0282568,0.0621468,0.0548292,0,0,0,0,0.0203644
264,0.0253943,0.0714642,0.0332309,0,0.0118452,0.0472485,0.0229459,0,0.0402405,0.0560818,0.0439853,0.0222517,0.0217709,0.0533652,0.0361916,0.0355827,0.0628292,0.0661213,0.0306645,0.0589484,0.0621823,0.0323717,0.0431543,0.0516177,0.0446023,0.0166349,0.0107159,0.0144273,0,0.0249038,0.0439301,0.0215557,0.0274358,0,0.0354537,0.0752451,0.00945383,0.0305466,0.0547449,0.0454161,0.0210367,0.0349064,0.0473562,0.0423944,0.0231561,0.029896,0.0132469,0.0327176,0.024453,0.0272278,0.0108547,0.0282228,0.0622172,0.0546364,0,0,0,0,0.0203537
265,0.0254573,0.071421,0.0331887,0,0.0115575,0.047004,0.0229429,0,0.0402381,0.0559724,0.043174,0.0229649,0.0217217,0.0539498,0.0362943,0.0358806,0.0632203,0.0662093,0.0305863,0.0591971,0.0624189,0.0325906,0.0435584,0.0496781,0.0446289,0.0165517,0.0106965,0.0152179,0,0.024881,0.0443052,0.0214457,0.0276058,0,0.0354821,0.0752269,0.00930988,0.0302154,0.0546427,0.0453592,0.0213263,0.0343837,0.0473195,0.0426259,0.0232734,0.0299829,0.0133917,0.0329492,0.023326,0.0271235,0.0108558,0.0282505,0.0622527,0.054385,0,0,0,0,0.0203893
266,0.0254632,0.0713865,0.0331933,0,0.0113946,0.0468294,0.02299,0,0.040161,0.05563,0.0424169,0.0237712,0.0215715,0.054661,0.0362551,0.0362745,0.0636486,0.0662709,0.0303912,0.0593206,0.0625714,0.0326739,0.0438212,0.0474855,0.0446516,0.0164035,0.0106943,0.0162005,0,0.0249303,0.0447086,0.0212944,0.027807,0,0.0354968,0.0752485,0.00911292,0.0300313,0.0546259,0.0454323,0.0216827,0.0339205,0.0472858,0.0428965,0.023392,0.030041,0.0134707,0.0331362,0.0219763,0.0269602,0.0108244,0.0283142,0.0622935,0.0542811,0,0,0,0,0.0202638
267,0.0254517,0.0713267,0.0334432,0,0.0113799,0.046752,0.022989,0,0.0400063,0.0554502,0.0419943,0.0246321,0.021314,0.0554437,0.0361952,0.037062,0.0641399,0.0662824,0.0301649,0.0594583,0.0625963,0.0328662,0.0438846,0.0455043,0.0446695,0.0161861,0.0107573,0.0173555,0,0.0250603,0.0451519,0.0210985,0.0280031,0,0.0355137,0.0753514,0.00889331,0.0299498,0.0547724,0.0455813,0.0220659,0.0335054,0.0472567,0.0431995,0.0234834,0.030078,0.0136074,0.033333,0.0204643,0.0267561,0.0107684,0.0283502,0.0623271,0.0541428,0,0,0,0,0.020139
268,0.0255778,0.0713024,0.033777,0,0.0115321,0.0467376,0.0229826,0,0.0398961,0.0555042,0.0419601,0.0255402,0.0210315,0.0562502,0.0362227,0.0377055,0.0647135,0.0662897,0.0299416,0.0597148,0.062684,0.0332462,0.043991,0.0440667,0.0446718,0.0161064,0.0107173,0.0184337,0,0.0251633,0.0456045,0.0209144,0.0281483,0,0.0354975,0.0755429,0.00874051,0.0298402,0.0546883,0.0456564,0.0224267,0.0330115,0.047197,0.0435764,0.0236168,0.0301312,0.0138007,0.0335656,0.019037,0.0266024,0.0107337,0.0282631,0.0623945,0.0541456,0,0,0,0,0.0199897
269,0.0258722,0.0713135,0.0340499,0,0.0117877,0.0467866,0.023262,0,0.0400189,0.0555458,0.0424313,0.026492,0.0208642,0.056935,0.0363359,0.038415,0.0654217,0.0663691,0.0298341,0.0601334,0.0629859,0.0337538,0.044371,0.0434628,0.0446752,0.0162375,0.0105205,0.0191613,0,0.0251579,0.0462189,0.0208121,0.0283445,0,0.0353937,0.0756603,0.00881354,0.0297507,0.054629,0.045651,0.0227836,0.0325289,0.0471472,0.0439746,0.0237164,0.0301546,0.0139204,0.033771,0.0178491,0.0264436,0.0107474,0.0280748,0.062522,0.0540676,0,0,0,0,0.0199033
270,0.0261238,0.0713128,0.0341745,0,0.0121299,0.0468013,0.0234823,0,0.0400771,0.0555229,0.0432301,0.0272938,0.0207339,0.0576931,0.0365054,0.0391465,0.0662516,0.0664928,0.0297663,0.0607367,0.0635798,0.0343142,0.0448105,0.043846,0.044693,0.0162942,0.0104159,0.0199401,0,0.0251809,0.0469466,0.0207684,0.0285026,0,0.0352062,0.0757322,0.00892692,0.0296121,0.0542882,0.0455795,0.0231439,0.0320083,0.047137,0.0443629,0.0237869,0.0301782,0.014034,0.0339306,0.0167836,0.0263198,0.010737,0.0278106,0.0625858,0.0538854,0,0,0,0,0.0199021
271,0.0262941,0.0714025,0.0344067,0,0.0124876,0.0468421,0.0235718,0,0.0400371,0.0556891,0.0441395,0.0279192,0.0206724,0.0583861,0.0364476,0.0398453,0.0671349,0.0665715,0.0297527,0.0614467,0.06424,0.0347568,0.0452401,0.045055,0.044743,0.0162835,0.0104196,0.0208266,0,0.0251686,0.0478062,0.0208089,0.0286702,0,0.0351237,0.0759558,0.00899906,0.0294782,0.0540335,0.0454914,0.02338,0.03158,0.0471162,0.0447143,0.023858,0.0301875,0.0141342,0.0340469,0.0157538,0.026195,0.010685,0.0275873,0.0625711,0.0536981,0,0,0,0,0.0198818
272,0.0263898,0.0715347,0.0345286,0,0.0128504,0.0468721,0.0236229,0,0.0399993,0.0557315,0.0451266,0.0286156,0.020684,0.059002,0.0363805,0.0406244,0.068135,0.0666076,0.0298394,0.0622016,0.0647874,0.0352178,0.0456087,0.0468167,0.0448122,0.0162546,0.0104454,0.0217338,0,0.0251379,0.0486962,0.0207426,0.0287845,0,0.0351563,0.0764053,0.00892709,0.0293607,0.0537443,0.045377,0.0233245,0.0313395,0.0470701,0.0450174,0.0239685,0.0301216,0.0141486,0.0342325,0.0147468,0.026119,0.010699,0.0273767,0.0623622,0.0535957,0,0,0,0,0.0196998
273,0.0263909,0.0716779,0.0344643,0,0.0131663,0.0470377,0.0237392,0,0.0399919,0.0558937,0.0460934,0.0293078,0.0207307,0.0594483,0.0363123,0.0414218,0.069114,0.066823,0.0300385,0.0630388,0.0654292,0.0357673,0.0459209,0.048871,0.0448841,0.0162423,0.0104806,0.0225118,0,0.0251689,0.0494982,0.0206595,0.0287683,0,0.0350883,0.076634,0.00899229,0.0292461,0.0534347,0.0452182,0.023326,0.0310223,0.0470054,0.0454062,0.024093,0.0299852,0.0141261,0.0344379,0.0138964,0.026116,0.0107957,0.0271099,0.062349,0.0535958,0,0,0,0,0.0195303
274,0.0264927,0.0718125,0.0342508,0,0.013473,0.0473353,0.023769,0,0.0400095,0.056047,0.0468268,0.0299696,0.0206208,0.0597492,0.0362725,0.0422298,0.0700891,0.0670519,0.0303716,0.0638165,0.0661295,0.036385,0.0462424,0.0508217,0.0449598,0.0162578,0.0105606,0.0231789,0,0.0253659,0.050322,0.0205959,0.0287423,0,0.0348985,0.0766817,0.00911487,0.0290909,0.0532892,0.0449673,0.02412,0.030679,0.0469772,0.0458239,0.0242194,0.0298694,0.0141322,0.034632,0.0132505,0.0261393,0.0109037,0.0267526,0.0624559,0.0535937,0,0,0,0,0.0196214
275,0.0265166,0.0719403,0.034012,0,0.0137518,0.0476466,0.0238329,0,0.0400202,0.0561628,0.0472639,0.030496,0.0203589,0.0598455,0.0362721,0.0429956,0.0710156,0.0672425,0.0308598,0.0644598,0.066842,0.0369904,0.0466125,0.0524479,0.0450389,0.0162491,0.010649,0.0237584,0,0.0256371,0.0511248,0.0205698,0.0287275,0,0.0347111,0.0766344,0.00921519,0.0290058,0.0534517,0.0447039,0.0248361,0.0304197,0.0469288,0.0461249,0.0243729,0.0297787,0.0141485,0.034798,0.0127211,0.026137,0.0108672,0.0264302,0.0624092,0.0534934,0,0,0,0,0.0197031
