Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x73,RTHIA
111,0,0,0,0,0.0280044,0.0596187,0,0,0,0.0307679,0,0.0195887,0.0441639,0,0,0.0222183,0,0,0.0441858,0.0542559,0.0500546,0.0195128,0.020628,0.0660612,0.0428037,0.0502156,0.0710704,0.0541844,0.012035,0.0559312,0.0581151,0.0278042,0.040071,0.054836,0.0310919,0.0137168,0.021866,0.0103672,0,0.0226999,0.052328,0.045761,0,0,0.0239316,0,0,0.0245108,0.0634694,0.0165313,0.0284853,0.0335441,0.0554385,0.0345062,0.0346887,0.0611799,0.0327663,0.020134,0.0248431,0.00704294,0.0285592,0.0334421,0.0345456,0.00741415,0.021293,0.0547406,0.0484891,0,0,0,0,0
112,0,0,0,0,0.0280049,0.0597707,0,0,0,0.0299719,0,0.0202017,0.0432693,0,0,0.022055,0,0,0.0441504,0.0543845,0.0535194,0.0197065,0.0208241,0.0659466,0.0427187,0.051042,0.0717016,0.0545466,0.0118821,0.0558679,0.0577823,0.0276209,0.0405363,0.0614932,0.0310682,0.0137736,0.0216142,0.0103638,0,0.0224802,0.0527674,0.0457762,0,0,0.0238893,0,0,0.0245429,0.0633667,0.016615,0.0286248,0.0333134,0.054899,0.0347241,0.0346821,0.0613641,0.0328201,0.0201618,0.0247802,0.00706361,0.0285769,0.0333193,0.0346143,0.00745451,0.0213221,0.0546738,0.0485121,0,0,0,0,0
113,0,0,0,0,0.0279319,0.0598779,0,0,0,0.0297412,0,0.0206459,0.0425324,0,0,0.0218767,0,0,0.044109,0.054464,0.0565324,0.0200577,0.0212243,0.0651099,0.0425467,0.0516606,0.0722353,0.0549321,0.0118321,0.0560104,0.0576167,0.0274818,0.0411774,0.0656586,0.0311306,0.013797,0.021363,0.0104777,0,0.0225207,0.0532252,0.0457626,0,0,0.023715,0,0,0.0245633,0.0633932,0.0167196,0.0287414,0.0332256,0.0544541,0.0347744,0.0346035,0.0613464,0.0329516,0.0202086,0.0247234,0.00706407,0.0286145,0.0329849,0.0347727,0.00747892,0.0212512,0.0544799,0.0485357,0,0,0,0,0
114,0,0,0,0,0.0279814,0.0599457,0,0,0,0.0310685,0,0.0212809,0.0419186,0,0,0.0217575,0,0,0.0440631,0.0545444,0.0591606,0.0205208,0.0217568,0.0638519,0.0423077,0.0523033,0.0727562,0.0553013,0.0119778,0.0563672,0.0577087,0.027688,0.0419897,0.0691136,0.0312485,0.0137683,0.0211017,0.0107352,0,0.0227444,0.0537816,0.0457111,0,0,0.0235067,0,0,0.0245582,0.0635169,0.0169343,0.0288627,0.0331882,0.0541246,0.0346886,0.0344238,0.0611541,0.0331104,0.0202238,0.0247513,0.00705817,0.028697,0.03247,0.0350013,0.00749002,0.0211053,0.0542262,0.0485765,0,0,0,0,0
115,0,0,0,0,0.0279602,0.0599523,0,0,0,0.0329824,0,0.0217006,0.041253,0,0,0.0216501,0,0,0.0440419,0.0546375,0.061262,0.0209918,0.0222095,0.0625384,0.042075,0.0529811,0.0732819,0.0555987,0.0123112,0.0568858,0.0578986,0.0281796,0.0429888,0.0723687,0.0314176,0.0138632,0.0207757,0.0110604,0,0.0229278,0.0543469,0.0456672,0,0,0.0233057,0,0,0.0245275,0.0636482,0.0172747,0.0289945,0.0330146,0.0539652,0.0345283,0.0341576,0.0607791,0.0332546,0.0201265,0.0248063,0.00695906,0.0288472,0.031825,0.0352688,0.00756393,0.0209445,0.0540032,0.0486287,0,0,0,0,0
116,0,0,0,0,0.0282387,0.0599342,0,0,0,0.0341773,0,0.0217765,0.0406491,0,0,0.0214508,0,0,0.0440295,0.0547154,0.0625896,0.0215314,0.0223098,0.0614278,0.0417651,0.053636,0.0737737,0.0558413,0.0128234,0.0574805,0.0580967,0.0287157,0.0438936,0.0749817,0.0315907,0.013644,0.020743,0.0114283,0,0.0226167,0.0549594,0.0456046,0,0,0.0229549,0,0,0.024668,0.0637388,0.0174965,0.0291983,0.0326341,0.0539313,0.0343035,0.033823,0.0601064,0.0334856,0.0200386,0.0249081,0.00688572,0.0290086,0.0309839,0.0355423,0.0077068,0.0209159,0.0538804,0.0486792,0,0,0,0,0
117,0,0,0,0,0.0282869,0.0598431,0,0,0,0.0347449,0,0.0217752,0.0400201,0,0,0.0213742,0,0,0.0440039,0.0549273,0.0632746,0.022046,0.0221709,0.0607834,0.0416312,0.0543092,0.0742304,0.056001,0.0134619,0.0579572,0.0582045,0.0290646,0.0445161,0.0765687,0.0317394,0.0136189,0.020613,0.0118387,0,0.0219019,0.0555422,0.0455809,0,0,0.0227603,0,0,0.0247218,0.0637153,0.0171676,0.0294887,0.0324322,0.0539534,0.0341675,0.0335182,0.059461,0.0337543,0.0200824,0.0250262,0.00693717,0.0292242,0.0300405,0.035764,0.00774203,0.0208593,0.0537924,0.0487859,0,0,0,0,0
118,0,0,0,0,0.0281586,0.05978,0,0,0,0.0349055,0,0.0218885,0.0394849,0,0,0.0216964,0,0,0.0438557,0.0551832,0.0633084,0.0225053,0.0219813,0.0606624,0.04166,0.0549829,0.0746558,0.056053,0.0141194,0.0580168,0.0581773,0.0291853,0.0449251,0.0771764,0.0317472,0.0140558,0.0200186,0.0123726,0,0.0217199,0.0559907,0.0455765,0,0,0.0229999,0,0,0.0243083,0.0636881,0.0170548,0.029771,0.0325766,0.0539636,0.0342887,0.0332627,0.0588998,0.034013,0.0201643,0.0251588,0.00730943,0.0294119,0.0290163,0.0358054,0.00769855,0.0205315,0.0538072,0.0487899,0,0,0,0,0
119,0,0,0,0,0.02819,0.0596553,0,0,0,0.0348375,0,0.0219184,0.0391615,0,0,0.0216409,0,0,0.0438303,0.05537,0.0626046,0.0229783,0.0218629,0.0611136,0.0415815,0.0556815,0.0751131,0.0560472,0.0147467,0.0579429,0.0580323,0.0291334,0.0451401,0.0768541,0.0318146,0.0138994,0.0201135,0.0130203,0,0.0217708,0.0563802,0.0455882,0,0,0.0228619,0,0,0.0242599,0.0636455,0.0172058,0.0301053,0.0330447,0.0539734,0.0343972,0.0331231,0.0584632,0.0343666,0.0202169,0.0253253,0.00783885,0.0295598,0.0278135,0.0358176,0.00768984,0.0205926,0.0537855,0.0486481,0,0,0,0,0
120,0,0,0,0,0.0282743,0.0596178,0,0,0,0.0345426,0,0.0217485,0.0389476,0,0,0.0216279,0,0,0.0437808,0.055493,0.0615725,0.0234776,0.0218578,0.0620486,0.0415593,0.0563788,0.0755796,0.055996,0.0153278,0.0578084,0.0578799,0.0290778,0.0452316,0.0759779,0.0318028,0.0137635,0.0202488,0.0138043,0,0.0218361,0.0566975,0.045625,0,0,0.0228362,0,0,0.0243164,0.0636239,0.0175965,0.0304416,0.0330654,0.0539049,0.0344836,0.0330226,0.0581398,0.0347382,0.0202448,0.0254555,0.00764702,0.0296611,0.0265003,0.0358194,0.00775841,0.0206882,0.0538262,0.0484601,0,0,0,0,0
121,0,0,0,0,0.0282873,0.0595876,0,0,0,0.0342379,0,0.0214069,0.0388323,0,0,0.0216959,0,0,0.0437014,0.0555884,0.0603462,0.0240296,0.0218939,0.0632294,0.0415717,0.057118,0.0760969,0.0559509,0.0160433,0.0577649,0.0578392,0.0291562,0.045427,0.0748967,0.0317588,0.0136414,0.0203681,0.014575,0,0.0219652,0.0570224,0.0456619,0,0,0.0227907,0,0,0.0245808,0.0636218,0.018167,0.0305585,0.0328706,0.0537687,0.034616,0.0329535,0.0578397,0.0350119,0.020331,0.0254822,0.0074038,0.0297759,0.0252223,0.0357425,0.00778422,0.0208748,0.0538942,0.048391,0,0,0,0,0
122,0,0,0,0,0.0282062,0.0595671,0,0,0,0.0341468,0,0.0209074,0.0387378,0,0,0.0217959,0,0,0.043655,0.0556321,0.0590509,0.0246526,0.0218482,0.0643373,0.0415705,0.0579754,0.0767217,0.0559483,0.016799,0.0579707,0.0579569,0.0294775,0.0457227,0.0740808,0.031701,0.0135992,0.0204342,0.0152742,0,0.0221636,0.05749,0.0456572,0,0,0.0228519,0,0,0.02487,0.0636054,0.0188329,0.0302115,0.0326411,0.0535512,0.0347969,0.0329318,0.057557,0.035221,0.0204573,0.0254086,0.007319,0.0299155,0.0240496,0.0356624,0.00784321,0.0210735,0.0539975,0.0486685,0,0,0,0,0
123,0,0,0,0,0.028177,0.059612,0,0,0,0.0344106,0,0.0202414,0.0386646,0,0,0.0219155,0,0,0.043619,0.0556228,0.0575889,0.0253222,0.0217478,0.0651926,0.0414538,0.0589972,0.0774427,0.0559719,0.0175431,0.0584476,0.0582913,0.030019,0.0459753,0.0737592,0.0316678,0.013602,0.0204686,0.0159243,0,0.0222234,0.0580674,0.045614,0,0,0.0229519,0,0,0.0248934,0.0635264,0.0192116,0.0299649,0.0324585,0.0532911,0.0349956,0.0328876,0.0573138,0.0354782,0.0205823,0.025293,0.00730865,0.0300548,0.0229512,0.0356096,0.0078525,0.0211941,0.0541686,0.0494375,0,0,0,0,0
124,0,0,0,0,0.0282775,0.0594766,0,0,0,0.0346981,0,0.019871,0.0385246,0,0,0.0219656,0,0,0.0435419,0.0556235,0.0566146,0.0260347,0.0217248,0.0657695,0.0414075,0.0596122,0.0781245,0.0559717,0.0183098,0.0590397,0.0587695,0.0306743,0.0461511,0.0734365,0.0317151,0.0136201,0.0204513,0.0166393,0,0.0221352,0.0586368,0.0455969,0,0,0.0230217,0,0,0.0248633,0.0634272,0.0194422,0.0297925,0.0323893,0.0530622,0.0352501,0.0328341,0.057175,0.0357979,0.0206963,0.0252056,0.0073492,0.0302035,0.0220586,0.0356182,0.00785588,0.0212511,0.0542321,0.0486964,0,0,0,0,0
125,0,0,0,0,0.0282925,0.0592723,0,0,0,0.0349758,0,0.0196329,0.038278,0,0,0.021946,0,0,0.0434696,0.0556495,0.0562114,0.026759,0.0218228,0.0660406,0.0413265,0.0601346,0.0788371,0.0559898,0.0190679,0.0596754,0.0593196,0.0313625,0.0465963,0.0732118,0.0317952,0.0137221,0.0203122,0.0174344,0,0.0220108,0.0592097,0.0456341,0,0,0.0230017,0,0,0.0248916,0.0634607,0.0196463,0.0298119,0.0324139,0.052867,0.0354599,0.032725,0.0571295,0.0360568,0.0208241,0.0251315,0.00740491,0.0303889,0.0211296,0.0356673,0.00791384,0.0212397,0.0542987,0.0473947,0,0,0,0,0
126,0,0,0,0,0.0282369,0.059227,0,0,0,0.0351932,0,0.0195327,0.0380327,0,0,0.0218753,0,0,0.0434202,0.0556636,0.0561698,0.0274391,0.0219922,0.0660757,0.0411566,0.0608282,0.079592,0.0560244,0.0198356,0.0603583,0.059891,0.0320603,0.0471406,0.0731778,0.0318601,0.0138401,0.0201059,0.0182156,0,0.0221222,0.0598479,0.0456154,0,0,0.0230353,0,0,0.0249777,0.0636305,0.0199294,0.0299246,0.0325384,0.0526462,0.0356074,0.0326434,0.0571856,0.0361843,0.020998,0.0250523,0.0074528,0.0305778,0.0202206,0.035711,0.00797269,0.0211733,0.0544893,0.0470317,0,0,0,0,0
127,0,0,0,0,0.0280394,0.0593497,0,0,0,0.0352952,0,0.0195638,0.0379295,0,0,0.0218908,0,0,0.0433042,0.0556971,0.055929,0.0281212,0.0222428,0.0659404,0.0410003,0.0615564,0.0803835,0.0560642,0.0206251,0.0610488,0.060442,0.032706,0.0475947,0.0731881,0.0319146,0.0140038,0.0197986,0.018726,0,0.0222216,0.0606338,0.0455946,0,0,0.0234096,0,0,0.0247716,0.063838,0.0201789,0.0300158,0.0325285,0.0522871,0.0358514,0.0326534,0.0571397,0.0364082,0.0212144,0.0250704,0.00741743,0.0307542,0.0195723,0.0356773,0.00806723,0.0208118,0.0547727,0.0474017,0,0,0,0,0
128,0,0,0,0,0.0280032,0.0594327,0,0,0,0.034965,0,0.0193874,0.0376478,0,0,0.0217443,0,0,0.0432779,0.0556583,0.0547179,0.0286961,0.0235685,0.0657938,0.040751,0.0627897,0.0823197,0.0564742,0.021184,0.0614015,0.0603764,0.0330433,0.0479911,0.071589,0.0319996,0.0139845,0.0197291,0.0192643,0,0.0222036,0.06152,0.0456107,0,0,0.0232832,0,0,0.0248541,0.063958,0.0203923,0.0301918,0.032269,0.0519504,0.0359618,0.0323861,0.0566556,0.0365419,0.0213462,0.0254257,0.00742602,0.0309377,0.0189273,0.0357391,0.00805649,0.0209103,0.0548898,0.0477723,0,0,0,0,0
129,0,0,0,0,0.0280165,0.0594414,0,0,0,0.0348998,0,0.0193612,0.0376259,0,0,0.0216032,0,0,0.0432453,0.0557149,0.0542696,0.029196,0.023794,0.0657523,0.0404817,0.0635037,0.0831714,0.0564837,0.0220777,0.0619622,0.0608771,0.0335903,0.0483162,0.0715157,0.0321423,0.0140161,0.0195533,0.0198513,0,0.022187,0.0622256,0.0456354,0,0,0.0231139,0,0,0.0248547,0.0640735,0.0204751,0.0303223,0.031993,0.0515239,0.0359127,0.0319443,0.0564767,0.0365657,0.0213701,0.0256329,0.00746112,0.0312002,0.0182222,0.0358891,0.00805438,0.0208524,0.0548643,0.0476263,0,0,0,0,0
130,0,0,0,0,0.0280842,0.0594205,0,0,0,0.0346372,0,0.0193379,0.0377239,0,0,0.0214389,0,0,0.0431975,0.0558372,0.0536708,0.0297317,0.023828,0.0657119,0.0401325,0.0641053,0.0839111,0.0564643,0.0229656,0.0624329,0.0613638,0.0340768,0.0485001,0.0712218,0.0322716,0.0140014,0.0194077,0.020475,0,0.0221832,0.0629396,0.0456297,0,0,0.0229586,0,0,0.0248647,0.0641897,0.0204427,0.030401,0.0317479,0.0511108,0.03583,0.0317198,0.0564551,0.0364787,0.0215245,0.0249661,0.00755906,0.0314474,0.017448,0.0360216,0.00805808,0.0207883,0.0547636,0.0472987,0,0,0,0,0
131,0,0,0,0,0.0281072,0.0594255,0,0,0,0.0341604,0,0.0192987,0.0378826,0,0,0.0212736,0,0,0.0431696,0.0560296,0.0527701,0.0301833,0.0237588,0.065594,0.0398438,0.0646405,0.0845881,0.0564368,0.0238589,0.0627647,0.0617693,0.0345089,0.0484461,0.0704853,0.0323786,0.013972,0.0192907,0.0212315,0,0.0219465,0.0636281,0.0456427,0,0,0.0227666,0,0,0.0249205,0.0642951,0.0203578,0.0305041,0.0316034,0.0507852,0.0356928,0.0316609,0.0564197,0.0363847,0.0218018,0.0242098,0.00766625,0.0316816,0.0166217,0.0361322,0.00812129,0.0207304,0.0546674,0.0468869,0,0,0,0,0
132,0,0,0,0,0.0280272,0.0595067,0,0,0,0.0334081,0,0.0192606,0.0381166,0,0,0.0211057,0,0,0.0431711,0.0562418,0.0516924,0.0305399,0.0235697,0.0653449,0.0396349,0.0651266,0.0852481,0.0563855,0.024699,0.062983,0.0621274,0.0349472,0.0482159,0.0690974,0.0324284,0.0139515,0.0191698,0.0219094,0,0.0216174,0.0642968,0.0456695,0,0,0.022564,0,0,0.0249737,0.06443,0.0203686,0.0306561,0.0315503,0.0505383,0.0355039,0.0315146,0.0564644,0.0362482,0.0221487,0.0238351,0.00761879,0.0319507,0.0158961,0.0362549,0.00817356,0.0206478,0.0546221,0.0467249,0,0,0,0,0
133,0,0,0,0,0.027973,0.0595584,0,0,0,0.0323531,0,0.0192876,0.0384112,0,0,0.0209594,0,0,0.0431991,0.0564663,0.0504108,0.0308641,0.0232298,0.0650198,0.03943,0.0656087,0.0858551,0.0563039,0.0254363,0.0630563,0.0624655,0.0353713,0.0478242,0.0668087,0.032471,0.0139238,0.0190817,0.0225949,0,0.0215327,0.0648876,0.0456363,0,0,0.0223813,0,0,0.0249881,0.0646222,0.0203255,0.0308122,0.0315393,0.050285,0.0352396,0.0312842,0.0563131,0.0362393,0.0224741,0.0235992,0.00749647,0.0322145,0.0151828,0.0363985,0.00818154,0.0205415,0.0545265,0.0465949,0,0,0,0,0
134,0,0,0,0,0.0280123,0.0595671,0,0,0,0.0310059,0,0.0193757,0.0387984,0,0,0.020817,0,0,0.0432294,0.05665,0.0488955,0.0311455,0.0227007,0.0646249,0.0392422,0.066043,0.0863935,0.0562121,0.0261452,0.0629789,0.0627454,0.0356769,0.0473379,0.0633888,0.0325238,0.0138716,0.0190458,0.0233057,0,0.021694,0.065386,0.0456099,0,0,0.0222206,0,0,0.0249583,0.0648862,0.0201837,0.0310133,0.0314018,0.0500806,0.0349806,0.030728,0.0561654,0.036274,0.0226966,0.0234441,0.00725217,0.0325919,0.014526,0.0365466,0.00815501,0.0204354,0.0544099,0.0463871,0,0,0,0,0
135,0,0,0,0,0.0279763,0.0595165,0,0,0,0.0294057,0,0.0194711,0.039357,0,0,0.0206633,0,0,0.0432428,0.0568056,0.0470439,0.0313652,0.0219454,0.0641328,0.0390875,0.0663631,0.0867995,0.0560389,0.0267653,0.0628037,0.0629776,0.0359277,0.0466926,0.0586684,0.0325738,0.013901,0.018988,0.0238929,0,0.0221163,0.0657885,0.0455939,0,0,0.0220669,0,0,0.0248934,0.0652578,0.0200281,0.0311518,0.0313405,0.0499008,0.0347459,0.0303747,0.0559315,0.0361684,0.0228389,0.0236687,0.00754056,0.03307,0.0139554,0.0366802,0.00812862,0.0202797,0.0542758,0.0461496,0,0,0,0,0
136,0,0,0,0,0.0281054,0.0594788,0,0,0,0.0278624,0,0.0196718,0.0399944,0,0,0.0205695,0,0,0.043242,0.0569168,0.044953,0.0314232,0.0209458,0.0637044,0.0388393,0.0666441,0.0869712,0.0557544,0.0273405,0.0625504,0.0631112,0.0362163,0.0458931,0.052527,0.0326314,0.0139514,0.0188466,0.0241562,0,0.0231606,0.0660991,0.045631,0,0,0.0219108,0,0,0.0247703,0.0656117,0.0200408,0.0314562,0.0317969,0.0498115,0.034481,0.0301917,0.0554186,0.0371454,0.023196,0.0240161,0.0112789,0.0333874,0.0134712,0.0368431,0.00808706,0.0200362,0.0541774,0.0457636,0,0,0,0,0
137,0,0,0,0,0.0283228,0.0594682,0,0,0,0.0266592,0,0.0201658,0.0412259,0,0,0.0206019,0,0,0.0432184,0.0568755,0.0426689,0.0316967,0.0195984,0.0633971,0.0386927,0.0667678,0.0867274,0.0554053,0.0280183,0.0621431,0.0631724,0.0363931,0.0448721,0.0450881,0.0326704,0.0141136,0.0186204,0.0262237,0,0.0228522,0.0660191,0.0456524,0,0,0.0220237,0,0,0.0244478,0.066262,0.0194895,0.0312489,0.0306433,0.0495971,0.0342914,0.0301859,0.0558742,0.0370479,0.0232645,0.0228461,0,0.0330278,0.0118023,0.0370037,0.00804354,0.0196045,0.0541206,0.0453094,0,0,0,0,0
138,0,0,0,0,0.0285753,0.0595259,0,0,0,0.0275646,0,0.0205554,0.0420981,0,0,0.0205009,0,0,0.0431415,0.0572754,0.0405634,0.0312484,0.0183637,0.06307,0.0384575,0.0663953,0.0861296,0.0548032,0.0286605,0.0617726,0.0631253,0.0363122,0.0439841,0.0363235,0.0327119,0.0139971,0.0186128,0.0326884,0,0.0240868,0.0656254,0.0456247,0,0,0.021739,0,0,0.0243115,0.0659627,0.0187551,0.0311304,0.0293337,0.0494613,0.0339915,0.0303991,0.0571607,0.0363264,0.0217868,0,0,0.0316283,0.00862034,0.0372021,0.0079978,0.0194394,0.0540532,0.0450764,0,0,0,0,0
139,0,0,0,0,0.0287494,0.059613,0,0,0,0.0302271,0,0.0214801,0.0433039,0,0,0.0203843,0,0,0.0430244,0.0574491,0.0389001,0.0308855,0.0170609,0.062683,0.0381299,0.0654966,0.0850899,0.0542922,0.0295718,0.0613699,0.0629861,0.0363637,0.0430796,0.0274511,0.0328258,0.0139187,0.0185065,0.033689,0,0.0242518,0.0648808,0.0456746,0,0,0.0214442,0,0,0.0241906,0.0666415,0.0182032,0.0314205,0.0296221,0.0493805,0.0335993,0.0301622,0.056712,0.0365803,0.0221594,0,0,0.0319887,0.00852002,0.0374114,0.00795732,0.0192439,0.0540264,0.0449786,0,0,0,0,0
140,0,0,0,0,0.0287609,0.0595894,0,0,0,0.0338747,0,0.0228313,0.0442548,0,0,0.0203686,0,0,0.0430641,0.0571084,0.0380573,0.0314802,0.0164685,0.062979,0.0382852,0.064546,0.0833114,0.053707,0.0302765,0.0612277,0.0630885,0.0367851,0.0423543,0.0201671,0.0328221,0.0139197,0.0185903,0.0358772,0,0.0234507,0.062286,0.0456018,0,0,0.0214379,0,0,0.024242,0.0688874,0.0157557,0.0303692,0.0292774,0.0491052,0.0332664,0.0289059,0.0569699,0.0346329,0.0239481,0.0407372,0,0.0330339,0.00800324,0.0374422,0.00794491,0.0191352,0.0538205,0.045266,0,0,0,0,0
141,0,0,0,0,0.0288579,0.0595942,0,0,0,0.0374071,0,0.024482,0.0463059,0,0,0.020164,0,0,0.0429199,0.0565034,0.0382781,0.0317318,0.0171828,0.0626234,0.0377911,0.063356,0.0805921,0.0533737,0.031205,0.06074,0.0629414,0.0371687,0.0413067,0.0147493,0.0329901,0.0139234,0.0184182,0.0371412,0,0.0240637,0.061005,0.0457484,0,0,0.0211532,0,0,0.0244074,0.0698723,0.0151932,0.0300105,0.0295618,0.0489983,0.0328994,0.0287756,0.0567192,0.034066,0.023981,0.0440126,0,0.0332488,0.00867667,0.0376672,0.00794461,0.0191007,0.0538157,0.0448109,0,0,0,0,0
142,0,0,0,0,0.0290096,0.0596528,0,0,0,0.039069,0,0.0263192,0.0483315,0,0,0.0200457,0,0,0.0426836,0.055801,0.0395846,0.0319774,0.0198282,0.0621273,0.0371665,0.0621043,0.077257,0.0531029,0.0316683,0.0597249,0.0623988,0.0374158,0.0397121,0.0121575,0.0331421,0.0139926,0.0180648,0.0380629,0,0.0249773,0.0600412,0.0459141,0,0,0.020957,0,0,0.0242733,0.0707631,0.0150832,0.0298101,0.0297163,0.0489325,0.0325804,0.0288902,0.0566724,0.0343505,0.0247987,0.0430164,0,0.0334424,0.00919153,0.0378682,0.00790164,0.0189353,0.0539006,0.0443154,0,0,0,0,0
143,0,0,0,0,0.0292965,0.0597877,0,0,0,0.0368196,0,0.0283803,0.0495371,0,0,0.0200817,0,0,0.0425149,0.0551132,0.0418063,0.0325525,0.0240855,0.0619497,0.0367911,0.061,0.0737636,0.0526581,0.0307174,0.0580677,0.0612267,0.0371869,0.0375982,0.0136537,0.0331624,0.014096,0.0177874,0.0363632,0,0.024496,0.0584843,0.0459723,0,0,0.0208482,0,0,0.0241689,0.0727234,0.0142998,0.0294563,0.0309864,0.0489379,0.0323946,0.0284493,0.0559449,0.0346157,0,0.0413973,0,0.0362001,0.00779992,0.0379167,0.00790147,0.0188765,0.0538315,0.0442458,0,0,0,0,0
144,0,0,0,0,0.0296348,0.0599877,0,0,0,0.0395954,0,0.026,0.0502556,0,0,0.0197798,0,0,0.0424055,0.0556701,0.0444803,0.0317203,0.0256581,0.0611949,0.036032,0.0599242,0.0717953,0.0523154,0.0295838,0.056382,0.0607552,0.0351773,0.0339048,0.0169801,0.0334406,0.013858,0.0177655,0.03994,0,0.0258557,0.0592163,0.0461778,0,0,0.0207271,0,0,0.0239486,0.0719899,0.0150999,0.0296605,0.0280386,0.0487592,0.0321597,0.0293749,0.0575172,0.0340597,0.0299939,0.0414637,0,0.0351311,0.0100206,0.0381374,0.0078663,0.0185991,0.0538342,0.0438733,0,0,0,0,0
145,0,0,0,0,0.029759,0.0603929,0,0,0,0.0375913,0,0.0265621,0.0514184,0,0,0.0211597,0,0,0.0427002,0.0554516,0.0427934,0.0318038,0.0219375,0.0600924,0.0365825,0.0569987,0.0710441,0.0532152,0.0271388,0.0587327,0.0621562,0.0371565,0.0376331,0.0159763,0.0326973,0.0138864,0.0156276,0.0365868,0,0.0239176,0.0590008,0.0454699,0,0,0.0208005,0,0,0.0241876,0.0730878,0.0163464,0.0291666,0.0295948,0.0470993,0.0324153,0.0287043,0.0560531,0.0343353,0.032338,0.041629,0,0.0374974,0.00758785,0.0378892,0.00752307,0.0189378,0.0544614,0.0436648,0,0,0,0,0
146,0,0,0,0,0.0297323,0.0607928,0,0,0,0.0387493,0,0.0265655,0.0511998,0,0,0.0239552,0,0,0.0417579,0.0555662,0.0431445,0.0315096,0.0214807,0.0603055,0.0366341,0.056391,0.0710212,0.053182,0.0264094,0.0593583,0.0627683,0.0373807,0.0380202,0.0158847,0.0319972,0.012383,0.014931,0.0377885,0,0.0232955,0.0579103,0.0452787,0,0,0.0206025,0,0,0.024144,0.0734495,0.0170479,0.0291325,0.0314184,0.0468515,0.0325124,0.0280082,0.0553258,0.0342068,0.0315619,0.0417061,0,0.0381856,0.00841341,0.0382737,0.00734505,0.0183566,0.054561,0.0435074,0,0,0,0,0
147,0,0,0,0,0.0293912,0.0606609,0,0,0,0.0389335,0,0.0265199,0.0521293,0,0,0.0214185,0,0,0.0428173,0.0554216,0.0453399,0.0319782,0.0213796,0.0596355,0.0362865,0.0555013,0.0707611,0.0533388,0.0264585,0.0593135,0.0626685,0.0370929,0.0379221,0.0175439,0.0323114,0.0137272,0.015311,0.0361977,0,0.023437,0.0586725,0.0456466,0,0,0.0204456,0,0,0.0243285,0.0738615,0.0171814,0.0294526,0.0307511,0.0461644,0.032366,0.028156,0.055479,0.0342912,0.0286966,0.0422617,0,0.0372598,0.0069789,0.0380615,0.00696638,0.0186563,0.0546115,0.0433328,0,0,0,0,0
148,0,0,0,0,0.0293871,0.060534,0,0,0,0.0387234,0,0.0264208,0.0519425,0,0,0.0206362,0,0,0.0429009,0.0556883,0.0456741,0.0322879,0.0223202,0.0599878,0.0361031,0.0558324,0.0706175,0.0527015,0.0275019,0.0591009,0.0623903,0.0370507,0.0378166,0.0174092,0.0326631,0.0141699,0.0157184,0.0360792,0,0.0230332,0.0588048,0.0457986,0,0,0.0205355,0,0,0.0241439,0.0739382,0.0176491,0.0293713,0.0306185,0.0460678,0.0321531,0.0281019,0.0552123,0.0341257,0.0276562,0.0426765,0,0.0368188,0.00687398,0.0380766,0.00712736,0.018593,0.054311,0.0435071,0,0,0,0,0
149,0,0,0,0,0.0295053,0.0606435,0,0,0,0.0381424,0,0.0263918,0.0514077,0,0,0.0200435,0,0,0.0430734,0.0559201,0.0447424,0.0327481,0.0240792,0.060512,0.0359482,0.0571381,0.0706734,0.0519757,0.0289666,0.0583776,0.0616965,0.0367318,0.0371937,0.0170178,0.0330837,0.0141379,0.0158699,0.0368188,0,0.022534,0.0591994,0.0456508,0,0,0.0207462,0,0,0.0239749,0.0736204,0.0185451,0.0290901,0.0298099,0.046056,0.0316971,0.0281674,0.0564923,0.033597,0.0273099,0.0428296,0,0.0361139,0.00728939,0.0379669,0.00728504,0.018512,0.0541855,0.0435627,0,0,0,0,0
150,0,0,0,0,0.0295726,0.0604138,0,0,0,0.0397018,0,0.0261262,0.0499613,0,0,0.0192497,0,0,0.0426046,0.0566545,0.0451077,0.0324297,0.027776,0.0607954,0.0349991,0.0595425,0.0708424,0.0511787,0.031066,0.0563583,0.0604448,0.0349788,0.034116,0.0173282,0.0337852,0.0137454,0.0177826,0.0441997,0,0.0253118,0.0614896,0.0464035,0,0,0.0202922,0,0,0.0236407,0.0707494,0.016786,0.0304103,0.0205851,0.0470444,0.0310342,0.0325133,0,0.0307881,0.0249004,0.0407481,0,0.0333992,0.0153138,0.0385232,0.00768786,0.0178677,0.0537356,0.043223,0,0,0,0,0
